Columbia,399,Albany,171
11:44,399,Official TV Timeout,11,12
11:33,399,Costa Anderson missed Three Point Jumper.,11,12
11:33,171,Lukas Meisner Defensive Rebound.,11,12
11:18,171,Lukas Meisner Turnover.,11,12
11:17,399,David Nichols Steal.,11,12
11:12,399,David Nichols made Dunk.,11,14
10:57,171,Patrick Tape missed Layup.,11,14
10:57,399,Devonte Campbell Defensive Rebound.,11,14
10:32,399,David Nichols made Jumper.,11,16
10:09,171,Patrick Tape missed Jumper.,11,16
10:09,399,Devonte Campbell Defensive Rebound.,11,16
9:56,399,Devonte Campbell Turnover.,11,16
9:55,171,Quinton Adlesh Steal.,11,16
9:54,171,Quinton Adlesh made Layup.,13,16
9:27,399,Alex Foster missed Layup.,13,16
9:27,399,Alex Foster Offensive Rebound.,13,16
9:24,171,Foul on Patrick Tape.,13,16
9:24,399,Alex Foster missed Free Throw.,13,16
9:24,399,Albany Deadball Team Rebound.,13,16
9:24,399,Alex Foster missed Free Throw.,13,16
9:24,171,Lukas Meisner Defensive Rebound.,13,16
9:09,171,Tai Bibbs missed Three Point Jumper.,13,16
9:09,399,Alex Foster Defensive Rebound.,13,16
8:52,399,Alex Foster Turnover.,13,16
8:43,171,Quinton Adlesh missed Three Point Jumper.,13,16
8:43,399,Devonte Campbell Defensive Rebound.,13,16
8:41,171,Foul on Gabe Stefanini.,13,16
8:26,399,Devonte Campbell missed Layup.,13,16
8:26,171,Jaron Faulds Block.,13,16
8:23,171,Lukas Meisner Defensive Rebound.,13,16
8:19,171,Tai Bibbs missed Layup.,13,16
8:19,399,Travis Charles Defensive Rebound.,13,16
8:09,399,Foul on Greig Stire.,13,16
8:09,399,Greig Stire Turnover.,13,16
7:53,171,Quinton Adlesh Turnover.,13,16
7:52,399,Official TV Timeout,13,16
7:39,399,Joe Cremo made Three Point Jumper. Assisted by David Nichols.,13,19
7:18,171,Mike Smith missed Jumper.,13,19
7:18,399,Devonte Campbell Block.,13,19
7:15,399,Joe Cremo Defensive Rebound.,13,19
7:05,399,Joe Cremo missed Three Point Jumper.,13,19
7:05,171,Lukas Meisner Defensive Rebound.,13,19
6:43,171,Jaron Faulds Turnover.,13,19
6:42,399,Greig Stire Steal.,13,19
6:26,399,Joe Cremo missed Jumper.,13,19
6:26,399,Greig Stire Offensive Rebound.,13,19
6:24,399,Greig Stire missed Two Point Tip Shot.,13,19
6:24,171,Lukas Meisner Defensive Rebound.,13,19
6:24,399,Foul on Greig Stire.,13,19
6:07,171,Quinton Adlesh missed Layup.,13,19
6:07,171,Lukas Meisner Offensive Rebound.,13,19
6:05,171,Lukas Meisner missed Two Point Tip Shot.,13,19
6:05,399,Alex Foster Defensive Rebound.,13,19
6:00,171,Foul on Nate Hickman.,13,19
6:00,399,David Nichols made Free Throw.,13,20
6:00,399,David Nichols made Free Throw.,13,21
5:43,171,Lukas Meisner made Three Point Jumper. Assisted by Nate Hickman.,16,21
5:14,399,Travis Charles missed Jumper.,16,21
5:14,171,Lukas Meisner Defensive Rebound.,16,21
5:06,171,Lukas Meisner missed Three Point Jumper.,16,21
5:06,171,Jaron Faulds Offensive Rebound.,16,21
4:44,171,Quinton Adlesh made Layup. Assisted by Jaron Faulds.,18,21
4:23,399,Joe Cremo made Layup.,18,23
4:05,171,Jaron Faulds made Jumper. Assisted by Lukas Meisner.,20,23
3:43,399,Joe Cremo missed Layup.,20,23
3:43,171,Nate Hickman Defensive Rebound.,20,23
3:33,171,Nate Hickman missed Layup.,20,23
3:33,171,Nate Hickman Offensive Rebound.,20,23
3:30,171,Quinton Adlesh made Three Point Jumper. Assisted by Lukas Meisner.,23,23
3:26,399,Albany  Timeout,23,23
3:26,399,Official TV Timeout,23,23
3:19,171,Foul on Quinton Adlesh.,23,23
3:19,399,Joe Cremo made Free Throw.,23,24
3:19,399,Joe Cremo made Free Throw.,23,25
3:10,171,Mike Smith Turnover.,23,25
3:09,399,David Nichols Steal.,23,25
3:07,399,David Nichols made Layup.,23,27
2:41,171,Lukas Meisner missed Jumper.,23,27
2:41,171,Columbia Offensive Rebound.,23,27
2:34,171,Quinton Adlesh Turnover.,23,27
2:33,399,David Nichols Steal.,23,27
2:23,399,Alex Foster missed Jumper.,23,27
2:23,171,Jaron Faulds Defensive Rebound.,23,27
1:57,171,Jaron Faulds missed Jumper.,23,27
1:57,399,Alex Foster Defensive Rebound.,23,27
1:38,399,Matt Conway missed Three Point Jumper.,23,27
1:38,171,Tai Bibbs Defensive Rebound.,23,27
1:21,171,Lukas Meisner missed Jumper.,23,27
1:21,399,Alex Foster Defensive Rebound.,23,27
1:08,399,Foul on Devonte Campbell.,23,27
1:08,399,Devonte Campbell Turnover.,23,27
0:54,171,Jaron Faulds Turnover.,23,27
0:43,399,David Nichols missed Jumper.,23,27
0:43,399,Alex Foster Offensive Rebound.,23,27
0:39,399,Alex Foster made Layup.,23,29
0:32,171,Columbia  Timeout,23,29
0:15,399,Foul on Costa Anderson.,23,29
0:08,399,Foul on Costa Anderson.,23,29
0:02,171,Mike Smith missed Three Point Jumper.,23,29
0:02,171,Lukas Meisner Offensive Rebound.,23,29
0:01,171,Lukas Meisner made Three Point Jumper.,26,29
0:00,399,End of 1st half,23,29
19:36,171,Mike Smith made Three Point Jumper. Assisted by Quinton Adlesh.,29,29
19:16,399,David Nichols missed Jumper.,29,29
19:16,171,Patrick Tape Defensive Rebound.,29,29
19:06,171,Nate Hickman missed Three Point Jumper.,29,29
19:06,399,Travis Charles Defensive Rebound.,29,29
18:55,171,Foul on Nate Hickman.,29,29
18:42,399,Travis Charles Turnover.,29,29
18:40,399,Technical Foul on Albany.,29,29
18:40,171,Mike Smith made Free Throw.,30,29
18:40,171,Mike Smith made Free Throw.,31,29
18:15,171,Lukas Meisner Turnover.,31,29
18:14,399,David Nichols Steal.,31,29
18:12,399,David Nichols made Layup.,31,31
18:08,171,Mike Smith made Jumper.,33,31
17:56,399,Travis Charles made Jumper. Assisted by Joe Cremo.,33,33
17:41,171,Tai Bibbs Turnover.,33,33
17:41,399,Travis Charles Steal.,33,33
17:24,399,Greig Stire missed Layup.,33,33
17:24,399,Travis Charles Offensive Rebound.,33,33
17:16,171,Foul on Quinton Adlesh.,33,33
17:02,399,Joe Cremo missed Jumper.,33,33
17:02,171,Lukas Meisner Defensive Rebound.,33,33
16:57,171,Mike Smith made Three Point Jumper. Assisted by Lukas Meisner.,36,33
16:44,171,Foul on Patrick Tape.,36,33
16:34,399,Devonte Campbell missed Three Point Jumper.,36,33
16:34,171,Gabe Stefanini Defensive Rebound.,36,33
16:14,171,Jaron Faulds made Jumper. Assisted by Mike Smith.,38,33
16:14,399,Foul on Travis Charles.,38,33
16:14,171,Jaron Faulds missed Free Throw.,38,33
16:14,399,Greig Stire Defensive Rebound.,38,33
15:52,399,Travis Charles missed Jumper.,38,33
15:52,399,Greig Stire Offensive Rebound.,38,33
15:50,171,Foul on Jaron Faulds.,38,33
15:50,399,Official TV Timeout,38,33
15:50,399,Greig Stire made Free Throw.,38,34
15:50,399,Greig Stire missed Free Throw.,38,34
15:50,171,Gabe Stefanini Defensive Rebound.,38,34
15:36,171,Jaron Faulds made Layup. Assisted by Gabe Stefanini.,40,34
15:24,171,Foul on Jaron Faulds.,40,34
15:21,399,Joe Cremo Turnover.,40,34
15:20,171,Gabe Stefanini Steal.,40,34
15:10,171,Gabe Stefanini made Layup. Assisted by Mike Smith.,42,34
14:55,171,Foul on Gabe Stefanini.,42,34
14:33,399,David Nichols made Layup.,42,36
14:06,171,Jaron Faulds missed Jumper.,42,36
14:06,171,Gabe Stefanini Offensive Rebound.,42,36
14:03,171,Gabe Stefanini made Two Point Tip Shot.,44,36
13:40,399,Joe Cremo made Layup.,44,38
13:29,171,Jaron Faulds made Layup.,46,38
13:01,399,David Nichols missed Jumper.,46,38
13:01,171,Gabe Stefanini Defensive Rebound.,46,38
12:56,171,Nate Hickman made Layup. Assisted by Gabe Stefanini.,48,38
12:56,399,Foul on Joe Cremo.,48,38
12:56,171,Nate Hickman missed Free Throw.,48,38
12:56,399,Greig Stire Defensive Rebound.,48,38
12:37,399,Joe Cremo made Three Point Jumper. Assisted by David Nichols.,48,41
12:16,171,Gabe Stefanini made Three Point Jumper. Assisted by Nate Hickman.,51,41
11:56,171,Foul on Lukas Meisner.,51,41
11:56,399,Official TV Timeout,51,41
11:56,399,Travis Charles missed Free Throw.,51,41
11:56,399,Albany Deadball Team Rebound.,51,41
11:56,399,Travis Charles made Free Throw.,51,42
11:47,171,Gabe Stefanini Turnover.,51,42
11:46,399,Greig Stire Steal.,51,42
11:34,399,David Nichols missed Jumper.,51,42
11:34,399,Greig Stire Offensive Rebound.,51,42
11:32,171,Foul on Patrick Tape.,51,42
11:32,399,Greig Stire made Free Throw.,51,43
11:32,399,Greig Stire made Free Throw.,51,44
11:13,171,Tai Bibbs missed Jumper.,51,44
11:13,399,David Nichols Defensive Rebound.,51,44
11:05,399,David Nichols made Layup.,51,46
10:48,171,Lukas Meisner missed Three Point Jumper.,51,46
10:48,171,Columbia Offensive Rebound.,51,46
10:31,399,Foul on Joe Cremo.,51,46
10:31,171,Lukas Meisner made Free Throw.,52,46
10:31,171,Lukas Meisner made Free Throw.,53,46
10:15,171,Foul on Lukas Meisner.,53,46
10:15,399,Travis Charles made Free Throw.,53,47
10:15,399,Travis Charles made Free Throw.,53,48
10:02,399,Foul on Matt Conway.,53,48
10:02,171,Lukas Meisner made Free Throw.,54,48
10:02,171,Lukas Meisner missed Free Throw.,54,48
10:02,399,Albany Defensive Rebound.,54,48
9:52,399,David Nichols made Three Point Jumper.,54,51
9:41,171,Mike Smith made Three Point Jumper.,57,51
9:22,399,David Nichols missed Three Point Jumper.,57,51
9:22,399,Devonte Campbell Offensive Rebound.,57,51
9:22,171,Foul on Mike Smith.,57,51
9:22,399,Devonte Campbell made Free Throw.,57,52
9:22,399,Devonte Campbell made Free Throw.,57,53
9:16,171,Mike Smith Turnover.,57,53
9:15,399,Travis Charles Steal.,57,53
9:04,399,Joe Cremo missed Jumper.,57,53
9:04,399,Greig Stire Offensive Rebound.,57,53
9:02,399,Greig Stire made Layup.,57,55
9:02,171,Foul on Lukas Meisner.,57,55
9:02,399,Greig Stire missed Free Throw.,57,55
9:02,171,Rodney Hunter Defensive Rebound.,57,55
8:51,171,Mike Smith missed Layup.,57,55
8:51,399,Greig Stire Defensive Rebound.,57,55
8:38,399,Devonte Campbell made Layup. Assisted by Greig Stire.,57,57
8:38,171,Foul on Gabe Stefanini.,57,57
8:38,399,Devonte Campbell made Free Throw.,57,58
8:24,171,Nate Hickman made Layup.,59,58
8:17,399,Joe Cremo Turnover.,59,58
8:02,171,Mike Smith missed Three Point Jumper.,59,58
8:02,171,Gabe Stefanini Offensive Rebound.,59,58
7:57,171,Gabe Stefanini made Layup.,61,58
7:45,399,Ahmad Clark made Layup. Assisted by Devonte Campbell.,61,60
7:27,171,Gabe Stefanini made Jumper.,63,60
7:09,171,Foul on Nate Hickman.,63,60
7:09,399,Official TV Timeout,63,60
7:09,399,Joe Cremo made Free Throw.,63,61
7:09,399,Joe Cremo made Free Throw.,63,62
7:00,171,Foul on Jaron Faulds.,63,62
7:00,171,Jaron Faulds Turnover.,63,62
6:39,399,David Nichols missed Jumper.,63,62
6:39,171,Gabe Stefanini Defensive Rebound.,63,62
6:33,399,Foul on David Nichols.,63,62
6:33,171,Tai Bibbs missed Free Throw.,63,62
6:33,171,Columbia Deadball Team Rebound.,63,62
6:33,171,Tai Bibbs made Free Throw.,64,62
6:15,399,Joe Cremo made Jumper. Assisted by Greig Stire.,64,64
5:57,171,Gabe Stefanini missed Three Point Jumper.,64,64
5:57,171,Tai Bibbs Offensive Rebound.,64,64
5:52,171,Tai Bibbs made Layup.,66,64
5:36,171,Foul on Rodney Hunter.,66,64
5:36,399,Joe Cremo made Free Throw.,66,65
5:36,399,Joe Cremo made Free Throw.,66,66
5:17,171,Jaron Faulds made Layup. Assisted by Rodney Hunter.,68,66
5:17,399,Foul on Joe Cremo.,68,66
5:17,171,Jaron Faulds made Free Throw.,69,66
5:06,399,Foul on David Nichols.,69,66
5:06,399,David Nichols Turnover.,69,66
4:50,171,Mike Smith made Three Point Jumper. Assisted by Rodney Hunter.,72,66
4:26,399,Joe Cremo made Three Point Jumper. Assisted by David Nichols.,72,69
3:54,171,Mike Smith missed Jumper.,72,69
3:54,171,Gabe Stefanini Offensive Rebound.,72,69
3:52,171,Rodney Hunter missed Layup.,72,69
3:52,399,Albany Defensive Rebound.,72,69
3:52,399,Official TV Timeout,72,69
3:37,399,David Nichols missed Jumper.,72,69
3:37,399,Greig Stire Offensive Rebound.,72,69
3:34,399,Greig Stire missed Layup.,72,69
3:34,171,Lukas Meisner Block.,72,69
3:33,171,Patrick Tape Defensive Rebound.,72,69
3:31,171,Columbia  Timeout,72,69
3:05,399,Foul on David Nichols.,72,69
3:05,171,Gabe Stefanini missed Free Throw.,72,69
3:05,171,Columbia Deadball Team Rebound.,72,69
3:05,171,Gabe Stefanini missed Free Throw.,72,69
3:05,399,Greig Stire Defensive Rebound.,72,69
2:52,399,Devonte Campbell made Layup. Assisted by Travis Charles.,72,71
2:52,171,Foul on Patrick Tape.,72,71
2:52,399,Devonte Campbell made Free Throw.,72,72
2:40,171,Jaron Faulds made Layup. Assisted by Nate Hickman.,74,72
2:17,399,David Nichols made Three Point Jumper. Assisted by Travis Charles.,74,75
1:59,171,Nate Hickman Turnover.,74,75
1:58,399,David Nichols Steal.,74,75
1:40,399,Travis Charles made Jumper. Assisted by Devonte Campbell.,74,77
1:29,171,Columbia  Timeout,74,77
1:21,171,Mike Smith made Layup. Assisted by Gabe Stefanini.,76,77
1:05,399,Albany  Timeout,76,77
0:58,399,David Nichols made Jumper.,76,79
0:48,171,Mike Smith made Three Point Jumper. Assisted by Lukas Meisner.,79,79
0:26,399,David Nichols made Three Point Jumper. Assisted by Devonte Campbell.,79,82
0:18,399,Foul on Devonte Campbell.,79,82
0:18,171,Mike Smith made Free Throw.,80,82
0:18,171,Mike Smith missed Free Throw.,80,82
0:18,399,Devonte Campbell Defensive Rebound.,80,82
0:16,171,Foul on Gabe Stefanini.,80,82
0:16,399,Joe Cremo made Free Throw.,80,83
0:16,399,Albany  Timeout,80,83
0:16,399,Joe Cremo made Free Throw.,80,84
0:11,171,Jaron Faulds made Layup. Assisted by Mike Smith.,82,84
0:10,171,Columbia  Timeout,82,84
0:08,171,Foul on Mike Smith.,82,84
0:08,399,David Nichols made Free Throw.,82,85
0:08,399,David Nichols made Free Throw.,82,86
0:02,171,Mike Smith missed Three Point Jumper.,82,86
0:02,399,Joe Cremo Defensive Rebound.,82,86
0:00,399,End of Game,82,86
