Louisiana College,Error,UTEP,2638
11:15,-1,Taylan Grogan made Layup. Assisted by Timothy Stokes.,14,16
11:04,2638,Foul on Trey Touchet.,14,16
11:04,2638,Trey Touchet Turnover.,14,16
10:51,-1,Nick Burks made Three Point Jumper. Assisted by Taylan Grogan.,17,16
10:33,-1,Foul on Brandon Watkins.,17,16
10:22,2638,Matt Willms made Layup. Assisted by Trey Touchet.,17,18
10:22,-1,Foul on D'Aaron Davis.,17,18
10:22,2638,Matt Willms made Free Throw.,17,19
10:08,-1,Steve Evans made Layup.,19,19
9:46,2638,Deon Barrett missed Three Point Jumper.,19,19
9:46,-1,Steve Evans Defensive Rebound.,19,19
9:27,-1,Lejawon LeBlanc missed Three Point Jumper.,19,19
9:27,2638,Omega Harris Defensive Rebound.,19,19
9:15,2638,Matt Willms made Jumper. Assisted by Terry Winn.,19,21
8:44,-1,Taylan Grogan made Three Point Jumper.,22,21
8:26,2638,Matt Willms Turnover.,22,21
8:24,-1,Timothy Stokes Steal.,22,21
8:23,2638,Foul on Trey Touchet.,22,21
8:23,-1,Taylan Grogan missed Free Throw.,22,21
8:23,-1,Louisiana Deadball Team Rebound.,22,21
8:23,-1,Taylan Grogan missed Free Throw.,22,21
8:23,2638,Kelvin Jones Defensive Rebound.,22,21
8:17,-1,Foul on Lejawon LeBlanc.,22,21
8:17,2638,Kelvin Jones missed Free Throw.,22,21
8:17,2638,Dominic Artis Offensive Rebound.,22,21
8:09,2638,Omega Harris missed Layup.,22,21
8:09,-1,Lejawon LeBlanc Defensive Rebound.,22,21
8:01,-1,Taylan Grogan Turnover.,22,21
8:00,2638,Dominic Artis Steal.,22,21
7:55,-1,Foul on Timothy Stokes.,22,21
7:55,2638,Official TV Timeout,22,21
7:55,2638,Deon Barrett made Free Throw.,22,22
7:55,2638,Deon Barrett missed Free Throw.,22,22
7:55,-1,Steve Evans Defensive Rebound.,22,22
7:54,2638,Foul on Kelvin Jones.,22,22
7:54,-1,Steve Evans made Free Throw.,23,22
7:54,-1,Steve Evans made Free Throw.,24,22
7:46,2638,Jake Flaggert missed Three Point Jumper.,24,22
7:46,-1,Steve Evans Defensive Rebound.,24,22
7:19,-1,Lejawon LeBlanc Turnover.,24,22
7:18,2638,Dominic Artis Steal.,24,22
7:16,2638,Omega Harris made Layup. Assisted by Dominic Artis.,24,24
6:50,-1,Lejawon LeBlanc missed Layup.,24,24
6:50,2638,Jake Flaggert Defensive Rebound.,24,24
6:43,2638,Dominic Artis made Layup. Assisted by Jake Flaggert.,24,26
6:27,-1,Nick Burks Turnover.,24,26
6:16,2638,Dominic Artis missed Layup.,24,26
6:16,-1,Steve Evans Defensive Rebound.,24,26
6:09,-1,Steve Evans Turnover.,24,26
6:09,2638,Deon Barrett Steal.,24,26
6:06,2638,Dominic Artis made Layup. Assisted by Deon Barrett.,24,28
6:03,-1,Nick Burks Turnover.,24,28
5:51,2638,Terry Winn made Dunk. Assisted by Dominic Artis.,24,30
5:35,-1,Steve Evans missed Jumper.,24,30
5:35,-1,Torrian Lee Offensive Rebound.,24,30
5:30,-1,Torrian Lee missed Jumper.,24,30
5:30,-1,Steve Evans Offensive Rebound.,24,30
5:29,-1,Steve Evans made Layup.,26,30
5:29,2638,Foul on Terry Winn.,26,30
5:29,-1,Steve Evans missed Free Throw.,26,30
5:29,2638,Dominic Artis Defensive Rebound.,26,30
5:19,2638,Deon Barrett missed Jumper.,26,30
5:19,-1,Steve Evans Defensive Rebound.,26,30
5:01,-1,Torrian Lee Turnover.,26,30
4:49,2638,Dominic Artis missed Jumper.,26,30
4:49,2638,Jake Flaggert Offensive Rebound.,26,30
4:45,2638,Jake Flaggert Turnover.,26,30
4:26,-1,Nick Burks Turnover.,26,30
4:24,2638,Omega Harris Steal.,26,30
4:19,2638,Trey Touchet made Layup. Assisted by Dominic Artis.,26,32
4:05,-1,Torrian Lee missed Three Point Jumper.,26,32
4:05,2638,Matt Willms Defensive Rebound.,26,32
3:56,2638,Official TV Timeout,26,32
3:49,2638,Matt Willms made Dunk. Assisted by Trey Touchet.,26,34
3:32,-1,Steve Evans Turnover.,26,34
3:30,2638,Dominic Artis Steal.,26,34
3:28,2638,Omega Harris made Layup. Assisted by Dominic Artis.,26,36
3:08,-1,Taylan Grogan missed Three Point Jumper.,26,36
3:08,2638,Trey Touchet Defensive Rebound.,26,36
2:51,2638,Trey Touchet Turnover.,26,36
2:51,-1,Taylan Grogan Steal.,26,36
2:51,2638,Foul on Trey Touchet.,26,36
2:51,-1,Taylan Grogan missed Free Throw.,26,36
2:51,-1,Louisiana Deadball Team Rebound.,26,36
2:51,-1,Taylan Grogan missed Free Throw.,26,36
2:51,2638,Dominic Artis Defensive Rebound.,26,36
2:34,2638,Chris Barnes missed Three Point Jumper.,26,36
2:34,-1,Timothy Stokes Defensive Rebound.,26,36
2:23,-1,Timothy Stokes missed Layup.,26,36
2:23,2638,Dominic Artis Defensive Rebound.,26,36
2:17,2638,Omega Harris made Layup. Assisted by Dominic Artis.,26,38
1:48,2638,Foul on Chris Barnes.,26,38
1:48,-1,Timothy Stokes made Free Throw.,27,38
1:48,-1,Timothy Stokes missed Free Throw.,27,38
1:48,2638,Dominic Artis Defensive Rebound.,27,38
1:39,2638,Omega Harris made Jumper.,27,40
1:33,-1,John Parker Turnover.,27,40
1:19,2638,Omega Harris made Layup.,27,42
1:05,-1,Steve Evans Turnover.,27,42
1:05,-1,Foul on Steve Evans.,27,42
0:51,2638,Ivan Venegas missed Jumper.,27,42
0:51,2638,Dominic Artis Offensive Rebound.,27,42
0:48,2638,Foul on Dominic Artis.,27,42
0:48,-1,Steve Evans made Free Throw.,28,42
0:48,-1,Steve Evans made Free Throw.,29,42
0:48,2638,Dominic Artis missed Two Point Tip Shot.,27,42
0:48,-1,Steve Evans Defensive Rebound.,27,42
0:30,2638,Omega Harris made Three Point Jumper. Assisted by Deon Barrett.,29,45
0:02,-1,Timothy Stokes missed Jumper.,29,45
0:02,2638,Ivan Venegas Defensive Rebound.,29,45
0:00,2638,End of 1st half,29,45
19:53,2638,Jake Flaggert missed Layup.,29,45
19:53,2638,Jake Flaggert Offensive Rebound.,29,45
19:51,-1,Foul on John Parker.,29,45
19:51,2638,Jake Flaggert made Free Throw.,29,46
19:51,2638,Jake Flaggert made Free Throw.,29,47
19:21,-1,Steve Evans Turnover.,29,47
19:15,2638,Paul Thomas Steal.,29,47
19:12,2638,Dominic Artis Turnover.,29,47
19:11,-1,Timothy Stokes Steal.,29,47
19:09,-1,Taylan Grogan made Layup. Assisted by Timothy Stokes.,31,47
18:52,2638,Paul Thomas missed Jumper.,31,47
18:52,2638,Terry Winn Offensive Rebound.,31,47
18:49,2638,Terry Winn made Two Point Tip Shot.,31,49
18:24,-1,Taylan Grogan made Three Point Jumper. Assisted by Timothy Stokes.,34,49
18:07,2638,Dominic Artis made Layup. Assisted by Paul Thomas.,34,51
17:47,-1,John Parker missed Layup.,34,51
17:47,2638,Paul Thomas Defensive Rebound.,34,51
17:38,2638,Trey Touchet made Three Point Jumper. Assisted by Dominic Artis.,34,54
17:34,-1,Louisiana  Timeout,34,54
17:25,-1,John Parker Turnover.,34,54
17:15,2638,Omega Harris missed Layup.,34,54
17:15,-1,Steve Evans Block.,34,54
17:13,-1,Steve Evans Defensive Rebound.,34,54
17:04,2638,Foul on Dominic Artis.,34,54
17:04,-1,Timothy Stokes missed Free Throw.,34,54
17:04,-1,Louisiana Deadball Team Rebound.,34,54
17:04,-1,Timothy Stokes missed Free Throw.,34,54
17:04,2638,Terry Winn Defensive Rebound.,34,54
16:58,2638,Omega Harris made Three Point Jumper. Assisted by Dominic Artis.,34,57
16:42,-1,Taylan Grogan missed Jumper.,34,57
16:42,2638,Paul Thomas Defensive Rebound.,34,57
16:34,2638,Omega Harris missed Three Point Jumper.,34,57
16:34,2638,UTEP Offensive Rebound.,34,57
16:19,2638,Dominic Artis Turnover.,34,57
16:19,2638,Foul on Dominic Artis.,34,57
16:00,-1,Torrian Lee missed Jumper.,34,57
15:53,2638,Paul Thomas Defensive Rebound.,34,57
15:45,2638,Omega Harris missed Layup.,34,57
15:44,-1,Steve Evans Defensive Rebound.,34,57
15:29,-1,Nick Burks Turnover.,34,57
15:29,-1,Foul on Nick Burks.,34,57
15:29,2638,Official TV Timeout,34,57
15:21,2638,Dominic Artis Turnover.,34,57
15:03,-1,Torrian Lee missed Three Point Jumper.,34,57
15:03,2638,Paul Thomas Defensive Rebound.,34,57
14:57,2638,Terry Winn made Layup. Assisted by Dominic Artis.,34,59
14:57,-1,Foul on D'Aaron Davis.,34,59
14:57,2638,Terry Winn made Free Throw.,34,60
14:46,-1,Timothy Stokes Turnover.,34,60
14:29,2638,Omega Harris made Three Point Jumper. Assisted by Paul Thomas.,34,63
14:03,2638,Foul on Omega Harris.,34,63
13:57,-1,Nick Burks missed Jumper.,34,63
13:57,2638,Paul Thomas Defensive Rebound.,34,63
13:43,2638,Kelvin Jones made Jumper. Assisted by Paul Thomas.,34,65
13:29,-1,Steve Evans made Jumper.,36,65
13:15,-1,Foul on Steve Evans.,36,65
13:15,2638,Paul Thomas made Free Throw.,36,66
13:15,2638,Paul Thomas missed Free Throw.,36,66
13:15,-1,Lejawon LeBlanc Defensive Rebound.,36,66
12:59,-1,D'Aaron Davis made Layup.,38,66
12:49,2638,Paul Thomas Turnover.,38,66
12:43,-1,Taylan Grogan made Three Point Jumper. Assisted by Timothy Stokes.,41,66
12:21,2638,Trey Touchet Turnover.,41,66
12:20,-1,Lejawon LeBlanc Steal.,41,66
12:17,-1,Lejawon LeBlanc missed Layup.,41,66
12:17,2638,Paul Thomas Defensive Rebound.,41,66
11:59,2638,Trey Touchet made Layup.,41,68
11:27,-1,Timothy Stokes missed Jumper.,41,68
11:27,2638,Paul Thomas Defensive Rebound.,41,68
11:20,2638,Trey Touchet Turnover.,41,68
11:18,-1,D'Aaron Davis Steal.,41,68
11:15,-1,D'Aaron Davis made Dunk.,43,68
10:57,2638,Dominic Artis missed Jumper.,43,68
10:57,-1,Steve Evans Defensive Rebound.,43,68
10:57,2638,Foul on Dominic Artis.,43,68
10:57,2638,Official TV Timeout,43,68
10:40,-1,Steve Evans missed Jumper.,43,68
10:40,2638,Tim Cameron Defensive Rebound.,43,68
10:15,-1,Foul on D'Aaron Davis.,43,68
10:11,2638,Kelvin Jones made Jumper. Assisted by Deon Barrett.,43,70
9:57,-1,Lejawon LeBlanc Turnover.,43,70
9:57,-1,Foul on Lejawon LeBlanc.,43,70
9:48,2638,Tim Cameron Turnover.,43,70
9:47,-1,D'Aaron Davis Steal.,43,70
9:42,-1,D'Aaron Davis missed Layup.,43,70
9:42,-1,Louisiana Offensive Rebound.,43,70
9:41,-1,D'Aaron Davis Turnover.,43,70
9:41,-1,Foul on D'Aaron Davis.,43,70
9:39,-1,Foul on Torrian Lee.,43,70
9:39,2638,Deon Barrett made Free Throw.,43,71
9:39,2638,Deon Barrett made Free Throw.,43,72
9:27,-1,Taylan Grogan missed Three Point Jumper.,43,72
9:27,-1,Brandon Watkins Offensive Rebound.,43,72
9:23,-1,Brandon Watkins made Jumper.,45,72
9:06,2638,Tim Cameron made Three Point Jumper. Assisted by Deon Barrett.,45,75
8:57,2638,Foul on Tim Cameron.,45,75
8:54,-1,Brandon Watkins missed Jumper.,45,75
8:54,2638,Tim Cameron Defensive Rebound.,45,75
8:43,2638,Chris Barnes Turnover.,45,75
8:15,-1,Brandon Watkins missed Jumper.,45,75
8:15,2638,Chris Barnes Defensive Rebound.,45,75
8:06,2638,Tim Cameron missed Jumper.,45,75
8:06,-1,Louisiana Defensive Rebound.,45,75
7:53,-1,Torrian Lee missed Three Point Jumper.,45,75
7:53,2638,Deon Barrett Defensive Rebound.,45,75
7:32,2638,Kelvin Jones missed Jumper.,45,75
7:32,2638,Tim Cameron Offensive Rebound.,45,75
7:29,2638,Tim Cameron missed Jumper.,45,75
7:29,-1,Travis Schultz Defensive Rebound.,45,75
7:29,2638,Foul on Kelvin Jones.,45,75
7:29,2638,Official TV Timeout,45,75
7:13,-1,Taylan Grogan missed Layup.,45,75
7:13,2638,Kelvin Jones Defensive Rebound.,45,75
6:55,2638,Chris Barnes made Layup. Assisted by Deon Barrett.,45,77
6:55,-1,Foul on John Parker.,45,77
6:55,2638,Chris Barnes missed Free Throw.,45,77
6:55,2638,UTEP Offensive Rebound.,45,77
6:48,2638,Kelvin Jones missed Jumper.,45,77
6:48,-1,Taylan Grogan Defensive Rebound.,45,77
6:27,-1,Nick Burks missed Three Point Jumper.,45,77
6:27,-1,Taylan Grogan Offensive Rebound.,45,77
6:21,-1,Nick Burks missed Three Point Jumper.,45,77
6:21,2638,Chris Barnes Defensive Rebound.,45,77
6:00,2638,Kelvin Jones made Layup. Assisted by Deon Barrett.,45,79
5:49,-1,Lejawon LeBlanc missed Three Point Jumper.,45,79
5:49,2638,Jake Flaggert Defensive Rebound.,45,79
5:31,2638,Kelvin Jones missed Jumper.,45,79
5:31,2638,Kelvin Jones Offensive Rebound.,45,79
5:28,2638,Kelvin Jones missed Jumper.,45,79
5:28,-1,Travis Schultz Defensive Rebound.,45,79
5:05,-1,John Parker made Three Point Jumper. Assisted by Taylan Grogan.,48,79
4:48,2638,Deon Barrett Turnover.,48,79
4:47,-1,John Parker Steal.,48,79
4:44,2638,Foul on Jake Flaggert.,48,79
4:44,-1,John Parker missed Free Throw.,48,79
4:44,-1,Louisiana Deadball Team Rebound.,48,79
4:44,-1,John Parker made Free Throw.,49,79
4:28,2638,Paul Thomas Turnover.,49,79
4:23,-1,Taylan Grogan Steal.,49,79
4:21,-1,Taylan Grogan missed Layup.,49,79
4:21,2638,Paul Thomas Defensive Rebound.,49,79
4:17,-1,Foul on Brandon Watkins.,49,79
4:17,2638,Paul Thomas missed Free Throw.,49,79
4:17,2638,UTEP Deadball Team Rebound.,49,79
4:17,2638,Paul Thomas missed Free Throw.,49,79
4:17,-1,John Parker Defensive Rebound.,49,79
3:50,-1,John Parker missed Three Point Jumper.,49,79
3:50,2638,Paul Thomas Defensive Rebound.,49,79
3:38,2638,Official TV Timeout,49,79
3:27,2638,Terry Winn missed Layup.,49,79
3:27,-1,Brandon Watkins Defensive Rebound.,49,79
3:12,-1,Timothy Stokes Turnover.,49,79
3:09,2638,Dominic Artis Steal.,49,79
3:07,2638,Trey Touchet made Layup. Assisted by Dominic Artis.,49,81
2:53,-1,Timothy Stokes missed Layup.,49,81
2:53,2638,Paul Thomas Defensive Rebound.,49,81
2:47,2638,Terry Winn made Dunk. Assisted by Dominic Artis.,49,83
2:29,2638,Foul on Dominic Artis.,49,83
2:29,-1,Foul on Timothy Stokes.,49,83
2:29,2638,UTEP Deadball Team Rebound.,49,83
2:29,-1,Timothy Stokes made Free Throw.,50,83
2:17,2638,Terry Winn missed Dunk.,50,83
2:17,-1,Brandon Watkins Defensive Rebound.,50,83
2:11,-1,Nick Burks made Three Point Jumper. Assisted by Timothy Stokes.,53,83
1:54,2638,Ivan Venegas Turnover.,53,83
1:54,2638,Foul on Ivan Venegas.,53,83
1:43,-1,Taylan Grogan missed Layup.,53,83
1:43,2638,Trey Touchet Defensive Rebound.,53,83
1:23,2638,Deon Barrett made Three Point Jumper. Assisted by Omega Harris.,53,86
0:53,-1,Taylan Grogan missed Three Point Jumper.,53,86
0:53,2638,Omega Harris Defensive Rebound.,53,86
0:47,-1,Foul on Nick Burks.,53,86
0:47,2638,Omega Harris made Free Throw.,53,87
0:47,2638,Omega Harris made Free Throw.,53,88
0:31,-1,Brandon Watkins missed Layup.,53,88
0:31,2638,Jose Martinez Block.,53,88
0:30,-1,Louisiana Offensive Rebound.,53,88
0:27,2638,Foul on Jose Martinez.,53,88
0:26,-1,John Parker missed Free Throw.,53,88
0:25,-1,Louisiana Deadball Team Rebound.,53,88
0:24,-1,John Parker made Free Throw.,54,88
0:00,2638,End of Game,54,88
