Trinity (IL),Error,Valparaiso,2674
17:11,2652,Caleb Jonkman missed Layup.,45,39
17:11,2674,Lexus Williams Block.,45,39
17:10,2674,Max Joseph Defensive Rebound.,45,39
17:04,2674,Shane Hammink made Layup. Assisted by Max Joseph.,45,41
17:02,2652,Trinity (IL)  Timeout,45,41
16:49,2652,Juozas Balciunas made Three Point Jumper. Assisted by Myles Birgans.,48,41
16:31,2674,Alec Peters made Layup. Assisted by Shane Hammink.,48,43
16:26,2652,Juozas Balciunas Turnover.,48,43
16:25,2674,Shane Hammink Steal.,48,43
16:20,2674,Jubril Adekoya made Layup. Assisted by Lexus Williams.,48,45
16:03,2652,Foul on Myles Birgans.,48,45
16:03,2652,Myles Birgans Turnover.,48,45
15:53,2674,Alec Peters made Dunk. Assisted by Max Joseph.,48,47
15:35,2652,Foul on Myles Birgans.,48,47
15:35,2652,Myles Birgans Turnover.,48,47
15:35,2674,Official TV Timeout,48,47
15:25,2674,Alec Peters missed Three Point Jumper.,48,47
15:25,2674,Max Joseph Offensive Rebound.,48,47
15:12,2674,Max Joseph made Three Point Jumper. Assisted by Lexus Williams.,48,50
14:53,2652,Juozas Balciunas made Layup.,50,50
14:37,2674,Shane Hammink made Dunk.,50,52
14:08,2652,Myles Birgans missed Three Point Jumper.,50,52
14:08,2674,Alec Peters Defensive Rebound.,50,52
13:57,2674,Lexus Williams made Layup.,50,54
13:43,2652,Trinity (IL)  Timeout,50,54
13:32,2652,Trey Johnson missed Jumper.,50,54
13:32,2674,Jubril Adekoya Defensive Rebound.,50,54
13:23,2674,Lexus Williams made Layup.,50,56
13:06,2652,Juozas Balciunas missed Jumper.,50,56
13:06,2674,Shane Hammink Defensive Rebound.,50,56
12:58,2674,Alec Peters made Three Point Jumper. Assisted by Shane Hammink.,50,59
12:23,2652,Ben Brinks Turnover.,50,59
12:14,2674,Max Joseph missed Three Point Jumper.,50,59
12:14,2652,Ben Brinks Defensive Rebound.,50,59
11:56,2652,Jordan Perry missed Jumper.,50,59
11:56,2674,Jubril Adekoya Block.,50,59
11:55,2674,Max Joseph Defensive Rebound.,50,59
11:51,2674,Alec Peters made Dunk. Assisted by Shane Hammink.,50,61
11:37,2652,Trey Johnson missed Three Point Jumper.,50,61
11:37,2674,Micah Bradford Defensive Rebound.,50,61
11:29,2674,Shane Hammink made Layup. Assisted by Micah Bradford.,50,63
11:23,2652,Trinity (IL)  Timeout,50,63
11:23,2674,Official TV Timeout,50,63
11:13,2652,Jordan Perry made Jumper.,52,63
10:50,2674,Alec Peters missed Jumper.,52,63
10:50,2652,Aaron Johnson Defensive Rebound.,52,63
10:30,2652,Jordan Perry missed Three Point Jumper.,52,63
10:30,2674,Jubril Adekoya Defensive Rebound.,52,63
10:13,2652,Foul on Aaron Johnson.,52,63
10:13,2674,Micah Bradford made Free Throw.,52,64
10:13,2674,Micah Bradford missed Free Throw.,52,64
10:13,2652,Jordan Perry Defensive Rebound.,52,64
10:04,2652,Juozas Balciunas Turnover.,52,64
10:04,2674,Lexus Williams Steal.,52,64
10:03,2652,Foul on Juozas Balciunas.,52,64
9:55,2674,Micah Bradford missed Three Point Jumper.,52,64
9:55,2674,Jubril Adekoya Offensive Rebound.,52,64
9:50,2674,Jubril Adekoya missed Layup.,52,64
9:50,2652,Ben Brinks Block.,52,64
9:49,2674,Jubril Adekoya Offensive Rebound.,52,64
9:47,2674,Jubril Adekoya made Layup.,52,66
9:26,2652,Juozas Balciunas made Jumper. Assisted by Christian Cantu.,54,66
9:08,2652,Foul on Caleb Jonkman.,54,66
9:07,2674,Alec Peters made Three Point Jumper. Assisted by Lexus Williams.,54,69
8:49,2652,Caleb Jonkman missed Three Point Jumper.,54,69
8:49,2652,Jordan Perry Offensive Rebound.,54,69
8:32,2652,Juozas Balciunas missed Three Point Jumper.,54,69
8:32,2674,Shane Hammink Defensive Rebound.,54,69
8:24,2674,Shane Hammink Turnover.,54,69
8:22,2652,Caleb Jonkman Steal.,54,69
8:17,2652,Jordan Perry made Layup. Assisted by Juozas Balciunas.,56,69
8:00,2674,Lexus Williams Turnover.,56,69
7:58,2652,Christian Cantu Steal.,56,69
7:55,2652,Jordan Perry made Layup. Assisted by Caleb Jonkman.,58,69
7:55,2674,Foul on Lexus Williams.,58,69
7:55,2674,Official TV Timeout,58,69
7:55,2652,Jordan Perry made Free Throw.,59,69
7:46,2674,Shane Hammink missed Three Point Jumper.,59,69
7:46,2674,Alec Peters Offensive Rebound.,59,69
7:39,2674,Jaume Sorolla made Layup. Assisted by Alec Peters.,59,71
7:39,2652,Foul on Ben Brinks.,59,71
7:39,2674,Jaume Sorolla made Free Throw.,59,72
7:23,2652,Juozas Balciunas Turnover.,59,72
7:22,2674,Lexus Williams Steal.,59,72
7:19,2674,Shane Hammink made Dunk. Assisted by Lexus Williams.,59,74
7:01,2652,Juozas Balciunas made Three Point Jumper. Assisted by Christian Cantu.,62,74
6:41,2674,Jaume Sorolla Turnover.,62,74
6:40,2652,Christian Cantu Steal.,62,74
6:37,2652,Christian Cantu missed Layup.,62,74
6:37,2674,Shane Hammink Block.,62,74
6:36,2652,Jordan Perry Offensive Rebound.,62,74
6:36,2674,Foul on Max Joseph.,62,74
6:36,2652,Jordan Perry missed Free Throw.,62,74
6:36,2652,Trinity (IL) Deadball Team Rebound.,62,74
6:36,2652,Jordan Perry made Free Throw.,63,74
6:22,2674,Shane Hammink Turnover.,63,74
6:21,2652,Christian Cantu Steal.,63,74
6:08,2652,Jordan Perry missed Jumper.,63,74
6:08,2674,Max Joseph Defensive Rebound.,63,74
5:53,2674,Jaume Sorolla Turnover.,63,74
5:53,2652,Jordan Perry Turnover.,63,74
5:52,2674,Lexus Williams Steal.,63,74
5:47,2674,Jubril Adekoya Turnover.,63,74
5:35,2652,Christian Cantu made Three Point Jumper. Assisted by Caleb Jonkman.,66,74
5:13,2652,Foul on Jordan Perry.,66,74
5:13,2674,Jaume Sorolla missed Free Throw.,66,74
5:13,2674,Valparaiso Deadball Team Rebound.,66,74
5:13,2674,Jaume Sorolla missed Free Throw.,66,74
5:13,2674,Jaume Sorolla Offensive Rebound.,66,74
5:00,2674,Foul on Lexus Williams.,66,74
5:00,2674,Lexus Williams Turnover.,66,74
4:44,2652,Juozas Balciunas made Layup.,68,74
4:34,2674,Shane Hammink missed Three Point Jumper.,68,74
4:34,2674,Alec Peters Offensive Rebound.,68,74
4:10,2674,Alec Peters missed Layup.,68,74
4:10,2652,Jordan Perry Defensive Rebound.,68,74
4:07,2652,Jordan Perry missed Layup.,68,74
4:07,2674,Alec Peters Defensive Rebound.,68,74
4:04,2674,Shane Hammink made Layup.,68,76
3:45,2652,Juozas Balciunas Turnover.,68,76
3:45,2674,Lexus Williams Steal.,68,76
3:43,2674,Jubril Adekoya made Dunk. Assisted by Lexus Williams.,68,78
3:25,2652,Christian Cantu Turnover.,68,78
3:24,2674,Alec Peters Steal.,68,78
3:21,2674,Alec Peters made Dunk.,68,80
3:08,2674,Foul on Shane Hammink.,68,80
3:08,2674,Official TV Timeout,68,80
3:08,2652,Trey Johnson missed Free Throw.,68,80
3:08,2652,Trinity (IL) Deadball Team Rebound.,68,80
3:08,2652,Trey Johnson made Free Throw.,69,80
2:50,2674,Alec Peters made Layup. Assisted by Max Joseph.,69,82
2:28,2652,Christian Cantu Turnover.,69,82
2:28,2674,Lexus Williams Steal.,69,82
2:24,2674,Alec Peters made Layup. Assisted by Lexus Williams.,69,84
2:09,2674,Foul on Jubril Adekoya.,69,84
1:51,2652,Juozas Balciunas missed Three Point Jumper.,69,84
1:51,2674,Micah Bradford Defensive Rebound.,69,84
1:47,2674,Lexus Williams Turnover.,69,84
1:46,2652,Jordan Perry Steal.,69,84
1:44,2652,Trey Johnson missed Jumper.,69,84
1:44,2674,Alec Peters Defensive Rebound.,69,84
1:27,2652,Foul on Jordan Perry.,69,84
1:27,2674,Micah Bradford made Free Throw.,69,85
1:27,2674,Micah Bradford made Free Throw.,69,86
1:17,2652,Zack Austell missed Three Point Jumper.,69,86
1:17,2652,Aaron Haan Offensive Rebound.,69,86
1:12,2652,Aaron Haan missed Jumper.,69,86
1:12,2674,Jaume Sorolla Block.,69,86
1:11,2674,Micah Bradford Defensive Rebound.,69,86
1:06,2674,Jaume Sorolla missed Layup.,69,86
1:06,2652,Erron Hall Defensive Rebound.,69,86
0:58,2652,Christian Cantu missed Three Point Jumper.,69,86
0:58,2674,Nick Davidson Defensive Rebound.,69,86
0:48,2674,John Kiser missed Jumper.,69,86
0:48,2652,Aaron Haan Defensive Rebound.,69,86
0:45,2674,Foul on Jaume Sorolla.,69,86
0:45,2652,Aaron Haan made Free Throw.,70,86
0:45,2652,Aaron Haan made Free Throw.,71,86
0:34,2674,Micah Bradford missed Layup.,71,86
0:34,2652,Aaron Haan Block.,71,86
0:33,2652,Erron Hall Defensive Rebound.,71,86
0:28,2674,Foul on Nick Davidson.,71,86
0:28,2652,Erron Hall missed Free Throw.,71,86
0:28,2652,Trinity (IL) Deadball Team Rebound.,71,86
0:28,2652,Erron Hall made Free Throw.,72,86
0:17,2674,Nick Davidson made Three Point Jumper. Assisted by John Kiser.,72,89
0:02,2652,Aaron Johnson made Three Point Jumper.,75,89
0:00,2674,End of Game,75,89
