Bryant,87,Notre Dame,2803
18:58,87,V.J. Beachem Turnover.,31,45
18:57,2803,Hunter Ware Steal.,31,45
18:55,2803,Nisre Zouzoua made Layup. Assisted by Hunter Ware.,33,45
18:32,87,Steve Vasturia missed Jumper.,33,45
18:32,87,Martinas Geben Offensive Rebound.,33,45
18:28,87,V.J. Beachem missed Three Point Jumper.,33,45
18:28,2803,Ikenna Ndugba Defensive Rebound.,33,45
18:21,2803,Ikenna Ndugba missed Jumper.,33,45
18:21,87,V.J. Beachem Block.,33,45
18:20,2803,Bryant Offensive Rebound.,33,45
18:14,2803,Marcel Pettway Turnover.,33,45
18:14,2803,Foul on Marcel Pettway.,33,45
18:02,87,V.J. Beachem made Jumper.,33,47
17:44,87,Foul on Steve Vasturia.,33,47
17:32,2803,Marcel Pettway made Jumper.,35,47
17:10,87,Matt Farrell missed Three Point Jumper.,35,47
17:10,2803,Dan Garvin Defensive Rebound.,35,47
17:01,2803,Ikenna Ndugba missed Jumper.,35,47
17:01,87,Martinas Geben Defensive Rebound.,35,47
16:51,87,Bonzie Colson made Layup. Assisted by Steve Vasturia.,35,49
16:27,2803,Hunter Ware missed Three Point Jumper.,35,49
16:27,87,V.J. Beachem Block.,35,49
16:24,2803,Nisre Zouzoua Offensive Rebound.,35,49
16:19,2803,Nisre Zouzoua made Layup.,37,49
15:57,87,Steve Vasturia missed Layup.,37,49
15:57,2803,Marcel Pettway Defensive Rebound.,37,49
15:48,2803,Hunter Ware missed Layup.,37,49
15:48,87,Bonzie Colson Block.,37,49
15:46,2803,Hunter Ware Offensive Rebound.,37,49
15:41,2803,Nisre Zouzoua made Layup.,39,49
15:32,2803,Foul on Hunter Ware.,39,49
15:32,87,Official TV Timeout,39,49
15:32,87,V.J. Beachem made Free Throw.,39,50
15:32,87,V.J. Beachem made Free Throw.,39,51
15:02,2803,Nisre Zouzoua made Layup.,41,51
14:50,2803,Foul on Hunter Ware.,41,51
14:48,87,V.J. Beachem made Jumper. Assisted by Temple Gibbs.,41,53
14:31,2803,Sebastian Townes Turnover.,41,53
14:30,87,V.J. Beachem Steal.,41,53
14:28,87,V.J. Beachem made Layup.,41,55
14:09,2803,Nisre Zouzoua made Three Point Jumper. Assisted by Sebastian Townes.,44,55
13:53,2803,Foul on Nisre Zouzoua.,44,55
13:51,87,Steve Vasturia missed Three Point Jumper.,44,55
13:51,2803,Marcel Pettway Defensive Rebound.,44,55
13:40,2803,Ikenna Ndugba Turnover.,44,55
13:26,87,Martinas Geben missed Layup.,44,55
13:26,2803,Dan Garvin Block.,44,55
13:25,87,Rex Pflueger Offensive Rebound.,44,55
13:17,87,Steve Vasturia missed Three Point Jumper.,44,55
13:17,2803,Ikenna Ndugba Defensive Rebound.,44,55
13:03,2803,Adam Grant made Three Point Jumper. Assisted by Marcel Pettway.,47,55
12:38,2803,Foul on Adam Grant.,47,55
12:37,87,Bonzie Colson made Dunk. Assisted by Temple Gibbs.,47,57
12:21,87,Foul on Steve Vasturia.,47,57
12:21,2803,Nisre Zouzoua made Free Throw.,48,57
12:21,2803,Nisre Zouzoua made Free Throw.,49,57
12:00,2803,Foul on Nisre Zouzoua.,49,57
12:00,87,Temple Gibbs made Free Throw.,49,58
12:00,87,Temple Gibbs missed Free Throw.,49,58
12:00,2803,Dan Garvin Defensive Rebound.,49,58
11:54,2803,Ikenna Ndugba Turnover.,49,58
11:54,87,Temple Gibbs Steal.,49,58
11:54,87,Official TV Timeout,49,58
11:44,87,Bonzie Colson missed Jumper.,49,58
11:44,2803,Dan Garvin Defensive Rebound.,49,58
11:33,2803,Adam Grant Turnover.,49,58
11:32,87,Bonzie Colson Steal.,49,58
11:30,2803,Foul on Adam Grant.,49,58
11:30,87,Bonzie Colson made Free Throw.,49,59
11:30,87,Bonzie Colson made Free Throw.,49,60
11:11,2803,Ikenna Ndugba missed Three Point Jumper.,49,60
11:11,87,Steve Vasturia Defensive Rebound.,49,60
11:00,87,Rex Pflueger made Layup.,49,62
11:00,2803,Foul on Dan Garvin.,49,62
11:00,87,Rex Pflueger made Free Throw.,49,63
10:41,2803,Dan Garvin missed Jumper.,49,63
10:41,87,Rex Pflueger Defensive Rebound.,49,63
10:19,87,Steve Vasturia made Three Point Jumper. Assisted by Matt Farrell.,49,66
9:54,87,Foul on Matt Farrell.,49,66
9:41,2803,Sebastian Townes missed Jumper.,49,66
9:41,2803,Sebastian Townes Offensive Rebound.,49,66
9:37,87,Foul on Austin Torres.,49,66
9:37,2803,Sebastian Townes missed Free Throw.,49,66
9:37,2803,Bryant Deadball Team Rebound.,49,66
9:37,2803,Sebastian Townes made Free Throw.,50,66
9:22,87,Matt Farrell missed Three Point Jumper.,50,66
9:22,2803,Bryant Defensive Rebound.,50,66
9:06,87,Foul on Austin Torres.,50,66
9:06,2803,Sebastian Townes missed Free Throw.,50,66
9:06,2803,Bryant Deadball Team Rebound.,50,66
9:06,2803,Sebastian Townes made Free Throw.,51,66
8:55,87,Austin Torres made Dunk. Assisted by Rex Pflueger.,51,68
8:36,2803,Sebastian Townes made Layup. Assisted by Ikenna Ndugba.,53,68
8:24,87,Steve Vasturia made Jumper. Assisted by Rex Pflueger.,53,70
8:01,2803,Hunter Ware missed Three Point Jumper.,53,70
8:01,87,Notre Dame Defensive Rebound.,53,70
7:59,87,Official TV Timeout,53,70
7:37,87,V.J. Beachem missed Jumper.,53,70
7:37,2803,Sebastian Townes Defensive Rebound.,53,70
7:23,2803,Dan Garvin missed Jumper.,53,70
7:23,2803,Dan Garvin Offensive Rebound.,53,70
7:18,2803,Nisre Zouzoua missed Three Point Jumper.,53,70
7:18,87,Matt Ryan Defensive Rebound.,53,70
7:04,2803,Foul on Sebastian Townes.,53,70
7:04,87,V.J. Beachem made Free Throw.,53,71
7:04,87,V.J. Beachem made Free Throw.,53,72
6:51,2803,Ikenna Ndugba Turnover.,53,72
6:50,87,Rex Pflueger Steal.,53,72
6:45,87,Rex Pflueger made Layup.,53,74
6:45,2803,Foul on Dan Garvin.,53,74
6:45,87,Rex Pflueger made Free Throw.,53,75
6:35,87,Foul on Bonzie Colson.,53,75
6:33,2803,Adam Grant missed Three Point Jumper.,53,75
6:33,2803,Dan Garvin Offensive Rebound.,53,75
6:24,2803,Sebastian Townes made Layup. Assisted by Adam Grant.,55,75
6:24,87,Foul on Bonzie Colson.,55,75
6:24,2803,Sebastian Townes made Free Throw.,56,75
6:09,87,Bonzie Colson missed Three Point Jumper.,56,75
6:09,2803,Marcel Pettway Defensive Rebound.,56,75
5:57,2803,Adam Grant Turnover.,56,75
5:56,87,Rex Pflueger Steal.,56,75
5:51,87,V.J. Beachem missed Jumper.,56,75
5:51,2803,Adam Grant Defensive Rebound.,56,75
5:35,2803,Sebastian Townes missed Layup.,56,75
5:35,87,Bonzie Colson Defensive Rebound.,56,75
5:28,87,Temple Gibbs made Layup.,56,77
5:15,87,Foul on Temple Gibbs.,56,77
5:15,2803,Adam Grant made Free Throw.,57,77
5:15,2803,Adam Grant made Free Throw.,58,77
4:59,2803,Foul on Dan Garvin.,58,77
4:59,87,Elijah Burns missed Free Throw.,58,77
4:59,87,Notre Dame Deadball Team Rebound.,58,77
4:59,87,Elijah Burns made Free Throw.,58,78
4:49,87,Foul on Elijah Burns.,58,78
4:49,2803,Sebastian Townes made Free Throw.,59,78
4:49,2803,Sebastian Townes missed Free Throw.,59,78
4:49,87,Elijah Burns Defensive Rebound.,59,78
4:28,87,Matt Farrell made Layup.,59,80
4:11,87,Foul on Steve Vasturia.,59,80
4:11,2803,Nisre Zouzoua made Free Throw.,60,80
4:11,2803,Nisre Zouzoua missed Free Throw.,60,80
4:11,87,John Mooney Defensive Rebound.,60,80
3:58,87,Steve Vasturia made Layup. Assisted by John Mooney.,60,82
3:58,2803,Foul on Adam Grant.,60,82
3:58,87,Official TV Timeout,60,82
3:57,87,Steve Vasturia made Free Throw.,60,83
3:36,2803,Nisre Zouzoua missed Jumper.,60,83
3:36,2803,Bryant Offensive Rebound.,60,83
3:30,87,Foul on Elijah Burns.,60,83
3:30,2803,Sebastian Townes made Free Throw.,61,83
3:30,2803,Sebastian Townes made Free Throw.,62,83
3:08,2803,Foul on Taylor McHugh.,62,83
3:08,87,Temple Gibbs made Free Throw.,62,84
3:08,87,Temple Gibbs made Free Throw.,62,85
2:56,2803,Nisre Zouzoua made Layup. Assisted by Gus Riley.,64,85
2:39,87,Temple Gibbs missed Layup.,64,85
2:39,87,Elijah Burns Offensive Rebound.,64,85
2:35,87,Matt Farrell missed Jumper.,64,85
2:35,2803,Tanner Johnson Defensive Rebound.,64,85
2:23,2803,Taylor McHugh Turnover.,64,85
2:22,87,Matt Ryan Steal.,64,85
2:10,2803,Foul on Bosko Kostur.,64,85
2:10,87,Elijah Burns made Free Throw.,64,86
2:10,87,Elijah Burns made Free Throw.,64,87
1:56,2803,Tanner Johnson missed Three Point Jumper.,64,87
1:56,87,Matt Farrell Defensive Rebound.,64,87
1:37,2803,Foul on Bosko Kostur.,64,87
1:37,87,Elijah Burns made Free Throw.,64,88
1:37,87,Elijah Burns made Free Throw.,64,89
1:18,2803,Taylor McHugh Turnover.,64,89
1:04,87,Matt Ryan missed Three Point Jumper.,64,89
1:04,2803,Bosko Kostur Defensive Rebound.,64,89
0:53,2803,Gus Riley missed Three Point Jumper.,64,89
0:53,87,John Mooney Defensive Rebound.,64,89
0:31,87,Temple Gibbs missed Jumper.,64,89
0:31,2803,Bosko Kostur Defensive Rebound.,64,89
0:18,2803,Tanner Johnson missed Three Point Jumper.,64,89
0:18,87,Matt Ryan Defensive Rebound.,64,89
0:00,87,End of Game,64,89
