Grand Canyon,150,Duke,2253
12:43,2253,Shaq Carr Turnover.,17,12
12:43,150,Matt Jones Steal.,17,12
12:39,150,Matt Jones made Layup.,17,14
12:19,2253,Keonta Vernon missed Jumper.,17,14
12:19,150,Amile Jefferson Defensive Rebound.,17,14
12:03,2253,Foul on Shaq Carr.,17,14
12:03,150,Luke Kennard missed Free Throw.,17,14
12:03,150,Duke Deadball Team Rebound.,17,14
12:03,150,Luke Kennard missed Free Throw.,17,14
12:03,2253,Fiifi Aidoo Defensive Rebound.,17,14
11:39,2253,Oscar Frayer missed Jumper.,17,14
11:39,2253,Joshua Braun Offensive Rebound.,17,14
11:34,150,Foul on Chase Jeter.,17,14
11:34,150,Official TV Timeout,17,14
11:32,2253,Joshua Braun missed Three Point Jumper.,17,14
11:32,150,Grayson Allen Defensive Rebound.,17,14
11:26,150,Matt Jones missed Three Point Jumper.,17,14
11:26,2253,Oscar Frayer Block.,17,14
11:26,2253,Keonta Vernon Defensive Rebound.,17,14
11:19,2253,Oscar Frayer missed Three Point Jumper.,17,14
11:19,150,Grayson Allen Defensive Rebound.,17,14
11:07,2253,Foul on Joshua Braun.,17,14
11:07,150,Frank Jackson made Free Throw.,17,15
11:07,150,Frank Jackson made Free Throw.,17,16
10:56,2253,Keonta Vernon missed Jumper.,17,16
10:56,150,Grayson Allen Defensive Rebound.,17,16
10:48,150,Luke Kennard missed Three Point Jumper.,17,16
10:48,150,Duke Deadball Team Rebound.,17,16
10:45,2253,Foul on Keonta Vernon.,17,16
10:45,150,Grayson Allen missed Free Throw.,17,16
10:45,150,Duke Deadball Team Rebound.,17,16
10:45,150,Grayson Allen made Free Throw.,17,17
10:35,2253,Keonta Vernon missed Jumper.,17,17
10:35,150,Frank Jackson Defensive Rebound.,17,17
10:25,150,Frank Jackson made Three Point Jumper. Assisted by Luke Kennard.,17,20
10:03,2253,Fiifi Aidoo Turnover.,17,20
10:03,150,Chase Jeter Steal.,17,20
9:57,150,Matt Jones missed Three Point Jumper.,17,20
9:57,2253,Keonta Vernon Defensive Rebound.,17,20
9:49,2253,Keonta Vernon made Layup.,19,20
9:42,150,Grayson Allen missed Three Point Jumper.,19,20
9:42,150,Duke Offensive Rebound.,19,20
9:35,2253,Foul on Kerwin Smith.,19,20
9:35,150,Chase Jeter missed Free Throw.,19,20
9:35,150,Duke Deadball Team Rebound.,19,20
9:35,150,Chase Jeter made Free Throw.,19,21
9:23,2253,Keonta Vernon Turnover.,19,21
9:23,150,Amile Jefferson Steal.,19,21
9:19,150,Grayson Allen made Three Point Jumper. Assisted by Frank Jackson.,19,24
9:14,2253,Grand Canyon  Timeout,19,24
8:58,2253,Joshua Braun missed Jumper.,19,24
8:58,150,Amile Jefferson Defensive Rebound.,19,24
8:43,150,Frank Jackson Turnover.,19,24
8:32,2253,Joshua Braun made Three Point Jumper. Assisted by Shaq Carr.,22,24
8:08,150,Foul on Amile Jefferson.,22,24
8:08,150,Amile Jefferson Turnover.,22,24
7:57,2253,Shaq Carr Turnover.,22,24
7:57,150,Official TV Timeout,22,24
7:46,150,Matt Jones made Jumper.,22,26
7:34,150,Foul on Chase Jeter.,22,26
7:34,2253,Gerard Martin missed Three Point Jumper.,22,26
7:34,2253,Darion Clark Offensive Rebound.,22,26
7:25,2253,Darion Clark missed Jumper.,22,26
7:25,150,Matt Jones Defensive Rebound.,22,26
7:19,150,Luke Kennard made Jumper.,22,28
7:02,2253,Darion Clark missed Jumper.,22,28
7:02,150,Chase Jeter Block.,22,28
7:02,150,Matt Jones Defensive Rebound.,22,28
6:49,150,Luke Kennard Turnover.,22,28
6:49,2253,Darion Clark Steal.,22,28
6:40,2253,Oscar Frayer missed Jumper.,22,28
6:40,150,Grayson Allen Defensive Rebound.,22,28
6:31,150,Matt Jones missed Three Point Jumper.,22,28
6:31,2253,Joshua Braun Defensive Rebound.,22,28
6:19,2253,Shaq Carr Turnover.,22,28
6:19,150,Matt Jones Steal.,22,28
6:14,150,Matt Jones missed Layup.,22,28
6:14,2253,Gerard Martin Defensive Rebound.,22,28
6:13,2253,Gerard Martin Turnover.,22,28
6:05,150,Frank Jackson missed Three Point Jumper.,22,28
6:05,2253,Gerard Martin Defensive Rebound.,22,28
5:38,2253,Shaq Carr missed Jumper.,22,28
5:38,150,Amile Jefferson Block.,22,28
5:38,2253,Shaq Carr Offensive Rebound.,22,28
5:30,2253,Shaq Carr made Jumper.,24,28
5:16,150,Matt Jones missed Three Point Jumper.,24,28
5:16,150,Matt Jones Offensive Rebound.,24,28
5:05,150,Luke Kennard made Layup.,24,30
4:53,2253,Shaq Carr Turnover.,24,30
4:44,150,Grayson Allen missed Three Point Jumper.,24,30
4:44,2253,Grand Canyon Defensive Rebound.,24,30
4:30,2253,Kerwin Smith made Jumper. Assisted by Gerard Martin.,26,30
4:11,2253,Foul on Oscar Frayer.,26,30
4:11,150,Luke Kennard made Free Throw.,26,31
4:11,150,Luke Kennard made Free Throw.,26,32
3:56,2253,Oscar Frayer missed Layup.,26,32
3:56,150,Luke Kennard Defensive Rebound.,26,32
3:49,150,Frank Jackson made Dunk. Assisted by Luke Kennard.,26,34
3:38,2253,Shaq Carr missed Layup.,26,34
3:38,150,Amile Jefferson Block.,26,34
3:38,150,Frank Jackson Defensive Rebound.,26,34
3:36,2253,Foul on Kerwin Smith.,26,34
3:36,150,Official TV Timeout,26,34
3:36,150,Frank Jackson missed Free Throw.,26,34
3:36,150,Duke Deadball Team Rebound.,26,34
3:36,150,Frank Jackson made Free Throw.,26,35
3:13,2253,Gerard Martin made Layup.,28,35
2:57,150,Amile Jefferson made Layup. Assisted by Grayson Allen.,28,37
2:42,2253,Shaq Carr missed Layup.,28,37
2:42,2253,Keonta Vernon Offensive Rebound.,28,37
2:37,2253,Keonta Vernon missed Layup.,28,37
2:37,2253,Shaq Carr Offensive Rebound.,28,37
2:35,150,Jump Ball won by Duke,28,37
2:35,2253,Shaq Carr Turnover.,28,37
2:35,150,Luke Kennard Steal.,28,37
2:25,150,Grayson Allen made Jumper.,28,39
2:05,2253,Oscar Frayer Turnover.,28,39
2:05,150,Grayson Allen Steal.,28,39
1:50,2253,Foul on Keonta Vernon.,28,39
1:50,150,Amile Jefferson missed Free Throw.,28,39
1:50,150,Duke Deadball Team Rebound.,28,39
1:50,150,Amile Jefferson made Free Throw.,28,40
1:44,150,Foul on Frank Jackson.,28,40
1:44,2253,Shaq Carr missed Free Throw.,28,40
1:44,2253,Grand Canyon Offensive Rebound.,28,40
1:33,150,Foul on Frank Jackson.,28,40
1:33,2253,Darion Clark missed Free Throw.,28,40
1:33,150,Amile Jefferson Defensive Rebound.,28,40
1:22,150,Grayson Allen made Three Point Jumper. Assisted by Luke Kennard.,28,43
1:10,2253,Shaq Carr missed Three Point Jumper.,28,43
1:10,150,Grayson Allen Defensive Rebound.,28,43
1:03,150,Frank Jackson made Three Point Jumper. Assisted by Grayson Allen.,28,46
0:44,150,Foul on Grayson Allen.,28,46
0:44,2253,Darion Clark missed Free Throw.,28,46
0:44,2253,Grand Canyon Deadball Team Rebound.,28,46
0:44,2253,Darion Clark made Free Throw.,29,46
0:44,150,Duke  Timeout,29,46
0:23,150,Grayson Allen missed Three Point Jumper.,29,46
0:23,2253,Darion Clark Defensive Rebound.,29,46
0:03,2253,Shaq Carr missed Layup.,29,46
0:03,150,Amile Jefferson Block.,29,46
0:03,150,Grayson Allen Defensive Rebound.,29,46
0:00,150,End of 1st half,29,46
20:00,2253,Jump Ball won by Grand Canyon,29,46
19:48,2253,Oscar Frayer Turnover.,29,46
19:48,150,Grayson Allen Steal.,29,46
19:45,150,Grayson Allen made Dunk.,29,48
19:25,2253,Darion Clark missed Layup.,29,48
19:25,2253,Darion Clark Offensive Rebound.,29,48
19:25,2253,Darion Clark made Two Point Tip Shot.,31,48
18:56,150,Chase Jeter missed Layup.,31,48
18:56,150,Matt Jones Offensive Rebound.,31,48
18:56,150,Matt Jones made Two Point Tip Shot.,31,50
18:39,2253,Darion Clark missed Layup.,31,50
18:39,150,Amile Jefferson Block.,31,50
18:39,150,Amile Jefferson Defensive Rebound.,31,50
18:31,150,Amile Jefferson made Layup.,31,52
18:31,2253,Foul on Darion Clark.,31,52
18:31,150,Amile Jefferson made Free Throw.,31,53
18:22,2253,Shaq Carr Turnover.,31,53
18:22,150,Luke Kennard Steal.,31,53
18:18,150,Amile Jefferson made Layup. Assisted by Luke Kennard.,31,55
18:02,2253,Kerwin Smith missed Dunk.,31,55
18:02,150,Chase Jeter Block.,31,55
18:02,150,Matt Jones Defensive Rebound.,31,55
17:55,150,Luke Kennard made Layup. Assisted by Matt Jones.,31,57
17:55,2253,Grand Canyon  Timeout,31,57
17:38,150,Foul on Luke Kennard.,31,57
17:33,2253,Shaq Carr missed Layup.,31,57
17:33,150,Luke Kennard Defensive Rebound.,31,57
17:27,150,Matt Jones missed Three Point Jumper.,31,57
17:27,150,Amile Jefferson Offensive Rebound.,31,57
17:18,150,Matt Jones made Three Point Jumper. Assisted by Luke Kennard.,31,60
16:52,2253,Shaq Carr made Layup.,33,60
16:38,2253,Foul on Shaq Carr.,33,60
16:36,150,Grayson Allen missed Three Point Jumper.,33,60
16:36,2253,Joshua Braun Defensive Rebound.,33,60
16:26,2253,Shaq Carr made Jumper.,35,60
16:08,2253,Foul on Oscar Frayer.,35,60
16:03,150,Grayson Allen made Three Point Jumper. Assisted by Matt Jones.,35,63
15:46,2253,Gerard Martin Turnover.,35,63
15:46,150,Chase Jeter Steal.,35,63
15:38,150,Matt Jones Turnover.,35,63
15:38,2253,Oscar Frayer Steal.,35,63
15:34,2253,Gerard Martin made Three Point Jumper. Assisted by Shaq Carr.,38,63
15:26,150,Grayson Allen made Dunk.,38,65
15:10,2253,Shaq Carr Turnover.,38,65
15:10,150,Amile Jefferson Steal.,38,65
15:10,150,Official TV Timeout,38,65
14:58,150,Matt Jones missed Three Point Jumper.,38,65
14:58,2253,Gerard Martin Defensive Rebound.,38,65
14:50,2253,Keonta Vernon made Layup. Assisted by Shaq Carr.,40,65
14:33,150,Amile Jefferson missed Layup.,40,65
14:33,2253,Gerard Martin Defensive Rebound.,40,65
14:09,2253,Shaq Carr missed Jumper.,40,65
14:09,150,Grayson Allen Defensive Rebound.,40,65
13:57,150,Amile Jefferson made Layup. Assisted by Frank Jackson.,40,67
13:40,150,Foul on Frank Jackson.,40,67
13:37,2253,Joshua Braun missed Jumper.,40,67
13:37,150,Luke Kennard Defensive Rebound.,40,67
13:32,150,Luke Kennard Turnover.,40,67
13:32,2253,Gerard Martin Steal.,40,67
13:25,2253,Keonta Vernon made Layup. Assisted by Shaq Carr.,42,67
13:07,150,Grayson Allen Turnover.,42,67
13:07,2253,Gerard Martin Steal.,42,67
12:51,2253,Gerard Martin Turnover.,42,67
12:51,150,Amile Jefferson Steal.,42,67
12:46,2253,Foul on Gerard Martin.,42,67
12:46,150,Amile Jefferson missed Free Throw.,42,67
12:46,150,Duke Deadball Team Rebound.,42,67
12:46,150,Amile Jefferson made Free Throw.,42,68
12:36,150,Foul on Grayson Allen.,42,68
12:30,2253,Shaq Carr made Jumper.,44,68
12:18,150,Foul on Frank Jackson.,44,68
12:18,150,Frank Jackson Turnover.,44,68
12:04,150,Foul on Chase Jeter.,44,68
12:04,2253,Keonta Vernon made Free Throw.,45,68
12:04,2253,Keonta Vernon missed Free Throw.,45,68
12:04,150,Amile Jefferson Defensive Rebound.,45,68
11:49,150,Luke Kennard Turnover.,45,68
11:49,2253,Keonta Vernon Steal.,45,68
11:43,2253,Keonta Vernon made Dunk. Assisted by Shaq Carr.,47,68
11:27,150,Grayson Allen missed Three Point Jumper.,47,68
11:27,2253,Grand Canyon Defensive Rebound.,47,68
11:24,150,Official TV Timeout,47,68
11:06,150,Foul on Javin DeLaurier.,47,68
10:58,150,Foul on Javin DeLaurier.,47,68
10:58,2253,Shaq Carr made Free Throw.,48,68
10:58,2253,Shaq Carr made Free Throw.,49,68
10:44,150,Grayson Allen made Three Point Jumper. Assisted by Luke Kennard.,49,71
10:21,2253,Foul on Gerard Martin.,49,71
10:21,2253,Gerard Martin Turnover.,49,71
10:09,150,Foul on Chase Jeter.,49,71
10:09,150,Chase Jeter Turnover.,49,71
9:50,2253,Gerard Martin Turnover.,49,71
9:50,150,Grayson Allen Steal.,49,71
9:43,2253,Foul on Joshua Braun.,49,71
9:43,150,Matt Jones made Free Throw.,49,72
9:43,150,Matt Jones made Free Throw.,49,73
9:20,2253,Keonta Vernon missed Layup.,49,73
9:20,150,Luke Kennard Defensive Rebound.,49,73
9:04,150,Grayson Allen Turnover.,49,73
9:04,2253,Keonta Vernon Steal.,49,73
8:57,150,Foul on Luke Kennard.,49,73
8:57,2253,Gerard Martin missed Free Throw.,49,73
8:57,2253,Grand Canyon Deadball Team Rebound.,49,73
8:57,2253,Gerard Martin made Free Throw.,50,73
8:40,2253,Foul on Keonta Vernon.,50,73
8:40,150,Chase Jeter made Free Throw.,50,74
8:40,150,Chase Jeter made Free Throw.,50,75
8:13,2253,Joshua Braun made Layup. Assisted by Keonta Vernon.,52,75
7:41,150,Chase Jeter missed Jumper.,52,75
7:41,150,Amile Jefferson Offensive Rebound.,52,75
7:41,2253,Foul on Joshua Braun.,52,75
7:41,150,Official TV Timeout,52,75
7:41,150,Amile Jefferson missed Free Throw.,52,75
7:41,2253,Joshua Braun Defensive Rebound.,52,75
7:22,2253,Keonta Vernon missed Layup.,52,75
7:22,150,Grayson Allen Defensive Rebound.,52,75
7:19,2253,Foul on Oscar Frayer.,52,75
7:19,150,Grayson Allen made Free Throw.,52,76
7:19,150,Grayson Allen missed Free Throw.,52,76
7:19,2253,Oscar Frayer Defensive Rebound.,52,76
7:03,2253,Foul on Joshua Braun.,52,76
7:03,2253,Joshua Braun Turnover.,52,76
6:51,150,Luke Kennard made Three Point Jumper. Assisted by Amile Jefferson.,52,79
6:23,2253,Oscar Frayer made Layup.,54,79
6:15,150,Frank Jackson made Layup.,54,81
5:55,2253,Shaq Carr made Layup.,56,81
5:27,150,Duke  Timeout,56,81
5:23,150,Frank Jackson made Three Point Jumper. Assisted by Grayson Allen.,56,84
5:03,2253,Oscar Frayer missed Three Point Jumper.,56,84
5:03,150,Matt Jones Defensive Rebound.,56,84
4:45,150,Frank Jackson made Jumper.,56,86
4:09,2253,Gerard Martin missed Jumper.,56,86
4:09,150,Grayson Allen Defensive Rebound.,56,86
3:55,150,Grayson Allen missed Three Point Jumper.,56,86
3:55,2253,Gerard Martin Defensive Rebound.,56,86
3:47,2253,Oscar Frayer missed Three Point Jumper.,56,86
3:47,150,Grayson Allen Defensive Rebound.,56,86
3:29,150,Frank Jackson missed Three Point Jumper.,56,86
3:29,2253,Oscar Frayer Defensive Rebound.,56,86
3:11,150,Foul on Antonio Vrankovic.,56,86
3:11,150,Official TV Timeout,56,86
3:11,2253,Gerard Martin missed Free Throw.,56,86
3:11,2253,Grand Canyon Deadball Team Rebound.,56,86
3:11,2253,Gerard Martin made Free Throw.,57,86
3:01,150,Matt Jones missed Jumper.,57,86
3:01,150,Antonio Vrankovic Offensive Rebound.,57,86
2:59,2253,Foul on Keonta Vernon.,57,86
2:59,150,Antonio Vrankovic made Free Throw.,57,87
2:59,150,Antonio Vrankovic made Free Throw.,57,88
2:49,2253,Kerwin Smith made Dunk. Assisted by Shaq Carr.,59,88
2:30,150,Frank Jackson made Three Point Jumper. Assisted by Antonio Vrankovic.,59,91
2:12,2253,Oscar Frayer made Dunk. Assisted by Fiifi Aidoo.,61,91
1:52,2253,Foul on Oscar Frayer.,61,91
1:52,150,Jack White made Free Throw.,61,92
1:52,150,Jack White missed Free Throw.,61,92
1:52,2253,Oscar Frayer Defensive Rebound.,61,92
1:38,2253,Gerard Martin missed Three Point Jumper.,61,92
1:38,150,Jack White Defensive Rebound.,61,92
1:21,150,Matt Jones missed Jumper.,61,92
1:21,150,Javin DeLaurier Offensive Rebound.,61,92
1:16,150,Jack White made Dunk. Assisted by Javin DeLaurier.,61,94
1:02,2253,Shaq Carr Turnover.,61,94
1:02,150,Matt Jones Steal.,61,94
0:56,150,Javin DeLaurier made Dunk. Assisted by Matt Jones.,61,96
0:37,2253,Oscar Frayer missed Three Point Jumper.,61,96
0:37,150,Antonio Vrankovic Defensive Rebound.,61,96
0:09,150,Antonio Vrankovic missed Jumper.,61,96
0:09,150,Frank Jackson Offensive Rebound.,61,96
0:04,150,Frank Jackson Turnover.,61,96
0:00,150,End of Game,61,96
