Drake,2437,Omaha,2181
0:39,2181,Drake  Timeout,70,72
0:13,2437,made Layup. Assisted by KJ Robinson.,70,74
0:12,2437,Omaha  Timeout,70,74
0:03,2181,Reed Timmer made Three Point Jumper.,73,74
0:02,2181,Drake  Timeout,73,74
0:02,2181,Foul on Reed Timmer.,73,74
0:02,2437,Zach Jackson made Free Throw.,73,75
0:02,2437,Zach Jackson missed Free Throw.,73,75
0:02,2181,Ore Arogundade Defensive Rebound.,73,75
0:00,2181,Ore Arogundade missed Three Point Jumper.,73,75
0:00,2181,Drake Deadball Team Rebound.,73,75
0:00,2437,End of Game,73,75
