Webber Int.,Error,Florida Gulf Coast,526
3:44,-1,Johnathan Childs made Free Throw.,18,57
3:44,-1,Johnathan Childs made Free Throw.,19,57
3:19,526,Brandon Goodwin missed Three Point Jumper.,19,57
3:19,526,Christian Carlyle Offensive Rebound.,19,57
3:13,526,Christian Carlyle missed Layup.,19,57
3:13,526,Christian Terrell Offensive Rebound.,19,57
3:09,526,Christian Terrell missed Layup.,19,57
3:09,-1,Johnathan Childs Defensive Rebound.,19,57
3:01,-1,Tommie Luke Turnover.,19,57
2:59,526,Christian Terrell Steal.,19,57
2:54,526,Christian Carlyle missed Three Point Jumper.,19,57
2:54,526,Christian Terrell Offensive Rebound.,19,57
2:46,526,Ricky Doyle Turnover.,19,57
2:19,-1,Johnathan Childs made Layup.,21,57
2:03,526,Ricky Doyle made Layup. Assisted by Brandon Goodwin.,21,59
1:39,-1,Johnathan Childs Turnover.,21,59
1:38,526,Zach Johnson Steal.,21,59
1:32,-1,Foul on Rasheem Etienne.,21,59
1:28,526,Zach Johnson missed Layup.,21,59
1:28,526,Christian Terrell Offensive Rebound.,21,59
1:26,526,Christian Terrell made Layup.,21,61
1:11,526,Foul on RaySean Scott Jr..,21,61
1:04,-1,Tommie Luke missed Jumper.,21,61
1:04,526,Christian Terrell Defensive Rebound.,21,61
0:46,-1,Foul on Johnathan Childs.,21,61
0:46,526,Brandon Goodwin made Free Throw.,21,62
0:46,526,Brandon Goodwin made Free Throw.,21,63
0:27,-1,Rasheem Etienne missed Three Point Jumper.,21,63
0:27,526,Zach Johnson Defensive Rebound.,21,63
0:01,526,Brandon Goodwin Turnover.,21,63
0:00,-1,Rasheem Etienne Steal.,21,63
0:00,526,End of 1st half,21,63
19:49,-1,Rasheem Etienne made Three Point Jumper. Assisted by Osandai Vaughn.,24,63
19:29,526,RaySean Scott Jr. Turnover.,24,63
19:27,-1,Rasheem Etienne Steal.,24,63
19:24,526,Foul on Zach Johnson.,24,63
19:24,-1,Rasheem Etienne missed Free Throw.,24,63
19:24,-1,Webber Deadball Team Rebound.,24,63
19:24,-1,Rasheem Etienne made Free Throw.,25,63
19:12,526,Brandon Goodwin missed Layup.,25,63
19:12,-1,Osandai Vaughn Defensive Rebound.,25,63
19:01,-1,Johnathan Childs made Layup. Assisted by Osandai Vaughn.,27,63
19:01,526,Florida Gulf Coast  Timeout,27,63
18:56,526,Ricky Doyle made Dunk. Assisted by Zach Johnson.,27,65
18:36,-1,Osandai Vaughn made Jumper.,29,65
18:18,526,Zach Johnson missed Three Point Jumper.,29,65
18:18,526,Ricky Doyle Offensive Rebound.,29,65
18:13,526,Ricky Doyle made Layup.,29,67
17:45,-1,Johnathan Childs made Jumper.,31,67
17:32,526,Brandon Goodwin missed Jumper.,31,67
17:32,526,RaySean Scott Jr. Offensive Rebound.,31,67
17:23,526,Zach Johnson missed Three Point Jumper.,31,67
17:23,-1,Osandai Vaughn Defensive Rebound.,31,67
17:12,-1,Osandai Vaughn missed Jumper.,31,67
17:12,526,Ricky Doyle Defensive Rebound.,31,67
17:05,526,Christian Terrell made Layup.,31,69
16:54,-1,Johnathan Childs made Layup.,33,69
16:41,526,Ricky Doyle missed Layup.,33,69
16:41,-1,Austin Evans Defensive Rebound.,33,69
16:35,-1,Nikita Orap missed Three Point Jumper.,33,69
16:35,526,RaySean Scott Jr. Defensive Rebound.,33,69
16:26,526,Brandon Goodwin made Layup.,33,71
16:17,-1,Osandai Vaughn made Three Point Jumper.,36,71
16:11,-1,Foul on Osandai Vaughn.,36,71
15:55,526,Antravious Simmons missed Layup.,36,71
15:55,526,Florida Gulf Coast Offensive Rebound.,36,71
15:54,526,Official TV Timeout,36,71
15:53,526,Christian Carlyle missed Jumper.,36,71
15:53,526,Brady Ernst Offensive Rebound.,36,71
15:49,-1,Foul on Austin Evans.,36,71
15:49,526,Brady Ernst missed Free Throw.,36,71
15:49,526,Florida Gulf Coast Deadball Team Rebound.,36,71
15:49,526,Brady Ernst missed Free Throw.,36,71
15:49,-1,Austin Evans Defensive Rebound.,36,71
15:19,-1,Tommie Luke made Layup.,38,71
14:55,526,Christian Carlyle missed Layup.,38,71
14:55,-1,Johnathan Childs Block.,38,71
14:55,526,Florida Gulf Coast Offensive Rebound.,38,71
14:48,526,Zach Johnson missed Three Point Jumper.,38,71
14:48,526,Antravious Simmons Offensive Rebound.,38,71
14:41,526,Brady Ernst made Layup.,38,73
14:30,-1,Johnathan Childs missed Three Point Jumper.,38,73
14:30,526,Zach Johnson Defensive Rebound.,38,73
14:23,526,Zach Johnson missed Jumper.,38,73
14:23,526,Antravious Simmons Offensive Rebound.,38,73
14:19,-1,Foul on Garrett Woodmansee.,38,73
14:19,526,Antravious Simmons made Free Throw.,38,74
14:19,526,Antravious Simmons made Free Throw.,38,75
14:04,-1,Johnathan Childs Turnover.,38,75
13:53,526,Antravious Simmons Turnover.,38,75
13:52,-1,Johnathan Childs Steal.,38,75
13:47,-1,Tommie Luke missed Layup.,38,75
13:47,526,Antravious Simmons Defensive Rebound.,38,75
13:40,-1,Foul on Johnathan Childs.,38,75
13:40,526,Brandon Goodwin made Free Throw.,38,76
13:40,526,Brandon Goodwin made Free Throw.,38,77
13:23,-1,Garrett Woodmansee Turnover.,38,77
13:22,526,Brandon Goodwin Steal.,38,77
13:21,-1,Foul on Tommie Luke.,38,77
13:21,526,Brandon Goodwin made Free Throw.,38,78
13:21,526,Brandon Goodwin made Free Throw.,38,79
12:58,-1,Garrett Woodmansee made Three Point Jumper. Assisted by Tommie Luke.,41,79
12:51,526,Brandon Goodwin missed Jumper.,41,79
12:51,526,Brandon Goodwin Offensive Rebound.,41,79
12:36,526,Brady Ernst made Dunk. Assisted by Antravious Simmons.,41,81
12:20,-1,Garrett Woodmansee missed Three Point Jumper.,41,81
12:20,526,Christian Carlyle Defensive Rebound.,41,81
12:09,526,Darnell Rogers made Jumper.,41,83
11:50,-1,Nicholas Blocker missed Jumper.,41,83
11:50,526,Antravious Simmons Defensive Rebound.,41,83
11:46,526,Antravious Simmons Turnover.,41,83
11:44,-1,Tommie Luke Steal.,41,83
11:43,-1,Tommie Luke made Layup.,43,83
11:23,526,Antravious Simmons made Jumper. Assisted by Christian Carlyle.,43,85
11:06,-1,Tommie Luke missed Three Point Jumper.,43,85
11:06,526,Brady Ernst Defensive Rebound.,43,85
11:00,526,Brandon Goodwin made Layup.,43,87
10:36,-1,Nicholas Blocker missed Jumper.,43,87
10:36,526,Antravious Simmons Defensive Rebound.,43,87
10:25,526,Brandon Goodwin made Jumper.,43,89
10:17,-1,Garrett Woodmansee made Three Point Jumper. Assisted by Joseph Serrano.,46,89
9:58,526,Christian Carlyle made Layup. Assisted by Antravious Simmons.,46,91
9:50,-1,Austin Evans made Jumper. Assisted by Tommie Luke.,48,91
9:35,526,Christian Carlyle made Dunk. Assisted by Antravious Simmons.,48,93
9:10,-1,Nicholas Blocker missed Jumper.,48,93
9:10,526,Brandon Goodwin Defensive Rebound.,48,93
9:02,526,Brandon Goodwin missed Three Point Jumper.,48,93
9:02,526,Antravious Simmons Offensive Rebound.,48,93
8:57,526,Antravious Simmons made Dunk.,48,95
8:47,-1,Garrett Woodmansee made Three Point Jumper. Assisted by Tommie Luke.,51,95
8:27,526,Christian Carlyle made Three Point Jumper. Assisted by Brandon Goodwin.,51,98
8:17,-1,Garrett Woodmansee made Three Point Jumper. Assisted by Joseph Serrano.,54,98
7:53,526,Brandon Goodwin missed Layup.,54,98
7:53,-1,Nicholas Blocker Block.,54,98
7:52,-1,Tommie Luke Defensive Rebound.,54,98
7:48,-1,Austin Evans made Dunk. Assisted by Tommie Luke.,56,98
7:48,526,Foul on Brandon Goodwin.,56,98
7:48,526,Technical Foul on Brandon Goodwin.,56,98
7:48,-1,Foul on Nicholas Blocker.,56,98
7:48,-1,Technical Foul on Nicholas Blocker.,56,98
7:48,526,Official TV Timeout,56,98
7:35,-1,Foul on Nicholas Blocker.,56,98
7:35,526,Official TV Timeout,56,98
7:35,526,Antravious Simmons made Free Throw.,56,99
7:35,526,Antravious Simmons made Free Throw.,56,100
7:17,-1,Shaquille Williams Turnover.,56,100
7:16,526,Joshua Ko Steal.,56,100
7:14,526,Joshua Ko missed Layup.,56,100
7:14,-1,Shaquille Williams Defensive Rebound.,56,100
6:58,-1,Garrett Woodmansee made Three Point Jumper. Assisted by Shaquille Williams.,59,100
6:36,526,Joshua Ko made Jumper.,59,102
6:29,-1,Garrett Woodmansee missed Three Point Jumper.,59,102
6:29,526,Brady Ernst Defensive Rebound.,59,102
6:20,526,Christian Carlyle missed Jumper.,59,102
6:20,526,Brady Ernst Offensive Rebound.,59,102
6:12,526,Darnell Rogers missed Layup.,59,102
6:12,526,Dolan Mahoney Offensive Rebound.,59,102
6:09,526,Dolan Mahoney made Layup.,59,104
5:50,-1,Nicholas Blocker missed Three Point Jumper.,59,104
5:50,526,Christian Carlyle Defensive Rebound.,59,104
5:40,526,Joshua Ko missed Three Point Jumper.,59,104
5:40,-1,Webber Defensive Rebound.,59,104
5:24,-1,Shaquille Williams Turnover.,59,104
5:21,526,Darnell Rogers Steal.,59,104
5:19,-1,Foul on Shaquille Williams.,59,104
5:19,526,Brady Ernst missed Free Throw.,59,104
5:19,526,Florida Gulf Coast Deadball Team Rebound.,59,104
5:19,526,Brady Ernst made Free Throw.,59,105
4:54,-1,Tommie Luke missed Layup.,59,105
4:54,-1,Johnathan Childs Offensive Rebound.,59,105
4:50,-1,Johnathan Childs made Dunk.,61,105
4:34,526,Dolan Mahoney missed Three Point Jumper.,61,105
4:34,-1,Garrett Woodmansee Defensive Rebound.,61,105
4:22,526,Foul on Dolan Mahoney.,61,105
4:17,-1,Garrett Woodmansee missed Three Point Jumper.,61,105
4:17,-1,Shaquille Williams Offensive Rebound.,61,105
4:03,-1,Nikita Orap missed Three Point Jumper.,61,105
4:03,526,Brady Ernst Defensive Rebound.,61,105
3:46,526,Ryan McAdoo missed Jumper.,61,105
3:46,526,Brady Ernst Offensive Rebound.,61,105
3:41,526,Darnell Rogers made Three Point Jumper. Assisted by Brady Ernst.,61,108
3:17,-1,Shaquille Williams missed Jumper.,61,108
3:17,526,Brady Ernst Defensive Rebound.,61,108
2:57,526,Joshua Ko missed Layup.,61,108
2:57,526,Joshua Ko Offensive Rebound.,61,108
2:49,526,Darnell Rogers made Three Point Jumper. Assisted by Dolan Mahoney.,61,111
2:36,-1,Nikita Orap missed Three Point Jumper.,61,111
2:36,526,Joshua Ko Defensive Rebound.,61,111
2:22,526,Joshua Ko missed Jumper.,61,111
2:22,-1,Austin Evans Defensive Rebound.,61,111
2:13,526,Foul on Darnell Rogers.,61,111
2:13,526,Official TV Timeout,61,111
2:07,-1,Nikita Orap missed Three Point Jumper.,61,111
2:07,-1,Austin Evans Offensive Rebound.,61,111
2:01,-1,Shaquille Williams missed Three Point Jumper.,61,111
2:01,526,Brady Ernst Defensive Rebound.,61,111
1:39,526,Joshua Ko made Three Point Jumper. Assisted by Brady Ernst.,61,114
1:18,-1,Nikita Orap Turnover.,61,114
1:17,526,Ryan McAdoo Steal.,61,114
1:14,-1,Foul on Nikita Orap.,61,114
1:14,526,Ryan McAdoo missed Free Throw.,61,114
1:14,526,Florida Gulf Coast Deadball Team Rebound.,61,114
1:14,526,Ryan McAdoo made Free Throw.,61,115
1:02,-1,Shaquille Williams Turnover.,61,115
1:01,526,Dolan Mahoney Steal.,61,115
0:37,526,Joshua Ko missed Layup.,61,115
0:37,526,Dolan Mahoney Offensive Rebound.,61,115
0:06,526,Florida Gulf Coast  Turnover.,61,115
0:00,526,End of Game,61,115
