Morgan State,45,George Washington,2415
11:29,45,Terry Nolan Jr. missed Jumper.,15,14
11:29,2415,LaPri McCray-Pace Defensive Rebound.,15,14
11:28,45,Foul on Justin Williams.,15,14
11:28,45,Official TV Timeout,15,14
11:11,45,Foul on Patrick Steeves.,15,14
10:55,2415,Martez Cameron made Jumper.,17,14
10:37,45,Bo Zeigler made Layup. Assisted by Arnaldo Toro.,17,16
10:28,2415,David Syfax Turnover.,17,16
10:27,45,Arnaldo Toro Steal.,17,16
10:24,45,Yuta Watanabe made Dunk.,17,18
9:57,2415,Phillip Carr missed Jumper.,17,18
9:57,2415,David Syfax Offensive Rebound.,17,18
9:54,45,Foul on Arnaldo Toro.,17,18
9:54,2415,David Syfax missed Free Throw.,17,18
9:54,2415,Morgan State Deadball Team Rebound.,17,18
9:54,2415,David Syfax made Free Throw.,18,18
9:41,45,Arnaldo Toro missed Jumper.,18,18
9:41,2415,Phillip Carr Defensive Rebound.,18,18
9:13,2415,Kyson Rawls missed Jumper.,18,18
9:13,45,Bo Zeigler Block.,18,18
9:10,2415,Kyson Rawls Offensive Rebound.,18,18
9:09,2415,Kyson Rawls missed Three Point Jumper.,18,18
9:06,45,George Washington Defensive Rebound.,18,18
8:48,45,Yuta Watanabe missed Three Point Jumper.,18,18
8:48,2415,LaPri McCray-Pace Defensive Rebound.,18,18
8:41,2415,LaPri McCray-Pace missed Layup.,18,18
8:41,2415,Morgan State Offensive Rebound.,18,18
8:36,2415,Kyson Rawls Turnover.,18,18
8:35,45,Yuta Watanabe Steal.,18,18
8:32,45,Yuta Watanabe made Layup.,18,20
8:10,2415,Kyson Rawls Turnover.,18,20
8:08,45,Terry Nolan Jr. Steal.,18,20
8:06,45,Terry Nolan Jr. Turnover.,18,20
8:06,2415,Antonio Gillespie Steal.,18,20
7:41,2415,Foul on Phillip Carr.,18,20
7:41,2415,Phillip Carr Turnover.,18,20
7:41,45,Official TV Timeout,18,20
7:27,45,Justin Williams Turnover.,18,20
7:05,2415,LaPri McCray-Pace missed Layup.,18,20
7:05,45,Bo Zeigler Block.,18,20
7:03,45,Terry Nolan Jr. Defensive Rebound.,18,20
7:00,45,Terry Nolan Jr. missed Layup.,18,20
7:00,2415,Phillip Carr Defensive Rebound.,18,20
6:52,45,Foul on Terry Nolan Jr..,18,20
6:40,2415,Phillip Carr made Jumper.,20,20
6:23,45,Yuta Watanabe Turnover.,20,20
6:22,2415,Martez Cameron Steal.,20,20
6:17,2415,Stanley Davis Turnover.,20,20
6:02,45,Adam Mitola missed Three Point Jumper.,20,20
6:02,2415,Phillip Carr Defensive Rebound.,20,20
5:47,2415,Stanley Davis Turnover.,20,20
5:47,45,Adam Mitola Steal.,20,20
5:21,45,Yuta Watanabe missed Jumper.,20,20
5:21,2415,Martez Cameron Defensive Rebound.,20,20
5:14,2415,Stanley Davis missed Jumper.,20,20
5:14,45,Adam Mitola Defensive Rebound.,20,20
4:55,2415,Foul on Azariah Sykes.,20,20
4:55,45,Arnaldo Toro made Free Throw.,20,21
4:55,45,Arnaldo Toro made Free Throw.,20,22
4:38,2415,Martez Cameron made Jumper.,22,22
4:22,45,Maceo Jack Turnover.,22,22
3:57,2415,Azariah Sykes missed Jumper.,22,22
3:57,45,Arnaldo Toro Defensive Rebound.,22,22
3:56,2415,Foul on Azariah Sykes.,22,22
3:56,45,Official TV Timeout,22,22
3:31,45,Bo Zeigler made Dunk. Assisted by Arnaldo Toro.,22,24
3:17,2415,Martez Cameron Turnover.,22,24
3:16,45,Yuta Watanabe Steal.,22,24
3:13,45,Yuta Watanabe Turnover.,22,24
3:12,2415,LaPri McCray-Pace Steal.,22,24
3:01,2415,Phillip Carr made Jumper.,24,24
2:31,2415,Foul on Azariah Sykes.,24,24
2:31,45,Yuta Watanabe missed Free Throw.,24,24
2:31,45,George Washington Deadball Team Rebound.,24,24
2:31,45,Yuta Watanabe made Free Throw.,24,25
2:04,2415,Stanley Davis made Three Point Jumper.,27,25
1:42,45,Arnaldo Toro missed Jumper.,27,25
1:42,2415,LaPri McCray-Pace Defensive Rebound.,27,25
1:34,2415,LaPri McCray-Pace missed Layup.,27,25
1:34,45,Bo Zeigler Defensive Rebound.,27,25
1:14,45,Jair Bolden missed Three Point Jumper.,27,25
1:13,45,Terry Nolan Jr. Offensive Rebound.,27,25
1:11,45,Terry Nolan Jr. made Two Point Tip Shot.,27,27
1:04,2415,Martez Cameron made Jumper.,29,27
0:50,45,Bo Zeigler Turnover.,29,27
0:23,2415,Stanley Davis made Three Point Jumper. Assisted by Martez Cameron.,32,27
0:20,45,George Washington  Timeout,32,27
0:00,45,Jair Bolden missed Jumper.,32,27
0:00,2415,Morgan State Deadball Team Rebound.,32,27
0:00,45,End of 1st half,32,27
19:47,2415,Phillip Carr made Layup.,34,27
19:19,45,Yuta Watanabe Turnover.,34,27
19:18,2415,LaPri McCray-Pace Steal.,34,27
19:14,2415,LaPri McCray-Pace Turnover.,34,27
19:13,45,Yuta Watanabe Steal.,34,27
18:46,45,Yuta Watanabe missed Three Point Jumper.,34,27
18:46,2415,Phillip Carr Defensive Rebound.,34,27
18:38,2415,Martez Cameron made Layup.,36,27
18:38,45,Foul on Terry Nolan Jr..,36,27
18:38,2415,Martez Cameron made Free Throw.,37,27
18:22,45,Terry Nolan Jr. missed Three Point Jumper.,37,27
18:22,45,Arnaldo Toro Offensive Rebound.,37,27
18:10,45,Arnaldo Toro missed Jumper.,37,27
18:10,2415,Tyjhai Byers Block.,37,27
18:09,45,George Washington Offensive Rebound.,37,27
18:09,2415,Foul on Stanley Davis.,37,27
18:09,45,Yuta Watanabe made Free Throw.,37,28
18:09,45,Yuta Watanabe made Free Throw.,37,29
17:55,2415,Phillip Carr missed Jumper.,37,29
17:55,45,Yuta Watanabe Defensive Rebound.,37,29
17:31,45,Yuta Watanabe missed Layup.,37,29
17:31,45,Arnaldo Toro Offensive Rebound.,37,29
17:27,45,Arnaldo Toro made Two Point Tip Shot.,37,31
17:25,45,Foul on Patrick Steeves.,37,31
17:25,2415,Stanley Davis missed Free Throw.,37,31
17:25,2415,Morgan State Deadball Team Rebound.,37,31
17:25,2415,Stanley Davis made Free Throw.,38,31
17:20,45,Jair Bolden Turnover.,38,31
17:18,2415,David Syfax Steal.,38,31
17:17,45,Foul on Terry Nolan Jr..,38,31
17:17,2415,David Syfax missed Free Throw.,38,31
17:17,2415,Morgan State Deadball Team Rebound.,38,31
17:17,2415,David Syfax made Free Throw.,39,31
17:01,45,Patrick Steeves made Jumper.,39,33
16:37,2415,Phillip Carr made Layup. Assisted by Martez Cameron.,41,33
16:26,2415,Foul on LaPri McCray-Pace.,41,33
16:21,45,Arnaldo Toro made Layup. Assisted by Patrick Steeves.,41,35
16:01,2415,Phillip Carr missed Jumper.,41,35
16:01,2415,LaPri McCray-Pace Offensive Rebound.,41,35
15:57,2415,LaPri McCray-Pace missed Layup.,41,35
15:57,45,Jair Bolden Defensive Rebound.,41,35
15:40,45,Arnaldo Toro made Layup. Assisted by Patrick Steeves.,41,37
15:23,2415,Stanley Davis made Layup. Assisted by LaPri McCray-Pace.,43,37
15:03,2415,Foul on David Syfax.,43,37
15:03,45,Official TV Timeout,43,37
14:32,45,Jair Bolden missed Jumper.,43,37
14:32,2415,Martez Cameron Defensive Rebound.,43,37
14:19,45,Foul on Bo Zeigler.,43,37
14:19,2415,Phillip Carr missed Free Throw.,43,37
14:19,2415,Morgan State Deadball Team Rebound.,43,37
14:19,2415,Phillip Carr made Free Throw.,44,37
13:55,45,Arnaldo Toro missed Jumper.,44,37
13:55,45,Yuta Watanabe Offensive Rebound.,44,37
13:51,45,Yuta Watanabe made Jumper.,44,39
13:39,2415,Martez Cameron missed Three Point Jumper.,44,39
13:39,45,Jair Bolden Defensive Rebound.,44,39
13:33,2415,Foul on Martez Cameron.,44,39
13:33,45,Yuta Watanabe made Free Throw.,44,40
13:33,45,Yuta Watanabe made Free Throw.,44,41
13:28,2415,David Syfax made Jumper. Assisted by Kyson Rawls.,46,41
13:09,45,Terry Nolan Jr. missed Three Point Jumper.,46,41
13:09,45,Yuta Watanabe Offensive Rebound.,46,41
13:05,45,Yuta Watanabe made Layup.,46,43
12:51,45,Foul on Bo Zeigler.,46,43
12:51,2415,Phillip Carr made Free Throw.,47,43
12:51,2415,Phillip Carr made Free Throw.,48,43
12:32,45,Bo Zeigler made Layup. Assisted by Justin Mazzulla.,48,45
12:04,2415,Antonio Gillespie missed Jumper.,48,45
12:04,45,Jair Bolden Defensive Rebound.,48,45
11:45,45,Jair Bolden made Three Point Jumper. Assisted by Bo Zeigler.,48,48
11:25,2415,Kyson Rawls Turnover.,48,48
11:24,45,Yuta Watanabe Steal.,48,48
11:23,45,Yuta Watanabe made Layup.,48,50
11:20,2415,Morgan State  Timeout,48,50
11:20,45,Official TV Timeout,48,50
11:05,2415,Martez Cameron Turnover.,48,50
11:04,45,Yuta Watanabe Steal.,48,50
11:02,45,Yuta Watanabe missed Layup.,48,50
11:02,2415,Phillip Carr Defensive Rebound.,48,50
10:55,45,Foul on Arnaldo Toro.,48,50
10:55,45,Official TV Timeout,48,50
10:55,2415,Stanley Davis missed Free Throw.,48,50
10:55,2415,Morgan State Deadball Team Rebound.,48,50
10:55,2415,Stanley Davis missed Free Throw.,48,50
10:55,45,Justin Mazzulla Defensive Rebound.,48,50
10:31,45,Jair Bolden made Three Point Jumper. Assisted by Justin Mazzulla.,48,53
10:09,45,Foul on Bo Zeigler.,48,53
10:09,2415,Phillip Carr made Free Throw.,49,53
10:09,2415,Phillip Carr made Free Throw.,50,53
10:00,45,Jair Bolden missed Layup.,50,53
10:00,2415,Phillip Carr Defensive Rebound.,50,53
9:34,2415,Martez Cameron made Jumper.,52,53
9:14,45,Justin Mazzulla missed Jumper.,52,53
9:14,45,Justin Mazzulla Offensive Rebound.,52,53
9:11,2415,Foul on Martez Cameron.,52,53
9:03,45,Jair Bolden missed Three Point Jumper.,52,53
9:03,45,Patrick Steeves Offensive Rebound.,52,53
8:41,45,Jair Bolden missed Three Point Jumper.,52,53
8:41,2415,David Syfax Defensive Rebound.,52,53
8:16,45,Foul on Jair Bolden.,52,53
8:16,2415,Stanley Davis missed Free Throw.,52,53
8:16,45,Yuta Watanabe Defensive Rebound.,52,53
8:03,45,Bo Zeigler Turnover.,52,53
7:38,2415,Martez Cameron missed Jumper.,52,53
7:36,45,Official TV Timeout,52,53
7:36,45,Arnaldo Toro Defensive Rebound.,52,53
7:36,2415,Foul on David Syfax.,52,53
7:36,45,Official TV Timeout,52,53
7:18,45,Yuta Watanabe made Three Point Jumper. Assisted by Jair Bolden.,52,56
7:02,2415,David Syfax made Three Point Jumper. Assisted by Martez Cameron.,55,56
6:41,45,Jair Bolden made Three Point Jumper. Assisted by Justin Mazzulla.,55,59
6:32,2415,Stanley Davis made Jumper.,57,59
6:07,45,Yuta Watanabe made Three Point Jumper. Assisted by Arnaldo Toro.,57,62
6:00,2415,Martez Cameron missed Jumper.,57,62
6:00,45,Yuta Watanabe Block.,57,62
5:58,2415,Morgan State Offensive Rebound.,57,62
5:53,2415,LaPri McCray-Pace missed Jumper.,57,62
5:53,45,Yuta Watanabe Defensive Rebound.,57,62
5:36,2415,Foul on Stanley Davis.,57,62
5:36,45,Justin Mazzulla made Free Throw.,57,63
5:36,45,Justin Mazzulla missed Free Throw.,57,63
5:36,2415,Phillip Carr Defensive Rebound.,57,63
5:14,2415,Martez Cameron Turnover.,57,63
4:48,2415,Foul on Phillip Carr.,57,63
4:48,45,Arnaldo Toro made Free Throw.,57,64
4:48,45,Arnaldo Toro made Free Throw.,57,65
4:23,2415,Foul on Stanley Davis.,57,65
4:23,2415,Stanley Davis Turnover.,57,65
3:59,45,Arnaldo Toro missed Layup.,57,65
3:55,45,Official TV Timeout,57,65
3:55,45,George Washington Offensive Rebound.,57,65
3:55,45,Official TV Timeout,57,65
3:27,45,Jair Bolden made Jumper.,57,67
2:57,2415,David Syfax made Jumper. Assisted by Martez Cameron.,59,67
2:26,45,Yuta Watanabe missed Three Point Jumper.,59,67
2:26,45,Arnaldo Toro Offensive Rebound.,59,67
2:22,45,Arnaldo Toro missed Layup.,59,67
2:22,2415,LaPri McCray-Pace Block.,59,67
2:20,2415,Phillip Carr Defensive Rebound.,59,67
2:13,2415,Martez Cameron missed Layup.,59,67
2:12,2415,David Syfax Offensive Rebound.,59,67
2:11,2415,David Syfax made Dunk.,61,67
2:11,2415,Morgan State  Timeout,61,67
1:58,45,Justin Mazzulla made Three Point Jumper. Assisted by Patrick Steeves.,61,70
1:42,2415,Phillip Carr made Jumper.,63,70
1:20,45,Jair Bolden Turnover.,63,70
1:19,2415,LaPri McCray-Pace Steal.,63,70
1:11,2415,David Syfax missed Three Point Jumper.,63,70
1:09,45,Justin Mazzulla Defensive Rebound.,63,70
1:09,2415,Foul on LaPri McCray-Pace.,63,70
1:09,45,Justin Mazzulla missed Free Throw.,63,70
1:09,45,George Washington Deadball Team Rebound.,63,70
1:09,45,Justin Mazzulla missed Free Throw.,63,70
1:09,2415,David Syfax Defensive Rebound.,63,70
1:03,2415,Martez Cameron missed Jumper.,63,70
1:03,45,Justin Mazzulla Defensive Rebound.,63,70
0:52,2415,Foul on Martez Cameron.,63,70
0:52,45,Jair Bolden made Free Throw.,63,71
0:52,45,Jair Bolden made Free Throw.,63,72
0:45,2415,LaPri McCray-Pace missed Three Point Jumper.,63,72
0:45,45,Yuta Watanabe Defensive Rebound.,63,72
0:21,45,Jair Bolden missed Layup.,63,72
0:21,2415,Phillip Carr Defensive Rebound.,63,72
0:13,2415,Phillip Carr missed Jumper.,63,72
0:11,45,Justin Mazzulla Defensive Rebound.,63,72
0:11,2415,Foul on LaPri McCray-Pace.,63,72
0:11,45,Justin Mazzulla missed Free Throw.,63,72
0:11,45,George Washington Deadball Team Rebound.,63,72
0:11,45,Justin Mazzulla made Free Throw.,63,73
0:06,2415,Martez Cameron made Layup.,65,73
0:06,45,Foul on Yuta Watanabe.,65,73
0:06,2415,Martez Cameron made Free Throw.,66,73
0:06,2415,Morgan State  Timeout,66,73
0:00,45,End of Game,66,73
