Rice,250,UT Arlington,242
6:29,242,Robert Martin missed Free Throw.,37,62
6:29,242,Rice Deadball Team Rebound.,37,62
6:29,242,Robert Martin made Free Throw.,38,62
6:17,250,Erick Neal missed Layup.,38,62
6:17,242,Ako Adams Defensive Rebound.,38,62
5:52,250,Foul on Johnny Hamilton.,38,62
5:52,242,Austin Meyer missed Free Throw.,38,62
5:52,242,Rice Deadball Team Rebound.,38,62
5:52,242,Austin Meyer missed Free Throw.,38,62
5:52,250,Johnny Hamilton Defensive Rebound.,38,62
5:41,250,Kaelon Wilson missed Three Point Jumper.,38,62
5:41,250,Erick Neal Offensive Rebound.,38,62
5:23,250,Johnny Hamilton made Layup. Assisted by Nathan Hawkins.,38,64
4:54,242,Robert Martin missed Layup.,38,64
4:54,250,Johnny Hamilton Block.,38,64
4:54,250,Kaelon Wilson Defensive Rebound.,38,64
4:47,250,Nathan Hawkins missed Jumper.,38,64
4:47,242,Austin Meyer Defensive Rebound.,38,64
4:35,250,Foul on Erick Neal.,38,64
4:35,242,Robert Martin made Free Throw.,39,64
4:35,242,Robert Martin missed Free Throw.,39,64
4:35,250,Johnny Hamilton Defensive Rebound.,39,64
4:12,250,Kevin Hervey made Three Point Jumper.,39,67
4:04,242,Ako Adams Turnover.,39,67
4:04,242,Foul on Ako Adams.,39,67
3:48,250,Erick Neal missed Layup.,39,67
3:48,242,Najja Hunter Defensive Rebound.,39,67
3:25,242,Najja Hunter missed Three Point Jumper.,39,67
3:25,242,Tim Harrison Offensive Rebound.,39,67
3:21,242,Tim Harrison made Layup.,41,67
2:53,242,Foul on Austin Meyer.,41,67
2:53,250,Official TV Timeout,41,67
2:53,250,Johnny Hamilton made Free Throw.,41,68
2:53,250,Johnny Hamilton made Free Throw.,41,69
2:27,250,Foul on Mairega Clarke.,41,69
2:27,242,Tim Harrison made Free Throw.,42,69
2:27,242,Tim Harrison made Free Throw.,43,69
2:16,250,Scott Muirhead missed Three Point Jumper.,43,69
2:16,242,Miles Lester Defensive Rebound.,43,69
2:08,242,Miles Lester missed Layup.,43,69
2:08,242,Robert Martin Offensive Rebound.,43,69
2:05,250,Foul on Link Kabadyundi.,43,69
2:05,242,Robert Martin made Free Throw.,44,69
2:05,242,Robert Martin made Free Throw.,45,69
1:51,250,Mairega Clarke missed Three Point Jumper.,45,69
1:51,242,Miles Lester Defensive Rebound.,45,69
1:39,250,Foul on Link Kabadyundi.,45,69
1:39,242,Robert Martin made Free Throw.,46,69
1:39,242,Robert Martin made Free Throw.,47,69
1:26,250,Scott Muirhead missed Three Point Jumper.,47,69
1:26,242,Rice Defensive Rebound.,47,69
1:06,250,Foul on Link Kabadyundi.,47,69
1:06,242,Austin Meyer made Free Throw.,48,69
1:06,242,Austin Meyer missed Free Throw.,48,69
1:06,242,Tim Harrison Offensive Rebound.,48,69
0:47,250,Foul on Scott Muirhead.,48,69
0:47,242,Robert Martin missed Free Throw.,48,69
0:47,242,Rice Deadball Team Rebound.,48,69
0:47,242,Robert Martin made Free Throw.,49,69
0:33,250,Scott Muirhead missed Three Point Jumper.,49,69
0:33,250,Link Kabadyundi Offensive Rebound.,49,69
0:26,250,DJ Bryant Turnover.,49,69
0:25,242,Robert Martin Steal.,49,69
0:21,242,Najja Hunter missed Layup.,49,69
0:21,250,Link Kabadyundi Block.,49,69
0:21,242,Tim Harrison Offensive Rebound.,49,69
0:18,242,Tim Harrison missed Layup.,49,69
0:18,250,Mairega Clarke Block.,49,69
0:18,250,Link Kabadyundi Defensive Rebound.,49,69
0:12,250,Link Kabadyundi missed Layup.,49,69
0:12,242,Miles Lester Defensive Rebound.,49,69
0:01,242,Miles Lester missed Layup.,49,69
0:01,242,Rice Deadball Team Rebound.,49,69
0:00,250,End of 2nd half,49,69
