Bethesda,Error,Montana State,147
12:02,-1,Ammar Rehman Defensive Rebound.,11,18
11:37,-1,Khalfani Williams missed Jumper.,11,18
11:37,147,Harald Frey Defensive Rebound.,11,18
11:29,147,Joe Mvuezolo Jr. missed Layup.,11,18
11:29,-1,Gabriel Adersteg Defensive Rebound.,11,18
11:25,147,Foul on Isaac Bonton.,11,18
11:25,147,Official TV Timeout,11,18
11:10,-1,Gabriel Adersteg missed Jumper.,11,18
11:10,147,Isaac Bonton Block.,11,18
11:07,147,Isaac Bonton Defensive Rebound.,11,18
10:57,147,Joe Mvuezolo Jr. missed Layup.,11,18
10:57,-1,Khalfani Williams Block.,11,18
10:52,-1,Ammar Rehman Defensive Rebound.,11,18
10:42,147,Foul on Luke Schultz.,11,18
10:36,-1,Ammar Rehman missed Three Point Jumper.,11,18
10:36,147,Joe Mvuezolo Jr. Defensive Rebound.,11,18
10:21,147,Isaac Bonton Turnover.,11,18
10:19,-1,Isaiah Hicks Steal.,11,18
10:12,-1,Ammar Rehman made Dunk.,13,18
9:46,147,Harald Frey missed Jumper.,13,18
9:46,-1,Javonte Wills Defensive Rebound.,13,18
9:39,-1,Ammar Rehman missed Three Point Jumper.,13,18
9:39,147,Harald Frey Defensive Rebound.,13,18
9:37,-1,Foul on Gabriel Adersteg.,13,18
9:27,147,Luke Schultz Turnover.,13,18
9:25,-1,Khalfani Williams Steal.,13,18
9:19,-1,Ammar Rehman missed Jumper.,13,18
9:19,147,Joe Mvuezolo Jr. Defensive Rebound.,13,18
8:48,-1,Foul on Ammar Rehman.,13,18
8:48,147,Luke Schultz made Free Throw.,13,19
8:48,147,Luke Schultz missed Free Throw.,13,19
8:48,-1,Shawn Patrick Barca Defensive Rebound.,13,19
8:31,-1,Javonte Wills missed Jumper.,13,19
8:31,147,Joe Mvuezolo Jr. Defensive Rebound.,13,19
8:20,147,Tyler Hall missed Jumper.,13,19
8:20,147,Keljin Blevins Offensive Rebound.,13,19
8:09,147,Luke Schultz made Dunk. Assisted by Harald Frey.,13,21
7:54,147,Official TV Timeout,13,21
7:51,-1,Ammar Rehman missed Jumper.,13,21
7:51,147,Sam Neumann Defensive Rebound.,13,21
7:36,147,Devonte Klines missed Jumper.,13,21
7:36,-1,Shawn Patrick Barca Defensive Rebound.,13,21
7:29,-1,Javonte Wills Turnover.,13,21
7:18,-1,Foul on Isaiah Hicks.,13,21
7:18,147,Keljin Blevins missed Free Throw.,13,21
7:18,147,Montana State Deadball Team Rebound.,13,21
7:18,147,Keljin Blevins missed Free Throw.,13,21
7:18,-1,Shawn Patrick Barca Defensive Rebound.,13,21
6:50,-1,Isaiah Hicks made Jumper.,15,21
6:28,147,Devonte Klines missed Three Point Jumper.,15,21
6:28,-1,Ammar Rehman Defensive Rebound.,15,21
6:19,-1,Javonte Wills missed Three Point Jumper.,15,21
6:19,-1,Shawn Patrick Barca Offensive Rebound.,15,21
6:14,-1,Shawn Patrick Barca missed Layup.,15,21
6:14,147,Isaac Bonton Defensive Rebound.,15,21
6:09,-1,Foul on Ammar Rehman.,15,21
6:09,147,Sam Neumann missed Free Throw.,15,21
6:09,-1,Shawn Patrick Barca Defensive Rebound.,15,21
5:57,-1,Shawn Patrick Barca missed Jumper.,15,21
5:57,147,Tyler Hall Defensive Rebound.,15,21
5:48,147,Tyler Hall made Jumper.,15,23
5:23,147,Foul on Isaac Bonton.,15,23
5:23,-1,Ammar Rehman made Free Throw.,16,23
5:23,147,Technical Foul on Isaac Bonton.,15,23
5:23,-1,Ammar Rehman made Free Throw.,17,23
5:13,147,Tyler Hall made Jumper. Assisted by Harald Frey.,17,25
4:50,-1,Ammar Rehman missed Jumper.,17,25
4:50,147,Tyler Hall Defensive Rebound.,17,25
4:50,147,Tyler Hall made Three Point Jumper. Assisted by Harald Frey.,17,28
4:29,147,Foul on Devonte Klines.,17,28
4:19,-1,Ammar Rehman missed Three Point Jumper.,17,28
4:19,147,Joe Mvuezolo Jr. Defensive Rebound.,17,28
4:10,-1,Foul on Ammar Rehman.,17,28
4:10,147,Harald Frey missed Free Throw.,17,28
4:10,147,Montana State Deadball Team Rebound.,17,28
4:10,147,Harald Frey made Free Throw.,17,29
3:54,-1,Michael Morrissey missed Layup.,17,29
3:54,147,Zach Green Block.,17,29
3:51,147,Lassi Nikkarinen Defensive Rebound.,17,29
3:47,-1,Isaiah Hicks Steal.,17,29
3:45,147,Lassi Nikkarinen Turnover.,17,29
3:43,-1,Michael Morrissey made Layup.,19,29
3:20,147,Devonte Klines missed Layup.,19,29
3:20,147,Zach Green Offensive Rebound.,19,29
3:15,147,Zach Green made Layup.,19,31
3:04,147,Foul on Konner Frey.,19,31
3:04,147,Official TV Timeout,19,31
3:04,-1,Shaquille Moore missed Free Throw.,19,31
3:04,147,Luke Schultz Defensive Rebound.,19,31
2:38,147,Lassi Nikkarinen missed Three Point Jumper.,19,31
2:38,147,Keljin Blevins Offensive Rebound.,19,31
2:34,147,Tyler Hall missed Three Point Jumper.,19,31
2:34,147,Keljin Blevins Offensive Rebound.,19,31
2:28,147,Keljin Blevins Turnover.,19,31
2:26,-1,Michael Morrissey Steal.,19,31
2:24,-1,Michael Morrissey made Layup.,21,31
2:03,147,Tyler Hall Turnover.,21,31
2:01,-1,Khalfani Williams Steal.,21,31
1:49,-1,Isaiah Hicks missed Jumper.,21,31
1:49,-1,Isaiah Hicks Offensive Rebound.,21,31
1:45,-1,Bethesda University  Timeout,21,31
1:30,-1,Isaiah Hicks missed Jumper.,21,31
1:30,147,Harald Frey Defensive Rebound.,21,31
1:27,-1,Foul on Shaquille Moore.,21,31
1:27,147,Harald Frey made Free Throw.,21,32
1:27,147,Harald Frey made Free Throw.,21,33
1:18,-1,Michael Morrissey missed Jumper.,21,33
1:18,147,Harald Frey Defensive Rebound.,21,33
1:07,-1,Foul on Shawn Patrick Barca.,21,33
1:07,147,Keljin Blevins made Free Throw.,21,34
1:07,147,Keljin Blevins missed Free Throw.,21,34
1:07,-1,Shaquille Moore Defensive Rebound.,21,34
0:49,147,Harald Frey Steal.,21,34
0:47,-1,Javonte Wills Turnover.,21,34
0:42,147,Tyler Hall Turnover.,21,34
0:40,-1,Isaiah Hicks Steal.,21,34
0:38,-1,Isaiah Hicks made Layup.,23,34
0:17,147,Joe Mvuezolo Jr. made Three Point Jumper. Assisted by Harald Frey.,23,37
0:03,-1,Michael Morrissey missed Jumper.,23,37
0:02,-1,Isaiah Hicks Offensive Rebound.,23,37
0:01,-1,Isaiah Hicks made Layup.,25,37
0:00,147,End of 1st half,23,37
19:48,147,Sam Neumann made Layup. Assisted by Harald Frey.,25,39
19:34,-1,Michael Morrissey missed Three Point Jumper.,25,39
19:34,147,Montana State Defensive Rebound.,25,39
19:16,147,Keljin Blevins made Layup. Assisted by Tyler Hall.,25,41
19:03,-1,Javonte Wills Turnover.,25,41
19:00,147,Devonte Klines Steal.,25,41
18:57,147,Keljin Blevins made Dunk.,25,43
18:41,-1,Michael Morrissey missed Jumper.,25,43
18:41,147,Tyler Hall Defensive Rebound.,25,43
18:29,147,Tyler Hall made Three Point Jumper. Assisted by Harald Frey.,25,46
18:19,-1,Bethesda University  Timeout,25,46
18:01,147,Foul on Sam Neumann.,25,46
17:53,-1,Michael Morrissey missed Three Point Jumper.,25,46
17:53,147,Tyler Hall Defensive Rebound.,25,46
17:46,147,Harald Frey made Three Point Jumper. Assisted by Tyler Hall.,25,49
17:21,-1,Isaiah Hicks missed Three Point Jumper.,25,49
17:21,147,Devonte Klines Defensive Rebound.,25,49
17:13,147,Devonte Klines made Layup.,25,51
16:59,-1,Shawn Patrick Barca missed Jumper.,25,51
16:59,147,Sam Neumann Defensive Rebound.,25,51
16:48,147,Sam Neumann made Three Point Jumper. Assisted by Devonte Klines.,25,54
16:33,-1,Michael Morrissey made Three Point Jumper.,28,54
16:11,147,Harald Frey made Three Point Jumper. Assisted by Tyler Hall.,28,57
16:01,-1,Foul on Shawn Patrick Barca.,28,57
16:01,-1,Shawn Patrick Barca Turnover.,28,57
15:47,147,Isaac Bonton made Layup.,28,59
15:33,147,Foul on Konner Frey.,28,59
15:33,147,Official TV Timeout,28,59
15:33,-1,Gabriel Adersteg made Free Throw.,29,59
15:33,-1,Gabriel Adersteg missed Free Throw.,29,59
15:33,147,Joe Mvuezolo Jr. Defensive Rebound.,29,59
15:31,147,Foul on Zach Green.,29,59
15:31,147,Zach Green Turnover.,29,59
15:15,-1,Ammar Rehman made Three Point Jumper. Assisted by Shaquille Moore.,32,59
14:57,147,Zach Green Turnover.,32,59
14:55,-1,Ammar Rehman Steal.,32,59
14:52,-1,Ammar Rehman missed Layup.,32,59
14:52,147,Konner Frey Defensive Rebound.,32,59
14:46,147,Joe Mvuezolo Jr. missed Jumper.,32,59
14:46,-1,Shaquille Moore Defensive Rebound.,32,59
14:40,-1,Ammar Rehman missed Jumper.,32,59
14:40,147,Konner Frey Defensive Rebound.,32,59
14:14,147,Zach Green missed Jumper.,32,59
14:14,147,Zach Green Offensive Rebound.,32,59
14:10,-1,Foul on Shawn Patrick Barca.,32,59
14:10,147,Zach Green missed Free Throw.,32,59
14:10,147,Montana State Deadball Team Rebound.,32,59
14:10,147,Zach Green made Free Throw.,32,60
13:53,-1,Isaiah Hicks made Jumper.,34,60
13:25,147,Harald Frey missed Three Point Jumper.,34,60
13:25,147,Joe Mvuezolo Jr. Offensive Rebound.,34,60
13:20,147,Joe Mvuezolo Jr. missed Three Point Jumper.,34,60
13:20,-1,Shaquille Moore Defensive Rebound.,34,60
13:11,-1,Ammar Rehman missed Jumper.,34,60
13:11,147,Konner Frey Defensive Rebound.,34,60
13:03,147,Isaac Bonton missed Layup.,34,60
13:03,147,Isaac Bonton Offensive Rebound.,34,60
12:58,147,Isaac Bonton made Layup.,34,62
12:42,-1,Ammar Rehman missed Jumper.,34,62
12:42,147,Joe Mvuezolo Jr. Defensive Rebound.,34,62
12:31,147,Zach Green missed Layup.,34,62
12:31,-1,Isaiah Hicks Defensive Rebound.,34,62
12:31,-1,Gabriel Adersteg missed Jumper.,34,62
12:31,147,Isaac Bonton Defensive Rebound.,34,62
12:31,147,Isaac Bonton made Jumper.,34,64
11:52,-1,Michael Morrissey missed Jumper.,34,64
11:52,147,Joe Mvuezolo Jr. Defensive Rebound.,34,64
11:44,147,Konner Frey missed Three Point Jumper.,34,64
11:44,-1,Shawn Patrick Barca Defensive Rebound.,34,64
11:37,-1,Isaiah Hicks made Layup.,36,64
11:32,147,Montana State  Timeout,36,64
11:14,147,Keljin Blevins Turnover.,36,64
11:12,-1,Michael Morrissey Steal.,36,64
11:09,-1,Isaiah Hicks Turnover.,36,64
11:07,147,Isaac Bonton Steal.,36,64
11:01,147,Keljin Blevins made Layup.,36,66
10:49,-1,Gabriel Adersteg missed Three Point Jumper.,36,66
10:49,147,Isaac Bonton Defensive Rebound.,36,66
10:42,147,Isaac Bonton missed Layup.,36,66
10:42,147,Keljin Blevins Offensive Rebound.,36,66
10:38,147,Keljin Blevins missed Layup.,36,66
10:38,-1,Gabriel Adersteg Defensive Rebound.,36,66
10:18,-1,Gabriel Adersteg made Jumper.,38,66
10:02,147,Luke Schultz Turnover.,38,66
10:01,-1,Michael Morrissey Steal.,38,66
9:56,-1,Isaiah Hicks made Jumper.,40,66
9:39,-1,Foul on Shawn Patrick Barca.,40,66
9:39,147,Keljin Blevins made Free Throw.,40,67
9:39,147,Keljin Blevins missed Free Throw.,40,67
9:39,-1,Gabriel Adersteg Defensive Rebound.,40,67
9:18,-1,Gabriel Adersteg made Jumper.,42,67
9:00,147,Foul on Sam Neumann.,42,67
9:00,147,Sam Neumann Turnover.,42,67
8:47,-1,Shawn Patrick Barca missed Jumper.,42,67
8:47,-1,Gabriel Adersteg Offensive Rebound.,42,67
8:43,-1,Gabriel Adersteg missed Jumper.,42,67
8:43,147,Devonte Klines Defensive Rebound.,42,67
8:32,147,Tyler Hall made Layup.,42,69
8:32,-1,Foul on Shawn Patrick Barca.,42,69
8:32,147,Tyler Hall missed Free Throw.,42,69
8:32,-1,Gabriel Adersteg Defensive Rebound.,42,69
8:21,-1,Gabriel Adersteg Turnover.,42,69
8:18,147,Sam Neumann Steal.,42,69
8:14,147,Tyler Hall missed Layup.,42,69
8:14,147,Tyler Hall Offensive Rebound.,42,69
8:13,147,Tyler Hall made Layup.,42,71
8:01,-1,Gabriel Adersteg missed Jumper.,42,71
8:01,147,Zach Green Defensive Rebound.,42,71
7:49,147,Devonte Klines made Layup.,42,73
7:31,-1,Michael Morrissey missed Jumper.,42,73
7:31,147,Sam Neumann Defensive Rebound.,42,73
7:23,147,Devonte Klines made Layup.,42,75
7:15,-1,Bethesda University  Timeout,42,75
6:59,-1,Khalfani Williams Turnover.,42,75
6:58,147,Tyler Hall Steal.,42,75
6:54,147,Isaac Bonton made Layup.,42,77
6:36,-1,Khalfani Williams made Jumper. Assisted by Javonte Wills.,44,77
6:21,-1,Foul on Javonte Wills.,44,77
6:15,147,Lassi Nikkarinen made Three Point Jumper. Assisted by Joe Mvuezolo Jr..,44,80
5:58,147,Foul on Lassi Nikkarinen.,44,80
5:52,-1,Javonte Wills missed Jumper.,44,80
5:52,147,Isaac Bonton Defensive Rebound.,44,80
5:44,-1,Foul on Javonte Wills.,44,80
5:33,147,Joe Mvuezolo Jr. made Three Point Jumper. Assisted by Isaac Bonton.,44,83
5:18,147,Foul on Lassi Nikkarinen.,44,83
5:18,-1,Javonte Wills missed Free Throw.,44,83
5:18,-1,Bethesda University Deadball Team Rebound.,44,83
5:18,-1,Javonte Wills made Free Throw.,45,83
4:51,147,Benson Osayande Turnover.,45,83
4:49,-1,Javonte Wills Steal.,45,83
4:47,-1,Gabriel Adersteg Turnover.,45,83
4:36,147,Lassi Nikkarinen missed Three Point Jumper.,45,83
4:36,147,Konner Frey Offensive Rebound.,45,83
4:31,147,Konner Frey missed Layup.,45,83
4:31,-1,Ammar Rehman Defensive Rebound.,45,83
4:25,-1,Ammar Rehman made Layup.,47,83
4:25,147,Foul on Isaac Bonton.,47,83
4:25,-1,Ammar Rehman made Free Throw.,48,83
4:16,147,Isaac Bonton missed Jumper.,48,83
4:16,-1,Ammar Rehman Defensive Rebound.,48,83
4:04,-1,Michael Morrissey missed Layup.,48,83
4:04,147,Benson Osayande Defensive Rebound.,48,83
3:57,147,Joe Mvuezolo Jr. made Layup.,48,85
3:35,147,Foul on Konner Frey.,48,85
3:35,147,Official TV Timeout,48,85
3:35,-1,Gabriel Adersteg made Free Throw.,49,85
3:35,-1,Gabriel Adersteg missed Free Throw.,49,85
3:35,147,Konner Frey Defensive Rebound.,49,85
3:17,-1,Foul on Khalfani Williams.,49,85
3:17,147,Benson Osayande made Free Throw.,49,86
3:17,147,Benson Osayande made Free Throw.,49,87
2:59,-1,Javonte Wills missed Layup.,49,87
2:59,147,Joe Mvuezolo Jr. Block.,49,87
2:59,-1,Bethesda University Offensive Rebound.,49,87
2:46,-1,Bethesda University  Turnover.,49,87
2:29,147,Isaac Bonton missed Three Point Jumper.,49,87
2:29,-1,Ammar Rehman Defensive Rebound.,49,87
2:24,147,Foul on Isaac Bonton.,49,87
2:24,-1,Ammar Rehman made Free Throw.,50,87
2:24,-1,Ammar Rehman made Free Throw.,51,87
2:13,-1,Foul on Shaquille Moore.,51,87
2:13,147,Benson Osayande made Free Throw.,51,88
2:13,147,Benson Osayande made Free Throw.,51,89
2:00,-1,Gabriel Adersteg made Jumper.,53,89
1:33,147,Devonte Klines made Layup.,53,91
1:09,-1,Gabriel Adersteg missed Layup.,53,91
1:09,147,Lassi Nikkarinen Defensive Rebound.,53,91
1:01,147,Lassi Nikkarinen missed Layup.,53,91
1:01,147,Benson Osayande Offensive Rebound.,53,91
0:57,147,Benson Osayande made Layup.,53,93
0:53,-1,Khalfani Williams made Layup.,55,93
0:53,147,Foul on Joe Mvuezolo Jr..,55,93
0:53,-1,Khalfani Williams missed Free Throw.,55,93
0:53,147,Konner Frey Defensive Rebound.,55,93
0:38,147,Benson Osayande made Layup. Assisted by Konner Frey.,55,95
0:26,-1,Gabriel Adersteg missed Three Point Jumper.,55,95
0:26,147,Benson Osayande Defensive Rebound.,55,95
0:13,147,Joe Mvuezolo Jr. made Three Point Jumper.,55,98
0:04,-1,Ammar Rehman made Three Point Jumper.,58,98
0:01,-1,Shaquille Moore made Three Point Jumper. Assisted by Ammar Rehman.,61,98
0:00,147,End of Game,58,98
