Berea,Error,Northern Kentucky,94
11:52,94,Mason Faulkner missed Three Point Jumper.,4,25
11:52,-1,Jair Jackson Defensive Rebound.,4,25
11:35,94,Tre Cobbs made Layup.,4,27
11:35,-1,Travis Hadyn Roe Turnover.,4,27
11:35,94,Tre Cobbs missed Free Throw.,4,27
11:35,94,Jeff Garrett Offensive Rebound.,4,27
11:33,94,Jeff Garrett made Layup.,4,29
11:30,94,Foul on Dantez Walton.,4,29
10:51,-1,Deandre Lightfoot missed Three Point Jumper.,4,29
10:51,-1,Dyonta Bizzle Brown Offensive Rebound.,4,29
10:51,94,Foul on Dantez Walton.,4,29
10:50,-1,Mitchell Embree made Jumper. Assisted by Deandre Lightfoot.,6,29
10:30,-1,Foul on Travis Hadyn Roe.,6,29
10:28,94,Tyler Sharpe missed Three Point Jumper.,6,29
10:28,94,Jordan Garnett Defensive Rebound.,6,29
10:26,94,Jordan Garnett Turnover.,6,29
10:26,-1,Dakota Mays Steal.,6,29
10:21,94,Foul on Tyler Sharpe.,6,29
10:03,-1,Mitchell Embree Turnover.,6,29
10:01,94,Lavone Holland II Steal.,6,29
9:59,94,Lavone Holland II made Layup.,6,31
9:59,-1,Foul on Mitchell Embree.,6,31
9:59,94,Lavone Holland II made Free Throw.,6,32
9:46,-1,Dyonta Bizzle Brown missed Layup.,6,32
9:46,94,Drew McDonald Defensive Rebound.,6,32
9:33,94,Drew McDonald missed Three Point Jumper.,6,32
9:33,-1,Jair Jackson Defensive Rebound.,6,32
9:04,-1,Torell Carter made Three Point Jumper. Assisted by Jair Jackson.,9,32
8:56,94,Jordan Garnett missed Layup.,9,32
8:56,94,Carson Williams Offensive Rebound.,9,32
8:48,94,Carson Williams made Layup.,9,34
8:39,-1,Jair Jackson missed Jumper.,9,34
8:39,94,Drew McDonald Defensive Rebound.,9,34
8:28,94,Tyler Sharpe missed Three Point Jumper.,9,34
8:28,94,Northern Kentucky Offensive Rebound.,9,34
8:20,94,Jordan Garnett missed Three Point Jumper.,9,34
8:20,94,Northern Kentucky Offensive Rebound.,9,34
8:06,-1,Foul on Gabe Hinton.,9,34
8:06,94,Drew McDonald made Free Throw.,9,35
8:06,94,Drew McDonald made Free Throw.,9,36
7:54,-1,Dyllan Harper Turnover.,9,36
7:53,94,Lavone Holland II Steal.,9,36
7:49,-1,Foul on Deandre Lightfoot.,9,36
7:49,94,Lavone Holland II made Free Throw.,9,37
7:49,94,Lavone Holland II made Free Throw.,9,38
7:38,-1,Dyllan Harper missed Jumper.,9,38
7:38,94,Carson Williams Defensive Rebound.,9,38
7:32,94,Northern Kentucky  Timeout,9,38
7:16,94,Tre Cobbs Turnover.,9,38
7:02,-1,Torell Carter made Layup.,11,38
6:45,94,Mason Faulkner Turnover.,11,38
6:44,-1,Torell Carter Steal.,11,38
6:41,-1,Gabe Hinton made Layup. Assisted by Torell Carter.,13,38
6:17,94,Jalen Tate missed Three Point Jumper.,13,38
6:17,-1,Torell Carter Defensive Rebound.,13,38
5:52,-1,Travis Hadyn Roe missed Layup.,13,38
5:52,94,Chris Vogt Block.,13,38
5:51,94,Chris Vogt Defensive Rebound.,13,38
5:49,94,Tre Cobbs made Layup. Assisted by Mason Faulkner.,13,40
5:30,-1,Berea  Timeout,13,40
5:23,94,Foul on Chris Vogt.,13,40
5:23,-1,Dyonta Bizzle Brown made Free Throw.,14,40
5:23,-1,Dyonta Bizzle Brown missed Free Throw.,14,40
5:23,94,Chris Vogt Defensive Rebound.,14,40
5:14,94,Mason Faulkner missed Three Point Jumper.,14,40
5:14,-1,Mitchell Embree Defensive Rebound.,14,40
5:04,94,Foul on Jalen Tate.,14,40
5:04,-1,Torell Carter made Free Throw.,15,40
5:04,-1,Torell Carter made Free Throw.,16,40
4:47,94,Chris Vogt missed Three Point Jumper.,16,40
4:47,-1,Mitchell Embree Defensive Rebound.,16,40
4:30,-1,Chris Spratling missed Jumper.,16,40
4:30,94,Tre Cobbs Defensive Rebound.,16,40
4:30,-1,Foul on Mitchell Embree.,16,40
4:30,94,Tre Cobbs made Free Throw.,16,41
4:30,94,Tre Cobbs made Free Throw.,16,42
4:25,-1,Travis Hadyn Roe Turnover.,16,42
4:24,94,Jordan Garnett Steal.,16,42
4:23,94,Jordan Garnett made Dunk.,16,44
3:48,-1,Dyonta Bizzle Brown missed Three Point Jumper.,16,44
3:48,94,Dantez Walton Block.,16,44
3:46,-1,Chris Spratling Offensive Rebound.,16,44
3:43,-1,Chris Spratling missed Jumper.,16,44
3:43,94,Chris Vogt Defensive Rebound.,16,44
3:28,94,Tyler Sharpe missed Three Point Jumper.,16,44
3:28,-1,Berea Defensive Rebound.,16,44
3:28,-1,Chris Spratling missed Free Throw.,16,44
3:28,94,Drew McDonald Defensive Rebound.,16,44
3:23,94,Foul on Chris Vogt.,16,44
3:16,94,Jeff Garrett missed Layup.,16,44
3:16,94,Northern Kentucky Offensive Rebound.,16,44
3:04,94,Drew McDonald made Layup. Assisted by Lavone Holland II.,16,46
2:45,-1,Deandre Lightfoot made Three Point Jumper. Assisted by Gabe Hinton.,19,46
2:26,94,Jeff Garrett missed Layup.,19,46
2:26,94,Jeff Garrett Offensive Rebound.,19,46
2:26,-1,Foul on Jair Jackson.,19,46
2:26,-1,Gabe Hinton Block.,19,46
2:26,94,Jeff Garrett missed Free Throw.,19,46
2:26,94,Northern Kentucky Offensive Rebound.,19,46
2:26,94,Jeff Garrett made Free Throw.,19,47
2:25,-1,Gabe Hinton Turnover.,19,47
2:24,94,Lavone Holland II Steal.,19,47
2:22,94,Drew McDonald missed Layup.,19,47
2:22,94,Jeff Garrett Offensive Rebound.,19,47
2:15,94,Jeff Garrett made Layup.,19,49
2:05,-1,Foul on Gabe Hinton.,19,49
2:05,-1,Gabe Hinton Turnover.,19,49
1:56,94,Tyler Sharpe made Layup. Assisted by Drew McDonald.,19,51
1:43,-1,Dakota Mays missed Three Point Jumper.,19,51
1:43,-1,Berea Offensive Rebound.,19,51
1:21,-1,Berea  Turnover.,19,51
1:02,94,Lavone Holland II Turnover.,19,51
0:49,-1,Jair Jackson missed Three Point Jumper.,19,51
0:49,94,Northern Kentucky Defensive Rebound.,19,51
0:38,94,Dantez Walton missed Three Point Jumper.,19,51
0:38,94,Dantez Walton Offensive Rebound.,19,51
0:35,-1,Foul on Deandre Lightfoot.,19,51
0:35,94,Dantez Walton made Free Throw.,19,52
0:35,94,Dantez Walton made Free Throw.,19,53
0:23,-1,Travis Hadyn Roe missed Jumper.,19,53
0:23,-1,Travis Hadyn Roe Offensive Rebound.,19,53
0:11,-1,Mitchell Embree missed Three Point Jumper.,19,53
0:11,94,Jeff Garrett Defensive Rebound.,19,53
0:04,94,Jordan Garnett missed Three Point Jumper.,19,53
0:04,94,Northern Kentucky Offensive Rebound.,19,53
0:00,94,End of 1st half,19,53
19:49,94,Drew McDonald missed Layup.,19,53
19:49,-1,Travis Hadyn Roe Defensive Rebound.,19,53
19:35,-1,Travis Hadyn Roe made Layup.,21,53
19:23,94,Carson Williams missed Layup.,21,53
19:23,-1,Travis Hadyn Roe Block.,21,53
19:18,-1,Dyonta Bizzle Brown Defensive Rebound.,21,53
19:08,-1,Jair Jackson Turnover.,21,53
19:06,94,Chris Vogt Steal.,21,53
18:56,-1,Foul on Dyonta Bizzle Brown.,21,53
18:55,94,Jordan Garnett made Three Point Jumper. Assisted by Lavone Holland II.,21,56
18:41,-1,Torell Carter Turnover.,21,56
18:39,94,Drew McDonald made Jumper.,21,58
18:25,-1,Travis Hadyn Roe missed Jumper.,21,58
18:25,94,Lavone Holland II Defensive Rebound.,21,58
18:10,-1,Foul on Dakota Mays.,21,58
18:06,94,Drew McDonald made Layup. Assisted by Carson Williams.,21,60
17:52,-1,Foul on Dakota Mays.,21,60
17:52,-1,Dakota Mays Turnover.,21,60
17:41,94,Jalen Tate Turnover.,21,60
17:36,94,Foul on Jordan Garnett.,21,60
17:12,-1,Jair Jackson missed Jumper.,21,60
17:12,94,Lavone Holland II Defensive Rebound.,21,60
17:02,94,Drew McDonald missed Jumper.,21,60
17:02,94,Carson Williams Offensive Rebound.,21,60
16:58,94,Carson Williams made Layup.,21,62
16:58,-1,Foul on Jair Jackson.,21,62
16:58,94,Carson Williams made Free Throw.,21,63
16:32,-1,Travis Hadyn Roe missed Jumper.,21,63
16:32,94,Drew McDonald Defensive Rebound.,21,63
16:21,94,Carson Williams made Dunk. Assisted by Drew McDonald.,21,65
15:54,-1,Torell Carter made Three Point Jumper.,24,65
15:38,94,Jordan Garnett made Three Point Jumper. Assisted by Lavone Holland II.,24,68
15:13,-1,Dyllan Harper missed Layup.,24,68
15:13,94,Drew McDonald Block.,24,68
15:11,94,Lavone Holland II Defensive Rebound.,24,68
15:06,94,Drew McDonald missed Three Point Jumper.,24,68
15:06,94,Drew McDonald Offensive Rebound.,24,68
15:00,94,Jordan Garnett made Three Point Jumper. Assisted by Drew McDonald.,24,71
14:46,-1,Torell Carter made Layup.,26,71
14:36,-1,Foul on Travis Hadyn Roe.,26,71
14:36,94,Official TV Timeout,26,71
14:36,94,Drew McDonald made Free Throw.,26,72
14:36,94,Drew McDonald made Free Throw.,26,73
14:21,-1,Chris Spratling Turnover.,26,73
14:21,-1,Foul on Chris Spratling.,26,73
13:58,94,Carson Williams made Layup.,26,75
13:36,-1,Dyonta Bizzle Brown Turnover.,26,75
13:35,94,Jalen Tate Steal.,26,75
13:31,94,Dantez Walton made Three Point Jumper. Assisted by Mason Faulkner.,26,78
13:14,-1,Torell Carter Turnover.,26,78
13:13,94,Dantez Walton Steal.,26,78
13:10,94,Jalen Tate made Layup. Assisted by Dantez Walton.,26,80
12:54,-1,Dakota Mays missed Jumper.,26,80
12:54,94,Dantez Walton Defensive Rebound.,26,80
12:25,94,Carson Williams made Three Point Jumper. Assisted by Mason Faulkner.,26,83
12:08,-1,Dyonta Bizzle Brown Turnover.,26,83
11:51,94,Mason Faulkner Turnover.,26,83
11:49,-1,Deandre Lightfoot Steal.,26,83
11:47,94,Official TV Timeout,26,83
11:23,-1,Jair Jackson missed Jumper.,26,83
11:23,94,Northern Kentucky Defensive Rebound.,26,83
11:10,94,Dantez Walton missed Three Point Jumper.,26,83
11:10,-1,Berea Defensive Rebound.,26,83
10:57,-1,Mitchell Embree missed Three Point Jumper.,26,83
10:57,94,Dantez Walton Defensive Rebound.,26,83
10:37,-1,Foul on Dyonta Bizzle Brown.,26,83
10:37,94,Dantez Walton made Free Throw.,26,84
10:37,94,Dantez Walton missed Free Throw.,26,84
10:37,-1,Jair Jackson Defensive Rebound.,26,84
10:16,-1,Jair Jackson made Jumper.,28,84
10:06,94,Dantez Walton missed Three Point Jumper.,28,84
10:06,-1,Deandre Lightfoot Defensive Rebound.,28,84
9:55,-1,Deandre Lightfoot Turnover.,28,84
9:53,94,Dantez Walton Steal.,28,84
9:26,94,Tyler Sharpe made Three Point Jumper. Assisted by Chris Vogt.,28,87
9:07,94,Foul on Tre Cobbs.,28,87
9:07,-1,Travis Hadyn Roe made Free Throw.,29,87
9:07,-1,Travis Hadyn Roe made Free Throw.,30,87
8:53,94,Tyler Sharpe missed Three Point Jumper.,30,87
8:53,-1,Gabe Hinton Defensive Rebound.,30,87
8:36,-1,Dakota Mays missed Three Point Jumper.,30,87
8:36,94,Mason Faulkner Defensive Rebound.,30,87
8:24,-1,Foul on Chris Spratling.,30,87
8:24,94,Tyler Sharpe made Free Throw.,30,88
8:24,94,Tyler Sharpe made Free Throw.,30,89
8:16,-1,Deandre Lightfoot missed Jumper.,30,89
8:16,94,Dantez Walton Defensive Rebound.,30,89
8:07,94,Tre Cobbs missed Three Point Jumper.,30,89
8:07,-1,Berea Defensive Rebound.,30,89
7:52,-1,Gabe Hinton Turnover.,30,89
7:51,94,Dantez Walton Steal.,30,89
7:48,94,Tyler Sharpe made Three Point Jumper. Assisted by Mason Faulkner.,30,92
7:34,-1,Torell Carter Turnover.,30,92
7:34,94,Official TV Timeout,30,92
7:13,94,Tre Cobbs made Layup.,30,94
6:46,-1,Dakota Mays Turnover.,30,94
6:45,94,Tyler Sharpe Steal.,30,94
6:41,-1,Foul on Gabe Hinton.,30,94
6:41,94,Tre Cobbs missed Free Throw.,30,94
6:41,94,Northern Kentucky Deadball Team Rebound.,30,94
6:41,94,Tre Cobbs made Free Throw.,30,95
6:23,-1,Dyllan Harper Turnover.,30,95
6:22,94,Tyler Sharpe Steal.,30,95
6:17,94,Jeff Garrett made Dunk. Assisted by Mason Faulkner.,30,97
5:56,-1,Travis Hadyn Roe missed Three Point Jumper.,30,97
5:56,94,Mason Faulkner Defensive Rebound.,30,97
5:48,94,Tyler Sharpe made Three Point Jumper. Assisted by Mason Faulkner.,30,100
5:30,-1,Travis Hadyn Roe Turnover.,30,100
5:29,94,Tyler Sharpe Steal.,30,100
5:27,94,Jeff Garrett made Layup. Assisted by Tre Cobbs.,30,102
5:17,-1,Deandre Lightfoot missed Three Point Jumper.,30,102
5:17,94,Chris Vogt Defensive Rebound.,30,102
5:00,94,Tyler Sharpe Turnover.,30,102
4:49,94,Foul on Chris Vogt.,30,102
4:49,-1,Dyllan Harper made Free Throw.,31,102
4:49,-1,Dyllan Harper missed Free Throw.,31,102
4:49,94,Jeff Garrett Defensive Rebound.,31,102
4:30,-1,Foul on Travis Hadyn Roe.,31,102
4:30,94,Tre Cobbs made Free Throw.,31,103
4:30,94,Tre Cobbs made Free Throw.,31,104
4:15,-1,Deandre Lightfoot missed Three Point Jumper.,31,104
4:15,94,Jeff Garrett Defensive Rebound.,31,104
3:59,94,Jeff Garrett Turnover.,31,104
3:59,94,Official TV Timeout,31,104
3:50,94,Foul on Nick Ayers.,31,104
3:43,-1,Dakota Mays missed Three Point Jumper.,31,104
3:43,94,Nick Ayers Defensive Rebound.,31,104
3:26,94,Jeff Garrett made Layup. Assisted by Nick Ayers.,31,106
3:10,-1,Chris Spratling Turnover.,31,106
2:57,94,Tyler Sharpe missed Three Point Jumper.,31,106
2:57,-1,Chris Spratling Defensive Rebound.,31,106
2:48,-1,Deandre Lightfoot missed Jumper.,31,106
2:48,94,Tre Cobbs Defensive Rebound.,31,106
2:33,94,Chris Vogt made Layup. Assisted by Jeff Garrett.,31,108
2:18,-1,Mitchell Embree missed Three Point Jumper.,31,108
2:18,94,Jeff Garrett Defensive Rebound.,31,108
1:58,94,Chris Vogt made Layup. Assisted by Tyler Sharpe.,31,110
1:58,-1,Foul on Alex Aten.,31,110
1:58,94,Chris Vogt missed Free Throw.,31,110
1:58,-1,Alex Aten Defensive Rebound.,31,110
1:47,-1,Deandre Lightfoot missed Jumper.,31,110
1:47,94,Chris Vogt Defensive Rebound.,31,110
1:32,94,Darian Childress Turnover.,31,110
1:28,-1,Deandre Lightfoot Steal.,31,110
1:27,-1,Mitchell Embree Turnover.,31,110
1:14,94,Tyler Sharpe missed Three Point Jumper.,31,110
1:14,-1,Jacob Keibler Defensive Rebound.,31,110
0:54,94,Foul on Tyler Sharpe.,31,110
0:43,-1,Mitchell Embree Turnover.,31,110
0:42,94,Nick Ayers Steal.,31,110
0:40,94,Nick Ayers missed Layup.,31,110
0:40,94,Tyler Sharpe Offensive Rebound.,31,110
0:37,94,Tyler Sharpe made Layup.,31,112
0:21,-1,Alex Aten made Jumper. Assisted by Deandre Lightfoot.,33,112
0:00,94,End of Game,33,112
