Austin Peay,197,Oklahoma State,2046
9:53,2046,Terry Taylor Turnover.,17,31
9:52,197,Jeffrey Carroll Steal.,17,31
9:49,2046,Foul on Chris Porter-Bunton.,17,31
9:49,197,Jeffrey Carroll made Free Throw.,17,32
9:49,197,Jeffrey Carroll made Free Throw.,17,33
9:34,2046,Terry Taylor missed Jumper.,17,33
9:34,2046,Terry Taylor Offensive Rebound.,17,33
9:27,2046,Dayton Gumm made Three Point Jumper. Assisted by Terry Taylor.,20,33
9:16,197,Jeffrey Carroll missed Three Point Jumper.,20,33
9:16,2046,Terry Taylor Defensive Rebound.,20,33
9:08,2046,Dayton Gumm made Layup.,22,33
8:47,197,Davon Dillard made Jumper.,22,35
8:32,2046,Terry Taylor missed Three Point Jumper.,22,35
8:32,197,Mitchell Solomon Block.,22,35
8:30,197,Mitchell Solomon Defensive Rebound.,22,35
8:30,2046,Foul on Richard Henderson.,22,35
8:18,197,Jeffrey Carroll missed Three Point Jumper.,22,35
8:18,197,Davon Dillard Offensive Rebound.,22,35
8:14,197,Davon Dillard made Layup.,22,37
7:59,2046,Dayton Gumm Turnover.,22,37
7:59,197,Official TV Timeout,22,37
7:43,197,Jeffrey Carroll missed Three Point Jumper.,22,37
7:43,2046,Tre' Ivory Defensive Rebound.,22,37
7:35,2046,Foul on Richard Henderson.,22,37
7:35,2046,Richard Henderson Turnover.,22,37
7:21,197,Kendall Smith made Three Point Jumper. Assisted by Jeffrey Carroll.,22,40
7:06,2046,Dayton Gumm missed Jumper.,22,40
7:06,197,Jeffrey Carroll Defensive Rebound.,22,40
7:03,197,Jeffrey Carroll Turnover.,22,40
6:47,197,Foul on Kendall Smith.,22,40
6:41,2046,Averyl Ugba missed Layup.,22,40
6:41,197,Lucas N'Guessan Defensive Rebound.,22,40
6:34,197,Cameron McGriff missed Layup.,22,40
6:34,2046,Terry Taylor Block.,22,40
6:32,2046,Terry Taylor Defensive Rebound.,22,40
6:28,2046,Dayton Gumm made Jumper. Assisted by Tre' Ivory.,24,40
6:06,2046,Foul on Terry Taylor.,24,40
6:06,197,Jeffrey Carroll missed Free Throw.,24,40
6:06,197,Oklahoma State Deadball Team Rebound.,24,40
6:06,197,Jeffrey Carroll made Free Throw.,24,41
5:35,2046,Terry Taylor Turnover.,24,41
5:05,197,Foul on Brandon Averette.,24,41
5:05,197,Brandon Averette Turnover.,24,41
4:49,2046,Steve Harris missed Jumper.,24,41
4:49,2046,Terry Taylor Offensive Rebound.,24,41
4:38,2046,Chris Porter-Bunton missed Jumper.,24,41
4:38,197,Lindy Waters III Defensive Rebound.,24,41
4:15,197,Zack Dawson missed Layup.,24,41
4:15,2046,Chris Porter-Bunton Defensive Rebound.,24,41
4:01,2046,Averyl Ugba Turnover.,24,41
3:41,197,Kendall Smith Turnover.,24,41
3:41,2046,Chris Porter-Bunton Steal.,24,41
3:34,2046,Foul on Zach Glotta.,24,41
3:34,2046,Zach Glotta Turnover.,24,41
3:34,197,Official TV Timeout,24,41
3:13,197,Tavarius Shine missed Three Point Jumper.,24,41
3:13,2046,Steve Harris Defensive Rebound.,24,41
2:54,2046,Terry Taylor made Layup. Assisted by Tre' Ivory.,26,41
2:39,197,Jeffrey Carroll missed Three Point Jumper.,26,41
2:39,197,Mitchell Solomon Offensive Rebound.,26,41
2:35,197,Mitchell Solomon made Layup.,26,43
2:09,2046,Steve Harris Turnover.,26,43
1:51,197,Thomas Dziagwa made Three Point Jumper. Assisted by Jeffrey Carroll.,26,46
1:27,2046,Foul on Chris Porter-Bunton.,26,46
1:27,2046,Chris Porter-Bunton Turnover.,26,46
1:11,197,Thomas Dziagwa missed Three Point Jumper.,26,46
1:11,2046,Steve Harris Defensive Rebound.,26,46
0:57,2046,Foul on Terry Taylor.,26,46
0:57,2046,Terry Taylor Turnover.,26,46
0:47,197,Lindy Waters III missed Three Point Jumper.,26,46
0:47,2046,Acoydan McCarthy Defensive Rebound.,26,46
0:29,2046,Steve Harris missed Jumper.,26,46
0:29,197,Jeffrey Carroll Defensive Rebound.,26,46
0:21,2046,Foul on Acoydan McCarthy.,26,46
0:21,197,Jeffrey Carroll made Free Throw.,26,47
0:21,197,Jeffrey Carroll missed Free Throw.,26,47
0:21,2046,Averyl Ugba Defensive Rebound.,26,47
0:02,2046,Dayton Gumm missed Jumper.,26,47
0:02,197,Lindy Waters III Defensive Rebound.,26,47
0:00,197,End of 1st half,26,47
19:42,197,Kendall Smith Turnover.,26,47
19:18,2046,Terry Taylor missed Jumper.,26,47
19:18,2046,Chris Porter-Bunton Offensive Rebound.,26,47
19:13,2046,Chris Porter-Bunton missed Layup.,26,47
19:12,197,Mitchell Solomon Defensive Rebound.,26,47
19:06,197,Kendall Smith missed Jumper.,26,47
19:06,2046,Tre' Ivory Defensive Rebound.,26,47
18:48,2046,Chris Porter-Bunton Turnover.,26,47
18:45,197,Lindy Waters III made Layup. Assisted by Mitchell Solomon.,26,49
18:25,197,Foul on Lindy Waters III.,26,49
18:25,2046,Averyl Ugba made Free Throw.,27,49
18:25,2046,Averyl Ugba made Free Throw.,28,49
18:25,197,Mitchell Solomon Turnover.,28,49
18:25,2046,Tre' Ivory Steal.,28,49
18:23,2046,Tre' Ivory missed Jumper.,28,49
18:23,197,Mitchell Solomon Defensive Rebound.,28,49
18:13,197,Kendall Smith missed Jumper.,28,49
18:13,2046,Averyl Ugba Defensive Rebound.,28,49
17:56,2046,Averyl Ugba Turnover.,28,49
17:35,197,Kendall Smith missed Three Point Jumper.,28,49
17:35,2046,Chris Porter-Bunton Defensive Rebound.,28,49
17:28,2046,Dayton Gumm made Layup. Assisted by Chris Porter-Bunton.,30,49
17:28,197,Foul on Tavarius Shine.,30,49
17:28,2046,Dayton Gumm made Free Throw.,31,49
17:19,197,Brandon Averette missed Jumper.,31,49
17:19,2046,Averyl Ugba Defensive Rebound.,31,49
17:08,2046,Tre' Ivory made Layup.,33,49
16:58,197,Cameron McGriff Turnover.,33,49
16:56,2046,Dayton Gumm Steal.,33,49
16:55,197,Foul on Mitchell Solomon.,33,49
16:47,2046,Dayton Gumm missed Three Point Jumper.,33,49
16:47,197,Jeffrey Carroll Defensive Rebound.,33,49
16:29,197,Davon Dillard missed Layup.,33,49
16:29,2046,Tre' Ivory Defensive Rebound.,33,49
16:12,2046,Steve Harris made Layup. Assisted by Averyl Ugba.,35,49
15:53,197,Davon Dillard made Layup.,35,51
15:52,197,Official TV Timeout,35,51
15:38,197,Foul on Cameron McGriff.,35,51
15:38,197,Official TV Timeout,35,51
15:38,2046,Tre' Ivory missed Free Throw.,35,51
15:38,2046,Austin Peay Deadball Team Rebound.,35,51
15:38,2046,Tre' Ivory made Free Throw.,36,51
15:38,197,Davon Dillard Turnover.,36,51
15:37,2046,Tre' Ivory Steal.,36,51
15:36,2046,Tre' Ivory made Layup.,38,51
15:05,197,Foul on Thomas Dziagwa.,38,51
15:05,197,Thomas Dziagwa Turnover.,38,51
14:44,2046,Steve Harris made Jumper.,40,51
14:27,2046,Foul on Averyl Ugba.,40,51
14:24,197,Foul on Jeffrey Carroll.,40,51
14:24,197,Jeffrey Carroll Turnover.,40,51
14:08,197,Foul on Cameron McGriff.,40,51
14:08,2046,Chris Porter-Bunton missed Free Throw.,40,51
14:08,2046,Austin Peay Deadball Team Rebound.,40,51
14:08,2046,Chris Porter-Bunton made Free Throw.,41,51
14:06,197,Jeffrey Carroll made Dunk. Assisted by Mitchell Solomon.,41,53
13:52,2046,Foul on Tre' Ivory.,41,53
13:52,2046,Tre' Ivory Turnover.,41,53
13:37,197,Brandon Averette missed Three Point Jumper.,41,53
13:37,2046,Steve Harris Defensive Rebound.,41,53
13:20,2046,Steve Harris missed Jumper.,41,53
13:20,197,Cameron McGriff Defensive Rebound.,41,53
13:05,2046,Foul on Tre' Ivory.,41,53
12:45,197,Brandon Averette missed Layup.,41,53
12:45,197,Tavarius Shine Offensive Rebound.,41,53
12:43,197,Tavarius Shine made Layup.,41,55
12:27,197,Foul on Cameron McGriff.,41,55
12:27,2046,Chris Porter-Bunton made Free Throw.,42,55
12:27,2046,Chris Porter-Bunton made Free Throw.,43,55
12:22,197,Lindy Waters III missed Layup.,43,55
12:22,2046,Terry Taylor Defensive Rebound.,43,55
12:15,2046,Dayton Gumm missed Three Point Jumper.,43,55
12:15,197,Jeffrey Carroll Defensive Rebound.,43,55
12:06,197,Jeffrey Carroll missed Three Point Jumper.,43,55
12:06,2046,Tre' Ivory Defensive Rebound.,43,55
11:58,2046,Steve Harris made Layup.,45,55
11:31,2046,Foul on Averyl Ugba.,45,55
11:31,197,Jeffrey Carroll missed Free Throw.,45,55
11:31,197,Oklahoma State Deadball Team Rebound.,45,55
11:31,197,Jeffrey Carroll made Free Throw.,45,56
11:03,2046,Chris Porter-Bunton missed Layup.,45,56
11:03,2046,Terry Taylor Offensive Rebound.,45,56
11:00,2046,Terry Taylor missed Layup.,45,56
11:00,2046,Terry Taylor Offensive Rebound.,45,56
11:00,197,Foul on Lindy Waters III.,45,56
11:00,2046,Terry Taylor made Free Throw.,46,56
11:00,2046,Terry Taylor made Free Throw.,47,56
10:40,2046,Foul on Tre' Ivory.,47,56
10:37,2046,Foul on Chris Porter-Bunton.,47,56
10:22,197,Kendall Smith missed Jumper.,47,56
10:22,197,Mitchell Solomon Offensive Rebound.,47,56
10:18,197,Kendall Smith missed Three Point Jumper.,47,56
10:18,197,Tavarius Shine Offensive Rebound.,47,56
10:12,197,Tavarius Shine made Layup.,47,58
9:50,2046,Dayton Gumm made Jumper.,49,58
9:24,197,Thomas Dziagwa missed Layup.,49,58
9:24,2046,Steve Harris Block.,49,58
9:22,197,Tavarius Shine Offensive Rebound.,49,58
9:20,197,Tavarius Shine made Layup.,49,60
8:59,197,Foul on Mitchell Solomon.,49,60
8:59,2046,Chris Porter-Bunton made Free Throw.,50,60
8:59,2046,Chris Porter-Bunton missed Free Throw.,50,60
8:59,2046,Terry Taylor Offensive Rebound.,50,60
8:58,2046,Terry Taylor made Layup.,52,60
8:43,197,Kendall Smith Turnover.,52,60
8:25,2046,Steve Harris Turnover.,52,60
8:24,197,Lucas N'Guessan Steal.,52,60
8:12,197,Foul on Cameron McGriff.,52,60
8:12,197,Cameron McGriff Turnover.,52,60
7:49,2046,Terry Taylor missed Jumper.,52,60
7:49,2046,Terry Taylor Offensive Rebound.,52,60
7:44,2046,Austin Peay  Timeout,52,60
7:26,2046,Dayton Gumm missed Layup.,52,60
7:26,197,Cameron McGriff Defensive Rebound.,52,60
7:21,197,Jeffrey Carroll missed Jumper.,52,60
7:21,2046,Averyl Ugba Defensive Rebound.,52,60
7:05,2046,Steve Harris Turnover.,52,60
7:01,197,Brandon Averette Steal.,52,60
7:00,197,Jeffrey Carroll made Layup.,52,62
6:38,197,Foul on Lucas N'Guessan.,52,62
6:38,2046,Averyl Ugba made Free Throw.,53,62
6:38,2046,Averyl Ugba made Free Throw.,54,62
6:22,197,Jeffrey Carroll made Three Point Jumper. Assisted by Brandon Averette.,54,65
6:01,197,Foul on Lucas N'Guessan.,54,65
6:01,2046,Averyl Ugba made Free Throw.,55,65
6:01,2046,Averyl Ugba missed Free Throw.,55,65
6:01,197,Oklahoma State Defensive Rebound.,55,65
6:01,2046,Foul on Terry Taylor.,55,65
6:01,197,Cameron McGriff missed Free Throw.,55,65
6:01,2046,Averyl Ugba Defensive Rebound.,55,65
5:40,2046,Averyl Ugba Turnover.,55,65
5:17,197,Mitchell Solomon made Jumper.,55,67
4:52,2046,Dayton Gumm made Three Point Jumper. Assisted by Tre' Ivory.,58,67
4:38,197,Kendall Smith Turnover.,58,67
4:35,2046,Chris Porter-Bunton Steal.,58,67
4:35,2046,Chris Porter-Bunton Turnover.,58,67
4:21,197,Mitchell Solomon made Layup. Assisted by Lucas N'Guessan.,58,69
4:02,2046,Steve Harris missed Three Point Jumper.,58,69
4:02,2046,Averyl Ugba Offensive Rebound.,58,69
3:57,2046,Averyl Ugba missed Layup.,58,69
3:57,197,Mitchell Solomon Block.,58,69
3:56,197,Lucas N'Guessan Defensive Rebound.,58,69
3:51,2046,Foul on Terry Taylor.,58,69
3:51,197,Official TV Timeout,58,69
3:51,197,Kendall Smith missed Free Throw.,58,69
3:51,197,Oklahoma State Deadball Team Rebound.,58,69
3:51,197,Kendall Smith made Free Throw.,58,70
3:34,2046,Tre' Ivory missed Layup.,58,70
3:34,197,Mitchell Solomon Defensive Rebound.,58,70
3:32,197,Mitchell Solomon Turnover.,58,70
3:26,2046,Terry Taylor missed Layup.,58,70
3:26,197,Mitchell Solomon Defensive Rebound.,58,70
3:13,197,Kendall Smith Turnover.,58,70
3:13,2046,Averyl Ugba Steal.,58,70
2:54,2046,Terry Taylor Turnover.,58,70
2:27,197,Tavarius Shine Turnover.,58,70
2:15,2046,Tre' Ivory missed Jumper.,58,70
2:15,197,Lucas N'Guessan Defensive Rebound.,58,70
2:10,197,Thomas Dziagwa made Three Point Jumper. Assisted by Kendall Smith.,58,73
1:40,2046,Dayton Gumm Turnover.,58,73
1:16,197,Cameron McGriff Turnover.,58,73
1:16,2046,Austin Peay  Timeout,58,73
0:57,2046,Dayton Gumm missed Three Point Jumper.,58,73
0:57,2046,Terry Taylor Offensive Rebound.,58,73
0:52,2046,Terry Taylor made Layup.,60,73
0:44,2046,Foul on Zach Glotta.,60,73
0:44,197,Cameron McGriff made Free Throw.,60,74
0:44,197,Cameron McGriff made Free Throw.,60,75
0:32,2046,Dayton Gumm made Three Point Jumper. Assisted by Tre' Ivory.,63,75
0:29,2046,Austin Peay  Timeout,63,75
0:29,2046,Foul on Zach Glotta.,63,75
0:29,197,Thomas Dziagwa made Free Throw.,63,76
0:29,197,Thomas Dziagwa made Free Throw.,63,77
0:23,2046,Dayton Gumm missed Layup.,63,77
0:23,197,Lindy Waters III Defensive Rebound.,63,77
0:17,2046,Foul on Dayton Gumm.,63,77
0:17,197,Lindy Waters III made Free Throw.,63,78
0:17,197,Lindy Waters III made Free Throw.,63,79
0:10,2046,Tre' Ivory missed Three Point Jumper.,63,79
0:10,2046,Terry Taylor Offensive Rebound.,63,79
0:07,2046,Terry Taylor missed Jumper.,63,79
0:07,197,Kendall Smith Defensive Rebound.,63,79
0:00,197,End of Game,63,79
