Lyon College,Error,Northwestern State,2466
13:32,2466,Foul on Malik Metoyer.,33,45
13:32,-1,Antanas Krimelis made Free Throw.,34,45
13:32,-1,Antanas Krimelis missed Free Throw.,34,45
13:32,2466,Malik Metoyer Defensive Rebound.,34,45
13:27,2466,Vontay Ott missed Layup.,34,45
13:27,-1,Eric Moses Defensive Rebound.,34,45
13:13,-1,Antanas Krimelis missed Layup.,34,45
13:13,-1,Eric Moses Offensive Rebound.,34,45
13:01,-1,Emir Sabic made Layup.,36,45
12:46,2466,Darian Dixon made Layup. Assisted by Malik Metoyer.,36,47
12:46,-1,Foul on Antanas Krimelis.,36,47
12:46,2466,Darian Dixon made Free Throw.,36,48
12:46,-1,Lyon  Turnover.,36,48
12:46,2466,Jalan West Steal.,36,48
12:31,-1,Foul on Antanas Krimelis.,36,48
12:27,2466,Ishmael Lane missed Jumper.,36,48
12:27,-1,Chave Zackery Defensive Rebound.,36,48
12:21,-1,Eric Moses missed Layup.,36,48
12:21,2466,Brandon Hutton Block.,36,48
12:17,2466,Devonte Hall Defensive Rebound.,36,48
12:08,-1,Foul on Spencer Brown.,36,48
12:08,2466,Iziahiah Sweeney missed Free Throw.,36,48
12:08,2466,Northwestern State Deadball Team Rebound.,36,48
12:08,2466,Iziahiah Sweeney made Free Throw.,36,49
11:59,2466,Official TV Timeout,36,49
11:39,-1,Spencer Brown missed Three Point Jumper.,36,49
11:39,2466,Ishmael Lane Defensive Rebound.,36,49
11:30,2466,Jalan West missed Three Point Jumper.,36,49
11:30,-1,Eric Moses Defensive Rebound.,36,49
11:06,-1,Emir Sabic made Jumper.,38,49
10:55,2466,Brandon Hutton missed Layup.,38,49
10:55,-1,Eric Moses Defensive Rebound.,38,49
10:35,-1,Eric Moses Turnover.,38,49
10:34,2466,Ishmael Lane Steal.,38,49
10:30,2466,Ishmael Lane missed Layup.,38,49
10:30,-1,Spencer Brown Defensive Rebound.,38,49
10:12,-1,Faris Verlasevic Turnover.,38,49
10:12,2466,Brandon Hutton Steal.,38,49
10:07,2466,Iziahiah Sweeney made Layup. Assisted by Brandon Hutton.,38,51
10:04,2466,Northwestern State  Timeout,38,51
9:43,-1,Chave Zackery Turnover.,38,51
9:42,2466,Brandon Hutton Steal.,38,51
9:40,2466,Brandon Hutton made Layup.,38,53
9:09,2466,Foul on Devonte Hall.,38,53
8:58,-1,Faris Verlasevic missed Layup.,38,53
8:58,2466,Northwestern State Defensive Rebound.,38,53
8:30,-1,Foul on Faris Verlasevic.,38,53
8:30,2466,Larry Owens missed Free Throw.,38,53
8:30,2466,Northwestern State Deadball Team Rebound.,38,53
8:30,2466,Larry Owens made Free Throw.,38,54
8:26,2466,Foul on Iziahiah Sweeney.,38,54
8:02,2466,Foul on Larry Owens.,38,54
8:02,-1,Antanas Krimelis missed Free Throw.,38,54
8:02,-1,Lyon Deadball Team Rebound.,38,54
8:02,-1,Antanas Krimelis made Free Throw.,39,54
7:46,2466,Iziahiah Sweeney made Layup.,39,56
7:46,-1,Foul on Eric Moses.,39,56
7:46,2466,Official TV Timeout,39,56
7:46,2466,Iziahiah Sweeney made Free Throw.,39,57
7:28,-1,Emir Sabic made Three Point Jumper. Assisted by Eric Moses.,42,57
7:15,2466,Larry Owens Turnover.,42,57
7:14,-1,Eric Moses Steal.,42,57
6:58,-1,Emir Sabic missed Three Point Jumper.,42,57
6:58,2466,Northwestern State Defensive Rebound.,42,57
6:44,2466,Jalan West Turnover.,42,57
6:24,-1,Emir Sabic Turnover.,42,57
6:08,-1,Foul on Justas Narusas.,42,57
6:08,2466,Malik Metoyer made Free Throw.,42,58
6:08,2466,Malik Metoyer made Free Throw.,42,59
5:46,-1,Emir Sabic missed Layup.,42,59
5:46,2466,Larry Owens Block.,42,59
5:44,-1,Lyon Offensive Rebound.,42,59
5:38,2466,Foul on Caleb Starks.,42,59
5:38,-1,Emir Sabic made Free Throw.,43,59
5:38,-1,Emir Sabic made Free Throw.,44,59
5:25,2466,Darian Dixon missed Layup.,44,59
5:25,2466,Darian Dixon Offensive Rebound.,44,59
5:21,2466,Darian Dixon made Layup.,44,61
5:12,2466,Foul on Iziahiah Sweeney.,44,61
5:12,-1,Emir Sabic made Free Throw.,45,61
5:12,-1,Emir Sabic made Free Throw.,46,61
4:47,2466,Ishmael Lane Turnover.,46,61
4:47,2466,Foul on Ishmael Lane.,46,61
4:30,-1,Antanas Krimelis missed Jumper.,46,61
4:30,2466,Caleb Starks Defensive Rebound.,46,61
4:23,2466,Ishmael Lane missed Jumper.,46,61
4:23,-1,Eric Moses Defensive Rebound.,46,61
4:11,-1,Emir Sabic Turnover.,46,61
4:09,2466,Ishmael Lane Steal.,46,61
3:49,2466,Caleb Starks missed Three Point Jumper.,46,61
3:49,-1,Eric Moses Defensive Rebound.,46,61
3:23,-1,Eric Moses Turnover.,46,61
3:21,2466,Jalan West Steal.,46,61
3:17,2466,Vontay Ott made Three Point Jumper. Assisted by Jalan West.,46,64
3:12,2466,Northwestern State  Timeout,46,64
2:44,-1,Emir Sabic made Three Point Jumper.,49,64
2:32,-1,Foul on Antanas Krimelis.,49,64
2:32,2466,Darian Dixon missed Free Throw.,49,64
2:32,2466,Northwestern State Deadball Team Rebound.,49,64
2:32,2466,Darian Dixon missed Free Throw.,49,64
2:32,-1,Eric Moses Defensive Rebound.,49,64
2:07,-1,Justas Narusas made Layup. Assisted by Emir Sabic.,51,64
2:04,-1,Lyon  Timeout,51,64
1:47,2466,Brandon Hutton Turnover.,51,64
1:25,-1,Emir Sabic made Layup. Assisted by Antanas Krimelis.,53,64
0:54,2466,Devonte Hall made Layup. Assisted by C.J. Jones.,53,66
0:54,-1,Foul on Justas Narusas.,53,66
0:54,2466,Devonte Hall made Free Throw.,53,67
0:41,-1,Emir Sabic made Jumper.,55,67
0:12,2466,Jacob Guest missed Three Point Jumper.,55,67
0:12,-1,Eric Moses Defensive Rebound.,55,67
0:03,2466,Foul on Vontay Ott.,55,67
0:03,-1,Eric Moses missed Free Throw.,55,67
0:03,-1,Lyon Deadball Team Rebound.,55,67
0:03,-1,Eric Moses made Free Throw.,56,67
0:00,2466,End of Game,56,67
