South Florida,2567,SMU,58
3:36,2567,Jimmy Whitt Steal.,13,17
3:31,2567,Jimmy Whitt made Layup.,13,19
3:08,58,Terrence Samuel Turnover.,13,19
3:08,2567,Jimmy Whitt Steal.,13,19
3:06,58,Foul on Stephan Jiggetts.,13,19
3:06,2567,Jimmy Whitt missed Free Throw.,13,19
3:06,58,Malik Martin Defensive Rebound.,13,19
2:43,58,David Collins missed Three Point Jumper.,13,19
2:43,2567,Jarrey Foster Defensive Rebound.,13,19
2:41,58,Foul on Nikola Scekic.,13,19
2:41,2567,Jarrey Foster made Free Throw.,13,20
2:41,2567,Jarrey Foster made Free Throw.,13,21
2:31,58,Stephan Jiggetts Turnover.,13,21
2:31,2567,Jimmy Whitt Steal.,13,21
2:31,2567,Shake Milton missed Layup.,13,21
2:31,2567,Jarrey Foster Offensive Rebound.,13,21
2:22,2567,Jarrey Foster made Dunk.,13,23
2:16,58,David Collins Turnover.,13,23
2:16,2567,Jimmy Whitt Steal.,13,23
2:10,58,Foul on David Collins.,13,23
2:10,2567,Jimmy Whitt missed Free Throw.,13,23
2:10,2567,SMU Deadball Team Rebound.,13,23
2:10,2567,Jimmy Whitt made Free Throw.,13,24
1:57,58,South Florida  Timeout,13,24
1:49,2567,Foul on Jarrey Foster.,13,24
1:46,58,Justin Brown missed Jumper.,13,24
1:46,2567,Shake Milton Block.,13,24
1:46,58,South Florida Offensive Rebound.,13,24
1:39,58,David Collins made Layup.,15,24
1:39,2567,Foul on Akoy Agau.,15,24
1:39,58,David Collins made Free Throw.,16,24
1:13,2567,Ethan Chargois made Layup. Assisted by Jahmal McMurray.,16,26
0:47,58,Justin Brown missed Three Point Jumper.,16,26
0:47,2567,SMU Defensive Rebound.,16,26
0:44,2567,SMU  Timeout,16,26
0:34,58,Foul on Justin Brown.,16,26
0:34,2567,Jahmal McMurray made Free Throw.,16,27
0:34,2567,Jahmal McMurray made Free Throw.,16,28
0:10,58,David Collins Turnover.,16,28
0:10,2567,Shake Milton Steal.,16,28
0:05,2567,Shake Milton missed Three Point Jumper.,16,28
0:05,2567,Jahmal McMurray Offensive Rebound.,16,28
0:05,2567,Jahmal McMurray missed Two Point Tip Shot.,16,28
0:05,58,David Collins Defensive Rebound.,16,28
0:00,2567,End of 1st half,16,28
20:00,2567,Jump Ball won by SMU,16,28
19:46,2567,Shake Milton made Layup. Assisted by Ethan Chargois.,16,30
19:26,58,Tulio Da Silva missed Jumper.,16,30
19:26,2567,Jarrey Foster Defensive Rebound.,16,30
19:19,2567,Jarrey Foster made Layup.,16,32
18:52,58,Foul on Justin Brown.,16,32
18:52,58,Justin Brown Turnover.,16,32
18:38,2567,Ethan Chargois made Layup.,16,34
18:26,58,South Florida  Timeout,16,34
18:26,2567,Official TV Timeout,16,34
18:13,58,Tulio Da Silva missed Three Point Jumper.,16,34
18:13,2567,Ben Emelogu II Defensive Rebound.,16,34
17:56,2567,Shake Milton Turnover.,16,34
17:33,58,Isaiah Manderson missed Three Point Jumper.,16,34
17:33,2567,Jimmy Whitt Defensive Rebound.,16,34
17:24,2567,Ben Emelogu II made Three Point Jumper. Assisted by Jarrey Foster.,16,37
17:05,58,Stephan Jiggetts Turnover.,16,37
17:05,2567,Ben Emelogu II Steal.,16,37
17:05,2567,Ethan Chargois Turnover.,16,37
17:05,58,David Collins Steal.,16,37
16:53,58,Isaiah Manderson missed Layup.,16,37
16:53,2567,Shake Milton Block.,16,37
16:53,2567,Ethan Chargois Defensive Rebound.,16,37
16:45,2567,Shake Milton made Layup.,16,39
16:35,58,South Florida  Timeout,16,39
16:18,58,David Collins Turnover.,16,39
16:18,2567,Ben Emelogu II Steal.,16,39
16:12,58,Foul on Stephan Jiggetts.,16,39
16:12,2567,Shake Milton made Free Throw.,16,40
16:12,2567,Shake Milton made Free Throw.,16,41
15:49,2567,Foul on Jarrey Foster.,16,41
15:49,2567,Official TV Timeout,16,41
15:49,58,Tulio Da Silva missed Free Throw.,16,41
15:49,58,South Florida Deadball Team Rebound.,16,41
15:49,58,Tulio Da Silva made Free Throw.,17,41
15:42,2567,Ethan Chargois made Three Point Jumper. Assisted by Jahmal McMurray.,17,44
15:22,58,David Collins missed Three Point Jumper.,17,44
15:22,2567,Jimmy Whitt Defensive Rebound.,17,44
15:08,2567,Jahmal McMurray made Three Point Jumper. Assisted by Jimmy Whitt.,17,47
14:55,2567,Foul on Jahmal McMurray.,17,47
14:55,58,Foul on David Collins.,17,47
14:50,58,Stephan Jiggetts missed Jumper.,17,47
14:50,2567,SMU Defensive Rebound.,17,47
14:27,2567,Shake Milton made Three Point Jumper. Assisted by Jahmal McMurray.,17,50
14:05,58,Stephan Jiggetts missed Three Point Jumper.,17,50
14:05,2567,Jahmal McMurray Defensive Rebound.,17,50
13:55,2567,Ben Emelogu II missed Three Point Jumper.,17,50
13:55,58,Tulio Da Silva Defensive Rebound.,17,50
13:43,58,Terrence Samuel missed Three Point Jumper.,17,50
13:43,2567,Jimmy Whitt Defensive Rebound.,17,50
13:31,2567,Jahmal McMurray missed Jumper.,17,50
13:31,58,Malik Martin Defensive Rebound.,17,50
13:18,58,Stephan Jiggetts missed Three Point Jumper.,17,50
13:18,2567,Jimmy Whitt Defensive Rebound.,17,50
12:57,2567,Ben Emelogu II missed Three Point Jumper.,17,50
12:57,58,Malik Martin Defensive Rebound.,17,50
12:42,58,Justin Brown missed Three Point Jumper.,17,50
12:42,2567,Ethan Chargois Defensive Rebound.,17,50
12:31,58,Foul on Terrence Samuel.,17,50
12:31,2567,Shake Milton made Free Throw.,17,51
12:31,2567,Shake Milton made Free Throw.,17,52
12:14,58,Justin Brown missed Three Point Jumper.,17,52
12:14,2567,Akoy Agau Defensive Rebound.,17,52
12:03,2567,Jimmy Whitt made Layup. Assisted by Shake Milton.,17,54
11:50,58,Isaiah Manderson made Jumper. Assisted by Justin Brown.,19,54
11:34,2567,Akoy Agau made Three Point Jumper. Assisted by Shake Milton.,19,57
11:22,2567,Foul on Elijah Landrum.,19,57
11:22,2567,Official TV Timeout,19,57
11:10,2567,Foul on Everett Ray.,19,57
11:02,58,Stephan Jiggetts missed Three Point Jumper.,19,57
11:02,2567,Jarrey Foster Defensive Rebound.,19,57
10:56,2567,William Douglas Turnover.,19,57
10:45,58,Terrence Samuel made Jumper.,21,57
10:21,2567,Akoy Agau missed Three Point Jumper.,21,57
10:21,2567,Everett Ray Offensive Rebound.,21,57
10:10,2567,Jarrey Foster made Jumper. Assisted by Elijah Landrum.,21,59
9:45,58,Justin Brown Turnover.,21,59
9:25,2567,Akoy Agau Turnover.,21,59
9:25,58,Tulio Da Silva Steal.,21,59
9:15,2567,Foul on Everett Ray.,21,59
9:09,58,Tulio Da Silva missed Jumper.,21,59
9:09,2567,Everett Ray Defensive Rebound.,21,59
8:46,2567,Akoy Agau made Layup. Assisted by Elijah Landrum.,21,61
8:25,58,Terrence Samuel made Layup. Assisted by Isaiah Manderson.,23,61
7:54,2567,William Douglas missed Layup.,23,61
7:54,58,Tulio Da Silva Block.,23,61
7:54,2567,SMU Offensive Rebound.,23,61
7:53,2567,Official TV Timeout,23,61
7:51,2567,SMU  Turnover.,23,61
7:26,58,David Collins missed Jumper.,23,61
7:26,58,Isaiah Manderson Offensive Rebound.,23,61
7:24,2567,Foul on Jarrey Foster.,23,61
7:24,58,Isaiah Manderson made Free Throw.,24,61
7:24,58,Isaiah Manderson made Free Throw.,25,61
7:21,2567,Elijah Landrum made Jumper.,25,63
6:59,58,Isaiah Manderson missed Layup.,25,63
6:59,2567,Akoy Agau Defensive Rebound.,25,63
6:53,2567,Jarrey Foster made Dunk. Assisted by Elijah Landrum.,25,65
6:37,58,Justin Brown missed Three Point Jumper.,25,65
6:37,2567,Jarrey Foster Defensive Rebound.,25,65
6:15,2567,Elijah Landrum missed Three Point Jumper.,25,65
6:15,2567,William Douglas Offensive Rebound.,25,65
6:10,2567,Elijah Landrum missed Three Point Jumper.,25,65
6:10,2567,William Douglas Offensive Rebound.,25,65
6:10,2567,William Douglas Turnover.,25,65
6:10,58,Terrence Samuel Steal.,25,65
5:59,2567,Foul on Elijah Landrum.,25,65
5:59,58,David Collins missed Free Throw.,25,65
5:59,2567,SMU Defensive Rebound.,25,65
5:40,2567,William Douglas missed Layup.,25,65
5:40,2567,Everett Ray Offensive Rebound.,25,65
5:40,2567,Everett Ray missed Two Point Tip Shot.,25,65
5:40,2567,Jimmy Whitt Offensive Rebound.,25,65
5:29,2567,Jimmy Whitt made Layup. Assisted by Elijah Landrum.,25,67
5:06,58,Isaiah Manderson made Jumper.,27,67
5:05,58,South Florida  Timeout,27,67
4:49,2567,Jimmy Whitt made Jumper. Assisted by William Douglas.,27,69
4:33,58,Tulio Da Silva missed Dunk.,27,69
4:33,2567,Jimmy Whitt Defensive Rebound.,27,69
4:24,2567,William Douglas made Jumper. Assisted by Jimmy Whitt.,27,71
4:24,58,Foul on Justin Brown.,27,71
4:24,2567,William Douglas missed Free Throw.,27,71
4:24,58,Malik Martin Defensive Rebound.,27,71
4:10,58,Tulio Da Silva made Layup. Assisted by David Collins.,29,71
4:10,2567,Foul on Jimmy Whitt.,29,71
4:10,58,Tulio Da Silva missed Free Throw.,29,71
4:10,58,Malik Martin Offensive Rebound.,29,71
4:03,58,Jump Ball won by South Florida,29,71
3:50,58,Justin Brown Turnover.,29,71
3:50,2567,Elijah Landrum Steal.,29,71
3:48,58,Foul on David Collins.,29,71
3:48,2567,Official TV Timeout,29,71
3:48,2567,William Douglas Turnover.,29,71
3:35,58,Isaiah Manderson missed Jumper.,29,71
3:35,2567,Jimmy Whitt Defensive Rebound.,29,71
3:24,2567,Elijah Landrum missed Three Point Jumper.,29,71
3:24,58,Malik Martin Defensive Rebound.,29,71
3:02,58,Isaiah Manderson made Layup. Assisted by Malik Martin.,31,71
3:02,2567,Foul on Everett Ray.,31,71
3:02,58,Isaiah Manderson missed Free Throw.,31,71
3:02,2567,Everett Ray Defensive Rebound.,31,71
2:43,2567,Everett Ray made Dunk. Assisted by Akoy Agau.,31,73
2:29,58,Tulio Da Silva made Three Point Jumper. Assisted by David Collins.,34,73
2:04,58,Foul on Malik Martin.,34,73
2:04,2567,Everett Ray missed Free Throw.,34,73
2:04,2567,SMU Deadball Team Rebound.,34,73
2:04,2567,Everett Ray made Free Throw.,34,74
1:52,58,Malik Martin Turnover.,34,74
1:52,2567,Akoy Agau Steal.,34,74
1:48,58,Foul on Isaiah Manderson.,34,74
1:48,2567,Akoy Agau made Free Throw.,34,75
1:48,2567,Akoy Agau made Free Throw.,34,76
1:34,58,Malik Martin Turnover.,34,76
1:34,2567,Luke Wilfong Steal.,34,76
1:29,2567,James Pyle missed Layup.,34,76
1:29,2567,SMU Offensive Rebound.,34,76
1:11,2567,William Douglas Turnover.,34,76
0:58,58,Tulio Da Silva made Three Point Jumper. Assisted by Henry Beard.,37,76
0:34,2567,Luke Wilfong made Three Point Jumper.,37,79
0:19,2567,Foul on Everett Ray.,37,79
0:19,58,Isaiah Manderson made Free Throw.,38,79
0:19,58,Isaiah Manderson made Free Throw.,39,79
0:00,2567,End of Game,39,79
