Washington State,30,USC,265
10:49,265,Milan Acquaah missed Free Throw.,9,19
10:49,30,Jordan Usher Defensive Rebound.,9,19
10:48,30,Bennie Boatwright missed Three Point Jumper.,9,19
10:48,265,Washington State Defensive Rebound.,9,19
10:18,265,Carter Skaggs made Three Point Jumper. Assisted by Robert Franks.,12,19
9:57,30,Jordan Usher missed Three Point Jumper.,12,19
9:57,30,Jordan McLaughlin Offensive Rebound.,12,19
9:49,30,Jordan McLaughlin made Three Point Jumper.,12,22
9:26,265,Viont'e Daniels missed Jumper.,12,22
9:26,30,Bennie Boatwright Defensive Rebound.,12,22
9:20,30,Jordan McLaughlin Turnover.,12,22
9:20,265,Carter Skaggs Steal.,12,22
9:11,265,Malachi Flynn missed Three Point Jumper.,12,22
9:11,30,Bennie Boatwright Defensive Rebound.,12,22
8:57,265,Foul on Robert Franks.,12,22
8:57,30,Chimezie Metu missed Free Throw.,12,22
8:57,30,USC Deadball Team Rebound.,12,22
8:57,30,Chimezie Metu made Free Throw.,12,23
8:43,265,Drick Bernstine missed Jumper.,12,23
8:43,30,Chimezie Metu Block.,12,23
8:43,30,Jordan McLaughlin Defensive Rebound.,12,23
8:32,30,Chimezie Metu made Dunk. Assisted by Jordan McLaughlin.,12,25
8:26,265,Kwinton Hinson made Dunk. Assisted by Drick Bernstine.,14,25
8:06,30,Bennie Boatwright made Layup. Assisted by Chimezie Metu.,14,27
7:57,265,Carter Skaggs made Three Point Jumper. Assisted by Kwinton Hinson.,17,27
7:52,30,USC  Timeout,17,27
7:52,30,Official TV Timeout,17,27
7:42,30,Jonah Mathews made Jumper. Assisted by Chimezie Metu.,17,29
7:23,265,Kwinton Hinson missed Jumper.,17,29
7:23,30,Jonah Mathews Defensive Rebound.,17,29
7:03,30,Jonah Mathews made Jumper. Assisted by Nick Rakocevic.,17,31
7:03,265,Jeff Pollard Turnover.,17,31
7:03,30,Elijah Stewart Steal.,17,31
6:37,30,Jordan McLaughlin missed Jumper.,17,31
6:37,265,Carter Skaggs Defensive Rebound.,17,31
6:22,265,Jeff Pollard made Layup. Assisted by Carter Skaggs.,19,31
5:59,30,Jordan McLaughlin missed Jumper.,19,31
5:59,265,Malachi Flynn Defensive Rebound.,19,31
5:53,265,Carter Skaggs missed Three Point Jumper.,19,31
5:53,30,Nick Rakocevic Defensive Rebound.,19,31
5:45,30,Chimezie Metu made Dunk. Assisted by Jordan McLaughlin.,19,33
5:45,30,Flagrant 2 foul on Chimezie Metu.,19,33
5:45,265,Carter Skaggs missed Free Throw.,19,33
5:45,265,Washington State Deadball Team Rebound.,19,33
5:45,265,Carter Skaggs made Free Throw.,20,33
5:23,265,Carter Skaggs missed Three Point Jumper.,20,33
5:23,265,Kwinton Hinson Offensive Rebound.,20,33
5:16,265,Malachi Flynn made Three Point Jumper. Assisted by Drick Bernstine.,23,33
5:03,30,Bennie Boatwright missed Three Point Jumper.,23,33
5:03,265,Drick Bernstine Defensive Rebound.,23,33
4:55,265,Foul on Drick Bernstine.,23,33
4:55,265,Drick Bernstine Turnover.,23,33
4:47,30,Derryck Thornton missed Layup.,23,33
4:47,265,Robert Franks Defensive Rebound.,23,33
4:32,265,Kwinton Hinson missed Jumper.,23,33
4:32,30,Elijah Stewart Block.,23,33
4:32,265,Washington State Offensive Rebound.,23,33
4:21,265,Robert Franks made Three Point Jumper. Assisted by Malachi Flynn.,26,33
3:59,30,Derryck Thornton missed Three Point Jumper.,26,33
3:59,265,Kwinton Hinson Defensive Rebound.,26,33
3:59,30,Foul on Jonah Mathews.,26,33
3:48,30,Official TV Timeout,26,33
3:48,30,Official TV Timeout,26,33
3:48,265,Robert Franks made Free Throw.,27,33
3:48,265,Robert Franks made Free Throw.,28,33
3:22,30,Nick Rakocevic missed Jumper.,28,33
3:22,265,Washington State Defensive Rebound.,28,33
2:55,265,Malachi Flynn made Jumper.,30,33
2:40,30,Jordan Usher made Jumper. Assisted by Elijah Stewart.,30,35
2:23,265,Kwinton Hinson Turnover.,30,35
2:23,30,Elijah Stewart Steal.,30,35
2:15,30,Jordan McLaughlin made Jumper. Assisted by Elijah Stewart.,30,37
2:10,265,Washington State  Timeout,30,37
1:56,265,Robert Franks Turnover.,30,37
1:56,30,Elijah Stewart Steal.,30,37
1:50,30,Jordan Usher made Dunk. Assisted by Jordan McLaughlin.,30,39
1:33,30,Foul on Bennie Boatwright.,30,39
1:33,265,Drick Bernstine made Free Throw.,31,39
1:33,265,Drick Bernstine missed Free Throw.,31,39
1:33,30,Nick Rakocevic Defensive Rebound.,31,39
1:32,30,Jordan McLaughlin missed Three Point Jumper.,31,39
1:32,265,Drick Bernstine Defensive Rebound.,31,39
0:51,265,Milan Acquaah missed Jumper.,31,39
0:51,30,Jordan Usher Block.,31,39
0:51,30,Shaqquan Aaron Defensive Rebound.,31,39
0:37,30,Elijah Stewart missed Three Point Jumper.,31,39
0:37,265,Carter Skaggs Defensive Rebound.,31,39
0:33,265,Carter Skaggs missed Three Point Jumper.,31,39
0:33,30,Jordan McLaughlin Defensive Rebound.,31,39
0:05,30,Elijah Stewart missed Three Point Jumper.,31,39
0:05,30,Nick Rakocevic Offensive Rebound.,31,39
0:01,30,Nick Rakocevic made Jumper.,31,41
0:00,30,End of 1st half,31,41
20:00,30,Jump Ball won by USC,31,41
19:54,265,Malachi Flynn missed Jumper.,31,41
19:54,30,Elijah Stewart Defensive Rebound.,31,41
19:35,30,Bennie Boatwright made Jumper. Assisted by Nick Rakocevic.,31,43
19:14,30,Foul on Nick Rakocevic.,31,43
18:55,265,Robert Franks missed Three Point Jumper.,31,43
18:55,30,Jonah Mathews Defensive Rebound.,31,43
18:45,30,Nick Rakocevic made Jumper. Assisted by Jordan McLaughlin.,31,45
18:32,265,Washington State  Timeout,31,45
18:27,265,Drick Bernstine Turnover.,31,45
18:14,265,Foul on Carter Skaggs.,31,45
18:11,30,Jonah Mathews missed Three Point Jumper.,31,45
18:11,30,Bennie Boatwright Offensive Rebound.,31,45
18:00,30,Bennie Boatwright made Jumper.,31,47
17:44,265,Malachi Flynn made Jumper.,33,47
17:13,30,Elijah Stewart missed Jumper.,33,47
17:13,265,Drick Bernstine Defensive Rebound.,33,47
17:08,265,Carter Skaggs made Three Point Jumper. Assisted by Drick Bernstine.,36,47
16:42,30,Jordan McLaughlin missed Jumper.,36,47
16:42,30,Nick Rakocevic Offensive Rebound.,36,47
16:29,265,Foul on Milan Acquaah.,36,47
16:29,30,Elijah Stewart made Free Throw.,36,48
16:29,30,Elijah Stewart missed Free Throw.,36,48
16:29,265,Milan Acquaah Defensive Rebound.,36,48
16:18,30,Foul on Elijah Stewart.,36,48
16:11,265,Carter Skaggs made Three Point Jumper. Assisted by Malachi Flynn.,39,48
15:58,30,Jonah Mathews missed Jumper.,39,48
15:58,30,USC Offensive Rebound.,39,48
15:45,30,Jordan McLaughlin missed Three Point Jumper.,39,48
15:45,30,Shaqquan Aaron Offensive Rebound.,39,48
15:45,30,Shaqquan Aaron made Two Point Tip Shot.,39,50
15:32,265,Carter Skaggs missed Three Point Jumper.,39,50
15:32,265,Robert Franks Offensive Rebound.,39,50
15:25,265,Milan Acquaah missed Three Point Jumper.,39,50
15:25,265,Drick Bernstine Offensive Rebound.,39,50
15:22,30,Foul on Bennie Boatwright.,39,50
15:10,265,Malachi Flynn made Jumper.,41,50
14:57,30,Nick Rakocevic made Layup. Assisted by Shaqquan Aaron.,41,52
14:48,265,Malachi Flynn made Three Point Jumper. Assisted by Drick Bernstine.,44,52
14:27,265,Foul on Robert Franks.,44,52
14:25,30,Nick Rakocevic Turnover.,44,52
14:25,30,Foul on Nick Rakocevic.,44,52
14:17,265,Jeff Pollard Turnover.,44,52
14:17,30,Jordan McLaughlin Steal.,44,52
14:11,30,Nick Rakocevic made Jumper. Assisted by Jordan McLaughlin.,44,54
13:56,30,Foul on Jordan Usher.,44,54
13:43,265,Drick Bernstine missed Jumper.,44,54
13:43,30,Elijah Stewart Defensive Rebound.,44,54
13:36,30,Jordan McLaughlin made Jumper.,44,56
13:18,265,Jeff Pollard Turnover.,44,56
13:18,30,Nick Rakocevic Steal.,44,56
13:11,30,Foul on Nick Rakocevic.,44,56
13:11,30,Jordan Usher Turnover.,44,56
13:11,265,Jeff Pollard Steal.,44,56
12:55,30,Foul on Shaqquan Aaron.,44,56
12:55,265,Malachi Flynn made Free Throw.,45,56
12:55,265,Malachi Flynn made Free Throw.,46,56
12:37,265,Foul on Milan Acquaah.,46,56
12:37,30,Jordan McLaughlin missed Free Throw.,46,56
12:37,30,USC Deadball Team Rebound.,46,56
12:37,30,Jordan McLaughlin made Free Throw.,46,57
12:11,265,Robert Franks missed Three Point Jumper.,46,57
12:11,265,Carter Skaggs Offensive Rebound.,46,57
12:05,265,Viont'e Daniels Turnover.,46,57
12:05,30,Jordan Usher Steal.,46,57
12:02,265,Foul on Viont'e Daniels.,46,57
11:45,30,Jonah Mathews made Jumper.,46,59
11:33,265,Robert Franks Turnover.,46,59
11:33,30,Jordan Usher Steal.,46,59
11:27,30,Jordan Usher made Jumper.,46,61
11:13,265,Foul on Robert Franks.,46,61
11:13,265,Robert Franks Turnover.,46,61
11:02,30,Elijah Stewart made Jumper.,46,63
11:02,265,Foul on Robert Franks.,46,63
11:02,30,Elijah Stewart made Free Throw.,46,64
10:48,265,Milan Acquaah Turnover.,46,64
10:37,265,Foul on Kwinton Hinson.,46,64
10:37,30,Jordan Usher made Free Throw.,46,65
10:37,30,Jordan Usher made Free Throw.,46,66
10:28,265,Malachi Flynn missed Three Point Jumper.,46,66
10:28,265,Washington State Offensive Rebound.,46,66
10:25,30,Foul on Elijah Stewart.,46,66
10:25,265,Jeff Pollard missed Free Throw.,46,66
10:25,30,Bennie Boatwright Defensive Rebound.,46,66
10:18,30,Shaqquan Aaron made Three Point Jumper. Assisted by Jordan Usher.,46,69
10:07,265,Washington State  Timeout,46,69
9:57,30,Foul on Jonah Mathews.,46,69
9:57,265,Carter Skaggs made Free Throw.,47,69
9:57,265,Carter Skaggs made Free Throw.,48,69
9:38,30,Jordan McLaughlin made Layup.,48,71
9:17,265,Malachi Flynn made Jumper.,50,71
9:01,30,Bennie Boatwright made Dunk. Assisted by Jordan Usher.,50,73
8:42,265,Arinze Chidom Turnover.,50,73
8:42,30,Jordan Usher Steal.,50,73
8:34,30,Bennie Boatwright Turnover.,50,73
8:34,265,Malachi Flynn Steal.,50,73
8:20,265,Viont'e Daniels missed Jumper.,50,73
8:20,265,Arinze Chidom Offensive Rebound.,50,73
8:13,265,Carter Skaggs made Three Point Jumper. Assisted by Viont'e Daniels.,53,73
8:13,30,USC  Timeout,53,73
8:13,30,Official TV Timeout,53,73
8:07,30,Elijah Stewart made Three Point Jumper. Assisted by Jordan McLaughlin.,53,76
7:32,265,Malachi Flynn missed Three Point Jumper.,53,76
7:32,265,Arinze Chidom Offensive Rebound.,53,76
7:13,265,Arinze Chidom missed Three Point Jumper.,53,76
7:13,30,Jordan Usher Defensive Rebound.,53,76
7:08,30,Jordan Usher Turnover.,53,76
7:08,265,Malachi Flynn Steal.,53,76
7:08,265,Malachi Flynn missed Jumper.,53,76
7:08,30,Nick Rakocevic Defensive Rebound.,53,76
7:08,30,Jordan Usher Turnover.,53,76
7:08,265,Drick Bernstine Steal.,53,76
6:48,265,Carter Skaggs missed Three Point Jumper.,53,76
6:48,30,Shaqquan Aaron Defensive Rebound.,53,76
6:44,30,Shaqquan Aaron missed Three Point Jumper.,53,76
6:44,30,Jordan Usher Offensive Rebound.,53,76
6:36,30,Nick Rakocevic made Layup. Assisted by Jordan Usher.,53,78
6:12,265,Washington State  Timeout,53,78
6:04,265,Carter Skaggs missed Jumper.,53,78
6:04,30,Shaqquan Aaron Block.,53,78
6:04,30,Jordan McLaughlin Defensive Rebound.,53,78
5:51,30,Bennie Boatwright made Three Point Jumper. Assisted by Jordan McLaughlin.,53,81
5:36,265,Arinze Chidom made Three Point Jumper. Assisted by Malachi Flynn.,56,81
5:10,30,Nick Rakocevic made Dunk. Assisted by Bennie Boatwright.,56,83
5:00,30,Foul on Jonah Mathews.,56,83
5:00,265,Malachi Flynn made Free Throw.,57,83
5:00,265,Malachi Flynn made Free Throw.,58,83
4:48,30,Bennie Boatwright missed Three Point Jumper.,58,83
4:48,265,Davante Cooper Defensive Rebound.,58,83
4:19,265,Arinze Chidom made Three Point Jumper. Assisted by Milan Acquaah.,61,83
3:58,265,Foul on Arinze Chidom.,61,83
3:58,30,Official TV Timeout,61,83
3:58,30,Bennie Boatwright missed Free Throw.,61,83
3:58,30,USC Deadball Team Rebound.,61,83
3:58,30,Bennie Boatwright missed Free Throw.,61,83
3:58,265,Arinze Chidom Defensive Rebound.,61,83
3:43,265,Arinze Chidom missed Jumper.,61,83
3:43,30,Nick Rakocevic Defensive Rebound.,61,83
3:34,30,Derryck Thornton Turnover.,61,83
3:34,265,Milan Acquaah Steal.,61,83
3:27,265,Milan Acquaah made Jumper.,63,83
3:06,265,Foul on Davante Cooper.,63,83
3:06,30,Nick Rakocevic missed Free Throw.,63,83
3:06,30,USC Deadball Team Rebound.,63,83
3:06,30,Nick Rakocevic missed Free Throw.,63,83
3:06,265,Davante Cooper Defensive Rebound.,63,83
2:52,265,Kwinton Hinson made Three Point Jumper.,66,83
2:36,30,Charles O'Bannon Jr. missed Jumper.,66,83
2:36,30,Bennie Boatwright Offensive Rebound.,66,83
2:29,30,Bennie Boatwright made Jumper.,66,85
2:16,265,Davante Cooper made Dunk. Assisted by Milan Acquaah.,68,85
1:48,30,Derryck Thornton made Jumper.,68,87
1:48,30,USC  Timeout,68,87
1:29,265,Kwinton Hinson missed Three Point Jumper.,68,87
1:29,30,Shaqquan Aaron Defensive Rebound.,68,87
1:12,30,Shaqquan Aaron made Layup.,68,89
0:53,265,KJ Langston missed Three Point Jumper.,68,89
0:53,30,Victor Uyaelunmo Defensive Rebound.,68,89
0:31,30,Victor Uyaelunmo missed Jumper.,68,89
0:31,265,Davante Cooper Block.,68,89
0:31,265,Washington State Defensive Rebound.,68,89
0:02,265,Arinze Chidom made Three Point Jumper. Assisted by Milan Acquaah.,71,89
0:00,30,End of Game,71,89
