Indiana State,2287,Illinois State,282
14:28,2287,Phil Fayne missed Jumper.,14,10
14:28,2287,Phil Fayne Offensive Rebound.,14,10
14:25,2287,Phil Fayne made Jumper.,14,12
14:11,282,Brenton Scott missed Jumper.,14,12
14:11,2287,Matt Hein Defensive Rebound.,14,12
13:58,2287,Phil Fayne Turnover.,14,12
13:39,282,Jordan Barnes Turnover.,14,12
13:36,2287,Elijah Clarance Steal.,14,12
13:35,2287,Matt Hein made Three Point Jumper. Assisted by Elijah Clarance.,14,15
13:12,282,Devin Thomas missed Jumper.,14,15
13:12,2287,William Tinsley Block.,14,15
13:08,282,Brandon Murphy Offensive Rebound.,14,15
13:03,282,Clayton Hughes made Layup.,16,15
12:58,2287,Elijah Clarance missed Three Point Jumper.,16,15
12:58,282,Devin Thomas Defensive Rebound.,16,15
12:43,282,Brandon Murphy made Jumper.,18,15
12:30,2287,Taylor Bruninga missed Three Point Jumper.,18,15
12:30,282,Jordan Barnes Defensive Rebound.,18,15
12:04,282,Tyreke Key missed Jumper.,18,15
12:04,282,Tyreke Key Offensive Rebound.,18,15
12:01,282,Tyreke Key missed Two Point Tip Shot.,18,15
12:01,2287,Matt Hein Defensive Rebound.,18,15
11:45,2287,William Tinsley missed Three Point Jumper.,18,15
11:45,282,Devin Thomas Defensive Rebound.,18,15
11:30,2287,Foul on Phil Fayne.,18,15
11:30,2287,Official TV Timeout,18,15
11:29,282,Devin Thomas missed Free Throw.,18,15
11:29,282,Indiana State Deadball Team Rebound.,18,15
11:29,282,Devin Thomas made Free Throw.,19,15
11:16,2287,Daouda Ndiaye missed Layup.,19,15
11:16,282,Tyreke Key Defensive Rebound.,19,15
10:55,282,Clayton Hughes Turnover.,19,15
10:41,2287,William Tinsley Turnover.,19,15
10:22,282,Bronson Kessinger Turnover.,19,15
10:21,2287,Matt Hein Steal.,19,15
10:19,2287,Foul on Milik Yarbrough.,19,15
10:19,2287,Milik Yarbrough Turnover.,19,15
10:02,282,Brenton Scott missed Three Point Jumper.,19,15
10:02,2287,Milik Yarbrough Defensive Rebound.,19,15
9:51,2287,Milik Yarbrough missed Jumper.,19,15
9:51,282,Brandon Murphy Defensive Rebound.,19,15
9:44,282,Tyreke Key missed Layup.,19,15
9:44,2287,William Tinsley Defensive Rebound.,19,15
9:38,2287,Matt Hein made Three Point Jumper. Assisted by William Tinsley.,19,18
9:14,2287,Foul on William Tinsley.,19,18
9:08,282,Brenton Scott made Layup.,21,18
8:51,2287,Madison Williams missed Three Point Jumper.,21,18
8:51,282,Jordan Barnes Defensive Rebound.,21,18
8:42,282,Jordan Barnes made Jumper.,23,18
8:21,2287,Matt Hein missed Three Point Jumper.,23,18
8:21,282,Clayton Hughes Defensive Rebound.,23,18
7:59,282,Bronson Kessinger made Jumper.,25,18
7:42,2287,Official TV Timeout,25,18
7:38,2287,Phil Fayne Turnover.,25,18
7:24,282,Clayton Hughes missed Three Point Jumper.,25,18
7:24,282,Emondre Rickman Offensive Rebound.,25,18
7:22,2287,Foul on Taylor Bruninga.,25,18
7:12,282,Jordan Barnes missed Three Point Jumper.,25,18
7:12,2287,Illinois State Defensive Rebound.,25,18
6:58,282,Foul on Clayton Hughes.,25,18
6:47,2287,Elijah Clarance Turnover.,25,18
6:30,282,Jordan Barnes Turnover.,25,18
6:28,2287,Phil Fayne Steal.,25,18
6:24,2287,Isaac Gassman missed Three Point Jumper.,25,18
6:24,282,Jordan Barnes Defensive Rebound.,25,18
6:18,282,Brenton Scott missed Three Point Jumper.,25,18
6:18,2287,Taylor Bruninga Defensive Rebound.,25,18
6:03,2287,Elijah Clarance missed Three Point Jumper.,25,18
6:03,2287,Isaac Gassman Offensive Rebound.,25,18
6:00,282,Foul on Jordan Barnes.,25,18
5:53,2287,Milik Yarbrough made Layup.,25,20
5:53,282,Foul on Tyreke Key.,25,20
5:53,2287,Milik Yarbrough missed Free Throw.,25,20
5:53,282,Devin Thomas Defensive Rebound.,25,20
5:23,282,Devin Thomas missed Three Point Jumper.,25,20
5:23,2287,Madison Williams Defensive Rebound.,25,20
5:09,2287,Matt Hein made Three Point Jumper. Assisted by Milik Yarbrough.,25,23
4:54,282,Tyreke Key missed Layup.,25,23
4:54,2287,Matt Hein Defensive Rebound.,25,23
4:42,2287,Milik Yarbrough made Three Point Jumper.,25,26
4:27,282,Jordan Barnes Turnover.,25,26
4:26,2287,Milik Yarbrough Steal.,25,26
4:22,2287,Milik Yarbrough made Dunk.,25,28
4:19,282,Indiana State  Timeout,25,28
4:10,282,Brenton Scott Turnover.,25,28
4:08,2287,Milik Yarbrough Steal.,25,28
4:05,2287,Matt Hein missed Layup.,25,28
4:05,2287,William Tinsley Offensive Rebound.,25,28
3:59,2287,Madison Williams missed Jumper.,25,28
3:59,282,Brenton Scott Defensive Rebound.,25,28
3:51,2287,Foul on Taylor Bruninga.,25,28
3:45,282,Brandon Murphy made Free Throw.,26,28
3:45,282,Brandon Murphy made Free Throw.,27,28
3:31,2287,Matt Hein missed Jumper.,27,28
3:31,2287,Milik Yarbrough Offensive Rebound.,27,28
3:28,2287,William Tinsley made Layup. Assisted by Milik Yarbrough.,27,30
3:20,282,Jordan Barnes Turnover.,27,30
3:19,2287,William Tinsley Steal.,27,30
3:19,282,Foul on Jordan Barnes.,27,30
3:19,2287,William Tinsley missed Free Throw.,27,30
3:19,282,Brandon Murphy Defensive Rebound.,27,30
2:59,282,Brenton Scott Turnover.,27,30
2:58,2287,Matt Hein Steal.,27,30
2:58,2287,Foul on Matt Hein.,27,30
2:58,2287,Matt Hein Turnover.,27,30
2:44,2287,Daouda Ndiaye Turnover.,27,30
2:42,282,Brenton Scott Steal.,27,30
2:37,282,Brandon Murphy made Layup. Assisted by Brenton Scott.,29,30
2:35,2287,Milik Yarbrough missed Three Point Jumper.,29,30
2:35,282,Brenton Scott Defensive Rebound.,29,30
2:25,2287,Foul on Daouda Ndiaye.,29,30
2:05,282,Brandon Murphy made Free Throw.,30,30
2:05,282,Brandon Murphy made Free Throw.,31,30
1:49,2287,Madison Williams missed Three Point Jumper.,31,30
1:49,2287,Isaac Gassman Offensive Rebound.,31,30
1:42,2287,Milik Yarbrough made Layup. Assisted by William Tinsley.,31,32
1:23,2287,Foul on Madison Williams.,31,32
1:23,282,Brenton Scott made Free Throw.,32,32
1:23,282,Brenton Scott made Free Throw.,33,32
1:02,2287,William Tinsley Turnover.,33,32
1:00,282,Brenton Scott Steal.,33,32
1:00,282,Brenton Scott missed Layup.,33,32
1:00,2287,William Tinsley Block.,33,32
1:00,282,Indiana State Offensive Rebound.,33,32
0:49,282,Brenton Scott missed Three Point Jumper.,33,32
0:49,2287,Milik Yarbrough Defensive Rebound.,33,32
0:42,2287,Illinois State  Timeout,33,32
0:29,2287,Isaac Gassman missed Three Point Jumper.,33,32
0:29,282,Matt Deady Defensive Rebound.,33,32
0:04,282,Brenton Scott made Three Point Jumper.,36,32
0:00,2287,End of 1st half,36,32
19:53,282,Brenton Scott made Layup.,38,32
19:35,2287,Phil Fayne made Jumper.,38,34
19:22,282,Brenton Scott missed Jumper.,38,34
19:22,2287,Matt Hein Defensive Rebound.,38,34
19:16,2287,Milik Yarbrough missed Three Point Jumper.,38,34
19:16,282,Brandon Murphy Defensive Rebound.,38,34
19:01,282,Qiydar Davis Turnover.,38,34
18:41,2287,Milik Yarbrough missed Jumper.,38,34
18:41,2287,Phil Fayne Offensive Rebound.,38,34
18:30,2287,Taylor Bruninga missed Three Point Jumper.,38,34
18:30,2287,Phil Fayne Offensive Rebound.,38,34
18:23,2287,Phil Fayne made Jumper.,38,36
17:56,282,Emondre Rickman made Dunk. Assisted by Matt Deady.,40,36
17:27,282,Foul on Emondre Rickman.,40,36
17:27,2287,Taylor Bruninga made Free Throw.,40,37
17:27,2287,Taylor Bruninga made Free Throw.,40,38
17:13,282,Brenton Scott Turnover.,40,38
17:00,2287,Matt Hein made Three Point Jumper. Assisted by Madison Williams.,40,41
16:31,282,Emondre Rickman missed Layup.,40,41
16:31,2287,Phil Fayne Defensive Rebound.,40,41
16:11,282,Foul on Matt Deady.,40,41
16:03,2287,Phil Fayne Turnover.,40,41
15:46,2287,Official TV Timeout,40,41
15:42,282,Jordan Barnes Turnover.,40,41
15:39,2287,Phil Fayne Steal.,40,41
15:38,2287,Phil Fayne made Dunk.,40,43
15:27,282,Emondre Rickman made Layup. Assisted by Jordan Barnes.,42,43
15:10,2287,Madison Williams missed Three Point Jumper.,42,43
15:10,282,Qiydar Davis Defensive Rebound.,42,43
14:54,282,Tyreke Key missed Jumper.,42,43
14:54,282,Bronson Kessinger Offensive Rebound.,42,43
14:52,282,Bronson Kessinger missed Jumper.,42,43
14:52,282,Bronson Kessinger Offensive Rebound.,42,43
14:49,282,Bronson Kessinger made Two Point Tip Shot.,44,43
14:41,2287,Milik Yarbrough Turnover.,44,43
14:39,282,Qiydar Davis Steal.,44,43
14:22,282,Tyreke Key made Layup. Assisted by Emondre Rickman.,46,43
14:04,2287,Elijah Clarance missed Three Point Jumper.,46,43
14:04,282,Emondre Rickman Defensive Rebound.,46,43
13:53,282,Jordan Barnes made Three Point Jumper.,49,43
13:47,2287,Illinois State  Timeout,49,43
13:29,2287,Phil Fayne Turnover.,49,43
13:14,282,Emondre Rickman made Layup. Assisted by Jordan Barnes.,51,43
13:02,2287,Madison Williams missed Jumper.,51,43
13:02,2287,William Tinsley Offensive Rebound.,51,43
12:55,282,Foul on Emondre Rickman.,51,43
12:42,2287,Matt Hein Turnover.,51,43
12:40,282,Brenton Scott Steal.,51,43
12:37,282,Tyreke Key missed Layup.,51,43
12:37,2287,Phil Fayne Defensive Rebound.,51,43
12:18,2287,Phil Fayne missed Jumper.,51,43
12:18,282,Tyreke Key Defensive Rebound.,51,43
12:10,282,Qiydar Davis made Dunk. Assisted by Jordan Barnes.,53,43
11:59,2287,Illinois State  Timeout,53,43
11:52,2287,Matt Hein missed Three Point Jumper.,53,43
11:52,282,Jordan Barnes Defensive Rebound.,53,43
11:44,282,Brenton Scott Turnover.,53,43
11:37,2287,Isaac Gassman missed Layup.,53,43
11:37,282,Brenton Scott Defensive Rebound.,53,43
11:24,282,Jordan Barnes missed Layup.,53,43
11:24,2287,Phil Fayne Defensive Rebound.,53,43
11:12,2287,Milik Yarbrough missed Jumper.,53,43
11:12,2287,Milik Yarbrough Offensive Rebound.,53,43
11:08,2287,Milik Yarbrough made Jumper.,53,45
10:52,282,Brenton Scott made Jumper.,55,45
10:31,2287,Isaac Gassman made Three Point Jumper. Assisted by Madison Williams.,55,48
10:14,282,Jordan Barnes missed Three Point Jumper.,55,48
10:14,2287,Isaac Gassman Defensive Rebound.,55,48
10:00,282,Foul on Brandon Murphy.,55,48
9:52,2287,Milik Yarbrough Turnover.,55,48
9:50,282,Clayton Hughes Steal.,55,48
9:31,282,Clayton Hughes made Jumper.,57,48
9:18,2287,Taylor Bruninga made Three Point Jumper. Assisted by Matt Hein.,57,51
8:52,282,Brenton Scott Turnover.,57,51
8:52,2287,Milik Yarbrough Steal.,57,51
8:39,282,Foul on Brandon Murphy.,57,51
8:35,2287,Phil Fayne missed Free Throw.,57,51
8:35,2287,Illinois State Deadball Team Rebound.,57,51
8:35,2287,Phil Fayne missed Free Throw.,57,51
8:35,282,Matt Deady Defensive Rebound.,57,51
8:16,2287,Foul on Matt Hein.,57,51
8:07,282,Clayton Hughes made Jumper.,59,51
7:51,2287,Matt Hein Turnover.,59,51
7:50,282,Brenton Scott Steal.,59,51
7:50,2287,Foul on Matt Hein.,59,51
7:47,2287,Official TV Timeout,59,51
7:37,282,Brandon Murphy made Layup.,61,51
7:37,2287,Foul on Isaac Gassman.,61,51
7:37,282,Brandon Murphy missed Free Throw.,61,51
7:37,2287,Milik Yarbrough Defensive Rebound.,61,51
7:12,2287,Taylor Bruninga made Three Point Jumper. Assisted by Milik Yarbrough.,61,54
6:52,2287,Foul on Isaac Gassman.,61,54
6:39,282,Clayton Hughes made Dunk. Assisted by Jordan Barnes.,63,54
6:22,2287,Phil Fayne Turnover.,63,54
6:22,282,Clayton Hughes Steal.,63,54
6:22,2287,Foul on Phil Fayne.,63,54
5:59,282,Brenton Scott missed Three Point Jumper.,63,54
5:59,2287,Milik Yarbrough Defensive Rebound.,63,54
5:51,2287,Madison Williams missed Three Point Jumper.,63,54
5:51,282,Qiydar Davis Defensive Rebound.,63,54
5:23,282,Qiydar Davis missed Jumper.,63,54
5:23,2287,Taylor Bruninga Block.,63,54
5:21,2287,Matt Hein Defensive Rebound.,63,54
5:13,2287,Madison Williams made Three Point Jumper. Assisted by Phil Fayne.,63,57
4:56,282,Indiana State  Timeout,63,57
4:38,282,Emondre Rickman missed Jumper.,63,57
4:38,2287,Taylor Bruninga Defensive Rebound.,63,57
4:28,282,Foul on Emondre Rickman.,63,57
4:27,2287,Milik Yarbrough made Free Throw.,63,58
4:27,2287,Milik Yarbrough made Free Throw.,63,59
4:00,282,Emondre Rickman made Jumper. Assisted by Jordan Barnes.,65,59
3:45,282,Foul on Matt Deady.,65,59
3:45,2287,Official TV Timeout,65,59
3:45,2287,Milik Yarbrough made Free Throw.,65,60
3:45,2287,Milik Yarbrough made Free Throw.,65,61
3:18,282,Brenton Scott missed Layup.,65,61
3:18,2287,Milik Yarbrough Block.,65,61
3:18,282,Indiana State Offensive Rebound.,65,61
3:14,282,Indiana State  Turnover.,65,61
3:04,2287,Milik Yarbrough made Jumper.,65,63
2:48,282,Qiydar Davis Turnover.,65,63
2:48,2287,Madison Williams Steal.,65,63
2:37,282,Foul on Qiydar Davis.,65,63
2:37,2287,Milik Yarbrough made Free Throw.,65,64
2:37,2287,Milik Yarbrough missed Free Throw.,65,64
2:37,282,Brandon Murphy Defensive Rebound.,65,64
2:15,282,Qiydar Davis Turnover.,65,64
2:05,2287,Matt Hein Turnover.,65,64
2:03,282,Qiydar Davis Steal.,65,64
2:02,282,Qiydar Davis made Dunk.,67,64
1:48,2287,Matt Hein missed Three Point Jumper.,67,64
1:48,2287,Phil Fayne Offensive Rebound.,67,64
1:41,2287,Phil Fayne made Jumper.,67,66
1:41,282,Foul on Clayton Hughes.,67,66
1:40,2287,Taylor Bruninga made Free Throw.,67,67
1:40,2287,Taylor Bruninga made Free Throw.,67,68
1:32,2287,Foul on Madison Williams.,67,68
1:27,2287,Foul on Madison Williams.,67,68
1:27,282,Jordan Barnes made Free Throw.,68,68
1:27,282,Jordan Barnes missed Free Throw.,68,68
1:27,2287,Milik Yarbrough Defensive Rebound.,68,68
1:17,2287,Taylor Bruninga missed Three Point Jumper.,68,68
1:17,2287,Matt Hein Offensive Rebound.,68,68
0:54,2287,Madison Williams missed Three Point Jumper.,68,68
0:54,282,Brenton Scott Defensive Rebound.,68,68
0:43,282,Indiana State  Timeout,68,68
0:34,2287,Foul on Matt Hein.,68,68
0:34,282,Qiydar Davis made Free Throw.,69,68
0:34,282,Qiydar Davis made Free Throw.,70,68
0:34,282,Indiana State  Timeout,70,68
0:34,2287,Milik Yarbrough missed Jumper.,70,68
0:34,2287,Phil Fayne Offensive Rebound.,70,68
0:31,2287,Phil Fayne made Two Point Tip Shot.,70,70
0:26,2287,Illinois State  Timeout,70,70
0:05,282,Jordan Barnes missed Three Point Jumper.,70,70
0:05,2287,Madison Williams Block.,70,70
0:04,282,Clayton Hughes Offensive Rebound.,70,70
0:01,282,Clayton Hughes missed Jumper.,70,70
0:01,2287,Milik Yarbrough Defensive Rebound.,70,70
0:00,2287,End of 2nd half,70,70
4:49,2287,Milik Yarbrough made Jumper. Assisted by Phil Fayne.,70,72
4:31,2287,Foul on Milik Yarbrough.,70,72
4:31,282,Brandon Murphy missed Free Throw.,70,72
4:31,282,Indiana State Deadball Team Rebound.,70,72
4:31,282,Brandon Murphy made Free Throw.,71,72
4:18,282,Foul on Qiydar Davis.,71,72
4:18,2287,Phil Fayne missed Free Throw.,71,72
4:18,2287,Illinois State Deadball Team Rebound.,71,72
4:18,2287,Phil Fayne made Free Throw.,71,73
4:00,282,Clayton Hughes missed Three Point Jumper.,71,73
4:00,2287,Madison Williams Defensive Rebound.,71,73
3:52,2287,Phil Fayne missed Layup.,71,73
3:52,282,Brenton Scott Defensive Rebound.,71,73
3:51,2287,Foul on Isaac Gassman.,71,73
3:51,282,Brenton Scott made Free Throw.,72,73
3:51,282,Brenton Scott made Free Throw.,73,73
3:32,2287,Taylor Bruninga made Three Point Jumper. Assisted by Isaac Gassman.,73,76
3:22,282,Brenton Scott missed Three Point Jumper.,73,76
3:22,2287,Milik Yarbrough Block.,73,76
3:20,282,Indiana State Offensive Rebound.,73,76
3:13,282,Clayton Hughes Turnover.,73,76
3:02,2287,Milik Yarbrough Turnover.,73,76
2:44,282,Brandon Murphy Turnover.,73,76
2:27,2287,Madison Williams Turnover.,73,76
2:17,282,Emondre Rickman made Dunk. Assisted by Qiydar Davis.,75,76
1:58,282,Foul on Clayton Hughes.,75,76
1:57,2287,Phil Fayne missed Free Throw.,75,76
1:57,2287,Illinois State Deadball Team Rebound.,75,76
1:57,2287,Phil Fayne missed Free Throw.,75,76
1:57,282,Indiana State Defensive Rebound.,75,76
1:38,282,Brenton Scott missed Three Point Jumper.,75,76
1:38,2287,Isaac Gassman Defensive Rebound.,75,76
1:29,2287,Milik Yarbrough made Layup.,75,78
1:18,282,Jordan Barnes Turnover.,75,78
1:18,2287,Isaac Gassman Steal.,75,78
0:53,2287,Milik Yarbrough missed Three Point Jumper.,75,78
0:53,282,Clayton Hughes Defensive Rebound.,75,78
0:41,282,Qiydar Davis missed Three Point Jumper.,75,78
0:41,2287,Madison Williams Defensive Rebound.,75,78
0:28,282,Foul on Jordan Barnes.,75,78
0:28,2287,Milik Yarbrough missed Free Throw.,75,78
0:28,2287,Illinois State Deadball Team Rebound.,75,78
0:28,2287,Milik Yarbrough made Free Throw.,75,79
0:22,282,Jordan Barnes made Jumper.,77,79
0:22,282,Indiana State  Timeout,77,79
0:22,282,Foul on Tyreke Key.,77,79
0:22,2287,Milik Yarbrough made Free Throw.,77,80
0:22,2287,Milik Yarbrough made Free Throw.,77,81
0:17,2287,Foul on Madison Williams.,77,81
0:17,282,Jordan Barnes made Free Throw.,78,81
0:17,282,Jordan Barnes made Free Throw.,79,81
0:16,282,Foul on Qiydar Davis.,79,81
0:16,2287,Madison Williams made Free Throw.,79,82
0:16,2287,Madison Williams made Free Throw.,79,83
0:16,2287,Illinois State  Timeout,79,83
0:11,282,Brenton Scott made Layup.,81,83
0:09,282,Foul on Brenton Scott.,81,83
0:09,2287,Taylor Bruninga missed Free Throw.,81,83
0:09,2287,Illinois State Deadball Team Rebound.,81,83
0:09,2287,Taylor Bruninga made Free Throw.,81,84
0:03,282,Brenton Scott missed Layup.,81,84
0:03,2287,Milik Yarbrough Block.,81,84
0:02,2287,Phil Fayne Defensive Rebound.,81,84
0:02,282,Foul on Ethan Claycomb.,81,84
0:02,2287,Phil Fayne missed Free Throw.,81,84
0:02,2287,Illinois State Deadball Team Rebound.,81,84
0:02,2287,Phil Fayne missed Free Throw.,81,84
0:02,282,Clayton Hughes Defensive Rebound.,81,84
0:02,282,Clayton Hughes missed Three Point Jumper.,81,84
0:02,2287,Illinois State Deadball Team Rebound.,81,84
0:00,2287,End of Game,81,84
