Idaho,2458,Northern Colorado,70
13:10,2458,Andre Spight missed Three Point Jumper.,8,15
13:10,70,Victor Sanders Defensive Rebound.,8,15
12:57,70,Brayon Blake missed Jumper.,8,15
12:57,2458,Andre Spight Defensive Rebound.,8,15
12:46,2458,Tanner Morgan made Layup. Assisted by Andre Spight.,8,17
12:42,70,Idaho  Timeout,8,17
12:29,70,Victor Sanders made Jumper.,10,17
12:12,2458,Andre Spight made Jumper.,10,19
11:52,70,Arkadiy Mkrtychyan missed Layup.,10,19
11:52,2458,Northern Colorado Defensive Rebound.,10,19
11:50,2458,Official TV Timeout,10,19
11:44,70,Perrion Callandret made Layup. Assisted by Victor Sanders.,12,19
11:25,2458,Anthony Johnson missed Layup.,12,19
11:25,70,Arkadiy Mkrtychyan Defensive Rebound.,12,19
11:11,70,Victor Sanders made Three Point Jumper.,15,19
10:55,2458,Anthony Johnson missed Three Point Jumper.,15,19
10:55,70,Brayon Blake Defensive Rebound.,15,19
10:48,70,Brayon Blake made Jumper.,17,19
10:16,70,Foul on Chad Sherwood.,17,19
10:16,2458,Jordan Davis made Free Throw.,17,20
10:16,2458,Jordan Davis missed Free Throw.,17,20
10:16,70,Arkadiy Mkrtychyan Defensive Rebound.,17,20
10:11,70,Perrion Callandret missed Jumper.,17,20
10:11,2458,Tanner Morgan Defensive Rebound.,17,20
9:48,2458,Jordan Davis missed Layup.,17,20
9:48,2458,Jonah Radebaugh Offensive Rebound.,17,20
9:44,2458,Jonah Radebaugh missed Three Point Jumper.,17,20
9:44,70,Nate Sherwood Defensive Rebound.,17,20
9:32,70,Arkadiy Mkrtychyan made Layup. Assisted by Victor Sanders.,19,20
9:16,2458,Andre Spight missed Three Point Jumper.,19,20
9:16,70,Perrion Callandret Defensive Rebound.,19,20
9:01,70,Perrion Callandret missed Jumper.,19,20
9:01,2458,Jordan Davis Defensive Rebound.,19,20
8:51,2458,Jalen Sanders missed Layup.,19,20
8:51,70,Nate Sherwood Defensive Rebound.,19,20
8:44,2458,Foul on Tanner Morgan.,19,20
8:33,70,Brayon Blake made Jumper.,21,20
8:19,2458,Tanner Morgan made Dunk. Assisted by Jordan Davis.,21,22
8:13,70,Brayon Blake Turnover.,21,22
8:13,70,Foul on Brayon Blake.,21,22
7:59,2458,Chaz Glotta Turnover.,21,22
7:55,70,Scott Blakney Steal.,21,22
7:51,70,Brayon Blake missed Jumper.,21,22
7:51,2458,Jalen Sanders Defensive Rebound.,21,22
7:33,2458,Jalen Sanders Turnover.,21,22
7:33,2458,Official TV Timeout,21,22
7:24,2458,Foul on Jordan Davis.,21,22
7:19,2458,Foul on Andre Spight.,21,22
7:02,70,Victor Sanders missed Three Point Jumper.,21,22
7:02,2458,Tanner Morgan Defensive Rebound.,21,22
6:31,2458,Tanner Morgan missed Three Point Jumper.,21,22
6:31,70,Jordan Scott Defensive Rebound.,21,22
6:18,70,Victor Sanders missed Jumper.,21,22
6:09,2458,Andre Spight missed Jumper.,21,22
5:49,70,Jordan Scott made Jumper.,23,22
5:49,2458,Andre Spight made Three Point Jumper.,23,25
5:49,2458,Technical Foul on Andre Spight.,23,25
5:49,70,Victor Sanders made Free Throw.,24,25
5:49,70,Victor Sanders made Free Throw.,25,25
5:37,70,Brayon Blake Turnover.,25,25
5:29,2458,Tanner Morgan made Layup. Assisted by Jordan Davis.,25,27
5:06,70,Brayon Blake made Jumper. Assisted by Perrion Callandret.,27,27
4:50,70,Foul on Perrion Callandret.,27,27
4:42,2458,Anthony Johnson missed Three Point Jumper.,27,27
4:42,70,Perrion Callandret Defensive Rebound.,27,27
4:37,70,Brayon Blake made Three Point Jumper. Assisted by Perrion Callandret.,30,27
4:34,2458,Official TV Timeout,30,27
4:20,2458,Jordan Davis Turnover.,30,27
4:20,2458,Foul on Jordan Davis.,30,27
4:04,70,Victor Sanders missed Three Point Jumper.,30,27
4:04,2458,Roberto Vercellino Defensive Rebound.,30,27
3:54,70,Foul on Perrion Callandret.,30,27
3:54,2458,Jordan Davis missed Free Throw.,30,27
3:54,2458,Northern Colorado Deadball Team Rebound.,30,27
3:54,2458,Jordan Davis made Free Throw.,30,28
3:37,70,Nate Sherwood Turnover.,30,28
3:37,70,Foul on Nate Sherwood.,30,28
3:22,2458,Jordan Davis made Layup.,30,30
3:11,2458,Foul on Jonah Radebaugh.,30,30
3:11,70,Victor Sanders made Free Throw.,31,30
3:11,70,Victor Sanders made Free Throw.,32,30
2:47,2458,Roberto Vercellino made Layup.,32,32
2:23,70,Arkadiy Mkrtychyan missed Layup.,32,32
2:23,2458,Jonah Radebaugh Defensive Rebound.,32,32
2:05,2458,Jordan Davis made Jumper.,32,34
1:51,70,Trevon Allen Turnover.,32,34
1:51,2458,Jordan Davis Steal.,32,34
1:51,2458,Northern Colorado  Timeout,32,34
1:36,2458,Anthony Johnson missed Three Point Jumper.,32,34
1:36,70,Trevon Allen Defensive Rebound.,32,34
1:23,70,Brayon Blake missed Jumper.,32,34
1:23,70,Arkadiy Mkrtychyan Offensive Rebound.,32,34
1:17,2458,Tanner Morgan Steal.,32,34
1:11,70,Foul on Arkadiy Mkrtychyan.,32,34
1:11,2458,Jordan Davis missed Free Throw.,32,34
1:11,70,Nate Sherwood Defensive Rebound.,32,34
0:55,70,Victor Sanders missed Jumper.,32,34
0:55,2458,Jordan Davis Defensive Rebound.,32,34
0:49,2458,Jonah Radebaugh made Three Point Jumper. Assisted by Jordan Davis.,32,37
0:30,70,Brayon Blake made Three Point Jumper. Assisted by Victor Sanders.,35,37
0:22,2458,Jordan Davis missed Three Point Jumper.,35,37
0:22,70,Idaho Defensive Rebound.,35,37
0:00,2458,End of 1st half,35,37
19:33,70,Victor Sanders missed Layup.,35,37
19:33,2458,Jonah Radebaugh Defensive Rebound.,35,37
19:14,2458,Andre Spight made Three Point Jumper.,35,40
18:58,70,Victor Sanders missed Three Point Jumper.,35,40
18:58,2458,Jonah Radebaugh Defensive Rebound.,35,40
18:49,2458,Andre Spight missed Three Point Jumper.,35,40
18:49,70,Jordan Scott Defensive Rebound.,35,40
18:41,70,Nate Sherwood made Layup. Assisted by Perrion Callandret.,37,40
18:29,2458,Jonah Radebaugh missed Three Point Jumper.,37,40
18:29,2458,Jalen Sanders Offensive Rebound.,37,40
18:23,2458,Jalen Sanders made Layup.,37,42
17:52,70,Brayon Blake missed Jumper.,37,42
17:52,70,Nate Sherwood Offensive Rebound.,37,42
17:52,70,Idaho  Turnover.,37,42
17:27,2458,Jordan Davis Turnover.,37,42
17:26,2458,Matej Drgon Defensive Rebound.,37,42
17:16,70,Brayon Blake missed Jumper.,37,42
17:16,2458,Jalen Sanders Block.,37,42
17:14,70,Brayon Blake Offensive Rebound.,37,42
17:08,70,Jordan Scott made Layup.,39,42
16:55,2458,Jalen Sanders Turnover.,39,42
16:55,2458,Foul on Jalen Sanders.,39,42
16:45,2458,Foul on Andre Spight.,39,42
16:45,70,Perrion Callandret made Free Throw.,40,42
16:45,70,Perrion Callandret made Free Throw.,41,42
16:17,2458,Jalen Sanders missed Three Point Jumper.,41,42
16:17,2458,Northern Colorado Offensive Rebound.,41,42
16:17,70,Foul on Jordan Scott.,41,42
16:06,2458,Jordan Davis missed Layup.,41,42
16:06,70,Perrion Callandret Defensive Rebound.,41,42
16:01,2458,Foul on Tanner Morgan.,41,42
16:01,2458,Official TV Timeout,41,42
15:45,70,Jordan Scott made Layup. Assisted by Perrion Callandret.,43,42
15:14,2458,Jordan Davis missed Jumper.,43,42
15:14,70,Victor Sanders Defensive Rebound.,43,42
15:06,70,Brayon Blake Turnover.,43,42
14:54,2458,Anthony Johnson missed Layup.,43,42
14:54,2458,Roberto Vercellino Offensive Rebound.,43,42
14:49,2458,Jordan Davis made Layup.,43,44
13:50,70,Perrion Callandret made Layup.,45,44
13:50,2458,Jordan Davis made Layup. Assisted by Jordan Davis.,45,46
13:50,70,Foul on Arkadiy Mkrtychyan.,45,46
13:50,2458,Roberto Vercellino missed Free Throw.,45,46
13:50,70,Arkadiy Mkrtychyan Defensive Rebound.,45,46
13:46,70,Idaho  Turnover.,45,46
13:24,2458,Jordan Davis made Three Point Jumper. Assisted by Anthony Johnson.,45,49
13:12,2458,Foul on Jordan Davis.,45,49
12:59,70,Arkadiy Mkrtychyan made Layup.,47,49
12:48,70,Foul on Victor Sanders.,47,49
12:48,2458,Andre Spight missed Free Throw.,47,49
12:48,2458,Northern Colorado Deadball Team Rebound.,47,49
12:48,2458,Andre Spight made Free Throw.,47,50
12:47,2458,Andre Spight made Free Throw.,47,51
12:37,70,Victor Sanders Turnover.,47,51
12:37,70,Foul on Victor Sanders.,47,51
12:31,2458,Andre Spight made Three Point Jumper.,47,54
12:08,2458,Foul on Jonah Radebaugh.,47,54
12:08,70,Victor Sanders made Free Throw.,48,54
12:08,70,Victor Sanders missed Free Throw.,48,54
12:08,70,Idaho Deadball Team Rebound.,48,54
12:08,70,Victor Sanders made Free Throw.,49,54
12:03,2458,Anthony Johnson missed Three Point Jumper.,49,54
12:03,70,Arkadiy Mkrtychyan Defensive Rebound.,49,54
11:57,70,Brayon Blake made Layup.,51,54
11:36,2458,Andre Spight missed Three Point Jumper.,51,54
11:30,70,Victor Sanders missed Three Point Jumper.,51,54
11:30,2458,Matt Johnson Defensive Rebound.,51,54
11:15,70,Victor Sanders made Layup.,53,54
10:59,2458,Andre Spight missed Jumper.,53,54
10:59,70,Brayon Blake Defensive Rebound.,53,54
10:47,70,Arkadiy Mkrtychyan made Layup. Assisted by Perrion Callandret.,55,54
10:39,2458,Andre Spight made Three Point Jumper.,55,57
10:18,70,Perrion Callandret made Layup.,57,57
10:14,2458,Foul on Jonah Radebaugh.,57,57
10:05,2458,Official TV Timeout,57,57
10:02,70,Perrion Callandret made Free Throw.,58,57
9:50,2458,Jordan Davis made Dunk. Assisted by Andre Spight.,58,59
9:36,2458,Foul on Tanner Morgan.,58,59
9:23,70,Brayon Blake made Free Throw.,59,59
9:23,70,Brayon Blake missed Free Throw.,59,59
9:23,2458,Tanner Morgan Defensive Rebound.,59,59
9:17,2458,Andre Spight missed Three Point Jumper.,59,59
9:17,2458,Tanner Morgan Offensive Rebound.,59,59
9:08,70,Foul on Brayon Blake.,59,59
9:08,70,Technical Foul on Brayon Blake.,59,59
9:08,2458,Andre Spight made Free Throw.,59,60
9:08,2458,Andre Spight made Free Throw.,59,61
9:08,2458,Tanner Morgan missed Free Throw.,59,61
9:08,2458,Northern Colorado Deadball Team Rebound.,59,61
9:08,2458,Tanner Morgan made Free Throw.,59,62
8:50,70,Arkadiy Mkrtychyan made Layup.,61,62
8:34,2458,Jordan Davis missed Layup.,61,62
8:34,70,Idaho Defensive Rebound.,61,62
8:22,70,Perrion Callandret Turnover.,61,62
8:21,2458,Chaz Glotta Steal.,61,62
8:18,2458,Jalen Sanders made Layup. Assisted by Chaz Glotta.,61,64
7:57,70,Arkadiy Mkrtychyan missed Layup.,61,64
7:57,70,Nate Sherwood Offensive Rebound.,61,64
7:57,2458,Foul on Jalen Sanders.,61,64
7:57,2458,Official TV Timeout,61,64
7:57,70,Nate Sherwood made Free Throw.,62,64
7:57,70,Nate Sherwood made Free Throw.,63,64
7:39,2458,Andre Spight missed Layup.,63,64
7:39,70,Perrion Callandret Defensive Rebound.,63,64
7:28,70,Arkadiy Mkrtychyan missed Three Point Jumper.,63,64
7:28,2458,Jonah Radebaugh Defensive Rebound.,63,64
7:11,2458,Chaz Glotta missed Three Point Jumper.,63,64
7:11,70,Arkadiy Mkrtychyan Defensive Rebound.,63,64
7:02,70,Arkadiy Mkrtychyan Turnover.,63,64
7:02,70,Foul on Arkadiy Mkrtychyan.,63,64
6:47,2458,Jalen Sanders missed Jumper.,63,64
6:47,70,Perrion Callandret Defensive Rebound.,63,64
6:33,70,Jordan Scott missed Jumper.,63,64
6:33,2458,Roberto Vercellino Block.,63,64
6:28,2458,Jordan Davis Defensive Rebound.,63,64
6:22,2458,Jordan Davis Turnover.,63,64
6:21,70,Victor Sanders Steal.,63,64
6:02,70,Perrion Callandret missed Jumper.,63,64
6:02,2458,Jordan Davis Defensive Rebound.,63,64
5:52,2458,Andre Spight Turnover.,63,64
5:52,2458,Foul on Andre Spight.,63,64
5:29,2458,Northern Colorado  Timeout,63,64
5:23,70,Nate Sherwood missed Jumper.,63,64
5:23,2458,Jonah Radebaugh Defensive Rebound.,63,64
5:10,70,Foul on Victor Sanders.,63,64
5:10,2458,Jordan Davis missed Free Throw.,63,64
5:10,2458,Northern Colorado Deadball Team Rebound.,63,64
5:10,2458,Jordan Davis made Free Throw.,63,65
4:48,70,Victor Sanders made Jumper.,65,65
4:33,2458,Anthony Johnson made Three Point Jumper.,65,68
4:07,70,Brayon Blake missed Jumper.,65,68
4:07,2458,Jalen Sanders Defensive Rebound.,65,68
3:51,2458,Anthony Johnson missed Three Point Jumper.,65,68
3:51,70,Brayon Blake Defensive Rebound.,65,68
3:41,70,Brayon Blake missed Three Point Jumper.,65,68
3:41,70,Brayon Blake Offensive Rebound.,65,68
3:34,70,Chad Sherwood Turnover.,65,68
3:33,2458,Jordan Davis Steal.,65,68
3:30,2458,Jordan Davis made Layup.,65,70
3:30,70,Foul on Chad Sherwood.,65,70
3:30,2458,Official TV Timeout,65,70
3:30,2458,Jordan Davis made Free Throw.,65,71
3:25,2458,Foul on Jonah Radebaugh.,65,71
3:25,70,Victor Sanders made Free Throw.,66,71
3:25,70,Victor Sanders made Free Throw.,67,71
3:09,2458,Anthony Johnson made Layup. Assisted by Jordan Davis.,67,73
2:46,2458,Foul on Jalen Sanders.,67,73
2:46,70,Perrion Callandret missed Free Throw.,67,73
2:46,70,Idaho Deadball Team Rebound.,67,73
2:46,70,Perrion Callandret made Free Throw.,68,73
2:46,70,Idaho  Timeout,68,73
2:34,2458,Jordan Davis made Layup.,68,75
2:34,70,Foul on Brayon Blake.,68,75
2:34,2458,Jordan Davis made Free Throw.,68,76
2:27,70,Victor Sanders missed Three Point Jumper.,68,76
2:27,2458,Jordan Davis Defensive Rebound.,68,76
2:23,70,Foul on Victor Sanders.,68,76
2:23,2458,Jordan Davis missed Free Throw.,68,76
2:23,2458,Northern Colorado Deadball Team Rebound.,68,76
2:23,2458,Jordan Davis made Free Throw.,68,77
2:23,2458,Northern Colorado  Timeout,68,77
2:15,70,Jordan Scott missed Layup.,68,77
2:15,70,Jordan Scott Offensive Rebound.,68,77
2:11,70,Jordan Scott missed Layup.,68,77
2:11,2458,Jonah Radebaugh Defensive Rebound.,68,77
1:45,2458,Andre Spight missed Three Point Jumper.,68,77
1:45,70,Perrion Callandret Defensive Rebound.,68,77
1:36,70,Jordan Scott made Layup.,70,77
1:10,2458,Jordan Davis Turnover.,70,77
1:03,70,Perrion Callandret made Dunk. Assisted by Victor Sanders.,72,77
1:03,2458,Foul on Jalen Sanders.,72,77
1:03,70,Perrion Callandret made Free Throw.,73,77
0:56,2458,Andre Spight missed Layup.,73,77
0:56,70,Victor Sanders Defensive Rebound.,73,77
0:46,70,Brayon Blake made Layup. Assisted by Victor Sanders.,75,77
0:46,70,Idaho  Timeout,75,77
0:14,2458,Jordan Davis missed Jumper.,75,77
0:14,2458,Tanner Morgan Offensive Rebound.,75,77
0:12,70,Foul on Nate Sherwood.,75,77
0:12,2458,Tanner Morgan made Free Throw.,75,78
0:12,2458,Tanner Morgan made Free Throw.,75,79
0:12,2458,Northern Colorado  Timeout,75,79
0:05,70,Victor Sanders made Jumper.,77,79
0:01,70,Foul on Brayon Blake.,77,79
0:01,2458,Andre Spight made Free Throw.,77,80
0:01,2458,Andre Spight made Free Throw.,77,81
0:01,70,Victor Sanders missed Jumper.,77,81
0:01,2458,Northern Colorado Defensive Rebound.,77,81
0:00,2458,End of Game,77,81
