Washington,26,UCLA,264
15:16,264,David Crisp made Layup. Assisted by Matisse Thybulle.,12,6
15:05,26,Jaylen Hands missed Jumper.,12,6
15:05,264,Sam Timmins Defensive Rebound.,12,6
14:35,264,David Crisp made Jumper.,14,6
14:20,26,Kris Wilkes made Three Point Jumper. Assisted by Aaron Holiday.,14,9
13:56,264,Jaylen Nowell made Dunk. Assisted by Matisse Thybulle.,16,9
13:38,26,Aaron Holiday missed Jumper.,16,9
13:38,264,Matisse Thybulle Block.,16,9
13:36,264,Jaylen Nowell Defensive Rebound.,16,9
13:26,264,David Crisp made Three Point Jumper.,19,9
13:08,26,Foul on Aaron Holiday.,19,9
13:08,26,Aaron Holiday Turnover.,19,9
12:57,264,Hameir Wright Turnover.,19,9
12:38,264,Foul on Jaylen Nowell.,19,9
12:35,26,Prince Ali Turnover.,19,9
12:32,264,Noah Dickerson Steal.,19,9
12:23,264,Noah Dickerson made Layup. Assisted by Matisse Thybulle.,21,9
12:08,26,Thomas Welsh missed Jumper.,21,9
12:08,264,Nahziah Carter Defensive Rebound.,21,9
11:48,264,Matisse Thybulle missed Three Point Jumper.,21,9
11:48,26,Thomas Welsh Defensive Rebound.,21,9
11:33,26,Prince Ali Turnover.,21,9
11:32,264,Nahziah Carter Steal.,21,9
11:28,26,Foul on Jaylen Hands.,21,9
11:28,26,Official TV Timeout,21,9
11:23,264,Nahziah Carter Turnover.,21,9
11:22,26,Jaylen Hands Steal.,21,9
11:17,26,Kris Wilkes missed Layup.,21,9
11:17,26,Jaylen Hands Offensive Rebound.,21,9
11:14,26,Jaylen Hands made Two Point Tip Shot.,21,11
10:50,264,Noah Dickerson missed Jumper.,21,11
10:50,264,Noah Dickerson Offensive Rebound.,21,11
10:40,264,Noah Dickerson made Layup. Assisted by David Crisp.,23,11
10:17,26,Thomas Welsh missed Jumper.,23,11
10:17,26,UCLA Offensive Rebound.,23,11
10:07,26,Jaylen Hands made Jumper.,23,13
9:43,264,Dominic Green made Three Point Jumper. Assisted by Noah Dickerson.,26,13
9:27,26,Jaylen Hands missed Three Point Jumper.,26,13
9:27,264,Sam Timmins Defensive Rebound.,26,13
9:10,264,David Crisp Turnover.,26,13
9:09,26,Jaylen Hands Steal.,26,13
9:06,26,Chris Smith missed Jumper.,26,13
9:06,26,Gyorgy Goloman Offensive Rebound.,26,13
9:03,26,Gyorgy Goloman missed Two Point Tip Shot.,26,13
9:03,264,Sam Timmins Defensive Rebound.,26,13
8:40,264,Dominic Green missed Three Point Jumper.,26,13
8:40,26,Jaylen Hands Defensive Rebound.,26,13
8:29,26,Aaron Holiday made Jumper.,26,15
8:19,264,Washington  Timeout,26,15
8:19,26,Official TV Timeout,26,15
8:07,264,Matisse Thybulle made Jumper.,28,15
7:45,26,Thomas Welsh missed Three Point Jumper.,28,15
7:45,264,Washington Defensive Rebound.,28,15
7:30,264,Dominic Green missed Jumper.,28,15
7:30,26,Gyorgy Goloman Defensive Rebound.,28,15
7:19,264,Foul on Jaylen Nowell.,28,15
7:13,264,Foul on Sam Timmins.,28,15
7:13,26,Gyorgy Goloman made Free Throw.,28,16
7:13,26,Gyorgy Goloman made Free Throw.,28,17
6:49,26,Foul on Alex Olesinski.,28,17
6:49,264,Noah Dickerson made Free Throw.,29,17
6:49,264,Noah Dickerson made Free Throw.,30,17
6:22,26,Aaron Holiday missed Jumper.,30,17
6:21,264,Matisse Thybulle Block.,30,17
6:20,26,Gyorgy Goloman Offensive Rebound.,30,17
6:17,26,Gyorgy Goloman made Two Point Tip Shot.,30,19
5:58,264,David Crisp missed Three Point Jumper.,30,19
5:58,26,Chris Smith Defensive Rebound.,30,19
5:41,26,Jaylen Hands missed Three Point Jumper.,30,19
5:41,26,Chris Smith Offensive Rebound.,30,19
5:34,26,Chris Smith made Layup.,30,21
5:03,264,David Crisp missed Layup.,30,21
5:03,264,Noah Dickerson Offensive Rebound.,30,21
5:01,26,Foul on Chris Smith.,30,21
5:01,264,Noah Dickerson made Free Throw.,31,21
5:01,264,Noah Dickerson made Free Throw.,32,21
4:51,26,Thomas Welsh made Three Point Jumper. Assisted by Chris Smith.,32,24
4:25,264,David Crisp missed Three Point Jumper.,32,24
4:25,264,Matisse Thybulle Offensive Rebound.,32,24
4:20,264,Dominic Green missed Three Point Jumper.,32,24
4:20,264,Sam Timmins Offensive Rebound.,32,24
4:13,264,Hameir Wright missed Three Point Jumper.,32,24
4:13,264,Matisse Thybulle Offensive Rebound.,32,24
3:42,264,David Crisp missed Three Point Jumper.,32,24
3:42,26,UCLA Deadball Team Rebound.,32,24
3:40,26,Official TV Timeout,32,24
3:23,26,Aaron Holiday missed Three Point Jumper.,32,24
3:23,264,Matisse Thybulle Defensive Rebound.,32,24
2:49,264,Washington  Turnover.,32,24
2:42,26,Thomas Welsh missed Three Point Jumper.,32,24
2:42,26,Aaron Holiday Offensive Rebound.,32,24
2:38,26,Aaron Holiday missed Two Point Tip Shot.,32,24
2:38,264,Sam Timmins Defensive Rebound.,32,24
2:24,26,Foul on Prince Ali.,32,24
2:24,264,Matisse Thybulle made Free Throw.,33,24
2:24,264,Matisse Thybulle missed Free Throw.,33,24
2:24,26,Gyorgy Goloman Defensive Rebound.,33,24
2:11,26,Aaron Holiday Turnover.,33,24
2:10,264,Matisse Thybulle Steal.,33,24
2:07,26,Foul on Kris Wilkes.,33,24
2:07,264,David Crisp made Free Throw.,34,24
2:07,264,David Crisp missed Free Throw.,34,24
2:07,26,Kris Wilkes Defensive Rebound.,34,24
1:45,264,Foul on Matisse Thybulle.,34,24
1:45,26,Gyorgy Goloman missed Free Throw.,34,24
1:45,264,Noah Dickerson Defensive Rebound.,34,24
1:25,264,Noah Dickerson missed Jumper.,34,24
1:25,26,Thomas Welsh Defensive Rebound.,34,24
1:17,26,Jaylen Hands Turnover.,34,24
1:16,264,David Crisp Steal.,34,24
1:13,264,Nahziah Carter made Dunk. Assisted by David Crisp.,36,24
0:54,26,Kris Wilkes made Layup.,36,26
0:37,264,David Crisp Turnover.,36,26
0:36,26,Gyorgy Goloman Steal.,36,26
0:31,264,Foul on Dominic Green.,36,26
0:31,26,Prince Ali made Free Throw.,36,27
0:31,26,Prince Ali made Free Throw.,36,28
0:03,264,Nahziah Carter missed Three Point Jumper.,36,28
0:03,26,Gyorgy Goloman Block.,36,28
0:03,264,Washington Offensive Rebound.,36,28
0:02,264,Noah Dickerson missed Jumper.,36,28
0:02,26,UCLA Deadball Team Rebound.,36,28
0:02,26,UCLA  Timeout,36,28
0:00,26,End of 1st half,36,28
19:50,26,Gyorgy Goloman Turnover.,36,28
19:32,264,Jaylen Nowell missed Three Point Jumper.,36,28
19:32,26,Kris Wilkes Defensive Rebound.,36,28
19:22,26,Kris Wilkes missed Jumper.,36,28
19:22,26,Gyorgy Goloman Offensive Rebound.,36,28
19:18,26,Gyorgy Goloman Turnover.,36,28
19:16,264,Jaylen Nowell Steal.,36,28
18:57,264,Matisse Thybulle missed Three Point Jumper.,36,28
18:57,26,Prince Ali Defensive Rebound.,36,28
18:49,264,Foul on David Crisp.,36,28
18:47,26,Thomas Welsh Turnover.,36,28
18:45,264,Matisse Thybulle Steal.,36,28
18:44,264,Matisse Thybulle made Dunk.,38,28
18:25,26,Kris Wilkes missed Jumper.,38,28
18:25,264,Noah Dickerson Defensive Rebound.,38,28
18:15,26,Foul on Gyorgy Goloman.,38,28
18:15,264,Sam Timmins made Free Throw.,39,28
18:15,264,Sam Timmins made Free Throw.,40,28
17:59,264,Foul on Sam Timmins.,40,28
17:59,26,Aaron Holiday missed Free Throw.,40,28
17:59,26,UCLA Deadball Team Rebound.,40,28
17:59,26,Aaron Holiday made Free Throw.,40,29
17:37,264,Jaylen Nowell missed Jumper.,40,29
17:37,264,Sam Timmins Offensive Rebound.,40,29
17:34,264,Sam Timmins made Dunk.,42,29
17:22,26,Aaron Holiday missed Three Point Jumper.,42,29
17:22,264,Noah Dickerson Defensive Rebound.,42,29
17:11,26,Foul on Gyorgy Goloman.,42,29
17:11,264,Jaylen Nowell missed Free Throw.,42,29
17:11,264,Washington Deadball Team Rebound.,42,29
17:11,264,Jaylen Nowell made Free Throw.,43,29
16:59,26,Prince Ali made Layup. Assisted by Thomas Welsh.,43,31
16:43,264,David Crisp Turnover.,43,31
16:42,26,Prince Ali Steal.,43,31
16:40,26,Prince Ali Turnover.,43,31
16:39,264,David Crisp Steal.,43,31
16:26,264,Matisse Thybulle missed Three Point Jumper.,43,31
16:26,26,Prince Ali Defensive Rebound.,43,31
16:16,26,Kris Wilkes made Three Point Jumper. Assisted by Aaron Holiday.,43,34
16:07,264,Washington  Timeout,43,34
15:46,264,David Crisp missed Three Point Jumper.,43,34
15:46,26,Thomas Welsh Defensive Rebound.,43,34
15:30,26,Kris Wilkes made Jumper. Assisted by Aaron Holiday.,43,36
15:14,264,Matisse Thybulle missed Three Point Jumper.,43,36
15:14,26,Thomas Welsh Defensive Rebound.,43,36
15:07,26,Aaron Holiday made Layup.,43,38
14:52,264,Jaylen Nowell missed Jumper.,43,38
14:52,264,Sam Timmins Offensive Rebound.,43,38
14:46,26,Foul on Aaron Holiday.,43,38
14:46,26,Official TV Timeout,43,38
14:30,264,David Crisp Turnover.,43,38
14:20,26,Prince Ali made Jumper. Assisted by Kris Wilkes.,43,40
13:47,264,Hameir Wright missed Jumper.,43,40
13:47,264,Hameir Wright Offensive Rebound.,43,40
13:40,264,Jaylen Nowell missed Three Point Jumper.,43,40
13:40,264,Matisse Thybulle Offensive Rebound.,43,40
13:33,264,David Crisp missed Three Point Jumper.,43,40
13:33,26,Aaron Holiday Defensive Rebound.,43,40
13:26,26,Prince Ali missed Layup.,43,40
13:26,26,UCLA Offensive Rebound.,43,40
13:21,26,Prince Ali missed Jumper.,43,40
13:21,264,Hameir Wright Defensive Rebound.,43,40
13:02,264,Jaylen Nowell missed Jumper.,43,40
13:02,26,Aaron Holiday Defensive Rebound.,43,40
12:52,26,Kris Wilkes missed Three Point Jumper.,43,40
12:52,26,Thomas Welsh Offensive Rebound.,43,40
12:47,26,Prince Ali made Layup.,43,42
12:22,264,David Crisp missed Layup.,43,42
12:22,26,Thomas Welsh Defensive Rebound.,43,42
12:14,264,Foul on David Crisp.,43,42
12:05,26,Kris Wilkes missed Three Point Jumper.,43,42
12:05,264,Dominic Green Defensive Rebound.,43,42
11:46,264,David Crisp missed Three Point Jumper.,43,42
11:46,26,Kris Wilkes Defensive Rebound.,43,42
11:35,26,Foul on Aaron Holiday.,43,42
11:35,26,Aaron Holiday Turnover.,43,42
11:35,26,Official TV Timeout,43,42
11:05,264,Dominic Green missed Three Point Jumper.,43,42
11:05,26,Aaron Holiday Defensive Rebound.,43,42
10:59,26,Alex Olesinski made Layup. Assisted by Aaron Holiday.,43,44
10:25,264,Jaylen Nowell missed Jumper.,43,44
10:25,264,Jaylen Nowell Offensive Rebound.,43,44
10:22,264,Jaylen Nowell missed Jumper.,43,44
10:22,26,Thomas Welsh Block.,43,44
10:20,264,Jaylen Nowell Offensive Rebound.,43,44
10:15,264,Matisse Thybulle missed Three Point Jumper.,43,44
10:15,26,Aaron Holiday Defensive Rebound.,43,44
10:05,26,Aaron Holiday missed Three Point Jumper.,43,44
10:05,264,Matisse Thybulle Defensive Rebound.,43,44
9:42,264,Matisse Thybulle made Jumper.,45,44
9:21,264,Foul on Matisse Thybulle.,45,44
9:21,26,Jaylen Hands made Free Throw.,45,45
9:21,26,Jaylen Hands made Free Throw.,45,46
9:07,264,Jaylen Nowell made Layup.,47,46
9:07,26,Foul on Thomas Welsh.,47,46
9:07,264,Jaylen Nowell made Free Throw.,48,46
8:48,264,Foul on Jaylen Nowell.,48,46
8:43,26,Gyorgy Goloman made Layup. Assisted by Jaylen Hands.,48,48
8:33,264,Noah Dickerson made Layup. Assisted by Jaylen Nowell.,50,48
8:16,26,Jaylen Hands missed Jumper.,50,48
8:16,264,Dominic Green Defensive Rebound.,50,48
8:09,26,Foul on Alex Olesinski.,50,48
8:04,264,Noah Dickerson made Jumper. Assisted by David Crisp.,52,48
7:39,26,Aaron Holiday missed Jumper.,52,48
7:39,26,Aaron Holiday Offensive Rebound.,52,48
7:36,26,Aaron Holiday missed Jumper.,52,48
7:36,264,Washington Defensive Rebound.,52,48
7:33,26,Official TV Timeout,52,48
7:11,264,Noah Dickerson missed Jumper.,52,48
7:11,26,Kris Wilkes Defensive Rebound.,52,48
6:48,26,Kris Wilkes made Layup. Assisted by Aaron Holiday.,52,50
6:11,264,Jaylen Nowell missed Jumper.,52,50
6:11,26,Thomas Welsh Defensive Rebound.,52,50
6:03,26,Aaron Holiday made Dunk.,52,52
5:36,264,Noah Dickerson Turnover.,52,52
5:35,26,Kris Wilkes Steal.,52,52
5:32,26,Kris Wilkes made Layup.,52,54
5:08,264,David Crisp missed Three Point Jumper.,52,54
5:08,26,Thomas Welsh Defensive Rebound.,52,54
5:00,264,Foul on Dominic Green.,52,54
5:00,26,Kris Wilkes missed Free Throw.,52,54
5:00,26,UCLA Deadball Team Rebound.,52,54
5:00,26,Kris Wilkes made Free Throw.,52,55
4:44,264,Jaylen Nowell Turnover.,52,55
4:36,26,Aaron Holiday made Three Point Jumper.,52,58
4:08,264,Jaylen Nowell missed Jumper.,52,58
4:08,264,Jaylen Nowell Offensive Rebound.,52,58
4:05,264,Jaylen Nowell missed Two Point Tip Shot.,52,58
4:05,26,Aaron Holiday Defensive Rebound.,52,58
3:59,26,Foul on Aaron Holiday.,52,58
3:59,26,Aaron Holiday Turnover.,52,58
3:59,26,Official TV Timeout,52,58
3:49,264,Matisse Thybulle missed Three Point Jumper.,52,58
3:49,26,Jaylen Hands Defensive Rebound.,52,58
3:29,26,Thomas Welsh missed Jumper.,52,58
3:29,26,Kris Wilkes Offensive Rebound.,52,58
3:27,264,Foul on Jaylen Nowell.,52,58
3:27,26,Kris Wilkes made Free Throw.,52,59
3:27,26,Kris Wilkes made Free Throw.,52,60
3:16,264,Dominic Green missed Jumper.,52,60
3:16,26,Chris Smith Defensive Rebound.,52,60
2:50,26,Chris Smith missed Jumper.,52,60
2:50,264,Matisse Thybulle Defensive Rebound.,52,60
2:42,264,Nahziah Carter missed Three Point Jumper.,52,60
2:42,26,Thomas Welsh Defensive Rebound.,52,60
2:38,264,Foul on David Crisp.,52,60
2:38,26,Thomas Welsh made Free Throw.,52,61
2:38,26,Thomas Welsh made Free Throw.,52,62
2:30,26,Foul on Thomas Welsh.,52,62
2:30,264,David Crisp made Free Throw.,53,62
2:30,264,David Crisp missed Free Throw.,53,62
2:30,26,Thomas Welsh Defensive Rebound.,53,62
2:23,26,UCLA  Timeout,53,62
2:11,264,Foul on Dominic Green.,53,62
2:11,26,Kris Wilkes made Free Throw.,53,63
2:11,26,Kris Wilkes made Free Throw.,53,64
2:06,264,David Crisp Turnover.,53,64
2:04,26,Prince Ali Steal.,53,64
2:03,264,Foul on Noah Dickerson.,53,64
2:03,26,Prince Ali made Free Throw.,53,65
2:03,26,Prince Ali made Free Throw.,53,66
1:55,264,Matisse Thybulle Turnover.,53,66
1:53,26,Kris Wilkes Steal.,53,66
1:52,264,Foul on Nahziah Carter.,53,66
1:52,26,Aaron Holiday made Free Throw.,53,67
1:52,26,Aaron Holiday made Free Throw.,53,68
1:47,264,Matisse Thybulle missed Three Point Jumper.,53,68
1:47,26,Thomas Welsh Defensive Rebound.,53,68
1:43,264,Foul on Matisse Thybulle.,53,68
1:43,26,Aaron Holiday made Free Throw.,53,69
1:43,26,Aaron Holiday made Free Throw.,53,70
1:37,264,Noah Dickerson missed Three Point Jumper.,53,70
1:37,26,Gyorgy Goloman Defensive Rebound.,53,70
1:34,264,Foul on David Crisp.,53,70
1:34,26,Gyorgy Goloman missed Free Throw.,53,70
1:34,26,UCLA Deadball Team Rebound.,53,70
1:34,26,Gyorgy Goloman made Free Throw.,53,71
1:23,26,Foul on Gyorgy Goloman.,53,71
1:23,264,Noah Dickerson missed Free Throw.,53,71
1:23,26,UCLA Defensive Rebound.,53,71
0:55,26,Chris Smith Turnover.,53,71
0:54,264,Nahziah Carter Steal.,53,71
0:50,264,Nahziah Carter missed Jumper.,53,71
0:50,264,Dan Kingma Offensive Rebound.,53,71
0:43,264,Nahziah Carter missed Layup.,53,71
0:43,26,Gyorgy Goloman Block.,53,71
0:42,26,UCLA Defensive Rebound.,53,71
0:19,26,Alec Wulff made Three Point Jumper. Assisted by Jaylen Hands.,53,74
0:00,26,End of Game,53,74
