Georgia,96,Kentucky,61
8:13,61,Mike Edwards Defensive Rebound.,12,12
8:02,61,Rayshaun Hammonds Turnover.,12,12
8:02,96,Kevin Knox Steal.,12,12
7:56,61,Foul on Jordan Harris.,12,12
7:56,96,Official TV Timeout,12,12
7:49,96,Quade Green Turnover.,12,12
7:49,96,Foul on Quade Green.,12,12
7:49,61,Mike Edwards made Free Throw.,13,12
7:49,61,Mike Edwards missed Free Throw.,13,12
7:49,61,Yante Maten Offensive Rebound.,13,12
7:32,61,Teshaun Hightower missed Three Point Jumper.,13,12
7:32,96,Kevin Knox Defensive Rebound.,13,12
7:23,96,Shai Gilgeous-Alexander Turnover.,13,12
7:23,61,Teshaun Hightower Steal.,13,12
7:19,61,Rayshaun Hammonds made Dunk. Assisted by Jordan Harris.,15,12
7:19,96,Foul on Kevin Knox.,15,12
7:19,61,Rayshaun Hammonds missed Free Throw.,15,12
7:19,61,Yante Maten Offensive Rebound.,15,12
7:05,61,Teshaun Hightower missed Three Point Jumper.,15,12
7:05,61,Rayshaun Hammonds Offensive Rebound.,15,12
6:58,61,Rayshaun Hammonds missed Jumper.,15,12
6:58,96,Kevin Knox Defensive Rebound.,15,12
6:47,61,Foul on Teshaun Hightower.,15,12
6:47,96,Quade Green missed Free Throw.,15,12
6:47,96,Kentucky Deadball Team Rebound.,15,12
6:47,96,Quade Green made Free Throw.,15,13
6:26,61,Tyree Crump Turnover.,15,13
6:26,96,Shai Gilgeous-Alexander Steal.,15,13
6:21,96,Quade Green made Layup. Assisted by Shai Gilgeous-Alexander.,15,15
6:04,61,Tyree Crump missed Three Point Jumper.,15,15
6:04,61,Yante Maten Offensive Rebound.,15,15
5:52,61,Yante Maten made Layup.,17,15
5:40,96,Kevin Knox missed Jumper.,17,15
5:40,61,Yante Maten Defensive Rebound.,17,15
5:40,96,Foul on Tai Wynyard.,17,15
5:40,61,Yante Maten made Free Throw.,18,15
5:40,61,Yante Maten made Free Throw.,19,15
5:23,96,Hamidou Diallo missed Jumper.,19,15
5:23,61,Yante Maten Defensive Rebound.,19,15
5:06,61,Jordan Harris missed Jumper.,19,15
5:06,96,Wenyen Gabriel Defensive Rebound.,19,15
4:41,96,Foul on Kevin Knox.,19,15
4:41,96,Kevin Knox Turnover.,19,15
4:26,61,Georgia  Timeout,19,15
4:11,61,Georgia  Turnover.,19,15
3:55,96,Shai Gilgeous-Alexander made Layup.,19,17
3:55,61,Foul on Nicolas Claxton.,19,17
3:55,96,Shai Gilgeous-Alexander made Free Throw.,19,18
3:37,61,Tyree Crump made Jumper.,21,18
3:15,96,Quade Green missed Three Point Jumper.,21,18
3:15,61,Yante Maten Defensive Rebound.,21,18
3:05,61,Yante Maten missed Three Point Jumper.,21,18
3:02,96,Quade Green Defensive Rebound.,21,18
2:51,61,Foul on Jordan Harris.,21,18
2:51,96,Hamidou Diallo made Free Throw.,21,19
2:51,96,Hamidou Diallo made Free Throw.,21,20
2:35,61,Juwan Parker missed Jumper.,21,20
2:35,61,Yante Maten Offensive Rebound.,21,20
2:35,61,Yante Maten made Two Point Tip Shot.,23,20
2:16,96,Quade Green Turnover.,23,20
2:16,61,Juwan Parker Steal.,23,20
2:12,61,Juwan Parker made Layup.,25,20
1:46,96,Shai Gilgeous-Alexander missed Jumper.,25,20
1:46,61,Juwan Parker Block.,25,20
1:46,96,Wenyen Gabriel Offensive Rebound.,25,20
1:37,96,Quade Green missed Three Point Jumper.,25,20
1:37,61,Rayshaun Hammonds Defensive Rebound.,25,20
1:19,61,Yante Maten made Jumper. Assisted by Tyree Crump.,27,20
1:05,96,Hamidou Diallo missed Three Point Jumper.,27,20
1:05,61,Tyree Crump Defensive Rebound.,27,20
0:49,61,Yante Maten missed Jumper.,27,20
0:49,96,Hamidou Diallo Defensive Rebound.,27,20
0:37,61,Foul on Yante Maten.,27,20
0:37,96,Quade Green made Free Throw.,27,21
0:37,96,Quade Green made Free Throw.,27,22
0:20,61,Juwan Parker missed Jumper.,27,22
0:20,96,Sacha Killeya-Jones Block.,27,22
0:20,96,Quade Green Defensive Rebound.,27,22
0:12,96,Shai Gilgeous-Alexander missed Layup.,27,22
0:12,96,Shai Gilgeous-Alexander Offensive Rebound.,27,22
0:12,61,Foul on Yante Maten.,27,22
0:12,61,Technical Foul on Georgia.,27,22
0:12,96,Shai Gilgeous-Alexander made Free Throw.,27,23
0:12,96,Shai Gilgeous-Alexander made Free Throw.,27,24
0:12,96,Shai Gilgeous-Alexander made Free Throw.,27,25
0:12,96,Shai Gilgeous-Alexander made Free Throw.,27,26
0:02,61,Tyree Crump missed Three Point Jumper.,27,26
0:02,96,Hamidou Diallo Defensive Rebound.,27,26
0:00,96,End of 1st half,27,26
20:00,61,Jump Ball won by Georgia,27,26
19:39,61,Yante Maten made Three Point Jumper. Assisted by William Jackson II.,30,26
19:16,96,Wenyen Gabriel missed Three Point Jumper.,30,26
19:16,96,Hamidou Diallo Offensive Rebound.,30,26
18:57,61,Foul on Juwan Parker.,30,26
18:48,96,Quade Green missed Jumper.,30,26
18:48,61,Juwan Parker Defensive Rebound.,30,26
18:40,61,William Jackson II made Three Point Jumper.,33,26
18:10,96,Kevin Knox made Three Point Jumper.,33,29
17:50,61,Rayshaun Hammonds made Layup.,35,29
17:24,96,PJ Washington made Jumper. Assisted by Quade Green.,35,31
16:58,61,Derek Ogbeide made Layup. Assisted by Rayshaun Hammonds.,37,31
16:58,96,Foul on PJ Washington.,37,31
16:58,61,Derek Ogbeide missed Free Throw.,37,31
16:58,96,Kentucky Defensive Rebound.,37,31
16:38,61,Foul on William Jackson II.,37,31
16:29,96,Kevin Knox missed Three Point Jumper.,37,31
16:29,61,Juwan Parker Defensive Rebound.,37,31
16:06,61,Yante Maten missed Jumper.,37,31
16:06,61,Derek Ogbeide Offensive Rebound.,37,31
16:06,61,Derek Ogbeide made Two Point Tip Shot.,39,31
15:40,96,Wenyen Gabriel missed Jumper.,39,31
15:40,61,William Jackson II Block.,39,31
15:40,96,Kentucky Offensive Rebound.,39,31
15:40,96,Official TV Timeout,39,31
15:34,96,Sacha Killeya-Jones missed Jumper.,39,31
15:34,96,Shai Gilgeous-Alexander Offensive Rebound.,39,31
15:28,96,Wenyen Gabriel made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,39,34
14:55,61,Yante Maten Turnover.,39,34
14:55,96,Wenyen Gabriel Steal.,39,34
14:51,96,Foul on Wenyen Gabriel.,39,34
14:51,96,Wenyen Gabriel Turnover.,39,34
14:30,61,Juwan Parker made Jumper.,41,34
14:30,96,Foul on Hamidou Diallo.,41,34
14:30,61,Juwan Parker made Free Throw.,42,34
14:19,96,Kevin Knox missed Jumper.,42,34
14:19,61,William Jackson II Defensive Rebound.,42,34
14:08,61,William Jackson II missed Three Point Jumper.,42,34
14:08,61,Yante Maten Offensive Rebound.,42,34
14:01,61,Yante Maten missed Layup.,42,34
14:01,96,Kevin Knox Defensive Rebound.,42,34
13:54,96,PJ Washington missed Jumper.,42,34
13:54,96,PJ Washington Offensive Rebound.,42,34
13:51,61,Foul on William Jackson II.,42,34
13:51,96,PJ Washington missed Free Throw.,42,34
13:51,96,Kentucky Deadball Team Rebound.,42,34
13:51,96,PJ Washington made Free Throw.,42,35
13:42,61,Juwan Parker Turnover.,42,35
13:29,96,PJ Washington made Jumper.,42,37
13:14,61,Tyree Crump Turnover.,42,37
13:14,96,Hamidou Diallo Steal.,42,37
13:09,61,Foul on Tyree Crump.,42,37
13:09,96,Hamidou Diallo made Free Throw.,42,38
13:09,96,Hamidou Diallo made Free Throw.,42,39
12:38,61,Georgia  Turnover.,42,39
12:24,96,Quade Green missed Jumper.,42,39
12:24,61,Yante Maten Defensive Rebound.,42,39
12:17,96,Foul on Hamidou Diallo.,42,39
11:59,96,Foul on Quade Green.,42,39
11:59,96,Official TV Timeout,42,39
11:45,61,Yante Maten made Layup. Assisted by Jordan Harris.,44,39
11:30,61,Foul on Derek Ogbeide.,44,39
11:30,96,Shai Gilgeous-Alexander made Free Throw.,44,40
11:30,96,Shai Gilgeous-Alexander made Free Throw.,44,41
11:24,61,Teshaun Hightower Turnover.,44,41
11:24,96,Shai Gilgeous-Alexander Steal.,44,41
11:21,96,Shai Gilgeous-Alexander made Dunk.,44,43
10:58,61,Jordan Harris missed Three Point Jumper.,44,43
10:58,96,PJ Washington Block.,44,43
10:58,96,PJ Washington Defensive Rebound.,44,43
10:48,61,Foul on Teshaun Hightower.,44,43
10:43,96,Kevin Knox missed Three Point Jumper.,44,43
10:43,61,Derek Ogbeide Defensive Rebound.,44,43
10:29,96,Foul on Sacha Killeya-Jones.,44,43
10:29,61,Yante Maten made Free Throw.,45,43
10:29,61,Yante Maten made Free Throw.,46,43
10:13,61,Foul on Rayshaun Hammonds.,46,43
10:13,96,Shai Gilgeous-Alexander made Free Throw.,46,44
10:13,96,Shai Gilgeous-Alexander made Free Throw.,46,45
9:47,61,Jordan Harris Turnover.,46,45
9:33,96,Shai Gilgeous-Alexander missed Jumper.,46,45
9:33,61,Jordan Harris Defensive Rebound.,46,45
9:20,61,William Jackson II missed Three Point Jumper.,46,45
9:20,96,Kentucky Defensive Rebound.,46,45
9:03,96,Kevin Knox missed Jumper.,46,45
9:03,96,Wenyen Gabriel Offensive Rebound.,46,45
8:54,96,Wenyen Gabriel missed Three Point Jumper.,46,45
8:54,96,Kevin Knox Offensive Rebound.,46,45
8:41,61,Foul on Rayshaun Hammonds.,46,45
8:41,96,Kevin Knox missed Free Throw.,46,45
8:41,61,Jordan Harris Defensive Rebound.,46,45
8:25,61,Jordan Harris missed Three Point Jumper.,46,45
8:25,96,Shai Gilgeous-Alexander Defensive Rebound.,46,45
8:05,96,Hamidou Diallo made Layup. Assisted by Kevin Knox.,46,47
7:49,96,Official TV Timeout,46,47
7:33,96,Foul on Sacha Killeya-Jones.,46,47
7:33,61,Rayshaun Hammonds made Free Throw.,47,47
7:33,61,Rayshaun Hammonds missed Free Throw.,47,47
7:33,96,Wenyen Gabriel Defensive Rebound.,47,47
7:14,96,Hamidou Diallo missed Jumper.,47,47
7:14,61,Yante Maten Defensive Rebound.,47,47
6:59,96,Foul on Sacha Killeya-Jones.,47,47
6:59,61,Yante Maten missed Free Throw.,47,47
6:59,61,Georgia Deadball Team Rebound.,47,47
6:59,61,Yante Maten made Free Throw.,48,47
6:47,96,Wenyen Gabriel Turnover.,48,47
6:28,61,Derek Ogbeide made Layup. Assisted by Yante Maten.,50,47
6:28,96,Foul on Kevin Knox.,50,47
6:28,61,Derek Ogbeide made Free Throw.,51,47
6:09,96,PJ Washington missed Jumper.,51,47
6:09,96,Shai Gilgeous-Alexander Offensive Rebound.,51,47
5:52,61,Foul on Jordan Harris.,51,47
5:52,96,Shai Gilgeous-Alexander made Free Throw.,51,48
5:52,96,Shai Gilgeous-Alexander made Free Throw.,51,49
5:25,61,William Jackson II missed Three Point Jumper.,51,49
5:25,96,PJ Washington Block.,51,49
5:25,61,Derek Ogbeide Offensive Rebound.,51,49
5:25,61,Derek Ogbeide missed Layup.,51,49
5:25,61,Rayshaun Hammonds Offensive Rebound.,51,49
5:19,61,Rayshaun Hammonds made Dunk.,53,49
5:16,61,Foul on Derek Ogbeide.,53,49
5:16,96,PJ Washington made Free Throw.,53,50
5:16,96,PJ Washington made Free Throw.,53,51
4:59,61,Derek Ogbeide Turnover.,53,51
4:59,96,PJ Washington Steal.,53,51
4:41,96,Shai Gilgeous-Alexander made Three Point Jumper. Assisted by Kevin Knox.,53,54
4:18,61,Yante Maten missed Jumper.,53,54
4:18,96,Wenyen Gabriel Block.,53,54
4:18,96,Shai Gilgeous-Alexander Defensive Rebound.,53,54
3:58,96,Kevin Knox made Jumper. Assisted by PJ Washington.,53,56
3:45,96,Official TV Timeout,53,58
3:45,96,Official TV Timeout,53,56
3:45,61,Rayshaun Hammonds missed Free Throw.,54,56
3:45,96,Foul on PJ Washington.,53,56
3:45,96,Official TV Timeout,53,56
3:45,61,Rayshaun Hammonds made Free Throw.,54,56
3:43,96,Kentucky Defensive Rebound.,54,56
3:30,61,Foul on Derek Ogbeide.,54,56
3:30,96,PJ Washington missed Free Throw.,54,56
3:30,96,Kentucky Deadball Team Rebound.,54,56
3:30,96,PJ Washington missed Free Throw.,54,56
3:30,61,Jordan Harris Defensive Rebound.,54,56
3:10,96,Foul on PJ Washington.,54,56
3:10,61,Yante Maten missed Free Throw.,54,56
3:10,61,Georgia Deadball Team Rebound.,54,56
3:10,61,Yante Maten made Free Throw.,55,56
2:50,96,Hamidou Diallo made Layup.,55,58
2:20,61,Jordan Harris made Jumper.,57,58
1:55,96,Shai Gilgeous-Alexander made Layup.,57,60
1:46,61,Georgia  Timeout,57,60
1:34,61,Jordan Harris Turnover.,57,60
1:34,96,Shai Gilgeous-Alexander Steal.,57,60
1:10,96,Wenyen Gabriel made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,57,63
0:55,61,William Jackson II missed Three Point Jumper.,57,63
0:55,96,Hamidou Diallo Defensive Rebound.,57,63
0:38,61,Foul on William Jackson II.,57,63
0:38,96,Shai Gilgeous-Alexander missed Free Throw.,57,63
0:38,96,Kentucky Deadball Team Rebound.,57,63
0:38,96,Shai Gilgeous-Alexander made Free Throw.,57,64
0:31,61,Derek Ogbeide made Layup. Assisted by Tyree Crump.,59,64
0:31,96,Foul on Wenyen Gabriel.,59,64
0:31,61,Derek Ogbeide missed Free Throw.,59,64
0:31,96,Hamidou Diallo Defensive Rebound.,59,64
0:28,61,Foul on Yante Maten.,59,64
0:28,96,Hamidou Diallo missed Free Throw.,59,64
0:28,96,Kentucky Deadball Team Rebound.,59,64
0:28,96,Hamidou Diallo missed Free Throw.,59,64
0:28,61,Derek Ogbeide Defensive Rebound.,59,64
0:16,61,Tyree Crump missed Three Point Jumper.,59,64
0:16,61,Georgia Offensive Rebound.,59,64
0:16,96,Foul on Wenyen Gabriel.,59,64
0:16,61,Tyree Crump made Free Throw.,60,64
0:16,61,Tyree Crump made Free Throw.,61,64
0:11,61,Foul on Juwan Parker.,61,64
0:11,96,Quade Green made Free Throw.,61,65
0:11,96,Quade Green made Free Throw.,61,66
0:06,61,Tyree Crump missed Three Point Jumper.,61,66
0:06,96,Shai Gilgeous-Alexander Block.,61,66
0:06,96,Hamidou Diallo Defensive Rebound.,61,66
0:03,61,Foul on Tyree Crump.,61,66
0:03,96,Hamidou Diallo missed Free Throw.,61,66
0:03,96,Kentucky Deadball Team Rebound.,61,66
0:03,96,Hamidou Diallo missed Free Throw.,61,66
0:03,61,Yante Maten Defensive Rebound.,61,66
0:00,96,End of Game,61,66
