Georgia Southern,6,South Alabama,290
10:11,6,Foul on Trhae Mitchell.,11,19
10:11,290,Ike Smith missed Free Throw.,11,19
10:11,290,Montae Glenn Offensive Rebound.,11,19
10:03,290,David-Lee Jones Jr. missed Jumper.,11,19
10:03,6,Kevin Morris Defensive Rebound.,11,19
9:45,290,Foul on Jake Allsmiller.,11,19
9:35,6,Jordan Andrews missed Three Point Jumper.,11,19
9:35,290,Quan Jackson Defensive Rebound.,11,19
9:26,290,Ike Smith made Three Point Jumper. Assisted by Quan Jackson.,14,19
9:02,6,Kevin Morris made Jumper.,14,21
8:35,290,Montae Glenn made Layup. Assisted by David-Lee Jones Jr..,16,21
8:21,6,Herb McGee made Layup.,16,23
8:13,290,Ike Smith missed Three Point Jumper.,16,23
8:13,290,Quan Jackson Offensive Rebound.,16,23
8:07,6,Foul on Herb McGee.,16,23
8:07,290,Montae Glenn made Free Throw.,17,23
8:07,290,Montae Glenn missed Free Throw.,17,23
8:07,6,Jordan Andrews Defensive Rebound.,17,23
7:44,6,Dederick Lee missed Layup.,17,23
7:44,290,Jake Allsmiller Defensive Rebound.,17,23
7:37,290,David-Lee Jones Jr. missed Layup.,17,23
7:37,6,Kevin Morris Block.,17,23
7:34,290,Quan Jackson Offensive Rebound.,17,23
7:32,290,Tookie Brown made Three Point Jumper. Assisted by Quan Jackson.,20,23
7:08,6,Herb McGee Turnover.,20,23
7:08,6,Official TV Timeout,20,23
6:57,290,Tookie Brown Turnover.,20,23
6:39,6,Nick Davis made Layup.,20,25
6:30,290,Montae Glenn made Layup.,22,25
6:06,290,Foul on David-Lee Jones Jr..,22,25
6:01,6,Rodrick Sikes made Three Point Jumper. Assisted by Herb McGee.,22,28
5:48,290,Mike Hughes missed Three Point Jumper.,22,28
5:48,6,Nick Davis Defensive Rebound.,22,28
5:32,290,Foul on Jake Allsmiller.,22,28
5:32,6,Josh Ajayi made Free Throw.,22,29
5:32,6,Josh Ajayi made Free Throw.,22,30
5:18,6,Foul on Nick Davis.,22,30
5:18,290,Montae Glenn made Free Throw.,23,30
5:18,290,Montae Glenn missed Free Throw.,23,30
5:18,6,Trhae Mitchell Defensive Rebound.,23,30
5:06,6,Herb McGee Turnover.,23,30
4:56,290,Georgia Southern  Turnover.,23,30
4:41,6,Josh Ajayi Turnover.,23,30
4:40,290,Quan Jackson Steal.,23,30
4:37,6,Foul on Herb McGee.,23,30
4:37,290,Quan Jackson made Free Throw.,24,30
4:37,290,Quan Jackson missed Free Throw.,24,30
4:37,6,Dederick Lee Defensive Rebound.,24,30
4:34,6,Rodrick Sikes missed Three Point Jumper.,24,30
4:34,290,Ike Smith Defensive Rebound.,24,30
4:18,290,Quan Jackson made Jumper.,26,30
4:08,290,Foul on Mike Hughes.,26,30
4:08,6,Rodrick Sikes made Free Throw.,26,31
4:08,6,Rodrick Sikes made Free Throw.,26,32
3:58,290,Tookie Brown Turnover.,26,32
3:57,6,Dederick Lee Steal.,26,32
3:56,6,Dederick Lee Turnover.,26,32
3:55,290,Mike Hughes Steal.,26,32
3:54,6,Official TV Timeout,26,32
3:44,290,Quan Jackson missed Jumper.,26,32
3:44,6,Jordan Andrews Defensive Rebound.,26,32
3:43,290,Foul on Quan Jackson.,26,32
3:43,6,Jordan Andrews made Free Throw.,26,33
3:43,6,Jordan Andrews missed Free Throw.,26,33
3:43,290,Ike Smith Defensive Rebound.,26,33
3:36,290,Ike Smith Turnover.,26,33
3:35,6,Rodrick Sikes Steal.,26,33
3:34,6,Rodrick Sikes missed Layup.,26,33
3:34,290,Quan Jackson Block.,26,33
3:32,290,Ike Smith Defensive Rebound.,26,33
3:27,290,Mike Hughes made Three Point Jumper. Assisted by Ike Smith.,29,33
3:13,290,Foul on B.J. Gladden.,29,33
3:13,6,Josh Ajayi missed Free Throw.,29,33
3:13,6,South Alabama Deadball Team Rebound.,29,33
3:13,6,Josh Ajayi missed Free Throw.,29,33
3:13,290,Coye Simmons Defensive Rebound.,29,33
2:54,290,Mike Hughes made Three Point Jumper.,32,33
2:34,6,Jordan Andrews missed Layup.,32,33
2:34,290,Mike Hughes Defensive Rebound.,32,33
2:18,290,Quan Jackson missed Three Point Jumper.,32,33
2:18,6,Rodrick Sikes Defensive Rebound.,32,33
2:10,6,Josh Ajayi made Layup. Assisted by Rodrick Sikes.,32,35
1:50,290,Mike Hughes missed Layup.,32,35
1:50,6,Josh Ajayi Block.,32,35
1:48,290,Tookie Brown Offensive Rebound.,32,35
1:46,290,Tookie Brown missed Jumper.,32,35
1:46,290,Coye Simmons Offensive Rebound.,32,35
1:42,290,Coye Simmons missed Jumper.,32,35
1:42,6,Josh Ajayi Defensive Rebound.,32,35
1:31,290,Foul on Tookie Brown.,32,35
1:31,6,Rodrick Sikes made Free Throw.,32,36
1:31,6,Rodrick Sikes made Free Throw.,32,37
1:23,290,B.J. Gladden missed Jumper.,32,37
1:23,290,B.J. Gladden Offensive Rebound.,32,37
1:21,290,B.J. Gladden missed Layup.,32,37
1:21,6,Dederick Lee Defensive Rebound.,32,37
1:10,6,Rodrick Sikes missed Three Point Jumper.,32,37
1:10,290,Georgia Southern Defensive Rebound.,32,37
0:57,290,B.J. Gladden missed Layup.,32,37
0:57,6,South Alabama Defensive Rebound.,32,37
0:40,6,Jordan Andrews missed Three Point Jumper.,32,37
0:40,290,Ike Smith Defensive Rebound.,32,37
0:32,290,Ike Smith missed Jumper.,32,37
0:32,6,Josh Ajayi Defensive Rebound.,32,37
0:03,290,Foul on B.J. Gladden.,32,37
0:03,6,Trhae Mitchell made Free Throw.,32,38
0:03,6,Trhae Mitchell made Free Throw.,32,39
0:00,290,Tookie Brown made Three Point Jumper.,35,39
0:00,6,End of 1st half,35,39
19:37,6,Herb McGee missed Three Point Jumper.,35,39
19:37,6,Herb McGee Offensive Rebound.,35,39
19:21,6,Herb McGee missed Three Point Jumper.,35,39
19:21,6,Trhae Mitchell Offensive Rebound.,35,39
19:15,6,Rodrick Sikes made Three Point Jumper. Assisted by Trhae Mitchell.,35,42
18:57,290,Mike Hughes made Layup.,37,42
18:34,6,Josh Ajayi missed Jumper.,37,42
18:34,290,Tookie Brown Defensive Rebound.,37,42
18:27,290,Tookie Brown missed Layup.,37,42
18:27,6,Nick Davis Defensive Rebound.,37,42
18:17,6,Herb McGee Turnover.,37,42
18:16,290,Tookie Brown Steal.,37,42
18:15,290,Tookie Brown made Layup.,39,42
17:59,6,Herb McGee missed Three Point Jumper.,39,42
17:59,290,Montae Glenn Defensive Rebound.,39,42
17:48,290,Montae Glenn missed Layup.,39,42
17:48,290,Montae Glenn Offensive Rebound.,39,42
17:43,290,Montae Glenn missed Layup.,39,42
17:43,290,Quan Jackson Offensive Rebound.,39,42
17:40,290,Quan Jackson made Layup.,41,42
17:15,6,Rodrick Sikes missed Three Point Jumper.,41,42
17:15,6,Nick Davis Offensive Rebound.,41,42
17:13,290,Foul on Jake Allsmiller.,41,42
16:59,6,Trhae Mitchell Turnover.,41,42
16:58,290,Quan Jackson Steal.,41,42
16:56,290,Quan Jackson made Layup.,43,42
16:53,6,South Alabama  Timeout,43,42
16:38,6,Nick Davis made Dunk. Assisted by Dederick Lee.,43,44
16:23,290,Mike Hughes missed Three Point Jumper.,43,44
16:23,6,Josh Ajayi Defensive Rebound.,43,44
16:03,6,Nick Davis missed Three Point Jumper.,43,44
16:03,290,Montae Glenn Defensive Rebound.,43,44
15:46,290,Montae Glenn made Jumper.,45,44
15:15,6,Dederick Lee missed Three Point Jumper.,45,44
15:15,290,Quan Jackson Defensive Rebound.,45,44
14:56,290,Quan Jackson Turnover.,45,44
14:56,290,Foul on Quan Jackson.,45,44
14:56,6,Official TV Timeout,45,44
14:39,290,Foul on Coye Simmons.,45,44
14:39,6,Nick Davis missed Free Throw.,45,44
14:39,6,South Alabama Deadball Team Rebound.,45,44
14:39,6,Nick Davis missed Free Throw.,45,44
14:39,290,B.J. Gladden Defensive Rebound.,45,44
14:30,290,Ike Smith missed Three Point Jumper.,45,44
14:30,6,South Alabama Deadball Team Rebound.,45,44
14:10,6,Nick Davis missed Layup.,45,44
14:10,290,B.J. Gladden Defensive Rebound.,45,44
13:58,290,Tookie Brown Turnover.,45,44
13:45,6,Rodrick Sikes made Three Point Jumper.,45,47
13:31,290,Ike Smith made Jumper.,47,47
13:14,6,Josh Ajayi missed Three Point Jumper.,47,47
13:14,290,Tookie Brown Defensive Rebound.,47,47
12:57,290,Tookie Brown missed Layup.,47,47
12:57,290,Coye Simmons Offensive Rebound.,47,47
12:53,290,Coye Simmons missed Jumper.,47,47
12:53,6,Jordan Andrews Defensive Rebound.,47,47
12:39,6,Josh Ajayi made Jumper.,47,49
12:23,290,Ike Smith missed Three Point Jumper.,47,49
12:23,6,Jordan Andrews Defensive Rebound.,47,49
12:14,6,Rodrick Sikes missed Three Point Jumper.,47,49
12:14,290,Ike Smith Defensive Rebound.,47,49
12:02,290,Ike Smith missed Layup.,47,49
12:02,6,Trhae Mitchell Block.,47,49
12:01,6,Jordan Andrews Defensive Rebound.,47,49
11:55,6,Trhae Mitchell missed Layup.,47,49
11:55,6,Trhae Mitchell Offensive Rebound.,47,49
11:54,6,Trhae Mitchell made Layup.,47,51
11:36,290,Georgia Southern  Turnover.,47,51
11:36,6,Official TV Timeout,47,51
11:22,6,Josh Ajayi Turnover.,47,51
11:20,290,Tookie Brown Steal.,47,51
11:19,290,Tookie Brown made Dunk.,49,51
10:53,290,Foul on Jake Allsmiller.,49,51
10:53,6,Herb McGee made Free Throw.,49,52
10:53,6,Herb McGee missed Free Throw.,49,52
10:53,290,B.J. Gladden Defensive Rebound.,49,52
10:40,6,Foul on Kevin Morris.,49,52
10:40,290,B.J. Gladden missed Free Throw.,49,52
10:40,290,Georgia Southern Deadball Team Rebound.,49,52
10:40,290,B.J. Gladden made Free Throw.,50,52
10:26,6,Herb McGee missed Layup.,50,52
10:26,290,B.J. Gladden Defensive Rebound.,50,52
10:21,290,Mike Hughes missed Three Point Jumper.,50,52
10:21,6,Trhae Mitchell Defensive Rebound.,50,52
9:54,6,Trhae Mitchell missed Jumper.,50,52
9:54,290,Tookie Brown Block.,50,52
9:53,6,Trhae Mitchell Offensive Rebound.,50,52
9:49,6,Herb McGee missed Three Point Jumper.,50,52
9:49,290,Montae Glenn Defensive Rebound.,50,52
9:43,6,Foul on Jordan Andrews.,50,52
9:43,290,Quan Jackson made Free Throw.,51,52
9:43,290,Quan Jackson made Free Throw.,52,52
9:25,6,Jordan Andrews missed Three Point Jumper.,52,52
9:25,6,South Alabama Offensive Rebound.,52,52
9:16,290,Foul on Tookie Brown.,52,52
9:16,6,Dederick Lee made Free Throw.,52,53
9:16,6,Dederick Lee made Free Throw.,52,54
9:04,6,Foul on Trhae Mitchell.,52,54
9:04,290,Quan Jackson made Free Throw.,53,54
9:04,290,Quan Jackson made Free Throw.,54,54
8:48,6,Dederick Lee missed Jumper.,54,54
8:48,6,Kevin Morris Offensive Rebound.,54,54
8:45,6,Kevin Morris made Layup.,54,56
8:37,6,Foul on Dederick Lee.,54,56
8:30,6,Foul on Jordan Andrews.,54,56
8:30,6,Foul on Kevin Morris.,54,56
8:28,6,Foul on Dederick Lee.,54,56
8:28,290,Mike Hughes made Free Throw.,55,56
8:28,290,Mike Hughes made Free Throw.,56,56
8:17,6,Rodrick Sikes missed Layup.,56,56
8:17,290,Montae Glenn Defensive Rebound.,56,56
7:54,290,Tookie Brown Turnover.,56,56
7:54,6,Official TV Timeout,56,56
7:35,290,Foul on Tookie Brown.,56,56
7:34,6,Dederick Lee missed Three Point Jumper.,56,56
7:34,290,Montae Glenn Defensive Rebound.,56,56
7:20,290,B.J. Gladden Turnover.,56,56
7:14,6,Rodrick Sikes missed Layup.,56,56
7:14,290,Quan Jackson Block.,56,56
7:14,6,South Alabama Offensive Rebound.,56,56
7:05,290,Foul on B.J. Gladden.,56,56
7:05,6,Dederick Lee made Free Throw.,56,57
7:05,6,Dederick Lee missed Free Throw.,56,57
7:05,290,B.J. Gladden Defensive Rebound.,56,57
6:44,6,Foul on Nick Davis.,56,57
6:44,290,Montae Glenn made Free Throw.,57,57
6:44,290,Montae Glenn missed Free Throw.,57,57
6:44,6,Josh Ajayi Defensive Rebound.,57,57
6:21,6,Rodrick Sikes made Layup. Assisted by Jordan Andrews.,57,59
6:02,290,Montae Glenn made Layup.,59,59
5:45,290,Foul on B.J. Gladden.,59,59
5:45,6,Trhae Mitchell missed Free Throw.,59,59
5:45,6,South Alabama Deadball Team Rebound.,59,59
5:45,6,Trhae Mitchell made Free Throw.,59,60
5:30,290,Ike Smith Turnover.,59,60
5:30,290,Foul on Ike Smith.,59,60
5:16,6,Rodrick Sikes missed Three Point Jumper.,59,60
5:16,290,Georgia Southern Defensive Rebound.,59,60
4:58,290,Ike Smith missed Jumper.,59,60
4:58,290,Montae Glenn Offensive Rebound.,59,60
4:52,290,Montae Glenn missed Jumper.,59,60
4:52,6,Trhae Mitchell Defensive Rebound.,59,60
4:37,6,Dederick Lee missed Three Point Jumper.,59,60
4:37,290,Ike Smith Defensive Rebound.,59,60
4:29,6,Foul on Trhae Mitchell.,59,60
4:29,290,Ike Smith missed Free Throw.,59,60
4:29,290,Coye Simmons Offensive Rebound.,59,60
4:04,290,Jake Allsmiller made Three Point Jumper.,62,60
3:46,6,Jordan Andrews made Three Point Jumper. Assisted by Herb McGee.,62,63
3:18,6,Foul on Rodrick Sikes.,62,63
3:18,6,Official TV Timeout,62,63
3:18,290,Mike Hughes made Free Throw.,63,63
3:18,290,Mike Hughes missed Free Throw.,63,63
3:18,6,Josh Ajayi Defensive Rebound.,63,63
3:05,6,Rodrick Sikes missed Layup.,63,63
3:05,290,Quan Jackson Block.,63,63
3:03,290,Quan Jackson Defensive Rebound.,63,63
2:34,290,Mike Hughes missed Three Point Jumper.,63,63
2:34,6,Josh Ajayi Defensive Rebound.,63,63
2:13,6,Herb McGee Turnover.,63,63
2:02,290,B.J. Gladden missed Layup.,63,63
2:02,290,B.J. Gladden Offensive Rebound.,63,63
2:00,290,B.J. Gladden missed Layup.,63,63
2:00,290,Montae Glenn Offensive Rebound.,63,63
1:57,290,Montae Glenn missed Layup.,63,63
1:57,290,B.J. Gladden Offensive Rebound.,63,63
1:56,6,Foul on Jordan Andrews.,63,63
1:56,290,B.J. Gladden missed Free Throw.,63,63
1:56,290,Georgia Southern Deadball Team Rebound.,63,63
1:56,290,B.J. Gladden missed Free Throw.,63,63
1:56,6,Josh Ajayi Defensive Rebound.,63,63
1:40,290,Foul on Quan Jackson.,63,63
1:40,6,Rodrick Sikes made Free Throw.,63,64
1:40,6,Rodrick Sikes made Free Throw.,63,65
1:40,6,Rodrick Sikes made Free Throw.,63,66
1:25,6,Foul on Trhae Mitchell.,63,66
1:25,290,Tookie Brown made Free Throw.,64,66
1:25,290,Tookie Brown made Free Throw.,65,66
0:58,6,Herb McGee Turnover.,65,66
0:55,290,Tookie Brown Steal.,65,66
0:47,290,Quan Jackson made Layup.,67,66
0:31,6,Josh Ajayi missed Layup.,67,66
0:31,6,Nick Davis Offensive Rebound.,67,66
0:29,6,Nick Davis made Layup.,67,68
0:29,6,South Alabama  Timeout,67,68
0:19,290,Quan Jackson missed Three Point Jumper.,67,68
0:19,6,Herb McGee Defensive Rebound.,67,68
0:15,290,Foul on Mike Hughes.,67,68
0:15,6,Herb McGee made Free Throw.,67,69
0:15,6,Herb McGee missed Free Throw.,67,69
0:15,290,Tookie Brown Defensive Rebound.,67,69
0:12,290,Georgia Southern  Timeout,67,69
0:02,290,Quan Jackson missed Three Point Jumper.,67,69
0:02,6,South Alabama Deadball Team Rebound.,67,69
0:00,6,End of Game,67,69
