Niagara,2368,Marist,315
12:05,2368,Brian Parker missed Jumper.,10,16
12:05,2368,Kentrall Brooks Offensive Rebound.,10,16
12:03,2368,Kentrall Brooks made Two Point Tip Shot.,10,18
11:47,315,Foul on James Towns.,10,18
11:47,315,James Towns Turnover.,10,18
11:47,2368,Official TV Timeout,10,18
11:25,2368,Khallid Hart missed Three Point Jumper.,10,18
11:25,2368,Brian Parker Offensive Rebound.,10,18
11:18,2368,Ryan Funk missed Three Point Jumper.,10,18
11:18,315,Chris Barton Defensive Rebound.,10,18
11:05,315,James Towns made Jumper.,12,18
10:45,2368,Ryan Funk made Layup. Assisted by Brian Parker.,12,20
10:36,315,Dominic Robb missed Layup.,12,20
10:36,315,Maurice Taylor Jr. Offensive Rebound.,12,20
10:32,2368,Foul on Tobias Sjoberg.,12,20
10:28,315,Matt Scott missed Jumper.,12,20
10:28,315,Maurice Taylor Jr. Offensive Rebound.,12,20
10:22,315,Maurice Taylor Jr. missed Layup.,12,20
10:22,2368,Marist Defensive Rebound.,12,20
10:00,2368,Ryan Funk missed Three Point Jumper.,12,20
10:00,2368,Isaiah Lamb Offensive Rebound.,12,20
9:56,2368,Isaiah Lamb made Two Point Tip Shot.,12,22
9:38,315,James Towns missed Three Point Jumper.,12,22
9:38,315,Maurice Taylor Jr. Offensive Rebound.,12,22
9:33,315,James Towns missed Jumper.,12,22
9:33,2368,Kentrall Brooks Block.,12,22
9:32,315,Maurice Taylor Jr. Offensive Rebound.,12,22
9:31,2368,Foul on Brian Parker.,12,22
9:31,315,Maurice Taylor Jr. missed Free Throw.,12,22
9:31,315,Niagara Deadball Team Rebound.,12,22
9:31,315,Maurice Taylor Jr. made Free Throw.,13,22
9:20,2368,Foul on Ryan Funk.,13,22
9:20,2368,Ryan Funk Turnover.,13,22
8:56,315,James Towns missed Jumper.,13,22
8:56,315,James Towns Offensive Rebound.,13,22
8:52,315,James Towns missed Jumper.,13,22
8:52,315,Maurice Taylor Jr. Offensive Rebound.,13,22
8:49,315,Maurice Taylor Jr. Turnover.,13,22
8:48,2368,Kristinn Palsson Steal.,13,22
8:41,2368,Khallid Hart missed Three Point Jumper.,13,22
8:41,315,Niagara Defensive Rebound.,13,22
8:21,315,Dominic Robb missed Layup.,13,22
8:21,2368,Kentrall Brooks Defensive Rebound.,13,22
8:05,2368,Ryan Funk missed Jumper.,13,22
8:05,315,Dominic Robb Defensive Rebound.,13,22
7:37,315,James Towns missed Jumper.,13,22
7:37,2368,Kentrall Brooks Defensive Rebound.,13,22
7:24,2368,David Knudsen missed Three Point Jumper.,13,22
7:24,2368,Kentrall Brooks Offensive Rebound.,13,22
7:19,315,Foul on Chris Barton.,13,22
7:19,2368,Official TV Timeout,13,22
7:08,2368,Isaiah Lamb missed Three Point Jumper.,13,22
7:08,315,Kevin Larkin Defensive Rebound.,13,22
6:56,2368,Foul on Isaiah Lamb.,13,22
6:56,315,Kahlil Dukes made Free Throw.,14,22
6:56,315,Kahlil Dukes made Free Throw.,15,22
6:29,2368,Obi Momah made Layup. Assisted by Brian Parker.,15,24
6:15,315,Matt Scott made Jumper.,17,24
5:58,315,Foul on Chris Barton.,17,24
5:45,2368,Khallid Hart made Three Point Jumper. Assisted by Kristinn Palsson.,17,27
5:29,315,Kahlil Dukes made Three Point Jumper. Assisted by Shane Gatling.,20,27
5:08,315,Foul on Maurice Taylor Jr..,20,27
5:08,2368,Obi Momah missed Free Throw.,20,27
5:08,2368,Marist Deadball Team Rebound.,20,27
5:08,2368,Obi Momah missed Free Throw.,20,27
5:08,315,Kevin Larkin Defensive Rebound.,20,27
4:59,315,Kevin Larkin missed Layup.,20,27
4:59,2368,Isaiah Lamb Defensive Rebound.,20,27
4:50,2368,Khallid Hart missed Jumper.,20,27
4:50,2368,Marist Offensive Rebound.,20,27
4:32,2368,Kristinn Palsson missed Three Point Jumper.,20,27
4:32,315,Kahlil Dukes Defensive Rebound.,20,27
4:27,315,Shane Gatling made Layup. Assisted by Kahlil Dukes.,22,27
4:20,2368,Brian Parker missed Jumper.,22,27
4:20,315,Matt Scott Defensive Rebound.,22,27
4:04,315,Maurice Taylor Jr. Turnover.,22,27
3:45,2368,Kentrall Brooks missed Jumper.,22,27
3:45,315,Kevin Larkin Defensive Rebound.,22,27
3:27,315,Kevin Larkin missed Jumper.,22,27
3:27,315,Kevin Larkin Offensive Rebound.,22,27
3:24,315,Kevin Larkin missed Jumper.,22,27
3:24,315,Niagara Offensive Rebound.,22,27
3:23,2368,Official TV Timeout,22,27
3:16,315,Shane Gatling missed Three Point Jumper.,22,27
3:16,2368,Brian Parker Defensive Rebound.,22,27
3:11,2368,Khallid Hart missed Three Point Jumper.,22,27
3:11,2368,Kentrall Brooks Offensive Rebound.,22,27
3:03,2368,Brian Parker missed Layup.,22,27
3:03,315,Matt Scott Block.,22,27
3:02,2368,Brian Parker Offensive Rebound.,22,27
2:46,2368,Khallid Hart made Jumper.,22,29
2:27,315,Matt Scott missed Three Point Jumper.,22,29
2:27,2368,Khallid Hart Defensive Rebound.,22,29
2:11,2368,Brian Parker made Layup.,22,31
2:05,2368,Foul on Kristinn Palsson.,22,31
2:05,315,Matt Scott made Free Throw.,23,31
2:05,315,Matt Scott made Free Throw.,24,31
1:50,2368,Khallid Hart missed Three Point Jumper.,24,31
1:50,315,Kahlil Dukes Defensive Rebound.,24,31
1:44,315,Matt Scott missed Three Point Jumper.,24,31
1:44,315,Dominic Robb Offensive Rebound.,24,31
1:40,315,Dominic Robb made Layup.,26,31
1:15,2368,Kentrall Brooks made Dunk. Assisted by Kristinn Palsson.,26,33
1:06,2368,Foul on Kristinn Palsson.,26,33
1:06,315,Matt Scott made Free Throw.,27,33
1:06,315,Matt Scott made Free Throw.,28,33
0:47,2368,Richie Mitchell Turnover.,28,33
0:40,315,Kahlil Dukes Turnover.,28,33
0:16,2368,Richie Mitchell missed Jumper.,28,33
0:16,315,Dominic Robb Block.,28,33
0:15,315,Dominic Robb Defensive Rebound.,28,33
0:13,315,Dominic Robb Turnover.,28,33
0:11,2368,Marist  Timeout,28,33
0:02,2368,Brian Parker missed Three Point Jumper.,28,33
0:02,315,Niagara Deadball Team Rebound.,28,33
0:00,2368,End of 1st half,28,33
19:46,315,Kahlil Dukes missed Jumper.,28,33
19:46,2368,Ryan Funk Defensive Rebound.,28,33
19:24,2368,Brian Parker made Layup.,28,35
19:06,315,Dominic Robb made Jumper. Assisted by Dwayne Pow.,30,35
18:50,315,Foul on Dwayne Pow.,30,35
18:28,2368,Isaiah Lamb Turnover.,30,35
18:25,315,Marvin Prochet Steal.,30,35
18:18,315,Marvin Prochet made Jumper.,32,35
18:18,2368,Foul on Ryan Funk.,32,35
18:18,315,Marvin Prochet made Free Throw.,33,35
18:08,315,Foul on Marvin Prochet.,33,35
17:53,2368,Khallid Hart missed Layup.,33,35
17:53,315,Dwayne Pow Defensive Rebound.,33,35
17:47,2368,Foul on Tobias Sjoberg.,33,35
17:45,315,Kahlil Dukes missed Three Point Jumper.,33,35
17:45,315,Marvin Prochet Offensive Rebound.,33,35
17:41,315,Marvin Prochet missed Two Point Tip Shot.,33,35
17:41,315,Marvin Prochet Offensive Rebound.,33,35
17:40,2368,Foul on Isaiah Lamb.,33,35
17:40,315,Marvin Prochet made Free Throw.,34,35
17:40,315,Marvin Prochet made Free Throw.,35,35
17:27,2368,Brian Parker made Layup. Assisted by Kentrall Brooks.,35,37
17:16,315,Kahlil Dukes made Three Point Jumper. Assisted by Matt Scott.,38,37
17:01,2368,Kentrall Brooks Turnover.,38,37
16:30,315,Dominic Robb missed Jumper.,38,37
16:30,2368,Kentrall Brooks Defensive Rebound.,38,37
16:19,2368,Khallid Hart missed Layup.,38,37
16:19,315,Dominic Robb Block.,38,37
16:18,2368,Kentrall Brooks Offensive Rebound.,38,37
16:15,2368,Kristinn Palsson missed Three Point Jumper.,38,37
16:15,315,Dominic Robb Defensive Rebound.,38,37
16:13,2368,Foul on Khallid Hart.,38,37
16:00,315,Dwayne Pow missed Layup.,38,37
16:00,2368,Kentrall Brooks Block.,38,37
15:59,2368,Isaiah Lamb Defensive Rebound.,38,37
15:54,2368,Brian Parker made Dunk.,38,39
15:50,2368,Official TV Timeout,38,39
15:38,315,Dwayne Pow Turnover.,38,39
15:37,2368,Isaiah Lamb Steal.,38,39
15:33,2368,Khallid Hart missed Layup.,38,39
15:33,315,Dominic Robb Defensive Rebound.,38,39
15:08,315,Marvin Prochet Turnover.,38,39
15:08,2368,Isaiah Lamb missed Dunk.,38,39
15:08,315,Marvin Prochet Block.,38,39
15:08,2368,Isaiah Lamb Offensive Rebound.,38,39
15:06,2368,Kristinn Palsson Turnover.,38,39
15:06,315,James Towns Steal.,38,39
15:04,315,James Towns made Layup.,40,39
14:49,2368,Isaiah Lamb made Three Point Jumper. Assisted by Kristinn Palsson.,40,42
14:44,315,Foul on Matt Scott.,40,42
14:44,315,Matt Scott Turnover.,40,42
14:30,315,Foul on Dominic Robb.,40,42
14:30,2368,Brian Parker made Free Throw.,40,43
14:30,2368,Brian Parker made Free Throw.,40,44
14:13,315,James Towns missed Jumper.,40,44
14:13,2368,Brian Parker Defensive Rebound.,40,44
13:49,2368,Kentrall Brooks made Jumper.,40,46
13:30,2368,Foul on Brian Parker.,40,46
13:24,315,Matt Scott missed Jumper.,40,46
13:24,315,James Towns Offensive Rebound.,40,46
13:14,315,Matt Scott missed Jumper.,40,46
13:14,2368,Kristinn Palsson Defensive Rebound.,40,46
12:55,2368,David Knudsen missed Three Point Jumper.,40,46
12:55,315,James Towns Defensive Rebound.,40,46
12:36,315,Marvin Prochet Turnover.,40,46
12:22,2368,David Knudsen made Jumper. Assisted by Kristinn Palsson.,40,48
12:09,315,Kahlil Dukes missed Three Point Jumper.,40,48
12:09,315,Marvin Prochet Offensive Rebound.,40,48
12:06,315,Marvin Prochet missed Two Point Tip Shot.,40,48
12:06,2368,David Knudsen Defensive Rebound.,40,48
11:48,2368,Kristinn Palsson Turnover.,40,48
11:48,2368,Official TV Timeout,40,48
11:33,315,Matt Scott missed Three Point Jumper.,40,48
11:33,315,Dominic Robb Offensive Rebound.,40,48
11:29,2368,Foul on Obi Momah.,40,48
11:19,315,Kevin Larkin missed Three Point Jumper.,40,48
11:19,315,Matt Scott Offensive Rebound.,40,48
11:17,2368,Foul on Obi Momah.,40,48
11:17,315,Matt Scott made Free Throw.,41,48
11:17,315,Matt Scott made Free Throw.,42,48
10:55,2368,Brian Parker missed Layup.,42,48
10:55,315,Matt Scott Defensive Rebound.,42,48
10:26,315,James Towns made Three Point Jumper. Assisted by Matt Scott.,45,48
9:55,2368,Ryan Funk made Three Point Jumper.,45,51
9:37,315,Dominic Robb made Jumper. Assisted by James Towns.,47,51
9:17,2368,Obi Momah made Jumper.,47,53
8:51,315,Matt Scott missed Three Point Jumper.,47,53
8:51,315,Maurice Taylor Jr. Offensive Rebound.,47,53
8:45,315,Maurice Taylor Jr. Turnover.,47,53
8:28,2368,Khallid Hart missed Three Point Jumper.,47,53
8:28,315,Matt Scott Defensive Rebound.,47,53
8:18,315,Kevin Larkin missed Layup.,47,53
8:18,2368,Khallid Hart Defensive Rebound.,47,53
8:12,2368,Isaiah Lamb made Layup. Assisted by Khallid Hart.,47,55
8:12,315,Foul on Dominic Robb.,47,55
8:12,2368,Isaiah Lamb missed Free Throw.,47,55
8:12,315,James Towns Defensive Rebound.,47,55
7:58,315,Matt Scott missed Three Point Jumper.,47,55
7:58,2368,Khallid Hart Defensive Rebound.,47,55
7:53,2368,Ryan Funk Turnover.,47,55
7:53,2368,Official TV Timeout,47,55
7:39,315,Dominic Robb missed Layup.,47,55
7:39,2368,Khallid Hart Defensive Rebound.,47,55
7:38,315,Foul on Dominic Robb.,47,55
7:28,2368,Isaiah Lamb Turnover.,47,55
7:28,315,Kahlil Dukes Steal.,47,55
7:23,315,Matt Scott made Layup.,49,55
6:59,2368,Tobias Sjoberg missed Layup.,49,55
6:59,315,Dominic Robb Block.,49,55
6:58,315,Matt Scott Defensive Rebound.,49,55
6:54,315,Marvin Prochet missed Three Point Jumper.,49,55
6:54,2368,Tobias Sjoberg Defensive Rebound.,49,55
6:37,2368,Khallid Hart missed Three Point Jumper.,49,55
6:37,315,Matt Scott Defensive Rebound.,49,55
6:28,315,Niagara  Timeout,49,55
6:19,315,Matt Scott made Three Point Jumper. Assisted by Kahlil Dukes.,52,55
6:04,2368,Khallid Hart Turnover.,52,55
6:03,315,James Towns Steal.,52,55
6:00,315,Kahlil Dukes made Layup. Assisted by James Towns.,54,55
5:34,2368,Brian Parker missed Layup.,54,55
5:34,315,Marvin Prochet Block.,54,55
5:33,315,Marvin Prochet Defensive Rebound.,54,55
5:20,315,Matt Scott Turnover.,54,55
5:20,2368,Marist  Timeout,54,55
4:59,2368,Brian Parker missed Three Point Jumper.,54,55
4:59,2368,Marist Offensive Rebound.,54,55
4:39,315,Foul on Dominic Robb.,54,55
4:39,2368,Kentrall Brooks made Free Throw.,54,56
4:39,2368,Kentrall Brooks made Free Throw.,54,57
4:16,315,Kahlil Dukes missed Jumper.,54,57
4:16,315,Maurice Taylor Jr. Offensive Rebound.,54,57
4:13,2368,Foul on Kristinn Palsson.,54,57
4:13,315,Maurice Taylor Jr. made Free Throw.,55,57
4:13,315,Maurice Taylor Jr. made Free Throw.,56,57
3:53,2368,Ryan Funk made Three Point Jumper. Assisted by Kristinn Palsson.,56,60
3:33,2368,Foul on Khallid Hart.,56,60
3:33,2368,Official TV Timeout,56,60
3:33,315,Kahlil Dukes made Free Throw.,57,60
3:33,315,Kahlil Dukes made Free Throw.,58,60
3:14,2368,Khallid Hart missed Jumper.,58,60
3:14,315,Marvin Prochet Defensive Rebound.,58,60
2:55,315,Matt Scott Turnover.,58,60
2:29,2368,Kentrall Brooks missed Jumper.,58,60
2:29,2368,Kentrall Brooks Offensive Rebound.,58,60
2:27,2368,Kentrall Brooks made Layup.,58,62
2:27,315,Foul on Marvin Prochet.,58,62
2:27,2368,Kentrall Brooks made Free Throw.,58,63
2:02,2368,Foul on Kentrall Brooks.,58,63
2:02,315,Marvin Prochet made Free Throw.,59,63
2:02,315,Marvin Prochet made Free Throw.,60,63
1:48,2368,Ryan Funk missed Three Point Jumper.,60,63
1:48,315,Maurice Taylor Jr. Defensive Rebound.,60,63
1:46,2368,Foul on Kentrall Brooks.,60,63
1:46,315,Maurice Taylor Jr. made Free Throw.,61,63
1:46,315,Maurice Taylor Jr. made Free Throw.,62,63
1:30,2368,Brian Parker missed Jumper.,62,63
1:30,2368,Kentrall Brooks Offensive Rebound.,62,63
1:28,2368,Kentrall Brooks made Dunk.,62,65
0:59,315,Kahlil Dukes missed Three Point Jumper.,62,65
0:59,315,Matt Scott Offensive Rebound.,62,65
0:56,315,Matt Scott missed Layup.,62,65
0:56,2368,Kristinn Palsson Defensive Rebound.,62,65
0:55,315,Foul on Matt Scott.,62,65
0:55,2368,Kristinn Palsson made Free Throw.,62,66
0:55,2368,Kristinn Palsson missed Free Throw.,62,66
0:55,315,Marvin Prochet Defensive Rebound.,62,66
0:46,315,Matt Scott missed Jumper.,62,66
0:46,2368,Kentrall Brooks Block.,62,66
0:45,315,Niagara Offensive Rebound.,62,66
0:45,315,Niagara  Timeout,62,66
0:41,2368,Foul on Kristinn Palsson.,62,66
0:41,315,Kahlil Dukes made Free Throw.,63,66
0:41,315,Kahlil Dukes made Free Throw.,64,66
0:19,2368,Ryan Funk made Three Point Jumper. Assisted by Khallid Hart.,64,69
0:13,2368,Foul on Ryan Funk.,64,69
0:13,315,Kahlil Dukes made Free Throw.,65,69
0:13,315,Kahlil Dukes made Free Throw.,66,69
0:12,315,Foul on Kahlil Dukes.,66,69
0:12,2368,Brian Parker made Free Throw.,66,70
0:12,2368,Brian Parker missed Free Throw.,66,70
0:12,315,Marvin Prochet Defensive Rebound.,66,70
0:04,315,Matt Scott missed Jumper.,66,70
0:04,2368,Kentrall Brooks Defensive Rebound.,66,70
0:03,315,Foul on Maurice Taylor Jr..,66,70
0:03,2368,Kentrall Brooks made Free Throw.,66,71
0:03,2368,Kentrall Brooks made Free Throw.,66,72
0:01,315,James Towns missed Three Point Jumper.,66,72
0:01,2368,Ryan Funk Block.,66,72
0:01,2368,Marist Deadball Team Rebound.,66,72
0:00,2368,End of Game,66,72
