Oklahoma State,41,Connecticut,197
12:07,197,Jawun Evans Steal.,20,7
12:00,197,Jawun Evans made Layup.,22,7
11:57,41,Official TV Timeout,22,7
11:43,197,Foul on Leyton Hammonds.,22,7
11:43,41,Rodney Purvis made Free Throw.,22,8
11:43,41,Rodney Purvis missed Free Throw.,22,8
11:43,197,Mitchell Solomon Defensive Rebound.,22,8
11:24,41,Foul on Christian Vital.,22,8
11:11,41,Foul on Amida Brimah.,22,8
11:11,197,Mitchell Solomon made Free Throw.,23,8
11:11,197,Mitchell Solomon missed Free Throw.,23,8
11:11,41,Amida Brimah Defensive Rebound.,23,8
10:49,41,Rodney Purvis made Dunk. Assisted by Vance Jackson.,23,10
10:35,197,Mitchell Solomon Turnover.,23,10
10:29,41,Rodney Purvis made Three Point Jumper. Assisted by Jalen Adams.,23,13
9:55,197,Jawun Evans missed Jumper.,23,13
9:55,41,Rodney Purvis Defensive Rebound.,23,13
9:50,197,Foul on Phil Forte III.,23,13
9:50,41,Rodney Purvis made Free Throw.,23,14
9:50,41,Rodney Purvis missed Free Throw.,23,14
9:50,197,Cameron McGriff Defensive Rebound.,23,14
9:50,41,Foul on Juwan Durham.,23,14
9:32,197,Jeffrey Carroll missed Jumper.,23,14
9:32,41,Connecticut Defensive Rebound.,23,14
9:32,41,Amida Brimah Block.,23,14
9:32,41,Connecticut Defensive Rebound.,23,14
9:18,41,Vance Jackson Turnover.,23,14
9:18,197,Jeffrey Carroll Steal.,23,14
9:01,197,Foul on Mitchell Solomon.,23,14
9:01,197,Mitchell Solomon Turnover.,23,14
8:47,41,Vance Jackson missed Layup.,23,14
8:47,197,Mitchell Solomon Defensive Rebound.,23,14
8:41,197,Phil Forte III missed Jumper.,23,14
8:41,41,Amida Brimah Defensive Rebound.,23,14
8:33,41,Vance Jackson missed Three Point Jumper.,23,14
8:33,41,Connecticut Offensive Rebound.,23,14
8:14,41,Juwan Durham missed Jumper.,23,14
8:14,41,Amida Brimah Offensive Rebound.,23,14
8:13,197,Foul on Lucas N'Guessan.,23,14
8:13,41,Amida Brimah missed Free Throw.,23,14
8:13,197,Jawun Evans Defensive Rebound.,23,14
8:04,197,Jawun Evans missed Jumper.,23,14
8:04,41,Juwan Durham Defensive Rebound.,23,14
7:55,41,Vance Jackson made Three Point Jumper. Assisted by Rodney Purvis.,23,17
7:39,41,Foul on Rodney Purvis.,23,17
7:39,41,Official TV Timeout,23,17
7:39,197,Jawun Evans made Free Throw.,24,17
7:39,197,Jawun Evans missed Free Throw.,24,17
7:39,41,Amida Brimah Defensive Rebound.,24,17
7:30,41,Jalen Adams made Jumper.,24,19
7:08,197,Jawun Evans made Jumper.,26,19
6:45,41,Jalen Adams missed Jumper.,26,19
6:45,41,Jalen Adams Offensive Rebound.,26,19
6:42,41,Vance Jackson missed Three Point Jumper.,26,19
6:42,197,Lucas N'Guessan Defensive Rebound.,26,19
6:38,41,Foul on Amida Brimah.,26,19
6:38,197,Lucas N'Guessan missed Free Throw.,26,19
6:38,197,Jeffrey Carroll Offensive Rebound.,26,19
6:29,197,Jeffrey Carroll made Layup.,28,19
6:16,41,Rodney Purvis Turnover.,28,19
6:16,197,Jeffrey Carroll Steal.,28,19
5:52,197,Tavarius Shine made Layup.,30,19
5:36,41,Steven Enoch Turnover.,30,19
5:36,197,Lucas N'Guessan Steal.,30,19
5:27,41,Foul on Rodney Purvis.,30,19
5:27,197,Phil Forte III made Free Throw.,31,19
5:27,197,Phil Forte III made Free Throw.,32,19
5:25,41,Jalen Adams Turnover.,32,19
5:25,197,Phil Forte III Steal.,32,19
5:21,197,Jeffrey Carroll missed Layup.,32,19
5:21,41,Connecticut Defensive Rebound.,32,19
5:08,41,Christian Vital made Layup.,32,21
5:08,197,Foul on Cameron McGriff.,32,21
5:08,41,Christian Vital missed Free Throw.,32,21
5:08,197,Jeffrey Carroll Defensive Rebound.,32,21
4:38,41,Foul on Jalen Adams.,32,21
4:38,197,Phil Forte III made Free Throw.,33,21
4:38,197,Phil Forte III made Free Throw.,34,21
4:23,197,Foul on Tavarius Shine.,34,21
4:23,41,Vance Jackson made Free Throw.,34,22
4:23,41,Vance Jackson made Free Throw.,34,23
4:06,41,Foul on Vance Jackson.,34,23
4:06,197,Jeffrey Carroll made Free Throw.,35,23
4:06,197,Jeffrey Carroll missed Free Throw.,35,23
4:06,41,Steven Enoch Defensive Rebound.,35,23
3:54,197,Foul on Lucas N'Guessan.,35,23
3:54,41,Official TV Timeout,35,23
3:54,41,Steven Enoch made Free Throw.,35,24
3:54,41,Steven Enoch made Free Throw.,35,25
3:40,197,Foul on Lindy Waters III.,35,25
3:40,197,Lindy Waters III Turnover.,35,25
3:28,41,Christian Vital missed Three Point Jumper.,35,25
3:28,197,Jawun Evans Defensive Rebound.,35,25
3:21,197,Jawun Evans made Three Point Jumper.,38,25
3:00,41,Rodney Purvis missed Jumper.,38,25
3:00,197,Jeffrey Carroll Defensive Rebound.,38,25
2:39,197,Jawun Evans missed Jumper.,38,25
2:39,41,Rodney Purvis Defensive Rebound.,38,25
2:28,197,Foul on Jawun Evans.,38,25
2:28,41,Rodney Purvis made Free Throw.,38,26
2:28,41,Rodney Purvis missed Free Throw.,38,26
2:28,197,Cameron McGriff Defensive Rebound.,38,26
2:14,197,Foul on Jeffrey Carroll.,38,26
2:14,197,Jeffrey Carroll Turnover.,38,26
1:56,41,Vance Jackson missed Three Point Jumper.,38,26
1:56,197,Oklahoma St Defensive Rebound.,38,26
1:40,197,Lindy Waters III Turnover.,38,26
1:26,41,Kentan Facey Turnover.,38,26
1:26,197,Jawun Evans Steal.,38,26
1:23,197,Jeffrey Carroll Turnover.,38,26
1:08,41,Jalen Adams missed Jumper.,38,26
1:08,197,Jawun Evans Defensive Rebound.,38,26
0:38,197,Jawun Evans missed Jumper.,38,26
0:38,41,Connecticut Defensive Rebound.,38,26
0:30,197,Jawun Evans missed Jumper.,38,26
0:30,41,Kentan Facey Block.,38,26
0:30,197,Jeffrey Carroll Offensive Rebound.,38,26
0:25,197,Jawun Evans made Layup.,40,26
0:06,41,Rodney Purvis missed Three Point Jumper.,40,26
0:06,41,Vance Jackson Offensive Rebound.,40,26
0:02,41,Vance Jackson missed Layup.,40,26
0:02,197,Oklahoma St Defensive Rebound.,40,26
0:00,41,End of 1st half,40,26
20:00,197,Jump Ball won by Oklahoma St,40,26
19:52,197,Jawun Evans missed Jumper.,40,26
19:52,41,Vance Jackson Defensive Rebound.,40,26
19:32,41,Jalen Adams made Layup.,40,28
19:19,197,Leyton Hammonds missed Three Point Jumper.,40,28
19:19,197,Mitchell Solomon Offensive Rebound.,40,28
19:15,197,Phil Forte III made Three Point Jumper. Assisted by Mitchell Solomon.,43,28
18:47,41,Kentan Facey missed Layup.,43,28
18:47,41,Connecticut Offensive Rebound.,43,28
18:41,197,Foul on Mitchell Solomon.,43,28
18:41,41,Vance Jackson Turnover.,43,28
18:41,197,Phil Forte III Steal.,43,28
18:34,197,Phil Forte III missed Jumper.,43,28
18:34,41,Kentan Facey Defensive Rebound.,43,28
18:26,41,Rodney Purvis made Layup. Assisted by Jalen Adams.,43,30
17:55,197,Leyton Hammonds made Three Point Jumper. Assisted by Lindy Waters III.,46,30
17:34,41,Vance Jackson made Three Point Jumper.,46,33
17:27,197,Jawun Evans missed Three Point Jumper.,46,33
17:27,41,Vance Jackson Defensive Rebound.,46,33
17:24,197,Foul on Leyton Hammonds.,46,33
17:20,197,Foul on Leyton Hammonds.,46,33
17:20,41,Rodney Purvis made Free Throw.,46,34
17:20,41,Rodney Purvis made Free Throw.,46,35
17:08,41,Foul on Amida Brimah.,46,35
17:02,197,Tavarius Shine missed Layup.,46,35
17:02,41,Kentan Facey Block.,46,35
17:02,41,Kentan Facey Defensive Rebound.,46,35
16:56,41,Jalen Adams missed Jumper.,46,35
16:56,197,Jeffrey Carroll Defensive Rebound.,46,35
16:54,41,Foul on Steven Enoch.,46,35
16:32,197,Lindy Waters III Turnover.,46,35
16:23,41,Jalen Adams Turnover.,46,35
16:23,197,Jawun Evans Steal.,46,35
16:18,197,Jeffrey Carroll made Layup. Assisted by Jawun Evans.,48,35
15:53,41,Jalen Adams made Three Point Jumper. Assisted by Steven Enoch.,48,38
15:53,197,Oklahoma St  Timeout,48,38
15:49,41,Official TV Timeout,48,38
15:21,197,Jawun Evans missed Three Point Jumper.,48,38
15:21,197,Jeffrey Carroll Offensive Rebound.,48,38
15:21,197,Jeffrey Carroll made Two Point Tip Shot.,50,38
15:04,41,Jalen Adams missed Layup.,50,38
15:04,41,Steven Enoch Offensive Rebound.,50,38
15:04,41,Jump Ball won by Connecticut,50,38
14:59,197,Foul on Jawun Evans.,50,38
14:56,41,Christian Vital Turnover.,50,38
14:56,197,Lindy Waters III Steal.,50,38
14:53,197,Jeffrey Carroll made Dunk. Assisted by Jawun Evans.,52,38
14:33,197,Foul on Lucas N'Guessan.,52,38
14:33,41,Vance Jackson made Free Throw.,52,39
14:33,41,Vance Jackson made Free Throw.,52,40
14:11,197,Lucas N'Guessan Turnover.,52,40
13:52,41,Steven Enoch missed Dunk.,52,40
13:52,41,Rodney Purvis Offensive Rebound.,52,40
13:48,197,Foul on Lucas N'Guessan.,52,40
13:48,41,Rodney Purvis missed Free Throw.,52,40
13:48,41,Connecticut Deadball Team Rebound.,52,40
13:48,41,Rodney Purvis missed Free Throw.,52,40
13:48,197,Cameron McGriff Defensive Rebound.,52,40
13:39,197,Jeffrey Carroll made Three Point Jumper. Assisted by Jawun Evans.,55,40
13:21,41,Christian Vital missed Three Point Jumper.,55,40
13:21,197,Jeffrey Carroll Defensive Rebound.,55,40
12:58,197,Cameron McGriff made Three Point Jumper. Assisted by Jeffrey Carroll.,58,40
12:54,41,Connecticut  Timeout,58,40
12:43,41,Jalen Adams made Layup.,58,42
12:17,41,Foul on Kentan Facey.,58,42
12:17,197,Cameron McGriff made Free Throw.,59,42
12:17,197,Cameron McGriff made Free Throw.,60,42
12:14,197,Foul on Jeffrey Carroll.,60,42
12:14,41,Rodney Purvis made Free Throw.,60,43
12:14,41,Rodney Purvis made Free Throw.,60,44
11:55,197,Cameron McGriff missed Jumper.,60,44
11:55,41,Christian Vital Defensive Rebound.,60,44
11:44,41,Jalen Adams made Jumper.,60,46
11:32,197,Cameron McGriff missed Dunk.,60,46
11:32,41,Amida Brimah Block.,60,46
11:32,197,Oklahoma St Offensive Rebound.,60,46
11:32,41,Official TV Timeout,60,46
11:03,197,Phil Forte III missed Layup.,60,46
11:03,41,Kentan Facey Block.,60,46
11:03,197,Oklahoma St Offensive Rebound.,60,46
11:00,197,Jawun Evans missed Jumper.,60,46
11:00,197,Phil Forte III Offensive Rebound.,60,46
10:57,41,Foul on Amida Brimah.,60,46
10:57,197,Cameron McGriff made Free Throw.,61,46
10:57,197,Cameron McGriff made Free Throw.,62,46
10:54,41,Vance Jackson Turnover.,62,46
10:54,197,Jawun Evans Steal.,62,46
10:52,197,Jawun Evans made Layup.,64,46
10:44,197,Foul on Jawun Evans.,64,46
10:44,41,Jalen Adams made Free Throw.,64,47
10:44,41,Jalen Adams missed Free Throw.,64,47
10:44,197,Cameron McGriff Defensive Rebound.,64,47
10:44,41,Foul on Vance Jackson.,64,47
10:34,41,Foul on Christian Vital.,64,47
10:30,197,Cameron McGriff made Dunk. Assisted by Phil Forte III.,66,47
10:14,41,Jalen Adams missed Three Point Jumper.,66,47
10:14,41,Jalen Adams Offensive Rebound.,66,47
10:09,197,Foul on Mitchell Solomon.,66,47
10:09,41,Christian Vital made Free Throw.,66,48
10:09,41,Christian Vital made Free Throw.,66,49
9:59,197,Lucas N'Guessan Turnover.,66,49
9:59,41,Steven Enoch Steal.,66,49
9:57,197,Foul on Lucas N'Guessan.,66,49
9:57,41,Steven Enoch made Free Throw.,66,50
9:57,41,Steven Enoch missed Free Throw.,66,50
9:57,197,Cameron McGriff Defensive Rebound.,66,50
9:32,41,Foul on Kentan Facey.,66,50
9:32,41,Technical Foul on Connecticut.,66,50
9:32,197,Phil Forte III made Free Throw.,67,50
9:32,197,Phil Forte III missed Free Throw.,67,50
9:32,197,Cameron McGriff made Free Throw.,68,50
9:32,197,Cameron McGriff missed Free Throw.,68,50
9:32,197,Tavarius Shine Offensive Rebound.,68,50
9:29,41,Foul on Christian Vital.,68,50
9:29,197,Jawun Evans missed Free Throw.,68,50
9:29,41,Kentan Facey Defensive Rebound.,68,50
9:27,197,Foul on Cameron McGriff.,68,50
9:27,41,Kentan Facey made Free Throw.,68,51
9:27,41,Kentan Facey made Free Throw.,68,52
9:20,197,Phil Forte III made Three Point Jumper. Assisted by Lindy Waters III.,71,52
8:59,41,Jalen Adams made Three Point Jumper. Assisted by Rodney Purvis.,71,55
8:24,197,Phil Forte III made Jumper.,73,55
8:15,41,Jalen Adams made Layup.,73,57
8:06,41,Foul on Jalen Adams.,73,57
8:06,197,Jawun Evans missed Free Throw.,73,57
8:06,197,Oklahoma St Deadball Team Rebound.,73,57
8:06,197,Jawun Evans made Free Throw.,74,57
8:01,41,Jalen Adams made Jumper.,74,59
7:54,41,Foul on Kentan Facey.,74,59
7:54,41,Official TV Timeout,74,59
7:54,197,Cameron McGriff made Free Throw.,75,59
7:54,197,Cameron McGriff missed Free Throw.,75,59
7:54,41,Juwan Durham Defensive Rebound.,75,59
7:32,41,Vance Jackson made Three Point Jumper. Assisted by Jalen Adams.,75,62
7:22,197,Cameron McGriff Turnover.,75,62
7:09,41,Juwan Durham made Three Point Jumper. Assisted by Jalen Adams.,75,65
7:07,197,Oklahoma St  Timeout,75,65
6:55,41,Foul on Jalen Adams.,75,65
6:55,197,Jawun Evans made Free Throw.,76,65
6:55,197,Jawun Evans made Free Throw.,77,65
6:49,41,Connecticut  Timeout,77,65
6:36,197,Foul on Jeffrey Carroll.,77,65
6:36,41,Jalen Adams made Free Throw.,77,66
6:36,41,Jalen Adams made Free Throw.,77,67
6:17,197,Leyton Hammonds Turnover.,77,67
6:04,41,Jalen Adams made Jumper.,77,69
5:52,197,Jawun Evans made Jumper.,79,69
5:40,41,Amida Brimah made Layup. Assisted by Rodney Purvis.,79,71
5:14,41,Foul on Rodney Purvis.,79,71
5:14,197,Jawun Evans made Free Throw.,80,71
5:14,197,Jawun Evans missed Free Throw.,80,71
5:14,41,Amida Brimah Defensive Rebound.,80,71
5:14,197,Foul on Cameron McGriff.,80,71
5:14,41,Amida Brimah made Free Throw.,80,72
5:14,41,Amida Brimah missed Free Throw.,80,72
5:14,197,Tavarius Shine Defensive Rebound.,80,72
4:59,197,Jawun Evans missed Jumper.,80,72
4:59,197,Jawun Evans Offensive Rebound.,80,72
4:57,41,Foul on Vance Jackson.,80,72
4:57,197,Jawun Evans made Free Throw.,81,72
4:57,197,Jawun Evans made Free Throw.,82,72
4:41,197,Foul on Tavarius Shine.,82,72
4:41,41,Christian Vital made Free Throw.,82,73
4:41,41,Christian Vital made Free Throw.,82,74
4:17,197,Cameron McGriff made Layup.,84,74
4:06,41,Christian Vital missed Three Point Jumper.,84,74
4:06,197,Cameron McGriff Block.,84,74
4:06,197,Leyton Hammonds Defensive Rebound.,84,74
3:37,41,Foul on Rodney Purvis.,84,74
3:37,41,Official TV Timeout,84,74
3:37,197,Leyton Hammonds made Free Throw.,85,74
3:37,197,Leyton Hammonds made Free Throw.,86,74
3:24,41,Rodney Purvis made Three Point Jumper. Assisted by Jalen Adams.,86,77
2:45,197,Jawun Evans made Jumper.,88,77
2:35,41,Jalen Adams made Three Point Jumper. Assisted by Rodney Purvis.,88,80
1:58,197,Tavarius Shine missed Three Point Jumper.,88,80
1:58,41,Jalen Adams Defensive Rebound.,88,80
1:49,197,Foul on Leyton Hammonds.,88,80
1:49,41,Christian Vital missed Free Throw.,88,80
1:49,41,Connecticut Deadball Team Rebound.,88,80
1:49,41,Christian Vital made Free Throw.,88,81
1:34,197,Jeffrey Carroll made Three Point Jumper. Assisted by Jawun Evans.,91,81
1:26,197,Foul on Jawun Evans.,91,81
1:26,41,Jalen Adams made Free Throw.,91,82
1:26,41,Jalen Adams missed Free Throw.,91,82
1:26,197,Jeffrey Carroll Defensive Rebound.,91,82
1:14,197,Jawun Evans missed Layup.,91,82
1:14,41,Amida Brimah Block.,91,82
1:14,41,Amida Brimah Defensive Rebound.,91,82
1:14,41,Connecticut  Timeout,91,82
1:07,197,Foul on Phil Forte III.,91,82
1:07,41,Jalen Adams made Free Throw.,91,83
1:07,41,Jalen Adams made Free Throw.,91,84
0:39,197,Jawun Evans missed Layup.,91,84
0:39,41,Christian Vital Block.,91,84
0:39,197,Oklahoma St Offensive Rebound.,91,84
0:37,197,Jawun Evans made Jumper. Assisted by Tavarius Shine.,93,84
0:36,197,Oklahoma St  Timeout,93,84
0:32,41,Rodney Purvis made Three Point Jumper.,93,87
0:29,41,Foul on Christian Vital.,93,87
0:29,197,Jawun Evans missed Free Throw.,93,87
0:29,197,Oklahoma St Deadball Team Rebound.,93,87
0:29,197,Jawun Evans made Free Throw.,94,87
0:25,41,Christian Vital missed Three Point Jumper.,94,87
0:25,41,Jalen Adams Offensive Rebound.,94,87
0:19,41,Jalen Adams made Three Point Jumper.,94,90
0:16,41,Foul on Jalen Adams.,94,90
0:16,197,Jawun Evans made Free Throw.,95,90
0:16,197,Jawun Evans made Free Throw.,96,90
0:10,41,Steven Enoch missed Three Point Jumper.,96,90
0:10,197,Phil Forte III Defensive Rebound.,96,90
0:05,41,Foul on Vance Jackson.,96,90
0:05,197,Phil Forte III made Free Throw.,97,90
0:05,197,Phil Forte III made Free Throw.,98,90
0:02,41,Rodney Purvis missed Three Point Jumper.,98,90
0:02,41,Christian Vital Offensive Rebound.,98,90
0:00,41,End of Game,98,90
