Troy,2197,Eastern Illinois,2653
5:15,2197,Patrick Muldoon missed Free Throw.,57,56
5:15,2197,Eastern Illinois Deadball Team Rebound.,57,56
5:15,2197,Patrick Muldoon missed Free Throw.,57,56
5:15,2653,Jordon Varnado Defensive Rebound.,57,56
4:48,2653,Kevin Baker missed Three Point Jumper.,57,56
4:48,2197,Muusa Dama Defensive Rebound.,57,56
4:35,2653,Foul on Juan Davis Jr..,57,56
4:35,2197,Muusa Dama missed Free Throw.,57,56
4:35,2197,Eastern Illinois Deadball Team Rebound.,57,56
4:35,2197,Muusa Dama missed Free Throw.,57,56
4:35,2653,Jordon Varnado Defensive Rebound.,57,56
4:20,2653,B.J. Miller Turnover.,57,56
4:18,2197,Muusa Dama Steal.,57,56
3:59,2197,Patrick Muldoon missed Jumper.,57,56
3:59,2653,Jordon Varnado Block.,57,56
3:58,2653,Juan Davis Jr. Defensive Rebound.,57,56
3:57,2197,Foul on Muusa Dama.,57,56
3:56,2197,Official TV Timeout,57,56
3:56,2653,Juan Davis Jr. made Free Throw.,58,56
3:56,2653,Juan Davis Jr. made Free Throw.,59,56
3:36,2197,Cornell Johnston made Three Point Jumper. Assisted by Montell Goodwin.,59,59
3:15,2653,Juan Davis Jr. missed Three Point Jumper.,59,59
3:15,2197,Muusa Dama Defensive Rebound.,59,59
2:51,2197,Cornell Johnston missed Three Point Jumper.,59,59
2:51,2653,Jordon Varnado Defensive Rebound.,59,59
2:42,2197,Eastern Illinois  Timeout,59,59
2:33,2653,Jordon Varnado missed Three Point Jumper.,59,59
2:33,2653,Jeremy Hollimon Offensive Rebound.,59,59
2:26,2653,Jeremy Hollimon made Layup.,61,59
2:15,2197,Demetrius McReynolds made Layup.,61,61
2:15,2653,Foul on Jordon Varnado.,61,61
2:15,2197,Demetrius McReynolds made Free Throw.,61,62
2:07,2653,Jeremy Hollimon Turnover.,61,62
2:06,2197,Demetrius McReynolds Steal.,61,62
2:01,2197,Demetrius McReynolds made Three Point Jumper. Assisted by Cornell Johnston.,61,65
1:52,2653,Troy  Timeout,61,65
1:42,2653,Kevin Baker made Three Point Jumper. Assisted by Jeremy Hollimon.,64,65
1:21,2197,Demetrius McReynolds made Jumper.,64,67
1:08,2653,Jeremy Hollimon made Layup.,66,67
1:08,2197,Foul on Patrick Muldoon.,66,67
1:08,2653,Jeremy Hollimon made Free Throw.,67,67
0:43,2197,Montell Goodwin missed Jumper.,67,67
0:43,2653,Jeremy Hollimon Defensive Rebound.,67,67
0:39,2197,Foul on Demetrius McReynolds.,67,67
0:39,2653,Jeremy Hollimon missed Free Throw.,67,67
0:39,2653,Troy Deadball Team Rebound.,67,67
0:39,2653,Jeremy Hollimon missed Free Throw.,67,67
0:39,2197,Muusa Dama Defensive Rebound.,67,67
0:23,2197,Cornell Johnston missed Three Point Jumper.,67,67
0:23,2653,Juan Davis Jr. Defensive Rebound.,67,67
0:19,2653,Juan Davis Jr. Turnover.,67,67
0:19,2197,Eastern Illinois  Timeout,67,67
0:15,2197,Montell Goodwin made Free Throw.,67,68
0:15,2197,Montell Goodwin made Free Throw.,67,69
0:15,2653,Foul on Jeremy Hollimon.,67,69
0:05,2653,Kevin Baker missed Three Point Jumper.,67,69
0:05,2197,Eastern Illinois Defensive Rebound.,67,69
0:02,2197,Eastern Illinois  Timeout,67,69
0:02,2653,Foul on DeVon Walker.,67,69
0:02,2197,Cornell Johnston made Free Throw.,67,70
0:02,2197,Cornell Johnston made Free Throw.,67,71
0:02,2653,Troy  Timeout,67,71
0:02,2197,Eastern Illinois  Timeout,67,71
0:01,2653,Wesley Person missed Three Point Jumper.,67,71
0:01,2197,Muusa Dama Defensive Rebound.,67,71
0:00,2197,End of Game,67,69
