UC Davis,16,Sacramento State,302
4:36,16,Eric Stuteville missed Free Throw.,21,24
4:36,16,Sacramento St Deadball Team Rebound.,21,24
4:36,16,Eric Stuteville missed Free Throw.,21,24
4:36,302,Siler Schneider Defensive Rebound.,21,24
4:20,302,Georgi Funtarov missed Three Point Jumper.,21,24
4:20,16,Marcus Graves Defensive Rebound.,21,24
3:50,16,Marcus Graves made Layup.,21,26
3:28,16,Foul on Eric Stuteville.,21,26
3:28,16,Official TV Timeout,21,26
3:28,302,Brynton Lemar missed Free Throw.,21,26
3:28,302,UC Davis Deadball Team Rebound.,21,26
3:28,302,Brynton Lemar made Free Throw.,22,26
3:07,16,Nick Hornsby missed Layup.,22,26
3:07,16,Nick Hornsby Offensive Rebound.,22,26
3:05,16,Nick Hornsby made Layup.,22,28
3:05,302,Foul on Mikey Henn.,22,28
3:05,16,Nick Hornsby made Free Throw.,22,29
2:52,302,Chima Moneke made Layup.,24,29
2:41,16,Izayah Mauriohoohoo-Le'Afa made Three Point Jumper. Assisted by Marcus Graves.,24,32
2:20,302,Mikey Henn made Layup. Assisted by Siler Schneider.,26,32
2:02,16,Justin Strings missed Three Point Jumper.,26,32
2:02,16,Nick Hornsby Offensive Rebound.,26,32
1:45,16,Izayah Mauriohoohoo-Le'Afa missed Three Point Jumper.,26,32
1:45,302,Brynton Lemar Defensive Rebound.,26,32
1:36,302,Siler Schneider made Three Point Jumper. Assisted by Darius Graham.,29,32
1:14,16,Justin Strings made Layup. Assisted by Izayah Mauriohoohoo-Le'Afa.,29,34
1:14,302,UC Davis  Timeout,29,34
1:05,302,Brynton Lemar made Jumper.,31,34
0:47,16,Marcus Graves missed Three Point Jumper.,31,34
0:47,302,J.T. Adenrele Defensive Rebound.,31,34
0:35,302,J.T. Adenrele made Layup. Assisted by Brynton Lemar.,33,34
0:08,16,Izayah Mauriohoohoo-Le'Afa missed Three Point Jumper.,33,34
0:08,302,Mikey Henn Defensive Rebound.,33,34
0:02,302,Darius Graham made Three Point Jumper.,36,34
0:00,16,End of 1st half,36,34
19:49,302,Brynton Lemar missed Three Point Jumper.,36,34
19:49,16,Justin Strings Defensive Rebound.,36,34
19:25,16,Izayah Mauriohoohoo-Le'Afa missed Layup.,36,34
19:25,302,Chima Moneke Block.,36,34
19:24,16,Justin Strings Offensive Rebound.,36,34
19:22,16,Justin Strings missed Layup.,36,34
19:22,302,J.T. Adenrele Block.,36,34
19:21,16,Sacramento St Offensive Rebound.,36,34
19:19,16,Nick Hornsby missed Jumper.,36,34
19:19,302,J.T. Adenrele Defensive Rebound.,36,34
19:02,302,Lawrence White made Three Point Jumper. Assisted by Chima Moneke.,39,34
18:36,16,Eric Stuteville missed Layup.,39,34
18:36,302,Darius Graham Defensive Rebound.,39,34
18:30,302,Darius Graham missed Layup.,39,34
18:30,16,Marcus Graves Block.,39,34
18:29,302,UC Davis Offensive Rebound.,39,34
18:20,302,Chima Moneke missed Jumper.,39,34
18:20,16,Justin Strings Defensive Rebound.,39,34
18:13,16,Justin Strings missed Three Point Jumper.,39,34
18:13,302,Brynton Lemar Defensive Rebound.,39,34
17:48,302,Darius Graham missed Jumper.,39,34
17:48,16,Nick Hornsby Defensive Rebound.,39,34
17:41,16,Eric Stuteville made Layup. Assisted by Marcus Graves.,39,36
17:23,302,J.T. Adenrele made Jumper. Assisted by Brynton Lemar.,41,36
16:50,16,Nick Hornsby missed Layup.,41,36
16:50,302,Chima Moneke Defensive Rebound.,41,36
16:30,302,Brynton Lemar missed Layup.,41,36
16:30,16,Justin Strings Defensive Rebound.,41,36
16:24,302,Foul on Darius Graham.,41,36
16:24,302,UC Davis  Timeout,41,36
16:24,16,Justin Strings made Free Throw.,41,37
16:24,16,Justin Strings made Free Throw.,41,38
16:12,16,Foul on Joshua Patton.,41,38
16:12,302,Chima Moneke missed Free Throw.,41,38
16:12,302,UC Davis Deadball Team Rebound.,41,38
16:12,302,Chima Moneke made Free Throw.,42,38
15:58,16,Nick Hornsby missed Three Point Jumper.,42,38
15:58,302,Siler Schneider Defensive Rebound.,42,38
15:42,302,Lawrence White missed Jumper.,42,38
15:42,302,Mikey Henn Offensive Rebound.,42,38
15:37,302,Siler Schneider missed Three Point Jumper.,42,38
15:37,16,Nick Hornsby Defensive Rebound.,42,38
15:37,302,Foul on Mikey Henn.,42,38
15:37,16,Official TV Timeout,42,38
15:26,302,Foul on Chima Moneke.,42,38
15:26,16,Justin Strings made Free Throw.,42,39
15:26,16,Justin Strings made Free Throw.,42,40
15:13,302,J.T. Adenrele missed Layup.,42,40
15:13,16,Joshua Patton Block.,42,40
15:11,16,Marcus Graves Defensive Rebound.,42,40
15:05,16,Justin Strings missed Layup.,42,40
15:05,302,J.T. Adenrele Block.,42,40
15:04,302,Lawrence White Defensive Rebound.,42,40
14:47,302,J.T. Adenrele made Jumper. Assisted by Mikey Henn.,44,40
14:27,16,Marcus Graves missed Jumper.,44,40
14:27,302,J.T. Adenrele Defensive Rebound.,44,40
14:16,302,Mikey Henn missed Layup.,44,40
14:16,16,Joshua Patton Block.,44,40
14:15,302,Brynton Lemar Offensive Rebound.,44,40
14:12,302,Mikey Henn made Layup. Assisted by Brynton Lemar.,46,40
13:54,16,Justin Strings made Layup.,46,42
13:29,302,Siler Schneider made Layup.,48,42
13:17,16,Justin Strings missed Layup.,48,42
13:17,302,Brynton Lemar Defensive Rebound.,48,42
13:10,16,Foul on Joshua Patton.,48,42
13:04,302,Mikey Henn made Three Point Jumper. Assisted by Siler Schneider.,51,42
12:50,16,Foul on Nick Hornsby.,51,42
12:50,16,Nick Hornsby Turnover.,51,42
12:45,302,Chima Moneke Turnover.,51,42
12:42,16,Nick Hornsby Steal.,51,42
12:42,16,Nick Hornsby missed Layup.,51,42
12:42,302,Chima Moneke Defensive Rebound.,51,42
12:33,302,Chima Moneke Turnover.,51,42
12:32,16,Nick Hornsby Steal.,51,42
12:23,16,Grant Dressler made Three Point Jumper. Assisted by Nick Hornsby.,51,45
12:02,302,Siler Schneider missed Three Point Jumper.,51,45
12:02,16,Grant Dressler Defensive Rebound.,51,45
11:46,16,Foul on Eric Stuteville.,51,45
11:46,16,Eric Stuteville Turnover.,51,45
11:46,16,Official TV Timeout,51,45
11:40,302,Mikey Henn Turnover.,51,45
11:22,16,Chibueze Jacobs missed Layup.,51,45
11:22,302,Chima Moneke Block.,51,45
11:21,16,Chibueze Jacobs Offensive Rebound.,51,45
11:11,16,Marcus Graves missed Three Point Jumper.,51,45
11:11,302,Chima Moneke Defensive Rebound.,51,45
10:55,302,Brynton Lemar made Three Point Jumper.,54,45
10:33,16,Chibueze Jacobs missed Jumper.,54,45
10:33,302,Chima Moneke Defensive Rebound.,54,45
10:23,302,Brynton Lemar made Layup. Assisted by Darius Graham.,56,45
10:23,16,Foul on Marcus Graves.,56,45
10:23,302,Brynton Lemar made Free Throw.,57,45
10:07,302,Foul on Brynton Lemar.,57,45
10:03,302,Foul on Chima Moneke.,57,45
9:56,16,Justin Strings missed Layup.,57,45
9:56,302,J.T. Adenrele Defensive Rebound.,57,45
9:41,302,J.T. Adenrele Turnover.,57,45
9:40,16,Grant Dressler Steal.,57,45
9:35,302,Foul on Siler Schneider.,57,45
9:31,302,Foul on Mikey Henn.,57,45
9:31,16,Grant Dressler made Free Throw.,57,46
9:31,16,Grant Dressler made Free Throw.,57,47
9:09,302,Lawrence White missed Layup.,57,47
9:09,16,Grant Dressler Defensive Rebound.,57,47
8:43,302,Foul on Lawrence White.,57,47
8:43,16,Grant Dressler made Free Throw.,57,48
8:43,16,Grant Dressler made Free Throw.,57,49
8:31,302,Brynton Lemar made Layup.,59,49
8:19,16,Grant Dressler made Three Point Jumper. Assisted by Nick Hornsby.,59,52
7:56,302,Brynton Lemar missed Jumper.,59,52
7:56,302,Darius Graham Offensive Rebound.,59,52
7:48,302,Brynton Lemar made Three Point Jumper. Assisted by Darius Graham.,62,52
7:28,16,Grant Dressler missed Jumper.,62,52
7:28,16,Nick Hornsby Offensive Rebound.,62,52
7:21,16,Izayah Mauriohoohoo-Le'Afa made Three Point Jumper. Assisted by Grant Dressler.,62,55
7:11,16,Official TV Timeout,62,55
6:53,302,Lawrence White missed Jumper.,62,55
6:53,302,Mikey Henn Offensive Rebound.,62,55
6:50,302,Mikey Henn Turnover.,62,55
6:50,16,Marcus Graves Steal.,62,55
6:44,16,Nick Hornsby missed Layup.,62,55
6:44,302,UC Davis Defensive Rebound.,62,55
6:25,302,Brynton Lemar made Three Point Jumper. Assisted by Lawrence White.,65,55
5:57,16,Marcus Graves missed Layup.,65,55
5:57,16,Sacramento St Deadball Team Rebound.,65,55
5:55,302,Foul on Lawrence White.,65,55
5:55,16,Marcus Graves made Free Throw.,65,56
5:55,16,Marcus Graves made Free Throw.,65,57
5:49,16,Foul on Nick Hornsby.,65,57
5:43,302,Chima Moneke made Jumper.,67,57
5:31,16,Justin Strings missed Layup.,67,57
5:31,302,Brynton Lemar Block.,67,57
5:30,302,Chima Moneke Defensive Rebound.,67,57
5:17,302,Chima Moneke made Layup. Assisted by Mikey Henn.,69,57
5:08,16,Sacramento St  Timeout,69,57
4:54,16,Jiday Ugbaja made Three Point Jumper. Assisted by Grant Dressler.,69,60
4:41,16,Foul on Marcus Graves.,69,60
4:41,302,Brynton Lemar made Free Throw.,70,60
4:41,302,Brynton Lemar made Free Throw.,71,60
4:18,16,Jiday Ugbaja missed Layup.,71,60
4:18,16,Nick Hornsby Offensive Rebound.,71,60
4:17,16,Nick Hornsby made Two Point Tip Shot.,71,62
4:01,302,Mikey Henn made Jumper.,73,62
3:40,16,Jiday Ugbaja missed Three Point Jumper.,73,62
3:40,302,Siler Schneider Defensive Rebound.,73,62
3:15,302,Brynton Lemar Turnover.,73,62
3:15,16,Marcus Graves Steal.,73,62
3:10,16,Marcus Graves made Jumper.,73,64
2:50,302,Mikey Henn missed Layup.,73,64
2:50,16,Grant Dressler Defensive Rebound.,73,64
2:43,16,Foul on Jiday Ugbaja.,73,64
2:43,16,Jiday Ugbaja Turnover.,73,64
2:42,16,Official TV Timeout,73,64
2:39,16,Sacramento St  Timeout,73,64
2:18,302,Darius Graham missed Jumper.,73,64
2:18,302,Chima Moneke Offensive Rebound.,73,64
2:17,302,Chima Moneke made Two Point Tip Shot.,75,64
2:16,16,Foul on Nick Hornsby.,75,64
2:16,302,Chima Moneke missed Free Throw.,75,64
2:16,16,Nick Hornsby Defensive Rebound.,75,64
2:06,16,Justin Strings missed Three Point Jumper.,75,64
2:06,16,Grant Dressler Offensive Rebound.,75,64
2:00,16,Grant Dressler made Layup.,75,66
1:53,16,Foul on Justin Strings.,75,66
1:53,302,Darius Graham made Free Throw.,76,66
1:53,302,Darius Graham made Free Throw.,77,66
1:35,16,Marcus Graves Turnover.,77,66
1:35,302,J.T. Adenrele Steal.,77,66
1:25,302,Chima Moneke Turnover.,77,66
1:25,16,Marcus Graves Steal.,77,66
1:16,16,Marcus Graves missed Three Point Jumper.,77,66
1:16,302,Brynton Lemar Defensive Rebound.,77,66
1:13,16,Foul on Nick Hornsby.,77,66
1:13,302,Brynton Lemar made Free Throw.,78,66
1:13,302,Brynton Lemar made Free Throw.,79,66
1:05,16,Matt Battaglia missed Three Point Jumper.,79,66
1:05,302,Chima Moneke Defensive Rebound.,79,66
0:54,302,Darius Graham Turnover.,79,66
0:54,16,Marcus Graves Steal.,79,66
0:50,302,Foul on Chima Moneke.,79,66
0:50,16,Marcus Graves made Free Throw.,79,67
0:50,16,Marcus Graves made Free Throw.,79,68
0:23,302,Darius Graham missed Three Point Jumper.,79,68
0:23,16,Jiday Ugbaja Defensive Rebound.,79,68
0:13,302,Foul on Siler Schneider.,79,68
0:13,16,Chibueze Jacobs made Free Throw.,79,69
0:13,16,Chibueze Jacobs made Free Throw.,79,70
0:11,16,Foul on Trevis Jackson.,79,70
0:11,302,Siler Schneider made Free Throw.,80,70
0:11,302,Siler Schneider made Free Throw.,81,70
0:07,16,Jiday Ugbaja made Layup.,81,72
0:00,16,End of Game,81,72
