Texas A&amp;M-CC,326,Texas State,357
14:12,326,Immanuel King Offensive Rebound.,8,2
14:07,326,Immanuel King made Layup.,8,4
13:50,357,Jake Kocher missed Three Point Jumper.,8,4
13:50,326,Courtney Julien Defensive Rebound.,8,4
13:30,326,Kavin Gilder-Tilbury made Layup. Assisted by Marlin Davis.,8,6
13:05,326,Foul on Immanuel King.,8,6
12:56,357,Ehab Amin missed Three Point Jumper.,8,6
12:56,326,Nijal Pearson Defensive Rebound.,8,6
12:48,326,Nijal Pearson Turnover.,8,6
12:47,357,Joseph Kilgore Steal.,8,6
12:42,357,Ehab Amin missed Layup.,8,6
12:42,326,Kavin Gilder-Tilbury Defensive Rebound.,8,6
12:27,326,Deris Duncan missed Layup.,8,6
12:27,357,Joseph Kilgore Defensive Rebound.,8,6
12:21,357,Ehab Amin missed Three Point Jumper.,8,6
12:21,326,Kavin Gilder-Tilbury Defensive Rebound.,8,6
12:08,326,Kavin Gilder-Tilbury made Layup. Assisted by Marlin Davis.,8,8
11:46,357,Kareem South missed Jumper.,8,8
11:46,357,Kareem South Offensive Rebound.,8,8
11:44,326,Foul on Immanuel King.,8,8
11:44,326,Official TV Timeout,8,8
11:27,357,Rashawn Thomas missed Jumper.,8,8
11:27,326,Kavin Gilder-Tilbury Defensive Rebound.,8,8
11:24,357,Foul on Jake Kocher.,8,8
11:15,326,Kavin Gilder-Tilbury missed Jumper.,8,8
11:15,357,Texas A&M-CC Defensive Rebound.,8,8
10:53,357,Jake Kocher made Layup. Assisted by Kareem South.,10,8
10:36,326,Kavin Gilder-Tilbury made Three Point Jumper. Assisted by Maljhum McCrea.,10,11
10:10,357,Ehab Amin Turnover.,10,11
10:09,326,Maljhum McCrea Steal.,10,11
9:57,326,Bobby Conley made Jumper.,10,13
9:40,357,Cole Martinez made Layup.,12,13
9:27,326,Bobby Conley missed Layup.,12,13
9:27,326,Maljhum McCrea Offensive Rebound.,12,13
9:23,326,Maljhum McCrea made Layup.,12,15
9:08,326,Foul on Nijal Pearson.,12,15
8:51,357,Ehab Amin made Layup. Assisted by Kareem South.,14,15
8:31,326,Tyler Blount missed Three Point Jumper.,14,15
8:31,357,Ehab Amin Block.,14,15
8:25,357,Rashawn Thomas Defensive Rebound.,14,15
8:21,357,Kareem South missed Three Point Jumper.,14,15
8:21,326,Nijal Pearson Defensive Rebound.,14,15
8:13,326,Nijal Pearson Turnover.,14,15
8:11,357,Ehab Amin Steal.,14,15
7:53,326,Foul on Nedeljko Prijovic.,14,15
7:53,326,Official TV Timeout,14,15
7:40,357,Ehab Amin missed Jumper.,14,15
7:40,326,Nedeljko Prijovic Defensive Rebound.,14,15
7:21,326,Maljhum McCrea made Jumper. Assisted by Nedeljko Prijovic.,14,17
7:08,357,Rashawn Thomas missed Jumper.,14,17
7:08,326,Nedeljko Prijovic Defensive Rebound.,14,17
6:56,326,Tyler Blount made Three Point Jumper. Assisted by Ojai Black.,14,20
6:36,357,Kareem South made Three Point Jumper. Assisted by Cole Martinez.,17,20
6:13,326,Maljhum McCrea missed Jumper.,17,20
6:13,357,Joseph Kilgore Defensive Rebound.,17,20
6:02,357,Kareem South missed Three Point Jumper.,17,20
6:02,326,Maljhum McCrea Defensive Rebound.,17,20
5:52,326,Nedeljko Prijovic missed Three Point Jumper.,17,20
5:52,357,Joseph Kilgore Defensive Rebound.,17,20
5:29,357,Cole Martinez missed Layup.,17,20
5:29,326,Nedeljko Prijovic Defensive Rebound.,17,20
5:27,357,Foul on Cole Martinez.,17,20
5:14,326,Kavin Gilder-Tilbury made Layup.,17,22
4:49,357,Ehab Amin missed Three Point Jumper.,17,22
4:49,326,Texas State Defensive Rebound.,17,22
4:31,326,Nijal Pearson missed Layup.,17,22
4:31,357,Texas A&M-CC Defensive Rebound.,17,22
4:29,326,Foul on Nijal Pearson.,17,22
4:12,357,Ehab Amin Turnover.,17,22
4:10,326,Ojai Black Steal.,17,22
3:47,357,Foul on Ehab Amin.,17,22
3:47,326,Official TV Timeout,17,22
3:47,326,Marlin Davis made Free Throw.,17,23
3:47,326,Marlin Davis missed Free Throw.,17,23
3:47,357,Rashawn Thomas Defensive Rebound.,17,23
3:28,357,Cole Martinez missed Three Point Jumper.,17,23
3:28,326,Bobby Conley Defensive Rebound.,17,23
3:18,326,Kavin Gilder-Tilbury Turnover.,17,23
3:17,357,Joseph Kilgore Steal.,17,23
3:14,357,Ehab Amin made Jumper.,19,23
2:51,326,Bobby Conley made Layup.,19,25
2:29,326,Foul on Deris Duncan.,19,25
2:29,357,Jake Kocher made Free Throw.,20,25
2:29,357,Jake Kocher made Free Throw.,21,25
2:20,326,Kavin Gilder-Tilbury missed Three Point Jumper.,21,25
2:20,357,Cole Martinez Defensive Rebound.,21,25
1:49,326,Foul on Kavin Gilder-Tilbury.,21,25
1:49,357,Rashawn Thomas made Free Throw.,22,25
1:49,357,Rashawn Thomas missed Free Throw.,22,25
1:49,357,Jake Kocher Offensive Rebound.,22,25
1:26,357,Joseph Kilgore made Layup. Assisted by Rashawn Thomas.,24,25
1:16,326,Kavin Gilder-Tilbury Turnover.,24,25
1:16,357,Jake Kocher Steal.,24,25
1:05,357,Rashawn Thomas missed Jumper.,24,25
1:05,326,Kavin Gilder-Tilbury Block.,24,25
1:03,326,Kavin Gilder-Tilbury Defensive Rebound.,24,25
1:00,326,Kavin Gilder-Tilbury missed Layup.,24,25
1:00,357,Joseph Kilgore Block.,24,25
0:59,326,Texas State Offensive Rebound.,24,25
0:59,326,Texas State  Timeout,24,25
0:58,357,Foul on Ehab Amin.,24,25
0:58,326,Kavin Gilder-Tilbury missed Free Throw.,24,25
0:58,326,Texas State Deadball Team Rebound.,24,25
0:58,326,Kavin Gilder-Tilbury missed Free Throw.,24,25
0:58,326,Maljhum McCrea Offensive Rebound.,24,25
0:35,326,Marlin Davis missed Three Point Jumper.,24,25
0:35,357,Jake Kocher Defensive Rebound.,24,25
0:28,357,Texas A&M-CC  Timeout,24,25
0:12,326,Foul on Ojai Black.,24,25
0:12,357,Cole Martinez made Free Throw.,25,25
0:12,357,Cole Martinez made Free Throw.,26,25
0:01,326,Deris Duncan made Three Point Jumper. Assisted by Marlin Davis.,26,28
0:00,326,End of 1st half,26,28
19:42,326,Kavin Gilder-Tilbury Turnover.,26,28
19:41,357,Ehab Amin Steal.,26,28
19:33,357,Ehab Amin missed Jumper.,26,28
19:33,326,Kavin Gilder-Tilbury Defensive Rebound.,26,28
19:18,326,Nijal Pearson missed Three Point Jumper.,26,28
19:18,357,Joseph Kilgore Defensive Rebound.,26,28
18:58,357,Joseph Kilgore made Layup. Assisted by Ehab Amin.,28,28
18:36,326,Kavin Gilder-Tilbury made Three Point Jumper. Assisted by Maljhum McCrea.,28,31
18:14,357,Joseph Kilgore missed Layup.,28,31
18:14,326,Maljhum McCrea Block.,28,31
18:13,357,Texas A&M-CC Offensive Rebound.,28,31
18:03,357,Elijah Schmidt missed Layup.,28,31
18:03,326,Maljhum McCrea Block.,28,31
18:03,357,Texas A&M-CC Offensive Rebound.,28,31
18:00,357,Kareem South missed Jumper.,28,31
18:00,326,Nijal Pearson Defensive Rebound.,28,31
17:52,326,Nijal Pearson Turnover.,28,31
17:39,357,Cole Martinez made Three Point Jumper. Assisted by Kareem South.,31,31
17:27,326,Bobby Conley Turnover.,31,31
17:25,357,Joseph Kilgore Steal.,31,31
17:24,326,Foul on Bobby Conley.,31,31
17:24,357,Joseph Kilgore made Free Throw.,32,31
17:24,357,Joseph Kilgore made Free Throw.,33,31
17:09,326,Kavin Gilder-Tilbury made Three Point Jumper. Assisted by Maljhum McCrea.,33,34
16:52,357,Kareem South made Jumper.,35,34
16:35,326,Maljhum McCrea missed Jumper.,35,34
16:35,326,Texas State Offensive Rebound.,35,34
16:32,326,Kavin Gilder-Tilbury missed Jumper.,35,34
16:32,326,Maljhum McCrea Offensive Rebound.,35,34
16:29,357,Foul on Rashawn Thomas.,35,34
16:13,326,Kavin Gilder-Tilbury made Three Point Jumper. Assisted by Ojai Black.,35,37
15:57,357,Rashawn Thomas Turnover.,35,37
15:57,326,Official TV Timeout,35,37
15:36,326,Nijal Pearson missed Layup.,35,37
15:36,357,Cole Martinez Defensive Rebound.,35,37
15:35,326,Foul on Maljhum McCrea.,35,37
15:10,326,Foul on Bobby Conley.,35,37
15:10,357,Joseph Kilgore made Free Throw.,36,37
15:10,357,Joseph Kilgore made Free Throw.,37,37
14:53,326,Bobby Conley made Three Point Jumper. Assisted by Kavin Gilder-Tilbury.,37,40
14:43,357,Foul on Elijah Schmidt.,37,40
14:43,357,Elijah Schmidt Turnover.,37,40
14:24,326,Kavin Gilder-Tilbury missed Three Point Jumper.,37,40
14:24,357,Alex Holcombe Defensive Rebound.,37,40
14:21,326,Foul on Maljhum McCrea.,37,40
14:06,326,Foul on Kavin Gilder-Tilbury.,37,40
13:58,357,Joseph Kilgore missed Jumper.,37,40
13:58,357,Texas A&M-CC Offensive Rebound.,37,40
13:56,326,Foul on Kavin Gilder-Tilbury.,37,40
13:44,357,Rashawn Thomas missed Jumper.,37,40
13:44,357,Alex Holcombe Offensive Rebound.,37,40
13:41,357,Alex Holcombe made Layup.,39,40
13:17,357,Foul on Joseph Kilgore.,39,40
13:17,326,Bobby Conley missed Free Throw.,39,40
13:17,326,Texas State Deadball Team Rebound.,39,40
13:17,326,Bobby Conley made Free Throw.,39,41
13:02,357,Jake Kocher Turnover.,39,41
12:45,326,Nedeljko Prijovic made Layup.,39,43
12:35,326,Foul on Nijal Pearson.,39,43
12:34,357,Rashawn Thomas made Free Throw.,40,43
12:34,357,Rashawn Thomas made Free Throw.,41,43
12:23,326,Nedeljko Prijovic Turnover.,41,43
12:22,357,Ehab Amin Steal.,41,43
12:17,357,Rashawn Thomas missed Layup.,41,43
12:16,357,Jake Kocher Offensive Rebound.,41,43
12:15,357,Jake Kocher Turnover.,41,43
11:47,326,Nijal Pearson Turnover.,41,43
11:47,326,Official TV Timeout,41,43
11:21,357,Ehab Amin missed Jumper.,41,43
11:21,326,Texas State Defensive Rebound.,41,43
10:53,326,Marlin Davis Turnover.,41,43
10:52,357,Ehab Amin Steal.,41,43
10:44,357,Jake Kocher missed Layup.,41,43
10:44,326,Nedeljko Prijovic Block.,41,43
10:44,357,Texas A&M-CC Offensive Rebound.,41,43
10:27,357,Joseph Kilgore made Jumper. Assisted by Jake Kocher.,43,43
10:04,326,Bobby Conley missed Jumper.,43,43
10:04,357,Joseph Kilgore Defensive Rebound.,43,43
9:53,357,Jake Kocher made Three Point Jumper. Assisted by Ehab Amin.,46,43
9:50,357,Texas A&M-CC  Timeout,46,43
9:36,357,Foul on Ehab Amin.,46,43
9:22,357,Foul on Joseph Kilgore.,46,43
9:05,326,Nijal Pearson Turnover.,46,43
9:03,357,Rashawn Thomas Steal.,46,43
8:58,357,Ehab Amin missed Jumper.,46,43
8:58,326,Bobby Conley Defensive Rebound.,46,43
8:41,326,Bobby Conley made Three Point Jumper. Assisted by Ojai Black.,46,46
8:39,357,Foul on Ehab Amin.,46,46
8:39,326,Bobby Conley missed Free Throw.,46,46
8:39,357,Texas A&M-CC Defensive Rebound.,46,46
8:39,326,Foul on Kavin Gilder-Tilbury.,46,46
8:35,357,Joseph Kilgore missed Free Throw.,46,46
8:35,326,Bobby Conley Defensive Rebound.,46,46
8:30,326,Bobby Conley made Layup.,46,48
8:08,357,Rashawn Thomas made Layup.,48,48
8:08,326,Foul on Immanuel King.,48,48
8:08,357,Rashawn Thomas made Free Throw.,49,48
8:02,357,Foul on Jake Kocher.,49,48
8:02,326,Bobby Conley made Free Throw.,49,49
8:02,326,Bobby Conley made Free Throw.,49,50
7:38,357,Joseph Kilgore missed Jumper.,49,50
7:38,326,Maljhum McCrea Defensive Rebound.,49,50
7:25,326,Nijal Pearson Turnover.,49,50
7:25,326,Official TV Timeout,49,50
7:08,357,Cole Martinez made Three Point Jumper. Assisted by Rashawn Thomas.,52,50
6:41,326,Deris Duncan Turnover.,52,50
6:21,357,Rashawn Thomas missed Jumper.,52,50
6:21,357,Texas A&M-CC Offensive Rebound.,52,50
6:13,357,Cole Martinez missed Jumper.,52,50
6:13,326,Maljhum McCrea Defensive Rebound.,52,50
6:05,326,Marlin Davis missed Three Point Jumper.,52,50
6:05,326,Maljhum McCrea Offensive Rebound.,52,50
5:54,326,Bobby Conley made Layup.,52,52
5:21,357,Kareem South missed Jumper.,52,52
5:21,357,Elijah Schmidt Offensive Rebound.,52,52
5:17,357,Elijah Schmidt made Dunk.,54,52
4:53,326,Maljhum McCrea missed Jumper.,54,52
4:53,326,Maljhum McCrea Offensive Rebound.,54,52
4:49,326,Maljhum McCrea missed Jumper.,54,52
4:49,357,Kareem South Defensive Rebound.,54,52
4:34,326,Foul on Maljhum McCrea.,54,52
4:34,357,Rashawn Thomas made Free Throw.,55,52
4:34,357,Rashawn Thomas missed Free Throw.,55,52
4:34,326,Kavin Gilder-Tilbury Defensive Rebound.,55,52
4:26,357,Foul on Cole Martinez.,55,52
4:26,326,Kavin Gilder-Tilbury made Free Throw.,55,53
4:26,326,Kavin Gilder-Tilbury made Free Throw.,55,54
4:09,357,Rashawn Thomas made Jumper.,57,54
3:44,326,Official TV Timeout,57,54
3:41,326,Kavin Gilder-Tilbury missed Three Point Jumper.,57,54
3:41,357,Rashawn Thomas Defensive Rebound.,57,54
3:20,326,Foul on Nijal Pearson.,57,54
3:20,357,Rashawn Thomas made Free Throw.,58,54
3:20,357,Rashawn Thomas made Free Throw.,59,54
3:05,357,Foul on Kareem South.,59,54
3:05,326,Ojai Black made Free Throw.,59,55
3:05,326,Ojai Black made Free Throw.,59,56
3:05,326,Texas State  Timeout,59,56
2:37,357,Joseph Kilgore missed Jumper.,59,56
2:37,357,Rashawn Thomas Offensive Rebound.,59,56
2:34,357,Rashawn Thomas made Two Point Tip Shot.,61,56
2:11,326,Nijal Pearson made Layup.,61,58
1:57,357,Jake Kocher made Jumper.,63,58
1:41,357,Foul on Cole Martinez.,63,58
1:41,326,Bobby Conley made Free Throw.,63,59
1:41,326,Bobby Conley made Free Throw.,63,60
1:28,326,Foul on Ojai Black.,63,60
1:28,357,Ehab Amin made Free Throw.,64,60
1:28,357,Ehab Amin made Free Throw.,65,60
1:08,326,Bobby Conley missed Three Point Jumper.,65,60
1:08,357,Ehab Amin Defensive Rebound.,65,60
1:01,326,Foul on Bobby Conley.,65,60
0:59,357,Ehab Amin made Free Throw.,66,60
0:59,357,Ehab Amin made Free Throw.,67,60
0:57,326,Texas State  Timeout,67,60
0:45,326,Nijal Pearson made Three Point Jumper. Assisted by Maljhum McCrea.,67,63
0:44,326,Texas State  Timeout,67,63
0:26,326,Foul on Bobby Conley.,67,63
0:26,357,Cole Martinez made Free Throw.,68,63
0:26,357,Cole Martinez made Free Throw.,69,63
0:19,326,Ojai Black made Three Point Jumper.,69,66
0:09,326,Foul on Bobby Conley.,69,66
0:09,357,Cole Martinez made Free Throw.,70,66
0:09,357,Cole Martinez made Free Throw.,71,66
0:05,326,Ojai Black made Three Point Jumper.,71,69
0:00,326,Foul on Marlin Davis.,71,69
0:00,357,Cole Martinez made Free Throw.,72,69
0:00,357,Cole Martinez made Free Throw.,73,69
0:00,326,End of Game,71,69
