Idaho,265,Washington State,70
15:46,265,Official TV Timeout,4,7
15:20,265,Conor Clifford made Jumper. Assisted by Josh Hawkinson.,4,9
15:00,70,Brayon Blake missed Jumper.,4,9
15:00,265,Ike Iroegbu Defensive Rebound.,4,9
14:54,265,Ike Iroegbu made Layup.,4,11
14:32,70,Trevon Allen missed Three Point Jumper.,4,11
14:32,70,Brayon Blake Offensive Rebound.,4,11
14:16,70,Victor Sanders missed Three Point Jumper.,4,11
14:16,265,Josh Hawkinson Defensive Rebound.,4,11
13:44,265,Josh Hawkinson Turnover.,4,11
13:43,70,Victor Sanders Steal.,4,11
13:38,70,Nate Sherwood missed Jumper.,4,11
13:38,265,Derrien King Defensive Rebound.,4,11
13:29,70,Foul on Nate Sherwood.,4,11
13:29,265,Josh Hawkinson made Free Throw.,4,12
13:29,265,Josh Hawkinson made Free Throw.,4,13
13:07,265,Foul on Charles Callison.,4,13
13:07,70,Chad Sherwood made Free Throw.,5,13
13:07,70,Chad Sherwood missed Free Throw.,5,13
13:07,265,Josh Hawkinson Defensive Rebound.,5,13
12:40,265,Derrien King missed Three Point Jumper.,5,13
12:40,70,Victor Sanders Defensive Rebound.,5,13
12:21,70,Myles Franklin missed Three Point Jumper.,5,13
12:21,265,Washington St Defensive Rebound.,5,13
12:18,70,Foul on Nate Sherwood.,5,13
11:55,265,Derrien King Turnover.,5,13
11:51,70,Foul on Chad Sherwood.,5,13
11:51,70,Chad Sherwood Turnover.,5,13
11:51,265,Official TV Timeout,5,13
11:22,265,Derrien King missed Three Point Jumper.,5,13
11:22,70,Chad Sherwood Defensive Rebound.,5,13
11:13,265,Foul on Josh Hawkinson.,5,13
11:07,70,Arkadiy Mkrtychyan missed Layup.,5,13
11:07,265,Robert Franks Block.,5,13
11:06,265,Washington St Defensive Rebound.,5,13
10:48,265,Ike Iroegbu made Three Point Jumper. Assisted by Malachi Flynn.,5,16
10:25,70,Arkadiy Mkrtychyan missed Layup.,5,16
10:25,265,Robert Franks Block.,5,16
10:23,265,Josh Hawkinson Defensive Rebound.,5,16
10:23,70,Foul on Arkadiy Mkrtychyan.,5,16
9:57,265,Malachi Flynn made Layup.,5,18
9:43,70,Foul on Ty Egbert.,5,18
9:43,70,Ty Egbert Turnover.,5,18
9:29,265,Robert Franks missed Three Point Jumper.,5,18
9:29,70,Victor Sanders Defensive Rebound.,5,18
9:20,70,Ty Egbert Turnover.,5,18
9:07,265,Malachi Flynn made Three Point Jumper. Assisted by Ike Iroegbu.,5,21
9:03,70,Idaho  Timeout,5,21
8:53,70,Victor Sanders made Three Point Jumper. Assisted by Brayon Blake.,8,21
8:34,265,Josh Hawkinson made Layup. Assisted by Robert Franks.,8,23
8:22,70,Myles Franklin Turnover.,8,23
8:22,265,Charles Callison Steal.,8,23
8:03,265,Malachi Flynn missed Jumper.,8,23
8:03,70,Brayon Blake Defensive Rebound.,8,23
7:50,70,Brayon Blake made Layup. Assisted by Ty Egbert.,10,23
7:35,265,Josh Hawkinson Turnover.,10,23
7:21,70,Ty Egbert missed Jumper.,10,23
7:21,70,Ty Egbert Offensive Rebound.,10,23
7:19,70,Idaho  Timeout,10,23
7:08,70,Idaho  Timeout,10,23
7:08,265,Foul on Robert Franks.,10,23
7:07,70,Patrick Ingram missed Layup.,10,23
7:07,265,Conor Clifford Block.,10,23
7:07,265,Malachi Flynn Defensive Rebound.,10,23
7:04,70,Foul on Patrick Ingram.,10,23
7:04,265,Malachi Flynn made Free Throw.,10,24
7:04,265,Malachi Flynn made Free Throw.,10,25
6:37,70,Victor Sanders missed Jumper.,10,25
6:37,265,Josh Hawkinson Defensive Rebound.,10,25
6:33,265,Malachi Flynn missed Jumper.,10,25
6:33,70,Brayon Blake Defensive Rebound.,10,25
6:10,70,Ty Egbert made Layup.,12,25
6:04,265,Conor Clifford Turnover.,12,25
5:39,70,Brayon Blake missed Jumper.,12,25
5:39,265,Conor Clifford Defensive Rebound.,12,25
5:29,265,Josh Hawkinson made Layup. Assisted by Charles Callison.,12,27
5:16,265,Foul on Ike Iroegbu.,12,27
5:10,70,Trevon Allen made Jumper.,14,27
4:47,265,Josh Hawkinson missed Jumper.,14,27
4:47,70,Brayon Blake Defensive Rebound.,14,27
4:42,70,Trevon Allen Turnover.,14,27
4:39,70,Foul on Brayon Blake.,14,27
4:39,265,Charles Callison missed Free Throw.,14,27
4:39,265,Washington St Deadball Team Rebound.,14,27
4:39,265,Charles Callison made Free Throw.,14,28
4:28,70,Arkadiy Mkrtychyan made Layup. Assisted by Patrick Ingram.,16,28
4:11,265,Ike Iroegbu missed Layup.,16,28
4:11,265,Conor Clifford Offensive Rebound.,16,28
4:08,265,Conor Clifford made Layup.,16,30
3:54,70,Patrick Ingram missed Layup.,16,30
3:54,265,Conor Clifford Block.,16,30
3:52,70,Patrick Ingram Offensive Rebound.,16,30
3:52,265,Foul on Conor Clifford.,16,30
3:52,265,Official TV Timeout,16,30
3:52,70,Patrick Ingram missed Free Throw.,16,30
3:52,70,Idaho Deadball Team Rebound.,16,30
3:52,70,Patrick Ingram missed Free Throw.,16,30
3:52,265,Josh Hawkinson Defensive Rebound.,16,30
3:20,265,Ike Iroegbu made Three Point Jumper.,16,33
3:03,70,Patrick Ingram made Layup. Assisted by Arkadiy Mkrtychyan.,18,33
2:49,265,KJ Langston made Jumper.,18,35
2:47,70,Patrick Ingram made Layup. Assisted by Victor Sanders.,20,35
2:13,265,Conor Clifford missed Jumper.,20,35
2:13,70,Arkadiy Mkrtychyan Defensive Rebound.,20,35
1:59,70,Jordan Scott Turnover.,20,35
1:57,265,Ike Iroegbu Steal.,20,35
1:45,265,Washington St  Timeout,20,35
1:30,265,Charles Callison missed Three Point Jumper.,20,35
1:30,70,Arkadiy Mkrtychyan Defensive Rebound.,20,35
1:22,70,Foul on Arkadiy Mkrtychyan.,20,35
1:22,70,Arkadiy Mkrtychyan Turnover.,20,35
1:02,265,KJ Langston missed Three Point Jumper.,20,35
1:02,70,Jordan Scott Defensive Rebound.,20,35
0:54,265,Foul on Malachi Flynn.,20,35
0:54,70,Trevon Allen made Free Throw.,21,35
0:54,70,Trevon Allen made Free Throw.,22,35
0:41,70,Foul on Ty Egbert.,22,35
0:41,265,Robert Franks missed Free Throw.,22,35
0:41,265,Washington St Deadball Team Rebound.,22,35
0:41,265,Robert Franks made Free Throw.,22,36
0:30,70,Victor Sanders made Three Point Jumper. Assisted by Trevon Allen.,25,36
0:03,265,Derrien King Turnover.,25,36
0:00,265,End of 1st half,25,36
19:50,70,Brayon Blake missed Layup.,25,36
19:50,265,Washington St Defensive Rebound.,25,36
19:28,70,Foul on Brayon Blake.,25,36
19:28,265,Malachi Flynn made Free Throw.,25,37
19:28,265,Malachi Flynn made Free Throw.,25,38
19:28,265,Malachi Flynn made Free Throw.,25,39
19:10,70,Trevon Allen missed Jumper.,25,39
19:10,70,Nate Sherwood Offensive Rebound.,25,39
19:00,70,Victor Sanders made Three Point Jumper. Assisted by Trevon Allen.,28,39
18:43,265,Malachi Flynn missed Three Point Jumper.,28,39
18:43,265,Ike Iroegbu Offensive Rebound.,28,39
18:33,265,Ike Iroegbu made Three Point Jumper.,28,42
17:55,70,Trevon Allen missed Three Point Jumper.,28,42
17:55,70,Ty Egbert Offensive Rebound.,28,42
17:51,70,Victor Sanders missed Three Point Jumper.,28,42
17:51,265,Conor Clifford Defensive Rebound.,28,42
17:43,70,Foul on Victor Sanders.,28,42
17:43,265,Josh Hawkinson missed Free Throw.,28,42
17:43,265,Washington St Deadball Team Rebound.,28,42
17:43,265,Josh Hawkinson made Free Throw.,28,43
17:28,70,Victor Sanders made Jumper.,30,43
17:03,265,Charles Callison missed Jumper.,30,43
17:03,70,Nate Sherwood Defensive Rebound.,30,43
16:48,70,Ty Egbert missed Layup.,30,43
16:48,265,Malachi Flynn Defensive Rebound.,30,43
16:41,265,Malachi Flynn missed Layup.,30,43
16:41,265,Josh Hawkinson Offensive Rebound.,30,43
16:38,265,Josh Hawkinson missed Layup.,30,43
16:38,70,Jordan Scott Defensive Rebound.,30,43
16:33,70,Victor Sanders Turnover.,30,43
16:15,265,Ike Iroegbu Turnover.,30,43
16:13,70,Myles Franklin Steal.,30,43
16:12,70,Victor Sanders made Layup.,32,43
16:12,265,Foul on Malachi Flynn.,32,43
16:12,70,Victor Sanders made Free Throw.,33,43
15:42,265,Josh Hawkinson made Dunk. Assisted by Charles Callison.,33,45
15:25,70,Patrick Ingram missed Three Point Jumper.,33,45
15:25,265,Robert Franks Defensive Rebound.,33,45
15:17,265,Charles Callison made Three Point Jumper.,33,48
14:59,265,Foul on Malachi Flynn.,33,48
14:59,265,Official TV Timeout,33,48
14:59,70,Myles Franklin missed Free Throw.,33,48
14:59,70,Idaho Deadball Team Rebound.,33,48
14:59,70,Myles Franklin made Free Throw.,34,48
14:32,265,Charles Callison Turnover.,34,48
14:30,70,Patrick Ingram Steal.,34,48
14:28,265,Foul on Charles Callison.,34,48
14:28,70,Myles Franklin made Free Throw.,35,48
14:28,70,Myles Franklin made Free Throw.,36,48
14:06,265,Josh Hawkinson Turnover.,36,48
14:06,70,Victor Sanders Steal.,36,48
13:57,70,Jordan Scott missed Three Point Jumper.,36,48
13:57,265,Ike Iroegbu Defensive Rebound.,36,48
13:48,265,Charles Callison Turnover.,36,48
13:37,70,Myles Franklin Turnover.,36,48
13:20,265,Robert Franks missed Three Point Jumper.,36,48
13:20,70,Myles Franklin Defensive Rebound.,36,48
13:12,70,Foul on Arkadiy Mkrtychyan.,36,48
13:12,70,Arkadiy Mkrtychyan Turnover.,36,48
12:50,265,KJ Langston missed Three Point Jumper.,36,48
12:50,70,Jordan Scott Defensive Rebound.,36,48
12:37,70,Chad Sherwood missed Three Point Jumper.,36,48
12:37,70,Jordan Scott Offensive Rebound.,36,48
12:32,70,Foul on Jordan Scott.,36,48
12:32,70,Jordan Scott Turnover.,36,48
12:07,265,KJ Langston Turnover.,36,48
11:59,70,Victor Sanders missed Three Point Jumper.,36,48
11:59,265,Ike Iroegbu Defensive Rebound.,36,48
11:28,265,KJ Langston missed Three Point Jumper.,36,48
11:28,265,Ike Iroegbu Offensive Rebound.,36,48
11:08,265,Charles Callison missed Layup.,36,48
11:08,265,Josh Hawkinson Offensive Rebound.,36,48
11:05,265,Josh Hawkinson missed Layup.,36,48
11:05,70,Arkadiy Mkrtychyan Defensive Rebound.,36,48
10:58,70,Chad Sherwood missed Three Point Jumper.,36,48
10:58,70,Jordan Scott Offensive Rebound.,36,48
10:53,70,Jordan Scott missed Layup.,36,48
10:53,70,Arkadiy Mkrtychyan Offensive Rebound.,36,48
10:49,265,Official TV Timeout,36,48
10:39,70,Chad Sherwood missed Three Point Jumper.,36,48
10:39,70,Idaho Offensive Rebound.,36,48
10:37,265,Foul on Robert Franks.,36,48
10:25,70,Trevon Allen missed Three Point Jumper.,36,48
10:25,265,Conor Clifford Defensive Rebound.,36,48
9:58,265,Charles Callison made Three Point Jumper. Assisted by Ike Iroegbu.,36,51
9:40,70,Foul on Ty Egbert.,36,51
9:40,70,Ty Egbert Turnover.,36,51
9:20,265,Robert Franks missed Three Point Jumper.,36,51
9:20,70,Trevon Allen Defensive Rebound.,36,51
9:16,265,Foul on Derrien King.,36,51
9:07,70,Jordan Scott missed Jumper.,36,51
9:07,265,Derrien King Defensive Rebound.,36,51
9:02,265,Derrien King Turnover.,36,51
9:01,70,Victor Sanders Steal.,36,51
8:56,70,Tyler Brimhall missed Layup.,36,51
8:56,265,Conor Clifford Defensive Rebound.,36,51
8:31,265,Conor Clifford missed Layup.,36,51
8:31,70,Jordan Scott Defensive Rebound.,36,51
8:26,70,Trevon Allen Turnover.,36,51
8:24,265,Derrien King Steal.,36,51
8:21,265,Derrien King missed Dunk.,36,51
8:21,265,Ike Iroegbu Offensive Rebound.,36,51
8:18,70,Foul on Jordan Scott.,36,51
8:07,265,Josh Hawkinson missed Three Point Jumper.,36,51
8:07,70,Brayon Blake Defensive Rebound.,36,51
7:59,70,Brayon Blake missed Three Point Jumper.,36,51
7:59,265,Washington St Defensive Rebound.,36,51
7:56,265,Official TV Timeout,36,51
7:26,265,Josh Hawkinson missed Jumper.,36,51
7:26,70,Victor Sanders Defensive Rebound.,36,51
7:21,70,Victor Sanders made Jumper.,38,51
7:13,265,Derrien King missed Layup.,38,51
7:13,265,Derrien King Offensive Rebound.,38,51
7:13,70,Foul on Brayon Blake.,38,51
7:13,265,Derrien King made Free Throw.,38,52
7:13,265,Derrien King made Free Throw.,38,53
7:03,70,Tyler Brimhall missed Three Point Jumper.,38,53
7:03,265,Conor Clifford Defensive Rebound.,38,53
6:34,265,Conor Clifford Turnover.,38,53
6:33,70,Victor Sanders Steal.,38,53
6:33,265,Foul on Charles Callison.,38,53
6:14,70,Myles Franklin missed Three Point Jumper.,38,53
6:14,265,Josh Hawkinson Defensive Rebound.,38,53
5:40,70,Foul on Victor Sanders.,38,53
5:40,265,Derrien King made Free Throw.,38,54
5:40,265,Derrien King made Free Throw.,38,55
5:31,70,Victor Sanders missed Jumper.,38,55
5:31,265,Josh Hawkinson Defensive Rebound.,38,55
5:16,70,Foul on Victor Sanders.,38,55
5:16,265,Derrien King missed Free Throw.,38,55
5:16,70,Nate Sherwood Defensive Rebound.,38,55
5:06,70,Chad Sherwood missed Three Point Jumper.,38,55
5:06,70,Nate Sherwood Offensive Rebound.,38,55
5:02,265,Foul on Conor Clifford.,38,55
5:02,70,Nate Sherwood made Free Throw.,39,55
5:02,70,Nate Sherwood missed Free Throw.,39,55
5:02,265,Derrien King Defensive Rebound.,39,55
4:51,265,Washington St  Turnover.,39,55
4:33,70,Nate Sherwood missed Jumper.,39,55
4:33,265,Josh Hawkinson Defensive Rebound.,39,55
4:32,70,Foul on Patrick Ingram.,39,55
4:32,265,Josh Hawkinson made Free Throw.,39,56
4:32,265,Josh Hawkinson made Free Throw.,39,57
4:32,265,Washington St  Timeout,39,57
4:25,70,Victor Sanders made Layup.,41,57
3:56,265,Conor Clifford missed Layup.,41,57
3:56,70,Nate Sherwood Defensive Rebound.,41,57
3:51,70,Chad Sherwood made Three Point Jumper. Assisted by Victor Sanders.,44,57
3:20,265,Ike Iroegbu made Jumper.,44,59
3:03,265,Foul on Charles Callison.,44,59
3:03,265,Official TV Timeout,44,59
3:03,70,Chad Sherwood made Free Throw.,45,59
3:03,70,Chad Sherwood missed Free Throw.,45,59
3:03,70,Idaho Deadball Team Rebound.,45,59
3:03,70,Chad Sherwood made Free Throw.,46,59
2:39,265,Malachi Flynn made Layup.,46,61
2:17,70,Nick Blair missed Three Point Jumper.,46,61
2:17,265,Ike Iroegbu Defensive Rebound.,46,61
1:46,265,Malachi Flynn Turnover.,46,61
1:44,70,Victor Sanders Steal.,46,61
1:37,70,Chad Sherwood missed Three Point Jumper.,46,61
1:37,70,Nick Blair Offensive Rebound.,46,61
1:29,70,Nick Blair missed Layup.,46,61
1:29,265,Derrien King Defensive Rebound.,46,61
1:14,265,Robert Franks Turnover.,46,61
1:12,70,Nate Sherwood Steal.,46,61
1:08,70,Victor Sanders missed Three Point Jumper.,46,61
1:08,70,Nick Blair Offensive Rebound.,46,61
1:01,70,Victor Sanders missed Layup.,46,61
1:01,70,Jordan Scott Offensive Rebound.,46,61
1:00,265,Foul on Robert Franks.,46,61
1:00,70,Jordan Scott missed Free Throw.,46,61
1:00,70,Idaho Deadball Team Rebound.,46,61
1:00,70,Jordan Scott missed Free Throw.,46,61
1:00,70,Tyler Brimhall Offensive Rebound.,46,61
0:47,70,Nick Blair made Layup.,48,61
0:20,265,Ike Iroegbu missed Three Point Jumper.,48,61
0:20,70,Nick Blair Defensive Rebound.,48,61
0:15,70,Tyler Brimhall missed Three Point Jumper.,48,61
0:15,70,Arkadiy Mkrtychyan Offensive Rebound.,48,61
0:09,70,Arkadiy Mkrtychyan missed Layup.,48,61
0:09,265,Josh Hawkinson Block.,48,61
0:07,265,Derrien King Defensive Rebound.,48,61
0:00,265,End of Game,48,61
