Stetson,2565,SIU-Edwardsville,56
13:51,2565,Keenan Simmons made Jumper.,51,35
13:36,56,Derick Newton missed Jumper.,51,35
13:36,56,Clay Verk Offensive Rebound.,51,35
13:26,56,Luke Doyle made Three Point Jumper. Assisted by Angel Rivera.,54,35
13:07,2565,Christian Ellis made Layup. Assisted by Keenan Simmons.,54,37
12:46,56,Clay Verk made Layup. Assisted by Divine Myles.,56,37
12:38,2565,Christian Ellis missed Layup.,56,37
12:38,2565,Christian Ellis Offensive Rebound.,56,37
12:37,56,Foul on Divine Myles.,56,37
12:37,2565,Christian Ellis missed Free Throw.,56,37
12:37,2565,SIU-Edwardsville Deadball Team Rebound.,56,37
12:37,2565,Christian Ellis missed Free Throw.,56,37
12:37,56,Divine Myles Defensive Rebound.,56,37
12:21,56,Larry Dennis made Jumper.,58,37
12:06,2565,Tre Harris missed Jumper.,58,37
12:06,56,Divine Myles Defensive Rebound.,58,37
12:00,2565,Foul on Christian Ellis.,58,37
12:00,56,B.J. Glasford made Free Throw.,59,37
12:00,56,B.J. Glasford missed Free Throw.,59,37
12:00,2565,Devin Thornton Defensive Rebound.,59,37
11:44,2565,Jalen Henry made Jumper.,59,39
11:44,56,Foul on Larry Dennis.,59,39
11:44,2565,Official TV Timeout,59,39
11:44,2565,Jalen Henry made Free Throw.,59,40
11:17,56,Foul on Angel Rivera.,59,40
11:17,56,Angel Rivera Turnover.,59,40
11:00,2565,Burak Eslik missed Jumper.,59,40
11:00,2565,Jalen Henry Offensive Rebound.,59,40
10:58,2565,Jalen Henry made Layup.,59,42
10:29,56,Clay Verk missed Jumper.,59,42
10:29,2565,Devin Thornton Defensive Rebound.,59,42
10:29,56,Foul on Leo Goodman.,59,42
10:29,2565,Devin Thornton made Free Throw.,59,43
10:29,2565,Devin Thornton made Free Throw.,59,44
10:14,56,B.J. Glasford missed Three Point Jumper.,59,44
10:14,2565,Tre Harris Defensive Rebound.,59,44
10:07,2565,Jalen Henry Turnover.,59,44
9:56,56,Luke Doyle made Three Point Jumper. Assisted by Angel Rivera.,62,44
9:38,2565,Tre Harris made Jumper.,62,46
9:16,56,Luke Doyle missed Three Point Jumper.,62,46
9:16,2565,Jalen Henry Defensive Rebound.,62,46
9:09,56,Foul on Divine Myles.,62,46
9:09,2565,Tre Harris missed Free Throw.,62,46
9:09,56,Stetson Defensive Rebound.,62,46
9:05,2565,Foul on Justin Benton.,62,46
8:46,56,Divine Myles Turnover.,62,46
8:45,2565,Devin Thornton Steal.,62,46
8:41,2565,Burak Eslik made Layup. Assisted by Devin Thornton.,62,48
8:31,2565,Foul on Tre Harris.,62,48
8:31,56,Divine Myles missed Free Throw.,62,48
8:31,2565,Devin Thornton Defensive Rebound.,62,48
8:13,2565,Tre Harris missed Three Point Jumper.,62,48
8:13,56,Divine Myles Defensive Rebound.,62,48
8:05,56,Divine Myles missed Layup.,62,48
8:05,2565,Keenan Simmons Block.,62,48
8:01,56,Clay Verk Offensive Rebound.,62,48
7:59,56,Clay Verk missed Jumper.,62,48
7:59,2565,Justin Benton Defensive Rebound.,62,48
7:42,2565,Keenan Simmons made Jumper.,62,50
7:36,2565,Foul on Justin Benton.,62,50
7:36,2565,Official TV Timeout,62,50
7:36,56,Angel Rivera made Free Throw.,63,50
7:36,56,Angel Rivera made Free Throw.,64,50
7:26,56,Foul on Luke Doyle.,64,50
7:26,2565,Burak Eslik made Free Throw.,64,51
7:26,2565,Burak Eslik made Free Throw.,64,52
7:12,56,Derick Newton missed Three Point Jumper.,64,52
7:12,2565,Jalen Henry Defensive Rebound.,64,52
7:12,56,Foul on Clay Verk.,64,52
7:12,2565,Jalen Henry made Free Throw.,64,53
7:12,2565,Jalen Henry made Free Throw.,64,54
7:01,56,Luke Doyle made Jumper.,66,54
6:44,2565,Tre Harris missed Three Point Jumper.,66,54
6:44,2565,Tre Harris Offensive Rebound.,66,54
6:43,56,Foul on B.J. Glasford.,66,54
6:43,2565,Tre Harris made Free Throw.,66,55
6:43,2565,Tre Harris made Free Throw.,66,56
6:16,56,B.J. Glasford missed Jumper.,66,56
6:16,2565,Keenan Simmons Defensive Rebound.,66,56
5:57,2565,Jalen Henry missed Jumper.,66,56
5:57,2565,Tre Harris Offensive Rebound.,66,56
5:55,2565,Foul on Tre Harris.,66,56
5:55,2565,Tre Harris Turnover.,66,56
5:35,2565,Foul on Keenan Simmons.,66,56
5:35,56,Derick Newton made Free Throw.,67,56
5:35,56,Derick Newton made Free Throw.,68,56
5:35,56,Stetson  Timeout,68,56
5:23,2565,Tre Harris missed Three Point Jumper.,68,56
5:23,56,Angel Rivera Defensive Rebound.,68,56
5:00,56,Divine Myles Turnover.,68,56
4:33,2565,Tre Harris missed Jumper.,68,56
4:33,56,Larry Dennis Defensive Rebound.,68,56
4:33,2565,Foul on Keenan Simmons.,68,56
4:33,56,Larry Dennis missed Free Throw.,68,56
4:33,56,Stetson Deadball Team Rebound.,68,56
4:33,56,Larry Dennis missed Free Throw.,68,56
4:33,2565,Jalen Henry Defensive Rebound.,68,56
4:15,56,Foul on Derick Newton.,68,56
4:15,2565,Jalen Henry made Free Throw.,68,57
4:15,2565,Jalen Henry made Free Throw.,68,58
4:10,56,Derick Newton missed Three Point Jumper.,68,58
4:10,2565,SIU-Edwardsville Defensive Rebound.,68,58
4:10,56,Foul on Larry Dennis.,68,58
4:10,2565,Christian Ellis missed Free Throw.,68,58
4:10,2565,SIU-Edwardsville Deadball Team Rebound.,68,58
4:10,2565,Christian Ellis missed Free Throw.,68,58
4:10,56,Stetson Defensive Rebound.,68,58
4:10,2565,Foul on Keenan Simmons.,68,58
4:10,56,Kevin Ndahiro made Free Throw.,69,58
4:10,56,Kevin Ndahiro missed Free Throw.,69,58
4:10,2565,Christian Ellis Defensive Rebound.,69,58
3:51,2565,Carlos Anderson made Jumper. Assisted by Burak Eslik.,69,60
3:27,56,Luke Doyle missed Three Point Jumper.,69,60
3:27,2565,SIU-Edwardsville Defensive Rebound.,69,60
3:26,56,Foul on Kevin Ndahiro.,69,60
3:26,2565,Official TV Timeout,69,60
3:26,2565,Jalen Henry missed Free Throw.,69,60
3:26,2565,SIU-Edwardsville Deadball Team Rebound.,69,60
3:26,2565,Jalen Henry made Free Throw.,69,61
3:04,56,Angel Rivera made Layup.,71,61
2:58,2565,SIU-Edwardsville  Timeout,71,61
2:45,2565,Tre Harris missed Three Point Jumper.,71,61
2:45,56,Divine Myles Defensive Rebound.,71,61
2:31,56,Divine Myles made Jumper.,73,61
2:31,2565,Foul on Jalen Henry.,73,61
2:31,56,Divine Myles made Free Throw.,74,61
2:26,2565,SIU-Edwardsville  Timeout,74,61
2:16,2565,Tre Harris made Three Point Jumper. Assisted by Christian Ellis.,74,64
2:00,56,Angel Rivera missed Layup.,74,64
2:00,2565,Carlos Anderson Defensive Rebound.,74,64
1:53,2565,Burak Eslik made Layup.,74,66
1:28,56,Divine Myles made Layup.,76,66
1:28,2565,Foul on Jalen Henry.,76,66
1:28,56,Divine Myles made Free Throw.,77,66
1:25,56,Foul on B.J. Glasford.,77,66
1:25,2565,Christian Ellis made Free Throw.,77,67
1:25,2565,Christian Ellis made Free Throw.,77,68
0:59,56,Divine Myles Turnover.,77,68
0:59,2565,Carlos Anderson Steal.,77,68
0:49,2565,Carlos Anderson missed Layup.,77,68
0:49,56,B.J. Glasford Defensive Rebound.,77,68
0:24,56,Angel Rivera made Jumper.,79,68
0:18,2565,Jalen Henry made Layup.,79,70
0:11,2565,Foul on Burak Eslik.,79,70
0:11,56,Divine Myles missed Free Throw.,79,70
0:11,56,Stetson Deadball Team Rebound.,79,70
0:11,56,Divine Myles missed Free Throw.,79,70
0:11,2565,Jalen Henry Defensive Rebound.,79,70
0:05,2565,Christian Ellis made Layup.,79,72
0:01,2565,Foul on Jalen Henry.,79,72
0:01,56,Derick Newton missed Free Throw.,79,72
0:01,56,Stetson Deadball Team Rebound.,79,72
0:01,56,Derick Newton made Free Throw.,80,72
0:00,2565,End of Game,80,72
