Piedmont,Error,Kennesaw State,338
14:33,338,Nick Masterson made Jumper. Assisted by Tristan Jarrett.,10,11
14:15,-1,Justin Vallejo missed Layup.,10,11
14:15,338,Nick Masterson Block.,10,11
14:12,338,Nick Masterson Defensive Rebound.,10,11
14:05,338,Jordan Jones made Jumper.,10,13
13:50,-1,Nick Ryan missed Layup.,10,13
13:50,338,Jordan Jones Defensive Rebound.,10,13
13:43,338,Nick Masterson missed Three Point Jumper.,10,13
13:43,338,Jordan Jones Offensive Rebound.,10,13
13:37,338,Jordan Jones made Dunk.,10,15
13:16,-1,Justin Vallejo made Jumper.,12,15
12:47,-1,Foul on Marquise Lanier.,12,15
12:47,338,Jordan Jones missed Free Throw.,12,15
12:47,338,Kennesaw State Deadball Team Rebound.,12,15
12:47,338,Jordan Jones missed Free Throw.,12,15
12:47,-1,Elijah Alston Defensive Rebound.,12,15
12:41,-1,Nick Ryan made Jumper. Assisted by Elijah Alston.,14,15
12:25,338,Tristan Jarrett missed Three Point Jumper.,14,15
12:25,-1,Elijah Alston Defensive Rebound.,14,15
11:49,338,Official TV Timeout,14,15
11:36,-1,Elijah Alston missed Three Point Jumper.,14,15
11:36,-1,Miles Riley Offensive Rebound.,14,15
11:21,-1,Nick Ryan missed Jumper.,14,15
11:21,338,Isaac Mbuyamba Defensive Rebound.,14,15
10:53,338,Tristan Jarrett made Three Point Jumper. Assisted by Jordan Jones.,14,18
10:15,-1,Landry Assinesi missed Jumper.,14,18
10:15,338,Tyler Hooker Defensive Rebound.,14,18
10:10,-1,Foul on Nick Ryan.,14,18
10:04,338,Nick Masterson made Jumper. Assisted by Tyler Hooker.,14,20
9:50,338,Foul on Tristan Jarrett.,14,20
9:31,338,Foul on Tyler Hooker.,14,20
9:19,-1,Justin Vallejo made Jumper.,16,20
9:03,338,Tristan Jarrett missed Three Point Jumper.,16,20
9:03,-1,Justin Vallejo Defensive Rebound.,16,20
8:47,-1,Justin Vallejo made Three Point Jumper. Assisted by Miles Riley.,19,20
8:14,338,James Scott Turnover.,19,20
8:05,-1,Justin Vallejo missed Layup.,19,20
8:05,338,Isaac Mbuyamba Defensive Rebound.,19,20
8:03,-1,Foul on Justin Vallejo.,19,20
7:51,338,Kosta Jankovic missed Jumper.,19,20
7:51,-1,Justin Vallejo Defensive Rebound.,19,20
7:40,-1,Marquise Lanier missed Jumper.,19,20
7:40,338,Tristan Jarrett Defensive Rebound.,19,20
7:23,338,Tyler Hooker missed Jumper.,19,20
7:23,338,Tristan Jarrett Offensive Rebound.,19,20
7:17,338,Tristan Jarrett made Layup.,19,22
6:57,-1,Elijah Alston missed Three Point Jumper.,19,22
6:57,338,Tyler Hooker Defensive Rebound.,19,22
6:49,338,Tyler Hooker made Layup.,19,24
6:47,-1,Piedmont (GA)  Timeout,19,24
6:47,338,Official TV Timeout,19,24
6:36,-1,Justin Vallejo missed Three Point Jumper.,19,24
6:36,-1,Piedmont (GA) Offensive Rebound.,19,24
6:13,-1,Justin Vallejo Turnover.,19,24
6:11,338,James Scott Steal.,19,24
6:09,-1,Foul on Elijah Alston.,19,24
6:09,338,James Scott made Free Throw.,19,25
6:09,338,James Scott made Free Throw.,19,26
5:54,-1,Josh Randolph missed Jumper.,19,26
5:54,338,Isaac Mbuyamba Defensive Rebound.,19,26
5:39,338,Tristan Jarrett missed Three Point Jumper.,19,26
5:39,338,Tyler Hooker Offensive Rebound.,19,26
5:27,338,Kosta Jankovic missed Three Point Jumper.,19,26
5:27,338,Tristan Jarrett Offensive Rebound.,19,26
5:22,338,Tristan Jarrett made Jumper.,19,28
5:03,-1,Josh Randolph Turnover.,19,28
4:58,338,James Scott missed Jumper.,19,28
4:58,-1,Nick Ryan Defensive Rebound.,19,28
4:47,-1,Marquise Lanier missed Three Point Jumper.,19,28
4:47,338,Kosta Jankovic Defensive Rebound.,19,28
4:36,338,Nick Masterson missed Jumper.,19,28
4:36,-1,Marquise Lanier Defensive Rebound.,19,28
4:11,-1,Taylor Mills missed Three Point Jumper.,19,28
4:11,338,Kennesaw State Deadball Team Rebound.,19,28
4:10,-1,Foul on Nick Ryan.,19,28
3:56,338,Nick Masterson missed Three Point Jumper.,19,28
3:56,338,Isaac Mbuyamba Offensive Rebound.,19,28
3:54,-1,Foul on Nick Ryan.,19,28
3:54,338,Official TV Timeout,19,28
3:51,338,James Scott missed Jumper.,19,28
3:51,-1,Piedmont (GA) Defensive Rebound.,19,28
3:33,-1,Malik Abdulgader made Three Point Jumper. Assisted by Taylor Mills.,22,28
3:16,-1,Foul on Malik Abdulgader.,22,28
3:16,338,Isaac Mbuyamba made Free Throw.,22,29
3:16,338,Isaac Mbuyamba missed Free Throw.,22,29
3:16,-1,Malik Abdulgader Defensive Rebound.,22,29
3:01,-1,Taylor Mills missed Layup.,22,29
3:01,338,Kyle Clarke Defensive Rebound.,22,29
2:52,338,Jordan Jones Turnover.,22,29
2:50,-1,Taylor Mills Steal.,22,29
2:48,338,Foul on Kyle Clarke.,22,29
2:48,-1,Taylor Mills made Free Throw.,23,29
2:48,-1,Taylor Mills made Free Throw.,24,29
2:30,338,James Scott missed Jumper.,24,29
2:30,-1,Landry Assinesi Defensive Rebound.,24,29
2:21,-1,Taylor Mills missed Jumper.,24,29
2:21,338,Jordan Jones Defensive Rebound.,24,29
2:12,338,Nick Masterson made Three Point Jumper. Assisted by Kyle Clarke.,24,32
1:42,-1,Taylor Mills made Three Point Jumper. Assisted by Justin Vallejo.,27,32
1:38,338,Technical Foul on Kyle Clarke.,27,32
1:38,338,Foul on Kyle Clarke.,27,32
1:38,-1,Taylor Mills made Free Throw.,28,32
1:38,-1,Taylor Mills made Free Throw.,29,32
1:22,338,James Scott Turnover.,29,32
1:19,-1,Taylor Mills Steal.,29,32
1:00,-1,Malik Abdulgader made Jumper. Assisted by Justin Vallejo.,31,32
0:47,338,Tyler Hooker made Jumper.,31,34
0:34,-1,Taylor Mills Turnover.,31,34
0:20,338,Tyler Hooker made Three Point Jumper. Assisted by Tristan Jarrett.,31,37
0:04,-1,Landry Assinesi missed Jumper.,31,37
0:04,338,Tyler Hooker Defensive Rebound.,31,37
0:00,338,End of 1st half,31,37
19:45,-1,Elijah Alston missed Layup.,31,37
19:45,-1,Justin Vallejo Offensive Rebound.,31,37
19:43,338,Foul on James Scott.,31,37
19:41,-1,Landry Assinesi Turnover.,31,37
19:40,338,Kyle Clarke Steal.,31,37
19:36,338,James Scott made Jumper. Assisted by Kyle Clarke.,31,39
19:21,338,Foul on Jordan Jones.,31,39
19:18,338,Foul on Nick Masterson.,31,39
19:04,-1,Marquise Lanier missed Three Point Jumper.,31,39
19:04,-1,Justin Vallejo Offensive Rebound.,31,39
18:58,-1,Justin Vallejo missed Layup.,31,39
18:58,338,Kyle Clarke Defensive Rebound.,31,39
18:53,338,Kyle Clarke Turnover.,31,39
18:38,-1,Taylor Mills missed Jumper.,31,39
18:38,338,Jordan Jones Defensive Rebound.,31,39
18:15,338,Kyle Clarke made Jumper. Assisted by Kosta Jankovic.,31,41
17:51,-1,Elijah Alston missed Three Point Jumper.,31,41
17:51,338,James Scott Defensive Rebound.,31,41
17:42,338,James Scott missed Jumper.,31,41
17:42,-1,Taylor Mills Defensive Rebound.,31,41
17:29,-1,Elijah Alston missed Three Point Jumper.,31,41
17:29,338,Kyle Clarke Defensive Rebound.,31,41
17:13,338,James Scott made Layup. Assisted by Nick Masterson.,31,43
17:08,-1,Piedmont (GA)  Timeout,31,43
16:57,338,Foul on Nick Masterson.,31,43
16:57,-1,Marquise Lanier missed Free Throw.,31,43
16:57,-1,Piedmont (GA) Deadball Team Rebound.,31,43
16:57,-1,Marquise Lanier made Free Throw.,32,43
16:46,338,James Scott missed Jumper.,32,43
16:46,-1,Landry Assinesi Defensive Rebound.,32,43
16:32,-1,Marquise Lanier missed Layup.,32,43
16:32,338,Jordan Jones Block.,32,43
16:30,338,Kyle Clarke Defensive Rebound.,32,43
16:12,-1,Foul on Malik Abdulgader.,32,43
16:12,338,Kyle Clarke missed Free Throw.,32,43
16:12,338,Kennesaw State Deadball Team Rebound.,32,43
16:11,338,Kyle Clarke missed Free Throw.,32,43
16:10,-1,Malik Abdulgader Defensive Rebound.,32,43
15:56,-1,Malik Abdulgader made Jumper.,34,43
15:35,338,Nick Masterson missed Layup.,34,43
15:35,338,Isaac Mbuyamba Offensive Rebound.,34,43
15:35,338,Isaac Mbuyamba made Two Point Tip Shot.,34,45
15:13,-1,Miles Riley Turnover.,34,45
15:13,338,Nick Masterson Steal.,34,45
15:13,338,Official TV Timeout,34,45
15:05,338,James Scott made Three Point Jumper. Assisted by Kyle Clarke.,34,48
14:45,-1,Miles Riley Turnover.,34,48
14:45,338,Nick Masterson Steal.,34,48
14:34,338,Nick Masterson missed Three Point Jumper.,34,48
14:34,-1,Miles Riley Defensive Rebound.,34,48
14:19,338,Foul on Nick Masterson.,34,48
14:19,-1,Miles Riley made Free Throw.,35,48
14:19,-1,Miles Riley missed Free Throw.,35,48
14:19,338,Jordan Jones Defensive Rebound.,35,48
14:03,338,Tyler Hooker missed Three Point Jumper.,35,48
14:03,-1,Miles Riley Defensive Rebound.,35,48
13:56,-1,Miles Riley missed Layup.,35,48
13:56,338,Nick Masterson Defensive Rebound.,35,48
13:34,338,James Scott missed Three Point Jumper.,35,48
13:34,338,Kennesaw State Offensive Rebound.,35,48
13:22,338,James Scott missed Jumper.,35,48
13:22,338,Isaac Mbuyamba Offensive Rebound.,35,48
13:19,-1,Foul on Landry Assinesi.,35,48
13:07,338,Isaac Mbuyamba made Jumper. Assisted by Jordan Jones.,35,50
12:55,-1,Malik Abdulgader missed Three Point Jumper.,35,50
12:55,338,Isaac Mbuyamba Defensive Rebound.,35,50
12:46,338,Nick Masterson made Three Point Jumper. Assisted by Tyler Hooker.,35,53
12:23,338,Foul on Isaac Mbuyamba.,35,53
12:18,-1,Justin Vallejo made Three Point Jumper. Assisted by Marquise Lanier.,38,53
12:17,-1,Piedmont (GA)  Timeout,38,53
12:17,338,Official TV Timeout,38,53
11:58,338,Jordan Jones missed Jumper.,38,53
11:58,-1,Malik Abdulgader Defensive Rebound.,38,53
11:48,-1,Taylor Mills missed Jumper.,38,53
11:48,338,Jordan Jones Defensive Rebound.,38,53
11:39,338,Tyler Hooker Turnover.,38,53
11:37,-1,Justin Vallejo Steal.,38,53
11:35,-1,Taylor Mills missed Layup.,38,53
11:35,338,Nick Masterson Defensive Rebound.,38,53
11:16,338,James Scott missed Jumper.,38,53
11:16,-1,Taylor Mills Defensive Rebound.,38,53
11:05,-1,Marquise Lanier missed Three Point Jumper.,38,53
11:05,338,Tyler Hooker Defensive Rebound.,38,53
10:58,338,Tyler Hooker made Layup.,38,55
10:28,-1,Justin Vallejo missed Jumper.,38,55
10:28,338,Tristan Jarrett Defensive Rebound.,38,55
10:14,338,Tyler Hooker made Layup.,38,57
10:00,-1,Taylor Mills Turnover.,38,57
9:47,338,Kosta Jankovic made Jumper. Assisted by Nick Masterson.,38,59
9:18,-1,Taylor Mills missed Three Point Jumper.,38,59
9:18,-1,Elijah Alston Offensive Rebound.,38,59
9:14,-1,Elijah Alston made Jumper.,40,59
8:54,338,Tyler Hooker missed Jumper.,40,59
8:54,338,Jordan Jones Offensive Rebound.,40,59
8:33,338,Tristan Jarrett made Jumper. Assisted by Kosta Jankovic.,40,61
8:07,-1,Malik Abdulgader missed Three Point Jumper.,40,61
8:07,-1,Elijah Alston Offensive Rebound.,40,61
8:00,-1,Josh Randolph made Layup. Assisted by Elijah Alston.,42,61
7:40,338,Tyler Hooker missed Three Point Jumper.,42,61
7:40,338,Kosta Jankovic Offensive Rebound.,42,61
7:33,338,Tyler Hooker Turnover.,42,61
7:33,338,Official TV Timeout,42,61
7:09,-1,Taylor Mills made Three Point Jumper.,45,61
6:58,-1,Foul on Taylor Mills.,45,61
6:47,338,Tristan Jarrett made Three Point Jumper. Assisted by Tyler Hooker.,45,64
6:35,-1,Michael Joseph missed Three Point Jumper.,45,64
6:35,-1,Josh Randolph Offensive Rebound.,45,64
6:31,-1,Josh Randolph missed Layup.,45,64
6:31,-1,Elijah Alston Offensive Rebound.,45,64
6:19,338,Foul on Isaac Mbuyamba.,45,64
6:19,-1,Nick Ryan missed Free Throw.,45,64
6:19,-1,Piedmont (GA) Deadball Team Rebound.,45,64
6:19,338,Foul on Kosta Jankovic.,45,64
6:19,-1,Michael Joseph made Free Throw.,46,64
6:19,-1,Michael Joseph missed Free Throw.,46,64
6:19,338,Kosta Jankovic Defensive Rebound.,46,64
6:03,338,Tyler Hooker missed Jumper.,46,64
6:03,-1,Michael Joseph Defensive Rebound.,46,64
5:46,-1,Elijah Alston missed Three Point Jumper.,46,64
5:46,338,Tyler Hooker Defensive Rebound.,46,64
5:38,338,Tyler Hooker made Dunk.,46,66
5:19,-1,Michael Joseph Turnover.,46,66
5:18,338,Kosta Jankovic Steal.,46,66
5:14,-1,Foul on Michael Joseph.,46,66
5:14,338,James Scott missed Free Throw.,46,66
5:14,338,Kennesaw State Deadball Team Rebound.,46,66
5:14,338,James Scott made Free Throw.,46,67
4:55,-1,Josh Randolph made Jumper.,48,67
4:48,338,James Scott missed Three Point Jumper.,48,67
4:48,-1,Elijah Alston Defensive Rebound.,48,67
4:40,-1,Elijah Alston made Layup.,50,67
4:21,338,Kosta Jankovic Turnover.,50,67
4:20,-1,Josh Randolph Steal.,50,67
4:17,-1,Elijah Alston Turnover.,50,67
3:56,338,Foul on Jordan Jones.,50,67
3:56,338,Jordan Jones Turnover.,50,67
3:56,338,Official TV Timeout,50,67
3:41,-1,Jordan Foote made Layup. Assisted by Justin Vallejo.,52,67
3:21,338,Tyler Hooker made Jumper. Assisted by Jordan Jones.,52,69
2:53,-1,Landry Assinesi missed Layup.,52,69
2:53,-1,Justin Vallejo Offensive Rebound.,52,69
2:48,-1,Justin Vallejo made Layup.,54,69
2:30,338,Tyler Hooker missed Jumper.,54,69
2:30,-1,Jordan Foote Defensive Rebound.,54,69
2:13,-1,Jordan Foote missed Jumper.,54,69
2:13,338,Jordan Jones Defensive Rebound.,54,69
2:05,338,Nick Masterson made Three Point Jumper. Assisted by Tyler Hooker.,54,72
1:40,-1,Josh Randolph Turnover.,54,72
1:37,338,Tyler Hooker Steal.,54,72
1:34,338,Tristan Jarrett made Layup. Assisted by Tyler Hooker.,54,74
1:27,-1,Piedmont (GA)  Timeout,54,74
1:17,-1,Jordan Foote missed Jumper.,54,74
1:17,338,Tristan Jarrett Defensive Rebound.,54,74
1:08,338,Tyler Hooker made Jumper.,54,76
0:47,-1,Josh Randolph missed Layup.,54,76
0:47,-1,Tariq Abdulgader Offensive Rebound.,54,76
0:43,-1,Tariq Abdulgader missed Jumper.,54,76
0:43,338,Arthur Gray Defensive Rebound.,54,76
0:27,-1,Foul on Evan Easton.,54,76
0:27,338,Arthur Gray made Free Throw.,54,77
0:27,338,Arthur Gray missed Free Throw.,54,77
0:27,-1,Piedmont (GA) Defensive Rebound.,54,77
0:18,-1,Evan Easton missed Three Point Jumper.,54,77
0:18,338,Isaiah Rose Defensive Rebound.,54,77
0:09,338,Tristan Jarrett missed Three Point Jumper.,54,77
0:09,-1,Jordan Foote Defensive Rebound.,54,77
0:00,338,End of Game,54,77
