Hiwassee College,Error,Chattanooga,236
13:12,-1,Tevin Henry made Layup. Assisted by Naequon Newman.,12,7
12:47,236,Rodney Chatman missed Three Point Jumper.,12,7
12:47,236,Rodney Chatman Offensive Rebound.,12,7
12:26,236,Nat Dixon missed Jumper.,12,7
12:26,-1,Aario Johnson Block.,12,7
12:23,236,Nat Dixon Offensive Rebound.,12,7
12:21,236,Nat Dixon missed Layup.,12,7
12:21,-1,Aario Johnson Block.,12,7
12:19,-1,Tevin Henry Defensive Rebound.,12,7
12:10,-1,Jay Cade missed Jumper.,12,7
12:10,236,David Jean-Baptiste Defensive Rebound.,12,7
11:55,236,David Jean-Baptiste made Layup. Assisted by Nat Dixon.,12,9
11:35,-1,Jay Johnson missed Three Point Jumper.,12,9
11:35,236,Makinde London Defensive Rebound.,12,9
11:25,236,Rodney Chatman missed Jumper.,12,9
11:25,-1,Jay Johnson Defensive Rebound.,12,9
11:06,-1,Tevin Henry made Layup. Assisted by Jay Johnson.,14,9
10:46,-1,Foul on Jay Johnson.,14,9
10:46,236,Chattanooga  Timeout,14,9
10:46,236,Makinde London made Free Throw.,14,10
10:46,236,Makinde London missed Free Throw.,14,10
10:46,-1,Tevin Henry Defensive Rebound.,14,10
10:32,-1,Tevin Henry missed Layup.,14,10
10:32,236,Makinde London Defensive Rebound.,14,10
10:11,236,Makinde London made Dunk. Assisted by David Jean-Baptiste.,14,12
9:52,-1,Dess Culpepper missed Three Point Jumper.,14,12
9:52,236,David Jean-Baptiste Defensive Rebound.,14,12
9:40,236,Makinde London made Three Point Jumper. Assisted by Makale Foreman.,14,15
9:18,-1,Tevin Henry missed Layup.,14,15
9:17,236,Makinde London Block.,14,15
9:16,-1,Jay Johnson Offensive Rebound.,14,15
9:15,-1,Jay Johnson made Layup.,16,15
9:03,236,Makinde London made Layup. Assisted by David Jean-Baptiste.,16,17
8:40,-1,Dess Culpepper missed Jumper.,16,17
8:40,236,Rodney Chatman Defensive Rebound.,16,17
8:28,236,Rodney Chatman made Three Point Jumper. Assisted by Duane Moss.,16,20
8:10,-1,Dess Culpepper missed Layup.,16,20
8:10,236,Rodney Chatman Defensive Rebound.,16,20
7:57,236,Rodney Chatman made Three Point Jumper. Assisted by Makale Foreman.,16,23
7:49,236,Chattanooga  Timeout,16,23
7:41,-1,Foul on Ben Snider.,16,23
7:41,-1,Ben Snider Turnover.,16,23
7:19,236,Makale Foreman missed Three Point Jumper.,16,23
7:19,-1,Ben Snider Defensive Rebound.,16,23
6:54,-1,Maruis Williams missed Layup.,16,23
6:54,236,Duane Moss Defensive Rebound.,16,23
6:46,236,Nat Dixon made Layup. Assisted by Makale Foreman.,16,25
6:24,-1,Aario Johnson made Layup. Assisted by Ben Snider.,18,25
5:58,236,Makale Foreman made Three Point Jumper. Assisted by Duane Moss.,18,28
5:43,-1,Ben Snider missed Jumper.,18,28
5:43,236,James Lewis Jr. Defensive Rebound.,18,28
5:31,236,Duane Moss Turnover.,18,28
5:30,-1,Aario Johnson Steal.,18,28
4:59,236,Duane Moss made Three Point Jumper. Assisted by David Jean-Baptiste.,18,31
4:38,-1,Ben Snider made Three Point Jumper. Assisted by Maruis Williams.,21,31
4:11,236,Makale Foreman missed Three Point Jumper.,21,31
4:11,-1,Aario Johnson Defensive Rebound.,21,31
3:42,-1,Jay Johnson Turnover.,21,31
3:42,236,Chattanooga  Timeout,21,31
3:36,236,James Lewis Jr. made Dunk. Assisted by Makinde London.,21,33
3:15,-1,Dess Culpepper Turnover.,21,33
3:14,236,James Lewis Jr. Steal.,21,33
2:53,236,Nat Dixon made Three Point Jumper. Assisted by Rodney Chatman.,21,36
2:38,-1,Toure Fudge missed Three Point Jumper.,21,36
2:38,236,Makinde London Defensive Rebound.,21,36
2:29,236,Rodney Chatman Turnover.,21,36
2:28,-1,Dess Culpepper Steal.,21,36
2:24,-1,Dess Culpepper Turnover.,21,36
2:23,236,Nat Dixon Steal.,21,36
1:49,236,Rodney Chatman made Layup.,21,38
1:49,-1,Foul on Aario Johnson.,21,38
1:49,236,Rodney Chatman made Free Throw.,21,39
1:32,-1,Toure Fudge missed Jumper.,21,39
1:32,236,David Jean-Baptiste Defensive Rebound.,21,39
1:08,-1,Foul on Jay Johnson.,21,39
1:08,236,Makinde London missed Free Throw.,21,39
1:08,236,Chattanooga Deadball Team Rebound.,21,39
1:08,236,Makinde London made Free Throw.,21,40
1:01,236,Foul on Rodney Chatman.,21,40
0:58,236,Foul on Rodney Chatman.,21,40
0:52,-1,Jay Cade made Jumper.,23,40
0:37,236,David Jean-Baptiste Turnover.,23,40
0:36,-1,Maruis Williams Steal.,23,40
0:31,-1,Maruis Williams missed Layup.,23,40
0:31,236,Makinde London Defensive Rebound.,23,40
0:08,236,Makinde London made Layup. Assisted by Makale Foreman.,23,42
0:00,236,End of 1st half,23,42
19:51,-1,Dess Culpepper missed Three Point Jumper.,23,42
19:51,236,James Lewis Jr. Defensive Rebound.,23,42
19:40,236,Nat Dixon missed Three Point Jumper.,23,42
19:40,-1,Aario Johnson Defensive Rebound.,23,42
19:19,-1,Aario Johnson missed Jumper.,23,42
19:19,236,Rodney Chatman Defensive Rebound.,23,42
19:18,-1,Foul on Aario Johnson.,23,42
19:04,-1,Foul on Tevin Henry.,23,42
19:04,236,Nat Dixon made Free Throw.,23,43
19:04,236,Nat Dixon made Free Throw.,23,44
18:50,236,Foul on Duane Moss.,23,44
18:50,-1,Naequon Newman missed Free Throw.,23,44
18:50,-1,Hiwassee Deadball Team Rebound.,23,44
18:50,-1,Naequon Newman made Free Throw.,24,44
18:25,236,Rodney Chatman missed Jumper.,24,44
18:25,-1,Dess Culpepper Defensive Rebound.,24,44
18:10,-1,Jay Cade missed Jumper.,24,44
18:10,-1,Jay Cade Offensive Rebound.,24,44
18:06,-1,Jay Cade missed Jumper.,24,44
18:06,236,Makinde London Block.,24,44
18:05,236,Nat Dixon Defensive Rebound.,24,44
17:47,236,Makinde London missed Jumper.,24,44
17:47,236,Chattanooga Offensive Rebound.,24,44
17:32,-1,Foul on Aario Johnson.,24,44
17:32,236,Makinde London made Free Throw.,24,45
17:32,236,Makinde London made Free Throw.,24,46
17:19,-1,Dess Culpepper missed Layup.,24,46
17:19,236,James Lewis Jr. Defensive Rebound.,24,46
17:03,236,Makinde London made Three Point Jumper. Assisted by Makale Foreman.,24,49
16:33,-1,Foul on Jay Cade.,24,49
16:33,-1,Jay Cade Turnover.,24,49
16:17,236,Makale Foreman missed Three Point Jumper.,24,49
16:17,236,Nat Dixon Offensive Rebound.,24,49
16:13,-1,Foul on Jay Johnson.,24,49
16:11,236,Nat Dixon made Free Throw.,24,50
16:11,236,Nat Dixon made Free Throw.,24,51
15:48,236,Foul on Rodney Chatman.,24,51
15:48,-1,Hiwassee  Timeout,24,51
15:44,-1,Jay Cade missed Three Point Jumper.,24,51
15:44,-1,Hiwassee Offensive Rebound.,24,51
15:42,236,Foul on Duane Moss.,24,51
15:36,-1,Naequon Newman missed Three Point Jumper.,24,51
15:36,236,Duane Moss Defensive Rebound.,24,51
15:09,236,Nat Dixon made Three Point Jumper. Assisted by Makale Foreman.,24,54
14:48,-1,Tevin Henry made Layup. Assisted by Dess Culpepper.,26,54
14:23,236,James Lewis Jr. made Jumper. Assisted by David Jean-Baptiste.,26,56
14:23,-1,Foul on Dess Culpepper.,26,56
14:23,236,James Lewis Jr. made Free Throw.,26,57
14:05,236,Foul on Makinde London.,26,57
14:02,-1,Dess Culpepper missed Jumper.,26,57
14:02,236,Makinde London Defensive Rebound.,26,57
13:51,236,Makinde London Turnover.,26,57
13:41,-1,Tevin Henry missed Jumper.,26,57
13:41,236,David Jean-Baptiste Defensive Rebound.,26,57
13:27,236,Makinde London made Dunk. Assisted by David Jean-Baptiste.,26,59
13:09,-1,Maruis Williams Turnover.,26,59
13:07,236,Jonathan Bryant II Steal.,26,59
13:01,236,Jonathan Bryant II made Layup.,26,61
12:42,-1,Ben Snider missed Layup.,26,61
12:42,236,David Jean-Baptiste Defensive Rebound.,26,61
12:21,236,Makinde London made Layup.,26,63
11:55,236,Foul on Makinde London.,26,63
11:55,-1,Tevin Henry missed Free Throw.,26,63
11:55,-1,Hiwassee Deadball Team Rebound.,26,63
11:55,-1,Tevin Henry missed Free Throw.,26,63
11:55,236,Duane Moss Defensive Rebound.,26,63
11:42,236,David Jean-Baptiste made Three Point Jumper. Assisted by Jonathan Bryant II.,26,66
11:25,-1,Maruis Williams missed Jumper.,26,66
11:25,236,David Jean-Baptiste Defensive Rebound.,26,66
10:59,-1,Foul on Jay Cade.,26,66
10:59,236,Makale Foreman made Free Throw.,26,67
10:55,236,Makale Foreman made Free Throw.,26,68
10:51,236,Foul on James Lewis Jr..,26,68
10:51,-1,Ben Snider made Free Throw.,27,68
10:51,-1,Ben Snider made Free Throw.,28,68
10:24,236,Rodney Chatman missed Three Point Jumper.,28,68
10:24,-1,Aario Johnson Defensive Rebound.,28,68
10:11,-1,Ben Snider missed Three Point Jumper.,28,68
10:11,236,Nat Dixon Defensive Rebound.,28,68
9:58,236,Rodney Chatman missed Jumper.,28,68
9:58,-1,Maruis Williams Defensive Rebound.,28,68
9:50,-1,Aario Johnson made Layup. Assisted by Maruis Williams.,30,68
9:31,-1,Foul on Aario Johnson.,30,68
9:31,236,James Lewis Jr. missed Free Throw.,30,68
9:31,236,Chattanooga Deadball Team Rebound.,30,68
9:31,236,James Lewis Jr. made Free Throw.,30,69
9:21,-1,Ben Snider Turnover.,30,69
9:20,236,Rodney Chatman Steal.,30,69
9:05,-1,Foul on Maruis Williams.,30,69
9:05,236,Rodney Chatman made Free Throw.,30,70
9:05,236,Rodney Chatman made Free Throw.,30,71
8:49,236,Foul on Nat Dixon.,30,71
8:49,-1,Ben Snider made Free Throw.,31,71
8:49,-1,Ben Snider made Free Throw.,32,71
8:28,236,Jonathan Bryant II made Three Point Jumper. Assisted by James Lewis Jr..,32,74
8:27,-1,Foul on Toure Fudge.,32,74
8:27,-1,Toure Fudge Turnover.,32,74
8:27,236,Nat Dixon missed Free Throw.,32,74
8:27,236,Chattanooga Deadball Team Rebound.,32,74
8:27,236,Nat Dixon missed Free Throw.,32,74
8:27,-1,Hiwassee Deadball Team Rebound.,32,74
8:24,236,Nat Dixon Defensive Rebound.,32,74
8:24,-1,Maruis Williams missed Layup.,32,74
8:11,236,James Lewis Jr. Turnover.,32,74
8:06,-1,Toure Fudge missed Three Point Jumper.,32,74
8:06,236,James Lewis Jr. Defensive Rebound.,32,74
7:47,-1,Foul on Ben Snider.,32,74
7:47,236,Chattanooga  Timeout,32,74
7:47,236,Nat Dixon missed Free Throw.,32,74
7:47,236,Chattanooga Deadball Team Rebound.,32,74
7:47,236,Nat Dixon made Free Throw.,32,75
7:37,236,Foul on Duane Moss.,32,75
7:37,-1,Dess Culpepper missed Free Throw.,32,75
7:37,-1,Hiwassee Deadball Team Rebound.,32,75
7:37,-1,Ben Snider Turnover.,32,75
7:18,236,James Lewis Jr. missed Layup.,32,75
7:18,-1,Jay Johnson Block.,32,75
7:16,-1,Jay Johnson Defensive Rebound.,32,75
7:10,-1,Dess Culpepper Turnover.,32,75
7:10,236,David Jean-Baptiste made Layup.,32,77
6:34,236,Duane Moss made Three Point Jumper. Assisted by David Jean-Baptiste.,32,80
6:17,236,Foul on Duane Moss.,32,80
6:17,-1,Dess Culpepper made Free Throw.,33,80
6:17,-1,Dess Culpepper made Free Throw.,34,80
5:56,236,Jonathan Bryant II missed Three Point Jumper.,34,80
5:56,236,James Lewis Jr. Offensive Rebound.,34,80
5:52,236,James Lewis Jr. made Dunk.,34,82
5:37,-1,Tevin Henry missed Jumper.,34,82
5:37,-1,Toure Fudge Defensive Rebound.,34,82
5:23,236,David Jean-Baptiste made Layup.,34,84
5:03,-1,Maruis Williams missed Three Point Jumper.,34,84
5:03,236,Jonathan Bryant II Defensive Rebound.,34,84
4:51,236,Dylan Brewster made Three Point Jumper. Assisted by James Lewis Jr..,34,87
4:40,-1,Rasheed Michell missed Jumper.,34,87
4:40,-1,Dess Culpepper Offensive Rebound.,34,87
4:36,236,Foul on Duane Moss.,34,87
4:36,-1,Dess Culpepper missed Free Throw.,34,87
4:36,-1,Hiwassee Deadball Team Rebound.,34,87
4:36,-1,Dess Culpepper missed Free Throw.,34,87
4:36,236,A.J. Bowers Defensive Rebound.,34,87
4:09,236,Dylan Brewster made Three Point Jumper. Assisted by A.J. Bowers.,34,90
3:58,-1,Austin Harmon missed Three Point Jumper.,34,90
3:58,-1,Dess Culpepper Offensive Rebound.,34,90
3:54,-1,Dess Culpepper missed Jumper.,34,90
3:54,236,Jonathan Bryant II Defensive Rebound.,34,90
3:44,236,Jonathan Bryant II made Dunk.,34,92
3:36,-1,Hiwassee  Timeout,34,92
3:36,-1,Hiwassee  Timeout,34,92
3:27,-1,Rasheed Michell made Jumper. Assisted by Austin Harmon.,36,92
2:55,236,David Jean-Baptiste missed Jumper.,36,92
2:55,-1,Austin Harmon Block.,36,92
2:52,-1,Justice Almeda Defensive Rebound.,36,92
2:47,-1,Toure Fudge made Three Point Jumper. Assisted by Justice Almeda.,39,92
2:30,-1,Foul on Kobe Clisby.,39,92
2:30,236,Chattanooga  Timeout,39,92
2:30,236,Jonathan Bryant II missed Free Throw.,39,92
2:30,236,Chattanooga Deadball Team Rebound.,39,92
2:30,236,Jonathan Bryant II missed Free Throw.,39,92
2:30,-1,Rasheed Michell Defensive Rebound.,39,92
2:15,-1,Alloysius Ufere made Jumper.,41,92
1:53,236,David Jean-Baptiste missed Three Point Jumper.,41,92
1:53,-1,Austin Harmon Defensive Rebound.,41,92
1:42,-1,Austin Harmon made Three Point Jumper.,44,92
1:36,236,Chattanooga  Timeout,44,92
1:20,236,Jonathan Bryant II made Jumper.,44,94
0:51,-1,Alloysius Ufere made Jumper.,46,94
0:35,236,C.J. Massengill missed Layup.,46,94
0:35,-1,Austin Harmon Defensive Rebound.,46,94
0:28,-1,Rasheed Michell missed Jumper.,46,94
0:28,236,Nick DesMarais Defensive Rebound.,46,94
0:00,236,End of Game,46,94
