Lincoln PA,Error,Morgan State,2415
15:46,2415,Foul on Alex Ennis.,3,7
15:46,2415,Official TV Timeout,3,7
15:46,-1,Elijah Bush made Free Throw.,4,7
15:46,-1,Elijah Bush made Free Throw.,5,7
15:25,2415,Martez Cameron missed Layup.,5,7
15:25,-1,Elijah Bush Block.,5,7
15:21,2415,David Syfax Offensive Rebound.,5,7
15:18,2415,Phillip Carr missed Jumper.,5,7
15:18,2415,David Syfax Offensive Rebound.,5,7
15:14,2415,Stanley Davis made Three Point Jumper. Assisted by David Syfax.,5,10
14:53,-1,Cameron Campbell made Jumper.,7,10
14:41,2415,Phillip Carr missed Jumper.,7,10
14:41,2415,Alex Ennis Offensive Rebound.,7,10
14:33,2415,David Syfax missed Jumper.,7,10
14:33,-1,Lincoln (PA) Defensive Rebound.,7,10
14:19,-1,Elijah Bush missed Layup.,7,10
14:19,-1,Elijah Bush Offensive Rebound.,7,10
14:16,-1,Elijah Bush made Layup.,9,10
14:13,2415,Morgan State  Timeout,9,10
14:03,2415,Stanley Davis Turnover.,9,10
13:55,-1,Cameron Campbell Turnover.,9,10
13:52,2415,David Syfax Steal.,9,10
13:41,2415,Alex Ennis missed Jumper.,9,10
13:41,-1,Deaquan Williams Block.,9,10
13:38,-1,Gevon Arrington Defensive Rebound.,9,10
13:34,-1,Deaquan Williams made Layup. Assisted by Gevon Arrington.,11,10
13:16,2415,Phillip Carr missed Jumper.,11,10
13:16,-1,Lincoln (PA) Defensive Rebound.,11,10
12:57,-1,Deaquan Williams missed Jumper.,11,10
12:57,2415,Khalil Gracey Defensive Rebound.,11,10
12:37,2415,LaPri McCray-Pace missed Three Point Jumper.,11,10
12:37,-1,Deaquan Williams Defensive Rebound.,11,10
12:30,-1,Josh Page missed Jumper.,11,10
12:30,2415,David Syfax Defensive Rebound.,11,10
12:29,-1,Foul on Deaquan Williams.,11,10
12:02,2415,Martez Cameron made Jumper.,11,12
11:39,-1,Umar Saaba Turnover.,11,12
11:39,2415,Official TV Timeout,11,12
11:29,2415,David Syfax missed Jumper.,11,12
11:29,-1,James Richardson Defensive Rebound.,11,12
11:11,-1,Umar Saaba missed Three Point Jumper.,11,12
11:11,2415,LaPri McCray-Pace Defensive Rebound.,11,12
10:59,2415,David Syfax missed Three Point Jumper.,11,12
10:59,2415,LaPri McCray-Pace Offensive Rebound.,11,12
10:47,2415,Phillip Carr missed Jumper.,11,12
10:47,-1,Lincoln (PA) Defensive Rebound.,11,12
10:47,2415,Foul on David Syfax.,11,12
10:17,-1,Elijah Bush missed Jumper.,11,12
10:17,-1,Umar Saaba Offensive Rebound.,11,12
10:09,-1,Elijah Bush Turnover.,11,12
9:55,-1,Foul on James Richardson.,11,12
9:53,2415,LaPri McCray-Pace missed Layup.,11,12
9:53,-1,TreVaughn Wilkerson Defensive Rebound.,11,12
9:25,-1,Joseph Gouty Turnover.,11,12
9:06,2415,Kyson Rawls missed Jumper.,11,12
9:06,2415,Phillip Carr Offensive Rebound.,11,12
9:06,2415,Phillip Carr made Dunk.,11,14
9:06,-1,TreVaughn Wilkerson made Three Point Jumper. Assisted by Elijah Bush.,14,14
9:06,2415,Phillip Carr missed Three Point Jumper.,14,14
9:06,2415,Phillip Carr Offensive Rebound.,14,14
8:14,-1,Foul on Joseph Gouty.,14,14
7:49,2415,Tyler Streeter missed Three Point Jumper.,14,14
7:49,2415,Phillip Carr Offensive Rebound.,14,14
7:46,2415,Tyler Streeter made Layup. Assisted by Phillip Carr.,14,16
7:35,-1,Jordan Camper made Jumper. Assisted by Gevon Arrington.,16,16
7:24,2415,Tyler Streeter made Jumper.,16,18
7:24,-1,Foul on Joseph Gouty.,16,18
7:24,2415,Official TV Timeout,16,18
7:24,2415,Tyler Streeter missed Free Throw.,16,18
7:24,-1,Joseph Gouty Defensive Rebound.,16,18
7:07,-1,Jordan Camper Turnover.,16,18
6:50,2415,Tyler Streeter missed Three Point Jumper.,16,18
6:50,-1,Joseph Gouty Defensive Rebound.,16,18
6:43,-1,Deaquan Williams missed Layup.,16,18
6:43,2415,David Syfax Block.,16,18
6:42,-1,Deaquan Williams Offensive Rebound.,16,18
6:36,-1,Deaquan Williams made Layup.,18,18
6:27,2415,Tyler Streeter made Layup. Assisted by David Syfax.,18,20
5:57,-1,Jordan Camper made Jumper. Assisted by Joseph Gouty.,20,20
5:43,2415,LaPri McCray-Pace missed Layup.,20,20
5:43,2415,Phillip Carr Offensive Rebound.,20,20
5:34,2415,Martez Cameron missed Jumper.,20,20
5:34,-1,Cameron Campbell Block.,20,20
5:32,2415,LaPri McCray-Pace Offensive Rebound.,20,20
5:30,2415,LaPri McCray-Pace missed Layup.,20,20
5:29,-1,Jordan Camper Block.,20,20
5:28,2415,LaPri McCray-Pace Offensive Rebound.,20,20
5:26,2415,LaPri McCray-Pace missed Layup.,20,20
5:26,2415,Morgan State Offensive Rebound.,20,20
5:18,2415,Tyler Streeter missed Jumper.,20,20
5:18,-1,Gevon Arrington Defensive Rebound.,20,20
5:13,-1,Lincoln (PA)  Timeout,20,20
5:10,-1,Elijah Bush Turnover.,20,20
5:08,2415,Tyler Streeter Steal.,20,20
4:51,2415,David Syfax missed Three Point Jumper.,20,20
4:51,2415,Tyler Streeter Offensive Rebound.,20,20
4:47,2415,Tyler Streeter made Two Point Tip Shot.,20,22
4:34,-1,TreVaughn Wilkerson made Three Point Jumper. Assisted by Gevon Arrington.,23,22
4:23,2415,Stanley Davis made Layup.,23,24
4:16,-1,Gevon Arrington Turnover.,23,24
4:15,2415,Martez Cameron Steal.,23,24
4:11,-1,Foul on Gevon Arrington.,23,24
4:11,2415,Stanley Davis made Free Throw.,23,25
4:11,2415,Stanley Davis made Free Throw.,23,26
3:53,-1,Elijah Bush missed Jumper.,23,26
3:53,2415,Martez Cameron Defensive Rebound.,23,26
3:44,2415,Stanley Davis missed Layup.,23,26
3:44,-1,Jordan Camper Block.,23,26
3:39,-1,Myles Markland Defensive Rebound.,23,26
3:36,2415,Official TV Timeout,23,26
3:17,2415,Foul on Phillip Carr.,23,26
3:17,-1,TreVaughn Wilkerson missed Free Throw.,23,26
3:17,-1,Lincoln (PA) Deadball Team Rebound.,23,26
3:17,-1,TreVaughn Wilkerson made Free Throw.,24,26
3:17,-1,TreVaughn Wilkerson made Free Throw.,25,26
3:00,2415,Phillip Carr missed Layup.,25,26
3:00,-1,Jordan Camper Block.,25,26
2:56,-1,Jordan Camper Defensive Rebound.,25,26
2:42,-1,TreVaughn Wilkerson missed Three Point Jumper.,25,26
2:42,-1,Gevon Arrington Offensive Rebound.,25,26
2:42,2415,Foul on Stanley Davis.,25,26
2:29,-1,Myles Markland made Three Point Jumper. Assisted by Gevon Arrington.,28,26
2:08,2415,LaPri McCray-Pace missed Jumper.,28,26
2:08,2415,Phillip Carr Offensive Rebound.,28,26
2:05,2415,Phillip Carr made Layup.,28,28
1:58,2415,Foul on Martez Cameron.,28,28
1:54,2415,Martez Cameron Turnover.,28,28
1:52,-1,Jordan Camper Steal.,28,28
1:32,2415,Foul on LaPri McCray-Pace.,28,28
1:32,-1,TreVaughn Wilkerson made Free Throw.,29,28
1:32,-1,TreVaughn Wilkerson missed Free Throw.,29,28
1:32,2415,Alex Ennis Defensive Rebound.,29,28
1:16,2415,LaPri McCray-Pace Turnover.,29,28
0:57,-1,Gevon Arrington made Three Point Jumper. Assisted by TreVaughn Wilkerson.,32,28
0:50,2415,Martez Cameron missed Layup.,32,28
0:50,2415,Alex Ennis Offensive Rebound.,32,28
0:46,2415,Alex Ennis made Dunk.,32,30
0:31,-1,Myles Markland missed Three Point Jumper.,32,30
0:31,-1,Gevon Arrington Offensive Rebound.,32,30
0:27,-1,Gevon Arrington Turnover.,32,30
0:03,2415,LaPri McCray-Pace missed Three Point Jumper.,32,30
0:03,-1,Elijah Bush Defensive Rebound.,32,30
0:00,-1,TreVaughn Wilkerson missed Three Point Jumper.,32,30
0:00,2415,Morgan State Defensive Rebound.,32,30
0:00,2415,End of 1st half,32,30
19:43,2415,Antonio Gillespie missed Three Point Jumper.,32,30
19:43,2415,Phillip Carr Offensive Rebound.,32,30
19:36,2415,Antonio Gillespie missed Jumper.,32,30
19:36,-1,Elijah Bush Defensive Rebound.,32,30
19:19,-1,TreVaughn Wilkerson missed Three Point Jumper.,32,30
19:19,2415,Phillip Carr Defensive Rebound.,32,30
19:10,-1,Foul on Cameron Campbell.,32,30
19:10,2415,Martez Cameron made Free Throw.,32,31
19:10,2415,Martez Cameron made Free Throw.,32,32
18:47,-1,Gevon Arrington missed Jumper.,32,32
18:47,2415,Phillip Carr Defensive Rebound.,32,32
18:31,2415,Antonio Gillespie made Three Point Jumper. Assisted by Martez Cameron.,32,35
18:13,-1,Jordan Camper made Dunk. Assisted by Cameron Campbell.,34,35
17:56,2415,Martez Cameron Turnover.,34,35
17:56,-1,TreVaughn Wilkerson Steal.,34,35
17:56,2415,Foul on LaPri McCray-Pace.,34,35
17:37,-1,Elijah Bush missed Jumper.,34,35
17:37,2415,Tyjhai Byers Defensive Rebound.,34,35
17:26,2415,LaPri McCray-Pace missed Layup.,34,35
17:26,-1,Jordan Camper Block.,34,35
17:26,2415,Tyjhai Byers Offensive Rebound.,34,35
17:26,-1,Foul on Jordan Camper.,34,35
17:26,2415,Tyjhai Byers missed Free Throw.,34,35
17:26,2415,Morgan State Deadball Team Rebound.,34,35
17:26,2415,Tyjhai Byers missed Free Throw.,34,35
17:26,2415,Tyler Streeter Offensive Rebound.,34,35
17:22,2415,Tyler Streeter missed Three Point Jumper.,34,35
17:22,-1,Cameron Campbell Defensive Rebound.,34,35
17:09,2415,Foul on Phillip Carr.,34,35
16:57,-1,Elijah Bush Turnover.,34,35
16:57,2415,Martez Cameron Steal.,34,35
16:57,2415,Martez Cameron missed Jumper.,34,35
16:57,-1,Cameron Campbell Defensive Rebound.,34,35
16:57,-1,Jordan Camper missed Three Point Jumper.,34,35
16:57,2415,Antonio Gillespie Defensive Rebound.,34,35
16:34,2415,Martez Cameron made Jumper. Assisted by Tyler Streeter.,34,37
16:15,-1,TreVaughn Wilkerson Turnover.,34,37
16:14,2415,Tyler Streeter Steal.,34,37
16:08,2415,Antonio Gillespie Turnover.,34,37
16:04,-1,Cameron Campbell Steal.,34,37
15:44,-1,Cameron Campbell made Layup.,36,37
15:37,2415,Antonio Gillespie made Three Point Jumper. Assisted by Phillip Carr.,36,40
15:25,-1,Elijah Bush missed Jumper.,36,40
15:25,-1,Jordan Camper Offensive Rebound.,36,40
15:21,-1,Jordan Camper made Layup.,38,40
14:55,2415,Phillip Carr missed Three Point Jumper.,38,40
14:55,2415,Alex Ennis Offensive Rebound.,38,40
14:49,2415,Alex Ennis missed Layup.,38,40
14:49,-1,Lincoln (PA) Defensive Rebound.,38,40
14:19,2415,Foul on Alex Ennis.,38,40
13:57,-1,Cameron Campbell missed Three Point Jumper.,38,40
13:57,2415,Stanley Davis Defensive Rebound.,38,40
13:41,2415,Martez Cameron missed Jumper.,38,40
13:41,-1,TreVaughn Wilkerson Defensive Rebound.,38,40
13:26,-1,Cameron Campbell Turnover.,38,40
13:25,2415,Martez Cameron Steal.,38,40
13:21,2415,Tyler Streeter made Three Point Jumper. Assisted by Martez Cameron.,38,43
13:14,-1,Lincoln (PA)  Timeout,38,43
12:51,-1,Cameron Campbell missed Three Point Jumper.,38,43
12:51,2415,Tyler Streeter Defensive Rebound.,38,43
12:41,2415,Stanley Davis made Layup. Assisted by Tyler Streeter.,38,45
12:41,-1,Foul on Elijah Bush.,38,45
12:41,2415,Stanley Davis made Free Throw.,38,46
12:18,-1,Gevon Arrington made Layup.,40,46
12:00,2415,Phillip Carr made Jumper.,40,48
11:33,-1,Deaquan Williams missed Layup.,40,48
11:33,-1,Elijah Bush Offensive Rebound.,40,48
11:27,-1,Elijah Bush made Three Point Jumper.,43,48
11:16,2415,Phillip Carr Turnover.,43,48
11:16,2415,Official TV Timeout,43,48
11:02,-1,Josh Page missed Layup.,43,48
11:02,2415,Phillip Carr Defensive Rebound.,43,48
10:41,2415,David Syfax missed Jumper.,43,48
10:41,-1,Josh Page Defensive Rebound.,43,48
10:23,-1,Gevon Arrington Turnover.,43,48
10:12,2415,Khalil Gracey made Jumper.,43,50
9:45,-1,Gevon Arrington missed Layup.,43,50
9:45,2415,Stanley Davis Defensive Rebound.,43,50
9:38,2415,Stanley Davis Turnover.,43,50
9:38,2415,Foul on Stanley Davis.,43,50
9:25,-1,James Richardson made Three Point Jumper. Assisted by Josh Page.,46,50
9:16,2415,Khalil Gracey made Three Point Jumper. Assisted by Martez Cameron.,46,53
9:07,-1,Gevon Arrington missed Layup.,46,53
9:07,2415,Phillip Carr Defensive Rebound.,46,53
9:01,2415,Khalil Gracey made Layup. Assisted by Martez Cameron.,46,55
8:45,2415,Foul on Stanley Davis.,46,55
8:45,-1,James Richardson Turnover.,46,55
8:45,2415,David Syfax Steal.,46,55
8:45,2415,David Syfax missed Layup.,46,55
8:45,-1,Jordan Camper Block.,46,55
8:43,2415,Morgan State Offensive Rebound.,46,55
8:34,-1,Foul on Myles Markland.,46,55
8:18,2415,David Syfax Turnover.,46,55
8:02,-1,James Richardson missed Jumper.,46,55
8:02,2415,Phillip Carr Defensive Rebound.,46,55
7:55,-1,Foul on Deaquan Williams.,46,55
7:39,2415,Official TV Timeout,46,55
7:25,2415,Martez Cameron missed Layup.,46,55
7:25,2415,LaPri McCray-Pace Offensive Rebound.,46,55
7:25,-1,Foul on Jordan Camper.,46,55
7:25,2415,LaPri McCray-Pace made Free Throw.,46,56
7:25,2415,LaPri McCray-Pace made Free Throw.,46,57
7:06,-1,Josh Page missed Layup.,46,57
7:06,-1,Umar Saaba Offensive Rebound.,46,57
6:59,-1,Myles Markland missed Layup.,46,57
6:59,-1,Umar Saaba Offensive Rebound.,46,57
6:56,-1,Umar Saaba made Two Point Tip Shot.,48,57
6:50,2415,Martez Cameron Turnover.,48,57
6:50,2415,Foul on Martez Cameron.,48,57
6:33,2415,Foul on Antonio Gillespie.,48,57
6:33,-1,James Richardson made Free Throw.,49,57
6:33,-1,James Richardson made Free Throw.,50,57
6:08,-1,Foul on James Richardson.,50,57
6:08,2415,Martez Cameron made Free Throw.,50,58
6:08,2415,Martez Cameron made Free Throw.,50,59
5:48,2415,Foul on Antonio Gillespie.,50,59
5:48,-1,Josh Page missed Free Throw.,50,59
5:48,2415,Phillip Carr Defensive Rebound.,50,59
5:35,-1,Foul on Elijah Bush.,50,59
5:35,2415,LaPri McCray-Pace made Free Throw.,50,60
5:35,2415,LaPri McCray-Pace made Free Throw.,50,61
5:16,-1,Josh Page missed Layup.,50,61
5:16,2415,Phillip Carr Defensive Rebound.,50,61
4:58,2415,Phillip Carr missed Jumper.,50,61
4:58,2415,Morgan State Offensive Rebound.,50,61
4:45,2415,Martez Cameron missed Jumper.,50,61
4:45,-1,Lincoln (PA) Defensive Rebound.,50,61
4:21,-1,Cameron Campbell made Three Point Jumper. Assisted by Gevon Arrington.,53,61
4:01,2415,Antonio Gillespie made Three Point Jumper. Assisted by LaPri McCray-Pace.,53,64
3:47,2415,Official TV Timeout,53,64
3:26,-1,TreVaughn Wilkerson missed Three Point Jumper.,53,64
3:26,-1,Elijah Bush Offensive Rebound.,53,64
3:26,2415,Foul on Khalil Gracey.,53,64
3:26,-1,Elijah Bush missed Free Throw.,53,64
3:26,-1,Lincoln (PA) Deadball Team Rebound.,53,64
3:26,-1,Elijah Bush missed Free Throw.,53,64
3:26,2415,Phillip Carr Defensive Rebound.,53,64
2:57,2415,Martez Cameron missed Layup.,53,64
2:57,-1,Cameron Campbell Block.,53,64
2:54,-1,Cameron Campbell Defensive Rebound.,53,64
2:45,-1,Jordan Camper missed Jumper.,53,64
2:45,-1,Elijah Bush Offensive Rebound.,53,64
2:42,-1,Elijah Bush made Dunk.,55,64
2:27,2415,LaPri McCray-Pace made Layup.,55,66
2:06,-1,TreVaughn Wilkerson made Three Point Jumper. Assisted by Elijah Bush.,58,66
1:52,2415,Phillip Carr Turnover.,58,66
1:50,-1,Jordan Camper Steal.,58,66
1:42,-1,Elijah Bush missed Layup.,58,66
1:42,2415,Phillip Carr Defensive Rebound.,58,66
1:20,-1,Foul on Gevon Arrington.,58,66
1:20,2415,Phillip Carr missed Free Throw.,58,66
1:20,2415,Morgan State Deadball Team Rebound.,58,66
1:20,2415,Phillip Carr missed Free Throw.,58,66
1:20,2415,Phillip Carr Offensive Rebound.,58,66
1:16,2415,Phillip Carr made Layup.,58,68
1:16,-1,Foul on Gevon Arrington.,58,68
1:16,2415,Phillip Carr missed Free Throw.,58,68
1:16,2415,Martez Cameron Offensive Rebound.,58,68
0:54,-1,Foul on Gevon Arrington.,58,68
0:54,2415,Phillip Carr made Free Throw.,58,69
0:54,2415,Phillip Carr made Free Throw.,58,70
0:54,2415,Morgan State  Timeout,58,70
0:34,-1,Gevon Arrington missed Three Point Jumper.,58,70
0:34,2415,Phillip Carr Defensive Rebound.,58,70
0:28,-1,Foul on Cameron Campbell.,58,70
0:28,2415,Phillip Carr made Free Throw.,58,71
0:28,2415,Phillip Carr made Free Throw.,58,72
0:16,-1,Cameron Campbell missed Three Point Jumper.,58,72
0:16,2415,Khalil Gracey Block.,58,72
0:16,-1,Lincoln (PA) Offensive Rebound.,58,72
0:10,-1,Cameron Campbell made Layup.,60,72
0:00,2415,Phillip Carr Turnover.,60,72
0:00,-1,Cameron Campbell Steal.,60,72
0:00,2415,End of Game,60,72
