Central Pennsylvania College,Error,UMBC,2378
7:18,-1,Juwan Gooding Defensive Rebound.,11,30
7:11,-1,Juwan Gooding missed Layup.,11,30
7:11,-1,Central Pennsylvania Offensive Rebound.,11,30
7:09,2378,Foul on Nolan Gerrity.,11,30
7:07,-1,Randy Dupont missed Three Point Jumper.,11,30
7:07,2378,Arkel Lamar Defensive Rebound.,11,30
7:01,2378,Brandon Horvath missed Three Point Jumper.,11,30
7:01,-1,Randy Dupont Defensive Rebound.,11,30
6:58,2378,Foul on Arkel Lamar.,11,30
6:58,-1,Randy Dupont made Free Throw.,12,30
6:58,-1,Randy Dupont missed Free Throw.,12,30
6:58,2378,Brandon Horvath Defensive Rebound.,12,30
6:44,2378,Arkel Lamar missed Three Point Jumper.,12,30
6:44,2378,Jourdan Grant Offensive Rebound.,12,30
6:22,-1,Foul on Noah Baylor.,12,30
6:22,2378,Brandon Horvath made Free Throw.,12,31
6:22,2378,Brandon Horvath made Free Throw.,12,32
6:06,-1,Joel Zola made Jumper. Assisted by Justin Kellman.,14,32
6:00,-1,Joel Zola made Free Throw.,15,32
6:00,-1,Joel Zola made Free Throw.,16,32
5:54,2378,Nolan Gerrity Turnover.,16,32
5:54,-1,Joel Zola Steal.,16,32
5:54,2378,Foul on Nolan Gerrity.,16,32
5:51,2378,Joe Sherburne missed Three Point Jumper.,16,32
5:51,-1,John Blanc Defensive Rebound.,16,32
5:30,-1,Randy Dupont made Jumper.,18,32
5:11,-1,Foul on Marcus Posey.,18,32
5:11,2378,Jairus Lyles made Free Throw.,18,33
5:11,2378,Jairus Lyles made Free Throw.,18,34
5:07,-1,Randy Dupont missed Layup.,18,34
5:07,2378,Joe Sherburne Defensive Rebound.,18,34
4:57,-1,Foul on Joel Zola.,18,34
4:57,2378,Jourdan Grant made Free Throw.,18,35
4:57,2378,Jourdan Grant missed Free Throw.,18,35
4:57,-1,Joel Zola Defensive Rebound.,18,35
4:47,-1,Randy Dupont made Layup. Assisted by Joel Zola.,20,35
4:19,2378,Joe Sherburne made Jumper.,20,37
4:08,-1,Joel Zola Turnover.,20,37
4:00,2378,Joe Sherburne made Layup. Assisted by Jairus Lyles.,20,39
3:42,-1,Juwan Gooding missed Jumper.,20,39
3:42,2378,Jairus Lyles Defensive Rebound.,20,39
3:32,-1,Foul on Noah Baylor.,20,39
3:30,2378,Max Portmann made Free Throw.,20,40
3:30,2378,Max Portmann made Free Throw.,20,41
3:21,-1,Noah Baylor made Layup. Assisted by Juwan Gooding.,22,41
3:07,2378,Joe Sherburne made Three Point Jumper. Assisted by Jourdan Grant.,22,44
2:53,-1,Juwan Gooding made Three Point Jumper. Assisted by John Blanc.,25,44
2:38,-1,Foul on John Blanc.,25,44
2:38,2378,Max Portmann made Free Throw.,25,45
2:38,2378,Max Portmann made Free Throw.,25,46
2:28,-1,Daylin Davis missed Layup.,25,46
2:28,2378,Joe Sherburne Block.,25,46
2:26,2378,Joe Sherburne Defensive Rebound.,25,46
2:20,2378,Joe Sherburne missed Three Point Jumper.,25,46
2:20,-1,Randy Dupont Defensive Rebound.,25,46
2:09,-1,Justin Kellman Turnover.,25,46
1:51,2378,Arkel Lamar missed Jumper.,25,46
1:51,2378,Max Portmann Offensive Rebound.,25,46
1:37,2378,Jairus Lyles Turnover.,25,46
1:35,-1,Justin Kellman Steal.,25,46
1:28,-1,Noah Baylor made Layup. Assisted by Juwan Gooding.,27,46
1:09,2378,Max Portmann missed Jumper.,27,46
1:09,2378,Arkel Lamar Offensive Rebound.,27,46
1:06,-1,Foul on Ryan Lawrence.,27,46
1:06,2378,Arkel Lamar made Free Throw.,27,47
1:06,2378,Arkel Lamar made Free Throw.,27,48
0:53,-1,Ryan Lawrence missed Layup.,27,48
0:53,2378,Jourdan Grant Block.,27,48
0:52,2378,Jairus Lyles Defensive Rebound.,27,48
0:42,2378,Foul on Jairus Lyles.,27,48
0:42,2378,Jairus Lyles Turnover.,27,48
0:27,2378,Foul on Arkel Lamar.,27,48
0:27,-1,Daylin Davis missed Free Throw.,27,48
0:27,-1,Central Pennsylvania Deadball Team Rebound.,27,48
0:27,-1,Daylin Davis made Free Throw.,28,48
0:07,2378,Jairus Lyles Turnover.,28,48
0:03,-1,Juwan Gooding missed Jumper.,28,48
0:03,2378,Jairus Lyles Defensive Rebound.,28,48
0:00,2378,End of 1st half,28,48
19:43,2378,Foul on Jairus Lyles.,28,48
19:43,-1,Randy Dupont made Free Throw.,29,48
19:43,-1,Randy Dupont missed Free Throw.,29,48
19:43,2378,Nolan Gerrity Defensive Rebound.,29,48
19:27,2378,Jairus Lyles missed Layup.,29,48
19:27,2378,Nolan Gerrity Offensive Rebound.,29,48
19:27,2378,Nolan Gerrity made Layup.,29,50
19:27,-1,Foul on Randy Dupont.,29,50
19:27,2378,Nolan Gerrity made Free Throw.,29,51
19:24,-1,Justin Kellman Turnover.,29,51
19:22,2378,Arkel Lamar Steal.,29,51
19:19,2378,Arkel Lamar made Three Point Jumper. Assisted by Jairus Lyles.,29,54
19:01,-1,Joel Zola missed Jumper.,29,54
19:01,2378,Nolan Gerrity Defensive Rebound.,29,54
18:44,2378,Max Curran Turnover.,29,54
18:42,-1,Justin Kellman Steal.,29,54
18:28,-1,Daylin Davis missed Layup.,29,54
18:28,-1,Daylin Davis Offensive Rebound.,29,54
18:23,-1,Daylin Davis missed Jumper.,29,54
18:23,2378,Nolan Gerrity Defensive Rebound.,29,54
18:14,2378,Foul on Nolan Gerrity.,29,54
18:14,2378,Nolan Gerrity Turnover.,29,54
17:59,-1,Juwan Gooding missed Jumper.,29,54
17:59,2378,Max Curran Defensive Rebound.,29,54
17:54,2378,Max Curran made Three Point Jumper. Assisted by Jairus Lyles.,29,57
17:32,-1,Noah Baylor Turnover.,29,57
17:28,-1,Foul on Juwan Gooding.,29,57
17:18,2378,Jairus Lyles missed Three Point Jumper.,29,57
17:18,-1,Randy Dupont Defensive Rebound.,29,57
17:10,-1,Juwan Gooding missed Jumper.,29,57
17:10,2378,Arkel Lamar Defensive Rebound.,29,57
17:04,2378,Max Curran made Dunk. Assisted by Jourdan Grant.,29,59
16:52,2378,Official TV Timeout,29,59
16:52,2378,Official TV Timeout,29,59
16:49,-1,Randy Dupont missed Layup.,29,59
16:49,2378,Max Portmann Block.,29,59
16:46,-1,Randy Dupont Offensive Rebound.,29,59
16:44,2378,Foul on Max Portmann.,29,59
16:44,-1,Randy Dupont missed Free Throw.,29,59
16:44,-1,Central Pennsylvania Deadball Team Rebound.,29,59
16:44,-1,Randy Dupont made Free Throw.,30,59
16:21,-1,Foul on Randy Dupont.,30,59
16:09,2378,Jairus Lyles Turnover.,30,59
16:08,-1,Juwan Gooding Steal.,30,59
16:04,-1,Randy Dupont made Layup. Assisted by Juwan Gooding.,32,59
15:53,2378,Max Curran made Three Point Jumper. Assisted by Jourdan Grant.,32,62
15:43,-1,Juwan Gooding made Layup.,34,62
15:35,-1,Foul on Juwan Gooding.,34,62
15:35,2378,Official TV Timeout,34,62
15:20,2378,Arkel Lamar missed Three Point Jumper.,34,62
15:20,-1,Daylin Davis Defensive Rebound.,34,62
15:03,-1,Justin Kellman missed Layup.,34,62
15:03,2378,Max Curran Block.,34,62
15:01,2378,Jourdan Grant Defensive Rebound.,34,62
14:58,2378,Jairus Lyles Turnover.,34,62
14:56,-1,Randy Dupont missed Jumper.,34,62
14:56,2378,Max Curran Defensive Rebound.,34,62
14:50,2378,Max Curran made Three Point Jumper. Assisted by Jourdan Grant.,34,65
14:31,-1,Daylin Davis made Three Point Jumper.,37,65
14:19,-1,Foul on Noah Baylor.,37,65
14:08,2378,Max Curran missed Layup.,37,65
14:08,2378,UMBC Offensive Rebound.,37,65
14:06,-1,Foul on Daylin Davis.,37,65
14:02,2378,Max Curran made Dunk. Assisted by Jourdan Grant.,37,67
13:52,-1,Daylin Davis Turnover.,37,67
13:49,2378,Jourdan Grant Steal.,37,67
13:44,2378,Jairus Lyles Turnover.,37,67
13:33,2378,Foul on Max Portmann.,37,67
13:29,-1,Foul on John Blanc.,37,67
13:29,-1,John Blanc Turnover.,37,67
13:13,2378,Max Portmann missed Three Point Jumper.,37,67
13:13,-1,John Blanc Defensive Rebound.,37,67
13:04,-1,John Blanc missed Layup.,37,67
13:04,2378,Jourdan Grant Defensive Rebound.,37,67
12:58,2378,Jairus Lyles missed Three Point Jumper.,37,67
12:58,-1,Justin Kellman Defensive Rebound.,37,67
12:54,2378,Foul on Jairus Lyles.,37,67
12:40,-1,Ryan Lawrence missed Three Point Jumper.,37,67
12:40,-1,John Blanc Offensive Rebound.,37,67
12:35,-1,John Blanc missed Layup.,37,67
12:35,2378,Joe Sherburne Defensive Rebound.,37,67
12:32,-1,Foul on John Blanc.,37,67
12:32,2378,Joe Sherburne made Free Throw.,37,68
12:32,2378,Joe Sherburne missed Free Throw.,37,68
12:32,-1,Daylin Davis Defensive Rebound.,37,68
12:24,-1,Ryan Lawrence missed Three Point Jumper.,37,68
12:24,2378,Arkel Lamar Defensive Rebound.,37,68
12:19,2378,Ishmail Jabbie missed Dunk.,37,68
12:19,-1,Central Pennsylvania Defensive Rebound.,37,68
12:18,-1,Daylin Davis missed Three Point Jumper.,37,68
12:18,2378,Ishmail Jabbie Defensive Rebound.,37,68
12:11,2378,Foul on Daniel Akin.,37,68
12:11,2378,Daniel Akin Turnover.,37,68
11:46,-1,Central Pennsylvania  Timeout,37,68
11:38,-1,Daylin Davis made Layup.,39,68
11:16,-1,Foul on Daylin Davis.,39,68
11:16,2378,Arkel Lamar made Free Throw.,39,69
11:16,2378,Arkel Lamar missed Free Throw.,39,69
11:16,-1,Marcus Posey Defensive Rebound.,39,69
11:04,-1,Ryan Lawrence made Three Point Jumper.,42,69
10:50,-1,Foul on Kolby Chapman.,42,69
10:50,2378,Ishmail Jabbie missed Free Throw.,42,69
10:50,2378,UMBC Deadball Team Rebound.,42,69
10:50,2378,Ishmail Jabbie made Free Throw.,42,70
10:24,-1,Ryan Lawrence made Three Point Jumper.,45,70
9:56,2378,Arkel Lamar missed Three Point Jumper.,45,70
9:56,2378,Joe Sherburne Offensive Rebound.,45,70
9:51,2378,Joe Sherburne made Layup.,45,72
9:28,-1,Ryan Lawrence made Three Point Jumper. Assisted by Noah Baylor.,48,72
9:03,-1,Foul on Noah Baylor.,48,72
9:03,2378,Brandon Horvath missed Free Throw.,48,72
9:03,2378,UMBC Deadball Team Rebound.,48,72
9:03,2378,Brandon Horvath missed Free Throw.,48,72
9:03,-1,Central Pennsylvania Defensive Rebound.,48,72
8:53,2378,Jourdan Grant Turnover.,48,72
8:51,-1,Joel Zola Steal.,48,72
8:48,-1,Joel Zola made Layup.,50,72
8:48,2378,Foul on Jourdan Grant.,50,72
8:48,-1,Joel Zola made Free Throw.,51,72
8:27,2378,Ishmail Jabbie made Three Point Jumper. Assisted by Jourdan Grant.,51,75
8:16,-1,Ryan Lawrence missed Three Point Jumper.,51,75
8:16,-1,Justin Kellman Offensive Rebound.,51,75
8:10,-1,Justin Kellman missed Layup.,51,75
8:10,2378,UMBC Defensive Rebound.,51,75
8:00,2378,Jourdan Grant Turnover.,51,75
7:58,-1,Randy Dupont Steal.,51,75
7:58,-1,Randy Dupont Turnover.,51,75
7:58,2378,Official TV Timeout,51,75
7:55,2378,Ishmail Jabbie missed Three Point Jumper.,51,75
7:55,-1,Juwan Gooding Defensive Rebound.,51,75
7:50,-1,Daylin Davis made Layup. Assisted by Juwan Gooding.,53,75
7:30,2378,Joe Sherburne Turnover.,53,75
7:29,-1,Ryan Lawrence Steal.,53,75
7:06,-1,Juwan Gooding made Jumper.,55,75
6:56,2378,Max Portmann Turnover.,55,75
6:54,-1,John Blanc Steal.,55,75
6:52,-1,Juwan Gooding missed Three Point Jumper.,55,75
6:52,2378,Ishmail Jabbie Defensive Rebound.,55,75
6:32,-1,Foul on Juwan Gooding.,55,75
6:32,2378,Jourdan Grant missed Free Throw.,55,75
6:32,2378,UMBC Deadball Team Rebound.,55,75
6:32,2378,Jourdan Grant made Free Throw.,55,76
6:29,-1,Daylin Davis made Layup.,57,76
6:29,2378,Foul on Max Curran.,57,76
6:29,-1,Daylin Davis missed Free Throw.,57,76
6:29,2378,Max Curran Defensive Rebound.,57,76
6:09,2378,Jourdan Grant made Three Point Jumper. Assisted by Max Curran.,57,79
5:55,-1,Daylin Davis made Three Point Jumper.,60,79
5:36,2378,Max Curran made Three Point Jumper. Assisted by Jourdan Grant.,60,82
5:11,2378,Foul on Max Curran.,60,82
5:11,-1,Daylin Davis made Free Throw.,61,82
5:11,-1,Daylin Davis missed Free Throw.,61,82
5:11,-1,Daylin Davis Offensive Rebound.,61,82
5:06,-1,Daylin Davis missed Layup.,61,82
5:06,-1,Daylin Davis Offensive Rebound.,61,82
5:04,2378,Foul on Max Curran.,61,82
5:04,-1,Daylin Davis missed Free Throw.,61,82
5:04,-1,Central Pennsylvania Deadball Team Rebound.,61,82
5:04,-1,Daylin Davis missed Free Throw.,61,82
5:04,2378,Max Curran Defensive Rebound.,61,82
5:02,-1,Foul on Noah Baylor.,61,82
5:02,2378,Max Curran missed Free Throw.,61,82
5:02,2378,UMBC Deadball Team Rebound.,61,82
5:02,2378,Max Curran made Free Throw.,61,83
4:57,-1,Ryan Lawrence missed Layup.,61,83
4:57,2378,Jairus Lyles Defensive Rebound.,61,83
4:33,2378,Jourdan Grant missed Three Point Jumper.,61,83
4:33,2378,UMBC Defensive Rebound.,61,83
4:31,-1,Foul on Justin Kellman.,61,83
4:31,2378,Max Portmann made Free Throw.,61,84
4:31,2378,Max Portmann made Free Throw.,61,85
4:21,-1,Justin Kellman missed Layup.,61,85
4:21,2378,Max Curran Defensive Rebound.,61,85
4:13,-1,Foul on Ryan Lawrence.,61,85
4:13,2378,Jourdan Grant made Free Throw.,61,86
4:13,2378,Jourdan Grant made Free Throw.,61,87
4:05,-1,Daylin Davis missed Three Point Jumper.,61,87
4:05,2378,Max Curran Defensive Rebound.,61,87
3:52,2378,Max Portmann Turnover.,61,87
3:51,-1,Daylin Davis Steal.,61,87
3:47,2378,Foul on Jairus Lyles.,61,87
3:47,2378,Official TV Timeout,61,87
3:44,-1,Joel Zola made Free Throw.,62,87
3:44,-1,Joel Zola missed Free Throw.,62,87
3:44,2378,Jairus Lyles Defensive Rebound.,62,87
3:20,2378,Max Curran missed Three Point Jumper.,62,87
3:20,2378,UMBC Offensive Rebound.,62,87
3:18,-1,Foul on Ryan Lawrence.,62,87
3:18,2378,Max Portmann made Free Throw.,62,88
3:18,2378,Max Portmann made Free Throw.,62,89
3:02,-1,Joel Zola Turnover.,62,89
2:41,2378,Arkel Lamar missed Jumper.,62,89
2:41,2378,Arkel Lamar Offensive Rebound.,62,89
2:36,2378,Max Curran missed Three Point Jumper.,62,89
2:36,2378,Max Curran Offensive Rebound.,62,89
2:32,2378,Foul on Max Curran.,62,89
2:32,2378,Max Curran Turnover.,62,89
2:16,-1,Marcus Posey missed Layup.,62,89
2:16,2378,Brandon Horvath Defensive Rebound.,62,89
2:09,2378,Josh Rosario Turnover.,62,89
2:02,-1,Daylin Davis Turnover.,62,89
2:00,2378,Ishmail Jabbie Steal.,62,89
1:36,2378,UMBC  Turnover.,62,89
1:18,-1,Foul on Kolby Chapman.,62,89
1:18,-1,Kolby Chapman Turnover.,62,89
0:57,2378,Brandon Horvath Turnover.,62,89
0:52,-1,Ryan Lawrence Steal.,62,89
0:47,2378,Nolan Gerrity made Layup. Assisted by Josh Rosario.,62,91
0:35,-1,Randy Dupont missed Three Point Jumper.,62,91
0:35,2378,Brandon Horvath Defensive Rebound.,62,91
0:07,2378,Ishmail Jabbie made Layup.,62,93
0:00,2378,End of Game,62,93
