Harvard,107,Holy Cross,108
3:41,107,Patrick Benzan Defensive Rebound.,24,34
3:21,107,Caleb Green missed Three Point Jumper.,24,34
3:21,108,Robert Baker Defensive Rebound.,24,34
3:06,107,Foul on Caleb Green.,24,34
3:06,108,Bryce Aiken made Free Throw.,25,34
3:06,108,Bryce Aiken made Free Throw.,26,34
3:05,107,Jehyve Floyd missed Layup.,26,34
3:05,108,Danilo Djuricic Block.,26,34
3:04,107,Holy Cross Offensive Rebound.,26,34
2:52,107,Patrick Benzan made Layup. Assisted by Karl Charles.,26,36
2:40,107,Foul on Clayton Le Sann.,26,36
2:40,108,Bryce Aiken made Free Throw.,27,36
2:40,108,Bryce Aiken missed Free Throw.,27,36
2:40,107,Patrick Benzan Defensive Rebound.,27,36
2:25,107,Karl Charles missed Three Point Jumper.,27,36
2:25,108,Harvard Defensive Rebound.,27,36
2:07,108,Justin Bassey Turnover.,27,36
2:06,107,Jehyve Floyd Steal.,27,36
1:55,107,Jehyve Floyd made Layup.,27,38
1:45,108,Seth Towns made Three Point Jumper. Assisted by Robert Baker.,30,38
1:39,108,Harvard  Timeout,30,38
1:14,107,Matt Zignorski missed Jumper.,30,38
1:14,108,Bryce Aiken Defensive Rebound.,30,38
1:06,107,Foul on Matt Zignorski.,30,38
1:06,108,Bryce Aiken made Free Throw.,31,38
1:06,108,Bryce Aiken missed Free Throw.,31,38
1:06,108,Bryce Aiken Offensive Rebound.,31,38
1:02,108,Bryce Aiken missed Three Point Jumper.,31,38
1:02,107,Patrick Benzan Defensive Rebound.,31,38
0:50,107,Clayton Le Sann made Three Point Jumper. Assisted by Patrick Benzan.,31,41
0:24,108,Danilo Djuricic missed Three Point Jumper.,31,41
0:24,107,Holy Cross Defensive Rebound.,31,41
0:17,107,Holy Cross  Timeout,31,41
0:00,107,Austin Butler missed Jumper.,31,41
0:00,108,Danilo Djuricic Block.,31,41
0:00,107,Holy Cross Offensive Rebound.,31,41
0:00,107,End of 1st half,31,41
19:46,107,Karl Charles Turnover.,31,41
19:45,108,Chris Lewis Steal.,31,41
19:38,108,Seth Towns missed Three Point Jumper.,31,41
19:38,108,Harvard Offensive Rebound.,31,41
19:36,107,Foul on Jehyve Floyd.,31,41
19:30,108,Justin Bassey Turnover.,31,41
19:29,107,Karl Charles Steal.,31,41
19:12,107,Foul on Jehyve Floyd.,31,41
19:12,107,Jehyve Floyd Turnover.,31,41
18:55,108,Seth Towns missed Layup.,31,41
18:55,108,Chris Lewis Offensive Rebound.,31,41
18:52,108,Chris Lewis missed Layup.,31,41
18:52,107,Jacob Grandison Defensive Rebound.,31,41
18:50,108,Foul on Seth Towns.,31,41
18:29,107,Caleb Green Turnover.,31,41
18:22,108,Justin Bassey Turnover.,31,41
18:21,107,Karl Charles Steal.,31,41
18:17,107,Karl Charles missed Layup.,31,41
18:17,108,Seth Towns Defensive Rebound.,31,41
18:06,108,Bryce Aiken Turnover.,31,41
18:05,107,Jacob Grandison Steal.,31,41
17:55,107,Caleb Green missed Layup.,31,41
17:55,108,Corey Johnson Defensive Rebound.,31,41
17:39,108,Justin Bassey Turnover.,31,41
17:38,107,Patrick Benzan Steal.,31,41
17:34,107,Patrick Benzan missed Jumper.,31,41
17:34,108,Seth Towns Defensive Rebound.,31,41
17:28,108,Justin Bassey made Layup.,33,41
17:14,107,Jacob Grandison Turnover.,33,41
17:07,108,Seth Towns missed Three Point Jumper.,33,41
17:07,108,Chris Lewis Offensive Rebound.,33,41
16:56,108,Chris Lewis missed Jumper.,33,41
16:56,107,Jacob Grandison Defensive Rebound.,33,41
16:46,107,Jacob Grandison made Jumper.,33,43
16:29,108,Seth Towns missed Layup.,33,43
16:29,107,Caleb Green Defensive Rebound.,33,43
16:10,107,Matt Faw made Layup.,33,45
16:10,108,Foul on Justin Bassey.,33,45
16:10,107,Matt Faw made Free Throw.,33,46
16:10,108,Rio Haskett missed Three Point Jumper.,33,46
16:10,108,Chris Lewis Offensive Rebound.,33,46
15:49,108,Danilo Djuricic made Three Point Jumper. Assisted by Rio Haskett.,36,46
15:35,107,Jacob Grandison Turnover.,36,46
15:33,108,Chris Lewis Steal.,36,46
15:32,108,Chris Lewis made Dunk.,38,46
15:17,108,Foul on Corey Johnson.,38,46
15:17,107,Official TV Timeout,38,46
14:58,107,Holy Cross  Turnover.,38,46
14:52,108,Foul on Danilo Djuricic.,38,46
14:52,108,Danilo Djuricic Turnover.,38,46
14:41,107,Matt Faw made Jumper.,38,48
14:13,107,Foul on Jacob Grandison.,38,48
14:13,108,Bryce Aiken made Free Throw.,39,48
14:13,108,Bryce Aiken made Free Throw.,40,48
14:13,107,Jacob Grandison missed Three Point Jumper.,40,48
14:13,107,Austin Butler Offensive Rebound.,40,48
13:36,107,Austin Butler made Jumper.,40,50
13:24,108,Danilo Djuricic made Layup. Assisted by Bryce Aiken.,42,50
13:14,108,Foul on Robert Baker.,42,50
13:09,107,Patrick Benzan missed Jumper.,42,50
13:09,108,Bryce Aiken Defensive Rebound.,42,50
13:00,108,Rio Haskett missed Three Point Jumper.,42,50
13:00,107,Holy Cross Defensive Rebound.,42,50
12:39,107,Patrick Benzan made Layup. Assisted by Jacob Grandison.,42,52
12:25,108,Danilo Djuricic made Three Point Jumper. Assisted by Bryce Aiken.,45,52
12:02,107,Jacob Grandison made Three Point Jumper. Assisted by Patrick Benzan.,45,55
11:38,108,Justin Bassey missed Three Point Jumper.,45,55
11:38,107,Holy Cross Defensive Rebound.,45,55
11:33,107,Official TV Timeout,45,55
11:17,107,Jehyve Floyd Turnover.,45,55
11:17,107,Foul on Jehyve Floyd.,45,55
11:00,108,Danilo Djuricic missed Three Point Jumper.,45,55
11:00,108,Harvard Offensive Rebound.,45,55
10:55,108,Justin Bassey made Layup.,47,55
10:36,107,Matt Faw Turnover.,47,55
10:36,107,Foul on Matt Faw.,47,55
10:28,107,Foul on Patrick Benzan.,47,55
10:07,108,Seth Towns made Jumper.,49,55
9:42,107,Matt Faw missed Jumper.,49,55
9:42,108,Danilo Djuricic Defensive Rebound.,49,55
9:29,108,Danilo Djuricic missed Three Point Jumper.,49,55
9:29,108,Seth Towns Offensive Rebound.,49,55
9:27,107,Foul on Matt Faw.,49,55
9:27,108,Seth Towns made Free Throw.,50,55
9:27,108,Seth Towns made Free Throw.,51,55
9:10,107,Caleb Green missed Layup.,51,55
9:10,108,Danilo Djuricic Block.,51,55
9:10,107,Holy Cross Offensive Rebound.,51,55
9:10,107,Austin Butler made Layup. Assisted by Karl Charles.,51,57
8:51,108,Danilo Djuricic missed Layup.,51,57
8:51,107,Holy Cross Defensive Rebound.,51,57
8:42,107,Matt Faw missed Three Point Jumper.,51,57
8:42,108,Seth Towns Defensive Rebound.,51,57
8:23,108,Rio Haskett missed Three Point Jumper.,51,57
8:23,108,Danilo Djuricic Offensive Rebound.,51,57
8:00,108,Bryce Aiken missed Layup.,51,57
8:00,107,Jacob Grandison Defensive Rebound.,51,57
7:45,107,Patrick Benzan made Layup.,51,59
7:38,107,Foul on Jacob Grandison.,51,59
7:38,107,Official TV Timeout,51,59
7:38,108,Seth Towns made Free Throw.,52,59
7:38,108,Seth Towns made Free Throw.,53,59
7:20,107,Karl Charles missed Jumper.,53,59
7:20,108,Danilo Djuricic Block.,53,59
7:18,108,Seth Towns Defensive Rebound.,53,59
7:10,108,Bryce Aiken Turnover.,53,59
7:10,108,Foul on Bryce Aiken.,53,59
6:58,108,Foul on Bryce Aiken.,53,59
6:58,107,Patrick Benzan made Free Throw.,53,60
6:58,107,Patrick Benzan missed Free Throw.,53,60
6:58,108,Seth Towns Defensive Rebound.,53,60
6:46,108,Bryce Aiken Turnover.,53,60
6:15,107,Patrick Benzan missed Three Point Jumper.,53,60
6:15,107,Holy Cross Offensive Rebound.,53,60
6:15,107,Holy Cross  Turnover.,53,60
5:32,108,Corey Johnson made Three Point Jumper. Assisted by Bryce Aiken.,56,60
5:24,107,Austin Butler missed Layup.,56,60
5:24,108,Seth Towns Defensive Rebound.,56,60
5:21,108,Seth Towns Turnover.,56,60
5:03,107,Matt Faw made Layup.,56,62
5:03,108,Foul on Danilo Djuricic.,56,62
5:03,107,Matt Faw made Free Throw.,56,63
5:03,108,Bryce Aiken Turnover.,56,63
5:01,107,Matt Faw Steal.,56,63
4:36,107,Austin Butler missed Three Point Jumper.,56,63
4:36,108,Danilo Djuricic Defensive Rebound.,56,63
4:27,108,Harvard  Timeout,56,63
4:27,107,Official TV Timeout,56,63
4:14,108,Justin Bassey Turnover.,56,63
4:13,107,Patrick Benzan Steal.,56,63
3:59,107,Patrick Benzan missed Layup.,56,63
3:59,108,Corey Johnson Defensive Rebound.,56,63
3:51,108,Seth Towns made Layup. Assisted by Bryce Aiken.,58,63
3:51,107,Foul on Matt Faw.,58,63
3:51,107,Official TV Timeout,58,63
3:51,108,Seth Towns missed Free Throw.,58,63
3:51,107,Caleb Green Defensive Rebound.,58,63
3:40,107,Matt Faw made Layup. Assisted by Karl Charles.,58,65
3:25,108,Seth Towns made Jumper.,60,65
3:25,107,Foul on Matt Faw.,60,65
3:25,108,Seth Towns missed Free Throw.,60,65
3:25,107,Matt Faw Defensive Rebound.,60,65
2:59,107,Patrick Benzan made Jumper.,60,67
2:49,108,Bryce Aiken made Three Point Jumper.,63,67
2:47,108,Harvard  Timeout,63,67
2:36,107,Austin Butler missed Three Point Jumper.,63,67
2:36,108,Seth Towns Block.,63,67
2:33,108,Rio Haskett Defensive Rebound.,63,67
2:22,108,Danilo Djuricic missed Three Point Jumper.,63,67
2:22,108,Harvard Offensive Rebound.,63,67
2:12,108,Bryce Aiken Turnover.,63,67
1:45,108,Foul on Rio Haskett.,63,67
1:45,107,Caleb Green made Free Throw.,63,68
1:45,107,Caleb Green missed Free Throw.,63,68
1:45,108,Seth Towns Defensive Rebound.,63,68
1:35,108,Seth Towns Turnover.,63,68
1:03,107,Patrick Benzan missed Three Point Jumper.,63,68
1:03,108,Danilo Djuricic Defensive Rebound.,63,68
0:53,107,Foul on Jacob Grandison.,63,68
0:53,108,Bryce Aiken made Free Throw.,64,68
0:53,108,Bryce Aiken made Free Throw.,65,68
0:23,107,Karl Charles missed Three Point Jumper.,65,68
0:23,108,Danilo Djuricic Defensive Rebound.,65,68
0:23,107,Foul on Jehyve Floyd.,65,68
0:23,108,Danilo Djuricic missed Free Throw.,65,68
0:23,108,Harvard Deadball Team Rebound.,65,68
0:23,108,Danilo Djuricic made Free Throw.,66,68
0:21,108,Foul on Bryce Aiken.,66,68
0:21,107,Patrick Benzan made Free Throw.,66,69
0:21,107,Patrick Benzan made Free Throw.,66,70
0:19,108,Corey Johnson missed Three Point Jumper.,66,70
0:19,108,Harvard Offensive Rebound.,66,70
0:10,107,Foul on Matt Faw.,66,70
0:10,108,Seth Towns missed Free Throw.,66,70
0:10,108,Harvard Deadball Team Rebound.,66,70
0:10,108,Seth Towns made Free Throw.,67,70
0:09,108,Foul on Rio Haskett.,67,70
0:09,107,Patrick Benzan made Free Throw.,67,71
0:09,107,Patrick Benzan missed Free Throw.,67,71
0:09,108,Seth Towns Defensive Rebound.,67,71
0:04,108,Bryce Aiken missed Three Point Jumper.,67,71
0:04,108,Danilo Djuricic Offensive Rebound.,67,71
0:01,108,Danilo Djuricic made Layup.,69,71
0:01,108,Harvard  Timeout,69,71
0:01,108,Foul on Bryce Aiken.,69,71
0:01,107,Patrick Benzan made Free Throw.,69,72
0:01,107,Patrick Benzan made Free Throw.,69,73
