Ohio Christian,2309,Kent State,3121
10:33,2309,Adonis De La Rosa Turnover.,11,28
10:17,-1,Rael Windley missed Jumper.,11,28
10:17,2309,Adonis De La Rosa Defensive Rebound.,11,28
10:02,2309,Taishaun Johnson made Jumper.,11,30
9:36,-1,Rael Windley made Three Point Jumper. Assisted by Jalen Hearn.,14,30
9:17,2309,Taishaun Johnson missed Three Point Jumper.,14,30
9:17,-1,John Johnson Defensive Rebound.,14,30
8:55,-1,Jalen Hearn missed Three Point Jumper.,14,30
8:55,-1,Rael Windley Offensive Rebound.,14,30
8:50,-1,Rael Windley Turnover.,14,30
8:38,2309,Danny Pippen Turnover.,14,30
8:38,2309,Foul on Danny Pippen.,14,30
8:21,-1,Kaleb Vaughn missed Three Point Jumper.,14,30
8:21,2309,Danny Pippen Defensive Rebound.,14,30
8:05,-1,Foul on Jalen Hearn.,14,30
8:05,2309,Danny Pippen made Free Throw.,14,31
8:05,2309,Danny Pippen made Free Throw.,14,32
7:47,-1,Kaleb Vaughn Turnover.,14,32
7:43,2309,Jaylin Walker Steal.,14,32
7:40,2309,Foul on Danny Pippen.,14,32
7:40,2309,Official TV Timeout,14,32
7:40,2309,Danny Pippen Turnover.,14,32
7:19,-1,John Johnson missed Three Point Jumper.,14,32
7:19,2309,Desmond Ridenour Defensive Rebound.,14,32
7:15,2309,Mitch Peterson missed Three Point Jumper.,14,32
7:15,-1,Ohio Christian Defensive Rebound.,14,32
6:55,-1,Kaleb Vaughn missed Layup.,14,32
6:55,2309,Desmond Ridenour Defensive Rebound.,14,32
6:49,2309,Jalen Avery missed Three Point Jumper.,14,32
6:49,2309,Akiean Frederick Offensive Rebound.,14,32
6:45,2309,Akiean Frederick missed Jumper.,14,32
6:45,-1,Yakub Dosunmu Defensive Rebound.,14,32
6:33,2309,Foul on Mitch Peterson.,14,32
6:33,-1,Yakub Dosunmu missed Free Throw.,14,32
6:33,-1,Ohio Christian Deadball Team Rebound.,14,32
6:33,-1,Yakub Dosunmu made Free Throw.,15,32
6:15,2309,Adonis De La Rosa made Jumper.,15,34
5:53,-1,Yakub Dosunmu missed Three Point Jumper.,15,34
5:53,2309,Adonis De La Rosa Defensive Rebound.,15,34
5:41,2309,Adonis De La Rosa missed Layup.,15,34
5:41,2309,Adonis De La Rosa Offensive Rebound.,15,34
5:39,-1,Foul on Kaleb Vaughn.,15,34
5:39,2309,Adonis De La Rosa made Free Throw.,15,35
5:39,2309,Adonis De La Rosa made Free Throw.,15,36
5:21,-1,Rijnard Hartman made Jumper. Assisted by Dylan Geig.,17,36
4:54,2309,Desmond Ridenour missed Layup.,17,36
4:54,-1,Dylan Geig Defensive Rebound.,17,36
4:27,-1,John Johnson made Jumper.,19,36
4:15,2309,Adonis De La Rosa made Layup. Assisted by Jaylin Walker.,19,38
3:54,-1,John Johnson missed Three Point Jumper.,19,38
3:54,2309,Desmond Ridenour Defensive Rebound.,19,38
3:44,2309,Kevin Zabo missed Three Point Jumper.,19,38
3:44,2309,Jalen Avery Offensive Rebound.,19,38
3:37,2309,Official TV Timeout,19,38
3:25,-1,Foul on Rael Windley.,19,38
3:25,2309,Adonis De La Rosa missed Free Throw.,19,38
3:25,2309,Kent State Deadball Team Rebound.,19,38
3:25,2309,Adonis De La Rosa made Free Throw.,19,39
3:09,-1,Jalen Hearn missed Jumper.,19,39
3:09,2309,Mitch Peterson Block.,19,39
3:06,2309,BJ Duling Defensive Rebound.,19,39
2:57,2309,Jalen Avery made Layup.,19,41
2:57,-1,Foul on Dylan Geig.,19,41
2:57,2309,Jalen Avery missed Free Throw.,19,41
2:57,-1,Rael Windley Defensive Rebound.,19,41
2:40,-1,Corey Wyman missed Three Point Jumper.,19,41
2:40,2309,BJ Duling Defensive Rebound.,19,41
2:30,2309,BJ Duling missed Layup.,19,41
2:30,-1,Rael Windley Defensive Rebound.,19,41
2:20,-1,Kaleb Vaughn missed Three Point Jumper.,19,41
2:20,2309,Kevin Zabo Defensive Rebound.,19,41
2:12,2309,Kevin Zabo made Layup.,19,43
2:12,-1,Foul on Dylan Geig.,19,43
2:12,2309,Kevin Zabo made Free Throw.,19,44
1:57,-1,Troy Mundy missed Jumper.,19,44
1:57,2309,Mitch Peterson Defensive Rebound.,19,44
1:47,2309,Mitch Peterson missed Three Point Jumper.,19,44
1:47,2309,Akiean Frederick Offensive Rebound.,19,44
1:45,-1,Foul on Rael Windley.,19,44
1:45,2309,Akiean Frederick made Free Throw.,19,45
1:45,2309,Akiean Frederick missed Free Throw.,19,45
1:45,-1,Troy Mundy Defensive Rebound.,19,45
1:36,-1,Rijnard Hartman Turnover.,19,45
1:36,2309,Kent State  Timeout,19,45
1:23,2309,Danny Pippen missed Three Point Jumper.,19,45
1:23,2309,Jalen Avery Offensive Rebound.,19,45
1:03,2309,Kevin Zabo made Jumper.,19,47
0:44,-1,Thomas Woods missed Three Point Jumper.,19,47
0:44,2309,Akiean Frederick Defensive Rebound.,19,47
0:30,2309,Kevin Zabo missed Three Point Jumper.,19,47
0:30,-1,Rael Windley Defensive Rebound.,19,47
0:05,-1,Rael Windley missed Three Point Jumper.,19,47
0:05,2309,Danny Pippen Block.,19,47
0:05,-1,Ohio Christian Offensive Rebound.,19,47
0:05,-1,Ohio Christian  Timeout,19,47
0:00,-1,Yakub Dosunmu missed Three Point Jumper.,19,47
0:00,2309,Kevin Zabo Block.,19,47
0:00,-1,Ohio Christian Deadball Team Rebound.,19,47
0:00,2309,End of 1st half,19,47
19:54,-1,Jalen Hearn missed Three Point Jumper.,19,47
19:54,2309,Adonis De La Rosa Defensive Rebound.,19,47
19:31,2309,BJ Duling made Layup.,19,49
19:31,-1,Foul on Dylan Geig.,19,49
19:31,2309,BJ Duling missed Free Throw.,19,49
19:31,2309,Adonis De La Rosa Offensive Rebound.,19,49
19:31,2309,Adonis De La Rosa made Layup.,19,51
19:07,-1,Dylan Geig missed Jumper.,19,51
19:07,-1,Rijnard Hartman Offensive Rebound.,19,51
19:02,-1,Rijnard Hartman made Two Point Tip Shot.,21,51
18:40,2309,Jalen Avery missed Layup.,21,51
18:40,-1,Kaleb Vaughn Block.,21,51
18:36,-1,Kaleb Vaughn Defensive Rebound.,21,51
18:31,-1,Jalen Hearn Turnover.,21,51
18:12,2309,Foul on Desmond Ridenour.,21,51
18:12,2309,BJ Duling missed Free Throw.,21,51
18:12,2309,Kent State Deadball Team Rebound.,21,51
18:12,2309,BJ Duling made Free Throw.,21,52
17:59,-1,Rijnard Hartman Turnover.,21,52
17:59,-1,Foul on Rijnard Hartman.,21,52
17:49,2309,Mitch Peterson missed Jumper.,21,52
17:49,-1,Dylan Geig Defensive Rebound.,21,52
17:40,-1,Kaleb Vaughn missed Three Point Jumper.,21,52
17:40,2309,BJ Duling Defensive Rebound.,21,52
17:31,2309,Adonis De La Rosa made Layup. Assisted by Jaylin Walker.,21,54
17:11,-1,Jalen Hearn missed Jumper.,21,54
17:11,2309,Mitch Peterson Defensive Rebound.,21,54
17:00,2309,BJ Duling missed Layup.,21,54
17:00,2309,Adonis De La Rosa Offensive Rebound.,21,54
16:57,2309,Adonis De La Rosa missed Layup.,21,54
16:57,2309,Adonis De La Rosa Offensive Rebound.,21,54
16:52,2309,Adonis De La Rosa missed Free Throw.,21,54
16:52,2309,Kent State Deadball Team Rebound.,21,54
16:52,-1,Foul on Rijnard Hartman.,21,54
16:52,2309,Adonis De La Rosa made Free Throw.,21,55
16:41,-1,Thomas Woods made Three Point Jumper.,24,55
16:02,2309,BJ Duling made Three Point Jumper.,24,58
15:40,-1,Mike Hennen made Layup. Assisted by Rael Windley.,26,58
15:33,2309,Kevin Zabo made Three Point Jumper. Assisted by Jaylin Walker.,26,61
15:23,-1,Foul on Mike Hennen.,26,61
15:23,-1,Mike Hennen Turnover.,26,61
15:10,2309,Desmond Ridenour missed Layup.,26,61
15:10,-1,Rael Windley Defensive Rebound.,26,61
14:38,-1,Jalen Hearn made Three Point Jumper.,29,61
14:17,2309,Danny Pippen missed Layup.,29,61
14:17,2309,Jaylin Walker Offensive Rebound.,29,61
14:13,2309,Jaylin Walker missed Two Point Tip Shot.,29,61
14:12,2309,Jaylin Walker Offensive Rebound.,29,61
14:11,2309,Desmond Ridenour made Layup.,29,63
13:58,2309,Foul on Desmond Ridenour.,29,63
13:58,-1,Thomas Woods missed Free Throw.,29,63
13:58,-1,Ohio Christian Deadball Team Rebound.,29,63
13:58,-1,Thomas Woods missed Free Throw.,29,63
13:58,2309,Jaylin Walker Defensive Rebound.,29,63
13:41,2309,Jaylin Walker missed Three Point Jumper.,29,63
13:41,2309,Akiean Frederick Offensive Rebound.,29,63
13:35,2309,Jaylin Walker made Jumper. Assisted by Akiean Frederick.,29,65
13:20,-1,Thomas Woods Turnover.,29,65
13:08,2309,Danny Pippen made Three Point Jumper. Assisted by Akiean Frederick.,29,68
12:54,-1,Corey Wyman Turnover.,29,68
12:36,2309,Danny Pippen made Jumper.,29,70
12:21,-1,Yakub Dosunmu Turnover.,29,70
12:20,2309,Desmond Ridenour Steal.,29,70
12:18,2309,Desmond Ridenour missed Dunk.,29,70
12:18,-1,Troy Mundy Defensive Rebound.,29,70
12:05,-1,Troy Mundy missed Jumper.,29,70
12:05,2309,Desmond Ridenour Defensive Rebound.,29,70
11:48,2309,Danny Pippen missed Three Point Jumper.,29,70
11:48,2309,Akiean Frederick Offensive Rebound.,29,70
11:44,2309,Akiean Frederick made Jumper.,29,72
11:24,2309,Foul on Desmond Ridenour.,29,72
11:24,2309,Official TV Timeout,29,72
11:12,-1,Yakub Dosunmu missed Jumper.,29,72
11:12,2309,Adonis De La Rosa Defensive Rebound.,29,72
10:49,2309,Taishaun Johnson missed Three Point Jumper.,29,72
10:49,-1,Yakub Dosunmu Defensive Rebound.,29,72
10:30,-1,Jalen Hearn Turnover.,29,72
10:28,2309,Taishaun Johnson Steal.,29,72
10:26,2309,Taishaun Johnson Turnover.,29,72
10:25,-1,Jalen Hearn Steal.,29,72
10:17,-1,Troy Mundy Turnover.,29,72
10:01,2309,BJ Duling missed Layup.,29,72
10:01,-1,Rijnard Hartman Block.,29,72
9:59,-1,John Johnson Defensive Rebound.,29,72
9:51,-1,John Johnson made Three Point Jumper. Assisted by Dylan Geig.,32,72
9:33,2309,Adonis De La Rosa made Jumper.,32,74
9:11,-1,John Johnson made Three Point Jumper. Assisted by Jalen Hearn.,35,74
8:55,2309,Adonis De La Rosa Turnover.,35,74
8:55,-1,John Johnson Steal.,35,74
8:43,-1,John Johnson made Jumper.,37,74
8:20,2309,Kevin Zabo made Jumper.,37,76
8:02,-1,Dylan Geig missed Three Point Jumper.,37,76
8:02,2309,Adonis De La Rosa Defensive Rebound.,37,76
7:47,2309,BJ Duling missed Layup.,37,76
7:47,2309,Adonis De La Rosa Offensive Rebound.,37,76
7:44,2309,Official TV Timeout,37,77
7:44,-1,Foul on Genesis Williams.,37,76
7:44,2309,Official TV Timeout,37,76
7:23,2309,Taishaun Johnson made Layup.,37,78
6:52,-1,John Johnson missed Three Point Jumper.,37,78
6:52,2309,Danny Pippen Defensive Rebound.,37,78
6:41,2309,Danny Pippen missed Three Point Jumper.,37,78
6:41,-1,John Johnson Defensive Rebound.,37,78
6:13,-1,Jalen Hearn missed Three Point Jumper.,37,78
6:13,2309,Danny Pippen Defensive Rebound.,37,78
6:00,-1,Foul on Thomas Woods.,37,78
6:00,2309,Taishaun Johnson missed Free Throw.,37,78
6:00,2309,Kent State Deadball Team Rebound.,37,78
6:00,2309,Taishaun Johnson made Free Throw.,37,79
5:43,-1,Rael Windley made Three Point Jumper. Assisted by Yakub Dosunmu.,40,79
5:22,2309,Taishaun Johnson missed Jumper.,40,79
5:22,2309,Taishaun Johnson Offensive Rebound.,40,79
5:19,2309,Taishaun Johnson missed Jumper.,40,79
5:19,2309,Taishaun Johnson Offensive Rebound.,40,79
5:17,2309,Desmond Ridenour missed Three Point Jumper.,40,79
5:17,-1,Ohio Christian Deadball Team Rebound.,40,79
5:15,2309,Foul on Danny Pippen.,40,79
5:04,-1,Genesis Williams missed Layup.,40,79
5:04,-1,Ohio Christian Offensive Rebound.,40,79
5:02,-1,Rael Windley missed Three Point Jumper.,40,79
5:02,-1,Ohio Christian Deadball Team Rebound.,40,79
5:01,2309,Foul on Jonathan Nwankwo.,40,79
4:44,-1,Yakub Dosunmu Turnover.,40,79
4:41,2309,Desmond Ridenour Steal.,40,79
4:39,2309,Jonathan Nwankwo Turnover.,40,79
4:39,-1,Genesis Williams Steal.,40,79
4:39,2309,Foul on Desmond Ridenour.,40,79
4:39,-1,Ohio Christian  Timeout,40,79
4:37,-1,Rael Windley made Layup. Assisted by Yakub Dosunmu.,42,79
4:21,2309,Mitch Peterson missed Jumper.,42,79
4:21,-1,Ohio Christian Defensive Rebound.,42,79
3:53,-1,Thomas Woods missed Three Point Jumper.,42,79
3:53,2309,BJ Duling Defensive Rebound.,42,79
3:40,2309,BJ Duling missed Jumper.,42,79
3:40,-1,Ohio Christian Deadball Team Rebound.,42,79
3:38,2309,Foul on Akiean Frederick.,42,79
3:38,2309,Official TV Timeout,42,79
3:20,-1,Troy Mundy Turnover.,42,79
3:09,-1,Foul on Rael Windley.,42,79
3:09,2309,Akiean Frederick made Free Throw.,42,80
3:09,2309,Akiean Frederick made Free Throw.,42,81
2:53,-1,Yakub Dosunmu made Jumper.,44,81
2:32,2309,Akiean Frederick made Jumper. Assisted by Kevin Zabo.,44,83
2:12,2309,Foul on Jonathan Nwankwo.,44,83
2:12,-1,Yakub Dosunmu missed Free Throw.,44,83
2:12,2309,Akiean Frederick Defensive Rebound.,44,83
2:05,2309,Taishaun Johnson made Layup.,44,85
2:05,-1,Foul on Yakub Dosunmu.,44,85
2:05,2309,Taishaun Johnson missed Free Throw.,44,85
2:05,-1,Troy Mundy Defensive Rebound.,44,85
1:46,2309,Foul on Kevin Zabo.,44,85
1:46,-1,Thomas Woods missed Free Throw.,44,85
1:46,-1,Ohio Christian Deadball Team Rebound.,44,85
1:46,-1,Thomas Woods made Free Throw.,45,85
1:27,2309,Jonathan Nwankwo missed Jumper.,45,85
1:27,2309,Desmond Ridenour Offensive Rebound.,45,85
1:04,2309,Desmond Ridenour made Three Point Jumper.,45,88
0:38,-1,Rael Windley Turnover.,45,88
0:36,2309,Akiean Frederick Steal.,45,88
0:31,-1,Foul on Thomas Woods.,45,88
0:31,2309,Taishaun Johnson made Free Throw.,45,89
0:31,2309,Taishaun Johnson made Free Throw.,45,90
0:13,-1,Yakub Dosunmu missed Jumper.,45,90
0:13,2309,Kent State Deadball Team Rebound.,45,90
