Marshall,2413,Morehead State,276
9:43,276,Ajdin Penava Block.,21,17
9:41,2413,Londell King Offensive Rebound.,21,17
9:38,2413,Londell King made Layup.,21,19
9:32,276,Dani Koljanin made Three Point Jumper. Assisted by Jon Elmore.,24,19
9:20,276,Foul on C.J. Burks.,24,19
9:07,2413,Jordan Walker made Three Point Jumper. Assisted by Adrian Hicks.,24,22
8:55,276,Ajdin Penava made Layup. Assisted by Jon Elmore.,26,22
8:38,2413,Londell King made Layup. Assisted by Adrian Hicks.,26,24
8:26,276,Jon Elmore Turnover.,26,24
8:26,2413,Official TV Timeout,26,24
8:14,2413,Londell King missed Jumper.,26,24
8:14,2413,Londell King Offensive Rebound.,26,24
8:10,2413,Londell King missed Jumper.,26,24
8:10,2413,Alonzo Chatman Offensive Rebound.,26,24
8:08,2413,Alonzo Chatman missed Layup.,26,24
8:08,2413,Londell King Offensive Rebound.,26,24
8:03,2413,Londell King made Two Point Tip Shot.,26,26
7:54,2413,Foul on Alonzo Chatman.,26,26
7:54,2413,Official TV Timeout,26,26
7:54,276,Jon Elmore made Free Throw.,27,26
7:54,276,Jon Elmore made Free Throw.,28,26
7:34,2413,Jordan Walker made Three Point Jumper. Assisted by Malek Green.,28,29
7:14,276,Jon Elmore made Layup.,30,29
6:56,2413,Jordan Walker missed Three Point Jumper.,30,29
6:56,276,Jarrod West Defensive Rebound.,30,29
6:41,276,Milan Mijovic missed Layup.,30,29
6:41,2413,Londell King Block.,30,29
6:39,2413,Malek Green Defensive Rebound.,30,29
6:34,276,Foul on Milan Mijovic.,30,29
6:34,2413,Londell King made Free Throw.,30,30
6:34,2413,Londell King made Free Throw.,30,31
6:21,276,Jon Elmore made Layup.,32,31
6:21,2413,Foul on Malek Green.,32,31
6:21,276,Jon Elmore made Free Throw.,33,31
6:16,2413,Adrian Hicks Turnover.,33,31
6:15,276,Jarrod West Steal.,33,31
6:13,276,Jon Elmore missed Layup.,33,31
6:13,2413,Djimon Henson Defensive Rebound.,33,31
5:49,2413,Jordan Walker made Jumper.,33,33
5:32,276,Dani Koljanin made Layup.,35,33
5:16,2413,Londell King Turnover.,35,33
4:57,276,Ajdin Penava Turnover.,35,33
4:32,2413,Adrian Hicks missed Jumper.,35,33
4:32,2413,Londell King Offensive Rebound.,35,33
4:26,2413,Londell King missed Layup.,35,33
4:26,276,Ajdin Penava Block.,35,33
4:24,276,Ajdin Penava Defensive Rebound.,35,33
4:18,276,Dani Koljanin missed Three Point Jumper.,35,33
4:18,276,Ajdin Penava Offensive Rebound.,35,33
4:16,2413,Foul on Londell King.,35,33
4:16,276,Ajdin Penava missed Free Throw.,35,33
4:16,2413,Londell King Defensive Rebound.,35,33
4:12,2413,Jordan Walker Turnover.,35,33
4:10,276,Ajdin Penava Steal.,35,33
4:04,2413,Foul on Jordan Walker.,35,33
3:51,276,Ajdin Penava made Free Throw.,36,33
3:51,276,Ajdin Penava made Free Throw.,37,33
3:51,2413,Morehead State  Timeout,37,33
3:24,2413,Djimon Henson missed Three Point Jumper.,37,33
3:24,276,Jannson Williams Defensive Rebound.,37,33
2:58,276,Jannson Williams made Dunk. Assisted by Jon Elmore.,39,33
2:41,2413,Foul on Alonzo Chatman.,39,33
2:41,2413,Alonzo Chatman Turnover.,39,33
2:35,2413,Foul on Djimon Henson.,39,33
2:35,276,Jon Elmore made Free Throw.,40,33
2:35,276,Jon Elmore made Free Throw.,41,33
2:07,2413,Djimon Henson made Layup.,41,35
1:51,276,Jon Elmore missed Three Point Jumper.,41,35
1:51,2413,Djimon Henson Defensive Rebound.,41,35
1:35,276,Foul on Ajdin Penava.,41,35
1:35,2413,Djimon Henson missed Free Throw.,41,35
1:35,2413,Trell Thompson Offensive Rebound.,41,35
1:24,2413,Malek Green Turnover.,41,35
1:22,276,Jannson Williams Steal.,41,35
1:20,2413,Malek Green Block.,41,35
1:20,276,Jannson Williams missed Layup.,41,35
1:20,2413,Trell Thompson Defensive Rebound.,41,35
1:12,2413,Djimon Henson missed Jumper.,41,35
1:12,2413,Malek Green Offensive Rebound.,41,35
0:55,2413,Londell King missed Jumper.,41,35
0:55,2413,Londell King Offensive Rebound.,41,35
0:53,2413,Londell King made Layup.,41,37
0:42,276,Ajdin Penava made Free Throw.,42,37
0:42,276,Ajdin Penava missed Free Throw.,41,37
0:42,2413,Foul on Londell King.,41,37
0:42,276,Marshall Deadball Team Rebound.,41,37
0:36,2413,Trell Thompson missed Three Point Jumper.,42,37
0:36,276,Dani Koljanin Defensive Rebound.,42,37
0:05,2413,Foul on Trell Thompson.,42,37
0:05,276,Jon Elmore made Free Throw.,43,37
0:05,276,Jon Elmore made Free Throw.,44,37
0:01,2413,Malek Green made Layup. Assisted by Jordan Walker.,44,39
0:00,2413,End of 1st half,44,39
19:44,2413,Adrian Hicks Turnover.,44,39
19:42,276,Jarrod West Steal.,44,39
19:40,276,Jarrod West missed Layup.,44,39
19:40,2413,Malek Green Block.,44,39
19:39,276,Marshall Offensive Rebound.,44,39
19:38,276,C.J. Burks missed Jumper.,44,39
19:38,2413,Lamontray Harris Defensive Rebound.,44,39
19:13,2413,Malek Green made Layup. Assisted by Lamontray Harris.,44,41
18:45,276,Ajdin Penava made Jumper.,46,41
18:10,2413,Adrian Hicks missed Jumper.,46,41
18:10,2413,Jordan Walker Offensive Rebound.,46,41
18:03,2413,Jordan Walker Turnover.,46,41
17:46,2413,Foul on Djimon Henson.,46,41
17:43,276,Ajdin Penava missed Layup.,46,41
17:43,2413,Djimon Henson Defensive Rebound.,46,41
17:29,276,Foul on Jarrod West.,46,41
17:17,2413,Jordan Walker Turnover.,46,41
17:10,276,Jarrod West missed Three Point Jumper.,46,41
17:10,2413,Lamontray Harris Defensive Rebound.,46,41
17:03,2413,Adrian Hicks made Layup. Assisted by Lamontray Harris.,46,43
17:03,276,Foul on Jarrod West.,46,43
17:03,2413,Adrian Hicks made Free Throw.,46,44
16:53,276,Ajdin Penava made Three Point Jumper. Assisted by Jarrod West.,49,44
16:40,2413,Jordan Walker missed Jumper.,49,44
16:40,276,Ajdin Penava Block.,49,44
16:38,276,Ajdin Penava Defensive Rebound.,49,44
16:30,276,Jon Elmore Turnover.,49,44
16:29,2413,Djimon Henson Steal.,49,44
16:23,2413,Adrian Hicks missed Three Point Jumper.,49,44
16:23,2413,Malek Green Offensive Rebound.,49,44
16:17,2413,Morehead State  Timeout,49,44
16:17,2413,Official TV Timeout,49,44
16:16,2413,Jordan Walker Turnover.,49,44
16:03,276,C.J. Burks missed Layup.,49,44
16:03,276,C.J. Burks Offensive Rebound.,49,44
16:00,276,C.J. Burks made Layup.,51,44
15:47,2413,Adrian Hicks Turnover.,51,44
15:45,276,Jon Elmore Steal.,51,44
15:39,276,Foul on Jon Elmore.,51,44
15:39,276,Jon Elmore Turnover.,51,44
15:39,2413,Official TV Timeout,51,44
15:17,2413,Malek Green missed Jumper.,51,44
15:17,276,Milan Mijovic Defensive Rebound.,51,44
15:03,276,Ajdin Penava Turnover.,51,44
14:58,276,Foul on Milan Mijovic.,51,44
14:44,2413,Jordan Walker made Jumper.,51,46
14:25,276,Jarrod West made Layup.,53,46
14:06,2413,Lamontray Harris missed Layup.,53,46
14:06,2413,Lamontray Harris Offensive Rebound.,53,46
14:03,2413,Lamontray Harris made Jumper.,53,48
13:53,276,Foul on Jon Elmore.,53,48
13:53,276,Jon Elmore Turnover.,53,48
13:27,2413,Malek Green missed Layup.,53,48
13:27,276,Ajdin Penava Block.,53,48
13:25,276,Ajdin Penava Defensive Rebound.,53,48
13:15,276,C.J. Burks missed Jumper.,53,48
13:15,2413,Malek Green Defensive Rebound.,53,48
13:03,2413,Adrian Hicks made Layup.,53,50
12:41,276,Jon Elmore Turnover.,53,50
12:35,276,Foul on Milan Mijovic.,53,50
12:35,2413,Djimon Henson made Free Throw.,53,51
12:35,2413,Djimon Henson made Free Throw.,53,52
12:20,2413,Foul on Malek Green.,53,52
12:20,276,Jon Elmore made Free Throw.,54,52
12:20,276,Jon Elmore made Free Throw.,55,52
11:56,2413,Djimon Henson missed Three Point Jumper.,55,52
11:56,276,Jarrod West Defensive Rebound.,55,52
11:55,2413,Foul on Londell King.,55,52
11:55,2413,Official TV Timeout,55,52
11:45,276,Jon Elmore made Layup.,57,52
11:31,2413,Adrian Hicks made Three Point Jumper. Assisted by Djimon Henson.,57,55
10:59,276,C.J. Burks missed Layup.,57,55
10:59,2413,Alonzo Chatman Defensive Rebound.,57,55
10:46,2413,Alonzo Chatman Turnover.,57,55
10:35,276,Jarrod West missed Three Point Jumper.,57,55
10:35,2413,Adrian Hicks Defensive Rebound.,57,55
10:24,276,Foul on C.J. Burks.,57,55
10:24,2413,Adrian Hicks made Free Throw.,57,56
10:24,2413,Adrian Hicks missed Free Throw.,57,56
10:24,276,Ajdin Penava Defensive Rebound.,57,56
10:14,2413,Foul on Jordan Walker.,57,56
10:08,276,Ajdin Penava missed Three Point Jumper.,57,56
10:08,2413,Jordan Walker Defensive Rebound.,57,56
9:55,2413,Jordan Walker missed Jumper.,57,56
9:55,2413,Alonzo Chatman Offensive Rebound.,57,56
9:50,2413,Alonzo Chatman missed Layup.,57,56
9:50,276,Ajdin Penava Block.,57,56
9:48,2413,Alonzo Chatman Offensive Rebound.,57,56
9:46,2413,Alonzo Chatman made Layup.,57,58
9:17,276,C.J. Burks missed Three Point Jumper.,57,58
9:17,2413,Alonzo Chatman Defensive Rebound.,57,58
9:09,2413,Alonzo Chatman Turnover.,57,58
9:09,276,Ajdin Penava made Free Throw.,58,58
9:09,2413,Foul on Alonzo Chatman.,57,58
9:09,276,Foul on Ajdin Penava.,57,58
9:09,2413,Foul on Alonzo Chatman.,57,58
9:09,276,Ajdin Penava missed Free Throw.,58,58
9:09,276,Marshall Deadball Team Rebound.,58,58
9:00,276,Jon Elmore missed Jumper.,58,58
9:00,2413,Jordan Walker Defensive Rebound.,58,58
8:55,276,Foul on Jarrod West.,58,58
8:55,2413,Jordan Walker made Free Throw.,58,59
8:55,2413,Jordan Walker missed Free Throw.,58,59
8:55,276,Ajdin Penava Defensive Rebound.,58,59
8:52,2413,Foul on Lamontray Harris.,58,59
8:52,276,Ajdin Penava missed Free Throw.,58,59
8:52,2413,Londell King Defensive Rebound.,58,59
8:24,2413,Lamontray Harris missed Three Point Jumper.,58,59
8:24,276,Jon Elmore Defensive Rebound.,58,59
8:15,276,C.J. Burks made Three Point Jumper. Assisted by Jon Elmore.,61,59
7:59,2413,Lamontray Harris made Layup. Assisted by Adrian Hicks.,61,61
7:36,276,C.J. Burks missed Layup.,61,61
7:36,276,Jannson Williams Offensive Rebound.,61,61
7:32,276,Jannson Williams missed Layup.,61,61
7:32,2413,Londell King Block.,61,61
7:30,2413,Lamontray Harris Defensive Rebound.,61,61
7:21,2413,Jordan Walker made Three Point Jumper.,61,64
7:09,276,Jon Elmore missed Layup.,61,64
7:09,2413,Londell King Defensive Rebound.,61,64
7:01,2413,Jordan Walker missed Three Point Jumper.,61,64
7:01,276,Jannson Williams Defensive Rebound.,61,64
6:56,2413,Foul on Londell King.,61,64
6:56,2413,Official TV Timeout,61,64
6:56,276,Jannson Williams made Free Throw.,62,64
6:56,276,Jannson Williams missed Free Throw.,62,64
6:56,2413,Lamontray Harris Defensive Rebound.,62,64
6:41,2413,Lamontray Harris made Jumper. Assisted by Adrian Hicks.,62,66
6:20,276,C.J. Burks made Jumper.,64,66
5:54,2413,Adrian Hicks Turnover.,64,66
5:52,276,C.J. Burks Steal.,64,66
5:49,276,Jon Elmore made Three Point Jumper. Assisted by C.J. Burks.,67,66
5:25,276,Foul on C.J. Burks.,67,66
5:25,2413,Lamontray Harris made Free Throw.,67,67
5:25,2413,Lamontray Harris made Free Throw.,67,68
5:09,276,Jannson Williams missed Three Point Jumper.,67,68
5:09,2413,Djimon Henson Defensive Rebound.,67,68
4:58,2413,Lamontray Harris made Layup. Assisted by Djimon Henson.,67,70
4:45,276,Ajdin Penava Turnover.,67,70
4:43,2413,Jordan Walker Steal.,67,70
4:41,2413,Adrian Hicks made Layup. Assisted by Jordan Walker.,67,72
4:38,276,Marshall  Timeout,67,72
4:29,276,Ajdin Penava made Layup. Assisted by Jon Elmore.,69,72
4:18,2413,Djimon Henson Turnover.,69,72
4:16,276,Jon Elmore Steal.,69,72
4:14,2413,Foul on Lamontray Harris.,69,72
4:14,276,Ajdin Penava made Free Throw.,70,72
4:14,276,Ajdin Penava missed Free Throw.,70,72
4:14,2413,Lamontray Harris Defensive Rebound.,70,72
3:54,2413,Lamontray Harris made Layup.,70,74
3:45,276,Jon Elmore missed Three Point Jumper.,70,74
3:45,2413,Jordan Walker Defensive Rebound.,70,74
3:25,2413,Lamontray Harris missed Three Point Jumper.,70,74
3:25,276,Marshall Defensive Rebound.,70,74
3:17,2413,Foul on Djimon Henson.,70,74
3:15,2413,Official TV Timeout,70,74
3:15,276,Jon Elmore made Free Throw.,71,74
3:15,276,Jon Elmore made Free Throw.,72,74
2:53,2413,Malek Green missed Jumper.,72,74
2:53,2413,Jordan Walker Offensive Rebound.,72,74
2:48,2413,Jordan Walker Turnover.,72,74
2:47,276,Jarrod West Steal.,72,74
2:47,276,Jarrod West Turnover.,72,74
2:22,276,Foul on Jon Elmore.,72,74
2:22,2413,Djimon Henson made Free Throw.,72,75
2:22,2413,Djimon Henson made Free Throw.,72,76
2:12,2413,Foul on Malek Green.,72,76
2:12,276,C.J. Burks made Free Throw.,73,76
2:12,276,C.J. Burks made Free Throw.,74,76
2:01,2413,Adrian Hicks made Three Point Jumper.,74,79
1:45,2413,Foul on Malek Green.,74,79
1:45,276,Jon Elmore missed Free Throw.,74,79
1:45,276,Marshall Deadball Team Rebound.,74,79
1:45,276,Jon Elmore made Free Throw.,75,79
1:20,2413,Lamontray Harris missed Jumper.,75,79
1:20,276,Ajdin Penava Defensive Rebound.,75,79
1:06,276,Ajdin Penava made Layup. Assisted by Jon Elmore.,77,79
0:51,2413,Malek Green made Dunk. Assisted by Adrian Hicks.,77,81
0:39,276,Jon Elmore Turnover.,77,81
0:39,2413,Lamontray Harris Steal.,77,81
0:39,276,Foul on Dani Koljanin.,77,81
0:39,2413,Lamontray Harris made Free Throw.,77,82
0:39,2413,Lamontray Harris made Free Throw.,77,83
0:39,2413,Morehead State  Timeout,77,83
0:33,276,C.J. Burks made Layup.,79,83
0:32,276,Marshall  Timeout,79,83
0:26,2413,Adrian Hicks Turnover.,79,83
0:25,276,Jarrod West Steal.,79,83
0:16,276,Ajdin Penava missed Layup.,79,83
0:16,2413,Adrian Hicks Block.,79,83
0:16,2413,Djimon Henson Defensive Rebound.,79,83
0:16,276,Foul on Dani Koljanin.,79,83
0:16,2413,Djimon Henson made Free Throw.,79,84
0:16,2413,Djimon Henson missed Free Throw.,79,84
0:16,276,Ajdin Penava Defensive Rebound.,79,84
0:16,276,Jon Elmore made Layup.,81,84
0:14,276,Marshall  Timeout,81,84
0:08,276,Foul on Jarrod West.,81,84
0:08,2413,Djimon Henson made Free Throw.,81,85
0:08,2413,Djimon Henson made Free Throw.,81,86
0:03,276,Jon Elmore made Layup.,83,86
0:02,276,Marshall  Timeout,83,86
0:00,2413,End of Game,83,86
