Presbyterian,152,NC State,2506
6:50,2506,Reggie Dillard made Three Point Jumper. Assisted by Montenia Nelson.,30,29
6:33,152,Braxton Beverly missed Jumper.,30,29
6:33,2506,Armel TeTe Block.,30,29
6:31,2506,Montenia Nelson Defensive Rebound.,30,29
6:28,2506,Montenia Nelson made Layup.,32,29
6:10,152,Torin Dorn missed Three Point Jumper.,32,29
6:10,2506,Presbyterian Defensive Rebound.,32,29
5:38,2506,Ruben Arroyo Turnover.,32,29
5:37,152,Markell Johnson Steal.,32,29
5:33,152,Sam Hunt missed Three Point Jumper.,32,29
5:33,2506,Reggie Dillard Defensive Rebound.,32,29
5:26,2506,JC Younger made Layup. Assisted by Reggie Dillard.,34,29
4:57,152,Markell Johnson missed Three Point Jumper.,34,29
4:57,2506,Armel TeTe Defensive Rebound.,34,29
4:40,152,Foul on Sam Hunt.,34,29
4:37,152,Foul on Sam Hunt.,34,29
4:37,2506,JC Younger made Free Throw.,35,29
4:37,2506,JC Younger made Free Throw.,36,29
4:30,2506,Foul on Reggie Dillard.,36,29
4:29,2506,Foul on JC Younger.,36,29
4:29,152,Sam Hunt made Free Throw.,36,30
4:29,152,Sam Hunt made Free Throw.,36,31
4:11,2506,Reggie Dillard made Layup.,38,31
4:03,2506,Foul on Francois Lewis.,38,31
4:03,152,Markell Johnson missed Free Throw.,38,31
4:03,2506,JC Younger Defensive Rebound.,38,31
3:43,2506,Francois Lewis Turnover.,38,31
3:43,152,Official TV Timeout,38,31
3:33,152,Torin Dorn Turnover.,38,31
3:10,2506,JC Younger Turnover.,38,31
3:08,152,Allerik Freeman Steal.,38,31
3:07,2506,Foul on JC Younger.,38,31
3:07,152,Allerik Freeman missed Free Throw.,38,31
3:07,152,NC State Deadball Team Rebound.,38,31
3:07,152,Allerik Freeman made Free Throw.,38,32
3:05,152,Foul on Markell Johnson.,38,32
3:05,2506,Jaron Withers made Free Throw.,39,32
3:05,2506,Jaron Withers missed Free Throw.,39,32
3:05,2506,Francois Lewis Offensive Rebound.,39,32
2:54,2506,Reggie Dillard missed Jumper.,39,32
2:54,152,Allerik Freeman Defensive Rebound.,39,32
2:51,2506,Foul on Francois Lewis.,39,32
2:51,152,Allerik Freeman made Free Throw.,39,33
2:51,152,Allerik Freeman made Free Throw.,39,34
2:22,2506,Montenia Nelson missed Three Point Jumper.,39,34
2:22,2506,Jaron Withers Offensive Rebound.,39,34
2:07,2506,Montenia Nelson made Three Point Jumper. Assisted by Jaron Withers.,42,34
1:49,152,Sam Hunt made Jumper.,42,36
1:10,2506,Jaron Withers missed Jumper.,42,36
1:10,152,Allerik Freeman Defensive Rebound.,42,36
1:02,152,Torin Dorn missed Jumper.,42,36
1:02,2506,Jaron Withers Defensive Rebound.,42,36
0:47,2506,Reggie Dillard missed Layup.,42,36
0:47,152,Lennard Freeman Block.,42,36
0:41,2506,Armel TeTe Offensive Rebound.,42,36
0:39,2506,Armel TeTe made Layup.,44,36
0:31,152,Markell Johnson missed Jumper.,44,36
0:31,2506,Presbyterian Defensive Rebound.,44,36
0:02,2506,Davon Bell missed Three Point Jumper.,44,36
0:02,152,Torin Dorn Defensive Rebound.,44,36
0:00,152,End of 1st half,44,36
19:50,152,Torin Dorn missed Jumper.,44,36
19:50,152,Lennard Freeman Offensive Rebound.,44,36
19:44,152,Lennard Freeman made Layup.,44,38
19:28,152,Foul on Sam Hunt.,44,38
19:22,2506,Francois Lewis Turnover.,44,38
19:22,2506,Foul on Francois Lewis.,44,38
19:09,152,Lavar Batts Jr. missed Three Point Jumper.,44,38
19:09,2506,Francois Lewis Defensive Rebound.,44,38
18:53,2506,Francois Lewis missed Jumper.,44,38
18:53,152,Allerik Freeman Defensive Rebound.,44,38
18:44,152,Allerik Freeman missed Jumper.,44,38
18:44,152,Torin Dorn Offensive Rebound.,44,38
18:41,152,Torin Dorn made Two Point Tip Shot.,44,40
18:28,152,Foul on Lavar Batts Jr..,44,40
18:12,2506,Armel TeTe made Jumper. Assisted by Jaron Withers.,46,40
18:00,2506,Foul on Armel TeTe.,46,40
18:00,152,Lennard Freeman made Free Throw.,46,41
18:00,152,Lennard Freeman made Free Throw.,46,42
17:34,2506,JC Younger Turnover.,46,42
17:23,152,Markell Johnson Turnover.,46,42
17:23,2506,Jaron Withers Steal.,46,42
17:20,2506,Reggie Dillard made Three Point Jumper. Assisted by Davon Bell.,49,42
17:01,152,Lavar Batts Jr. Turnover.,49,42
16:52,2506,Reggie Dillard missed Three Point Jumper.,49,42
16:52,152,Lennard Freeman Defensive Rebound.,49,42
16:43,152,Torin Dorn made Dunk. Assisted by Markell Johnson.,49,44
16:04,2506,JC Younger missed Three Point Jumper.,49,44
16:04,152,NC State Defensive Rebound.,49,44
15:49,152,Allerik Freeman Turnover.,49,44
15:49,152,Foul on Allerik Freeman.,49,44
15:49,152,Official TV Timeout,49,44
15:38,2506,Armel TeTe Turnover.,49,44
15:27,152,Lennard Freeman made Layup. Assisted by Torin Dorn.,49,46
15:27,2506,Foul on Armel TeTe.,49,46
15:27,152,Lennard Freeman made Free Throw.,49,47
15:15,2506,Jaron Withers Turnover.,49,47
15:00,152,Markell Johnson missed Three Point Jumper.,49,47
15:00,2506,Jaron Withers Defensive Rebound.,49,47
14:31,2506,Jaron Withers Turnover.,49,47
14:30,152,Torin Dorn Steal.,49,47
14:25,152,Allerik Freeman missed Three Point Jumper.,49,47
14:25,152,Lennard Freeman Offensive Rebound.,49,47
14:23,2506,Foul on Armel TeTe.,49,47
14:23,152,Official TV Timeout,49,47
14:21,2506,Foul on Francois Lewis.,49,47
14:07,152,Allerik Freeman Turnover.,49,47
14:07,2506,Davon Bell Steal.,49,47
13:54,2506,Ruben Arroyo Turnover.,49,47
13:53,152,Lennard Freeman Steal.,49,47
13:49,152,Allerik Freeman missed Three Point Jumper.,49,47
13:49,152,Torin Dorn Offensive Rebound.,49,47
13:47,2506,Foul on Armel TeTe.,49,47
13:47,152,Torin Dorn made Free Throw.,49,48
13:47,152,Torin Dorn missed Free Throw.,49,48
13:47,2506,Presbyterian Defensive Rebound.,49,48
13:38,2506,Reggie Dillard Turnover.,49,48
13:37,152,Lennard Freeman Steal.,49,48
13:34,152,Torin Dorn made Layup. Assisted by Allerik Freeman.,49,50
13:34,2506,Foul on Reggie Dillard.,49,50
13:34,152,Torin Dorn made Free Throw.,49,51
13:08,2506,Reggie Dillard made Jumper.,51,51
13:00,152,Markell Johnson missed Layup.,51,51
13:00,2506,Reggie Dillard Defensive Rebound.,51,51
12:53,2506,JC Younger missed Three Point Jumper.,51,51
12:53,152,Lennard Freeman Defensive Rebound.,51,51
12:45,2506,Foul on Reggie Dillard.,51,51
12:45,152,Allerik Freeman made Free Throw.,51,52
12:45,152,Allerik Freeman made Free Throw.,51,53
12:35,2506,Montenia Nelson Turnover.,51,53
12:34,152,Lavar Batts Jr. Steal.,51,53
12:31,152,Torin Dorn made Dunk. Assisted by Lavar Batts Jr..,51,55
11:53,2506,Davon Bell missed Three Point Jumper.,51,55
11:53,152,NC State Deadball Team Rebound.,51,55
11:46,152,Official TV Timeout,51,55
11:36,152,Omer Yurtseven made Layup. Assisted by Torin Dorn.,51,57
11:17,152,Foul on Braxton Beverly.,51,57
11:03,2506,Reggie Dillard Turnover.,51,57
11:03,152,Lavar Batts Jr. Steal.,51,57
10:59,152,Lavar Batts Jr. made Layup.,51,59
10:52,152,Foul on Braxton Beverly.,51,59
10:35,2506,Davon Bell missed Layup.,51,59
10:35,152,Omer Yurtseven Block.,51,59
10:34,152,NC State Defensive Rebound.,51,59
10:16,152,Braxton Beverly missed Three Point Jumper.,51,59
10:16,2506,Reggie Dillard Defensive Rebound.,51,59
10:00,152,Foul on Braxton Beverly.,51,59
9:46,2506,Reggie Dillard missed Three Point Jumper.,51,59
9:46,152,Sam Hunt Defensive Rebound.,51,59
9:37,152,Allerik Freeman made Layup. Assisted by Braxton Beverly.,51,61
9:21,2506,Ruben Arroyo Turnover.,51,61
9:20,152,Sam Hunt Steal.,51,61
9:18,152,Sam Hunt Turnover.,51,61
9:17,2506,Ruben Arroyo Steal.,51,61
9:14,2506,Reggie Dillard made Dunk. Assisted by Ruben Arroyo.,53,61
8:48,152,Allerik Freeman made Three Point Jumper.,53,64
8:27,152,Foul on Braxton Beverly.,53,64
8:27,2506,Reggie Dillard made Free Throw.,54,64
8:27,2506,Reggie Dillard made Free Throw.,55,64
8:08,152,Sam Hunt missed Three Point Jumper.,55,64
8:08,2506,Presbyterian Defensive Rebound.,55,64
8:07,152,Foul on Omer Yurtseven.,55,64
8:07,2506,Reggie Dillard made Free Throw.,56,64
8:07,2506,Reggie Dillard made Free Throw.,57,64
7:54,152,Omer Yurtseven made Dunk. Assisted by Markell Johnson.,57,66
7:31,2506,Reggie Dillard missed Layup.,57,66
7:31,152,Omer Yurtseven Block.,57,66
7:30,2506,Francois Lewis Offensive Rebound.,57,66
7:27,2506,Francois Lewis made Layup.,59,66
7:18,152,Omer Yurtseven made Dunk. Assisted by Markell Johnson.,59,68
6:51,152,Foul on Torin Dorn.,59,68
6:51,152,Official TV Timeout,59,68
6:51,2506,JC Younger made Free Throw.,60,68
6:51,2506,JC Younger made Free Throw.,61,68
6:33,152,Omer Yurtseven missed Jumper.,61,68
6:33,152,Omer Yurtseven Offensive Rebound.,61,68
6:29,152,Omer Yurtseven missed Jumper.,61,68
6:29,2506,Presbyterian Defensive Rebound.,61,68
6:29,152,Foul on Torin Dorn.,61,68
6:29,2506,Jaron Withers made Free Throw.,62,68
6:29,2506,Jaron Withers missed Free Throw.,62,68
6:29,2506,Reggie Dillard Offensive Rebound.,62,68
6:18,152,Foul on Allerik Freeman.,62,68
6:18,2506,Jaron Withers made Free Throw.,63,68
6:18,2506,Jaron Withers made Free Throw.,64,68
5:59,152,Torin Dorn missed Three Point Jumper.,64,68
5:59,152,Lennard Freeman Offensive Rebound.,64,68
5:55,152,Lennard Freeman made Layup.,64,70
5:54,2506,Foul on Ruben Arroyo.,64,70
5:54,152,Lennard Freeman made Free Throw.,64,71
5:44,2506,JC Younger Turnover.,64,71
5:32,2506,Foul on Ruben Arroyo.,64,71
5:32,152,Lennard Freeman made Free Throw.,64,72
5:32,152,Lennard Freeman missed Free Throw.,64,72
5:32,2506,Reggie Dillard Defensive Rebound.,64,72
5:03,2506,Francois Lewis Turnover.,64,72
5:02,152,Markell Johnson Steal.,64,72
4:59,2506,Foul on Reggie Dillard.,64,72
4:59,152,Torin Dorn made Free Throw.,64,73
4:59,152,Torin Dorn made Free Throw.,64,74
4:39,2506,Francois Lewis missed Jumper.,64,74
4:39,2506,Reggie Dillard Offensive Rebound.,64,74
4:31,2506,Davon Bell made Layup.,66,74
4:21,152,Allerik Freeman missed Jumper.,66,74
4:21,152,Torin Dorn Offensive Rebound.,66,74
4:19,152,Torin Dorn made Two Point Tip Shot.,66,76
3:53,2506,Jaron Withers missed Layup.,66,76
3:53,152,Lennard Freeman Block.,66,76
3:51,2506,Francois Lewis Offensive Rebound.,66,76
3:48,2506,Francois Lewis missed Layup.,66,76
3:48,152,Sam Hunt Defensive Rebound.,66,76
3:43,152,Markell Johnson made Dunk.,66,78
3:28,152,Foul on Sam Hunt.,66,78
3:28,152,Official TV Timeout,66,78
3:28,2506,Reggie Dillard made Free Throw.,67,78
3:28,2506,Reggie Dillard made Free Throw.,68,78
3:15,152,Lennard Freeman missed Layup.,68,78
3:15,2506,Davon Bell Block.,68,78
3:14,152,NC State Offensive Rebound.,68,78
3:11,152,Lavar Batts Jr. made Layup.,68,80
2:38,2506,Ethan Kay missed Three Point Jumper.,68,80
2:38,152,Torin Dorn Defensive Rebound.,68,80
2:28,152,Lennard Freeman made Layup. Assisted by Markell Johnson.,68,82
2:19,2506,Presbyterian  Timeout,68,82
2:03,2506,Francois Lewis missed Layup.,68,82
2:03,152,Lennard Freeman Defensive Rebound.,68,82
1:35,152,Markell Johnson made Jumper.,68,84
1:04,2506,JC Younger Turnover.,68,84
1:03,152,Markell Johnson Steal.,68,84
1:01,152,Markell Johnson made Dunk.,68,86
0:45,2506,JC Younger Turnover.,68,86
0:44,152,Lavar Batts Jr. Steal.,68,86
0:17,152,Lennard Freeman missed Dunk.,68,86
0:17,2506,Reggie Dillard Defensive Rebound.,68,86
0:14,2506,Reggie Dillard Turnover.,68,86
0:13,152,Markell Johnson Steal.,68,86
0:00,152,End of Game,68,86
