Missouri,254,Utah,142
3:24,142,Kassius Robertson made Free Throw.,15,23
3:24,142,Kassius Robertson made Free Throw.,16,23
3:01,254,Sedrick Barefield missed Jumper.,16,23
3:01,254,Tyler Rawson Offensive Rebound.,16,23
2:56,254,Tyler Rawson made Two Point Tip Shot.,16,25
2:47,142,Blake Harris Turnover.,16,25
2:33,254,Tyler Rawson made Dunk. Assisted by Sedrick Barefield.,16,27
2:12,142,Terrence Phillips missed Jumper.,16,27
2:12,142,Kevin Puryear Offensive Rebound.,16,27
2:06,142,Terrence Phillips made Three Point Jumper. Assisted by Kassius Robertson.,19,27
1:43,142,Foul on Terrence Phillips.,19,27
1:43,254,Donnie Tillman made Free Throw.,19,28
1:43,254,Donnie Tillman made Free Throw.,19,29
1:26,142,Jordan Barnett missed Three Point Jumper.,19,29
1:26,254,Jayce Johnson Defensive Rebound.,19,29
1:12,254,Donnie Tillman made Three Point Jumper. Assisted by Sedrick Barefield.,19,32
1:04,142,Missouri  Timeout,19,32
0:57,142,Blake Harris missed Layup.,19,32
0:57,254,Jayce Johnson Block.,19,32
0:57,142,Missouri Offensive Rebound.,19,32
0:57,254,Utah  Timeout,19,32
0:42,254,Foul on Donnie Tillman.,19,32
0:42,142,Reed Nikko missed Free Throw.,19,32
0:42,142,Missouri Deadball Team Rebound.,19,32
0:42,142,Reed Nikko missed Free Throw.,19,32
0:42,254,Donnie Tillman Defensive Rebound.,19,32
0:19,254,Tyler Rawson made Three Point Jumper. Assisted by Sedrick Barefield.,19,35
0:07,142,Kassius Robertson missed Three Point Jumper.,19,35
0:07,142,Jordan Barnett Offensive Rebound.,19,35
0:02,142,Kassius Robertson missed Three Point Jumper.,19,35
0:02,254,Donnie Tillman Defensive Rebound.,19,35
0:00,254,End of 1st half,19,35
19:49,254,Gabe Bealer made Layup. Assisted by David Collette.,19,37
19:28,142,Kevin Puryear made Jumper.,21,37
19:13,254,Justin Bibbins made Three Point Jumper.,21,40
18:57,142,Jordan Barnett missed Three Point Jumper.,21,40
18:57,254,Justin Bibbins Defensive Rebound.,21,40
18:45,254,Gabe Bealer made Three Point Jumper. Assisted by Sedrick Barefield.,21,43
18:32,142,Jordan Barnett made Dunk. Assisted by Terrence Phillips.,23,43
18:11,142,Foul on Terrence Phillips.,23,43
18:11,254,David Collette made Free Throw.,23,44
18:11,254,David Collette made Free Throw.,23,45
17:51,142,Kevin Puryear made Three Point Jumper. Assisted by Jordan Geist.,26,45
17:35,142,Foul on Jeremiah Tilmon.,26,45
17:35,254,David Collette made Free Throw.,26,46
17:35,254,David Collette missed Free Throw.,26,46
17:35,142,Jordan Barnett Defensive Rebound.,26,46
17:24,142,Foul on Jeremiah Tilmon.,26,46
17:24,142,Jeremiah Tilmon Turnover.,26,46
17:06,254,Tyler Rawson made Three Point Jumper. Assisted by Gabe Bealer.,26,49
16:48,254,Foul on Tyler Rawson.,26,49
16:35,142,Jontay Porter missed Three Point Jumper.,26,49
16:35,254,Tyler Rawson Defensive Rebound.,26,49
16:22,254,David Collette made Dunk.,26,51
16:09,142,Kevin Puryear Turnover.,26,51
16:09,254,David Collette missed Jumper.,26,51
16:09,142,Jordan Geist Defensive Rebound.,26,51
15:32,142,Jordan Geist made Three Point Jumper. Assisted by Jontay Porter.,29,51
15:29,142,Foul on Jordan Geist.,29,51
15:29,254,Official TV Timeout,29,51
15:01,254,Sedrick Barefield missed Layup.,29,51
15:01,142,Jordan Geist Defensive Rebound.,29,51
14:43,142,Jontay Porter missed Layup.,29,51
14:43,254,Tyler Rawson Block.,29,51
14:42,254,Jayce Johnson Defensive Rebound.,29,51
14:28,254,Jayce Johnson missed Jumper.,29,51
14:28,142,Jontay Porter Block.,29,51
14:27,142,Kassius Robertson Defensive Rebound.,29,51
14:21,142,Jontay Porter missed Three Point Jumper.,29,51
14:21,254,Donnie Tillman Defensive Rebound.,29,51
14:04,254,Justin Bibbins missed Three Point Jumper.,29,51
14:04,142,Reed Nikko Defensive Rebound.,29,51
13:56,142,Jordan Barnett missed Three Point Jumper.,29,51
13:56,254,Jayce Johnson Defensive Rebound.,29,51
13:34,254,Sedrick Barefield made Three Point Jumper.,29,54
13:14,254,Foul on Jayce Johnson.,29,54
13:14,142,Jontay Porter made Free Throw.,30,54
13:14,142,Jontay Porter made Free Throw.,31,54
12:50,142,Kevin Puryear Defensive Rebound.,31,54
12:50,254,Sedrick Barefield missed Three Point Jumper.,31,54
12:34,254,Foul on Jayce Johnson.,31,54
12:34,142,Jeremiah Tilmon missed Free Throw.,31,54
12:34,142,Missouri Deadball Team Rebound.,31,54
12:34,142,Jeremiah Tilmon made Free Throw.,32,54
12:30,142,Foul on Terrence Phillips.,32,54
12:14,254,Parker Van Dyke made Three Point Jumper. Assisted by Justin Bibbins.,32,57
12:02,254,Foul on Parker Van Dyke.,32,57
11:57,142,Kassius Robertson made Layup.,34,57
11:57,254,Foul on David Collette.,34,57
11:57,254,Official TV Timeout,34,57
11:57,142,Kassius Robertson made Free Throw.,35,57
11:43,254,David Collette made Layup. Assisted by Justin Bibbins.,35,59
11:32,142,Blake Harris made Jumper.,37,59
11:15,254,David Collette missed Jumper.,37,59
11:15,254,Donnie Tillman Offensive Rebound.,37,59
11:13,254,Donnie Tillman missed Two Point Tip Shot.,37,59
11:13,142,Kevin Puryear Defensive Rebound.,37,59
11:05,142,Cullen VanLeer missed Three Point Jumper.,37,59
11:05,142,Missouri Offensive Rebound.,37,59
10:52,142,Kassius Robertson made Jumper.,39,59
10:20,254,David Collette missed Jumper.,39,59
10:20,142,Cullen VanLeer Defensive Rebound.,39,59
10:09,142,Jontay Porter Turnover.,39,59
10:09,254,Gabe Bealer Turnover.,39,59
9:52,142,Jeremiah Tilmon missed Jumper.,39,59
9:52,254,Gabe Bealer Defensive Rebound.,39,59
9:44,254,Parker Van Dyke missed Three Point Jumper.,39,59
9:44,142,Jordan Geist Defensive Rebound.,39,59
9:40,254,Foul on Jayce Johnson.,39,59
9:29,142,Jontay Porter missed Three Point Jumper.,39,59
9:29,254,Sedrick Barefield Defensive Rebound.,39,59
9:10,254,David Collette made Layup.,39,61
8:50,142,Jordan Barnett missed Three Point Jumper.,39,61
8:50,254,Sedrick Barefield Defensive Rebound.,39,61
8:35,254,Sedrick Barefield missed Jumper.,39,61
8:35,142,Jontay Porter Defensive Rebound.,39,61
8:26,254,Foul on Sedrick Barefield.,39,61
8:26,142,Jordan Geist missed Free Throw.,39,61
8:26,142,Missouri Deadball Team Rebound.,39,61
8:26,142,Jordan Geist made Free Throw.,40,61
8:11,254,David Collette missed Layup.,40,61
8:11,142,Reed Nikko Defensive Rebound.,40,61
7:59,142,Blake Harris missed Three Point Jumper.,40,61
7:59,254,Justin Bibbins Defensive Rebound.,40,61
7:53,142,Foul on Blake Harris.,40,61
7:53,254,Official TV Timeout,40,61
7:37,254,David Collette missed Layup.,40,61
7:37,142,Jontay Porter Defensive Rebound.,40,61
7:28,142,Reed Nikko made Layup. Assisted by Kassius Robertson.,42,61
7:28,254,Foul on Tyler Rawson.,42,61
7:28,142,Reed Nikko missed Free Throw.,42,61
7:28,254,Donnie Tillman Defensive Rebound.,42,61
7:04,254,Tyler Rawson missed Three Point Jumper.,42,61
7:04,254,Donnie Tillman Offensive Rebound.,42,61
6:58,254,Sedrick Barefield missed Three Point Jumper.,42,61
6:58,142,Jontay Porter Defensive Rebound.,42,61
6:48,142,Foul on Kassius Robertson.,42,61
6:48,142,Kassius Robertson Turnover.,42,61
6:22,254,Tyler Rawson made Layup.,42,63
6:04,142,Reed Nikko made Dunk. Assisted by Kassius Robertson.,44,63
5:37,254,Donnie Tillman missed Three Point Jumper.,44,63
5:37,142,Jontay Porter Defensive Rebound.,44,63
5:28,142,Reed Nikko missed Layup.,44,63
5:28,254,Donnie Tillman Block.,44,63
5:28,142,Missouri Offensive Rebound.,44,63
5:20,254,Foul on Justin Bibbins.,44,63
5:20,142,Terrence Phillips missed Free Throw.,44,63
5:20,254,Donnie Tillman Defensive Rebound.,44,63
4:51,254,Justin Bibbins made Layup.,44,65
4:39,142,Kevin Puryear made Dunk. Assisted by Kassius Robertson.,46,65
4:20,142,Foul on Jontay Porter.,46,65
4:20,254,David Collette made Free Throw.,46,66
4:20,254,David Collette made Free Throw.,46,67
4:12,142,Kassius Robertson missed Three Point Jumper.,46,67
4:12,142,Jeremiah Tilmon Offensive Rebound.,46,67
4:09,254,Foul on David Collette.,46,67
4:09,142,Jeremiah Tilmon missed Free Throw.,46,67
4:09,142,Missouri Deadball Team Rebound.,46,67
4:09,142,Jeremiah Tilmon made Free Throw.,47,67
3:49,254,Justin Bibbins missed Three Point Jumper.,47,67
3:49,254,Jayce Johnson Offensive Rebound.,47,67
3:48,142,Foul on Jeremiah Tilmon.,47,67
3:48,254,Official TV Timeout,47,67
3:48,254,Jayce Johnson made Free Throw.,47,68
3:48,254,Jayce Johnson made Free Throw.,47,69
3:37,142,Jordan Geist missed Layup.,47,69
3:37,254,Jayce Johnson Defensive Rebound.,47,69
3:21,254,Justin Bibbins made Jumper.,47,71
3:10,254,Foul on Gabe Bealer.,47,71
3:10,142,Kassius Robertson made Free Throw.,48,71
3:10,142,Kassius Robertson made Free Throw.,49,71
3:03,254,Gabe Bealer made Layup.,49,73
2:53,142,Jordan Geist made Three Point Jumper. Assisted by Kassius Robertson.,52,73
2:27,254,Jayce Johnson made Layup. Assisted by Sedrick Barefield.,52,75
2:18,142,Kassius Robertson made Three Point Jumper. Assisted by Jordan Geist.,55,75
1:45,254,Jayce Johnson made Layup. Assisted by Sedrick Barefield.,55,77
1:42,254,Utah  Timeout,55,77
1:33,142,Jordan Geist missed Three Point Jumper.,55,77
1:33,254,Kolbe Caldwell Defensive Rebound.,55,77
1:00,254,Utah  Turnover.,55,77
0:46,254,Foul on Kolbe Caldwell.,55,77
0:46,142,Kevin Puryear made Free Throw.,56,77
0:46,142,Kevin Puryear made Free Throw.,57,77
0:25,254,Parker Van Dyke missed Three Point Jumper.,57,77
0:25,142,Blake Harris Defensive Rebound.,57,77
0:17,142,Kevin Puryear made Layup. Assisted by Blake Harris.,59,77
0:00,254,End of Game,59,77
