Florida State,45,George Washington,52
14:46,52,Dwayne Bacon missed Jumper.,5,5
14:46,45,Collin Smith Defensive Rebound.,5,5
14:39,45,Jump Ball won by George Washington,5,5
14:19,45,Matt Hart missed Jumper.,5,5
14:19,52,Dwayne Bacon Defensive Rebound.,5,5
14:12,52,Xavier Rathan-Mayes made Three Point Jumper. Assisted by Jarquez Smith.,8,5
14:00,45,Jaren Sina missed Jumper.,8,5
14:00,45,Arnaldo Toro Offensive Rebound.,8,5
14:00,45,Arnaldo Toro missed Layup.,8,5
14:00,52,Jarquez Smith Defensive Rebound.,8,5
13:46,52,Dwayne Bacon missed Three Point Jumper.,8,5
13:46,45,Arnaldo Toro Defensive Rebound.,8,5
13:17,45,Arnaldo Toro missed Three Point Jumper.,8,5
13:17,52,Xavier Rathan-Mayes Defensive Rebound.,8,5
13:10,52,Christ Koumadje made Dunk. Assisted by Xavier Rathan-Mayes.,10,5
12:51,45,Tyler Cavanaugh Turnover.,10,5
12:46,52,Phil Cofer missed Jumper.,10,5
12:46,45,Tyler Cavanaugh Defensive Rebound.,10,5
12:22,45,Collin Smith Turnover.,10,5
12:22,52,CJ Walker Steal.,10,5
12:17,52,CJ Walker made Layup.,12,5
12:00,52,Foul on Christ Koumadje.,12,5
12:00,45,Kevin Marfo made Free Throw.,12,6
12:00,45,Kevin Marfo made Free Throw.,12,7
11:45,52,CJ Walker missed Three Point Jumper.,12,7
11:45,52,Michael Ojo Offensive Rebound.,12,7
11:30,52,Braian Angola-Rodas made Three Point Jumper. Assisted by Trent Forrest.,15,7
10:55,45,Tyler Cavanaugh made Three Point Jumper.,15,10
10:39,52,Phil Cofer missed Jumper.,15,10
10:39,45,Tyler Cavanaugh Defensive Rebound.,15,10
10:32,45,Jordan Roland missed Three Point Jumper.,15,10
10:32,45,Collin Smith Offensive Rebound.,15,10
10:17,52,Foul on Braian Angola-Rodas.,15,10
10:16,45,Official TV Timeout,15,10
10:01,45,Jaren Sina missed Three Point Jumper.,15,10
10:01,45,Jordan Roland Offensive Rebound.,15,10
9:50,45,Jordan Roland Turnover.,15,10
9:37,52,CJ Walker Turnover.,15,10
9:37,45,Kevin Marfo Steal.,15,10
9:29,45,Kevin Marfo Turnover.,15,10
9:07,52,Phil Cofer made Layup. Assisted by Trent Forrest.,17,10
8:48,45,Tyler Cavanaugh missed Jumper.,17,10
8:48,52,Michael Ojo Defensive Rebound.,17,10
8:48,45,Foul on Kevin Marfo.,17,10
8:36,52,Phil Cofer missed Jumper.,17,10
8:36,45,Collin Smith Defensive Rebound.,17,10
8:03,45,Jair Bolden missed Three Point Jumper.,17,10
8:03,52,Phil Cofer Defensive Rebound.,17,10
7:56,52,Dwayne Bacon missed Jumper.,17,10
7:56,52,Dwayne Bacon Offensive Rebound.,17,10
7:48,45,Foul on Collin Smith.,17,10
7:48,45,Official TV Timeout,17,10
7:48,52,Dwayne Bacon missed Free Throw.,17,10
7:48,52,Florida St Deadball Team Rebound.,17,10
7:48,52,Dwayne Bacon made Free Throw.,18,10
7:44,45,Jair Bolden Turnover.,18,10
7:44,52,Braian Angola-Rodas Steal.,18,10
7:29,52,Terance Mann made Jumper.,20,10
7:15,45,Jair Bolden Turnover.,20,10
7:15,52,Xavier Rathan-Mayes Steal.,20,10
7:11,52,Xavier Rathan-Mayes missed Layup.,20,10
7:11,45,Tyler Cavanaugh Defensive Rebound.,20,10
7:04,45,Matt Hart missed Jumper.,20,10
7:04,52,Terance Mann Defensive Rebound.,20,10
6:52,52,Xavier Rathan-Mayes Turnover.,20,10
6:52,45,Collin Goss Steal.,20,10
6:46,52,Foul on Xavier Rathan-Mayes.,20,10
6:34,45,Kevin Marfo made Dunk. Assisted by Jaren Sina.,20,12
6:13,52,Xavier Rathan-Mayes made Three Point Jumper. Assisted by Terance Mann.,23,12
5:56,45,Arnaldo Toro missed Jumper.,23,12
5:56,45,Jaren Sina Offensive Rebound.,23,12
5:44,45,Kevin Marfo missed Layup.,23,12
5:44,52,Jarquez Smith Block.,23,12
5:44,45,Kevin Marfo Offensive Rebound.,23,12
5:44,45,Kevin Marfo missed Layup.,23,12
5:44,52,Dwayne Bacon Defensive Rebound.,23,12
5:44,52,Xavier Rathan-Mayes missed Three Point Jumper.,23,12
5:44,45,Jaren Sina Defensive Rebound.,23,12
5:29,45,Jaren Sina missed Layup.,23,12
5:29,52,Dwayne Bacon Defensive Rebound.,23,12
5:20,45,Foul on Arnaldo Toro.,23,12
5:01,52,Dwayne Bacon missed Three Point Jumper.,23,12
5:01,45,Collin Goss Defensive Rebound.,23,12
4:43,45,Collin Goss missed Jumper.,23,12
4:43,52,Florida St Defensive Rebound.,23,12
4:22,52,CJ Walker Turnover.,23,12
4:22,45,Matt Hart Steal.,23,12
3:56,45,Matt Hart Turnover.,23,12
3:55,45,Official TV Timeout,23,12
3:44,52,Christ Koumadje made Dunk. Assisted by Xavier Rathan-Mayes.,25,12
3:24,45,Jordan Roland Turnover.,25,12
3:24,52,Terance Mann Steal.,25,12
3:18,52,Xavier Rathan-Mayes missed Three Point Jumper.,25,12
3:18,45,Tyler Cavanaugh Defensive Rebound.,25,12
2:54,45,Jordan Roland missed Jumper.,25,12
2:54,52,Christ Koumadje Defensive Rebound.,25,12
2:48,45,Foul on Kevin Marfo.,25,12
2:45,52,Trent Forrest made Jumper. Assisted by Terance Mann.,27,12
2:11,52,Foul on CJ Walker.,27,12
2:11,45,Tyler Cavanaugh made Free Throw.,27,13
2:11,45,Tyler Cavanaugh missed Free Throw.,27,13
2:11,52,Xavier Rathan-Mayes Defensive Rebound.,27,13
2:09,52,Trent Forrest missed Jumper.,27,13
2:09,52,Christ Koumadje Offensive Rebound.,27,13
2:09,52,Christ Koumadje made Two Point Tip Shot.,29,13
1:56,52,Foul on Trent Forrest.,29,13
1:56,45,Jaren Sina made Free Throw.,29,14
1:56,45,Jaren Sina missed Free Throw.,29,14
1:56,52,Christ Koumadje Defensive Rebound.,29,14
1:42,52,Terance Mann missed Jumper.,29,14
1:42,52,Terance Mann Offensive Rebound.,29,14
1:42,45,George Washington Defensive Rebound.,29,14
1:24,45,Jordan Roland missed Three Point Jumper.,29,14
1:24,52,Terance Mann Defensive Rebound.,29,14
1:18,52,Terance Mann missed Jumper.,29,14
1:18,52,Trent Forrest Offensive Rebound.,29,14
1:18,52,Trent Forrest missed Layup.,29,14
1:18,45,Collin Goss Defensive Rebound.,29,14
1:08,45,Kevin Marfo made Dunk. Assisted by Jaren Sina.,29,16
0:55,52,PJ Savoy made Three Point Jumper. Assisted by CJ Walker.,32,16
0:44,45,George Washington  Timeout,32,16
0:42,45,Jordan Roland made Three Point Jumper. Assisted by Tyler Cavanaugh.,32,19
0:30,52,Florida St  Timeout,32,19
0:12,52,CJ Walker made Three Point Jumper. Assisted by Trent Forrest.,35,19
0:06,45,Jaren Sina Turnover.,35,19
0:06,52,CJ Walker Steal.,35,19
0:00,45,End of 1st half,35,19
20:00,52,Jump Ball won by Florida St,35,19
19:42,52,Terance Mann missed Jumper.,35,19
19:42,45,Collin Smith Defensive Rebound.,35,19
19:28,45,Arnaldo Toro missed Jumper.,35,19
19:28,52,Terance Mann Defensive Rebound.,35,19
18:56,52,Xavier Rathan-Mayes made Jumper.,37,19
18:38,45,Collin Smith missed Three Point Jumper.,37,19
18:38,45,Arnaldo Toro Offensive Rebound.,37,19
18:11,52,Foul on Terance Mann.,37,19
18:04,45,Tyler Cavanaugh missed Three Point Jumper.,37,19
18:04,52,Xavier Rathan-Mayes Defensive Rebound.,37,19
17:54,52,Dwayne Bacon Turnover.,37,19
17:51,45,Jaren Sina missed Layup.,37,19
17:51,52,Michael Ojo Block.,37,19
17:51,45,Jaren Sina Offensive Rebound.,37,19
17:39,45,Tyler Cavanaugh missed Jumper.,37,19
17:35,45,Matt Hart made Layup.,37,21
17:35,45,Matt Hart Offensive Rebound.,37,19
17:28,52,Michael Ojo made Dunk. Assisted by Xavier Rathan-Mayes.,39,21
17:28,45,Jaren Sina missed Jumper.,39,21
17:28,45,George Washington Offensive Rebound.,39,21
17:28,52,Foul on Michael Ojo.,39,21
17:04,45,Kevin Marfo missed Free Throw.,39,21
17:04,45,George Washington Deadball Team Rebound.,39,21
17:04,45,Kevin Marfo missed Free Throw.,39,21
17:04,52,Phil Cofer Defensive Rebound.,39,21
16:47,52,Terance Mann made Jumper. Assisted by Xavier Rathan-Mayes.,41,21
16:15,45,Collin Smith Turnover.,41,21
16:10,52,Dwayne Bacon made Jumper. Assisted by Jarquez Smith.,43,21
15:50,45,Jaren Sina missed Jumper.,43,21
15:50,45,Arnaldo Toro Offensive Rebound.,43,21
15:50,52,Foul on Jarquez Smith.,43,21
15:46,45,Official TV Timeout,43,21
15:32,45,Tyler Cavanaugh missed Jumper.,43,21
15:32,52,Phil Cofer Defensive Rebound.,43,21
15:19,45,Foul on Kevin Marfo.,43,21
15:18,52,Dwayne Bacon missed Jumper.,43,21
15:18,52,CJ Walker Offensive Rebound.,43,21
15:14,52,CJ Walker made Layup.,45,21
15:14,45,Foul on Arnaldo Toro.,45,21
15:14,52,CJ Walker made Free Throw.,46,21
14:53,45,Matt Hart Turnover.,46,21
14:53,52,Terance Mann Steal.,46,21
14:49,52,CJ Walker missed Three Point Jumper.,46,21
14:49,45,Collin Smith Defensive Rebound.,46,21
14:42,45,Jaren Sina missed Jumper.,46,21
14:42,52,Jarquez Smith Defensive Rebound.,46,21
14:40,45,Foul on Tyler Cavanaugh.,46,21
14:34,52,Dwayne Bacon made Layup.,48,21
14:34,45,Foul on Tyler Cavanaugh.,48,21
14:34,52,Dwayne Bacon made Free Throw.,49,21
14:21,45,Matt Hart missed Three Point Jumper.,49,21
14:21,45,Kevin Marfo Offensive Rebound.,49,21
14:14,52,Foul on Jarquez Smith.,49,21
14:14,45,Tyler Cavanaugh made Free Throw.,49,22
14:14,45,Tyler Cavanaugh made Free Throw.,49,23
13:59,52,Jarquez Smith missed Jumper.,49,23
13:59,52,Jarquez Smith Offensive Rebound.,49,23
13:55,52,Jarquez Smith missed Layup.,49,23
13:55,45,Jaren Sina Defensive Rebound.,49,23
13:49,45,Tyler Cavanaugh missed Jumper.,49,23
13:49,52,Dwayne Bacon Defensive Rebound.,49,23
13:39,52,Jarquez Smith made Dunk. Assisted by Terance Mann.,51,23
13:23,45,Tyler Cavanaugh Turnover.,51,23
13:23,52,CJ Walker Steal.,51,23
13:17,52,Jarquez Smith missed Layup.,51,23
13:17,52,Braian Angola-Rodas Offensive Rebound.,51,23
13:11,52,Braian Angola-Rodas missed Three Point Jumper.,51,23
13:11,45,Jair Bolden Block.,51,23
13:11,52,Dwayne Bacon Offensive Rebound.,51,23
12:53,52,Jarquez Smith missed Jumper.,51,23
12:53,45,Matt Hart Defensive Rebound.,51,23
12:44,45,Matt Hart missed Layup.,51,23
12:44,45,Tyler Cavanaugh Offensive Rebound.,51,23
12:44,45,Kevin Marfo missed Layup.,51,23
12:44,45,Tyler Cavanaugh Offensive Rebound.,51,23
12:44,45,Tyler Cavanaugh made Two Point Tip Shot.,51,25
12:27,52,CJ Walker made Layup.,53,25
12:27,45,Foul on Jordan Roland.,53,25
12:26,52,CJ Walker made Free Throw.,54,25
12:15,45,Kevin Marfo Turnover.,54,25
12:15,52,Trent Forrest Steal.,54,25
11:57,52,Christ Koumadje made Layup. Assisted by PJ Savoy.,56,25
11:43,45,Jordan Roland missed Three Point Jumper.,56,25
11:43,45,George Washington Offensive Rebound.,56,25
11:42,45,Official TV Timeout,56,25
11:40,45,Jordan Roland made Jumper. Assisted by Jair Bolden.,56,27
11:21,52,PJ Savoy made Three Point Jumper. Assisted by Xavier Rathan-Mayes.,59,27
10:58,45,Tyler Cavanaugh missed Jumper.,59,27
10:58,52,Brandon Allen Defensive Rebound.,59,27
10:54,45,Foul on Tyler Cavanaugh.,59,27
10:37,52,Brandon Allen Turnover.,59,27
10:18,45,Jair Bolden missed Three Point Jumper.,59,27
10:18,52,Xavier Rathan-Mayes Defensive Rebound.,59,27
10:00,52,Christ Koumadje missed Layup.,59,27
10:00,45,Collin Goss Block.,59,27
10:00,52,Trent Forrest Offensive Rebound.,59,27
10:00,52,PJ Savoy missed Jumper.,59,27
10:00,45,Justin Williams Defensive Rebound.,59,27
9:41,52,Foul on Brandon Allen.,59,27
9:41,45,Kevin Marfo missed Free Throw.,59,27
9:41,45,George Washington Deadball Team Rebound.,59,27
9:41,45,Kevin Marfo made Free Throw.,59,28
9:41,52,PJ Savoy Turnover.,59,28
9:13,45,Collin Smith missed Three Point Jumper.,59,28
9:13,52,Xavier Rathan-Mayes Defensive Rebound.,59,28
9:04,52,Xavier Rathan-Mayes Turnover.,59,28
9:04,45,Collin Smith Steal.,59,28
8:58,45,Kevin Marfo made Dunk. Assisted by Jair Bolden.,59,30
8:35,52,Xavier Rathan-Mayes made Three Point Jumper.,62,30
8:22,45,Arnaldo Toro missed Three Point Jumper.,62,30
8:22,52,Xavier Rathan-Mayes Defensive Rebound.,62,30
8:07,52,Xavier Rathan-Mayes missed Layup.,62,30
8:07,45,Collin Smith Defensive Rebound.,62,30
8:01,45,Justin Williams missed Three Point Jumper.,62,30
8:01,45,Arnaldo Toro Offensive Rebound.,62,30
8:01,52,Foul on PJ Savoy.,62,30
8:01,45,Foul on Justin Williams.,62,30
8:01,45,Justin Williams Turnover.,62,30
7:47,52,PJ Savoy missed Three Point Jumper.,62,30
7:47,45,Arnaldo Toro Defensive Rebound.,62,30
7:40,52,Foul on PJ Savoy.,62,30
7:39,45,Official TV Timeout,62,30
7:38,45,Collin Smith missed Jumper.,62,30
7:38,52,PJ Savoy Defensive Rebound.,62,30
7:24,52,Brandon Allen made Three Point Jumper. Assisted by Trent Forrest.,65,30
7:00,52,Foul on Michael Ojo.,65,30
7:00,45,Jaren Sina made Free Throw.,65,32
7:00,45,Jaren Sina made Free Throw.,65,31
7:00,52,Brandon Allen missed Jumper.,65,32
7:00,45,Jaren Sina Defensive Rebound.,65,32
6:52,45,Jaren Sina made Three Point Jumper.,65,35
6:24,52,CJ Walker missed Jumper.,65,35
6:24,45,Justin Williams Block.,65,35
6:24,52,Florida St Offensive Rebound.,65,35
6:13,52,Terance Mann missed Three Point Jumper.,65,35
6:13,45,Justin Williams Defensive Rebound.,65,35
6:06,45,Adam Mitola Turnover.,65,35
6:06,52,Trent Forrest Steal.,65,35
6:03,52,Dwayne Bacon made Dunk. Assisted by Trent Forrest.,67,35
5:38,45,Adam Mitola missed Three Point Jumper.,67,35
5:38,45,Kevin Marfo Offensive Rebound.,67,35
5:33,45,Kevin Marfo made Layup.,67,37
5:33,52,Foul on Braian Angola-Rodas.,67,37
5:33,45,Kevin Marfo made Free Throw.,67,38
5:08,52,Foul on Terance Mann.,67,38
5:08,52,Terance Mann Turnover.,67,38
4:54,45,Adam Mitola missed Jumper.,67,38
4:54,52,Christ Koumadje Block.,67,38
4:54,45,George Washington Offensive Rebound.,67,38
4:41,45,Jair Bolden missed Jumper.,67,38
4:41,52,Christ Koumadje Block.,67,38
4:41,45,Jair Bolden Offensive Rebound.,67,38
4:36,45,George Washington  Turnover.,67,38
4:19,52,Dwayne Bacon missed Three Point Jumper.,67,38
4:19,45,George Washington Defensive Rebound.,67,38
3:59,45,Kevin Marfo made Jumper.,67,40
3:29,52,Dwayne Bacon Turnover.,67,40
3:29,45,Jordan Roland Steal.,67,40
3:23,45,Jair Bolden missed Three Point Jumper.,67,40
3:23,52,Braian Angola-Rodas Defensive Rebound.,67,40
3:01,52,Christ Koumadje missed Jumper.,67,40
3:01,45,Kevin Marfo Defensive Rebound.,67,40
2:57,52,Foul on Christ Koumadje.,67,40
2:57,45,Official TV Timeout,67,40
2:57,45,Kevin Marfo missed Free Throw.,67,40
2:57,45,George Washington Deadball Team Rebound.,67,40
2:57,45,Kevin Marfo made Free Throw.,67,41
2:46,52,Brandon Allen missed Three Point Jumper.,67,41
2:46,45,Adam Mitola Defensive Rebound.,67,41
2:24,45,Justin Williams missed Jumper.,67,41
2:24,45,Kevin Marfo Offensive Rebound.,67,41
2:15,45,Jair Bolden made Jumper.,67,43
2:00,52,PJ Savoy missed Three Point Jumper.,67,43
2:00,45,Jair Bolden Defensive Rebound.,67,43
1:54,45,Adam Mitola missed Layup.,67,43
1:54,45,Justin Williams Offensive Rebound.,67,43
1:49,52,Foul on Jarquez Smith.,67,43
1:49,45,Justin Williams made Free Throw.,67,44
1:49,45,Justin Williams made Free Throw.,67,45
1:38,52,Jarquez Smith missed Free Throw.,67,45
1:38,45,Kevin Marfo made Layup.,67,47
1:38,45,Foul on Adam Mitola.,67,45
1:38,52,Jarquez Smith missed Layup.,67,47
1:35,45,Kevin Marfo Defensive Rebound.,67,47
1:31,52,Foul on PJ Savoy.,67,47
1:31,45,Kevin Marfo made Free Throw.,67,48
1:31,45,Kevin Marfo missed Free Throw.,67,48
1:31,52,Christ Koumadje Defensive Rebound.,67,48
1:28,45,Adam Mitola missed Jumper.,67,48
1:28,45,Kevin Marfo Offensive Rebound.,67,48
1:25,52,PJ Savoy Turnover.,67,48
1:25,45,Adam Mitola Steal.,67,48
0:40,52,Brandon Allen missed Three Point Jumper.,67,48
0:40,45,George Washington Defensive Rebound.,67,48
0:23,45,Kevin Marfo missed Layup.,67,48
0:23,52,Brandon Allen Defensive Rebound.,67,48
0:00,45,End of Game,67,48
