Grand Canyon,68,Boise State,2253
10:58,68,Justinian Jessup made Free Throw.,21,15
10:52,2253,Roberts Blumbergs Turnover.,21,15
10:50,68,Christian Sengfelder Steal.,21,15
10:47,68,Christian Sengfelder missed Three Point Jumper.,21,15
10:47,2253,Matt Jackson Defensive Rebound.,21,15
10:21,2253,Oscar Frayer missed Three Point Jumper.,21,15
10:21,68,Chandler Hutchison Defensive Rebound.,21,15
10:11,2253,Foul on Gerard Martin.,21,15
10:07,2253,Foul on Gerard Martin.,21,15
10:07,68,Chandler Hutchison missed Free Throw.,21,15
10:07,68,Boise State Deadball Team Rebound.,21,15
10:07,68,Chandler Hutchison missed Free Throw.,21,15
10:07,68,Christian Sengfelder Offensive Rebound.,21,15
10:04,68,Christian Sengfelder Turnover.,21,15
10:04,2253,Gerard Martin Steal.,21,15
9:54,2253,Roberts Blumbergs made Dunk. Assisted by Shaq Carr.,23,15
9:35,68,Justinian Jessup missed Three Point Jumper.,23,15
9:35,68,Lexus Williams Offensive Rebound.,23,15
9:21,68,Chandler Hutchison Turnover.,23,15
9:09,2253,Roberts Blumbergs made Layup. Assisted by Matt Jackson.,25,15
8:49,68,Alex Hobbs made Jumper.,25,17
8:31,2253,Shaq Carr missed Layup.,25,17
8:31,68,Christian Sengfelder Block.,25,17
8:28,2253,Oscar Frayer Offensive Rebound.,25,17
8:20,2253,Roberts Blumbergs Turnover.,25,17
8:20,2253,Foul on Roberts Blumbergs.,25,17
7:52,68,Marcus Dickinson made Layup.,25,19
7:33,2253,Shaq Carr missed Jumper.,25,19
7:33,68,Justinian Jessup Defensive Rebound.,25,19
7:25,68,Chandler Hutchison made Three Point Jumper. Assisted by Justinian Jessup.,25,22
7:23,2253,Grand Canyon  Timeout,25,22
7:23,68,Official TV Timeout,25,22
7:10,2253,Matt Jackson missed Three Point Jumper.,25,22
7:10,2253,Keonta Vernon Offensive Rebound.,25,22
6:58,2253,Alessandro Lever missed Jumper.,25,22
6:58,68,Christian Sengfelder Defensive Rebound.,25,22
6:39,68,Chandler Hutchison missed Three Point Jumper.,25,22
6:39,2253,Shaq Carr Defensive Rebound.,25,22
6:15,2253,Alessandro Lever missed Jumper.,25,22
6:15,68,Marcus Dickinson Defensive Rebound.,25,22
6:07,68,Chandler Hutchison missed Dunk.,25,22
6:07,2253,Keonta Vernon Block.,25,22
6:05,2253,Keonta Vernon Defensive Rebound.,25,22
5:56,2253,Alessandro Lever made Jumper. Assisted by Shaq Carr.,27,22
5:20,68,Alex Hobbs made Jumper.,27,24
5:11,68,Foul on Zach Haney.,27,24
5:11,2253,Keonta Vernon made Free Throw.,28,24
5:11,2253,Keonta Vernon made Free Throw.,29,24
4:58,2253,Foul on Fiifi Aidoo.,29,24
4:58,68,Alex Hobbs made Free Throw.,29,25
4:58,68,Alex Hobbs made Free Throw.,29,26
4:41,2253,Joshua Braun missed Three Point Jumper.,29,26
4:41,68,Christian Sengfelder Defensive Rebound.,29,26
4:20,2253,Foul on Casey Benson.,29,26
4:20,68,Marcus Dickinson missed Free Throw.,29,26
4:20,2253,Keonta Vernon Defensive Rebound.,29,26
4:07,2253,Joshua Braun missed Three Point Jumper.,29,26
4:07,68,Marcus Dickinson Defensive Rebound.,29,26
3:59,2253,Foul on Alessandro Lever.,29,26
3:59,68,Official TV Timeout,29,26
3:59,68,Marcus Dickinson made Free Throw.,29,27
3:59,68,Marcus Dickinson made Free Throw.,29,28
3:28,2253,Keonta Vernon Turnover.,29,28
3:13,68,Christian Sengfelder missed Three Point Jumper.,29,28
3:13,2253,Casey Benson Defensive Rebound.,29,28
2:46,68,Foul on Marcus Dickinson.,29,28
2:46,2253,Casey Benson made Free Throw.,30,28
2:46,2253,Casey Benson made Free Throw.,31,28
2:33,68,Chandler Hutchison missed Jumper.,31,28
2:33,2253,Joshua Braun Defensive Rebound.,31,28
2:26,2253,Casey Benson missed Three Point Jumper.,31,28
2:26,68,Justinian Jessup Defensive Rebound.,31,28
2:18,68,Justinian Jessup missed Jumper.,31,28
2:18,2253,Casey Benson Defensive Rebound.,31,28
2:14,2253,Oscar Frayer made Layup. Assisted by Casey Benson.,33,28
1:41,68,Robin Jorch made Jumper. Assisted by Christian Sengfelder.,33,30
1:29,2253,Joshua Braun missed Jumper.,33,30
1:29,68,Robin Jorch Defensive Rebound.,33,30
1:24,68,Justinian Jessup Turnover.,33,30
1:24,68,Foul on Justinian Jessup.,33,30
1:23,68,Boise State  Timeout,33,30
1:09,2253,Alessandro Lever Turnover.,33,30
0:54,68,Chandler Hutchison Turnover.,33,30
0:40,2253,Alessandro Lever missed Jumper.,33,30
0:40,2253,Oscar Frayer Offensive Rebound.,33,30
0:36,2253,Joshua Braun missed Three Point Jumper.,33,30
0:36,68,Chandler Hutchison Defensive Rebound.,33,30
0:25,68,Chandler Hutchison missed Jumper.,33,30
0:25,2253,Oscar Frayer Defensive Rebound.,33,30
0:05,2253,Casey Benson missed Three Point Jumper.,33,30
0:05,2253,Kerwin Smith Offensive Rebound.,33,30
0:00,2253,Casey Benson made Three Point Jumper.,36,30
0:00,68,End of 1st half,33,30
19:46,68,Chandler Hutchison made Layup. Assisted by Justinian Jessup.,36,32
19:19,2253,Casey Benson missed Jumper.,36,32
19:19,68,Chandler Hutchison Defensive Rebound.,36,32
19:06,68,Christian Sengfelder missed Three Point Jumper.,36,32
19:06,68,Zach Haney Offensive Rebound.,36,32
19:03,2253,Foul on Casey Benson.,36,32
18:54,68,Christian Sengfelder missed Three Point Jumper.,36,32
18:54,2253,Keonta Vernon Defensive Rebound.,36,32
18:34,68,Foul on Zach Haney.,36,32
18:24,2253,Keonta Vernon missed Jumper.,36,32
18:24,68,Chandler Hutchison Defensive Rebound.,36,32
18:18,68,Chandler Hutchison missed Jumper.,36,32
18:18,2253,Fiifi Aidoo Defensive Rebound.,36,32
17:59,2253,Alessandro Lever missed Three Point Jumper.,36,32
17:59,2253,Keonta Vernon Offensive Rebound.,36,32
17:54,2253,Casey Benson made Three Point Jumper. Assisted by Keonta Vernon.,39,32
17:34,2253,Foul on Joshua Braun.,39,32
17:20,68,Chandler Hutchison missed Jumper.,39,32
17:20,2253,Casey Benson Defensive Rebound.,39,32
17:10,2253,Roberts Blumbergs missed Three Point Jumper.,39,32
17:10,68,Justinian Jessup Defensive Rebound.,39,32
16:55,68,Lexus Williams made Three Point Jumper. Assisted by Justinian Jessup.,39,35
16:35,2253,Casey Benson missed Layup.,39,35
16:35,68,Alex Hobbs Defensive Rebound.,39,35
16:17,68,Christian Sengfelder missed Layup.,39,35
16:17,2253,Keonta Vernon Defensive Rebound.,39,35
15:52,2253,Roberts Blumbergs missed Layup.,39,35
15:52,2253,Roberts Blumbergs Offensive Rebound.,39,35
15:50,2253,Roberts Blumbergs missed Layup.,39,35
15:50,68,Christian Sengfelder Defensive Rebound.,39,35
15:33,2253,Foul on Roberts Blumbergs.,39,35
15:33,68,Official TV Timeout,39,35
15:33,68,Christian Sengfelder missed Free Throw.,39,35
15:33,68,Boise State Deadball Team Rebound.,39,35
15:33,68,Christian Sengfelder made Free Throw.,39,36
15:13,2253,Keonta Vernon missed Jumper.,39,36
15:13,68,Christian Sengfelder Defensive Rebound.,39,36
15:02,68,Alex Hobbs Turnover.,39,36
15:01,2253,Fiifi Aidoo Steal.,39,36
14:55,2253,Roberts Blumbergs missed Three Point Jumper.,39,36
14:55,68,Marcus Dickinson Defensive Rebound.,39,36
14:37,68,Marcus Dickinson missed Three Point Jumper.,39,36
14:37,2253,Casey Benson Defensive Rebound.,39,36
14:05,2253,Keonta Vernon made Dunk. Assisted by Casey Benson.,41,36
13:43,68,Marcus Dickinson missed Three Point Jumper.,41,36
13:43,2253,Joshua Braun Defensive Rebound.,41,36
13:27,2253,Casey Benson missed Layup.,41,36
13:27,68,Alex Hobbs Defensive Rebound.,41,36
13:19,68,Lexus Williams made Layup.,41,38
13:19,2253,Foul on Roberts Blumbergs.,41,38
13:19,68,Lexus Williams missed Free Throw.,41,38
13:11,2253,Oscar Frayer Defensive Rebound.,41,38
13:11,2253,Joshua Braun Turnover.,41,38
13:11,68,Chandler Hutchison made Dunk.,41,40
13:11,2253,Foul on Oscar Frayer.,41,40
13:11,68,Chandler Hutchison made Free Throw.,41,41
13:07,2253,Casey Benson missed Jumper.,41,41
13:07,2253,Oscar Frayer Offensive Rebound.,41,41
12:09,68,Foul on Alex Hobbs.,41,41
12:06,2253,Keonta Vernon made Jumper.,43,41
11:38,68,Chandler Hutchison made Jumper.,43,43
11:16,2253,Keonta Vernon missed Three Point Jumper.,43,43
11:16,68,Lexus Williams Defensive Rebound.,43,43
11:09,68,Chandler Hutchison made Layup.,43,45
10:58,2253,Foul on Keonta Vernon.,43,45
10:58,68,Official TV Timeout,43,45
10:58,68,Chandler Hutchison missed Free Throw.,43,45
10:58,2253,Matt Jackson Defensive Rebound.,43,45
10:43,2253,Shaq Carr Turnover.,43,45
10:38,68,Lexus Williams Turnover.,43,45
10:38,68,Foul on Lexus Williams.,43,45
10:28,2253,Gerard Martin made Three Point Jumper. Assisted by Shaq Carr.,46,45
10:09,68,Lexus Williams Turnover.,46,45
10:06,2253,Joshua Braun Steal.,46,45
9:53,2253,Shaq Carr made Layup.,48,45
9:32,68,Chandler Hutchison Turnover.,48,45
9:17,2253,Oscar Frayer missed Jumper.,48,45
9:17,68,Chandler Hutchison Defensive Rebound.,48,45
8:54,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,48,48
8:30,2253,Joshua Braun made Three Point Jumper. Assisted by Shaq Carr.,51,48
7:59,68,Alex Hobbs missed Layup.,51,48
7:59,2253,Oscar Frayer Defensive Rebound.,51,48
7:43,2253,Shaq Carr Turnover.,51,48
7:42,68,Marcus Dickinson Steal.,51,48
7:38,68,Alex Hobbs missed Jumper.,51,48
7:38,2253,Oscar Frayer Block.,51,48
7:34,2253,Oscar Frayer Defensive Rebound.,51,48
7:30,2253,Shaq Carr made Jumper.,53,48
7:12,2253,Foul on Oscar Frayer.,53,48
7:12,68,Official TV Timeout,53,48
7:12,68,Chandler Hutchison missed Free Throw.,53,48
7:12,68,Lexus Williams Offensive Rebound.,53,48
6:51,68,Alex Hobbs Turnover.,53,48
6:51,2253,Gerard Martin Steal.,53,48
6:39,68,Foul on Chandler Hutchison.,53,48
6:39,2253,Oscar Frayer made Free Throw.,54,48
6:39,2253,Oscar Frayer made Free Throw.,55,48
6:22,68,Chandler Hutchison made Jumper.,55,50
6:11,2253,Joshua Braun missed Three Point Jumper.,55,50
6:11,68,Christian Sengfelder Defensive Rebound.,55,50
5:47,68,Zach Haney made Jumper.,55,52
5:32,2253,Matt Jackson made Jumper. Assisted by Joshua Braun.,57,52
4:58,68,Chandler Hutchison made Layup.,57,54
4:34,2253,Casey Benson missed Three Point Jumper.,57,54
4:34,68,Chandler Hutchison Defensive Rebound.,57,54
4:22,68,Chandler Hutchison missed Three Point Jumper.,57,54
4:22,68,Zach Haney Offensive Rebound.,57,54
4:18,2253,Foul on Keonta Vernon.,57,54
4:18,68,Zach Haney made Free Throw.,57,55
4:18,68,Zach Haney missed Free Throw.,57,55
4:18,2253,Keonta Vernon Defensive Rebound.,57,55
4:02,2253,Shaq Carr made Layup.,59,55
3:30,68,Chandler Hutchison Turnover.,59,55
3:27,68,Official TV Timeout,59,55
3:11,2253,Joshua Braun missed Three Point Jumper.,59,55
3:11,68,Justinian Jessup Defensive Rebound.,59,55
2:52,68,Chandler Hutchison missed Jumper.,59,55
2:52,2253,Keonta Vernon Block.,59,55
2:51,68,Boise State Offensive Rebound.,59,55
2:49,68,Justinian Jessup missed Three Point Jumper.,59,55
2:49,2253,Shaq Carr Defensive Rebound.,59,55
2:30,2253,Casey Benson Turnover.,59,55
2:30,2253,Foul on Casey Benson.,59,55
2:17,68,Chandler Hutchison Turnover.,59,55
2:17,68,Foul on Chandler Hutchison.,59,55
2:01,2253,Roberts Blumbergs Turnover.,59,55
2:01,2253,Foul on Roberts Blumbergs.,59,55
1:50,2253,Foul on Joshua Braun.,59,55
1:50,68,Justinian Jessup made Free Throw.,59,56
1:50,68,Justinian Jessup made Free Throw.,59,57
1:43,68,Foul on Chandler Hutchison.,59,57
1:42,2253,Grand Canyon  Timeout,59,57
1:38,2253,Casey Benson missed Layup.,59,57
1:38,2253,Keonta Vernon Offensive Rebound.,59,57
1:35,2253,Keonta Vernon made Layup.,61,57
1:12,68,Marcus Dickinson missed Three Point Jumper.,61,57
1:12,2253,Joshua Braun Defensive Rebound.,61,57
0:41,2253,Casey Benson Turnover.,61,57
0:28,68,Chandler Hutchison made Jumper.,61,59
0:28,68,Boise State  Timeout,61,59
0:23,68,Foul on Justinian Jessup.,61,59
0:23,2253,Joshua Braun missed Free Throw.,61,59
0:23,68,Chandler Hutchison Defensive Rebound.,61,59
0:14,2253,Foul on Gerard Martin.,61,59
0:14,68,Chandler Hutchison missed Free Throw.,61,59
0:14,68,Boise State Deadball Team Rebound.,61,59
0:14,68,Chandler Hutchison made Free Throw.,61,60
0:13,68,Foul on Lexus Williams.,61,60
0:13,2253,Casey Benson made Free Throw.,62,60
0:13,2253,Casey Benson made Free Throw.,63,60
0:13,2253,Grand Canyon  Timeout,63,60
0:03,68,Lexus Williams made Three Point Jumper.,63,63
0:00,2253,Casey Benson missed Three Point Jumper.,63,63
0:00,68,Boise State Deadball Team Rebound.,63,63
0:00,68,End of 2nd half,63,63
4:45,68,Justinian Jessup made Jumper. Assisted by Chandler Hutchison.,63,65
4:24,2253,Joshua Braun missed Layup.,63,65
4:24,68,Christian Sengfelder Defensive Rebound.,63,65
4:16,68,Chandler Hutchison missed Three Point Jumper.,63,65
4:16,2253,Gerard Martin Defensive Rebound.,63,65
4:03,2253,Shaq Carr missed Jumper.,63,65
4:03,68,Zach Haney Defensive Rebound.,63,65
3:36,68,Chandler Hutchison Turnover.,63,65
3:36,2253,Casey Benson Steal.,63,65
3:22,2253,Joshua Braun missed Jumper.,63,65
3:22,2253,Grand Canyon Offensive Rebound.,63,65
3:14,2253,Shaq Carr missed Three Point Jumper.,63,65
3:14,68,Chandler Hutchison Defensive Rebound.,63,65
3:07,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,63,68
2:56,2253,Gerard Martin missed Three Point Jumper.,63,68
2:56,2253,Keonta Vernon Offensive Rebound.,63,68
2:51,2253,Casey Benson made Three Point Jumper. Assisted by Keonta Vernon.,66,68
2:19,2253,Foul on Keonta Vernon.,66,68
2:19,68,Christian Sengfelder made Free Throw.,66,69
2:19,68,Christian Sengfelder missed Free Throw.,66,69
2:19,2253,Keonta Vernon Defensive Rebound.,66,69
1:59,2253,Oscar Frayer missed Three Point Jumper.,66,69
1:59,2253,Joshua Braun Offensive Rebound.,66,69
1:47,2253,Grand Canyon  Timeout,66,69
1:47,68,Foul on Marcus Dickinson.,66,69
1:47,2253,Joshua Braun made Free Throw.,67,69
1:47,2253,Joshua Braun made Free Throw.,68,69
1:44,68,Justinian Jessup Turnover.,68,69
1:19,2253,Oscar Frayer Turnover.,68,69
0:54,68,Justinian Jessup missed Three Point Jumper.,68,69
0:54,2253,Casey Benson Defensive Rebound.,68,69
0:41,2253,Grand Canyon  Timeout,68,69
0:29,68,Foul on Lexus Williams.,68,69
0:29,2253,Casey Benson missed Free Throw.,68,69
0:29,2253,Grand Canyon Deadball Team Rebound.,68,69
0:29,2253,Casey Benson made Free Throw.,69,69
0:23,68,Boise State  Timeout,69,69
0:06,68,Chandler Hutchison Turnover.,69,69
0:00,2253,Casey Benson missed Three Point Jumper.,69,69
0:00,2253,Grand Canyon Deadball Team Rebound.,69,69
0:00,68,End of 1st overtime,69,69
4:46,2253,Joshua Braun missed Jumper.,69,69
4:46,68,Lexus Williams Defensive Rebound.,69,69
4:18,68,Chandler Hutchison missed Three Point Jumper.,69,69
4:18,68,Christian Sengfelder Offensive Rebound.,69,69
4:14,68,Christian Sengfelder made Layup.,69,71
3:45,2253,Casey Benson missed Three Point Jumper.,69,71
3:45,68,Lexus Williams Defensive Rebound.,69,71
3:26,2253,Foul on Gerard Martin.,69,71
3:26,68,Christian Sengfelder made Free Throw.,69,72
3:26,68,Christian Sengfelder made Free Throw.,69,73
3:13,2253,Keonta Vernon made Layup. Assisted by Shaq Carr.,71,73
3:13,68,Foul on Christian Sengfelder.,71,73
3:13,2253,Keonta Vernon made Free Throw.,72,73
2:56,68,Christian Sengfelder made Jumper.,72,75
2:40,2253,Joshua Braun missed Jumper.,72,75
2:40,68,Justinian Jessup Block.,72,75
2:37,68,Justinian Jessup Defensive Rebound.,72,75
2:34,68,Chandler Hutchison made Layup. Assisted by Justinian Jessup.,72,77
2:34,2253,Foul on Casey Benson.,72,77
2:34,68,Chandler Hutchison missed Free Throw.,72,77
2:34,2253,Oscar Frayer Defensive Rebound.,72,77
2:21,2253,Shaq Carr missed Jumper.,72,77
2:21,68,Lexus Williams Defensive Rebound.,72,77
2:16,2253,Foul on Shaq Carr.,72,77
2:16,68,Lexus Williams made Free Throw.,72,78
2:16,68,Lexus Williams made Free Throw.,72,79
2:00,2253,Joshua Braun missed Three Point Jumper.,72,79
2:00,2253,Oscar Frayer Offensive Rebound.,72,79
1:56,2253,Oscar Frayer made Layup.,74,79
1:46,2253,Foul on Joshua Braun.,74,79
1:46,68,Justinian Jessup missed Free Throw.,74,79
1:46,68,Boise State Deadball Team Rebound.,74,79
1:46,68,Justinian Jessup made Free Throw.,74,80
1:22,68,Foul on Lexus Williams.,74,80
1:22,2253,Alessandro Lever made Free Throw.,75,80
1:22,2253,Alessandro Lever missed Free Throw.,75,80
1:22,68,Justinian Jessup Defensive Rebound.,75,80
0:58,68,Justinian Jessup made Jumper.,75,82
0:48,2253,Shaq Carr made Three Point Jumper.,78,82
0:41,2253,Foul on Casey Benson.,78,82
0:41,68,Marcus Dickinson missed Free Throw.,78,82
0:41,68,Boise State Deadball Team Rebound.,78,82
0:41,68,Marcus Dickinson made Free Throw.,78,83
0:39,68,Foul on Marcus Dickinson.,78,83
0:39,2253,Alessandro Lever made Free Throw.,79,83
0:39,2253,Alessandro Lever made Free Throw.,80,83
0:19,68,Chandler Hutchison missed Jumper.,80,83
0:19,2253,Shaq Carr Defensive Rebound.,80,83
0:13,2253,Grand Canyon  Timeout,80,83
0:08,2253,Alessandro Lever missed Three Point Jumper.,80,83
0:08,68,Justinian Jessup Defensive Rebound.,80,83
0:05,2253,Foul on Shaq Carr.,80,83
0:05,68,Justinian Jessup made Free Throw.,80,84
0:05,68,Justinian Jessup made Free Throw.,80,85
0:00,2253,Shaq Carr missed Three Point Jumper.,80,85
0:00,2253,Alessandro Lever Offensive Rebound.,80,85
0:00,68,End of Game,80,85
