Arkansas-Pine Bluff,278,Fresno State,2029
13:13,2029,Charles Jackson missed Three Point Jumper.,4,15
13:13,278,Bryson Williams Defensive Rebound.,4,15
12:53,278,Bryson Williams made Jumper. Assisted by Jahmel Taylor.,4,17
12:32,2029,Cameron Posey made Layup.,6,17
12:22,2029,Foul on Trent Steen.,6,17
12:22,278,Terrell Carter II made Free Throw.,6,18
12:22,278,Terrell Carter II made Free Throw.,6,19
11:56,2029,Foul on Martaveous McKnight.,6,19
11:56,2029,Martaveous McKnight Turnover.,6,19
11:56,278,Official TV Timeout,6,19
11:32,278,Terrell Carter II missed Layup.,6,19
11:32,2029,Terrance Banyard Defensive Rebound.,6,19
11:13,2029,Christian Robertson Turnover.,6,19
11:12,278,Deshon Taylor Steal.,6,19
11:01,278,Deshon Taylor Turnover.,6,19
10:59,2029,Martaveous McKnight Steal.,6,19
10:49,2029,Christian Robertson Turnover.,6,19
10:48,278,Deshon Taylor Steal.,6,19
10:47,2029,Foul on Quamauri Hardy.,6,19
10:31,278,Terrell Carter II Turnover.,6,19
10:29,2029,Quamauri Hardy Steal.,6,19
10:27,2029,Quamauri Hardy made Layup.,8,19
10:11,278,Jahmel Taylor missed Three Point Jumper.,8,19
10:11,2029,Martaveous McKnight Defensive Rebound.,8,19
9:44,2029,Terrance Banyard missed Layup.,8,19
9:44,278,Terrell Carter II Defensive Rebound.,8,19
9:36,278,Sam Bittner made Three Point Jumper. Assisted by Jahmel Taylor.,8,22
9:14,2029,Martaveous McKnight Turnover.,8,22
9:07,278,Sam Bittner made Three Point Jumper. Assisted by Ray Bowles Jr..,8,25
8:45,2029,Charles Jackson missed Three Point Jumper.,8,25
8:45,2029,Artavious McDyess Offensive Rebound.,8,25
8:35,2029,Charles Jackson made Three Point Jumper. Assisted by Quamauri Hardy.,11,25
8:05,278,Nate Grimes Turnover.,11,25
7:37,2029,Quamauri Hardy missed Three Point Jumper.,11,25
7:37,278,Nate Grimes Defensive Rebound.,11,25
7:27,278,Jahmel Taylor missed Three Point Jumper.,11,25
7:27,278,Nate Grimes Offensive Rebound.,11,25
7:23,278,Nate Grimes made Dunk.,11,27
7:05,2029,Joe'Randle Toliver missed Three Point Jumper.,11,27
7:05,278,Nate Grimes Defensive Rebound.,11,27
6:57,278,Ray Bowles Jr. missed Dunk.,11,27
6:57,2029,Artavious McDyess Defensive Rebound.,11,27
6:50,2029,Charles Jackson made Layup. Assisted by Travon Harper.,13,27
6:37,278,Official TV Timeout,13,27
6:22,278,Deshon Taylor missed Layup.,13,27
6:22,278,Bryson Williams Offensive Rebound.,13,27
6:21,2029,Foul on Travon Harper.,13,27
6:21,278,Bryson Williams made Free Throw.,13,28
6:21,278,Bryson Williams made Free Throw.,13,29
6:00,2029,Travon Harper made Layup. Assisted by Cameron Posey.,15,29
5:51,2029,Foul on Cameron Posey.,15,29
5:36,278,Jahmel Taylor missed Three Point Jumper.,15,29
5:36,278,Nate Grimes Offensive Rebound.,15,29
5:32,278,Nate Grimes made Layup.,15,31
5:25,2029,Cameron Posey Turnover.,15,31
4:57,278,Jahmel Taylor missed Three Point Jumper.,15,31
4:57,2029,Terrance Banyard Defensive Rebound.,15,31
4:49,2029,Joe'Randle Toliver made Three Point Jumper. Assisted by Charles Jackson.,18,31
4:22,278,Deshon Taylor missed Three Point Jumper.,18,31
4:22,2029,Travon Harper Defensive Rebound.,18,31
3:54,2029,Terrance Banyard missed Layup.,18,31
3:54,2029,Travon Harper Offensive Rebound.,18,31
3:52,278,Foul on Bryson Williams.,18,31
3:52,278,Official TV Timeout,18,31
3:47,2029,Charles Jackson made Three Point Jumper. Assisted by Joe'Randle Toliver.,21,31
3:27,278,Terrell Carter II made Jumper.,21,33
3:27,2029,Foul on Terrance Banyard.,21,33
3:27,278,Terrell Carter II missed Free Throw.,21,33
3:27,2029,Travon Harper Defensive Rebound.,21,33
3:04,2029,Charles Jackson missed Three Point Jumper.,21,33
3:04,278,Deshon Taylor Defensive Rebound.,21,33
2:54,278,Foul on Terrell Carter II.,21,33
2:54,278,Terrell Carter II Turnover.,21,33
2:43,2029,Martaveous McKnight Turnover.,21,33
2:42,278,Sam Bittner Steal.,21,33
2:38,2029,Foul on Cameron Posey.,21,33
2:38,278,Deshon Taylor made Free Throw.,21,34
2:38,278,Deshon Taylor made Free Throw.,21,35
2:10,2029,Martaveous McKnight missed Jumper.,21,35
2:10,2029,Travon Harper Offensive Rebound.,21,35
2:10,278,Foul on Sam Bittner.,21,35
2:03,2029,Terrance Banyard Turnover.,21,35
1:43,278,Bryson Williams made Layup. Assisted by Jahmel Taylor.,21,37
1:17,2029,Travon Harper made Dunk.,23,37
1:03,278,Bryson Williams missed Layup.,23,37
1:03,2029,Terrance Banyard Block.,23,37
1:02,2029,Quamauri Hardy Defensive Rebound.,23,37
0:43,2029,Travon Harper missed Jumper.,23,37
0:43,278,Jahmel Taylor Defensive Rebound.,23,37
0:42,2029,Foul on Travon Harper.,23,37
0:42,278,Jahmel Taylor made Free Throw.,23,38
0:42,278,Jahmel Taylor missed Free Throw.,23,38
0:42,2029,Terrance Banyard Defensive Rebound.,23,38
0:30,278,Foul on Ray Bowles Jr..,23,38
0:21,2029,Martaveous McKnight made Jumper.,25,38
0:01,278,Jahmel Taylor Turnover.,25,38
0:01,2029,Arkansas-Pine Bluff  Timeout,25,38
0:00,278,End of 1st half,25,38
19:46,278,Ray Bowles Jr. made Layup.,25,40
19:38,2029,Charles Jackson Turnover.,25,40
19:35,278,Sam Bittner Steal.,25,40
19:21,278,Deshon Taylor Turnover.,25,40
19:03,2029,Martaveous McKnight missed Jumper.,25,40
19:03,278,Jahmel Taylor Defensive Rebound.,25,40
18:39,278,Sam Bittner missed Three Point Jumper.,25,40
18:39,2029,Cameron Posey Defensive Rebound.,25,40
18:20,2029,Martaveous McKnight missed Jumper.,25,40
18:20,278,Ray Bowles Jr. Defensive Rebound.,25,40
18:11,278,Bryson Williams made Layup. Assisted by Ray Bowles Jr..,25,42
17:43,278,Foul on Bryson Williams.,25,42
17:43,2029,Travon Harper made Free Throw.,26,42
17:43,2029,Travon Harper made Free Throw.,27,42
17:34,278,Bryson Williams Turnover.,27,42
17:34,2029,Trent Steen Steal.,27,42
17:15,2029,Charles Jackson Turnover.,27,42
17:14,278,Ray Bowles Jr. Steal.,27,42
16:58,278,Jahmel Taylor Turnover.,27,42
16:46,2029,Travon Harper Turnover.,27,42
16:45,278,Sam Bittner Steal.,27,42
16:30,278,Deshon Taylor Turnover.,27,42
16:11,2029,Travon Harper missed Layup.,27,42
16:11,278,Jahmel Taylor Defensive Rebound.,27,42
16:01,278,Jahmel Taylor made Three Point Jumper. Assisted by Deshon Taylor.,27,45
15:53,2029,Martaveous McKnight missed Three Point Jumper.,27,45
15:53,278,Bryson Williams Defensive Rebound.,27,45
15:27,278,Bryson Williams missed Layup.,27,45
15:27,2029,Trent Steen Block.,27,45
15:26,278,Fresno State Offensive Rebound.,27,45
15:26,278,Official TV Timeout,27,45
15:24,278,Sam Bittner made Three Point Jumper. Assisted by Jahmel Taylor.,27,48
15:09,2029,Cameron Posey missed Layup.,27,48
15:09,278,Bryson Williams Defensive Rebound.,27,48
14:46,278,Ray Bowles Jr. made Jumper.,27,50
14:22,2029,Charles Jackson missed Three Point Jumper.,27,50
14:22,278,Ray Bowles Jr. Defensive Rebound.,27,50
13:56,278,Jahmel Taylor made Three Point Jumper. Assisted by Sam Bittner.,27,53
13:32,2029,Trent Steen made Jumper.,29,53
13:04,2029,Foul on Charles Jackson.,29,53
13:04,278,Ray Bowles Jr. made Free Throw.,29,54
13:04,278,Ray Bowles Jr. missed Free Throw.,29,54
13:04,278,Bryson Williams Offensive Rebound.,29,54
13:00,278,Bryson Williams made Jumper.,29,56
12:28,2029,Arkansas-Pine Bluff  Turnover.,29,56
12:14,2029,Foul on Terrance Banyard.,29,56
12:07,2029,Foul on Travon Harper.,29,56
11:59,278,Nate Grimes missed Dunk.,29,56
11:59,2029,Trent Steen Block.,29,56
11:57,2029,Trent Steen Defensive Rebound.,29,56
11:53,2029,Joe'Randle Toliver missed Three Point Jumper.,29,56
11:53,278,Fresno State Deadball Team Rebound.,29,56
11:49,278,Official TV Timeout,29,56
11:31,278,Ray Bowles Jr. missed Three Point Jumper.,29,56
11:31,2029,Martaveous McKnight Defensive Rebound.,29,56
11:14,2029,Martaveous McKnight missed Three Point Jumper.,29,56
11:14,2029,Arkansas-Pine Bluff Deadball Team Rebound.,29,56
11:09,2029,Martaveous McKnight made Jumper. Assisted by Trent Steen.,31,56
10:58,278,Deshon Taylor Turnover.,31,56
10:43,2029,Martaveous McKnight made Jumper. Assisted by Joe'Randle Toliver.,33,56
10:16,278,Terrell Carter II made Layup. Assisted by Sam Bittner.,33,58
9:50,2029,Martaveous McKnight made Jumper.,35,58
9:24,278,Terrell Carter II made Dunk. Assisted by Ray Bowles Jr..,35,60
9:21,2029,Joe'Randle Toliver Turnover.,35,60
9:20,278,Sam Bittner Steal.,35,60
9:17,278,Jahmel Taylor missed Three Point Jumper.,35,60
9:17,2029,Martaveous McKnight Defensive Rebound.,35,60
9:07,2029,Martaveous McKnight missed Jumper.,35,60
9:07,278,Sam Bittner Defensive Rebound.,35,60
9:04,278,Sam Bittner Turnover.,35,60
9:03,2029,Joe'Randle Toliver Steal.,35,60
9:01,2029,Terrance Banyard made Dunk. Assisted by Joe'Randle Toliver.,37,60
8:31,278,Sam Bittner made Three Point Jumper. Assisted by Jahmel Taylor.,37,63
8:12,278,Foul on Terrell Carter II.,37,63
8:12,2029,Terrance Banyard missed Free Throw.,37,63
8:12,2029,Arkansas-Pine Bluff Deadball Team Rebound.,37,63
8:12,2029,Terrance Banyard made Free Throw.,38,63
7:49,278,Terrell Carter II made Jumper.,38,65
7:31,278,Foul on Sam Bittner.,38,65
7:31,278,Official TV Timeout,38,65
7:31,2029,Martaveous McKnight made Free Throw.,39,65
7:31,2029,Martaveous McKnight made Free Throw.,40,65
7:31,2029,Martaveous McKnight made Free Throw.,41,65
7:10,278,Sam Bittner missed Three Point Jumper.,41,65
7:10,278,Terrell Carter II Offensive Rebound.,41,65
7:07,278,Terrell Carter II made Layup.,41,67
7:07,2029,Foul on Artavious McDyess.,41,67
7:07,278,Terrell Carter II made Free Throw.,41,68
6:56,2029,Cameron Posey Turnover.,41,68
6:55,278,Ray Bowles Jr. Steal.,41,68
6:55,2029,Foul on Cameron Posey.,41,68
6:36,278,Terrell Carter II made Jumper.,41,70
6:17,2029,Martaveous McKnight made Three Point Jumper. Assisted by Charles Jackson.,44,70
6:12,2029,Foul on Martaveous McKnight.,44,70
5:52,278,Terrell Carter II missed Jumper.,44,70
5:52,278,Terrell Carter II Offensive Rebound.,44,70
5:48,278,Terrell Carter II made Layup.,44,72
5:28,2029,Trent Steen missed Jumper.,44,72
5:28,2029,Travon Harper Offensive Rebound.,44,72
5:26,278,Foul on Bryson Williams.,44,72
5:21,2029,Trent Steen made Jumper.,46,72
4:50,278,Jahmel Taylor made Three Point Jumper. Assisted by Sam Bittner.,46,75
4:40,278,Foul on Ray Bowles Jr..,46,75
4:33,2029,Travon Harper made Layup.,48,75
4:26,2029,Foul on Travon Harper.,48,75
4:26,278,Jahmel Taylor made Free Throw.,48,76
4:26,278,Jahmel Taylor made Free Throw.,48,77
4:01,2029,Martaveous McKnight missed Jumper.,48,77
4:01,278,Ray Bowles Jr. Defensive Rebound.,48,77
3:53,278,Ray Bowles Jr. missed Layup.,48,77
3:53,2029,Trent Steen Defensive Rebound.,48,77
3:44,2029,Charles Jackson missed Jumper.,48,77
3:44,2029,Travon Harper Offensive Rebound.,48,77
3:40,2029,Travon Harper Turnover.,48,77
3:35,278,Jahmel Taylor Steal.,48,77
3:33,278,Official TV Timeout,48,77
3:02,278,Myles Fitzgerald-Warren missed Three Point Jumper.,48,77
3:02,278,Nate Grimes Offensive Rebound.,48,77
3:00,2029,Foul on Quamauri Hardy.,48,77
3:00,278,Nate Grimes made Free Throw.,48,78
3:00,278,Nate Grimes missed Free Throw.,48,78
3:00,2029,Joe'Randle Toliver Defensive Rebound.,48,78
2:51,2029,Joe'Randle Toliver missed Three Point Jumper.,48,78
2:51,2029,Martaveous McKnight Offensive Rebound.,48,78
2:41,2029,Kennedy McKinney missed Three Point Jumper.,48,78
2:41,278,Nate Grimes Defensive Rebound.,48,78
2:26,278,Myles Fitzgerald-Warren Turnover.,48,78
2:25,2029,Quamauri Hardy Steal.,48,78
2:23,2029,Quamauri Hardy made Layup.,50,78
1:59,278,Nate Grimes Turnover.,50,78
1:56,2029,Joe'Randle Toliver Steal.,50,78
1:52,2029,Kennedy McKinney made Layup. Assisted by Joe'Randle Toliver.,52,78
1:23,278,Gilles Dekoninck Turnover.,52,78
1:02,2029,Joe'Randle Toliver missed Three Point Jumper.,52,78
1:02,278,Jahmel Taylor Defensive Rebound.,52,78
0:37,278,Gilles Dekoninck missed Three Point Jumper.,52,78
0:37,2029,Joe'Randle Toliver Defensive Rebound.,52,78
0:31,2029,Martaveous McKnight missed Three Point Jumper.,52,78
0:31,278,Lazaro Rojas Defensive Rebound.,52,78
0:00,278,End of Game,52,78
