Boston University,2349,UMass Lowell,104
12:15,104,Cedric Hankerson made Layup. Assisted by Will Goff.,12,9
11:56,2349,Josh Gantz Turnover.,12,9
11:56,2349,Official TV Timeout,12,9
11:29,104,Eric Johnson missed Three Point Jumper.,12,9
11:29,104,Andrew Petcash Offensive Rebound.,12,9
11:11,2349,Foul on Shawn Jones.,12,9
11:11,104,Nick Havener missed Free Throw.,12,9
11:11,104,Boston University Deadball Team Rebound.,12,9
11:11,104,Nick Havener made Free Throw.,13,9
10:46,2349,Matt Harris made Jumper.,13,11
10:46,104,Foul on Sukhmail Mathon.,13,11
10:46,2349,Matt Harris made Free Throw.,13,12
10:35,104,Eric Johnson Turnover.,13,12
10:17,2349,Shawn Jones made Layup.,13,14
10:02,104,Sukhmail Mathon made Jumper.,15,14
9:40,2349,Matt Harris missed Jumper.,15,14
9:40,104,Nick Havener Defensive Rebound.,15,14
9:39,2349,Foul on Stefan Borovac.,15,14
9:37,2349,Foul on Jahad Thomas.,15,14
9:35,104,Tyler Scanlon missed Jumper.,15,14
9:35,2349,Rinardo Perry Defensive Rebound.,15,14
9:15,2349,Rinardo Perry made Three Point Jumper. Assisted by Shawn Jones.,15,17
8:48,104,Javante McCoy made Jumper.,17,17
8:26,2349,Jahad Thomas missed Jumper.,17,17
8:26,104,Javante McCoy Defensive Rebound.,17,17
8:11,2349,Foul on Stefan Borovac.,17,17
8:11,104,Max Mahoney made Free Throw.,18,17
8:11,104,Max Mahoney missed Free Throw.,18,17
8:11,2349,Josh Gantz Defensive Rebound.,18,17
7:39,2349,Shawn Jones missed Three Point Jumper.,18,17
7:39,104,Max Mahoney Defensive Rebound.,18,17
7:28,104,Cedric Hankerson missed Layup.,18,17
7:28,2349,Rinardo Perry Block.,18,17
7:28,104,Boston University Offensive Rebound.,18,17
7:25,2349,Official TV Timeout,18,17
7:14,104,Walter Whyte made Three Point Jumper. Assisted by Javante McCoy.,21,17
6:56,2349,Foul on Obadiah Noel.,21,17
6:56,2349,Obadiah Noel Turnover.,21,17
6:42,104,Javante McCoy Turnover.,21,17
6:31,104,Foul on Cedric Hankerson.,21,17
6:23,2349,Jahad Thomas Turnover.,21,17
6:07,104,Max Mahoney made Layup.,23,17
5:53,2349,Rinardo Perry missed Three Point Jumper.,23,17
5:53,104,Boston University Defensive Rebound.,23,17
5:33,104,Max Mahoney missed Jumper.,23,17
5:33,2349,Rinardo Perry Defensive Rebound.,23,17
5:25,2349,Rinardo Perry Turnover.,23,17
5:23,104,Javante McCoy Steal.,23,17
5:19,104,Foul on Walter Whyte.,23,17
5:19,104,Walter Whyte Turnover.,23,17
5:05,2349,Jahad Thomas missed Layup.,23,17
5:05,104,Max Mahoney Defensive Rebound.,23,17
4:43,104,Max Mahoney Turnover.,23,17
4:42,2349,Rinardo Perry Steal.,23,17
4:39,104,Foul on Tyler Scanlon.,23,17
4:39,2349,Rinardo Perry made Free Throw.,23,18
4:39,2349,Rinardo Perry missed Free Throw.,23,18
4:39,104,Walter Whyte Defensive Rebound.,23,18
4:16,104,Tyler Scanlon made Three Point Jumper. Assisted by Nick Havener.,26,18
3:52,2349,Ryan Jones made Three Point Jumper. Assisted by Rinardo Perry.,26,21
3:32,104,Nick Havener made Layup. Assisted by Tyler Scanlon.,28,21
3:20,2349,Josh Gantz made Three Point Jumper. Assisted by Ryan Jones.,28,24
3:02,2349,Official TV Timeout,28,24
2:46,104,Nick Havener Turnover.,28,24
2:23,2349,Matt Harris made Jumper.,28,26
2:01,104,Cedric Hankerson made Layup.,30,26
1:42,2349,Connor Bennett made Layup. Assisted by Ryan Jones.,30,28
1:42,104,Foul on Sukhmail Mathon.,30,28
1:42,2349,Connor Bennett missed Free Throw.,30,28
1:42,2349,Rinardo Perry Offensive Rebound.,30,28
1:38,2349,Matt Harris missed Three Point Jumper.,30,28
1:30,2349,Connor Bennett Offensive Rebound.,30,28
1:30,104,Foul on Kamali Chambers.,30,28
1:30,2349,Matt Harris made Free Throw.,30,29
1:30,2349,Matt Harris made Free Throw.,30,30
1:30,2349,Matt Harris made Free Throw.,30,31
1:10,104,Max Mahoney made Layup.,32,31
1:03,2349,UMass Lowell  Timeout,32,31
0:42,2349,Foul on Shawn Jones.,32,31
0:42,2349,Shawn Jones Turnover.,32,31
0:29,104,Cedric Hankerson made Layup.,34,31
0:05,2349,Rinardo Perry missed Three Point Jumper.,34,31
0:05,104,Tyler Scanlon Defensive Rebound.,34,31
0:00,2349,End of 1st half,34,31
19:52,2349,Rinardo Perry missed Layup.,34,31
19:52,104,Max Mahoney Defensive Rebound.,34,31
19:40,104,Javante McCoy Turnover.,34,31
19:38,2349,Rinardo Perry Steal.,34,31
19:36,104,Foul on Javante McCoy.,34,31
19:36,2349,Rinardo Perry made Free Throw.,34,32
19:36,2349,Rinardo Perry made Free Throw.,34,33
19:11,104,Cedric Hankerson Turnover.,34,33
19:00,2349,Rinardo Perry missed Three Point Jumper.,34,33
19:00,2349,Matt Harris Offensive Rebound.,34,33
18:57,104,Foul on Max Mahoney.,34,33
18:57,2349,Rinardo Perry made Free Throw.,34,34
18:57,2349,Rinardo Perry made Free Throw.,34,35
18:42,104,Max Mahoney made Layup. Assisted by Tyler Scanlon.,36,35
18:20,2349,Matt Harris made Three Point Jumper. Assisted by Jahad Thomas.,36,38
18:01,104,Tyler Scanlon Turnover.,36,38
17:58,2349,Rinardo Perry Steal.,36,38
17:55,2349,Matt Harris missed Three Point Jumper.,36,38
17:55,104,Tyler Scanlon Defensive Rebound.,36,38
17:48,104,Cedric Hankerson Turnover.,36,38
17:38,2349,Foul on Ryan Jones.,36,38
17:38,2349,Ryan Jones Turnover.,36,38
17:28,104,Sukhmail Mathon Turnover.,36,38
17:12,104,Foul on Sukhmail Mathon.,36,38
17:12,2349,Jahad Thomas made Free Throw.,36,39
17:12,2349,Jahad Thomas made Free Throw.,36,40
16:52,104,Cedric Hankerson missed Three Point Jumper.,36,40
16:52,2349,Rinardo Perry Block.,36,40
16:52,104,Boston University Offensive Rebound.,36,40
16:49,104,Eric Johnson Turnover.,36,40
16:47,2349,Rinardo Perry Steal.,36,40
16:45,2349,Jahad Thomas made Layup. Assisted by Rinardo Perry.,36,42
16:39,104,Boston University  Timeout,36,42
16:27,104,Max Mahoney made Jumper.,38,42
16:08,2349,Josh Gantz missed Three Point Jumper.,38,42
16:08,104,Nick Havener Defensive Rebound.,38,42
15:39,104,Cedric Hankerson missed Layup.,38,42
15:39,2349,Jahad Thomas Block.,38,42
15:39,104,Boston University Offensive Rebound.,38,42
15:37,104,Max Mahoney made Layup.,40,42
15:15,2349,Josh Gantz made Layup. Assisted by Jahad Thomas.,40,44
14:53,104,Max Mahoney Turnover.,40,44
14:53,2349,Official TV Timeout,40,44
14:34,2349,Rinardo Perry made Three Point Jumper. Assisted by Josh Gantz.,40,47
14:15,104,Max Mahoney missed Layup.,40,47
14:15,104,Max Mahoney Offensive Rebound.,40,47
14:06,104,Max Mahoney made Jumper.,42,47
13:54,104,Foul on Javante McCoy.,42,47
13:45,2349,Jahad Thomas missed Jumper.,42,47
13:45,2349,Josh Gantz Offensive Rebound.,42,47
13:35,2349,Jahad Thomas made Layup.,42,49
13:35,104,Foul on Walter Whyte.,42,49
13:35,2349,Jahad Thomas missed Free Throw.,42,49
13:35,104,Walter Whyte Defensive Rebound.,42,49
13:20,104,Max Mahoney missed Layup.,42,49
13:20,104,Max Mahoney Offensive Rebound.,42,49
13:14,104,Tyler Scanlon missed Three Point Jumper.,42,49
13:14,2349,Rinardo Perry Defensive Rebound.,42,49
13:05,2349,Jahad Thomas missed Layup.,42,49
13:05,104,Eric Johnson Defensive Rebound.,42,49
12:54,104,Max Mahoney made Layup. Assisted by Tyler Scanlon.,44,49
12:35,2349,Jahad Thomas made Layup. Assisted by Josh Gantz.,44,51
12:09,2349,Foul on Matt Harris.,44,51
12:06,104,Foul on Nick Havener.,44,51
12:06,104,Nick Havener Turnover.,44,51
11:55,2349,Ryan Jones Turnover.,44,51
11:52,104,Will Goff Steal.,44,51
11:45,104,Walter Whyte made Layup. Assisted by Eric Johnson.,46,51
11:24,104,Foul on Nick Havener.,46,51
11:24,2349,Ryan Jones missed Free Throw.,46,51
11:24,104,Tyler Scanlon Defensive Rebound.,46,51
11:11,104,Walter Whyte missed Three Point Jumper.,46,51
11:11,104,Boston University Offensive Rebound.,46,51
11:04,104,Cedric Hankerson missed Layup.,46,51
11:04,2349,Ryan Jones Defensive Rebound.,46,51
10:57,2349,Josh Gantz made Layup. Assisted by Ryan Jones.,46,53
10:36,2349,Foul on Ryan Jones.,46,53
10:36,2349,Foul on Matt Harris.,46,53
10:25,104,Cedric Hankerson missed Layup.,46,53
10:25,2349,Jahad Thomas Defensive Rebound.,46,53
10:20,2349,Shawn Jones made Layup. Assisted by Jahad Thomas.,46,55
10:10,104,Cedric Hankerson made Three Point Jumper. Assisted by Eric Johnson.,49,55
9:50,2349,Josh Gantz Turnover.,49,55
9:37,104,Max Mahoney made Layup.,51,55
9:11,2349,Matt Harris made Three Point Jumper.,51,58
8:58,104,Cedric Hankerson made Layup.,53,58
8:40,2349,Jahad Thomas missed Layup.,53,58
8:40,104,Tyler Scanlon Block.,53,58
8:38,104,Cedric Hankerson Defensive Rebound.,53,58
8:35,104,Walter Whyte made Layup. Assisted by Cedric Hankerson.,55,58
8:08,2349,Matt Harris made Three Point Jumper.,55,61
7:56,104,Walter Whyte made Dunk. Assisted by Max Mahoney.,57,61
7:38,104,Foul on Cedric Hankerson.,57,61
7:38,2349,Official TV Timeout,57,61
7:38,2349,Matt Harris made Free Throw.,57,62
7:38,2349,Matt Harris missed Free Throw.,57,62
7:38,104,Cedric Hankerson Defensive Rebound.,57,62
7:14,104,Max Mahoney made Jumper.,59,62
6:48,2349,Rinardo Perry made Three Point Jumper. Assisted by Josh Gantz.,59,65
6:33,104,Walter Whyte missed Three Point Jumper.,59,65
6:33,2349,Josh Gantz Defensive Rebound.,59,65
6:25,2349,Jahad Thomas made Layup. Assisted by Shawn Jones.,59,67
6:25,104,Foul on Javante McCoy.,59,67
6:25,2349,Jahad Thomas missed Free Throw.,59,67
6:25,2349,Jahad Thomas Offensive Rebound.,59,67
6:24,104,Foul on Max Mahoney.,59,67
6:24,2349,Jahad Thomas made Free Throw.,59,68
6:24,2349,Jahad Thomas made Free Throw.,59,69
6:14,2349,Foul on Ryan Jones.,59,69
6:11,104,Cedric Hankerson missed Three Point Jumper.,59,69
6:11,104,Cedric Hankerson Offensive Rebound.,59,69
6:07,2349,Foul on Ryan Jones.,59,69
6:00,104,Nick Havener made Layup.,61,69
5:34,2349,Rinardo Perry missed Three Point Jumper.,61,69
5:34,2349,Rinardo Perry Offensive Rebound.,61,69
5:16,2349,Rinardo Perry missed Three Point Jumper.,61,69
5:16,104,Max Mahoney Defensive Rebound.,61,69
5:10,2349,Foul on Matt Harris.,61,69
5:10,2349,UMass Lowell  Timeout,61,69
5:10,104,Cedric Hankerson made Free Throw.,62,69
5:10,104,Cedric Hankerson made Free Throw.,63,69
5:01,2349,Rinardo Perry made Layup. Assisted by Josh Gantz.,63,71
4:48,104,Nick Havener missed Layup.,63,71
4:48,104,Boston University Offensive Rebound.,63,71
4:44,104,Cedric Hankerson missed Three Point Jumper.,63,71
4:44,2349,Ryan Jones Defensive Rebound.,63,71
4:29,2349,Ryan Jones Turnover.,63,71
4:28,104,Tyler Scanlon Steal.,63,71
4:23,104,Eric Johnson missed Layup.,63,71
4:23,2349,UMass Lowell Defensive Rebound.,63,71
4:06,2349,Josh Gantz made Layup. Assisted by Jahad Thomas.,63,73
3:53,104,Max Mahoney made Layup. Assisted by Cedric Hankerson.,65,73
3:53,2349,Foul on Rinardo Perry.,65,73
3:53,2349,Official TV Timeout,65,73
3:53,104,Max Mahoney missed Free Throw.,65,73
3:53,2349,Ryan Jones Defensive Rebound.,65,73
3:39,2349,Josh Gantz made Layup. Assisted by Jahad Thomas.,65,75
3:26,104,Tyler Scanlon made Three Point Jumper. Assisted by Will Goff.,68,75
3:21,104,Boston University  Timeout,68,75
3:14,2349,Rinardo Perry missed Layup.,68,75
3:14,104,Max Mahoney Block.,68,75
3:11,104,Will Goff Defensive Rebound.,68,75
3:02,104,Cedric Hankerson made Layup.,70,75
2:36,2349,Jahad Thomas missed Layup.,70,75
2:36,2349,Jahad Thomas Offensive Rebound.,70,75
2:35,104,Foul on Will Goff.,70,75
2:35,2349,Jahad Thomas made Free Throw.,70,76
2:35,2349,Jahad Thomas missed Free Throw.,70,76
2:35,104,Max Mahoney Defensive Rebound.,70,76
2:21,104,Cedric Hankerson missed Three Point Jumper.,70,76
2:21,104,Max Mahoney Offensive Rebound.,70,76
2:20,2349,Foul on Josh Gantz.,70,76
2:20,104,Max Mahoney missed Free Throw.,70,76
2:20,104,Boston University Deadball Team Rebound.,70,76
2:20,104,Max Mahoney missed Free Throw.,70,76
2:20,2349,Jahad Thomas Defensive Rebound.,70,76
2:00,104,Foul on Max Mahoney.,70,76
2:00,2349,Ryan Jones made Free Throw.,70,77
2:00,2349,Ryan Jones missed Free Throw.,70,77
2:00,104,Max Mahoney Defensive Rebound.,70,77
1:48,104,Will Goff made Three Point Jumper. Assisted by Eric Johnson.,73,77
1:31,2349,Josh Gantz Turnover.,73,77
1:30,104,Eric Johnson Steal.,73,77
1:24,104,Cedric Hankerson missed Layup.,73,77
1:24,104,Tyler Scanlon Offensive Rebound.,73,77
1:20,104,Boston University  Timeout,73,77
1:08,104,Max Mahoney missed Layup.,73,77
1:08,2349,Jahad Thomas Defensive Rebound.,73,77
0:54,104,Foul on Eric Johnson.,73,77
0:54,2349,Ryan Jones made Free Throw.,73,78
0:54,2349,Ryan Jones made Free Throw.,73,79
0:54,2349,UMass Lowell  Timeout,73,79
0:46,104,Tyler Scanlon missed Three Point Jumper.,73,79
0:46,104,Max Mahoney Offensive Rebound.,73,79
0:43,104,Max Mahoney made Layup.,75,79
0:37,104,Foul on Eric Johnson.,75,79
0:37,2349,Ryan Jones made Free Throw.,75,80
0:37,2349,Ryan Jones made Free Throw.,75,81
0:35,104,Max Mahoney made Jumper. Assisted by Eric Johnson.,77,81
0:31,2349,Matt Harris Turnover.,77,81
0:30,104,Tyler Scanlon Steal.,77,81
0:28,104,Cedric Hankerson made Three Point Jumper. Assisted by Tyler Scanlon.,80,81
0:25,2349,UMass Lowell  Timeout,80,81
0:24,104,Foul on Will Goff.,80,81
0:24,2349,Matt Harris made Free Throw.,80,82
0:24,2349,Matt Harris made Free Throw.,80,83
0:14,104,Will Goff missed Three Point Jumper.,80,83
0:14,2349,Jahad Thomas Defensive Rebound.,80,83
0:10,104,Foul on Eric Johnson.,80,83
0:10,2349,Matt Harris made Free Throw.,80,84
0:10,2349,Matt Harris made Free Throw.,80,85
0:05,104,Eric Johnson made Layup.,82,85
0:05,104,Foul on Will Goff.,82,85
0:05,2349,Ryan Jones made Free Throw.,82,86
0:05,2349,Ryan Jones made Free Throw.,82,87
0:05,104,Eric Johnson missed Three Point Jumper.,82,87
0:05,2349,Ryan Jones Defensive Rebound.,82,87
0:00,2349,End of Game,82,87
