Eastern Illinois,158,Nebraska,2197
18:04,158,Nebraska Deadball Team Rebound.,35,34
18:04,158,Jordy Tshimanga made Free Throw.,35,35
17:39,2197,D'Angelo Jackson missed Jumper.,35,35
17:39,158,Isaac Copeland Block.,35,35
17:38,158,James Palmer Jr. Defensive Rebound.,35,35
17:15,2197,Foul on Mack Smith.,35,35
17:10,158,Glynn Watson Jr. made Jumper.,35,37
16:45,2197,Aboubacar Diallo made Layup. Assisted by D'Angelo Jackson.,37,37
16:32,158,Glynn Watson Jr. missed Jumper.,37,37
16:32,2197,Montell Goodwin Defensive Rebound.,37,37
16:21,2197,Ray Crossland missed Three Point Jumper.,37,37
16:21,2197,D'Angelo Jackson Offensive Rebound.,37,37
16:15,158,Foul on Evan Taylor.,37,37
16:10,2197,Ray Crossland missed Layup.,37,37
16:10,158,Isaiah Roby Defensive Rebound.,37,37
16:09,2197,Foul on Aboubacar Diallo.,37,37
15:56,158,Evan Taylor made Layup.,37,39
15:56,2197,Foul on Ray Crossland.,37,39
15:56,158,Evan Taylor made Free Throw.,37,40
15:45,2197,Terrell Lewis made Three Point Jumper.,40,40
15:24,158,Isaac Copeland made Jumper.,40,42
14:58,158,Foul on Isaiah Roby.,40,42
14:58,2197,D'Angelo Jackson missed Free Throw.,40,42
14:58,2197,Eastern Illinois Deadball Team Rebound.,40,42
14:58,2197,D'Angelo Jackson missed Free Throw.,40,42
14:58,158,Isaiah Roby Defensive Rebound.,40,42
14:29,158,Isaiah Roby missed Jumper.,40,42
14:29,2197,D'Angelo Jackson Defensive Rebound.,40,42
14:20,2197,Jajuan Starks made Layup.,42,42
14:06,158,Isaac Copeland missed Three Point Jumper.,42,42
14:06,158,Isaiah Roby Offensive Rebound.,42,42
14:03,2197,Foul on D'Angelo Jackson.,42,42
14:03,158,Isaiah Roby made Free Throw.,42,43
14:03,158,Isaiah Roby missed Free Throw.,42,43
14:03,2197,Jajuan Starks Defensive Rebound.,42,43
13:48,2197,Ray Crossland made Three Point Jumper. Assisted by D'Angelo Jackson.,45,43
13:35,2197,Foul on Terrell Lewis.,45,43
13:35,158,Glynn Watson Jr. made Free Throw.,45,44
13:35,158,Glynn Watson Jr. made Free Throw.,45,45
13:08,2197,Jajuan Starks made Jumper. Assisted by Terrell Lewis.,47,45
12:52,158,Jack McVeigh Turnover.,47,45
12:50,2197,Ray Crossland Steal.,47,45
12:50,2197,Ray Crossland missed Layup.,47,45
12:50,158,Jack McVeigh Defensive Rebound.,47,45
12:47,158,Jack McVeigh Turnover.,47,45
12:47,2197,Terrell Lewis Steal.,47,45
12:47,2197,Ray Crossland Turnover.,47,45
12:34,158,James Palmer Jr. Turnover.,47,45
12:33,2197,Jajuan Starks Steal.,47,45
12:32,2197,Jajuan Starks made Dunk.,49,45
12:09,158,Evan Taylor missed Jumper.,49,45
12:09,158,Evan Taylor Offensive Rebound.,49,45
12:07,158,Evan Taylor made Jumper.,49,47
11:43,2197,Terrell Lewis missed Jumper.,49,47
11:43,158,Isaiah Roby Defensive Rebound.,49,47
11:33,2197,Foul on Mack Smith.,49,47
11:33,158,Nebraska  Timeout,49,47
11:33,158,Glynn Watson Jr. made Free Throw.,49,48
11:33,158,Glynn Watson Jr. missed Free Throw.,49,48
11:33,2197,D'Angelo Jackson Defensive Rebound.,49,48
11:28,158,Foul on Isaac Copeland.,49,48
11:22,2197,D'Angelo Jackson missed Layup.,49,48
11:22,2197,Jajuan Starks Offensive Rebound.,49,48
11:20,2197,Jajuan Starks made Jumper.,51,48
11:07,158,James Palmer Jr. missed Jumper.,51,48
11:07,2197,Aboubacar Diallo Block.,51,48
11:04,2197,Aboubacar Diallo Defensive Rebound.,51,48
10:48,2197,Eastern Illinois  Timeout,51,48
10:38,2197,D'Angelo Jackson Turnover.,51,48
10:20,158,Evan Taylor missed Layup.,51,48
10:20,2197,Terrell Lewis Defensive Rebound.,51,48
10:11,2197,Montell Goodwin missed Three Point Jumper.,51,48
10:11,2197,Jajuan Starks Offensive Rebound.,51,48
10:07,2197,Jajuan Starks missed Jumper.,51,48
10:07,158,James Palmer Jr. Defensive Rebound.,51,48
9:56,158,Isaiah Roby Turnover.,51,48
9:55,2197,D'Angelo Jackson Steal.,51,48
9:53,158,Foul on Isaiah Roby.,51,48
9:40,2197,Jajuan Starks missed Jumper.,51,48
9:40,158,Evan Taylor Defensive Rebound.,51,48
9:30,158,James Palmer Jr. missed Three Point Jumper.,51,48
9:30,2197,Montell Goodwin Defensive Rebound.,51,48
9:14,2197,Montell Goodwin made Three Point Jumper. Assisted by Jajuan Starks.,54,48
8:52,158,Glynn Watson Jr. missed Jumper.,54,48
8:52,2197,Muusa Dama Defensive Rebound.,54,48
8:33,2197,Muusa Dama Turnover.,54,48
8:15,158,Glynn Watson Jr. missed Jumper.,54,48
8:15,158,Jordy Tshimanga Offensive Rebound.,54,48
8:09,158,Jack McVeigh missed Three Point Jumper.,54,48
8:09,158,Jack McVeigh Offensive Rebound.,54,48
7:52,158,James Palmer Jr. missed Jumper.,54,48
7:52,2197,Montell Goodwin Defensive Rebound.,54,48
7:32,2197,Muusa Dama missed Jumper.,54,48
7:32,158,Jordy Tshimanga Defensive Rebound.,54,48
7:22,158,Thomas Allen made Three Point Jumper. Assisted by Glynn Watson Jr..,54,51
6:51,2197,Eastern Illinois  Turnover.,54,51
6:51,158,Nebraska  Timeout,54,51
6:29,158,Jordy Tshimanga missed Jumper.,54,51
6:29,2197,Terrell Lewis Defensive Rebound.,54,51
6:03,2197,Muusa Dama missed Three Point Jumper.,54,51
6:03,158,Isaiah Roby Defensive Rebound.,54,51
5:54,158,Glynn Watson Jr. made Three Point Jumper.,54,54
5:33,2197,Terrell Lewis Turnover.,54,54
5:20,158,Thomas Allen missed Jumper.,54,54
5:20,158,Jordy Tshimanga Offensive Rebound.,54,54
5:15,158,James Palmer Jr. missed Three Point Jumper.,54,54
5:15,2197,D'Angelo Jackson Defensive Rebound.,54,54
5:11,158,Foul on Jordy Tshimanga.,54,54
5:11,2197,D'Angelo Jackson made Free Throw.,55,54
5:11,2197,D'Angelo Jackson missed Free Throw.,55,54
5:11,158,Isaiah Roby Defensive Rebound.,55,54
4:59,2197,Foul on D'Angelo Jackson.,55,54
4:59,158,James Palmer Jr. made Free Throw.,55,55
4:59,158,James Palmer Jr. made Free Throw.,55,56
4:47,2197,Jajuan Starks missed Jumper.,55,56
4:47,158,Isaiah Roby Block.,55,56
4:46,2197,Muusa Dama Offensive Rebound.,55,56
4:45,158,Foul on Jordy Tshimanga.,55,56
4:45,2197,Muusa Dama made Free Throw.,56,56
4:45,2197,Muusa Dama made Free Throw.,57,56
4:26,158,Isaiah Roby made Jumper. Assisted by James Palmer Jr..,57,58
4:25,2197,Foul on Jajuan Starks.,57,58
4:25,158,Isaiah Roby made Free Throw.,57,59
3:58,2197,Muusa Dama missed Jumper.,57,59
3:58,158,Jordy Tshimanga Defensive Rebound.,57,59
3:44,158,Glynn Watson Jr. missed Jumper.,57,59
3:44,158,Jordy Tshimanga Offensive Rebound.,57,59
3:41,2197,Foul on Muusa Dama.,57,59
3:41,158,Nebraska  Timeout,57,59
3:41,158,Jordy Tshimanga missed Free Throw.,57,59
3:41,158,Nebraska Deadball Team Rebound.,57,59
3:41,158,Jordy Tshimanga made Free Throw.,57,60
3:26,2197,D'Angelo Jackson missed Jumper.,57,60
3:26,158,Isaiah Roby Defensive Rebound.,57,60
3:24,158,Nebraska  Timeout,57,60
3:12,158,James Palmer Jr. Turnover.,57,60
3:05,2197,Jajuan Starks missed Jumper.,57,60
3:05,2197,Eastern Illinois Offensive Rebound.,57,60
2:40,2197,Montell Goodwin made Jumper.,59,60
2:18,158,Glynn Watson Jr. made Jumper.,59,62
1:57,2197,Ray Crossland missed Three Point Jumper.,59,62
1:57,158,Evan Taylor Defensive Rebound.,59,62
1:33,158,Glynn Watson Jr. made Jumper.,59,64
1:11,2197,Montell Goodwin missed Jumper.,59,64
1:11,158,Isaiah Roby Defensive Rebound.,59,64
1:05,158,Isaiah Roby Turnover.,59,64
1:04,2197,D'Angelo Jackson Steal.,59,64
1:00,2197,Montell Goodwin missed Three Point Jumper.,59,64
1:00,2197,Ray Crossland Offensive Rebound.,59,64
0:52,2197,Jajuan Starks missed Jumper.,59,64
0:52,158,Evan Taylor Block.,59,64
0:51,158,Isaac Copeland Defensive Rebound.,59,64
0:46,2197,Foul on Montell Goodwin.,59,64
0:46,158,Evan Taylor made Free Throw.,59,65
0:46,158,Evan Taylor made Free Throw.,59,66
0:35,2197,Terrell Lewis made Jumper.,61,66
0:31,2197,Eastern Illinois  Timeout,61,66
0:28,2197,Foul on Ray Crossland.,61,66
0:28,158,Evan Taylor missed Free Throw.,61,66
0:28,158,Nebraska Deadball Team Rebound.,61,66
0:28,158,Evan Taylor missed Free Throw.,61,66
0:28,2197,Jajuan Starks Defensive Rebound.,61,66
0:22,2197,D'Angelo Jackson made Layup.,63,66
0:21,2197,Foul on Terrell Lewis.,63,66
0:21,158,Glynn Watson Jr. made Free Throw.,63,67
0:21,158,Glynn Watson Jr. missed Free Throw.,63,67
0:21,2197,D'Angelo Jackson Defensive Rebound.,63,67
0:15,2197,D'Angelo Jackson Turnover.,63,67
0:14,158,Evan Taylor Steal.,63,67
0:13,2197,Foul on D'Angelo Jackson.,63,67
0:13,158,Evan Taylor missed Free Throw.,63,67
0:13,158,Nebraska Deadball Team Rebound.,63,67
0:13,158,Evan Taylor made Free Throw.,63,68
0:11,2197,D'Angelo Jackson made Layup.,65,68
0:11,158,Foul on Isaiah Roby.,65,68
0:11,2197,D'Angelo Jackson made Free Throw.,66,68
0:10,2197,Foul on Montell Goodwin.,66,68
0:10,158,Glynn Watson Jr. made Free Throw.,66,69
0:10,158,Glynn Watson Jr. made Free Throw.,66,70
0:04,2197,Jajuan Starks made Jumper. Assisted by D'Angelo Jackson.,68,70
0:02,2197,Foul on Terrell Lewis.,68,70
0:02,158,Glynn Watson Jr. made Free Throw.,68,71
0:02,158,Glynn Watson Jr. made Free Throw.,68,72
0:00,2197,Terrell Lewis missed Jumper.,68,72
0:00,158,Nebraska Defensive Rebound.,68,72
0:00,158,End of Game,68,72
