William Peace,Error,Elon,2210
13:07,2210,Tyler Seibring missed Three Point Jumper.,9,17
13:07,-1,John Burwell Defensive Rebound.,9,17
12:59,-1,John Burwell missed Layup.,9,17
12:59,2210,Brian Dawkins Defensive Rebound.,9,17
12:42,2210,Brian Dawkins made Layup.,9,19
12:35,2210,Foul on Seth Fuller.,9,19
12:27,-1,Joshua Jones missed Three Point Jumper.,9,19
12:27,2210,Brian Dawkins Defensive Rebound.,9,19
12:21,2210,Steven Santa Ana Turnover.,9,19
12:20,-1,Joshua Jones Steal.,9,19
12:18,-1,Joshua Jones missed Layup.,9,19
12:18,2210,Sheldon Eberhardt Defensive Rebound.,9,19
12:06,2210,Brian Dawkins missed Layup.,9,19
12:06,-1,Samuel Arnold Defensive Rebound.,9,19
12:02,-1,Samuel Arnold Turnover.,9,19
12:01,2210,Simon Wright Steal.,9,19
11:57,2210,Simon Wright missed Three Point Jumper.,9,19
11:57,-1,Samuel Arnold Defensive Rebound.,9,19
11:42,2210,Foul on Simon Wright.,9,19
11:42,2210,Official TV Timeout,9,19
11:39,-1,Kori Anderson made Layup. Assisted by John Burwell.,11,19
11:17,2210,Steven Santa Ana missed Jumper.,11,19
11:17,-1,John Burwell Defensive Rebound.,11,19
11:09,-1,John Burwell missed Jumper.,11,19
11:09,2210,Sheldon Eberhardt Defensive Rebound.,11,19
10:55,2210,Simon Wright Turnover.,11,19
10:54,-1,Kori Anderson Steal.,11,19
10:41,-1,Samuel Arnold missed Three Point Jumper.,11,19
10:41,2210,Steven Santa Ana Defensive Rebound.,11,19
10:30,2210,Simon Wright Turnover.,11,19
10:30,2210,Foul on Simon Wright.,11,19
10:13,-1,John Burwell Turnover.,11,19
10:11,2210,Dmitri Thompson Steal.,11,19
9:53,-1,Foul on Camden Ferguson.,11,19
9:53,2210,Steven Santa Ana missed Free Throw.,11,19
9:53,2210,Elon Deadball Team Rebound.,11,19
9:53,2210,Steven Santa Ana made Free Throw.,11,20
9:28,-1,Trey Bryant missed Layup.,11,20
9:28,2210,Dmitri Thompson Defensive Rebound.,11,20
9:10,-1,Foul on Paul Dunlap.,11,20
9:06,2210,Dainan Swoope made Jumper.,11,22
8:53,-1,Camden Ferguson missed Three Point Jumper.,11,22
8:53,2210,Elon Defensive Rebound.,11,22
8:44,-1,Foul on Trey Bryant.,11,22
8:32,2210,Dmitri Thompson missed Layup.,11,22
8:32,-1,William Peace Defensive Rebound.,11,22
8:18,-1,Camden Ferguson made Three Point Jumper. Assisted by Mikal Gaylord.,14,22
7:54,-1,Foul on Paul Dunlap.,14,22
7:54,2210,Official TV Timeout,14,22
7:54,2210,Tyler Seibring made Free Throw.,14,23
7:54,2210,Tyler Seibring made Free Throw.,14,24
7:40,-1,Mikal Gaylord Turnover.,14,24
7:38,2210,Sheldon Eberhardt Steal.,14,24
7:36,2210,Sheldon Eberhardt made Layup.,14,26
7:29,-1,Camden Ferguson made Three Point Jumper. Assisted by Mikal Gaylord.,17,26
7:12,2210,Karolis Kundrotas made Layup. Assisted by Sheldon Eberhardt.,17,28
7:06,-1,Camden Ferguson missed Three Point Jumper.,17,28
7:06,2210,Sheldon Eberhardt Defensive Rebound.,17,28
6:44,2210,Tyler Seibring made Jumper.,17,30
6:22,-1,Tyson Sellers Turnover.,17,30
6:21,2210,Karolis Kundrotas Steal.,17,30
6:15,2210,Tyler Seibring missed Three Point Jumper.,17,30
6:15,-1,Mikal Gaylord Defensive Rebound.,17,30
6:11,2210,Foul on Tyler Seibring.,17,30
6:03,-1,Tyson Sellers made Three Point Jumper.,20,30
5:53,2210,Dmitri Thompson Turnover.,20,30
5:52,-1,John Burwell Steal.,20,30
5:49,-1,Tyson Sellers Turnover.,20,30
5:39,2210,Dmitri Thompson Turnover.,20,30
5:28,-1,Paul Dunlap missed Three Point Jumper.,20,30
5:28,2210,Dainan Swoope Defensive Rebound.,20,30
5:14,2210,Brian Dawkins made Layup. Assisted by Steven Santa Ana.,20,32
5:02,-1,Paul Dunlap Turnover.,20,32
5:02,-1,Foul on Paul Dunlap.,20,32
4:51,2210,Sheldon Eberhardt made Three Point Jumper.,20,35
4:30,-1,Trey Bryant missed Jumper.,20,35
4:30,2210,Brian Dawkins Defensive Rebound.,20,35
4:09,2210,Sheldon Eberhardt Turnover.,20,35
4:07,-1,Joshua Jones Steal.,20,35
4:03,-1,Maurice Canady made Layup. Assisted by Joshua Jones.,22,35
3:48,-1,Foul on Trey Bryant.,22,35
3:48,2210,Official TV Timeout,22,35
3:48,2210,Brian Dawkins made Free Throw.,22,36
3:48,2210,Brian Dawkins made Free Throw.,22,37
3:37,-1,Samuel Arnold made Three Point Jumper. Assisted by Joshua Jones.,25,37
3:11,2210,Simon Wright made Jumper. Assisted by Brian Dawkins.,25,39
2:57,-1,Joshua Jones Turnover.,25,39
2:49,2210,Simon Wright missed Three Point Jumper.,25,39
2:49,2210,Brian Dawkins Offensive Rebound.,25,39
2:33,2210,Brian Dawkins missed Three Point Jumper.,25,39
2:33,2210,Simon Wright Offensive Rebound.,25,39
2:31,-1,Foul on John Burwell.,25,39
2:31,2210,Simon Wright missed Free Throw.,25,39
2:31,2210,Elon Deadball Team Rebound.,25,39
2:31,2210,Simon Wright made Free Throw.,25,40
2:22,-1,Tyson Sellers missed Three Point Jumper.,25,40
2:22,2210,Brian Dawkins Defensive Rebound.,25,40
2:06,2210,Sheldon Eberhardt missed Three Point Jumper.,25,40
2:06,2210,Brian Dawkins Offensive Rebound.,25,40
2:03,2210,Brian Dawkins made Layup.,25,42
1:46,-1,Camden Ferguson missed Three Point Jumper.,25,42
1:46,2210,Brian Dawkins Defensive Rebound.,25,42
1:34,2210,Dainan Swoope missed Three Point Jumper.,25,42
1:34,2210,Steven Santa Ana Offensive Rebound.,25,42
1:21,2210,Brian Dawkins missed Three Point Jumper.,25,42
1:21,-1,Samuel Arnold Defensive Rebound.,25,42
1:11,-1,John Burwell missed Jumper.,25,42
1:11,2210,Brian Dawkins Defensive Rebound.,25,42
0:50,2210,Steven Santa Ana made Layup. Assisted by Sheldon Eberhardt.,25,44
0:39,-1,Camden Ferguson missed Three Point Jumper.,25,44
0:39,2210,Tyler Seibring Defensive Rebound.,25,44
0:15,2210,Tyler Seibring missed Three Point Jumper.,25,44
0:15,-1,Samuel Arnold Defensive Rebound.,25,44
0:00,2210,End of 1st half,25,44
19:43,2210,Dainan Swoope made Three Point Jumper. Assisted by Tyler Seibring.,25,47
19:29,-1,Joshua Jones missed Three Point Jumper.,25,47
19:29,2210,Brian Dawkins Defensive Rebound.,25,47
19:19,-1,Foul on Trey Bryant.,25,47
19:15,2210,Steven Santa Ana made Jumper. Assisted by Dainan Swoope.,25,49
19:06,-1,Paul Dunlap missed Three Point Jumper.,25,49
19:06,2210,Dmitri Thompson Defensive Rebound.,25,49
18:52,2210,Brian Dawkins missed Three Point Jumper.,25,49
18:52,2210,Dmitri Thompson Offensive Rebound.,25,49
18:48,2210,Dmitri Thompson Turnover.,25,49
18:25,-1,Mikal Gaylord made Three Point Jumper. Assisted by Camden Ferguson.,28,49
18:12,-1,Foul on Paul Dunlap.,28,49
18:12,2210,Brian Dawkins made Free Throw.,28,50
18:12,2210,Brian Dawkins made Free Throw.,28,51
18:01,-1,Camden Ferguson missed Three Point Jumper.,28,51
18:01,2210,Dmitri Thompson Defensive Rebound.,28,51
17:48,2210,Dmitri Thompson made Jumper.,28,53
17:29,-1,Kori Anderson Turnover.,28,53
17:05,2210,Tyler Seibring made Layup.,28,55
17:03,-1,William Peace  Timeout,28,55
17:03,2210,Official TV Timeout,28,55
16:49,-1,Kori Anderson missed Jumper.,28,55
16:49,2210,Dmitri Thompson Defensive Rebound.,28,55
16:36,2210,Brian Dawkins Turnover.,28,55
16:35,-1,Kori Anderson Steal.,28,55
16:32,-1,Kori Anderson missed Layup.,28,55
16:32,2210,Dmitri Thompson Defensive Rebound.,28,55
16:24,2210,Dainan Swoope missed Layup.,28,55
16:24,-1,Camden Ferguson Defensive Rebound.,28,55
15:58,-1,Camden Ferguson missed Layup.,28,55
15:58,2210,Dmitri Thompson Block.,28,55
15:56,-1,John Burwell Offensive Rebound.,28,55
15:48,-1,Samuel Arnold made Layup.,30,55
15:42,2210,Steven Santa Ana missed Jumper.,30,55
15:42,-1,Kori Anderson Defensive Rebound.,30,55
15:26,-1,Samuel Arnold made Three Point Jumper. Assisted by John Burwell.,33,55
15:07,2210,Steven Santa Ana Turnover.,33,55
15:05,-1,Smith Gupton Steal.,33,55
15:01,-1,John Burwell made Three Point Jumper. Assisted by Camden Ferguson.,36,55
14:58,2210,Elon  Timeout,36,55
14:58,2210,Official TV Timeout,36,55
14:47,2210,Seth Fuller Turnover.,36,55
14:37,-1,Tyson Sellers made Three Point Jumper. Assisted by John Burwell.,39,55
14:22,2210,Seth Fuller Turnover.,39,55
14:22,2210,Foul on Seth Fuller.,39,55
14:08,-1,Tyson Sellers missed Jumper.,39,55
14:08,2210,Sheldon Eberhardt Defensive Rebound.,39,55
13:38,2210,Dmitri Thompson made Jumper.,39,57
13:38,-1,Foul on Tyson Sellers.,39,57
13:38,2210,Sheldon Eberhardt made Free Throw.,39,58
13:28,-1,Joshua Jones made Layup.,41,58
13:28,2210,Foul on Karolis Kundrotas.,41,58
13:28,-1,Joshua Jones missed Free Throw.,41,58
13:28,2210,Karolis Kundrotas Defensive Rebound.,41,58
13:09,-1,Foul on Tyson Sellers.,41,58
13:06,2210,Seth Fuller made Three Point Jumper.,41,61
12:51,-1,Maurice Canady missed Three Point Jumper.,41,61
12:51,2210,Elon Defensive Rebound.,41,61
12:40,2210,Karolis Kundrotas made Layup. Assisted by Simon Wright.,41,63
12:22,2210,Foul on Seth Fuller.,41,63
12:12,-1,Samuel Arnold missed Three Point Jumper.,41,63
12:12,2210,Karolis Kundrotas Defensive Rebound.,41,63
12:03,2210,Seth Fuller missed Three Point Jumper.,41,63
12:03,-1,Samuel Arnold Defensive Rebound.,41,63
12:01,2210,Foul on Simon Wright.,41,63
11:52,-1,Samuel Arnold missed Layup.,41,63
11:52,2210,Karolis Kundrotas Block.,41,63
11:50,2210,Seth Fuller Defensive Rebound.,41,63
11:41,2210,Sheldon Eberhardt missed Three Point Jumper.,41,63
11:41,-1,Mikal Gaylord Defensive Rebound.,41,63
11:32,-1,Smith Gupton missed Three Point Jumper.,41,63
11:32,2210,Simon Wright Defensive Rebound.,41,63
11:09,2210,Seth Fuller missed Three Point Jumper.,41,63
11:09,2210,Elon Offensive Rebound.,41,63
11:06,2210,Foul on Karolis Kundrotas.,41,63
11:06,2210,Official TV Timeout,41,63
10:55,-1,Camden Ferguson missed Three Point Jumper.,41,63
10:55,2210,Sheldon Eberhardt Defensive Rebound.,41,63
10:53,-1,Foul on Samuel Arnold.,41,63
10:45,-1,Foul on Mikal Gaylord.,41,63
10:33,2210,Karolis Kundrotas made Layup.,41,65
10:18,-1,Kori Anderson Turnover.,41,65
10:18,-1,Foul on Kori Anderson.,41,65
10:06,2210,Dmitri Thompson made Three Point Jumper. Assisted by Sheldon Eberhardt.,41,68
9:43,-1,Trey Bryant missed Jumper.,41,68
9:43,2210,Sheldon Eberhardt Defensive Rebound.,41,68
9:28,2210,Dmitri Thompson made Three Point Jumper. Assisted by Sheldon Eberhardt.,41,71
9:20,-1,William Peace  Timeout,41,71
9:07,2210,Foul on Dmitri Thompson.,41,71
8:54,-1,John Burwell Turnover.,41,71
8:53,2210,Seth Fuller Steal.,41,71
8:49,2210,Karolis Kundrotas Turnover.,41,71
8:48,-1,John Burwell Steal.,41,71
8:46,2210,Dmitri Thompson missed Free Throw.,41,72
8:46,-1,John Burwell Defensive Rebound.,41,72
8:46,-1,Foul on Trey Bryant.,41,71
8:46,-1,Trey Bryant missed Layup.,41,71
8:46,2210,Dmitri Thompson made Free Throw.,41,72
8:46,2210,Sheldon Eberhardt Block.,41,72
8:45,2210,Dmitri Thompson Defensive Rebound.,41,72
8:37,-1,Joshua Jones made Three Point Jumper. Assisted by John Burwell.,44,72
8:16,2210,Sheldon Eberhardt made Layup. Assisted by Simon Wright.,44,74
8:16,-1,Foul on Joshua Jones.,44,74
8:16,2210,Sheldon Eberhardt missed Free Throw.,44,74
8:16,2210,Simon Wright Offensive Rebound.,44,74
8:10,2210,Simon Wright missed Layup.,44,74
8:10,-1,Trey Bryant Defensive Rebound.,44,74
8:06,-1,Camden Ferguson made Three Point Jumper. Assisted by John Burwell.,47,74
7:50,2210,Seth Fuller missed Three Point Jumper.,47,74
7:50,2210,Jack Anton Offensive Rebound.,47,74
7:42,-1,Foul on Paul Dunlap.,47,74
7:42,2210,Official TV Timeout,47,74
7:42,2210,Jack Anton made Free Throw.,47,75
7:42,2210,Jack Anton made Free Throw.,47,76
7:12,-1,Tyson Sellers Turnover.,47,76
7:11,2210,Seth Fuller Steal.,47,76
7:07,2210,Jack Anton missed Layup.,47,76
7:07,-1,Tyson Sellers Block.,47,76
7:07,2210,Elon Offensive Rebound.,47,76
7:07,2210,Seth Fuller Turnover.,47,76
7:07,-1,John Burwell Steal.,47,76
7:01,-1,Tyson Sellers missed Three Point Jumper.,47,76
7:01,2210,Jack Anton Defensive Rebound.,47,76
6:37,2210,Steven Santa Ana missed Three Point Jumper.,47,76
6:37,2210,Jack Anton Offensive Rebound.,47,76
6:34,-1,Foul on Samuel Arnold.,47,76
6:34,2210,Jack Anton made Free Throw.,47,77
6:34,2210,Jack Anton missed Free Throw.,47,77
6:34,2210,Sheldon Eberhardt Offensive Rebound.,47,77
6:31,2210,Seth Fuller made Three Point Jumper. Assisted by Sheldon Eberhardt.,47,80
6:05,-1,Samuel Arnold missed Layup.,47,80
6:05,2210,Steven Santa Ana Defensive Rebound.,47,80
5:51,2210,Sheldon Eberhardt made Layup. Assisted by Jack Anton.,47,82
5:38,-1,Tyson Sellers missed Three Point Jumper.,47,82
5:38,2210,Sheldon Eberhardt Defensive Rebound.,47,82
5:21,2210,Sheldon Eberhardt Turnover.,47,82
5:20,-1,Tyson Sellers Steal.,47,82
5:08,-1,Smith Gupton missed Three Point Jumper.,47,82
5:08,2210,Simon Wright Defensive Rebound.,47,82
4:49,2210,Jack Anton made Three Point Jumper. Assisted by Steven Santa Ana.,47,85
4:47,-1,William Peace  Timeout,47,85
4:37,-1,Trey Bryant Turnover.,47,85
4:37,-1,Foul on Trey Bryant.,47,85
4:23,2210,Seth Fuller missed Jumper.,47,85
4:23,-1,William Peace Defensive Rebound.,47,85
4:06,-1,Mikal Gaylord made Three Point Jumper. Assisted by Joshua Jones.,50,85
3:48,2210,Jack Anton missed Three Point Jumper.,50,85
3:48,2210,Seth Fuller missed Three Point Jumper.,50,85
3:48,2210,Jack Anton Offensive Rebound.,50,85
3:40,-1,Kori Anderson Defensive Rebound.,50,85
3:37,-1,Joshua Jones missed Three Point Jumper.,50,85
3:37,2210,Elon Defensive Rebound.,50,85
3:33,2210,Official TV Timeout,50,85
3:17,2210,Duje Radja missed Three Point Jumper.,50,85
3:17,-1,Joshua Jones Defensive Rebound.,50,85
3:05,2210,Simon Wright made Jumper.,50,87
2:48,-1,Aaron Taylor missed Jumper.,50,87
2:48,2210,Simon Wright Defensive Rebound.,50,87
2:23,2210,Collin Luther made Jumper.,50,89
2:07,-1,Kori Anderson missed Jumper.,50,89
2:07,-1,Aaron Taylor Offensive Rebound.,50,89
1:56,-1,Aaron Taylor missed Jumper.,50,89
1:56,2210,Duje Radja Defensive Rebound.,50,89
1:32,2210,Maxwell Chester missed Layup.,50,89
1:32,2210,Jack George Offensive Rebound.,50,89
1:27,2210,Jack George made Layup.,50,91
1:23,-1,Smith Gupton Turnover.,50,91
1:13,2210,Simon Wright made Three Point Jumper. Assisted by Collin Luther.,50,94
0:50,-1,Smith Gupton made Three Point Jumper. Assisted by Maurice Canady.,53,94
0:33,2210,Jack George made Layup.,53,96
0:08,-1,Smith Gupton Turnover.,53,96
0:06,2210,Duje Radja Steal.,53,96
0:00,2210,End of Game,53,96
