Wagner,2885,NJIT,2681
11:21,2885,Official TV Timeout,38,39
11:12,2681,Blake Francis missed Jumper.,38,39
11:12,2885,Abdul Lewis Defensive Rebound.,38,39
10:49,2885,Chris Jenkins missed Three Point Jumper.,38,39
10:49,2885,Abdul Lewis Offensive Rebound.,38,39
10:46,2885,Abdul Lewis missed Layup.,38,39
10:46,2885,Abdul Lewis Offensive Rebound.,38,39
10:46,2681,Foul on AJ Sumbry.,38,39
10:46,2885,Abdul Lewis made Free Throw.,38,40
10:46,2885,Abdul Lewis made Free Throw.,38,41
10:29,2681,Elijah Davis missed Three Point Jumper.,38,41
10:29,2681,Wagner Deadball Team Rebound.,38,41
10:27,2885,Foul on Abdul Lewis.,38,41
10:01,2681,Nick Madray missed Jumper.,38,41
10:01,2681,Nick Madray Offensive Rebound.,38,41
9:57,2681,Tyler Plummer Turnover.,38,41
9:36,2885,Donovan Greer missed Three Point Jumper.,38,41
9:36,2681,Nick Madray Defensive Rebound.,38,41
9:24,2885,Foul on Mohamed Bendary.,38,41
9:24,2681,Tyler Plummer made Free Throw.,39,41
9:24,2681,Tyler Plummer missed Free Throw.,39,41
9:24,2885,Chris Jenkins Defensive Rebound.,39,41
9:06,2885,Chris Jenkins missed Three Point Jumper.,39,41
9:06,2681,Nick Madray Defensive Rebound.,39,41
8:42,2681,Tyler Plummer made Three Point Jumper. Assisted by JoJo Cooper.,42,41
8:13,2885,Zach Cooks missed Jumper.,42,41
8:13,2681,JoJo Cooper Defensive Rebound.,42,41
7:56,2681,Foul on Tyler Plummer.,42,41
7:56,2681,Tyler Plummer Turnover.,42,41
7:56,2885,Official TV Timeout,42,41
7:28,2885,Anthony Tarke made Layup.,42,43
7:08,2681,Tyler Plummer made Layup. Assisted by Nick Madray.,44,43
6:43,2885,Abdul Lewis missed Jumper.,44,43
6:43,2681,JoJo Cooper Defensive Rebound.,44,43
6:22,2885,Foul on Donovan Greer.,44,43
6:22,2681,JoJo Cooper made Free Throw.,45,43
6:22,2681,JoJo Cooper missed Free Throw.,45,43
6:22,2885,Abdul Lewis Defensive Rebound.,45,43
6:02,2885,Anthony Tarke Turnover.,45,43
6:01,2681,JoJo Cooper Steal.,45,43
5:37,2681,Nick Madray made Layup. Assisted by Blake Francis.,47,43
5:14,2681,Foul on Nick Madray.,47,43
5:14,2885,Anthony Tarke made Free Throw.,47,44
5:14,2885,Anthony Tarke made Free Throw.,47,45
4:57,2681,Nigel Jackson missed Layup.,47,45
4:57,2885,Reilly Walsh Defensive Rebound.,47,45
4:50,2885,Donovan Greer missed Three Point Jumper.,47,45
4:50,2681,AJ Sumbry Defensive Rebound.,47,45
4:26,2681,Nigel Jackson missed Three Point Jumper.,47,45
4:26,2885,Shyquan Gibbs Defensive Rebound.,47,45
3:59,2885,Anthony Tarke missed Three Point Jumper.,47,45
3:59,2681,JoJo Cooper Defensive Rebound.,47,45
3:49,2681,Blake Francis missed Jumper.,47,45
3:49,2885,Abdul Lewis Defensive Rebound.,47,45
3:42,2681,Foul on Nigel Jackson.,47,45
3:42,2885,Official TV Timeout,47,45
3:42,2885,Anthony Tarke missed Free Throw.,47,45
3:42,2885,NJIT Deadball Team Rebound.,47,45
3:42,2885,Anthony Tarke missed Free Throw.,47,45
3:42,2681,Elijah Davis Defensive Rebound.,47,45
3:39,2681,Elijah Davis Turnover.,47,45
3:39,2885,Reilly Walsh Steal.,47,45
3:38,2681,Foul on Elijah Davis.,47,45
3:38,2885,Reilly Walsh missed Free Throw.,47,45
3:38,2885,NJIT Deadball Team Rebound.,47,45
3:38,2885,Reilly Walsh missed Free Throw.,47,45
3:38,2885,Anthony Tarke Offensive Rebound.,47,45
3:34,2885,Anthony Tarke missed Layup.,47,45
3:34,2681,Elijah Davis Block.,47,45
3:34,2885,NJIT Offensive Rebound.,47,45
3:29,2885,Donovan Greer missed Three Point Jumper.,47,45
3:29,2681,AJ Sumbry Defensive Rebound.,47,45
3:27,2885,Foul on Abdul Lewis.,47,45
3:27,2681,AJ Sumbry made Free Throw.,48,45
3:27,2681,AJ Sumbry missed Free Throw.,48,45
3:27,2885,Reilly Walsh Defensive Rebound.,48,45
3:06,2885,Anthony Tarke made Layup.,48,47
2:35,2681,AJ Sumbry made Jumper.,50,47
2:34,2681,Wagner  Timeout,50,47
2:15,2885,Abdul Lewis missed Jumper.,50,47
2:15,2885,NJIT Offensive Rebound.,50,47
1:55,2885,Abdul Lewis Turnover.,50,47
1:42,2681,Tyler Plummer made Three Point Jumper. Assisted by JoJo Cooper.,53,47
1:26,2885,Donovan Greer missed Three Point Jumper.,53,47
1:25,2885,Abdul Lewis Offensive Rebound.,53,47
1:20,2885,Abdul Lewis made Layup.,53,49
1:18,2885,NJIT  Timeout,53,49
1:09,2885,Foul on Zach Cooks.,53,49
1:09,2681,JoJo Cooper missed Free Throw.,53,49
1:09,2681,Wagner Deadball Team Rebound.,53,49
1:09,2681,JoJo Cooper made Free Throw.,54,49
0:55,2885,Foul on Reilly Walsh.,54,49
0:55,2885,Reilly Walsh Turnover.,54,49
0:55,2681,Wagner  Timeout,54,49
0:53,2885,Foul on Anthony Tarke.,54,49
0:53,2681,Blake Francis made Free Throw.,55,49
0:53,2681,Blake Francis missed Free Throw.,55,49
0:53,2885,Anthony Tarke Defensive Rebound.,55,49
0:46,2885,Foul on Abdul Lewis.,55,49
0:46,2885,Abdul Lewis Turnover.,55,49
0:44,2885,Foul on Shyquan Gibbs.,55,49
0:44,2681,Blake Francis missed Free Throw.,55,49
0:44,2681,Wagner Deadball Team Rebound.,55,49
0:44,2681,Blake Francis made Free Throw.,56,49
0:38,2885,Shawndale Jones missed Layup.,56,49
0:38,2681,AJ Sumbry Block.,56,49
0:37,2681,Blake Francis Defensive Rebound.,56,49
0:37,2885,Foul on Shyquan Gibbs.,56,49
0:37,2681,Blake Francis made Free Throw.,57,49
0:37,2681,Blake Francis made Free Throw.,58,49
0:32,2885,Donovan Greer missed Three Point Jumper.,58,49
0:32,2681,Blake Francis Defensive Rebound.,58,49
0:29,2885,Foul on Donovan Greer.,58,49
0:29,2681,Blake Francis made Free Throw.,59,49
0:29,2681,Blake Francis made Free Throw.,60,49
0:22,2885,Donovan Greer missed Three Point Jumper.,60,49
0:22,2681,Devin Liggeons Defensive Rebound.,60,49
0:00,2885,End of Game,60,49
