Florida A&amp;M,2439,UNLV,50
5:53,2439,Brandon McCoy made Two Point Tip Shot.,14,30
5:39,50,Marcus Barham made Three Point Jumper. Assisted by Justin Ravenel.,17,30
5:31,2439,Brandon McCoy made Layup. Assisted by Jordan Johnson.,17,32
5:31,50,Foul on Marcus Barham.,17,32
5:31,2439,Brandon McCoy made Free Throw.,17,33
5:17,50,Justin Ravenel Turnover.,17,33
5:03,2439,Jordan Johnson missed Three Point Jumper.,17,33
5:03,2439,Shakur Juiston Offensive Rebound.,17,33
5:00,2439,Shakur Juiston made Two Point Tip Shot.,17,35
4:53,50,Brendon Myles missed Jumper.,17,35
4:53,2439,Brandon McCoy Defensive Rebound.,17,35
4:45,2439,Amauri Hardy made Layup. Assisted by Shakur Juiston.,17,37
4:34,50,Elijah Mayes missed Jumper.,17,37
4:34,50,Elijah Mayes Offensive Rebound.,17,37
4:26,50,Elijah Mayes missed Jumper.,17,37
4:26,2439,Jovan Mooring Defensive Rebound.,17,37
4:17,2439,Brandon McCoy made Layup. Assisted by Jordan Johnson.,17,39
4:02,50,Marcus Barham made Three Point Jumper. Assisted by Brendon Myles.,20,39
3:49,2439,Shakur Juiston made Layup. Assisted by Jordan Johnson.,20,41
3:36,50,Marcus Barham missed Three Point Jumper.,20,41
3:36,2439,Amauri Hardy Defensive Rebound.,20,41
3:27,2439,Jovan Mooring missed Three Point Jumper.,20,41
3:27,50,Marcus Barham Defensive Rebound.,20,41
3:12,50,Desmond Williams missed Jumper.,20,41
3:12,2439,Jovan Mooring Defensive Rebound.,20,41
2:56,2439,Jovan Mooring made Three Point Jumper. Assisted by Jordan Johnson.,20,44
2:38,2439,Official TV Timeout,20,44
2:22,50,Desmond Williams missed Jumper.,20,44
2:22,50,Kamron Reaves Offensive Rebound.,20,44
2:18,50,Kamron Reaves missed Three Point Jumper.,20,44
2:18,2439,Jovan Mooring Defensive Rebound.,20,44
2:06,50,Foul on Desmond Williams.,20,44
2:06,2439,Jovan Mooring made Free Throw.,20,45
2:06,2439,Jovan Mooring made Free Throw.,20,46
1:44,50,Marcus Barham made Layup.,22,46
1:35,2439,Amauri Hardy made Three Point Jumper. Assisted by Jovan Mooring.,22,49
1:11,2439,Foul on Tervell Beck.,22,49
1:11,50,Kamron Reaves made Free Throw.,23,49
1:11,50,Kamron Reaves made Free Throw.,24,49
0:57,2439,Tervell Beck made Layup. Assisted by Anthony Smith.,24,51
0:57,50,Foul on Desmond Williams.,24,51
0:57,2439,Tervell Beck missed Free Throw.,24,51
0:57,50,Javonni Harrell Defensive Rebound.,24,51
0:44,50,Marcus Barham Turnover.,24,51
0:43,2439,Jovan Mooring Steal.,24,51
0:40,2439,Amauri Hardy made Dunk. Assisted by Jovan Mooring.,24,53
0:34,50,Marcus Barham missed Three Point Jumper.,24,53
0:34,50,Nasir Core Offensive Rebound.,24,53
0:08,50,Nasir Core made Three Point Jumper. Assisted by Marcus Barham.,27,53
0:00,2439,Jovan Mooring made Three Point Jumper. Assisted by Anthony Smith.,27,56
0:00,2439,End of 1st half,27,56
19:52,2439,Brandon McCoy made Layup. Assisted by Jovan Mooring.,27,58
19:37,50,Desmond Williams missed Layup.,27,58
19:37,50,Isaiah Martin Offensive Rebound.,27,58
19:34,50,Isaiah Martin made Two Point Tip Shot.,29,58
19:22,2439,Kris Clyburn missed Three Point Jumper.,29,58
19:22,2439,Brandon McCoy Offensive Rebound.,29,58
19:19,2439,Brandon McCoy made Layup.,29,60
19:00,50,Marcus Barham missed Jumper.,29,60
19:00,50,Isaiah Martin Offensive Rebound.,29,60
18:56,50,Desmond Williams made Jumper. Assisted by Isaiah Martin.,31,60
18:42,2439,Jovan Mooring made Three Point Jumper. Assisted by Brandon McCoy.,31,63
18:24,50,Kamron Reaves missed Layup.,31,63
18:15,2439,Brandon McCoy Defensive Rebound.,31,63
17:58,2439,Kris Clyburn missed Three Point Jumper.,31,63
17:58,2439,Brandon McCoy Offensive Rebound.,31,63
17:54,2439,Brandon McCoy made Layup.,31,65
17:28,2439,Foul on Jovan Mooring.,31,65
17:26,50,Brendon Myles Turnover.,31,65
17:25,2439,Shakur Juiston Steal.,31,65
17:24,2439,Shakur Juiston made Layup.,31,67
16:56,50,Nasir Core missed Three Point Jumper.,31,67
16:56,50,Desmond Williams Offensive Rebound.,31,67
16:49,50,Desmond Williams missed Jumper.,31,67
16:49,2439,Kris Clyburn Defensive Rebound.,31,67
16:41,2439,Brandon McCoy made Dunk. Assisted by Jordan Johnson.,31,69
16:32,50,Florida A&M  Timeout,31,69
16:21,50,Marcus Barham missed Jumper.,31,69
16:21,2439,Brandon McCoy Defensive Rebound.,31,69
16:04,2439,Shakur Juiston Turnover.,31,69
16:01,50,Marcus Barham missed Layup.,31,69
16:01,50,Kamron Reaves Offensive Rebound.,31,69
15:59,50,Kamron Reaves made Two Point Tip Shot.,33,69
15:42,2439,Shakur Juiston made Jumper. Assisted by Brandon McCoy.,33,71
15:25,50,Marcus Barham missed Three Point Jumper.,33,71
15:25,2439,Shakur Juiston Defensive Rebound.,33,71
15:15,2439,Jay Green made Layup. Assisted by Shakur Juiston.,33,73
14:49,50,Nasir Core missed Three Point Jumper.,33,73
14:49,2439,Shakur Juiston Defensive Rebound.,33,73
14:37,2439,Official TV Timeout,33,73
14:32,2439,Tervell Beck made Three Point Jumper. Assisted by Amauri Hardy.,33,76
13:58,50,Marcus Barham missed Three Point Jumper.,33,76
13:58,50,Florida A&M Offensive Rebound.,33,76
13:56,2439,Foul on Cheickna Dembele.,33,76
13:46,2439,Foul on Jay Green.,33,76
13:43,50,Nasir Core missed Layup.,33,76
13:43,2439,Cheickna Dembele Block.,33,76
13:42,50,Isaiah Martin Offensive Rebound.,33,76
13:40,50,Isaiah Martin made Two Point Tip Shot.,35,76
13:26,2439,Tervell Beck made Layup. Assisted by Cheickna Dembele.,35,78
13:00,50,Desmond Williams made Jumper.,37,78
12:38,2439,Amauri Hardy missed Three Point Jumper.,37,78
12:38,2439,Anthony Smith Offensive Rebound.,37,78
12:35,2439,Anthony Smith made Two Point Tip Shot.,37,80
12:19,50,Nasir Core missed Layup.,37,80
12:19,2439,Cheickna Dembele Block.,37,80
12:17,50,Isaiah Martin Offensive Rebound.,37,80
12:15,50,Desmond Williams made Three Point Jumper. Assisted by Isaiah Martin.,40,80
11:56,50,Foul on Isaiah Martin.,40,80
11:56,2439,Official TV Timeout,40,80
11:56,2439,Tervell Beck made Free Throw.,40,81
11:56,2439,Tervell Beck made Free Throw.,40,82
11:41,2439,Foul on Amauri Hardy.,40,82
11:39,50,Craig Bowman Turnover.,40,82
11:37,2439,Cheickna Dembele Steal.,40,82
11:30,2439,Shakur Juiston made Layup. Assisted by Amauri Hardy.,40,84
11:13,50,Craig Bowman Turnover.,40,84
11:11,2439,Amauri Hardy Steal.,40,84
11:10,2439,Jordan Johnson made Layup. Assisted by Amauri Hardy.,40,86
10:44,50,Desmond Williams made Jumper.,42,86
10:37,2439,Kris Clyburn missed Layup.,42,86
10:37,50,Nasir Core Defensive Rebound.,42,86
10:28,50,Desmond Williams missed Layup.,42,86
10:28,50,Florida A&M Offensive Rebound.,42,86
10:18,50,Marcus Barham missed Three Point Jumper.,42,86
10:18,2439,Cheickna Dembele Defensive Rebound.,42,86
10:09,2439,Shakur Juiston made Layup. Assisted by Jordan Johnson.,42,88
9:56,50,Isaiah Martin made Dunk. Assisted by Craig Bowman.,44,88
9:40,2439,Shakur Juiston Turnover.,44,88
9:19,50,Desmond Williams missed Three Point Jumper.,44,88
9:19,50,Desmond Williams Offensive Rebound.,44,88
9:12,50,Desmond Williams missed Jumper.,44,88
9:12,50,Marcus Barham Offensive Rebound.,44,88
8:59,2439,Foul on Cheikh Mbacke Diong.,44,88
8:59,50,Desmond Williams made Free Throw.,45,88
8:59,50,Desmond Williams made Free Throw.,46,88
8:59,2439,Cheikh Mbacke Diong Turnover.,46,88
8:58,50,Florida A&M  Turnover.,46,88
8:53,50,Foul on Kamron Reaves.,46,88
8:48,2439,Tervell Beck made Layup.,46,90
8:38,50,Marcus Barham missed Jumper.,46,90
8:38,2439,Cheikh Mbacke Diong Block.,46,90
8:38,50,Florida A&M Offensive Rebound.,46,90
8:32,2439,Foul on Tervell Beck.,46,90
8:21,50,Kamron Reaves missed Three Point Jumper.,46,90
8:21,2439,UNLV Defensive Rebound.,46,90
8:07,50,Foul on Kamron Reaves.,46,90
8:07,2439,Jordan Johnson made Free Throw.,46,91
8:07,2439,Jordan Johnson made Free Throw.,46,92
7:53,2439,Foul on Tervell Beck.,46,92
7:53,2439,Official TV Timeout,46,92
7:53,50,Marcus Barham made Free Throw.,47,92
7:53,50,Marcus Barham made Free Throw.,48,92
7:43,2439,Jovan Mooring made Layup.,48,94
7:24,50,Isaiah Martin made Layup. Assisted by Justin Ravenel.,50,94
7:11,2439,Brandon McCoy made Layup.,50,96
6:57,50,Kamron Reaves missed Three Point Jumper.,50,96
6:57,50,Desmond Williams Offensive Rebound.,50,96
6:53,50,Desmond Williams missed Jumper.,50,96
6:53,2439,Shakur Juiston Defensive Rebound.,50,96
6:45,2439,Anthony Smith missed Layup.,50,96
6:45,2439,Brandon McCoy Offensive Rebound.,50,96
6:43,2439,Brandon McCoy made Layup.,50,98
6:15,50,Justin Ravenel missed Jumper.,50,98
6:15,2439,Brandon McCoy Block.,50,98
6:14,50,Isaiah Martin Offensive Rebound.,50,98
6:12,50,Isaiah Martin missed Jumper.,50,98
6:12,2439,Shakur Juiston Defensive Rebound.,50,98
6:04,2439,Anthony Smith missed Layup.,50,98
6:04,50,Isaiah Martin Block.,50,98
6:02,2439,Anthony Smith Offensive Rebound.,50,98
6:02,2439,Anthony Smith Turnover.,50,98
5:58,2439,Foul on Shakur Juiston.,50,98
5:58,50,Kamron Reaves missed Free Throw.,50,98
5:58,2439,Cheikh Mbacke Diong Defensive Rebound.,50,98
5:43,2439,Cheikh Mbacke Diong Turnover.,50,98
5:42,50,Justin Ravenel Steal.,50,98
5:39,50,Kamron Reaves made Layup.,52,98
5:27,2439,Brandon McCoy missed Jumper.,52,98
5:27,2439,Cheikh Mbacke Diong Offensive Rebound.,52,98
5:24,2439,Cheikh Mbacke Diong made Dunk.,52,100
5:18,50,Nasir Core missed Layup.,52,100
5:18,50,Nasir Core Offensive Rebound.,52,100
5:12,50,Desmond Williams made Jumper. Assisted by Nasir Core.,54,100
4:58,2439,Brandon McCoy made Jumper. Assisted by Amauri Hardy.,54,102
4:37,50,Desmond Williams missed Jumper.,54,102
4:37,2439,Anthony Smith Defensive Rebound.,54,102
4:30,2439,Anthony Smith missed Layup.,54,102
4:30,2439,Anthony Smith Offensive Rebound.,54,102
4:29,2439,Anthony Smith missed Two Point Tip Shot.,54,102
4:29,50,Desmond Williams Defensive Rebound.,54,102
4:20,50,Justin Ravenel missed Jumper.,54,102
4:20,2439,Brandon McCoy Defensive Rebound.,54,102
4:11,50,Foul on Nasir Core.,54,102
4:11,50,Foul on Nasir Core.,54,102
4:11,50,Technical Foul on Nasir Core.,54,102
4:11,2439,Technical Foul on Anthony Smith.,54,102
4:11,2439,Foul on Anthony Smith.,54,102
4:11,2439,Cheikh Mbacke Diong missed Free Throw.,54,102
4:11,2439,UNLV Deadball Team Rebound.,54,102
4:11,2439,Cheikh Mbacke Diong made Free Throw.,54,103
4:00,2439,Cheikh Mbacke Diong missed Jumper.,54,103
4:00,50,Kamron Reaves Defensive Rebound.,54,103
3:53,50,Kamron Reaves Turnover.,54,103
3:52,2439,Kris Clyburn Steal.,54,103
3:51,2439,Kris Clyburn Turnover.,54,103
3:50,50,Nasir Core Steal.,54,103
3:48,50,Justin Ravenel missed Three Point Jumper.,54,103
3:48,50,Florida A&M Offensive Rebound.,54,103
3:46,2439,Official TV Timeout,54,103
3:46,50,Isaiah Martin made Free Throw.,55,103
3:46,2439,Foul on Cheikh Mbacke Diong.,54,103
3:46,50,Isaiah Martin made Free Throw.,56,103
3:38,2439,Jay Green Turnover.,56,103
3:38,2439,Foul on Jay Green.,56,103
3:20,50,Desmond Williams made Jumper. Assisted by Kamron Reaves.,58,103
3:01,2439,Tervell Beck made Layup.,58,105
2:39,50,Isaiah Martin made Jumper.,60,105
2:20,50,Foul on Justin Ravenel.,60,105
2:20,2439,Amauri Hardy made Free Throw.,60,106
2:20,2439,Amauri Hardy missed Free Throw.,60,106
2:20,50,Isaiah Martin Defensive Rebound.,60,106
1:48,50,Justin Ravenel Turnover.,60,106
1:30,2439,Amauri Hardy missed Layup.,60,106
1:30,2439,Anthony Smith Offensive Rebound.,60,106
1:27,2439,Anthony Smith missed Jumper.,60,106
1:27,2439,Tervell Beck Offensive Rebound.,60,106
1:25,2439,Tervell Beck missed Two Point Tip Shot.,60,106
1:25,50,Isaiah Martin Defensive Rebound.,60,106
1:20,50,Justin Ravenel made Jumper. Assisted by Isaiah Martin.,62,106
0:59,2439,Anthony Smith missed Layup.,62,106
0:59,2439,Cheikh Mbacke Diong Offensive Rebound.,62,106
0:56,2439,Cheikh Mbacke Diong missed Jumper.,62,106
0:56,2439,Tervell Beck Offensive Rebound.,62,106
0:53,2439,Tervell Beck missed Layup.,62,106
0:53,50,Isaiah Martin Defensive Rebound.,62,106
0:50,2439,Foul on Jay Green.,62,106
0:50,50,Isaiah Martin made Free Throw.,63,106
0:50,50,Isaiah Martin made Free Throw.,64,106
0:39,2439,Cheikh Mbacke Diong missed Layup.,64,106
0:39,2439,Anthony Smith Offensive Rebound.,64,106
0:37,2439,Anthony Smith made Dunk.,64,108
0:31,50,Kamron Reaves missed Layup.,64,108
0:31,2439,Cheikh Mbacke Diong Block.,64,108
0:31,50,Florida A&M Offensive Rebound.,64,108
0:16,50,Isaiah Martin made Dunk. Assisted by Bryce Moragne.,66,108
0:00,2439,End of Game,66,108
