Eastern Kentucky,55,Jacksonville State,2198
8:18,55,Jamall Gregory missed Layup.,2,17
8:18,55,Jamall Gregory Offensive Rebound.,2,17
8:13,55,Tyrik Edwards missed Jumper.,2,17
8:13,2198,Nick Mayo Defensive Rebound.,2,17
8:04,2198,Dedric Boyd made Layup.,4,17
7:35,55,Marlon Hunter made Jumper. Assisted by Jamall Gregory.,4,19
7:17,2198,Jackson Davis missed Layup.,4,19
7:17,55,Norbertas Giga Defensive Rebound.,4,19
7:11,55,Official TV Timeout,4,19
7:10,55,Jamall Gregory Turnover.,4,19
6:56,2198,Dillon Avare missed Three Point Jumper.,4,19
6:56,55,Ashton Spears Defensive Rebound.,4,19
6:43,2198,Foul on JacQuess Hobbs.,4,19
6:30,55,Marlon Hunter Turnover.,4,19
6:13,2198,Nick Mayo Turnover.,4,19
6:12,55,Norbertas Giga Steal.,4,19
6:05,55,Jason Burnell made Layup. Assisted by Norbertas Giga.,4,21
5:42,2198,DeAndre Dishman made Layup.,6,21
5:14,55,Ashton Spears missed Free Throw.,6,21
5:14,55,Jacksonville State Deadball Team Rebound.,6,21
5:14,55,Ashton Spears made Free Throw.,6,22
5:14,55,Ashton Spears made Free Throw.,6,23
5:13,2198,Foul on Dujuanta Weaver.,6,23
4:59,2198,Foul on DeAndre Dishman.,6,23
4:59,2198,DeAndre Dishman Turnover.,6,23
4:43,55,Norbertas Giga made Layup. Assisted by Ashton Spears.,6,25
4:40,2198,Foul on Dujuanta Weaver.,6,25
4:40,55,Norbertas Giga made Free Throw.,6,26
4:28,2198,JacQuess Hobbs made Free Throw.,7,26
4:28,2198,JacQuess Hobbs made Free Throw.,8,26
4:27,55,Foul on Malcolm Drumwright.,8,26
4:02,55,Malcolm Drumwright missed Three Point Jumper.,8,26
4:02,55,Jacara Cross Offensive Rebound.,8,26
3:57,55,Jacara Cross missed Layup.,8,26
3:57,55,Marlon Hunter Offensive Rebound.,8,26
3:56,2198,Foul on DeAndre Dishman.,8,26
3:56,55,Official TV Timeout,8,26
3:56,55,Marlon Hunter missed Free Throw.,8,26
3:56,55,Jacksonville State Deadball Team Rebound.,8,26
3:56,55,Marlon Hunter made Free Throw.,8,27
3:41,2198,Nick Mayo missed Jumper.,8,27
3:41,55,Jacara Cross Defensive Rebound.,8,27
3:24,55,Jacara Cross missed Jumper.,8,27
3:24,55,Norbertas Giga Offensive Rebound.,8,27
3:19,55,Malcolm Drumwright missed Three Point Jumper.,8,27
3:19,2198,DeAndre Dishman Defensive Rebound.,8,27
3:07,2198,Nick Mayo Turnover.,8,27
3:06,55,Ashton Spears Steal.,8,27
3:03,55,Marlon Hunter made Layup. Assisted by Ashton Spears.,8,29
2:45,2198,DeAndre Dishman made Layup.,10,29
2:44,55,Foul on Jacara Cross.,10,29
2:44,2198,DeAndre Dishman made Free Throw.,11,29
2:24,55,Jacara Cross Turnover.,11,29
2:08,2198,DeAndre Dishman made Layup. Assisted by JacQuess Hobbs.,13,29
1:46,55,Tyrik Edwards missed Layup.,13,29
1:46,2198,DeAndre Dishman Defensive Rebound.,13,29
1:35,55,Foul on Jacara Cross.,13,29
1:35,2198,DeAndre Dishman missed Free Throw.,13,29
1:35,2198,Eastern Kentucky Deadball Team Rebound.,13,29
1:35,2198,DeAndre Dishman made Free Throw.,14,29
1:31,55,Norbertas Giga made Free Throw.,14,30
1:31,55,Norbertas Giga missed Free Throw.,14,30
1:31,2198,Nick Mayo Defensive Rebound.,14,30
1:30,2198,Foul on DeAndre Dishman.,14,29
1:09,2198,Peyton Broughton missed Three Point Jumper.,14,30
1:09,2198,JacQuess Hobbs Offensive Rebound.,14,30
0:56,2198,Peyton Broughton missed Jumper.,14,30
0:56,55,Tyrik Edwards Defensive Rebound.,14,30
0:44,55,Jacksonville State  Timeout,14,30
0:36,55,Norbertas Giga made Layup. Assisted by Jason Burnell.,14,32
0:24,2198,A.J. Youngman missed Three Point Jumper.,14,32
0:24,55,Jamall Gregory Defensive Rebound.,14,32
0:01,55,Jason Burnell missed Three Point Jumper.,14,32
0:01,2198,Eastern Kentucky Defensive Rebound.,14,32
0:00,55,End of 1st half,14,32
19:37,2198,Foul on DeAndre Dishman.,14,32
19:37,55,Jamall Gregory missed Free Throw.,14,32
19:37,55,Jacksonville State Deadball Team Rebound.,14,32
19:37,55,Jamall Gregory made Free Throw.,14,33
19:37,2198,Foul on Dedric Boyd.,14,33
19:37,55,Malcolm Drumwright made Jumper.,14,35
19:37,2198,Nick Mayo missed Jumper.,14,35
19:37,55,Jamall Gregory Defensive Rebound.,14,35
19:35,55,Foul on Tyrik Edwards.,14,35
19:34,55,Tyrik Edwards Turnover.,14,35
19:33,55,Norbertas Giga Defensive Rebound.,14,35
18:50,55,Foul on Jamall Gregory.,14,35
18:28,2198,Dedric Boyd missed Three Point Jumper.,14,35
18:28,55,Norbertas Giga Defensive Rebound.,14,35
18:10,55,Malcolm Drumwright missed Jumper.,14,35
18:10,2198,Dujuanta Weaver Defensive Rebound.,14,35
17:43,2198,Zach Charles made Layup. Assisted by JacQuess Hobbs.,16,35
17:43,55,Foul on Christian Cunningham.,16,35
17:43,2198,Zach Charles made Free Throw.,17,35
17:23,55,Christian Cunningham made Layup. Assisted by Jamall Gregory.,17,37
17:01,2198,Zach Charles missed Free Throw.,17,37
17:01,55,Norbertas Giga Defensive Rebound.,17,37
17:00,2198,Zach Charles made Dunk.,19,37
17:00,55,Foul on Jamall Gregory.,19,37
16:45,55,Norbertas Giga Turnover.,19,37
16:29,2198,Nick Mayo missed Jumper.,19,37
16:29,55,Malcolm Drumwright Defensive Rebound.,19,37
16:16,55,Marlon Hunter made Jumper. Assisted by Tyrik Edwards.,19,39
16:05,2198,Nick Mayo missed Jumper.,19,39
16:05,55,Norbertas Giga Defensive Rebound.,19,39
15:50,55,Marlon Hunter missed Three Point Jumper.,19,39
15:50,2198,Zach Charles Defensive Rebound.,19,39
15:42,2198,A.J. Youngman missed Three Point Jumper.,19,39
15:42,55,Norbertas Giga Defensive Rebound.,19,39
15:33,55,Tyrik Edwards Turnover.,19,39
15:32,2198,Foul on JacQuess Hobbs.,19,39
15:22,2198,Dujuanta Weaver missed Three Point Jumper.,19,39
15:22,55,Christian Cunningham Defensive Rebound.,19,39
15:13,55,Marlon Hunter missed Jumper.,19,39
15:13,55,Christian Cunningham Offensive Rebound.,19,39
15:10,55,Christian Cunningham made Dunk.,19,41
14:53,2198,JacQuess Hobbs missed Layup.,19,41
14:53,55,Christian Cunningham Block.,19,41
14:52,2198,Zach Charles Offensive Rebound.,19,41
14:50,2198,Zach Charles made Dunk.,21,41
14:43,2198,Foul on JacQuess Hobbs.,21,41
14:27,55,Marlon Hunter missed Free Throw.,21,41
14:27,55,Jacksonville State Deadball Team Rebound.,21,41
14:27,55,Marlon Hunter made Free Throw.,21,42
14:26,2198,Foul on A.J. Youngman.,21,42
14:16,2198,Dedric Boyd made Jumper.,23,42
13:46,55,Malcolm Drumwright missed Jumper.,23,42
13:46,2198,Zach Charles Defensive Rebound.,23,42
13:38,2198,Dedric Boyd made Free Throw.,24,42
13:38,2198,Dedric Boyd made Free Throw.,25,42
13:37,55,Foul on Tyrik Edwards.,25,42
13:27,55,Marlon Hunter missed Layup.,25,42
13:27,55,Jason Burnell Offensive Rebound.,25,42
13:25,55,Jason Burnell made Layup.,25,44
13:10,2198,Dedric Boyd missed Jumper.,25,44
13:10,55,Malcolm Drumwright Block.,25,44
13:09,55,Marlon Hunter Defensive Rebound.,25,44
13:06,55,Ashton Spears missed Layup.,25,44
13:06,55,Norbertas Giga Offensive Rebound.,25,44
13:05,55,Norbertas Giga missed Layup.,25,44
13:05,55,Ashton Spears Offensive Rebound.,25,44
13:00,55,Malcolm Drumwright missed Three Point Jumper.,25,44
13:00,55,Jason Burnell Offensive Rebound.,25,44
12:56,2198,Foul on A.J. Youngman.,25,44
12:56,55,Jason Burnell missed Free Throw.,25,44
12:56,55,Jacksonville State Deadball Team Rebound.,25,44
12:56,55,Jason Burnell made Free Throw.,25,45
12:40,2198,Nick Mayo missed Jumper.,25,45
12:40,55,Malcolm Drumwright Defensive Rebound.,25,45
12:30,55,Jason Burnell made Layup. Assisted by Malcolm Drumwright.,25,47
12:14,2198,Zach Charles missed Jumper.,25,47
12:14,55,Ashton Spears Block.,25,47
12:13,55,Ashton Spears Defensive Rebound.,25,47
12:01,55,Norbertas Giga made Three Point Jumper. Assisted by Malcolm Drumwright.,25,50
11:45,2198,Dedric Boyd missed Jumper.,25,50
11:45,55,Norbertas Giga Defensive Rebound.,25,50
11:30,55,Official TV Timeout,25,50
11:30,55,Official TV Timeout,25,50
11:30,55,Malcolm Drumwright missed Jumper.,25,50
11:30,2198,Zach Charles Block.,25,50
11:28,55,Jacksonville State Offensive Rebound.,25,50
11:20,2198,Foul on Zach Charles.,25,50
11:20,55,Ashton Spears missed Free Throw.,25,50
11:20,55,Jacksonville State Deadball Team Rebound.,25,50
11:20,55,Ashton Spears made Free Throw.,25,51
11:01,2198,Zach Charles missed Jumper.,25,51
11:01,55,Jason Burnell Defensive Rebound.,25,51
10:49,55,Jason Burnell Turnover.,25,51
10:37,2198,Foul on Dillon Avare.,25,51
10:37,2198,Dillon Avare Turnover.,25,51
10:18,55,Ashton Spears missed Three Point Jumper.,25,51
10:18,2198,JacQuess Hobbs Defensive Rebound.,25,51
10:09,55,Marlon Hunter made Free Throw.,25,53
10:09,55,Marlon Hunter made Free Throw.,25,52
10:09,2198,JacQuess Hobbs Turnover.,25,52
10:08,55,Marlon Hunter Steal.,25,53
10:08,2198,Foul on Dillon Avare.,25,53
9:55,2198,Dillon Avare made Three Point Jumper.,28,53
9:42,55,Ashton Spears Turnover.,28,53
9:41,2198,JacQuess Hobbs Steal.,28,53
9:38,2198,Peyton Broughton made Layup. Assisted by JacQuess Hobbs.,30,53
9:38,55,Foul on Ashton Spears.,30,53
9:38,2198,Peyton Broughton made Free Throw.,31,53
9:10,55,Christian Cunningham missed Layup.,31,53
9:10,2198,Nick Mayo Block.,31,53
9:10,55,Jacksonville State Offensive Rebound.,31,53
9:10,55,Marlon Hunter missed Jumper.,31,53
9:10,2198,Nick Mayo Defensive Rebound.,31,53
9:10,2198,Peyton Broughton made Layup.,33,53
9:09,55,Christian Cunningham Turnover.,33,53
8:36,2198,Dillon Avare made Three Point Jumper. Assisted by Peyton Broughton.,36,53
8:23,55,Marlon Hunter made Layup. Assisted by Jason Burnell.,36,55
8:10,2198,Nick Mayo missed Free Throw.,36,55
8:10,55,Jason Burnell Defensive Rebound.,36,55
8:09,55,Foul on Jason Burnell.,36,55
8:06,55,Marlon Hunter made Dunk. Assisted by Jamall Gregory.,36,57
7:37,2198,Zach Charles made Layup. Assisted by JacQuess Hobbs.,38,57
7:29,2198,Foul on Nick Mayo.,38,57
7:29,2198,Technical Foul on Nick Mayo.,38,57
7:28,2198,Foul on Nick Mayo.,38,57
7:28,55,Malcolm Drumwright made Free Throw.,38,58
7:28,55,Malcolm Drumwright made Free Throw.,38,59
7:28,55,Jason Burnell made Free Throw.,38,60
7:28,55,Jason Burnell made Free Throw.,38,61
7:10,2198,JacQuess Hobbs missed Three Point Jumper.,38,61
7:10,2198,Zach Charles Offensive Rebound.,38,61
7:08,2198,Zach Charles made Layup.,40,61
6:55,55,Jason Burnell Turnover.,40,61
6:54,2198,Zach Charles Steal.,40,61
6:31,2198,Nick Mayo made Jumper. Assisted by Peyton Broughton.,42,61
6:18,55,Christian Cunningham made Dunk. Assisted by Marlon Hunter.,42,63
5:56,2198,JacQuess Hobbs missed Layup.,42,63
5:56,55,Jamall Gregory Defensive Rebound.,42,63
5:46,55,Marlon Hunter missed Jumper.,42,63
5:46,55,Christian Cunningham Offensive Rebound.,42,63
5:33,55,Norbertas Giga missed Jumper.,42,63
5:33,55,Christian Cunningham Offensive Rebound.,42,63
5:31,55,Christian Cunningham made Layup.,42,65
5:18,2198,Nick Mayo made Jumper.,44,65
5:16,2198,Eastern Kentucky  Timeout,44,65
5:03,55,Marlon Hunter made Layup. Assisted by Maurice Dunlap.,44,67
4:47,55,Foul on Christian Cunningham.,44,67
4:47,2198,DeAndre Dishman made Free Throw.,45,67
4:47,2198,DeAndre Dishman made Free Throw.,46,67
4:24,55,Maurice Dunlap made Three Point Jumper. Assisted by Jason Burnell.,46,70
4:11,2198,Nick Mayo made Layup. Assisted by Dedric Boyd.,48,70
4:00,55,Maurice Dunlap missed Three Point Jumper.,48,70
4:00,2198,JacQuess Hobbs Defensive Rebound.,48,70
3:50,2198,Dedric Boyd missed Layup.,48,70
3:50,55,Jason Burnell Block.,48,70
3:49,55,Jason Burnell Defensive Rebound.,48,70
3:49,55,Official TV Timeout,48,70
3:49,55,Jason Burnell Turnover.,48,70
3:49,2198,Peyton Broughton Turnover.,48,70
3:49,55,Marlon Hunter Steal.,48,70
3:29,55,Norbertas Giga missed Three Point Jumper.,48,70
3:29,2198,Nick Mayo Defensive Rebound.,48,70
3:18,2198,Dedric Boyd missed Three Point Jumper.,48,70
3:18,55,Norbertas Giga Defensive Rebound.,48,70
2:52,55,Jason Burnell missed Jumper.,48,70
2:52,2198,Zach Charles Defensive Rebound.,48,70
2:45,2198,JacQuess Hobbs missed Layup.,48,70
2:45,2198,Nick Mayo Offensive Rebound.,48,70
2:43,2198,Nick Mayo made Layup.,50,70
2:10,55,Malcolm Drumwright Turnover.,50,70
2:09,2198,JacQuess Hobbs Steal.,50,70
2:04,2198,Dillon Avare missed Three Point Jumper.,50,70
2:04,55,Norbertas Giga Defensive Rebound.,50,70
2:02,55,Norbertas Giga made Free Throw.,50,71
2:02,55,Norbertas Giga made Free Throw.,50,72
2:01,2198,Foul on Nick Mayo.,50,70
1:53,2198,Nick Mayo made Three Point Jumper. Assisted by A.J. Youngman.,53,72
1:26,2198,Foul on A.J. Youngman.,53,72
1:26,55,Norbertas Giga made Free Throw.,53,73
1:26,55,Norbertas Giga missed Free Throw.,53,73
1:26,2198,Zach Charles Defensive Rebound.,53,73
1:25,2198,Zach Charles made Dunk. Assisted by A.J. Youngman.,55,73
1:23,2198,Foul on JacQuess Hobbs.,55,73
0:49,55,Deon Wright missed Free Throw.,55,73
0:49,55,Jacksonville State Deadball Team Rebound.,55,73
0:49,55,Deon Wright made Free Throw.,55,74
0:41,2198,Dillon Avare made Three Point Jumper. Assisted by JacQuess Hobbs.,58,74
0:31,2198,Foul on Zach Charles.,58,74
0:31,55,Deon Wright made Free Throw.,58,75
0:31,55,Deon Wright made Free Throw.,58,76
0:31,2198,Eastern Kentucky  Timeout,58,76
0:07,2198,Zach Charles missed Three Point Jumper.,58,76
0:07,55,Jacara Cross Defensive Rebound.,58,76
0:00,55,End of Game,58,76
