Eastern Illinois,93,Murray State,2197
13:13,93,Terrell Miller Jr. made Layup. Assisted by Ja Morant.,7,12
12:58,2197,D'Angelo Jackson Turnover.,7,12
12:56,93,Jonathan Stark Steal.,7,12
12:54,93,Jonathan Stark made Dunk.,7,14
12:39,2197,Ray Crossland missed Three Point Jumper.,7,14
12:39,93,Ja Morant Defensive Rebound.,7,14
12:23,93,Jonathan Stark missed Three Point Jumper.,7,14
12:23,2197,D'Angelo Jackson Defensive Rebound.,7,14
12:08,2197,Montell Goodwin missed Three Point Jumper.,7,14
12:08,93,Terrell Miller Jr. Defensive Rebound.,7,14
11:58,2197,Foul on Muusa Dama.,7,14
11:58,93,Official TV Timeout,7,14
11:54,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,7,17
11:38,2197,Montell Goodwin made Jumper.,9,17
11:26,2197,Foul on Logan Koch.,9,17
11:23,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,9,20
11:08,2197,D'Angelo Jackson missed Jumper.,9,20
11:08,93,Brion Sanchious Defensive Rebound.,9,20
10:53,93,Byron Hawkins missed Jumper.,9,20
10:53,2197,Muusa Dama Block.,9,20
10:51,93,Byron Hawkins Offensive Rebound.,9,20
10:48,93,Byron Hawkins made Jumper.,9,22
10:46,2197,Eastern Illinois  Timeout,9,22
10:37,2197,Jajuan Starks made Layup.,11,22
10:15,93,Byron Hawkins missed Three Point Jumper.,11,22
10:15,2197,Muusa Dama Defensive Rebound.,11,22
9:38,2197,Ray Crossland missed Jumper.,11,22
9:38,2197,Eastern Illinois Offensive Rebound.,11,22
9:07,2197,D'Angelo Jackson Turnover.,11,22
8:36,2197,Foul on Ray Crossland.,11,22
8:36,93,Byron Hawkins missed Free Throw.,11,22
8:36,93,Murray State Deadball Team Rebound.,11,22
8:36,93,Byron Hawkins missed Free Throw.,11,22
8:36,2197,Eastern Illinois Defensive Rebound.,11,22
8:34,93,Foul on Jalen Dupree.,11,22
8:23,93,Foul on Anthony Smith.,11,22
8:23,2197,Jajuan Starks made Free Throw.,12,22
8:23,2197,Jajuan Starks missed Free Throw.,12,22
8:23,93,Anthony Smith Defensive Rebound.,12,22
8:05,93,Terrell Miller Jr. missed Three Point Jumper.,12,22
8:05,2197,Jajuan Starks Defensive Rebound.,12,22
7:57,2197,Jajuan Starks made Layup. Assisted by D'Angelo Jackson.,14,22
7:55,93,Murray State  Timeout,14,22
7:26,93,Jonathan Stark missed Layup.,14,22
7:26,2197,Jajuan Starks Defensive Rebound.,14,22
7:09,2197,Montell Goodwin made Three Point Jumper. Assisted by D'Angelo Jackson.,17,22
6:46,2197,Foul on Ray Crossland.,17,22
6:46,93,Jonathan Stark made Free Throw.,17,23
6:46,93,Jonathan Stark made Free Throw.,17,24
6:46,93,Jonathan Stark made Free Throw.,17,25
6:28,2197,D'Angelo Jackson missed Layup.,17,25
6:28,93,Ja Morant Defensive Rebound.,17,25
6:15,2197,Foul on Muusa Dama.,17,25
6:08,93,Jonathan Stark missed Jumper.,17,25
6:08,2197,Montell Goodwin Block.,17,25
6:08,93,Murray State Offensive Rebound.,17,25
6:02,93,Jonathan Stark missed Three Point Jumper.,17,25
6:02,2197,Aboubacar Diallo Defensive Rebound.,17,25
5:52,93,Foul on Jonathan Stark.,17,25
5:52,2197,D'Angelo Jackson made Free Throw.,18,25
5:52,2197,D'Angelo Jackson made Free Throw.,19,25
5:33,93,Terrell Miller Jr. Turnover.,19,25
5:17,2197,Mack Smith missed Three Point Jumper.,19,25
5:17,93,Shaq Buchanan Defensive Rebound.,19,25
5:10,93,Ja Morant missed Layup.,19,25
5:10,2197,D'Angelo Jackson Block.,19,25
5:10,93,Murray State Offensive Rebound.,19,25
5:10,93,Terrell Miller Jr. Turnover.,19,25
5:10,93,Foul on Terrell Miller Jr..,19,25
4:47,2197,D'Angelo Jackson made Layup.,21,25
4:47,93,Foul on Ja Morant.,21,25
4:47,2197,D'Angelo Jackson made Free Throw.,22,25
4:32,2197,Foul on Montell Goodwin.,22,25
4:26,93,Jonathan Stark made Jumper. Assisted by Ja Morant.,22,27
4:08,2197,D'Angelo Jackson missed Layup.,22,27
4:08,2197,Aboubacar Diallo Offensive Rebound.,22,27
4:07,2197,Aboubacar Diallo made Layup.,24,27
3:59,93,Terrell Miller Jr. missed Three Point Jumper.,24,27
3:59,93,Shaq Buchanan Offensive Rebound.,24,27
3:55,93,Shaq Buchanan made Two Point Tip Shot.,24,29
3:35,2197,Mack Smith missed Jumper.,24,29
3:35,2197,Aboubacar Diallo Offensive Rebound.,24,29
3:33,2197,Aboubacar Diallo made Layup.,26,29
3:13,93,Ja Morant made Three Point Jumper. Assisted by Jonathan Stark.,26,32
2:53,2197,Montell Goodwin missed Three Point Jumper.,26,32
2:53,93,Jonathan Stark Defensive Rebound.,26,32
2:48,93,Shaq Buchanan made Dunk. Assisted by Jonathan Stark.,26,34
2:46,2197,Official TV Timeout,26,34
2:35,2197,Montell Goodwin missed Layup.,26,34
2:35,2197,Aboubacar Diallo Offensive Rebound.,26,34
2:29,2197,Montell Goodwin missed Jumper.,26,34
2:29,93,Ja Morant Defensive Rebound.,26,34
2:21,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,26,37
2:02,2197,D'Angelo Jackson made Layup.,28,37
2:02,93,Foul on Jonathan Stark.,28,37
2:02,2197,D'Angelo Jackson made Free Throw.,29,37
1:49,93,Terrell Miller Jr. missed Three Point Jumper.,29,37
1:49,93,Brion Sanchious Offensive Rebound.,29,37
1:48,2197,Foul on D'Angelo Jackson.,29,37
1:48,93,Brion Sanchious missed Free Throw.,29,37
1:48,2197,Mack Smith Defensive Rebound.,29,37
1:26,2197,D'Angelo Jackson missed Three Point Jumper.,29,37
1:26,93,Terrell Miller Jr. Defensive Rebound.,29,37
1:26,2197,Foul on Aboubacar Diallo.,29,37
1:26,93,Terrell Miller Jr. missed Free Throw.,29,37
1:26,2197,Aboubacar Diallo Defensive Rebound.,29,37
1:03,2197,Jajuan Starks missed Three Point Jumper.,29,37
1:03,93,Shaq Buchanan Defensive Rebound.,29,37
0:52,2197,Foul on Mack Smith.,29,37
0:52,93,Shaq Buchanan made Free Throw.,29,38
0:52,93,Shaq Buchanan made Free Throw.,29,39
0:31,2197,Mack Smith made Jumper.,31,39
0:02,2197,Foul on Jajuan Starks.,31,39
0:02,93,Brion Sanchious made Free Throw.,31,40
0:02,93,Brion Sanchious made Free Throw.,31,41
0:00,93,End of 1st half,31,41
19:28,93,Ja Morant missed Three Point Jumper.,31,41
19:28,2197,Ray Crossland Defensive Rebound.,31,41
19:06,2197,Ray Crossland missed Three Point Jumper.,31,41
19:06,2197,Muusa Dama Offensive Rebound.,31,41
19:01,2197,Montell Goodwin missed Three Point Jumper.,31,41
19:01,93,Jalen Dupree Defensive Rebound.,31,41
18:52,93,Shaq Buchanan missed Layup.,31,41
18:52,2197,Montell Goodwin Defensive Rebound.,31,41
18:28,2197,Ray Crossland missed Jumper.,31,41
18:28,93,Terrell Miller Jr. Defensive Rebound.,31,41
18:21,2197,Foul on Ray Crossland.,31,41
18:03,93,Shaq Buchanan made Three Point Jumper. Assisted by Ja Morant.,31,44
17:46,2197,Jajuan Starks missed Three Point Jumper.,31,44
17:46,93,Shaq Buchanan Defensive Rebound.,31,44
17:37,93,Shaq Buchanan made Jumper. Assisted by Ja Morant.,31,46
17:22,93,Foul on Jalen Dupree.,31,46
17:22,2197,Jajuan Starks missed Free Throw.,31,46
17:22,2197,Eastern Illinois Deadball Team Rebound.,31,46
17:22,2197,Jajuan Starks made Free Throw.,32,46
16:52,93,Terrell Miller Jr. Turnover.,32,46
16:51,2197,Montell Goodwin Steal.,32,46
16:48,2197,Muusa Dama made Layup. Assisted by Montell Goodwin.,34,46
16:35,93,Terrell Miller Jr. missed Three Point Jumper.,34,46
16:35,93,Shaq Buchanan Offensive Rebound.,34,46
16:29,93,Brion Sanchious missed Layup.,34,46
16:29,2197,Ray Crossland Defensive Rebound.,34,46
16:22,2197,D'Angelo Jackson Turnover.,34,46
16:21,93,Shaq Buchanan Steal.,34,46
16:13,93,Jonathan Stark missed Three Point Jumper.,34,46
16:13,93,Shaq Buchanan Offensive Rebound.,34,46
16:09,93,Shaq Buchanan made Dunk.,34,48
16:06,2197,Eastern Illinois  Timeout,34,48
15:38,2197,Logan Koch missed Jumper.,34,48
15:38,93,Murray State Defensive Rebound.,34,48
15:34,93,Official TV Timeout,34,48
15:26,2197,Logan Koch Turnover.,34,48
15:26,93,Foul on Shaq Buchanan.,34,48
15:02,2197,Montell Goodwin missed Jumper.,34,48
15:02,93,Jonathan Stark Defensive Rebound.,34,48
14:48,2197,Foul on Muusa Dama.,34,48
14:48,93,Anthony Smith missed Free Throw.,34,48
14:48,93,Murray State Deadball Team Rebound.,34,48
14:48,93,Anthony Smith made Free Throw.,34,49
14:24,2197,D'Angelo Jackson missed Layup.,34,49
14:24,93,Terrell Miller Jr. Defensive Rebound.,34,49
14:18,93,Terrell Miller Jr. Turnover.,34,49
14:06,2197,Jajuan Starks missed Jumper.,34,49
14:06,93,Terrell Miller Jr. Defensive Rebound.,34,49
13:59,2197,Foul on Ray Crossland.,34,49
13:59,93,Ja Morant made Free Throw.,34,50
13:59,93,Ja Morant made Free Throw.,34,51
13:47,2197,D'Angelo Jackson missed Jumper.,34,51
13:47,93,Ja Morant Defensive Rebound.,34,51
13:39,93,Shaq Buchanan missed Three Point Jumper.,34,51
13:39,93,Anthony Smith Offensive Rebound.,34,51
13:37,2197,Foul on Jajuan Starks.,34,51
13:37,93,Anthony Smith made Free Throw.,34,52
13:37,93,Anthony Smith made Free Throw.,34,53
13:21,2197,Montell Goodwin missed Jumper.,34,53
13:21,2197,Montell Goodwin Offensive Rebound.,34,53
13:19,2197,Montell Goodwin made Jumper.,36,53
13:11,93,Ja Morant Turnover.,36,53
13:09,2197,D'Angelo Jackson Steal.,36,53
13:05,2197,Montell Goodwin missed Three Point Jumper.,36,53
13:05,93,Anthony Smith Defensive Rebound.,36,53
13:04,2197,Foul on Muusa Dama.,36,53
12:51,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Ja Morant.,36,56
12:30,2197,D'Angelo Jackson made Three Point Jumper. Assisted by Mack Smith.,39,56
12:14,93,Ja Morant made Layup.,39,58
12:14,2197,Foul on Ray Crossland.,39,58
12:14,93,Ja Morant missed Free Throw.,39,58
12:14,2197,Ray Crossland Defensive Rebound.,39,58
11:54,2197,Logan Koch missed Three Point Jumper.,39,58
11:54,93,Ja Morant Defensive Rebound.,39,58
11:47,93,Byron Hawkins missed Three Point Jumper.,39,58
11:47,93,Byron Hawkins Offensive Rebound.,39,58
11:11,2197,Foul on Montell Goodwin.,39,58
11:11,93,Official TV Timeout,39,58
11:11,93,Anthony Smith missed Free Throw.,39,58
11:11,93,Murray State Deadball Team Rebound.,39,58
11:11,93,Anthony Smith made Free Throw.,39,59
10:46,2197,Montell Goodwin made Three Point Jumper.,42,59
10:32,93,Terrell Miller Jr. missed Layup.,42,59
10:32,93,Terrell Miller Jr. Offensive Rebound.,42,59
10:21,93,Terrell Miller Jr. missed Three Point Jumper.,42,59
10:21,2197,Muusa Dama Defensive Rebound.,42,59
10:07,2197,Aboubacar Diallo missed Jumper.,42,59
10:07,93,Shaq Buchanan Defensive Rebound.,42,59
9:41,93,Terrell Miller Jr. made Layup. Assisted by Ja Morant.,42,61
9:28,2197,Montell Goodwin made Three Point Jumper.,45,61
8:55,93,Jonathan Stark missed Three Point Jumper.,45,61
8:55,2197,Eastern Illinois Defensive Rebound.,45,61
8:55,93,Foul on Anthony Smith.,45,61
8:42,2197,Jajuan Starks made Layup.,47,61
8:30,93,Shaq Buchanan made Layup. Assisted by Jonathan Stark.,47,63
8:11,2197,Muusa Dama missed Jumper.,47,63
8:11,93,Anthony Smith Defensive Rebound.,47,63
7:41,93,Jonathan Stark missed Layup.,47,63
7:41,2197,Muusa Dama Block.,47,63
7:40,93,Jalen Dupree Offensive Rebound.,47,63
7:35,93,Jalen Dupree made Layup.,47,65
7:27,2197,Muusa Dama missed Jumper.,47,65
7:27,2197,Muusa Dama Offensive Rebound.,47,65
7:23,2197,Ray Crossland Turnover.,47,65
7:23,93,Official TV Timeout,47,65
7:23,93,Official TV Timeout,47,65
7:19,93,Byron Hawkins missed Three Point Jumper.,47,65
7:19,2197,Mack Smith Defensive Rebound.,47,65
6:41,2197,D'Angelo Jackson Turnover.,47,65
6:17,93,Ja Morant made Jumper.,47,67
5:52,2197,Muusa Dama missed Jumper.,47,67
5:52,93,Jalen Dupree Defensive Rebound.,47,67
5:25,93,Jonathan Stark made Layup. Assisted by Ja Morant.,47,69
5:25,2197,Foul on Muusa Dama.,47,69
5:25,2197,Technical Foul on Muusa Dama.,47,69
5:25,93,Jonathan Stark made Free Throw.,47,71
5:25,93,Jonathan Stark made Free Throw.,47,70
5:25,2197,Foul on Aboubacar Diallo.,47,71
5:25,93,Jonathan Stark made Free Throw.,47,72
5:12,93,Foul on Anthony Smith.,47,72
5:00,2197,D'Angelo Jackson made Free Throw.,48,72
5:00,2197,D'Angelo Jackson made Free Throw.,49,72
4:43,2197,Foul on Mack Smith.,49,72
4:43,93,Byron Hawkins missed Free Throw.,49,72
4:43,93,Murray State Deadball Team Rebound.,49,72
4:43,93,Byron Hawkins missed Free Throw.,49,72
4:43,2197,Lucas Jones Defensive Rebound.,49,72
4:38,93,Foul on Anthony Smith.,49,72
4:33,2197,Montell Goodwin missed Three Point Jumper.,49,72
4:33,93,Anthony Smith Defensive Rebound.,49,72
4:33,93,Byron Hawkins missed Jumper.,49,72
4:33,2197,Aboubacar Diallo Defensive Rebound.,49,72
4:33,2197,D'Angelo Jackson missed Jumper.,49,72
4:33,93,Anthony Smith Defensive Rebound.,49,72
3:08,93,Anthony Smith missed Jumper.,49,72
3:08,93,Ja Morant Offensive Rebound.,49,72
3:04,93,Byron Hawkins made Three Point Jumper. Assisted by Ja Morant.,49,75
2:50,2197,Eastern Illinois  Timeout,49,75
2:40,2197,Justice Green missed Jumper.,49,75
2:40,93,Ja Morant Defensive Rebound.,49,75
2:34,2197,Foul on Lucas Jones.,49,75
2:34,93,Ja Morant made Free Throw.,49,76
2:34,93,Ja Morant made Free Throw.,49,77
2:14,93,Foul on Jachai Taylor.,49,77
2:14,2197,Justice Green made Free Throw.,50,77
2:14,2197,Justice Green made Free Throw.,51,77
1:46,93,Devin Gilmore missed Jumper.,51,77
1:46,2197,Aboubacar Diallo Block.,51,77
1:44,93,Devin Gilmore Offensive Rebound.,51,77
1:44,93,Devin Gilmore Turnover.,51,77
1:26,2197,Justice Green missed Three Point Jumper.,51,77
1:26,2197,Michael Chavers Offensive Rebound.,51,77
1:13,93,Foul on Jachai Taylor.,51,77
1:13,2197,Aboubacar Diallo missed Free Throw.,51,77
1:13,2197,Eastern Illinois Deadball Team Rebound.,51,77
1:13,2197,Aboubacar Diallo made Free Throw.,52,77
0:57,93,Zach Hopewell made Jumper.,52,79
0:43,2197,DeVantae' Price missed Layup.,52,79
0:43,2197,Justice Green Offensive Rebound.,52,79
0:39,2197,Justice Green missed Jumper.,52,79
0:39,93,Devin Gilmore Defensive Rebound.,52,79
0:24,2197,Foul on Shawn Wilson.,52,79
0:24,93,Zach Hopewell missed Free Throw.,52,79
0:24,93,Murray State Deadball Team Rebound.,52,79
0:24,93,Zach Hopewell made Free Throw.,52,80
0:07,2197,Michael Chavers missed Three Point Jumper.,52,80
0:07,93,Brion Sanchious Defensive Rebound.,52,80
0:00,93,End of Game,52,80
