Morehead State,2635,Tennessee Tech,2413
0:37,2635,Kajon Mack Turnover.,28,34
0:19,2413,Djimon Henson missed Jumper.,28,34
0:19,2413,Morehead State Offensive Rebound.,28,34
0:17,2413,Morehead State  Timeout,28,34
0:12,2413,Londell King Turnover.,28,34
0:11,2635,Aleksa Jugovic Steal.,28,34
0:09,2635,Curtis Phillips Jr. made Layup. Assisted by Aleksa Jugovic.,28,36
0:01,2413,Jordan Walker missed Three Point Jumper.,28,36
0:01,2635,Tennessee Tech Defensive Rebound.,28,36
0:00,2635,End of 1st half,28,36
19:46,2635,Mason Ramsey made Layup. Assisted by Shaq Calhoun.,28,38
19:32,2413,Londell King missed Three Point Jumper.,28,38
19:32,2635,Courtney Alexander II Defensive Rebound.,28,38
19:23,2635,Kajon Mack missed Three Point Jumper.,28,38
19:23,2413,Jordan Walker Defensive Rebound.,28,38
19:07,2635,Foul on Shaq Calhoun.,28,38
19:00,2413,Londell King missed Layup.,28,38
19:00,2635,Courtney Alexander II Block.,28,38
18:59,2413,Londell King Offensive Rebound.,28,38
18:58,2413,Londell King made Layup.,30,38
18:42,2635,Mason Ramsey missed Layup.,30,38
18:42,2413,Londell King Block.,30,38
18:41,2413,Malek Green Defensive Rebound.,30,38
18:25,2413,Londell King missed Jumper.,30,38
18:25,2635,Courtney Alexander II Defensive Rebound.,30,38
18:16,2635,Shaq Calhoun missed Layup.,30,38
18:16,2413,Londell King Defensive Rebound.,30,38
18:07,2413,Malek Green made Layup. Assisted by Jordan Walker.,32,38
17:52,2413,Foul on Malek Green.,32,38
17:50,2413,Foul on Londell King.,32,38
17:49,2635,Aleksa Jugovic made Layup. Assisted by Kajon Mack.,32,40
17:26,2413,De'Von Cooper missed Jumper.,32,40
17:26,2635,Courtney Alexander II Defensive Rebound.,32,40
17:09,2635,Kajon Mack missed Three Point Jumper.,32,40
17:09,2413,Djimon Henson Defensive Rebound.,32,40
17:02,2413,Djimon Henson Turnover.,32,40
16:46,2413,Foul on Malek Green.,32,40
16:46,2635,Mason Ramsey missed Free Throw.,32,40
16:46,2635,Tennessee Tech Deadball Team Rebound.,32,40
16:46,2635,Mason Ramsey made Free Throw.,32,41
16:21,2413,Lamontray Harris made Jumper.,34,41
16:04,2635,Aleksa Jugovic missed Three Point Jumper.,34,41
16:04,2635,Courtney Alexander II Offensive Rebound.,34,41
15:59,2635,Courtney Alexander II missed Layup.,34,41
15:59,2413,Lamontray Harris Defensive Rebound.,34,41
15:33,2413,Djimon Henson missed Three Point Jumper.,34,41
15:33,2413,A.J. Hicks Offensive Rebound.,34,41
15:27,2413,Lamontray Harris missed Three Point Jumper.,34,41
15:27,2413,Djimon Henson Offensive Rebound.,34,41
15:25,2413,Djimon Henson made Jumper.,36,41
15:04,2635,Courtney Alexander II made Dunk. Assisted by Kajon Mack.,36,43
14:56,2635,Foul on Kajon Mack.,36,43
14:56,2635,Official TV Timeout,36,43
14:56,2413,Jordan Walker made Free Throw.,37,43
14:56,2413,Jordan Walker made Free Throw.,38,43
14:53,2635,Tennessee Tech  Timeout,38,43
14:33,2635,Courtney Alexander II Turnover.,38,43
14:14,2413,Jordan Walker made Three Point Jumper. Assisted by A.J. Hicks.,41,43
13:54,2413,Foul on Alonzo Chatman.,41,43
13:54,2413,Foul on Lamontray Harris.,41,43
13:48,2413,Foul on A.J. Hicks.,41,43
13:43,2635,Mason Ramsey made Layup.,41,45
13:28,2413,Alonzo Chatman missed Layup.,41,45
13:28,2635,Mason Ramsey Defensive Rebound.,41,45
13:12,2635,Curtis Phillips Jr. missed Three Point Jumper.,41,45
13:12,2413,Jordan Walker Defensive Rebound.,41,45
13:07,2635,Foul on Mason Ramsey.,41,45
13:07,2413,Jordan Walker made Free Throw.,42,45
13:07,2413,Jordan Walker made Free Throw.,43,45
12:55,2635,Micaiah Henry Turnover.,43,45
12:36,2413,A.J. Hicks Turnover.,43,45
12:35,2635,Curtis Phillips Jr. Steal.,43,45
12:32,2635,Curtis Phillips Jr. missed Layup.,43,45
12:32,2413,A.J. Hicks Defensive Rebound.,43,45
12:16,2635,Foul on Shaq Calhoun.,43,45
11:58,2413,Djimon Henson missed Three Point Jumper.,43,45
11:58,2635,Shaq Calhoun Defensive Rebound.,43,45
11:30,2635,Curtis Phillips Jr. made Three Point Jumper. Assisted by Kajon Mack.,43,48
11:12,2635,Foul on Kajon Mack.,43,48
11:12,2635,Official TV Timeout,43,48
11:03,2413,Londell King made Three Point Jumper. Assisted by A.J. Hicks.,46,48
10:39,2635,Courtney Alexander II made Dunk. Assisted by Curtis Phillips Jr..,46,50
10:12,2635,Foul on Courtney Alexander II.,46,50
10:02,2413,Jordan Walker made Layup.,48,50
10:02,2635,Foul on Micaiah Henry.,48,50
10:02,2413,Jordan Walker made Free Throw.,49,50
9:49,2635,Mason Ramsey made Layup. Assisted by Aleksa Jugovic.,49,52
9:23,2635,Foul on Courtney Alexander II.,49,52
9:23,2413,Djimon Henson missed Free Throw.,49,52
9:23,2635,Curtis Phillips Jr. Defensive Rebound.,49,52
9:07,2635,Aleksa Jugovic made Three Point Jumper. Assisted by Kajon Mack.,49,55
8:54,2413,Jordan Walker missed Jumper.,49,55
8:54,2635,Curtis Phillips Jr. Block.,49,55
8:53,2635,Curtis Phillips Jr. Defensive Rebound.,49,55
8:27,2635,Mason Ramsey missed Jumper.,49,55
8:27,2413,Trell Thompson Defensive Rebound.,49,55
8:18,2413,Jordan Walker Turnover.,49,55
8:17,2635,Curtis Phillips Jr. Steal.,49,55
8:15,2635,Shaq Calhoun made Dunk. Assisted by Curtis Phillips Jr..,49,57
8:03,2413,Morehead State  Timeout,49,57
8:03,2635,Official TV Timeout,49,57
7:50,2635,Foul on Shaq Calhoun.,49,57
7:50,2413,Londell King made Free Throw.,50,57
7:50,2413,Londell King missed Free Throw.,50,57
7:50,2635,Curtis Phillips Jr. Defensive Rebound.,50,57
7:34,2635,Aleksa Jugovic missed Three Point Jumper.,50,57
7:34,2413,De'Von Cooper Defensive Rebound.,50,57
7:25,2413,Jordan Walker missed Layup.,50,57
7:25,2635,Aleksa Jugovic Defensive Rebound.,50,57
7:12,2413,Foul on Alonzo Chatman.,50,57
7:12,2635,Curtis Phillips Jr. missed Free Throw.,50,57
7:12,2413,Londell King Defensive Rebound.,50,57
6:47,2413,De'Von Cooper made Three Point Jumper. Assisted by Londell King.,53,57
6:21,2413,Foul on Lamontray Harris.,53,57
6:21,2635,Mason Ramsey made Free Throw.,53,58
6:21,2635,Mason Ramsey made Free Throw.,53,59
6:08,2413,A.J. Hicks missed Three Point Jumper.,53,59
6:08,2635,Courtney Alexander II Defensive Rebound.,53,59
6:01,2635,Courtney Alexander II Turnover.,53,59
5:44,2413,Jordan Walker missed Three Point Jumper.,53,59
5:44,2413,Londell King Offensive Rebound.,53,59
5:41,2413,Londell King made Layup.,55,59
5:16,2413,Foul on Londell King.,55,59
5:16,2635,Mason Ramsey missed Free Throw.,55,59
5:16,2635,Tennessee Tech Deadball Team Rebound.,55,59
5:16,2635,Mason Ramsey made Free Throw.,55,60
4:53,2635,Foul on Mason Ramsey.,55,60
4:53,2413,A.J. Hicks missed Free Throw.,55,60
4:53,2413,Morehead State Deadball Team Rebound.,55,60
4:53,2413,A.J. Hicks made Free Throw.,56,60
4:25,2635,Kajon Mack missed Three Point Jumper.,56,60
4:25,2413,Alonzo Chatman Defensive Rebound.,56,60
4:24,2635,Foul on Mason Ramsey.,56,60
4:24,2413,Alonzo Chatman missed Free Throw.,56,60
4:24,2413,Morehead State Deadball Team Rebound.,56,60
4:24,2413,Alonzo Chatman missed Free Throw.,56,60
4:24,2635,Kajon Mack Defensive Rebound.,56,60
4:18,2635,Aleksa Jugovic made Layup. Assisted by Kajon Mack.,56,62
4:00,2413,A.J. Hicks Turnover.,56,62
3:59,2635,Shaq Calhoun Steal.,56,62
3:55,2635,Curtis Phillips Jr. made Layup. Assisted by Aleksa Jugovic.,56,64
3:53,2635,Tennessee Tech  Timeout,56,64
3:53,2635,Official TV Timeout,56,64
3:38,2635,Foul on Micaiah Henry.,56,64
3:38,2413,Londell King missed Free Throw.,56,64
3:38,2413,Morehead State Deadball Team Rebound.,56,64
3:37,2413,Londell King missed Free Throw.,56,64
3:37,2635,Curtis Phillips Jr. Defensive Rebound.,56,64
3:17,2635,Shaq Calhoun Turnover.,56,64
3:17,2413,A.J. Hicks Steal.,56,64
3:14,2413,A.J. Hicks Turnover.,56,64
3:14,2635,Curtis Phillips Jr. Steal.,56,64
2:49,2635,Aleksa Jugovic missed Layup.,56,64
2:49,2413,A.J. Hicks Defensive Rebound.,56,64
2:46,2635,Foul on Curtis Phillips Jr..,56,64
2:46,2413,A.J. Hicks made Free Throw.,57,64
2:46,2413,A.J. Hicks made Free Throw.,58,64
2:31,2635,Foul on Mason Ramsey.,58,64
2:31,2635,Mason Ramsey Turnover.,58,64
2:25,2413,Lamontray Harris made Layup.,60,64
2:11,2635,Kajon Mack made Layup.,60,66
1:45,2413,Djimon Henson missed Layup.,60,66
1:45,2413,Djimon Henson Offensive Rebound.,60,66
1:40,2413,Djimon Henson Turnover.,60,66
1:39,2635,Micaiah Henry Steal.,60,66
1:37,2413,Foul on Jordan Walker.,60,66
1:37,2635,Curtis Phillips Jr. missed Free Throw.,60,66
1:37,2635,Tennessee Tech Deadball Team Rebound.,60,66
1:37,2635,Curtis Phillips Jr. missed Free Throw.,60,66
1:37,2413,Lamontray Harris Defensive Rebound.,60,66
1:22,2413,Jordan Walker made Layup.,62,66
1:10,2413,Foul on Djimon Henson.,62,66
1:10,2635,Courtney Alexander II missed Free Throw.,62,66
1:10,2635,Tennessee Tech Deadball Team Rebound.,62,66
1:10,2635,Courtney Alexander II made Free Throw.,62,67
0:59,2413,Lamontray Harris missed Three Point Jumper.,62,67
0:59,2413,Londell King Offensive Rebound.,62,67
0:56,2413,Londell King made Layup.,64,67
0:56,2635,Foul on Micaiah Henry.,64,67
0:56,2413,Londell King made Free Throw.,65,67
0:52,2635,Foul on Kajon Mack.,65,67
0:52,2635,Curtis Phillips Jr. Turnover.,65,67
0:52,2413,A.J. Hicks Steal.,65,67
0:52,2413,A.J. Hicks missed Free Throw.,65,67
0:52,2413,Morehead State Deadball Team Rebound.,65,67
0:52,2413,A.J. Hicks missed Free Throw.,65,67
0:52,2635,Kajon Mack Defensive Rebound.,65,67
0:34,2635,Aleksa Jugovic Turnover.,65,67
0:33,2413,A.J. Hicks Steal.,65,67
0:32,2413,A.J. Hicks made Layup.,67,67
0:10,2635,Tennessee Tech  Timeout,67,67
0:03,2635,Kajon Mack missed Layup.,67,67
0:03,2635,Curtis Phillips Jr. Offensive Rebound.,67,67
0:01,2635,Curtis Phillips Jr. made Layup.,67,69
0:00,2635,End of Game,67,69
