New Mexico State,300,UC Irvine,166
8:41,166,Jemerrio Jones missed Layup.,20,11
8:41,300,Evan Leonard Defensive Rebound.,20,11
8:09,300,Evan Leonard missed Three Point Jumper.,20,11
8:09,166,Johnny McCants Block.,20,11
8:08,300,Evan Leonard Offensive Rebound.,20,11
8:06,300,UC Irvine  Turnover.,20,11
7:38,166,Sidy N'Dir missed Layup.,20,11
7:38,300,Jonathan Galloway Block.,20,11
7:37,300,Eyassu Worku Defensive Rebound.,20,11
7:32,300,Evan Leonard missed Three Point Jumper.,20,11
7:32,166,Jemerrio Jones Defensive Rebound.,20,11
7:21,166,A.J. Harris missed Three Point Jumper.,20,11
7:21,300,Darrian Traylor Defensive Rebound.,20,11
7:01,300,Eyassu Worku made Three Point Jumper. Assisted by Jonathan Galloway.,20,14
6:38,166,Jemerrio Jones made Layup.,22,14
6:35,166,Foul on Jemerrio Jones.,22,14
6:35,166,Technical Foul on Jemerrio Jones.,22,14
6:35,300,Official TV Timeout,22,14
6:35,300,Eyassu Worku made Free Throw.,22,15
6:35,300,Eyassu Worku made Free Throw.,22,16
6:12,300,Brad Greene Turnover.,22,16
5:54,166,Sidy N'Dir made Three Point Jumper. Assisted by A.J. Harris.,25,16
5:28,300,Eyassu Worku made Jumper.,25,18
5:07,166,Zach Lofton missed Three Point Jumper.,25,18
5:07,300,Darrian Traylor Defensive Rebound.,25,18
4:55,166,Foul on Sidy N'Dir.,25,18
4:51,300,Brad Greene missed Free Throw.,25,18
4:51,300,UC Irvine Deadball Team Rebound.,25,18
4:51,300,Brad Greene made Free Throw.,25,19
4:40,166,Zach Lofton missed Three Point Jumper.,25,19
4:40,300,Darrian Traylor Defensive Rebound.,25,19
4:28,300,Eyassu Worku missed Jumper.,25,19
4:28,300,Brad Greene Offensive Rebound.,25,19
4:21,300,John Edgar Jr. missed Three Point Jumper.,25,19
4:21,300,Evan Leonard Offensive Rebound.,25,19
4:14,300,John Edgar Jr. missed Layup.,25,19
4:14,166,A.J. Harris Defensive Rebound.,25,19
4:04,166,Shunn Buchanan missed Three Point Jumper.,25,19
4:04,166,Zach Lofton Offensive Rebound.,25,19
4:00,166,Johnny McCants missed Layup.,25,19
4:00,300,Brad Greene Block.,25,19
3:59,300,Brad Greene Defensive Rebound.,25,19
3:42,300,Official TV Timeout,25,19
3:40,300,Eyassu Worku missed Three Point Jumper.,25,19
3:40,166,Jemerrio Jones Defensive Rebound.,25,19
3:24,166,A.J. Harris missed Three Point Jumper.,25,19
3:24,300,Eyassu Worku Defensive Rebound.,25,19
2:51,300,UC Irvine  Turnover.,25,19
2:31,300,Foul on Evan Leonard.,25,19
2:22,166,Jemerrio Jones missed Three Point Jumper.,25,19
2:22,300,Brad Greene Defensive Rebound.,25,19
2:06,300,Evan Leonard missed Three Point Jumper.,25,19
2:06,166,Jemerrio Jones Defensive Rebound.,25,19
2:00,300,Foul on Brad Greene.,25,19
2:00,166,Johnny McCants missed Free Throw.,25,19
2:00,166,New Mexico State Deadball Team Rebound.,25,19
2:00,166,Johnny McCants made Free Throw.,26,19
1:39,300,Eyassu Worku missed Jumper.,26,19
1:39,166,Zach Lofton Defensive Rebound.,26,19
1:14,166,Shunn Buchanan missed Layup.,26,19
1:14,300,Elston Jones Block.,26,19
1:13,166,New Mexico State Offensive Rebound.,26,19
1:09,166,Johnny McCants missed Layup.,26,19
1:09,300,Jonathan Galloway Defensive Rebound.,26,19
1:06,166,Foul on Jemerrio Jones.,26,19
1:06,300,Jonathan Galloway missed Free Throw.,26,19
1:06,300,Elston Jones Offensive Rebound.,26,19
1:00,300,John Edgar Jr. missed Jumper.,26,19
1:00,300,Elston Jones Offensive Rebound.,26,19
0:57,300,Elston Jones made Layup.,26,21
0:51,166,New Mexico State  Timeout,26,21
0:43,166,Zach Lofton missed Three Point Jumper.,26,21
0:43,300,Max Hazzard Defensive Rebound.,26,21
0:18,300,Eyassu Worku made Three Point Jumper. Assisted by Brandon Smith.,26,24
0:02,166,Zach Lofton missed Layup.,26,24
0:02,300,Elston Jones Block.,26,24
0:00,300,Max Hazzard Defensive Rebound.,26,24
0:00,300,End of 1st half,26,24
19:41,166,Jemerrio Jones made Jumper.,28,24
19:16,300,Tommy Rutherford made Layup. Assisted by Evan Leonard.,28,26
18:54,166,Jemerrio Jones missed Layup.,28,26
18:54,300,Tommy Rutherford Block.,28,26
18:53,300,Tommy Rutherford Defensive Rebound.,28,26
18:31,300,Tommy Rutherford missed Layup.,28,26
18:31,166,Jemerrio Jones Defensive Rebound.,28,26
18:25,166,Sidy N'Dir made Layup. Assisted by Jemerrio Jones.,30,26
18:03,300,Evan Leonard made Three Point Jumper. Assisted by Jonathan Galloway.,30,29
17:48,166,Johnathon Wilkins Turnover.,30,29
17:45,300,Jonathan Galloway Steal.,30,29
17:34,300,Tommy Rutherford missed Layup.,30,29
17:34,166,Jemerrio Jones Defensive Rebound.,30,29
17:28,166,Jemerrio Jones made Layup.,32,29
17:04,300,Eyassu Worku missed Layup.,32,29
17:04,166,Jemerrio Jones Defensive Rebound.,32,29
16:46,166,Jemerrio Jones Turnover.,32,29
16:46,300,Evan Leonard Steal.,32,29
16:41,300,Evan Leonard made Layup.,32,31
16:16,166,Zach Lofton made Layup.,34,31
15:42,300,Evan Leonard missed Layup.,34,31
15:42,300,Jonathan Galloway Offensive Rebound.,34,31
15:31,166,Foul on Johnathon Wilkins.,34,31
15:27,300,Official TV Timeout,34,31
15:27,300,Jonathan Galloway made Free Throw.,34,32
15:27,300,Jonathan Galloway made Free Throw.,34,33
15:10,166,Zach Lofton made Three Point Jumper. Assisted by A.J. Harris.,37,33
14:44,300,Eyassu Worku missed Three Point Jumper.,37,33
14:44,166,New Mexico State Defensive Rebound.,37,33
14:42,300,Foul on Elston Jones.,37,33
14:30,166,Eli Chuha made Layup. Assisted by A.J. Harris.,39,33
14:03,300,Eyassu Worku made Jumper.,39,35
13:45,166,Zach Lofton made Layup. Assisted by Jemerrio Jones.,41,35
13:27,300,Eyassu Worku missed Three Point Jumper.,41,35
13:27,166,Zach Lofton Defensive Rebound.,41,35
13:19,166,Jemerrio Jones made Layup. Assisted by Zach Lofton.,43,35
13:17,300,UC Irvine  Timeout,43,35
12:58,300,Tommy Rutherford missed Layup.,43,35
12:58,166,Zach Lofton Defensive Rebound.,43,35
12:33,166,Keyon Jones made Three Point Jumper. Assisted by Eli Chuha.,46,35
12:09,300,Foul on Brandon Smith.,46,35
12:09,300,Brandon Smith Turnover.,46,35
11:59,166,Johnny McCants missed Layup.,46,35
11:59,300,Brad Greene Block.,46,35
11:58,300,Brandon Smith Defensive Rebound.,46,35
11:45,300,Tommy Rutherford made Layup.,46,37
11:27,166,Zach Lofton missed Layup.,46,37
11:27,166,Johnny McCants Offensive Rebound.,46,37
11:12,300,Foul on Tommy Rutherford.,46,37
11:12,300,Official TV Timeout,46,37
10:54,166,Keyon Jones missed Three Point Jumper.,46,37
10:54,300,Evan Leonard Defensive Rebound.,46,37
10:47,300,Max Hazzard missed Jumper.,46,37
10:47,166,Jemerrio Jones Defensive Rebound.,46,37
10:29,166,Jemerrio Jones missed Jumper.,46,37
10:29,300,Brad Greene Defensive Rebound.,46,37
10:18,300,Tommy Rutherford made Layup. Assisted by Brandon Smith.,46,39
9:54,166,Zach Lofton missed Three Point Jumper.,46,39
9:54,300,Brad Greene Defensive Rebound.,46,39
9:45,300,Brandon Smith missed Layup.,46,39
9:45,166,Eli Chuha Block.,46,39
9:42,166,Eli Chuha Defensive Rebound.,46,39
9:19,166,Shunn Buchanan made Layup.,48,39
9:02,166,Foul on Jemerrio Jones.,48,39
9:02,300,Tommy Rutherford missed Free Throw.,48,39
9:02,300,UC Irvine Deadball Team Rebound.,48,39
9:02,300,Tommy Rutherford made Free Throw.,48,40
8:49,300,Foul on Elston Jones.,48,40
8:49,166,Eli Chuha missed Free Throw.,48,40
8:49,166,New Mexico State Deadball Team Rebound.,48,40
8:48,166,Eli Chuha made Free Throw.,49,40
8:47,300,Jonathan Galloway Turnover.,49,40
8:30,166,Eli Chuha missed Layup.,49,40
8:30,300,John Edgar Jr. Defensive Rebound.,49,40
8:09,300,Elston Jones Turnover.,49,40
7:48,166,Eli Chuha missed Three Point Jumper.,49,40
7:48,300,John Edgar Jr. Defensive Rebound.,49,40
7:33,300,Elston Jones Turnover.,49,40
7:33,300,Official TV Timeout,49,40
7:06,166,Eli Chuha missed Three Point Jumper.,49,40
7:06,300,John Edgar Jr. Defensive Rebound.,49,40
6:49,300,John Edgar Jr. missed Three Point Jumper.,49,40
6:49,166,Sidy N'Dir Defensive Rebound.,49,40
6:37,166,Keyon Jones missed Layup.,49,40
6:37,300,Jonathan Galloway Block.,49,40
6:35,300,UC Irvine Defensive Rebound.,49,40
6:21,300,John Edgar Jr. made Layup. Assisted by Evan Leonard.,49,42
6:21,166,Foul on A.J. Harris.,49,42
6:21,300,John Edgar Jr. missed Free Throw.,49,42
6:21,300,Tommy Rutherford Offensive Rebound.,49,42
6:19,300,Tommy Rutherford made Layup.,49,44
5:50,166,Sidy N'Dir made Layup.,51,44
5:21,300,Eyassu Worku made Jumper.,51,46
5:00,166,Eli Chuha made Layup.,53,46
5:00,300,Foul on Tommy Rutherford.,53,46
5:00,166,Eli Chuha made Free Throw.,54,46
4:44,300,Eyassu Worku made Layup.,54,48
4:19,166,Jemerrio Jones missed Three Point Jumper.,54,48
4:19,300,Eyassu Worku Defensive Rebound.,54,48
4:06,300,Jonathan Galloway Turnover.,54,48
3:56,166,Zach Lofton missed Layup.,54,48
3:56,166,Sidy N'Dir Offensive Rebound.,54,48
3:45,166,Jemerrio Jones missed Layup.,54,48
3:45,300,Jonathan Galloway Block.,54,48
3:43,166,Jemerrio Jones Offensive Rebound.,54,48
3:41,166,Jemerrio Jones missed Jumper.,54,48
3:41,300,Jonathan Galloway Block.,54,48
3:38,300,Eyassu Worku Defensive Rebound.,54,48
3:35,166,Foul on Eli Chuha.,54,48
3:35,300,Official TV Timeout,54,48
3:35,300,Max Hazzard made Free Throw.,54,49
3:35,300,Max Hazzard made Free Throw.,54,50
3:06,166,Zach Lofton missed Jumper.,54,50
3:06,300,Eyassu Worku Defensive Rebound.,54,50
3:00,300,Evan Leonard made Layup. Assisted by Eyassu Worku.,54,52
2:43,300,Foul on Brad Greene.,54,52
2:43,166,Sidy N'Dir made Free Throw.,55,52
2:43,166,Sidy N'Dir made Free Throw.,56,52
2:28,300,Tommy Rutherford missed Layup.,56,52
2:28,166,New Mexico State Defensive Rebound.,56,52
2:24,300,Foul on Jonathan Galloway.,56,52
2:24,166,Jemerrio Jones missed Free Throw.,56,52
2:24,300,Jonathan Galloway Defensive Rebound.,56,52
2:06,300,Tommy Rutherford missed Layup.,56,52
2:06,166,Jemerrio Jones Defensive Rebound.,56,52
1:51,300,Foul on Evan Leonard.,56,52
1:51,166,Zach Lofton made Free Throw.,57,52
1:51,166,Zach Lofton made Free Throw.,58,52
1:41,300,Eyassu Worku missed Jumper.,58,52
1:41,166,Eli Chuha Defensive Rebound.,58,52
1:14,300,Foul on Max Hazzard.,58,52
1:13,166,Zach Lofton made Free Throw.,59,52
1:13,166,Zach Lofton missed Free Throw.,59,52
1:13,166,New Mexico State Deadball Team Rebound.,59,52
1:05,300,John Edgar Jr. missed Three Point Jumper.,59,52
1:05,166,Jemerrio Jones Block.,59,52
1:03,300,Evan Leonard Offensive Rebound.,59,52
0:58,166,Foul on Eli Chuha.,59,52
0:58,300,Max Hazzard made Free Throw.,59,53
0:58,300,Max Hazzard made Free Throw.,59,54
0:58,300,Max Hazzard made Free Throw.,59,55
0:55,300,Foul on Evan Leonard.,59,55
0:55,166,Zach Lofton missed Free Throw.,59,55
0:55,166,New Mexico State Deadball Team Rebound.,59,55
0:55,166,Zach Lofton made Free Throw.,60,55
0:51,166,Zach Lofton Steal.,60,55
0:51,166,Leston Gordon Turnover.,60,55
0:50,300,Foul on Eyassu Worku.,60,55
0:49,166,Zach Lofton made Free Throw.,61,55
0:49,166,Zach Lofton made Free Throw.,62,55
0:41,166,Foul on Sidy N'Dir.,62,55
0:36,300,Max Hazzard made Layup.,62,57
0:34,300,UC Irvine  Timeout,62,57
0:32,300,Foul on Jonathan Galloway.,62,57
0:32,166,Eli Chuha missed Free Throw.,62,57
0:32,166,New Mexico State Deadball Team Rebound.,62,57
0:32,166,Eli Chuha made Free Throw.,63,57
0:20,300,Eyassu Worku made Three Point Jumper. Assisted by Max Hazzard.,63,60
0:14,300,Official TV Timeout,63,60
0:09,166,A.J. Harris made Layup.,65,60
0:06,300,Eyassu Worku missed Three Point Jumper.,65,60
0:06,166,Zach Lofton Defensive Rebound.,65,60
0:00,300,End of Game,65,60
