Cornell,48,Delaware,172
2:24,48,Anthony Mosley Offensive Rebound.,40,29
2:21,48,Anthony Mosley made Layup.,40,31
2:05,172,Jack Gordon made Layup.,42,31
1:42,48,Anthony Mosley made Layup.,42,33
1:31,172,Cornell  Timeout,42,33
1:28,172,Stone Gettings made Three Point Jumper. Assisted by Jack Gordon.,45,33
1:10,48,Eric Carter missed Layup.,45,33
1:10,172,Matt Morgan Defensive Rebound.,45,33
0:47,172,Matt Morgan missed Layup.,45,33
0:47,48,Darian Bryant Defensive Rebound.,45,33
0:37,48,Eric Carter made Layup. Assisted by Ryan Allen.,45,35
0:37,172,Foul on Jack Gordon.,45,35
0:37,48,Eric Carter made Free Throw.,45,36
0:08,172,Joel Davis missed Layup.,45,36
0:08,48,Eric Carter Defensive Rebound.,45,36
0:02,48,Anthony Mosley Turnover.,45,36
0:02,172,Matt Morgan Steal.,45,36
0:02,48,Foul on Ryan Daly.,45,36
0:02,172,Matt Morgan made Free Throw.,46,36
0:02,172,Matt Morgan made Free Throw.,47,36
0:00,48,End of 1st half,47,36
19:38,48,Ryan Allen made Three Point Jumper. Assisted by Darian Bryant.,47,39
19:21,172,Matt Morgan missed Layup.,47,39
19:21,48,Eric Carter Defensive Rebound.,47,39
19:04,172,Foul on Stone Gettings.,47,39
19:04,48,Anthony Mosley made Free Throw.,47,40
19:04,48,Anthony Mosley made Free Throw.,47,41
18:47,172,Stone Gettings Turnover.,47,41
18:34,48,Ryan Daly missed Jumper.,47,41
18:34,172,Stone Gettings Defensive Rebound.,47,41
18:24,172,Jack Gordon missed Three Point Jumper.,47,41
18:24,48,Ryan Daly Defensive Rebound.,47,41
18:12,48,Ryan Allen missed Jumper.,47,41
18:12,48,Eric Carter Offensive Rebound.,47,41
18:10,172,Foul on Joel Davis.,47,41
18:02,48,Ryan Allen made Three Point Jumper. Assisted by Ryan Daly.,47,44
17:47,172,Joel Davis missed Three Point Jumper.,47,44
17:47,48,Darian Bryant Defensive Rebound.,47,44
17:32,48,Eric Carter made Jumper.,47,46
17:22,172,Cornell  Timeout,47,46
16:57,172,Joel Davis missed Jumper.,47,46
16:57,48,Darian Bryant Defensive Rebound.,47,46
16:45,172,Foul on Steven Julian.,47,46
16:40,48,Ryan Allen made Jumper.,47,48
16:20,172,Joel Davis missed Jumper.,47,48
16:20,48,Darian Bryant Defensive Rebound.,47,48
16:19,172,Foul on Steven Julian.,47,48
16:07,48,Ryan Allen missed Jumper.,47,48
16:07,172,Matt Morgan Defensive Rebound.,47,48
16:01,172,Matt Morgan made Layup.,49,48
15:33,48,Ryan Daly missed Three Point Jumper.,49,48
15:33,172,Matt Morgan Defensive Rebound.,49,48
15:23,172,Stone Gettings made Three Point Jumper. Assisted by Matt Morgan.,52,48
15:04,48,Eric Carter made Layup.,52,50
14:39,172,Stone Gettings made Layup. Assisted by Steven Julian.,54,50
14:20,48,Eric Carter missed Layup.,54,50
14:20,48,Eric Carter Offensive Rebound.,54,50
14:16,48,Eric Carter made Layup.,54,52
14:08,48,Foul on Anthony Mosley.,54,52
14:08,48,Official TV Timeout,54,52
14:08,172,Matt Morgan made Free Throw.,55,52
14:08,172,Matt Morgan made Free Throw.,56,52
14:07,48,Official TV Timeout,54,52
13:54,172,Foul on Josh Warren.,56,52
13:54,48,Eric Carter made Free Throw.,56,53
13:54,48,Eric Carter made Free Throw.,56,54
13:24,172,Joel Davis Turnover.,56,54
13:23,48,Darian Bryant Steal.,56,54
13:20,48,Anthony Mosley missed Layup.,56,54
13:20,48,Ryan Daly Offensive Rebound.,56,54
13:18,172,Foul on Jack Gordon.,56,54
13:16,48,Anthony Mosley Turnover.,56,54
13:14,172,Jack Gordon Steal.,56,54
13:05,172,Matt Morgan missed Three Point Jumper.,56,54
13:05,172,Joel Davis Offensive Rebound.,56,54
12:58,172,Josh Warren missed Three Point Jumper.,56,54
12:58,48,Eric Carter Defensive Rebound.,56,54
12:49,172,Foul on Josh Warren.,56,54
12:49,48,Ryan Daly missed Free Throw.,56,54
12:49,48,Delaware Deadball Team Rebound.,56,54
12:49,48,Ryan Daly made Free Throw.,56,55
12:32,172,Jack Gordon made Layup.,58,55
12:05,48,Anthony Mosley missed Layup.,58,55
12:05,172,Josh Warren Defensive Rebound.,58,55
12:02,48,Foul on Ryan Allen.,58,55
11:57,48,Foul on Anthony Mosley.,58,55
11:50,172,Matt Morgan missed Three Point Jumper.,58,55
11:50,48,Ryan Daly Defensive Rebound.,58,55
11:43,48,Ryan Allen missed Three Point Jumper.,58,55
11:43,172,Matt Morgan Defensive Rebound.,58,55
11:34,48,Foul on Chyree Walker.,58,55
11:34,172,Joel Davis made Free Throw.,59,55
11:34,172,Joel Davis missed Free Throw.,59,55
11:34,48,Eric Carter Defensive Rebound.,59,55
11:09,48,Ryan Allen Turnover.,59,55
11:08,172,Steven Julian Steal.,59,55
11:02,172,Stone Gettings made Layup. Assisted by Jack Gordon.,61,55
10:51,48,Delaware  Timeout,61,55
10:36,172,Foul on Stone Gettings.,61,55
10:36,48,Eric Carter missed Free Throw.,61,55
10:36,172,Steven Julian Defensive Rebound.,61,55
10:10,48,Foul on Eric Carter.,61,55
10:06,172,Stone Gettings missed Jumper.,61,55
10:06,172,Steven Julian Offensive Rebound.,61,55
9:50,172,Matt Morgan made Three Point Jumper. Assisted by Joel Davis.,64,55
9:27,48,Ryan Daly made Three Point Jumper. Assisted by Chyree Walker.,64,58
9:17,172,Matt Morgan made Three Point Jumper.,67,58
8:51,48,Chyree Walker Turnover.,67,58
8:37,172,Matt Morgan missed Three Point Jumper.,67,58
8:37,48,Eric Carter Defensive Rebound.,67,58
8:25,48,Anthony Mosley made Layup.,67,60
8:12,48,Foul on Darian Bryant.,67,60
7:57,172,Stone Gettings made Layup. Assisted by Matt Morgan.,69,60
7:45,48,Darian Bryant Turnover.,69,60
7:45,48,Official TV Timeout,69,60
7:31,172,Jack Gordon made Layup.,71,60
7:31,48,Foul on Eric Carter.,71,60
7:31,172,Jack Gordon missed Free Throw.,71,60
7:31,48,Eric Carter Defensive Rebound.,71,60
7:15,48,Ryan Daly Turnover.,71,60
7:13,172,Steven Julian Steal.,71,60
7:07,172,Stone Gettings made Layup. Assisted by Jack Gordon.,73,60
7:00,48,Delaware  Timeout,73,60
6:53,172,Foul on Bryan Knapp.,73,60
6:53,48,Anthony Mosley made Free Throw.,73,61
6:53,48,Anthony Mosley made Free Throw.,73,62
6:35,172,Stone Gettings missed Jumper.,73,62
6:35,48,Anthony Mosley Defensive Rebound.,73,62
6:28,48,Chyree Walker made Layup. Assisted by Ryan Daly.,73,64
6:09,172,Bryan Knapp made Layup. Assisted by Stone Gettings.,75,64
5:53,48,Ryan Allen made Layup.,75,66
5:36,172,Jack Gordon Turnover.,75,66
5:34,48,Chyree Walker Steal.,75,66
5:32,48,Anthony Mosley made Layup. Assisted by Darian Bryant.,75,68
5:12,172,Jack Gordon missed Three Point Jumper.,75,68
5:11,172,Bryan Knapp Offensive Rebound.,75,68
5:10,172,Bryan Knapp made Layup.,77,68
5:10,172,Cornell  Timeout,77,68
4:57,48,Ryan Daly missed Three Point Jumper.,77,68
4:57,172,Matt Morgan Defensive Rebound.,77,68
4:33,172,Matt Morgan missed Jumper.,77,68
4:33,48,Chyree Walker Defensive Rebound.,77,68
4:17,48,Ryan Allen made Jumper.,77,70
3:57,172,Matt Morgan made Layup. Assisted by Josh Warren.,79,70
3:38,48,Anthony Mosley made Layup.,79,72
3:07,172,Matt Morgan missed Three Point Jumper.,79,72
3:07,172,Steven Julian Offensive Rebound.,79,72
2:43,172,Foul on Matt Morgan.,79,72
2:43,172,Matt Morgan Turnover.,79,72
2:43,48,Official TV Timeout,79,72
2:26,48,Ryan Allen made Three Point Jumper. Assisted by Anthony Mosley.,79,75
1:53,172,Jack Gordon missed Jumper.,79,75
1:53,172,Joel Davis Offensive Rebound.,79,75
1:51,48,Foul on Ryan Daly.,79,75
1:51,172,Steven Julian made Free Throw.,80,75
1:51,172,Steven Julian made Free Throw.,81,75
1:37,48,Chyree Walker made Layup. Assisted by Ryan Allen.,81,77
1:08,172,Matt Morgan missed Jumper.,81,77
1:08,48,Darian Bryant Defensive Rebound.,81,77
0:51,172,Foul on Stone Gettings.,81,77
0:51,48,Chyree Walker made Free Throw.,81,78
0:51,48,Chyree Walker made Free Throw.,81,79
0:25,172,Matt Morgan Turnover.,81,79
0:16,48,Ryan Daly made Jumper.,81,81
0:02,172,Matt Morgan missed Three Point Jumper.,81,81
0:00,172,Stone Gettings Offensive Rebound.,81,81
0:00,48,End of 2nd half,81,81
4:49,48,Anthony Mosley missed Layup.,81,81
4:49,48,Chyree Walker Offensive Rebound.,81,81
4:46,48,Chyree Walker made Layup.,81,83
4:25,172,Stone Gettings made Layup. Assisted by Matt Morgan.,83,83
3:53,48,Ryan Daly missed Three Point Jumper.,83,83
3:53,172,Matt Morgan Defensive Rebound.,83,83
3:40,172,Joel Davis Turnover.,83,83
3:21,48,Darian Bryant missed Layup.,83,83
3:21,172,Jack Gordon Defensive Rebound.,83,83
3:15,48,Foul on Ryan Allen.,83,83
3:15,172,Matt Morgan made Free Throw.,84,83
3:15,172,Matt Morgan missed Free Throw.,84,83
3:15,48,Ryan Daly Defensive Rebound.,84,83
2:51,48,Ryan Daly missed Jumper.,84,83
2:51,172,Steven Julian Defensive Rebound.,84,83
2:44,172,Jack Gordon missed Three Point Jumper.,84,83
2:44,48,Anthony Mosley Defensive Rebound.,84,83
2:37,48,Ryan Allen missed Three Point Jumper.,84,83
2:37,172,Matt Morgan Defensive Rebound.,84,83
2:15,48,Foul on Ryan Allen.,84,83
2:15,172,Matt Morgan made Free Throw.,85,83
2:15,172,Matt Morgan made Free Throw.,86,83
2:09,48,Anthony Mosley made Layup.,86,85
2:08,48,Delaware  Timeout,86,85
1:48,172,Matt Morgan Turnover.,86,85
1:47,48,Darian Bryant Steal.,86,85
1:27,48,Darian Bryant made Layup. Assisted by Anthony Mosley.,86,87
1:04,172,Joel Davis made Layup. Assisted by Stone Gettings.,88,87
1:03,172,Cornell  Timeout,88,87
0:51,48,Ryan Daly made Layup.,88,89
0:43,172,Matt Morgan Turnover.,88,89
0:42,48,Ryan Daly Steal.,88,89
0:41,172,Foul on Jack Gordon.,88,89
0:41,48,Ryan Daly made Free Throw.,88,90
0:41,48,Ryan Daly made Free Throw.,88,91
0:31,48,Foul on Ryan Allen.,88,91
0:31,172,Matt Morgan made Free Throw.,89,91
0:31,172,Matt Morgan made Free Throw.,90,91
0:24,172,Foul on Matt Morgan.,90,91
0:24,48,Anthony Mosley made Free Throw.,90,92
0:24,172,Cornell  Timeout,90,92
0:24,48,Anthony Mosley made Free Throw.,90,93
0:10,172,Matt Morgan missed Jumper.,90,93
0:10,172,Steven Julian Offensive Rebound.,90,93
0:08,172,Steven Julian made Layup.,92,93
0:05,172,Foul on Stone Gettings.,92,93
0:05,48,Ryan Daly made Free Throw.,92,94
0:05,48,Ryan Daly made Free Throw.,92,95
0:05,48,Delaware  Timeout,92,95
0:03,48,Foul on Darian Bryant.,92,95
0:03,172,Matt Morgan made Free Throw.,93,95
0:03,172,Matt Morgan missed Free Throw.,93,95
0:03,48,Ryan Daly Defensive Rebound.,93,95
0:03,172,Foul on Josh Warren.,93,95
0:03,48,Ryan Daly made Free Throw.,93,96
0:03,48,Ryan Daly made Free Throw.,93,97
0:01,172,Matt Morgan made Three Point Jumper. Assisted by Steven Julian.,96,97
0:00,48,End of Game,96,97
