Tennessee State,2630,Tenn-Martin,2634
6:58,2634,Armani Chaney Defensive Rebound.,25,13
6:34,2634,Christian Mekowulu Turnover.,25,13
6:33,2630,Fatodd Lewis Steal.,25,13
6:29,2630,Fatodd Lewis made Layup.,25,15
5:55,2634,Kamar McKnight missed Three Point Jumper.,25,15
5:55,2630,Darius Thompson Defensive Rebound.,25,15
5:50,2630,Parrish Hewitt made Layup. Assisted by Darius Thompson.,25,17
5:49,2634,Tennessee State  Timeout,25,17
5:31,2634,Kamar McKnight Turnover.,25,17
5:30,2630,Darius Thompson Steal.,25,17
5:23,2634,Foul on Stokley Chaffee Jr..,25,17
5:23,2630,Darius Thompson made Free Throw.,25,18
5:23,2630,Darius Thompson made Free Throw.,25,19
5:11,2634,Armani Chaney Turnover.,25,19
4:41,2630,UT Martin  Turnover.,25,19
4:30,2634,Christian Mekowulu missed Layup.,25,19
4:30,2630,Jailen Gill Block.,25,19
4:29,2630,Jailen Gill Defensive Rebound.,25,19
4:11,2630,Matthew Butler made Three Point Jumper.,25,22
3:46,2634,Armani Chaney made Jumper. Assisted by Delano Spencer.,27,22
3:24,2630,Fatodd Lewis missed Three Point Jumper.,27,22
3:24,2634,Armani Chaney Defensive Rebound.,27,22
3:04,2634,Darreon Reddick missed Three Point Jumper.,27,22
3:04,2630,Darius Thompson Defensive Rebound.,27,22
2:35,2630,Fatodd Lewis missed Jumper.,27,22
2:35,2634,Christian Mekowulu Block.,27,22
2:35,2630,UT Martin Offensive Rebound.,27,22
2:35,2630,Official TV Timeout,27,22
2:32,2630,Dominique Williams missed Jumper.,27,22
2:32,2634,Christian Mekowulu Defensive Rebound.,27,22
2:20,2634,Armani Chaney missed Jumper.,27,22
2:20,2630,UT Martin Defensive Rebound.,27,22
2:03,2630,Darius Thompson missed Three Point Jumper.,27,22
2:03,2634,Christian Mekowulu Defensive Rebound.,27,22
1:33,2634,Delano Spencer missed Three Point Jumper.,27,22
1:33,2634,Stokley Chaffee Jr. Offensive Rebound.,27,22
1:15,2634,Delano Spencer missed Three Point Jumper.,27,22
1:15,2634,Stokley Chaffee Jr. Offensive Rebound.,27,22
1:12,2630,Foul on Darius Thompson.,27,22
1:12,2634,Stokley Chaffee Jr. made Free Throw.,28,22
1:12,2634,Stokley Chaffee Jr. missed Free Throw.,28,22
1:12,2630,Terrence Parker Defensive Rebound.,28,22
0:56,2630,Matthew Butler missed Three Point Jumper.,28,22
0:56,2630,Dominique Williams Offensive Rebound.,28,22
0:54,2634,Foul on Stokley Chaffee Jr..,28,22
0:54,2630,Dominique Williams made Free Throw.,28,23
0:54,2630,Dominique Williams made Free Throw.,28,24
0:26,2634,Christian Mekowulu Turnover.,28,24
0:25,2630,DelFincko Bogan Steal.,28,24
0:04,2630,Matthew Butler missed Layup.,28,24
0:04,2634,Stokley Chaffee Jr. Block.,28,24
0:03,2630,Terrence Parker Offensive Rebound.,28,24
0:01,2630,Terrence Parker made Layup.,28,26
0:00,2630,End of 1st half,28,26
19:54,2634,Foul on Armani Chaney.,28,26
19:47,2634,Foul on Delano Spencer.,28,26
19:47,2630,Fatodd Lewis made Free Throw.,28,27
19:47,2630,Fatodd Lewis made Free Throw.,28,28
19:34,2634,Foul on Christian Mekowulu.,28,28
19:34,2634,Christian Mekowulu Turnover.,28,28
19:22,2630,Darius Thompson made Layup. Assisted by Jailen Gill.,28,30
18:55,2634,Delano Spencer made Three Point Jumper. Assisted by Darreon Reddick.,31,30
18:30,2630,Fatodd Lewis missed Three Point Jumper.,31,30
18:30,2630,Fatodd Lewis Offensive Rebound.,31,30
18:26,2630,Jailen Gill made Jumper. Assisted by Fatodd Lewis.,31,32
17:58,2634,Armani Chaney made Layup.,33,32
17:39,2634,Foul on Christian Mekowulu.,33,32
17:20,2630,Fatodd Lewis missed Layup.,33,32
17:20,2630,Mike Fofana Offensive Rebound.,33,32
17:18,2630,Mike Fofana missed Jumper.,33,32
17:18,2630,Fatodd Lewis Offensive Rebound.,33,32
17:14,2630,Fatodd Lewis missed Layup.,33,32
17:14,2634,Ken'Darrius Hamilton Defensive Rebound.,33,32
16:54,2634,Ken'Darrius Hamilton Turnover.,33,32
16:54,2630,Mike Fofana Steal.,33,32
16:48,2630,Mike Fofana missed Layup.,33,32
16:48,2630,Mike Fofana Offensive Rebound.,33,32
16:46,2634,Foul on Ken'Darrius Hamilton.,33,32
16:46,2630,Mike Fofana made Free Throw.,33,33
16:46,2630,Mike Fofana made Free Throw.,33,34
16:35,2634,Delano Spencer missed Jumper.,33,34
16:35,2634,Christian Mekowulu Offensive Rebound.,33,34
16:34,2630,Foul on Jailen Gill.,33,34
16:10,2634,Ken'Darrius Hamilton made Three Point Jumper. Assisted by Kamar McKnight.,36,34
15:49,2630,Jailen Gill made Jumper. Assisted by Darius Thompson.,36,36
15:28,2634,Christian Mekowulu made Layup. Assisted by Kamar McKnight.,38,36
15:28,2630,Official TV Timeout,38,36
15:08,2630,Mike Fofana missed Layup.,38,36
15:07,2630,Jailen Gill Offensive Rebound.,38,36
15:07,2630,Jailen Gill made Two Point Tip Shot.,38,38
14:37,2634,Delano Spencer missed Three Point Jumper.,38,38
14:37,2634,Tennessee State Offensive Rebound.,38,38
14:16,2634,Stokley Chaffee Jr. Turnover.,38,38
13:55,2630,Fatodd Lewis missed Jumper.,38,38
13:55,2630,Mike Fofana Offensive Rebound.,38,38
13:51,2630,Mike Fofana Turnover.,38,38
13:29,2634,Foul on Darreon Reddick.,38,38
13:29,2634,Darreon Reddick Turnover.,38,38
13:15,2630,Matthew Butler missed Three Point Jumper.,38,38
13:15,2630,Jailen Gill Offensive Rebound.,38,38
13:13,2630,Jailen Gill made Layup.,38,40
12:54,2630,Foul on Matthew Butler.,38,40
12:54,2634,Christian Mekowulu missed Free Throw.,38,40
12:54,2634,Tennessee State Deadball Team Rebound.,38,40
12:54,2634,Christian Mekowulu missed Free Throw.,38,40
12:54,2630,Mike Fofana Defensive Rebound.,38,40
12:25,2630,Jailen Gill made Jumper. Assisted by Mike Fofana.,38,42
12:09,2634,Darreon Reddick missed Jumper.,38,42
12:09,2634,Armani Chaney Offensive Rebound.,38,42
12:03,2634,Ken'Darrius Hamilton made Three Point Jumper. Assisted by Armani Chaney.,41,42
12:02,2634,Tennessee State  Timeout,41,42
11:48,2630,Official TV Timeout,41,42
11:31,2630,Fatodd Lewis made Jumper.,41,44
11:04,2634,Armani Chaney missed Three Point Jumper.,41,44
11:04,2630,Fatodd Lewis Defensive Rebound.,41,44
10:52,2630,Matthew Butler Turnover.,41,44
10:51,2634,Ken'Darrius Hamilton Steal.,41,44
10:46,2634,Armani Chaney missed Layup.,41,44
10:46,2630,Darius Thompson Block.,41,44
10:46,2634,Tennessee State Offensive Rebound.,41,44
10:45,2634,Technical Foul on Ken'Darrius Hamilton.,41,44
10:45,2634,Foul on Ken'Darrius Hamilton.,41,44
10:45,2630,Technical Foul on Fatodd Lewis.,41,44
10:45,2630,Foul on Fatodd Lewis.,41,44
10:30,2634,Ken'Darrius Hamilton Turnover.,41,44
10:18,2630,Matthew Butler Turnover.,41,44
10:17,2634,Ken'Darrius Hamilton Steal.,41,44
10:00,2630,Foul on Matthew Butler.,41,44
10:00,2634,Darreon Reddick made Free Throw.,42,44
10:00,2634,Darreon Reddick made Free Throw.,43,44
9:44,2630,Darius Thompson made Three Point Jumper. Assisted by Jailen Gill.,43,47
9:21,2630,Foul on Matthew Butler.,43,47
9:11,2634,Kamar McKnight made Three Point Jumper. Assisted by Darreon Reddick.,46,47
8:41,2630,Parrish Hewitt missed Three Point Jumper.,46,47
8:41,2634,Darreon Reddick Defensive Rebound.,46,47
8:32,2634,Kamar McKnight missed Layup.,46,47
8:32,2630,DelFincko Bogan Block.,46,47
8:31,2634,Delano Spencer Offensive Rebound.,46,47
8:15,2634,Foul on Kamar McKnight.,46,47
8:15,2634,Kamar McKnight Turnover.,46,47
7:49,2630,Darius Thompson missed Three Point Jumper.,46,47
7:49,2634,Kamar McKnight Defensive Rebound.,46,47
7:29,2634,Darreon Reddick missed Three Point Jumper.,46,47
7:29,2634,Stokley Chaffee Jr. Offensive Rebound.,46,47
7:26,2634,Stokley Chaffee Jr. missed Layup.,46,47
7:26,2634,Delano Spencer Offensive Rebound.,46,47
7:16,2634,Kamar McKnight made Three Point Jumper. Assisted by Darreon Reddick.,49,47
6:51,2630,Dominique Williams missed Jumper.,49,47
6:51,2634,Kamar McKnight Defensive Rebound.,49,47
6:38,2634,Delano Spencer missed Jumper.,49,47
6:38,2630,Jailen Gill Defensive Rebound.,49,47
6:13,2630,Parrish Hewitt made Jumper.,49,49
6:09,2630,UT Martin  Timeout,49,49
6:09,2630,Official TV Timeout,49,49
5:54,2630,Foul on Mike Fofana.,49,49
5:54,2634,Stokley Chaffee Jr. made Free Throw.,50,49
5:54,2634,Stokley Chaffee Jr. made Free Throw.,51,49
5:38,2630,Matthew Butler made Jumper.,51,51
5:21,2634,Delano Spencer missed Three Point Jumper.,51,51
5:21,2634,Stokley Chaffee Jr. Offensive Rebound.,51,51
5:19,2630,Foul on Mike Fofana.,51,51
5:19,2634,Stokley Chaffee Jr. missed Free Throw.,51,51
5:19,2630,Terrence Parker Defensive Rebound.,51,51
4:57,2630,Fatodd Lewis missed Jumper.,51,51
4:57,2634,Stokley Chaffee Jr. Defensive Rebound.,51,51
4:36,2634,Kamar McKnight missed Three Point Jumper.,51,51
4:36,2630,Fatodd Lewis Defensive Rebound.,51,51
4:24,2630,Darius Thompson missed Jumper.,51,51
4:24,2634,Christian Mekowulu Defensive Rebound.,51,51
4:17,2634,Darreon Reddick missed Layup.,51,51
4:17,2630,Mike Fofana Defensive Rebound.,51,51
4:06,2630,UT Martin  Timeout,51,51
4:06,2630,Official TV Timeout,51,51
4:00,2630,Matthew Butler made Three Point Jumper. Assisted by Dominique Williams.,51,54
3:35,2634,Delano Spencer Turnover.,51,54
3:15,2630,Dominique Williams missed Jumper.,51,54
3:15,2634,Ken'Darrius Hamilton Block.,51,54
3:13,2634,Christian Mekowulu Defensive Rebound.,51,54
3:07,2634,Ken'Darrius Hamilton made Three Point Jumper. Assisted by Delano Spencer.,54,54
2:37,2630,Dominique Williams missed Three Point Jumper.,54,54
2:37,2634,Christian Mekowulu Defensive Rebound.,54,54
2:15,2634,Christian Mekowulu made Layup. Assisted by Darreon Reddick.,56,54
1:54,2630,Darius Thompson missed Three Point Jumper.,56,54
1:54,2634,Christian Mekowulu Defensive Rebound.,56,54
1:25,2634,Kamar McKnight missed Jumper.,56,54
1:25,2630,Darius Thompson Defensive Rebound.,56,54
1:05,2630,Jailen Gill made Layup. Assisted by Dominique Williams.,56,56
0:38,2634,Ken'Darrius Hamilton missed Three Point Jumper.,56,56
0:38,2630,Matthew Butler Defensive Rebound.,56,56
0:27,2630,UT Martin  Timeout,56,56
0:08,2630,Matthew Butler missed Jumper.,56,56
0:08,2634,Delano Spencer Defensive Rebound.,56,56
0:01,2634,Delano Spencer missed Jumper.,56,56
0:01,2630,Darius Thompson Block.,56,56
0:01,2634,Stokley Chaffee Jr. Offensive Rebound.,56,56
0:00,2630,End of 2nd half,56,56
4:40,2630,Foul on Darius Thompson.,56,56
4:40,2630,Darius Thompson Turnover.,56,56
4:23,2634,Ken'Darrius Hamilton Turnover.,56,56
4:22,2630,Mike Fofana Steal.,56,56
4:15,2630,Jailen Gill made Jumper. Assisted by Darius Thompson.,56,58
3:54,2634,Darreon Reddick missed Three Point Jumper.,56,58
3:54,2630,Jailen Gill Defensive Rebound.,56,58
3:28,2630,Fatodd Lewis made Layup.,56,60
3:24,2634,Tennessee State  Timeout,56,60
3:01,2634,Ken'Darrius Hamilton missed Three Point Jumper.,56,60
3:01,2630,Mike Fofana Defensive Rebound.,56,60
2:29,2630,Mike Fofana missed Three Point Jumper.,56,60
2:29,2634,Delano Spencer Defensive Rebound.,56,60
2:16,2634,Christian Mekowulu made Layup. Assisted by Ken'Darrius Hamilton.,58,60
2:13,2634,Tennessee State  Timeout,58,60
1:57,2630,Matthew Butler missed Three Point Jumper.,58,60
1:57,2630,Jailen Gill Offensive Rebound.,58,60
1:46,2630,Darius Thompson missed Layup.,58,60
1:46,2630,Jailen Gill Offensive Rebound.,58,60
1:45,2634,Foul on Ken'Darrius Hamilton.,58,60
1:45,2630,Jailen Gill missed Free Throw.,58,60
1:45,2630,UT Martin Deadball Team Rebound.,58,60
1:45,2630,Jailen Gill made Free Throw.,58,61
1:37,2634,Darreon Reddick made Jumper.,60,61
1:12,2630,Jailen Gill Turnover.,60,61
1:11,2634,Delano Spencer Steal.,60,61
0:54,2634,Delano Spencer missed Jumper.,60,61
0:54,2630,Jailen Gill Defensive Rebound.,60,61
0:47,2630,UT Martin  Timeout,60,61
0:33,2630,DelFincko Bogan missed Jumper.,60,61
0:33,2630,DelFincko Bogan Offensive Rebound.,60,61
0:29,2630,DelFincko Bogan Turnover.,60,61
0:28,2634,Kamar McKnight Steal.,60,61
0:28,2634,Tennessee State  Timeout,60,61
0:13,2634,Darreon Reddick missed Three Point Jumper.,60,61
0:13,2630,Fatodd Lewis Defensive Rebound.,60,61
0:12,2634,Foul on Armani Chaney.,60,61
0:12,2630,Fatodd Lewis made Free Throw.,60,62
0:12,2630,Fatodd Lewis made Free Throw.,60,63
0:04,2634,Kamar McKnight missed Three Point Jumper.,60,63
0:04,2630,UT Martin Defensive Rebound.,60,63
0:00,2630,End of Game,60,63
