North Carolina A&amp;T,259,Virginia Tech,2448
12:26,259,Defensive Rebound.,10,15
12:14,259,Devin Wilson made Layup. Assisted by Chris Clarke.,10,17
12:05,259,Foul on Devin Wilson.,10,17
11:50,2448,Milik Gantz missed Jumper.,10,17
11:50,259,Justin Robinson Defensive Rebound.,10,17
11:35,259,P.J. Horne missed Three Point Jumper.,10,17
11:35,2448,Devonte Boykins Defensive Rebound.,10,17
11:30,2448,Devonte Boykins missed Layup.,10,17
11:30,259,Justin Robinson Defensive Rebound.,10,17
11:24,259,Tyrie Jackson made Layup.,10,19
10:59,259,Foul on Justin Robinson.,10,19
10:59,259,Official TV Timeout,10,19
10:59,2448,Kameron Langley made Free Throw.,11,19
10:59,2448,Kameron Langley made Free Throw.,12,19
10:50,259,Justin Robinson made Layup. Assisted by Chris Clarke.,12,21
10:32,2448,Femi Olujobi made Jumper. Assisted by Devonte Boykins.,14,21
10:09,259,Justin Robinson missed Three Point Jumper.,14,21
10:09,2448,Japhet Kadji Defensive Rebound.,14,21
9:55,2448,Devonte Boykins Turnover.,14,21
9:39,259,P.J. Horne made Dunk. Assisted by Justin Robinson.,14,23
9:11,2448,Femi Olujobi missed Jumper.,14,23
9:11,259,Ahmed Hill Defensive Rebound.,14,23
8:53,259,Ahmed Hill missed Three Point Jumper.,14,23
8:53,2448,Japhet Kadji Defensive Rebound.,14,23
8:28,2448,Japhet Kadji missed Three Point Jumper.,14,23
8:28,259,Devin Wilson Defensive Rebound.,14,23
8:15,259,Chris Clarke made Layup.,14,25
7:45,2448,Aaren Edmead missed Layup.,14,25
7:45,259,Chris Clarke Defensive Rebound.,14,25
7:39,259,Ahmed Hill Turnover.,14,25
7:39,259,Official TV Timeout,14,25
7:08,2448,Davaris McGowens missed Jumper.,14,25
7:08,259,Nickeil Alexander-Walker Defensive Rebound.,14,25
6:58,259,Nickeil Alexander-Walker missed Layup.,14,25
6:58,2448,Davaris McGowens Block.,14,25
6:56,259,Offensive Rebound.,14,25
6:54,259,made Layup.,14,27
6:27,2448,Devonte Boykins missed Three Point Jumper.,14,27
6:27,259,Nickeil Alexander-Walker Defensive Rebound.,14,27
6:18,259,Nickeil Alexander-Walker missed Three Point Jumper.,14,27
6:18,2448,Devonte Boykins Defensive Rebound.,14,27
6:10,2448,Milik Gantz made Three Point Jumper. Assisted by Devonte Boykins.,17,27
5:49,259,Chris Clarke made Jumper.,17,29
5:20,2448,Aaren Edmead missed Three Point Jumper.,17,29
5:20,259,Nickeil Alexander-Walker Defensive Rebound.,17,29
5:13,259,Nickeil Alexander-Walker Turnover.,17,29
5:13,2448,North Carolina A&T  Timeout,17,29
4:47,2448,Kameron Langley Turnover.,17,29
4:47,259,Chris Clarke Steal.,17,29
4:36,259,missed Layup.,17,29
4:36,2448,Milik Gantz Defensive Rebound.,17,29
4:30,2448,Milik Gantz missed Layup.,17,29
4:30,259,Virginia Tech Defensive Rebound.,17,29
4:08,259,Ahmed Hill missed Three Point Jumper.,17,29
4:08,259,Justin Robinson Offensive Rebound.,17,29
4:05,259,Justin Robinson made Layup.,17,31
3:38,2448,Femi Olujobi missed Jumper.,17,31
3:38,2448,Kameron Langley Offensive Rebound.,17,31
3:34,2448,Devonte Boykins missed Three Point Jumper.,17,31
3:34,2448,Kameron Langley Offensive Rebound.,17,31
3:29,2448,Kameron Langley Turnover.,17,31
3:28,259,Chris Clarke Steal.,17,31
3:27,2448,Foul on Kameron Langley.,17,31
3:27,259,Official TV Timeout,17,31
3:13,259,Ahmed Hill made Three Point Jumper. Assisted by Justin Bibbs.,17,34
2:44,2448,Femi Olujobi made Layup. Assisted by Kwei Lartey.,19,34
2:44,259,Foul on Chris Clarke.,19,34
2:44,2448,Femi Olujobi made Free Throw.,20,34
2:36,259,Devin Wilson Turnover.,20,34
2:27,2448,Devonte Boykins missed Three Point Jumper.,20,34
2:27,259,Chris Clarke Defensive Rebound.,20,34
2:15,259,Virginia Tech  Timeout,20,34
2:07,259,Ahmed Hill missed Three Point Jumper.,20,34
2:07,2448,Denzel Keyes Defensive Rebound.,20,34
1:33,2448,Milik Gantz missed Three Point Jumper.,20,34
1:33,2448,Denzel Keyes Offensive Rebound.,20,34
1:09,2448,Aaren Edmead missed Layup.,20,34
1:09,259,Defensive Rebound.,20,34
1:04,259,Justin Bibbs made Jumper.,20,36
0:44,259,Foul on  .,20,36
0:29,2448,Femi Olujobi missed Jumper.,20,36
0:29,259,Justin Robinson Defensive Rebound.,20,36
0:05,2448,Foul on Denzel Keyes.,20,36
0:04,259,Justin Bibbs missed Three Point Jumper.,20,36
0:04,2448,Kwei Lartey Defensive Rebound.,20,36
0:00,2448,Kwei Lartey Turnover.,20,36
0:00,259,Devin Wilson Steal.,20,36
0:00,259,Devin Wilson made Layup.,20,38
0:00,259,End of 1st half,20,36
19:28,2448,Aaren Edmead missed Layup.,20,38
19:28,259,Ahmed Hill Defensive Rebound.,20,38
19:11,259,Nickeil Alexander-Walker missed Layup.,20,38
19:11,2448,Aaren Edmead Defensive Rebound.,20,38
19:04,2448,Davaris McGowens made Layup. Assisted by Aaren Edmead.,22,38
18:41,259,missed Three Point Jumper.,22,38
18:41,2448,Kameron Langley Defensive Rebound.,22,38
18:20,2448,Devonte Boykins made Layup.,24,38
18:01,259,missed Three Point Jumper.,24,38
18:01,2448,Kameron Langley Defensive Rebound.,24,38
17:45,2448,Devonte Boykins missed Three Point Jumper.,24,38
17:45,259,Ahmed Hill Defensive Rebound.,24,38
17:34,259,Ahmed Hill made Three Point Jumper. Assisted by Justin Bibbs.,24,41
17:03,2448,Davaris McGowens made Layup.,26,41
16:37,259,Justin Bibbs missed Three Point Jumper.,26,41
16:37,2448,Aaren Edmead Defensive Rebound.,26,41
16:22,2448,Aaren Edmead missed Layup.,26,41
16:22,259,Nickeil Alexander-Walker Block.,26,41
16:20,259,Nickeil Alexander-Walker Defensive Rebound.,26,41
16:12,259,Ahmed Hill made Layup. Assisted by Justin Robinson.,26,43
16:00,2448,Milik Gantz Turnover.,26,43
16:00,259,Official TV Timeout,26,43
15:55,259,Justin Robinson made Layup.,26,45
15:55,2448,Foul on Kameron Langley.,26,45
15:55,259,Justin Robinson made Free Throw.,26,46
15:42,2448,Kameron Langley Turnover.,26,46
15:34,2448,Foul on Kameron Langley.,26,46
15:24,259,Nickeil Alexander-Walker made Three Point Jumper.,26,49
14:56,2448,Kameron Langley made Layup.,28,49
14:49,259,Justin Robinson Turnover.,28,49
14:48,2448,Femi Olujobi Steal.,28,49
14:43,2448,Milik Gantz missed Layup.,28,49
14:43,259,Nickeil Alexander-Walker Defensive Rebound.,28,49
14:38,259,Justin Bibbs missed Layup.,28,49
14:38,2448,Femi Olujobi Block.,28,49
14:36,2448,Davaris McGowens Defensive Rebound.,28,49
14:30,2448,Femi Olujobi made Layup. Assisted by Kameron Langley.,30,49
14:04,259,Nickeil Alexander-Walker missed Three Point Jumper.,30,49
14:04,2448,Devonte Boykins Defensive Rebound.,30,49
13:53,2448,Davaris McGowens made Layup.,32,49
13:24,259,Ahmed Hill made Three Point Jumper.,32,52
12:58,2448,Kameron Langley missed Layup.,32,52
12:58,259,Nickeil Alexander-Walker Defensive Rebound.,32,52
12:47,259,Ahmed Hill made Three Point Jumper. Assisted by Justin Robinson.,32,55
12:29,2448,Davaris McGowens made Layup. Assisted by Kameron Langley.,34,55
12:09,259,Nickeil Alexander-Walker missed Layup.,34,55
12:09,2448,Devonte Boykins Block.,34,55
12:07,2448,North Carolina A&T Defensive Rebound.,34,55
11:39,2448,Milik Gantz missed Three Point Jumper.,34,55
11:39,2448,Denzel Keyes Offensive Rebound.,34,55
11:36,2448,Denzel Keyes made Layup.,36,55
11:20,259,Nickeil Alexander-Walker missed Layup.,36,55
11:20,2448,Femi Olujobi Block.,36,55
11:18,259,Virginia Tech Offensive Rebound.,36,55
11:18,259,Official TV Timeout,36,55
11:15,259,Official TV Timeout,36,55
11:05,259,Wabissa Bede missed Jumper.,36,55
11:05,2448,Femi Olujobi Defensive Rebound.,36,55
10:48,2448,Femi Olujobi missed Jumper.,36,55
10:48,259,Nickeil Alexander-Walker Defensive Rebound.,36,55
10:32,259,Chris Clarke made Layup.,36,57
10:18,2448,Devonte Boykins made Jumper.,38,57
9:56,259,Nickeil Alexander-Walker missed Three Point Jumper.,38,57
9:56,2448,Femi Olujobi Defensive Rebound.,38,57
9:32,259,Foul on Ahmed Hill.,38,57
9:16,2448,Aaren Edmead missed Three Point Jumper.,38,57
9:16,2448,North Carolina A&T Offensive Rebound.,38,57
9:01,2448,Denzel Keyes missed Jumper.,38,57
9:01,259,Nickeil Alexander-Walker Defensive Rebound.,38,57
8:54,259,Chris Clarke missed Layup.,38,57
8:54,2448,Denzel Keyes Block.,38,57
8:53,259,Virginia Tech Offensive Rebound.,38,57
8:48,259,Chris Clarke missed Three Point Jumper.,38,57
8:48,2448,Kameron Langley Defensive Rebound.,38,57
8:42,2448,Femi Olujobi missed Layup.,38,57
8:42,2448,Raymon Pratt Offensive Rebound.,38,57
8:38,2448,Raymon Pratt missed Jumper.,38,57
8:38,259,P.J. Horne Block.,38,57
8:38,259,P.J. Horne Defensive Rebound.,38,57
8:38,259,P.J. Horne Turnover.,38,57
8:38,259,Technical Foul on Virginia Tech.,38,57
8:38,2448,Femi Olujobi made Free Throw.,39,57
8:38,2448,Femi Olujobi made Free Throw.,40,57
8:24,259,Foul on Tyrie Jackson.,40,57
8:09,2448,Aaren Edmead missed Three Point Jumper.,40,57
8:09,259,Chris Clarke Defensive Rebound.,40,57
8:04,2448,Foul on Denzel Keyes.,40,57
8:04,259,Tyrie Jackson made Free Throw.,40,58
8:04,259,Tyrie Jackson missed Free Throw.,40,58
8:04,259,P.J. Horne Offensive Rebound.,40,58
8:02,2448,Foul on Raymon Pratt.,40,58
7:59,259,Tyrie Jackson missed Three Point Jumper.,40,58
7:59,259,Devin Wilson Offensive Rebound.,40,58
7:56,259,Devin Wilson made Layup.,40,60
7:39,2448,Femi Olujobi made Three Point Jumper. Assisted by Raymon Pratt.,43,60
7:17,2448,Foul on Raymon Pratt.,43,60
7:17,259,Official TV Timeout,43,60
7:17,259,P.J. Horne made Free Throw.,43,61
7:17,259,P.J. Horne made Free Throw.,43,62
7:01,2448,Raymon Pratt Turnover.,43,62
6:48,259,Chris Clarke Turnover.,43,62
6:30,2448,Japhet Kadji made Layup.,45,62
6:19,259,P.J. Horne made Layup. Assisted by Chris Clarke.,45,64
6:08,2448,Japhet Kadji made Layup.,47,64
5:48,259,P.J. Horne Turnover.,47,64
5:46,2448,Femi Olujobi Steal.,47,64
5:43,2448,Kameron Langley Turnover.,47,64
5:43,259,Chris Clarke Steal.,47,64
5:40,2448,Foul on Kameron Langley.,47,64
5:40,259,Tyrie Jackson made Free Throw.,47,65
5:40,259,Tyrie Jackson made Free Throw.,47,66
5:40,259,Virginia Tech  Timeout,47,66
5:20,2448,Femi Olujobi Turnover.,47,66
5:05,259,Devin Wilson missed Three Point Jumper.,47,66
5:05,2448,Femi Olujobi Defensive Rebound.,47,66
4:54,2448,Devonte Boykins missed Three Point Jumper.,47,66
4:54,259,P.J. Horne Defensive Rebound.,47,66
4:47,259,Wabissa Bede missed Jumper.,47,66
4:47,2448,Kameron Langley Defensive Rebound.,47,66
4:31,2448,Japhet Kadji missed Three Point Jumper.,47,66
4:31,259,Virginia Tech Deadball Team Rebound.,47,66
4:16,259,Tyrie Jackson made Layup.,47,68
4:05,2448,Davaris McGowens made Layup. Assisted by Japhet Kadji.,49,68
3:53,2448,Foul on Femi Olujobi.,49,68
3:53,259,Official TV Timeout,49,68
3:53,259,P.J. Horne made Free Throw.,49,69
3:53,259,P.J. Horne made Free Throw.,49,70
3:36,2448,Japhet Kadji made Three Point Jumper. Assisted by Kameron Langley.,52,70
3:13,259,Chris Clarke missed Three Point Jumper.,52,70
3:13,2448,North Carolina A&T Deadball Team Rebound.,52,70
2:46,2448,Kameron Langley made Layup.,54,70
2:24,259,Devin Wilson missed Three Point Jumper.,54,70
2:24,2448,Japhet Kadji Defensive Rebound.,54,70
2:11,2448,Femi Olujobi made Three Point Jumper. Assisted by Kameron Langley.,57,70
1:42,259,Devin Wilson missed Layup.,57,70
1:42,259,P.J. Horne Offensive Rebound.,57,70
1:40,259,P.J. Horne made Layup.,57,72
1:19,2448,Japhet Kadji missed Three Point Jumper.,57,72
1:19,259,Chris Clarke Defensive Rebound.,57,72
1:11,259,Chris Clarke made Layup.,57,74
0:50,2448,Devonte Boykins missed Three Point Jumper.,57,74
0:50,259,Chris Clarke Defensive Rebound.,57,74
0:44,2448,Foul on Japhet Kadji.,57,74
0:44,259,Tyrie Jackson made Free Throw.,57,75
0:44,259,Tyrie Jackson missed Free Throw.,57,75
0:44,2448,Davaris McGowens Defensive Rebound.,57,75
0:37,259,Foul on P.J. Horne.,57,75
0:37,2448,Japhet Kadji made Free Throw.,58,75
0:37,2448,Japhet Kadji made Free Throw.,59,75
0:24,2448,Foul on Femi Olujobi.,59,75
0:24,259,Justin Ammerman missed Free Throw.,59,75
0:24,259,Virginia Tech Deadball Team Rebound.,59,75
0:24,259,Justin Ammerman made Free Throw.,59,76
0:09,2448,Femi Olujobi missed Three Point Jumper.,59,76
0:09,259,Wabissa Bede Defensive Rebound.,59,76
0:00,259,End of Game,59,76
