Montana,2464,Northern Arizona,149
14:30,149,Foul on Karl Nicholas.,9,7
14:29,2464,Corey Brown Turnover.,9,7
14:28,149,Karl Nicholas Turnover.,9,7
14:20,2464,Torry Johnson Turnover.,9,7
14:20,149,Sayeed Pridgett Steal.,9,7
14:14,149,Sayeed Pridgett Turnover.,9,7
14:11,2464,Karl Harris Steal.,9,7
14:06,2464,Jojo Anderson missed Jumper.,9,7
14:06,2464,Lenell Henry Offensive Rebound.,9,7
13:58,2464,Lenell Henry missed Jumper.,9,7
13:58,149,Karl Nicholas Block.,9,7
13:54,149,Ahmaad Rorie Defensive Rebound.,9,7
13:47,149,Timmy Falls made Layup. Assisted by Ahmaad Rorie.,11,7
13:33,2464,Chris Bowling missed Three Point Jumper.,11,7
13:33,149,Jamar Akoh Defensive Rebound.,11,7
13:23,2464,Foul on Corey Brown.,11,7
13:23,149,Jamar Akoh made Free Throw.,12,7
13:23,149,Jamar Akoh made Free Throw.,13,7
13:07,2464,Lenell Henry made Jumper.,13,9
12:43,2464,Foul on Chris Bowling.,13,9
12:43,149,Jamar Akoh made Free Throw.,14,9
12:43,149,Jamar Akoh made Free Throw.,15,9
12:21,2464,Lenell Henry made Dunk. Assisted by Jojo Anderson.,15,11
12:10,2464,Foul on Carlos Hines.,15,11
12:10,149,Timmy Falls made Free Throw.,16,11
12:10,149,Timmy Falls made Free Throw.,17,11
11:54,2464,Lenell Henry Turnover.,17,11
11:45,149,Timmy Falls missed Three Point Jumper.,17,11
11:45,2464,Jojo Anderson Defensive Rebound.,17,11
11:33,2464,Lenell Henry missed Jumper.,17,11
11:33,149,Bobby Moorehead Defensive Rebound.,17,11
11:22,149,Jamar Akoh made Layup. Assisted by Bobby Moorehead.,19,11
11:01,149,Foul on Fabijan Krslovic.,19,11
10:53,149,Foul on Michael Oguine.,19,11
10:43,2464,Jojo Anderson missed Three Point Jumper.,19,11
10:43,149,Karl Nicholas Defensive Rebound.,19,11
10:25,149,Michael Oguine missed Three Point Jumper.,19,11
10:25,149,Jamar Akoh Offensive Rebound.,19,11
10:20,149,Jamar Akoh missed Layup.,19,11
10:20,149,Karl Nicholas Offensive Rebound.,19,11
10:17,149,Karl Nicholas made Layup.,21,11
10:03,2464,Jojo Anderson missed Three Point Jumper.,21,11
10:03,2464,Brooks Debisschop Offensive Rebound.,21,11
9:59,2464,Brooks Debisschop missed Layup.,21,11
9:59,2464,Brooks Debisschop Offensive Rebound.,21,11
9:55,149,Foul on Ahmaad Rorie.,21,11
9:55,2464,Brooks Debisschop missed Free Throw.,21,11
9:55,2464,Northern Arizona Deadball Team Rebound.,21,11
9:55,2464,Brooks Debisschop missed Free Throw.,21,11
9:55,149,Bobby Moorehead Defensive Rebound.,21,11
9:36,149,Ahmaad Rorie missed Jumper.,21,11
9:36,2464,Karl Harris Defensive Rebound.,21,11
9:09,2464,Karl Harris missed Jumper.,21,11
9:09,149,Bobby Moorehead Defensive Rebound.,21,11
8:53,2464,Foul on Brooks Debisschop.,21,11
8:53,149,Jamar Akoh made Free Throw.,22,11
8:53,149,Jamar Akoh made Free Throw.,23,11
8:31,2464,Karl Harris missed Jumper.,23,11
8:31,149,Sayeed Pridgett Defensive Rebound.,23,11
8:25,149,Ahmaad Rorie made Layup.,25,11
8:21,2464,Northern Arizona  Timeout,25,11
8:12,2464,Brooks Debisschop made Layup. Assisted by Torry Johnson.,25,13
8:00,149,Sayeed Pridgett made Jumper.,27,13
7:44,2464,Torry Johnson Turnover.,27,13
7:43,149,Michael Oguine Steal.,27,13
7:41,149,Michael Oguine made Layup.,29,13
7:16,149,Foul on Ahmaad Rorie.,29,13
7:16,2464,Gino Littles made Free Throw.,29,14
7:16,2464,Gino Littles made Free Throw.,29,15
7:06,149,Jamar Akoh missed Layup.,29,15
7:06,2464,Isaiah Thomas Defensive Rebound.,29,15
6:57,149,Foul on Sayeed Pridgett.,29,15
6:57,2464,Jojo Anderson made Free Throw.,29,16
6:57,2464,Jojo Anderson made Free Throw.,29,17
6:32,2464,Foul on Gino Littles.,29,17
6:32,149,Jamar Akoh missed Free Throw.,29,17
6:32,149,Montana Deadball Team Rebound.,29,17
6:32,149,Jamar Akoh missed Free Throw.,29,17
6:32,2464,Brooks Debisschop Defensive Rebound.,29,17
6:12,149,Foul on Bobby Moorehead.,29,17
6:12,2464,Torry Johnson missed Free Throw.,29,17
6:12,149,Bobby Moorehead Defensive Rebound.,29,17
5:57,149,Sayeed Pridgett made Jumper.,31,17
5:38,149,Foul on Karl Nicholas.,31,17
5:38,2464,Torry Johnson made Free Throw.,31,18
5:38,2464,Torry Johnson made Free Throw.,31,19
5:29,149,Sayeed Pridgett missed Layup.,31,19
5:29,2464,Isaiah Thomas Block.,31,19
5:29,149,Montana Offensive Rebound.,31,19
5:21,149,Ahmaad Rorie made Three Point Jumper. Assisted by Timmy Falls.,34,19
4:46,2464,Brooks Debisschop missed Layup.,34,19
4:46,149,Fabijan Krslovic Block.,34,19
4:44,2464,Brooks Debisschop Offensive Rebound.,34,19
4:40,2464,Northern Arizona  Turnover.,34,19
4:27,149,Timmy Falls missed Layup.,34,19
4:27,2464,Karl Harris Defensive Rebound.,34,19
4:09,149,Foul on Jamar Akoh.,34,19
4:09,2464,Jojo Anderson made Free Throw.,34,20
4:09,2464,Jojo Anderson made Free Throw.,34,21
3:56,149,Jamar Akoh missed Layup.,34,21
3:56,2464,Lenell Henry Defensive Rebound.,34,21
3:49,2464,Jojo Anderson missed Layup.,34,21
3:49,2464,Isaiah Thomas Offensive Rebound.,34,21
3:44,2464,Isaiah Thomas missed Layup.,34,21
3:44,149,Jamar Akoh Defensive Rebound.,34,21
3:43,149,Jamar Akoh Turnover.,34,21
3:30,2464,Carlos Hines missed Three Point Jumper.,34,21
3:30,149,Sayeed Pridgett Defensive Rebound.,34,21
3:22,149,Sayeed Pridgett made Layup.,36,21
2:54,2464,Lenell Henry missed Jumper.,36,21
2:54,2464,Northern Arizona Offensive Rebound.,36,21
2:45,2464,Gino Littles missed Three Point Jumper.,36,21
2:45,149,Jamar Akoh Defensive Rebound.,36,21
2:37,149,Ahmaad Rorie missed Three Point Jumper.,36,21
2:37,2464,Gino Littles Defensive Rebound.,36,21
2:21,2464,Lenell Henry Turnover.,36,21
2:21,149,Timmy Falls missed Layup.,36,21
2:21,149,Montana Offensive Rebound.,36,21
2:21,2464,Foul on Chris Bowling.,36,21
2:21,149,Jamar Akoh made Free Throw.,37,21
2:21,149,Jamar Akoh made Free Throw.,38,21
2:18,2464,Jojo Anderson missed Layup.,38,21
2:18,149,Bobby Moorehead Defensive Rebound.,38,21
2:13,149,Jamar Akoh made Dunk. Assisted by Timmy Falls.,40,21
1:55,2464,Northern Arizona  Timeout,40,21
1:40,2464,Jojo Anderson missed Layup.,40,21
1:40,149,Jamar Akoh Defensive Rebound.,40,21
1:33,149,Sayeed Pridgett missed Layup.,40,21
1:33,2464,Corey Brown Defensive Rebound.,40,21
1:27,149,Foul on Trever Spoja.,40,21
1:27,2464,Jojo Anderson made Free Throw.,40,22
1:27,2464,Jojo Anderson made Free Throw.,40,23
1:16,149,Timmy Falls missed Three Point Jumper.,40,23
1:16,149,Jamar Akoh Offensive Rebound.,40,23
1:12,149,Jamar Akoh Turnover.,40,23
1:11,2464,Torry Johnson Steal.,40,23
1:09,2464,Jojo Anderson made Three Point Jumper. Assisted by Torry Johnson.,40,26
1:04,149,Montana  Timeout,40,26
0:58,2464,Foul on Torry Johnson.,40,26
0:58,149,Sayeed Pridgett made Free Throw.,41,26
0:58,149,Sayeed Pridgett made Free Throw.,42,26
0:43,149,Foul on Sayeed Pridgett.,42,26
0:43,2464,Torry Johnson made Free Throw.,42,27
0:43,2464,Torry Johnson made Free Throw.,42,28
0:31,149,Michael Oguine missed Layup.,42,28
0:31,2464,Brooks Debisschop Defensive Rebound.,42,28
0:02,2464,Jojo Anderson made Jumper.,42,30
0:00,2464,End of 1st half,42,30
19:45,149,Fabijan Krslovic Turnover.,42,30
19:34,149,Foul on Fabijan Krslovic.,42,30
19:24,2464,Jojo Anderson missed Layup.,42,30
19:24,149,Fabijan Krslovic Defensive Rebound.,42,30
19:18,149,Ahmaad Rorie made Three Point Jumper. Assisted by Michael Oguine.,45,30
18:53,2464,Karl Harris Turnover.,45,30
18:51,149,Jamar Akoh Steal.,45,30
18:49,149,Jamar Akoh made Dunk.,47,30
18:34,2464,Isaiah Thomas missed Layup.,47,30
18:34,149,Jamar Akoh Block.,47,30
18:32,149,Fabijan Krslovic Defensive Rebound.,47,30
18:18,149,Fabijan Krslovic missed Layup.,47,30
18:18,2464,Isaiah Thomas Block.,47,30
18:15,149,Fabijan Krslovic Offensive Rebound.,47,30
18:11,2464,Foul on Isaiah Thomas.,47,30
18:11,149,Fabijan Krslovic missed Free Throw.,47,30
18:11,149,Montana Deadball Team Rebound.,47,30
18:11,149,Fabijan Krslovic made Free Throw.,48,30
17:59,2464,Karl Harris Turnover.,48,30
17:59,149,Michael Oguine Steal.,48,30
17:59,2464,Foul on Karl Harris.,48,30
17:39,149,Ahmaad Rorie missed Jumper.,48,30
17:39,2464,Northern Arizona Defensive Rebound.,48,30
17:24,2464,Brooks Debisschop made Three Point Jumper. Assisted by Jojo Anderson.,48,33
17:05,149,Ahmaad Rorie made Three Point Jumper. Assisted by Bobby Moorehead.,51,33
16:42,2464,Jojo Anderson made Three Point Jumper. Assisted by Gino Littles.,51,36
16:34,2464,Foul on Brooks Debisschop.,51,36
16:20,149,Karl Nicholas missed Layup.,51,36
16:20,2464,Isaiah Thomas Block.,51,36
16:18,2464,Gino Littles Defensive Rebound.,51,36
16:11,149,Foul on Bobby Moorehead.,51,36
16:11,2464,Jojo Anderson made Free Throw.,51,37
16:11,2464,Jojo Anderson missed Free Throw.,51,37
16:11,149,Karl Nicholas Defensive Rebound.,51,37
15:56,149,Jamar Akoh missed Jumper.,51,37
15:56,149,Karl Nicholas Offensive Rebound.,51,37
15:53,149,Karl Nicholas made Layup.,53,37
15:41,2464,Torry Johnson made Layup.,53,39
15:27,149,Michael Oguine Turnover.,53,39
15:27,149,Foul on Michael Oguine.,53,39
15:25,149,Foul on Ahmaad Rorie.,53,39
15:19,2464,Gino Littles missed Layup.,53,39
15:19,2464,Isaiah Thomas Offensive Rebound.,53,39
15:14,149,Foul on Timmy Falls.,53,39
15:14,2464,Jojo Anderson made Free Throw.,53,40
15:14,2464,Jojo Anderson made Free Throw.,53,41
15:14,2464,Jojo Anderson made Free Throw.,53,42
14:58,149,Bobby Moorehead missed Layup.,53,42
14:58,2464,Brooks Debisschop Block.,53,42
14:56,149,Fabijan Krslovic Offensive Rebound.,53,42
14:52,149,Fabijan Krslovic made Layup.,55,42
14:52,2464,Foul on Isaiah Thomas.,55,42
14:52,149,Fabijan Krslovic missed Free Throw.,55,42
14:52,2464,Brooks Debisschop Defensive Rebound.,55,42
14:35,2464,Ruben Fuamba missed Layup.,55,42
14:35,149,Sayeed Pridgett Defensive Rebound.,55,42
14:22,149,Ahmaad Rorie made Layup.,57,42
13:55,2464,Torry Johnson Turnover.,57,42
13:45,149,Bobby Moorehead made Three Point Jumper. Assisted by Ahmaad Rorie.,60,42
13:41,2464,Northern Arizona  Timeout,60,42
13:10,2464,Chris Bowling missed Three Point Jumper.,60,42
13:10,149,Ahmaad Rorie Defensive Rebound.,60,42
13:04,149,Bobby Moorehead missed Three Point Jumper.,60,42
13:04,2464,Jojo Anderson Defensive Rebound.,60,42
12:52,149,Foul on Sayeed Pridgett.,60,42
12:45,2464,Chris Bowling Turnover.,60,42
12:43,149,Karl Nicholas Steal.,60,42
12:30,149,Michael Oguine made Layup.,62,42
12:22,149,Foul on Michael Oguine.,62,42
12:22,2464,Jojo Anderson missed Free Throw.,62,42
12:22,2464,Northern Arizona Deadball Team Rebound.,62,42
12:22,2464,Jojo Anderson made Free Throw.,62,43
12:07,149,Ahmaad Rorie missed Three Point Jumper.,62,43
12:07,2464,Gino Littles Defensive Rebound.,62,43
11:57,2464,Lenell Henry missed Three Point Jumper.,62,43
11:57,149,Montana Defensive Rebound.,62,43
11:28,149,Jamar Akoh missed Layup.,62,43
11:28,149,Montana Offensive Rebound.,62,43
11:20,149,Michael Oguine missed Layup.,62,43
11:20,2464,Corey Brown Defensive Rebound.,62,43
11:10,2464,Corey Brown made Layup. Assisted by Gino Littles.,62,45
10:55,149,Karl Nicholas Turnover.,62,45
10:35,2464,Carlos Hines made Three Point Jumper. Assisted by Jojo Anderson.,62,48
10:17,149,Timmy Falls made Layup.,64,48
9:53,2464,Brooks Debisschop Turnover.,64,48
9:52,149,Timmy Falls Steal.,64,48
9:48,149,Ahmaad Rorie made Dunk. Assisted by Timmy Falls.,66,48
9:37,2464,Jojo Anderson Turnover.,66,48
9:35,149,Jamar Akoh Steal.,66,48
9:33,149,Jamar Akoh made Dunk. Assisted by Michael Oguine.,68,48
9:17,2464,Corey Brown made Dunk. Assisted by Carlos Hines.,68,50
9:17,149,Foul on Michael Oguine.,68,50
9:17,2464,Corey Brown made Free Throw.,68,51
8:50,149,Bobby Moorehead made Three Point Jumper. Assisted by Fabijan Krslovic.,71,51
8:28,2464,Jojo Anderson missed Three Point Jumper.,71,51
8:28,149,Fabijan Krslovic Defensive Rebound.,71,51
8:18,149,Sayeed Pridgett missed Jumper.,71,51
8:18,2464,Jojo Anderson Defensive Rebound.,71,51
7:59,2464,Gino Littles Turnover.,71,51
7:57,149,Timmy Falls Steal.,71,51
7:53,149,Ahmaad Rorie made Layup. Assisted by Timmy Falls.,73,51
7:47,2464,Northern Arizona  Timeout,73,51
7:24,2464,Jojo Anderson missed Jumper.,73,51
7:24,149,Jamar Akoh Defensive Rebound.,73,51
7:05,149,Michael Oguine made Jumper.,75,51
6:46,149,Foul on Timmy Falls.,75,51
6:46,2464,Carlos Hines made Free Throw.,75,52
6:46,2464,Carlos Hines made Free Throw.,75,53
6:38,149,Jamar Akoh missed Layup.,75,53
6:38,2464,Isaiah Thomas Block.,75,53
6:36,149,Jamar Akoh Offensive Rebound.,75,53
6:32,149,Timmy Falls missed Jumper.,75,53
6:32,2464,Carlos Hines Defensive Rebound.,75,53
6:27,149,Foul on Sayeed Pridgett.,75,53
6:27,2464,Carlos Hines made Free Throw.,75,54
6:27,2464,Carlos Hines made Free Throw.,75,55
6:20,2464,Foul on Karl Harris.,75,55
6:20,149,Jamar Akoh missed Free Throw.,75,55
6:20,149,Montana Deadball Team Rebound.,75,55
6:20,149,Jamar Akoh made Free Throw.,76,55
6:02,2464,Chris Bowling missed Three Point Jumper.,76,55
6:02,149,Montana Defensive Rebound.,76,55
5:38,149,Sayeed Pridgett missed Jumper.,76,55
5:38,149,Karl Nicholas Offensive Rebound.,76,55
5:24,149,Ahmaad Rorie missed Three Point Jumper.,76,55
5:24,149,Montana Offensive Rebound.,76,55
5:21,2464,Foul on Lenell Henry.,76,55
5:16,149,Ahmaad Rorie missed Three Point Jumper.,76,55
5:16,2464,Jojo Anderson Defensive Rebound.,76,55
5:08,149,Foul on Timmy Falls.,76,55
5:08,2464,Jojo Anderson made Free Throw.,76,56
5:08,2464,Jojo Anderson made Free Throw.,76,57
4:41,149,Jamar Akoh missed Jumper.,76,57
4:41,2464,Lenell Henry Defensive Rebound.,76,57
4:18,2464,Jojo Anderson Turnover.,76,57
4:00,149,Bobby Moorehead missed Layup.,76,57
4:00,2464,Lenell Henry Block.,76,57
3:58,2464,Gino Littles Defensive Rebound.,76,57
3:53,2464,Gino Littles missed Layup.,76,57
3:53,2464,Lenell Henry Offensive Rebound.,76,57
3:50,2464,Lenell Henry made Layup.,76,59
3:25,2464,Foul on Lenell Henry.,76,59
3:25,149,Jamar Akoh made Free Throw.,77,59
3:25,149,Jamar Akoh missed Free Throw.,77,59
3:25,2464,Isaiah Thomas Defensive Rebound.,77,59
3:15,149,Foul on Michael Oguine.,77,59
3:15,2464,Jojo Anderson made Free Throw.,77,60
3:15,2464,Jojo Anderson made Free Throw.,77,61
3:12,149,Timmy Falls Turnover.,77,61
3:10,2464,Brooks Debisschop Steal.,77,61
3:10,149,Foul on Timmy Falls.,77,61
3:10,2464,Torry Johnson made Free Throw.,77,62
3:10,2464,Torry Johnson made Free Throw.,77,63
3:09,2464,Foul on Jojo Anderson.,77,63
3:09,149,Jamar Akoh made Free Throw.,78,63
3:09,149,Jamar Akoh made Free Throw.,79,63
2:59,2464,Foul on Lenell Henry.,79,63
2:59,2464,Lenell Henry Turnover.,79,63
2:50,149,Sayeed Pridgett missed Jumper.,79,63
2:50,149,Montana Offensive Rebound.,79,63
2:50,2464,Foul on Torry Johnson.,79,63
2:50,149,Jamar Akoh missed Free Throw.,79,63
2:50,149,Montana Deadball Team Rebound.,79,63
2:50,149,Jamar Akoh made Free Throw.,80,63
2:33,2464,Gino Littles missed Jumper.,80,63
2:33,2464,Isaiah Thomas Offensive Rebound.,80,63
2:25,2464,Torry Johnson missed Layup.,80,63
2:25,149,Timmy Falls Defensive Rebound.,80,63
2:00,149,Ahmaad Rorie made Three Point Jumper.,83,63
1:44,2464,Jojo Anderson made Three Point Jumper. Assisted by Gino Littles.,83,66
1:24,2464,Foul on Torry Johnson.,83,66
1:24,149,Ahmaad Rorie made Free Throw.,84,66
1:24,149,Ahmaad Rorie made Free Throw.,85,66
1:11,2464,Gino Littles Turnover.,85,66
1:08,149,Jamar Akoh Steal.,85,66
0:50,149,Jamar Akoh made Layup. Assisted by Sayeed Pridgett.,87,66
0:37,2464,Torry Johnson missed Three Point Jumper.,87,66
0:37,149,Jamar Akoh Defensive Rebound.,87,66
0:16,149,Jamar Akoh missed Layup.,87,66
0:16,149,Sayeed Pridgett Offensive Rebound.,87,66
0:16,149,Sayeed Pridgett Turnover.,87,66
0:09,2464,Gino Littles made Three Point Jumper.,87,69
0:00,2464,End of Game,87,69
