St. Edward's,Error,Stephen F. Austin,2617
18:56,2617,Stephen F. Austin Deadball Team Rebound.,37,44
18:56,2617,Aaron Augustin missed Free Throw.,37,44
18:56,-1,Dorian Lopez Defensive Rebound.,37,44
18:47,-1,Sean Watkins Turnover.,37,44
18:44,2617,Aaron Augustin Steal.,37,44
18:43,2617,Aaron Augustin made Layup.,37,46
18:43,-1,Foul on Sean Watkins.,37,46
18:43,2617,Aaron Augustin missed Free Throw.,37,46
18:43,-1,Cory McKendree Defensive Rebound.,37,46
18:33,2617,Foul on Aaron Augustin.,37,46
18:22,-1,Landon Goesling missed Jumper.,37,46
18:22,2617,Leon Gilmore III Defensive Rebound.,37,46
17:58,2617,Kevon Harris missed Jumper.,37,46
17:58,-1,Dorian Lopez Defensive Rebound.,37,46
17:50,-1,Landon Goesling made Three Point Jumper. Assisted by Cory McKendree.,40,46
17:48,2617,Foul on Ivan Canete.,40,46
17:48,-1,Landon Goesling missed Free Throw.,40,46
17:48,2617,Kevon Harris Defensive Rebound.,40,46
17:22,2617,Shannon Bogues made Layup.,40,48
17:13,-1,Landon Goesling Turnover.,40,48
17:12,2617,Ivan Canete Steal.,40,48
17:09,2617,Foul on Ivan Canete.,40,48
17:09,2617,Ivan Canete Turnover.,40,48
16:50,-1,Landon Goesling Turnover.,40,48
16:49,2617,Ivan Canete Steal.,40,48
16:44,-1,Foul on Dorian Lopez.,40,48
16:34,-1,Foul on Dorian Lopez.,40,48
16:32,-1,Foul on Corey Shervill.,40,48
16:32,2617,Kevon Harris made Free Throw.,40,49
16:32,2617,Kevon Harris made Free Throw.,40,50
16:17,-1,Sean Phillips made Three Point Jumper. Assisted by Landon Goesling.,43,50
16:04,2617,TJ Holyfield Turnover.,43,50
16:03,-1,Cory McKendree Steal.,43,50
15:55,2617,Official TV Timeout,43,50
15:50,-1,Sean Phillips missed Three Point Jumper.,43,50
15:50,2617,Shannon Bogues Defensive Rebound.,43,50
15:36,2617,TJ Holyfield Turnover.,43,50
15:32,-1,Cory McKendree Turnover.,43,50
15:31,2617,Ivan Canete Steal.,43,50
15:27,2617,Shannon Bogues made Dunk. Assisted by Ivan Canete.,43,52
15:10,-1,Sean Watkins made Layup.,45,52
14:55,-1,Foul on Cory McKendree.,45,52
14:51,2617,Shannon Bogues missed Dunk.,45,52
14:51,2617,Ivan Canete Offensive Rebound.,45,52
14:32,2617,Kevon Harris missed Three Point Jumper.,45,52
14:32,2617,Samuli Nieminen Offensive Rebound.,45,52
14:25,2617,Ivan Canete missed Three Point Jumper.,45,52
14:25,2617,Kevon Harris Offensive Rebound.,45,52
14:00,2617,Kevon Harris made Jumper.,45,54
13:46,-1,Ryan Garza missed Three Point Jumper.,45,54
13:46,-1,Sean Phillips Offensive Rebound.,45,54
13:41,-1,Landon Goesling missed Three Point Jumper.,45,54
13:41,2617,TJ Holyfield Defensive Rebound.,45,54
13:29,2617,TJ Holyfield missed Three Point Jumper.,45,54
13:29,-1,Sean Phillips Defensive Rebound.,45,54
13:22,-1,Landon Goesling missed Jumper.,45,54
13:22,2617,TJ Holyfield Defensive Rebound.,45,54
13:13,-1,Foul on Cory McKendree.,45,54
13:13,2617,Ivan Canete missed Free Throw.,45,54
13:13,2617,John Comeaux Offensive Rebound.,45,54
13:04,2617,Ivan Canete missed Layup.,45,54
13:04,-1,Ryan Garza Defensive Rebound.,45,54
12:58,-1,Sean Phillips missed Three Point Jumper.,45,54
12:58,2617,John Comeaux Defensive Rebound.,45,54
12:28,2617,Leon Gilmore III made Dunk. Assisted by Aaron Augustin.,45,56
12:16,-1,Landon Goesling missed Three Point Jumper.,45,56
12:16,-1,Corey Shervill Offensive Rebound.,45,56
12:02,-1,Corey Shervill made Two Point Tip Shot.,47,56
11:56,2617,Stefon Fisher Turnover.,47,56
11:56,-1,Ryan Garza Steal.,47,56
11:56,-1,Ryan Garza Turnover.,47,56
11:56,2617,Official TV Timeout,47,56
11:36,2617,Shannon Bogues missed Three Point Jumper.,47,56
11:36,-1,Corey Shervill Defensive Rebound.,47,56
11:28,-1,Ryan Garza Turnover.,47,56
11:26,2617,Shannon Bogues Steal.,47,56
11:24,2617,John Comeaux missed Layup.,47,56
11:24,2617,Leon Gilmore III Offensive Rebound.,47,56
11:20,-1,Foul on James Taylor.,47,56
11:20,2617,Leon Gilmore III made Free Throw.,47,57
11:20,2617,Leon Gilmore III made Free Throw.,47,58
10:52,2617,Foul on Leon Gilmore III.,47,58
10:52,-1,Landon Goesling made Free Throw.,48,58
10:52,-1,Landon Goesling made Free Throw.,49,58
10:24,2617,Aaron Augustin missed Jumper.,49,58
10:24,2617,Shannon Bogues Offensive Rebound.,49,58
10:19,2617,Stephen F. Austin  Turnover.,49,58
10:19,2617,Stephen F. Austin  Timeout,49,58
10:13,2617,Foul on John Comeaux.,49,58
10:13,-1,Mark Paterson Turnover.,49,58
10:11,2617,Leon Gilmore III Steal.,49,58
10:09,2617,Leon Gilmore III made Dunk.,49,60
10:01,2617,Foul on Leon Gilmore III.,49,60
9:55,-1,Sean Watkins missed Three Point Jumper.,49,60
9:55,-1,St. Edwards Offensive Rebound.,49,60
9:53,2617,Foul on TJ Holyfield.,49,60
9:53,-1,James Taylor missed Free Throw.,49,60
9:53,2617,TJ Holyfield Defensive Rebound.,49,60
9:30,-1,Foul on Corey Shervill.,49,60
9:30,2617,TJ Holyfield made Free Throw.,49,61
9:30,2617,TJ Holyfield made Free Throw.,49,62
9:17,-1,James Taylor made Jumper.,51,62
9:09,2617,TJ Holyfield Turnover.,51,62
8:54,-1,James Taylor missed Jumper.,51,62
8:54,-1,Dorian Lopez Offensive Rebound.,51,62
8:49,-1,Mark Paterson Turnover.,51,62
8:31,2617,Ivan Canete missed Three Point Jumper.,51,62
8:31,-1,Dorian Lopez Defensive Rebound.,51,62
8:17,-1,Dorian Lopez made Layup. Assisted by Sean Watkins.,53,62
7:57,-1,Foul on Matthew Paterson.,53,62
7:57,2617,Official TV Timeout,53,62
7:57,2617,Ivan Canete made Free Throw.,53,63
7:57,2617,Ivan Canete missed Free Throw.,53,63
7:57,-1,James Taylor Defensive Rebound.,53,63
7:43,-1,Sean Watkins made Three Point Jumper. Assisted by Mark Paterson.,56,63
7:30,2617,Samuli Nieminen made Layup. Assisted by TJ Holyfield.,56,65
7:30,-1,Foul on Mark Paterson.,56,65
7:30,2617,Samuli Nieminen made Free Throw.,56,66
7:17,-1,Sean Watkins Turnover.,56,66
7:15,2617,TJ Holyfield Steal.,56,66
7:02,2617,Ivan Canete made Layup.,56,68
6:46,2617,Foul on Jovan Grujic.,56,68
6:46,-1,James Taylor made Free Throw.,57,68
6:46,-1,James Taylor missed Free Throw.,57,68
6:46,2617,Kevon Harris Defensive Rebound.,57,68
6:33,-1,Foul on Mark Paterson.,57,68
6:33,-1,St. Edwards  Timeout,57,68
6:33,2617,TJ Holyfield made Free Throw.,57,69
6:33,2617,TJ Holyfield made Free Throw.,57,70
6:13,-1,Matthew Paterson Turnover.,57,70
6:11,2617,John Comeaux Steal.,57,70
6:10,2617,John Comeaux made Layup.,57,72
5:52,-1,James Taylor Turnover.,57,72
5:51,2617,John Comeaux Steal.,57,72
5:48,2617,John Comeaux made Layup. Assisted by Stefon Fisher.,57,74
5:28,2617,Foul on Kevon Harris.,57,74
5:28,-1,James Taylor made Free Throw.,58,74
5:28,-1,James Taylor made Free Throw.,59,74
5:17,2617,Ivan Canete missed Layup.,59,74
5:17,2617,Stefon Fisher Offensive Rebound.,59,74
5:12,-1,Foul on Cory McKendree.,59,74
5:12,2617,Stefon Fisher missed Free Throw.,59,74
5:12,2617,Stephen F. Austin Deadball Team Rebound.,59,74
5:12,2617,Stefon Fisher made Free Throw.,59,75
5:06,-1,Cory McKendree made Layup.,61,75
4:48,2617,Aaron Augustin made Three Point Jumper. Assisted by Stefon Fisher.,61,78
4:40,-1,Cory McKendree missed Layup.,61,78
4:40,2617,Kevon Harris Defensive Rebound.,61,78
4:28,2617,Ivan Canete made Three Point Jumper. Assisted by Aaron Augustin.,61,81
4:17,-1,St. Edwards  Timeout,61,81
4:17,-1,Sean Phillips Turnover.,61,81
4:06,2617,Foul on Stefon Fisher.,61,81
4:06,2617,Stefon Fisher Turnover.,61,81
3:42,-1,Landon Goesling made Jumper.,63,81
3:25,2617,Aaron Augustin made Layup. Assisted by Stefon Fisher.,63,83
3:16,-1,Landon Goesling missed Three Point Jumper.,63,83
3:16,-1,Landon Goesling Offensive Rebound.,63,83
3:11,-1,Landon Goesling missed Jumper.,63,83
3:11,2617,Kevon Harris Defensive Rebound.,63,83
2:57,2617,Ivan Canete missed Three Point Jumper.,63,83
2:57,2617,Kevon Harris Offensive Rebound.,63,83
2:54,2617,Kevon Harris missed Layup.,63,83
2:54,2617,Kevon Harris Offensive Rebound.,63,83
2:49,2617,Kevon Harris made Layup.,63,85
2:38,-1,Cory McKendree missed Jumper.,63,85
2:38,2617,Aaron Augustin Defensive Rebound.,63,85
2:11,2617,Aaron Augustin made Jumper.,63,87
1:54,-1,Landon Goesling made Layup.,65,87
1:50,2617,Stephen F. Austin  Timeout,65,87
1:33,2617,Samuli Nieminen missed Jumper.,65,87
1:33,-1,Sean Phillips Defensive Rebound.,65,87
1:06,-1,Sean Phillips missed Three Point Jumper.,65,87
1:05,2617,Aaron Augustin Defensive Rebound.,65,87
0:59,-1,Foul on Sean Phillips.,65,87
0:59,2617,Shannon Bogues made Free Throw.,65,88
0:59,2617,Shannon Bogues made Free Throw.,65,89
0:51,-1,Ryan Garza Turnover.,65,89
0:50,2617,Kevon Harris Steal.,65,89
0:42,2617,Kevon Harris Turnover.,65,89
0:42,2617,Foul on Kevon Harris.,65,89
0:23,-1,Lucas Doria missed Layup.,65,89
0:23,-1,Lucas Doria Offensive Rebound.,65,89
0:17,2617,Foul on Jovan Grujic.,65,89
0:17,-1,Logan Cook missed Free Throw.,65,89
0:17,-1,St. Edwards Deadball Team Rebound.,65,89
0:17,-1,Logan Cook made Free Throw.,66,89
0:00,2617,End of Game,66,89
