Seattle,265,Washington State,2547
14:20,265,Viont'e Daniels made Jumper.,10,6
12:50,265,Washington State  Turnover.,10,6
12:38,2547,Jordan Hill missed Jumper.,10,6
12:38,265,Kwinton Hinson Defensive Rebound.,10,6
12:24,265,Kwinton Hinson Turnover.,10,6
12:02,2547,Jordan Hill missed Jumper.,10,6
12:02,265,Milan Acquaah Defensive Rebound.,10,6
11:52,265,KJ Langston made Layup. Assisted by Milan Acquaah.,10,8
11:52,2547,Foul on Scott Ulaneo.,10,8
11:52,265,Official TV Timeout,10,8
11:52,265,KJ Langston missed Free Throw.,10,8
11:52,2547,Josh Hearlihy Defensive Rebound.,10,8
11:40,2547,Jordan Hill missed Layup.,10,8
11:40,265,Milan Acquaah Defensive Rebound.,10,8
11:35,265,Milan Acquaah Turnover.,10,8
11:22,2547,Richaud Gittens missed Jumper.,10,8
11:22,2547,Josh Hearlihy Offensive Rebound.,10,8
11:10,265,Foul on Kwinton Hinson.,10,8
11:10,2547,Richaud Gittens made Free Throw.,11,8
11:10,2547,Richaud Gittens made Free Throw.,12,8
10:52,265,Malachi Flynn missed Jumper.,12,8
10:52,2547,Matej Kavas Defensive Rebound.,12,8
10:36,2547,Jordan Hill missed Jumper.,12,8
10:36,265,Kwinton Hinson Defensive Rebound.,12,8
10:24,265,Milan Acquaah made Layup.,12,10
10:01,2547,Richaud Gittens missed Three Point Jumper.,12,10
10:01,2547,Jordan Hill Offensive Rebound.,12,10
9:56,2547,Jordan Hill made Layup.,14,10
9:40,265,Foul on Drick Bernstine.,14,10
9:40,265,Drick Bernstine Turnover.,14,10
9:28,2547,Morgan Means missed Three Point Jumper.,14,10
9:28,2547,Aaron Menzies Offensive Rebound.,14,10
9:22,2547,Aaron Menzies Turnover.,14,10
9:02,265,Viont'e Daniels missed Jumper.,14,10
9:02,2547,Josh Hearlihy Defensive Rebound.,14,10
9:00,265,Foul on Viont'e Daniels.,14,10
8:48,2547,Josh Hearlihy missed Three Point Jumper.,14,10
8:48,2547,Matej Kavas Offensive Rebound.,14,10
8:43,2547,Matej Kavas missed Layup.,14,10
8:43,265,Arinze Chidom Defensive Rebound.,14,10
8:31,265,Viont'e Daniels made Three Point Jumper. Assisted by Milan Acquaah.,14,13
8:03,2547,Richaud Gittens Turnover.,14,13
8:01,265,Milan Acquaah Steal.,14,13
7:59,2547,Foul on Richaud Gittens.,14,13
7:59,265,Official TV Timeout,14,13
7:59,265,Milan Acquaah missed Free Throw.,14,13
7:59,265,Washington State Deadball Team Rebound.,14,13
7:59,265,Milan Acquaah missed Free Throw.,14,13
7:59,2547,Josh Hearlihy Defensive Rebound.,14,13
7:44,2547,Richaud Gittens made Three Point Jumper. Assisted by Matej Kavas.,17,13
7:34,265,Malachi Flynn made Jumper.,17,15
7:21,2547,Morgan Means missed Three Point Jumper.,17,15
7:21,265,Milan Acquaah Defensive Rebound.,17,15
7:18,265,Foul on Milan Acquaah.,17,15
7:18,265,Milan Acquaah Turnover.,17,15
7:07,2547,Richaud Gittens missed Three Point Jumper.,17,15
7:07,265,Milan Acquaah Defensive Rebound.,17,15
6:59,265,Robert Franks made Three Point Jumper. Assisted by Malachi Flynn.,17,18
6:36,2547,Matej Kavas missed Three Point Jumper.,17,18
6:36,2547,Seattle Offensive Rebound.,17,18
6:10,2547,Jordan Hill missed Three Point Jumper.,17,18
6:10,265,Robert Franks Defensive Rebound.,17,18
6:05,265,Robert Franks Turnover.,17,18
6:01,2547,Richaud Gittens made Layup. Assisted by Josh Hearlihy.,19,18
5:54,265,Viont'e Daniels made Three Point Jumper. Assisted by Milan Acquaah.,19,21
5:26,2547,Jordan Hill Turnover.,19,21
5:20,265,Kwinton Hinson missed Layup.,19,21
5:20,2547,Matej Kavas Defensive Rebound.,19,21
5:11,2547,Seattle  Timeout,19,21
4:57,2547,Richaud Gittens missed Three Point Jumper.,19,21
4:57,265,Arinze Chidom Defensive Rebound.,19,21
4:47,265,Arinze Chidom Turnover.,19,21
4:43,2547,Morgan Means missed Jumper.,19,21
4:43,2547,Matej Kavas Offensive Rebound.,19,21
4:38,265,Foul on Robert Franks.,19,21
4:38,2547,Matej Kavas made Free Throw.,20,21
4:38,2547,Matej Kavas made Free Throw.,21,21
4:25,2547,Foul on Jordan Hill.,21,21
4:18,265,Kwinton Hinson missed Layup.,21,21
4:18,2547,Josh Hearlihy Defensive Rebound.,21,21
4:09,2547,Matej Kavas missed Three Point Jumper.,21,21
4:09,265,Kwinton Hinson Defensive Rebound.,21,21
4:03,265,Carter Skaggs missed Three Point Jumper.,21,21
4:03,2547,Matej Kavas Defensive Rebound.,21,21
3:43,265,Foul on Carter Skaggs.,21,21
3:43,265,Official TV Timeout,21,21
3:43,2547,Morgan Means made Free Throw.,22,21
3:43,2547,Morgan Means made Free Throw.,23,21
3:20,265,Steven Shpreyregin missed Three Point Jumper.,23,21
3:20,2547,Morgan Means Defensive Rebound.,23,21
3:04,2547,Richaud Gittens missed Three Point Jumper.,23,21
3:04,2547,Matej Kavas Offensive Rebound.,23,21
2:59,2547,Morgan Means Turnover.,23,21
2:56,265,Milan Acquaah Turnover.,23,21
2:51,2547,Jordan Hill Steal.,23,21
2:49,2547,Jordan Hill made Layup.,25,21
2:49,265,Foul on Drick Bernstine.,25,21
2:49,2547,Jordan Hill missed Free Throw.,25,21
2:49,265,Arinze Chidom Defensive Rebound.,25,21
2:35,265,Viont'e Daniels made Three Point Jumper.,25,24
2:17,2547,Morgan Means missed Three Point Jumper.,25,24
2:17,265,Arinze Chidom Defensive Rebound.,25,24
2:07,265,Arinze Chidom made Jumper. Assisted by Milan Acquaah.,25,26
1:50,2547,Matej Kavas made Three Point Jumper. Assisted by Jordan Hill.,28,26
1:34,265,Arinze Chidom missed Three Point Jumper.,28,26
1:34,2547,Morgan Means Defensive Rebound.,28,26
1:16,2547,Matej Kavas missed Three Point Jumper.,28,26
1:16,265,Malachi Flynn Defensive Rebound.,28,26
1:07,265,Milan Acquaah missed Three Point Jumper.,28,26
1:07,2547,Richaud Gittens Defensive Rebound.,28,26
0:39,2547,Foul on Jordan Hill.,28,26
0:39,2547,Jordan Hill Turnover.,28,26
0:32,265,Milan Acquaah missed Three Point Jumper.,28,26
0:32,2547,Matej Kavas Defensive Rebound.,28,26
0:02,2547,Josh Hearlihy made Three Point Jumper. Assisted by Richaud Gittens.,31,26
0:00,265,End of 1st half,31,26
19:47,265,Robert Franks missed Three Point Jumper.,31,26
19:47,265,Washington State Offensive Rebound.,31,26
19:47,2547,Foul on Matej Kavas.,31,26
19:40,265,Robert Franks missed Jumper.,31,26
19:40,2547,Aaron Menzies Defensive Rebound.,31,26
19:25,2547,Jordan Hill made Layup.,33,26
19:13,265,Malachi Flynn missed Jumper.,33,26
19:13,2547,Richaud Gittens Defensive Rebound.,33,26
18:59,2547,Richaud Gittens made Three Point Jumper. Assisted by Jordan Hill.,36,26
18:53,265,Washington State  Timeout,36,26
18:35,265,Drick Bernstine missed Layup.,36,26
18:35,2547,Aaron Menzies Block.,36,26
18:35,265,Drick Bernstine Offensive Rebound.,36,26
18:33,2547,Technical Foul on Aaron Menzies.,36,26
18:33,265,Robert Franks made Free Throw.,36,27
18:33,265,Robert Franks made Free Throw.,36,28
18:33,2547,Foul on Aaron Menzies.,36,28
18:25,265,Malachi Flynn made Free Throw.,36,29
18:25,2547,Foul on Jordan Hill.,36,29
18:25,265,Malachi Flynn missed Free Throw.,36,29
18:25,2547,Richaud Gittens Defensive Rebound.,36,29
18:15,2547,Jordan Hill missed Jumper.,36,29
18:15,265,Carter Skaggs Defensive Rebound.,36,29
18:02,265,Carter Skaggs made Three Point Jumper. Assisted by Robert Franks.,36,32
17:46,2547,Richaud Gittens missed Three Point Jumper.,36,32
17:46,265,Robert Franks Defensive Rebound.,36,32
17:39,265,Robert Franks Turnover.,36,32
17:37,2547,Morgan Means Steal.,36,32
17:35,2547,Richaud Gittens made Layup. Assisted by Morgan Means.,38,32
17:03,265,Drick Bernstine made Layup.,38,34
16:52,2547,Morgan Means Turnover.,38,34
16:51,265,Drick Bernstine Steal.,38,34
16:45,265,Viont'e Daniels made Three Point Jumper. Assisted by Malachi Flynn.,38,37
16:25,2547,Josh Hearlihy made Layup.,40,37
16:11,265,Drick Bernstine missed Jumper.,40,37
16:11,2547,Morgan Means Defensive Rebound.,40,37
15:42,2547,Richaud Gittens missed Three Point Jumper.,40,37
15:42,265,Drick Bernstine Defensive Rebound.,40,37
15:36,265,Carter Skaggs made Three Point Jumper. Assisted by Robert Franks.,40,40
15:16,2547,Josh Hearlihy missed Layup.,40,40
15:16,265,Robert Franks Defensive Rebound.,40,40
15:11,265,Viont'e Daniels missed Three Point Jumper.,40,40
15:11,2547,Morgan Means Defensive Rebound.,40,40
14:52,2547,Richaud Gittens missed Three Point Jumper.,40,40
14:52,265,Drick Bernstine Defensive Rebound.,40,40
14:46,265,Drick Bernstine Turnover.,40,40
14:44,2547,Morgan Means Steal.,40,40
14:36,2547,Josh Hearlihy made Layup.,42,40
14:23,265,Carter Skaggs made Three Point Jumper. Assisted by Malachi Flynn.,42,43
14:01,2547,Richaud Gittens Turnover.,42,43
14:00,265,Drick Bernstine Steal.,42,43
14:00,2547,Foul on Josh Hearlihy.,42,43
14:00,265,Official TV Timeout,42,43
13:50,2547,Foul on Richaud Gittens.,42,43
13:45,265,Arinze Chidom missed Layup.,42,43
13:45,265,Carter Skaggs Offensive Rebound.,42,43
13:38,265,Arinze Chidom missed Three Point Jumper.,42,43
13:38,2547,Matej Kavas Defensive Rebound.,42,43
13:17,2547,Richaud Gittens missed Three Point Jumper.,42,43
13:17,265,Malachi Flynn Defensive Rebound.,42,43
13:08,265,Carter Skaggs made Three Point Jumper. Assisted by Malachi Flynn.,42,46
12:49,2547,Josh Hearlihy missed Layup.,42,46
12:49,265,Arinze Chidom Defensive Rebound.,42,46
12:27,265,Malachi Flynn missed Three Point Jumper.,42,46
12:27,2547,Aaron Menzies Defensive Rebound.,42,46
12:27,265,Foul on Robert Franks.,42,46
12:15,2547,Jordan Hill missed Three Point Jumper.,42,46
12:15,265,Robert Franks Defensive Rebound.,42,46
11:57,265,Arinze Chidom missed Three Point Jumper.,42,46
11:57,265,Carter Skaggs Offensive Rebound.,42,46
11:53,265,Carter Skaggs made Jumper.,42,48
11:38,2547,Morgan Means made Three Point Jumper. Assisted by Josh Hearlihy.,45,48
11:35,2547,Seattle  Timeout,45,48
11:16,265,Arinze Chidom missed Layup.,45,48
11:16,2547,Aaron Menzies Defensive Rebound.,45,48
10:55,2547,Morgan Means made Three Point Jumper. Assisted by Jordan Hill.,48,48
10:34,265,Carter Skaggs made Three Point Jumper. Assisted by Milan Acquaah.,48,51
10:13,265,Foul on Viont'e Daniels.,48,51
10:08,2547,Josh Hearlihy missed Layup.,48,51
10:08,2547,Aaron Menzies Offensive Rebound.,48,51
10:05,2547,Aaron Menzies missed Layup.,48,51
10:05,265,Arinze Chidom Defensive Rebound.,48,51
9:43,265,Carter Skaggs made Three Point Jumper. Assisted by Drick Bernstine.,48,54
9:30,2547,Morgan Means missed Three Point Jumper.,48,54
9:30,2547,Richaud Gittens Offensive Rebound.,48,54
9:26,2547,Richaud Gittens Turnover.,48,54
9:25,265,Arinze Chidom Steal.,48,54
9:23,2547,Foul on Richaud Gittens.,48,54
9:10,265,Milan Acquaah Turnover.,48,54
9:09,2547,Scott Ulaneo Steal.,48,54
9:06,2547,Morgan Means made Layup. Assisted by Richaud Gittens.,50,54
8:44,265,Milan Acquaah Turnover.,50,54
8:43,2547,Morgan Means Steal.,50,54
8:37,2547,Morgan Means missed Three Point Jumper.,50,54
8:37,265,Arinze Chidom Defensive Rebound.,50,54
8:20,265,Arinze Chidom missed Jumper.,50,54
8:20,265,Viont'e Daniels Offensive Rebound.,50,54
8:05,2547,Foul on Scott Ulaneo.,50,54
8:05,265,Viont'e Daniels made Free Throw.,50,55
8:05,265,Viont'e Daniels missed Free Throw.,50,55
8:05,2547,Matej Kavas Defensive Rebound.,50,55
7:49,2547,Matej Kavas missed Three Point Jumper.,50,55
7:49,265,Robert Franks Defensive Rebound.,50,55
7:20,265,Malachi Flynn made Layup.,50,57
7:20,2547,Foul on Matej Kavas.,50,57
7:20,265,Official TV Timeout,50,57
7:20,265,Malachi Flynn missed Free Throw.,50,57
7:20,2547,Matej Kavas Defensive Rebound.,50,57
7:09,2547,Scott Ulaneo missed Three Point Jumper.,50,57
7:09,265,Carter Skaggs Defensive Rebound.,50,57
6:59,265,Arinze Chidom made Dunk. Assisted by Carter Skaggs.,50,59
6:43,2547,Morgan Means missed Three Point Jumper.,50,59
6:43,265,Carter Skaggs Defensive Rebound.,50,59
6:38,2547,Foul on Jordan Hill.,50,59
6:38,265,Malachi Flynn made Free Throw.,50,60
6:38,265,Malachi Flynn made Free Throw.,50,61
6:27,2547,Matej Kavas Turnover.,50,61
6:26,265,Arinze Chidom Steal.,50,61
6:26,2547,Foul on Jordan Hill.,50,61
6:26,265,Arinze Chidom made Free Throw.,50,62
6:26,265,Arinze Chidom made Free Throw.,50,63
6:05,2547,Matej Kavas missed Three Point Jumper.,50,63
6:05,265,Arinze Chidom Defensive Rebound.,50,63
5:28,265,Malachi Flynn made Layup.,50,65
5:13,2547,Richaud Gittens made Three Point Jumper. Assisted by Matej Kavas.,53,65
5:12,2547,Seattle  Timeout,53,65
5:01,265,Carter Skaggs missed Layup.,53,65
5:01,2547,Matej Kavas Block.,53,65
5:01,265,Washington State Offensive Rebound.,53,65
4:59,265,Foul on Milan Acquaah.,53,65
4:59,265,Milan Acquaah Turnover.,53,65
4:34,2547,Jake Spurgeon missed Jumper.,53,65
4:34,265,Carter Skaggs Defensive Rebound.,53,65
4:12,265,Robert Franks missed Layup.,53,65
4:12,2547,Jake Spurgeon Defensive Rebound.,53,65
4:05,2547,Richaud Gittens Turnover.,53,65
4:05,265,Carter Skaggs Steal.,53,65
4:05,2547,Foul on Richaud Gittens.,53,65
4:05,265,Carter Skaggs made Free Throw.,53,66
4:05,265,Carter Skaggs made Free Throw.,53,67
3:46,2547,Aaron Nettles missed Three Point Jumper.,53,67
3:46,2547,Jake Spurgeon Offensive Rebound.,53,67
3:41,2547,Josh Hearlihy made Layup. Assisted by Jake Spurgeon.,55,67
3:41,265,Washington State  Timeout,55,67
3:29,265,Foul on Malachi Flynn.,55,67
3:29,265,Malachi Flynn Steal.,55,67
3:14,2547,Matej Kavas missed Three Point Jumper.,55,67
3:14,2547,Josh Hearlihy Offensive Rebound.,55,67
3:08,2547,Morgan Means missed Three Point Jumper.,55,67
3:08,265,Drick Bernstine Defensive Rebound.,55,67
2:38,265,Malachi Flynn made Layup. Assisted by Carter Skaggs.,55,69
2:14,2547,Morgan Means missed Layup.,55,69
2:14,265,Carter Skaggs Defensive Rebound.,55,69
1:44,265,Malachi Flynn made Layup.,55,71
1:42,265,Foul on Drick Bernstine.,55,71
1:42,265,Technical Foul on Drick Bernstine.,55,71
1:42,2547,Matej Kavas made Free Throw.,56,71
1:34,2547,Matej Kavas missed Three Point Jumper.,56,71
1:34,265,Washington State Defensive Rebound.,56,71
1:06,265,Carter Skaggs made Three Point Jumper. Assisted by Viont'e Daniels.,56,74
1:06,2547,Foul on Morgan Means.,56,74
1:06,265,Carter Skaggs made Free Throw.,56,75
0:51,2547,Aaron Nettles Turnover.,56,75
0:49,265,Arinze Chidom Steal.,56,75
0:21,265,Robert Franks missed Jumper.,56,75
0:21,2547,Seattle Defensive Rebound.,56,75
0:03,2547,Aaron Nettles made Three Point Jumper. Assisted by Matej Kavas.,59,75
0:00,265,End of 2nd half,59,75
0:00,265,End of Game,59,75
