Indiana,2550,Seton Hall,84
4:17,2550,Seton Hall Deadball Team Rebound.,58,75
4:17,2550,Angel Delgado made Free Throw.,58,76
4:07,84,Devonte Green missed Three Point Jumper.,58,76
4:07,2550,Ismael Sanogo Defensive Rebound.,58,76
3:42,2550,Myles Powell missed Layup.,58,76
3:42,2550,Ismael Sanogo Offensive Rebound.,58,76
3:40,2550,Ismael Sanogo made Dunk.,58,78
3:32,2550,Foul on Sandro Mamukelashvili.,58,78
3:32,2550,Official TV Timeout,58,78
3:32,84,Robert Johnson made Free Throw.,59,78
3:32,84,Robert Johnson made Free Throw.,60,78
3:09,2550,Desi Rodriguez missed Three Point Jumper.,60,78
3:09,84,Robert Johnson Defensive Rebound.,60,78
2:59,84,Robert Johnson missed Layup.,60,78
2:59,2550,Angel Delgado Block.,60,78
2:57,84,Indiana Offensive Rebound.,60,78
2:47,84,Justin Smith made Layup.,62,78
2:23,2550,Desi Rodriguez made Layup. Assisted by Angel Delgado.,62,80
2:14,84,Aljami Durham made Layup.,64,80
1:46,84,Foul on Justin Smith.,64,80
1:46,2550,Angel Delgado missed Free Throw.,64,80
1:46,2550,Seton Hall Deadball Team Rebound.,64,80
1:46,2550,Angel Delgado made Free Throw.,64,81
1:42,2550,Foul on Ismael Sanogo.,64,81
1:42,84,Juwan Morgan missed Free Throw.,64,81
1:42,2550,Ismael Sanogo Defensive Rebound.,64,81
1:20,2550,Desi Rodriguez Turnover.,64,81
1:20,2550,Foul on Desi Rodriguez.,64,81
1:17,84,Robert Johnson missed Three Point Jumper.,64,81
1:17,2550,Eron Gordon Defensive Rebound.,64,81
1:01,2550,Myles Cale Turnover.,64,81
0:59,84,Aljami Durham Steal.,64,81
0:58,84,Aljami Durham made Layup.,66,81
0:42,2550,Sandro Mamukelashvili made Three Point Jumper. Assisted by Myles Cale.,66,84
0:33,84,Devonte Green missed Three Point Jumper.,66,84
0:33,2550,Myles Cale Defensive Rebound.,66,84
0:22,84,Foul on Juwan Morgan.,66,84
0:22,2550,Eron Gordon missed Free Throw.,66,84
0:22,2550,Seton Hall Deadball Team Rebound.,66,84
0:22,2550,Eron Gordon missed Free Throw.,66,84
0:22,84,Juwan Morgan Defensive Rebound.,66,84
0:13,84,Devonte Green made Layup.,68,84
0:00,2550,End of Game,68,84
