Creighton,77,Northwestern,156
11:11,77,Scottie Lindsey Defensive Rebound.,22,16
11:10,77,Vic Law Turnover.,22,16
10:53,156,Ty-Shon Alexander made Three Point Jumper.,25,16
10:36,156,Foul on Ronnie Harrell Jr..,25,16
10:36,77,Barret Benson made Free Throw.,25,17
10:36,77,Barret Benson missed Free Throw.,25,17
10:36,156,Manny Suarez Defensive Rebound.,25,17
10:25,156,Manny Suarez Turnover.,25,17
10:15,77,Vic Law made Dunk. Assisted by Bryant McIntosh.,25,19
9:57,156,Ty-Shon Alexander made Three Point Jumper. Assisted by Ronnie Harrell Jr..,28,19
9:43,77,Vic Law made Jumper.,28,21
9:36,156,Mitchell Ballock made Layup. Assisted by Ty-Shon Alexander.,30,21
9:16,156,Foul on Manny Suarez.,30,21
9:16,77,Gavin Skelly missed Free Throw.,30,21
9:16,77,Northwestern Deadball Team Rebound.,30,21
9:16,77,Gavin Skelly made Free Throw.,30,22
9:06,156,Ty-Shon Alexander made Layup.,32,22
8:47,77,Dererk Pardon made Layup. Assisted by Bryant McIntosh.,32,24
8:38,156,Ty-Shon Alexander missed Three Point Jumper.,32,24
8:38,77,Dererk Pardon Defensive Rebound.,32,24
8:33,77,Scottie Lindsey made Three Point Jumper. Assisted by Bryant McIntosh.,32,27
8:21,156,Mitchell Ballock made Layup.,34,27
7:54,77,Bryant McIntosh made Jumper.,34,29
7:42,156,Manny Suarez made Layup. Assisted by Marcus Foster.,36,29
7:25,77,Bryant McIntosh missed Jumper.,36,29
7:25,156,Mitchell Ballock Defensive Rebound.,36,29
7:18,156,Mitchell Ballock missed Layup.,36,29
7:18,77,Gavin Skelly Defensive Rebound.,36,29
7:09,77,Gavin Skelly missed Jumper.,36,29
7:09,156,Ty-Shon Alexander Defensive Rebound.,36,29
6:54,77,Foul on Dererk Pardon.,36,29
6:54,77,Official TV Timeout,36,29
6:54,156,Marcus Foster made Free Throw.,37,29
6:54,156,Marcus Foster made Free Throw.,38,29
6:38,77,Isiah Brown missed Three Point Jumper.,38,29
6:38,156,Khyri Thomas Defensive Rebound.,38,29
6:25,77,Foul on Isiah Brown.,38,29
6:14,77,Foul on Scottie Lindsey.,38,29
6:14,156,Davion Mintz made Free Throw.,39,29
6:14,156,Davion Mintz made Free Throw.,40,29
6:03,77,Vic Law missed Three Point Jumper.,40,29
6:03,156,Manny Suarez Defensive Rebound.,40,29
5:57,156,Mitchell Ballock Turnover.,40,29
5:52,77,Vic Law Steal.,40,29
5:50,77,Jordan Ash missed Three Point Jumper.,40,29
5:50,156,Foul on Davion Mintz.,40,29
5:50,77,Vic Law Offensive Rebound.,40,29
5:50,77,Vic Law missed Free Throw.,40,29
5:50,156,Khyri Thomas Defensive Rebound.,40,29
5:41,156,Khyri Thomas missed Jumper.,40,29
5:41,156,Manny Suarez Offensive Rebound.,40,29
5:39,156,Manny Suarez made Layup.,42,29
5:19,77,Anthony Gaines missed Layup.,42,29
5:19,156,Mitchell Ballock Defensive Rebound.,42,29
5:12,156,Khyri Thomas made Layup.,44,29
5:10,77,Northwestern  Timeout,44,29
5:07,77,Bryant McIntosh made Three Point Jumper. Assisted by Vic Law.,44,32
4:48,156,Ty-Shon Alexander Turnover.,44,32
4:32,77,Bryant McIntosh missed Three Point Jumper.,44,32
4:32,156,Khyri Thomas Defensive Rebound.,44,32
4:26,156,Khyri Thomas made Jumper.,46,32
4:26,77,Foul on Gavin Skelly.,46,32
4:26,156,Khyri Thomas made Free Throw.,47,32
4:07,77,Gavin Skelly missed Layup.,47,32
4:07,156,Khyri Thomas Defensive Rebound.,47,32
4:03,156,Mitchell Ballock missed Three Point Jumper.,47,32
4:03,77,Northwestern Defensive Rebound.,47,32
3:53,77,Official TV Timeout,47,32
3:31,77,Bryant McIntosh made Jumper.,47,34
3:10,156,Manny Suarez missed Jumper.,47,34
3:10,77,Gavin Skelly Defensive Rebound.,47,34
3:10,156,Foul on Manny Suarez.,47,34
3:10,77,Gavin Skelly made Free Throw.,47,35
3:10,77,Gavin Skelly made Free Throw.,47,36
2:52,156,Manny Suarez made Layup. Assisted by Mitchell Ballock.,49,36
2:34,77,Dererk Pardon missed Three Point Jumper.,49,36
2:34,156,Khyri Thomas Defensive Rebound.,49,36
2:27,156,Manny Suarez missed Three Point Jumper.,49,36
2:27,77,Anthony Gaines Defensive Rebound.,49,36
2:04,77,Bryant McIntosh made Jumper.,49,38
1:56,156,Manny Suarez missed Layup.,49,38
1:56,77,Dererk Pardon Block.,49,38
1:50,77,Vic Law Defensive Rebound.,49,38
1:45,77,Bryant McIntosh missed Jumper.,49,38
1:45,156,Ty-Shon Alexander Defensive Rebound.,49,38
1:38,156,Mitchell Ballock missed Jumper.,49,38
1:38,77,Anthony Gaines Defensive Rebound.,49,38
1:12,77,Vic Law made Three Point Jumper. Assisted by Bryant McIntosh.,49,41
1:10,156,Creighton  Timeout,49,41
0:57,77,Foul on Vic Law.,49,41
0:57,156,Marcus Foster made Free Throw.,50,41
0:57,156,Marcus Foster made Free Throw.,51,41
0:49,77,Vic Law missed Three Point Jumper.,51,41
0:49,77,Anthony Gaines Offensive Rebound.,51,41
0:42,77,Anthony Gaines missed Layup.,51,41
0:42,156,Manny Suarez Defensive Rebound.,51,41
0:36,156,Ty-Shon Alexander missed Three Point Jumper.,51,41
0:36,77,Jordan Ash Defensive Rebound.,51,41
0:07,77,Bryant McIntosh made Jumper.,51,43
0:00,156,Marcus Foster Turnover.,51,43
0:00,77,Jordan Ash Steal.,51,43
0:00,77,End of 1st half,51,43
19:47,156,Ronnie Harrell Jr. missed Jumper.,51,43
19:47,77,Dererk Pardon Defensive Rebound.,51,43
19:25,77,Gavin Skelly made Layup. Assisted by Bryant McIntosh.,51,45
19:14,156,Marcus Foster Turnover.,51,45
19:02,77,Bryant McIntosh made Jumper. Assisted by Anthony Gaines.,51,47
18:44,156,Marcus Foster missed Layup.,51,47
18:44,77,Dererk Pardon Block.,51,47
18:44,77,Anthony Gaines Defensive Rebound.,51,47
18:32,77,Vic Law made Three Point Jumper. Assisted by Anthony Gaines.,51,50
18:28,77,Foul on Anthony Gaines.,51,50
18:28,77,Foul on Vic Law.,51,50
18:16,156,Marcus Foster missed Three Point Jumper.,51,50
18:16,77,Bryant McIntosh Defensive Rebound.,51,50
18:00,77,Bryant McIntosh missed Jumper.,51,50
18:00,156,Khyri Thomas Defensive Rebound.,51,50
17:55,156,Khyri Thomas made Layup.,53,50
17:35,77,Vic Law made Layup.,53,52
17:23,156,Khyri Thomas missed Jumper.,53,52
17:23,156,Khyri Thomas Offensive Rebound.,53,52
17:20,156,Khyri Thomas made Two Point Tip Shot.,55,52
17:02,77,Vic Law made Three Point Jumper. Assisted by Bryant McIntosh.,55,55
17:02,156,Foul on Marcus Foster.,55,55
17:02,77,Vic Law made Free Throw.,55,56
16:53,156,Martin Krampelj made Layup. Assisted by Khyri Thomas.,57,56
16:27,77,Vic Law made Three Point Jumper. Assisted by Anthony Gaines.,57,59
16:14,156,Marcus Foster missed Jumper.,57,59
16:14,77,Gavin Skelly Defensive Rebound.,57,59
16:03,77,Foul on Dererk Pardon.,57,59
16:03,77,Dererk Pardon Turnover.,57,59
15:52,156,Khyri Thomas made Layup.,59,59
15:19,77,Bryant McIntosh missed Jumper.,59,59
15:19,77,Bryant McIntosh Offensive Rebound.,59,59
15:04,77,Bryant McIntosh made Jumper.,59,61
14:47,156,Martin Krampelj made Layup. Assisted by Davion Mintz.,61,61
14:17,156,Foul on Khyri Thomas.,61,61
14:17,77,Official TV Timeout,61,61
14:17,77,Scottie Lindsey made Free Throw.,61,62
14:17,77,Scottie Lindsey made Free Throw.,61,63
14:05,156,Khyri Thomas made Three Point Jumper. Assisted by Ty-Shon Alexander.,64,63
13:48,77,Bryant McIntosh missed Jumper.,64,63
13:48,156,Khyri Thomas Block.,64,63
13:46,156,Ronnie Harrell Jr. Defensive Rebound.,64,63
13:35,156,Ronnie Harrell Jr. missed Layup.,64,63
13:35,77,Gavin Skelly Block.,64,63
13:34,77,Gavin Skelly Defensive Rebound.,64,63
13:03,77,Scottie Lindsey missed Three Point Jumper.,64,63
13:03,156,Creighton Defensive Rebound.,64,63
12:50,156,Martin Krampelj missed Layup.,64,63
12:50,156,Ronnie Harrell Jr. Offensive Rebound.,64,63
12:48,156,Ronnie Harrell Jr. made Layup.,66,63
12:38,77,Dererk Pardon missed Layup.,66,63
12:38,77,Vic Law Offensive Rebound.,66,63
12:35,77,Vic Law missed Two Point Tip Shot.,66,63
12:35,156,Ty-Shon Alexander Defensive Rebound.,66,63
12:17,156,Martin Krampelj missed Layup.,66,63
12:17,77,Dererk Pardon Block.,66,63
12:15,77,Gavin Skelly Defensive Rebound.,66,63
12:14,77,Scottie Lindsey missed Three Point Jumper.,66,63
12:14,156,Mitchell Ballock Defensive Rebound.,66,63
12:10,156,Foul on Ronnie Harrell Jr..,66,63
12:10,156,Ronnie Harrell Jr. Turnover.,66,63
11:58,156,Foul on Marcus Foster.,66,63
11:53,77,Official TV Timeout,66,63
11:45,77,Bryant McIntosh made Jumper.,66,65
11:37,156,Ty-Shon Alexander made Three Point Jumper.,69,65
11:11,77,Bryant McIntosh missed Layup.,69,65
11:11,77,Bryant McIntosh Offensive Rebound.,69,65
10:55,77,Scottie Lindsey missed Three Point Jumper.,69,65
10:55,156,Khyri Thomas Defensive Rebound.,69,65
10:50,156,Khyri Thomas Turnover.,69,65
10:50,77,Scottie Lindsey Steal.,69,65
10:27,77,Bryant McIntosh missed Jumper.,69,65
10:27,156,Mitchell Ballock Defensive Rebound.,69,65
10:13,156,Marcus Foster missed Jumper.,69,65
10:13,77,Gavin Skelly Defensive Rebound.,69,65
9:46,77,Vic Law missed Three Point Jumper.,69,65
9:46,156,Khyri Thomas Defensive Rebound.,69,65
9:38,77,Foul on Dererk Pardon.,69,65
9:38,156,Khyri Thomas made Free Throw.,70,65
9:38,156,Khyri Thomas made Free Throw.,71,65
9:22,77,Foul on Vic Law.,71,65
9:22,77,Vic Law Turnover.,71,65
8:57,156,Marcus Foster missed Layup.,71,65
8:57,156,Manny Suarez Offensive Rebound.,71,65
8:54,156,Manny Suarez made Two Point Tip Shot.,73,65
8:44,156,Foul on Mitchell Ballock.,73,65
8:37,77,Vic Law made Three Point Jumper. Assisted by Gavin Skelly.,73,68
8:37,77,Northwestern  Timeout,73,68
8:20,156,Ty-Shon Alexander missed Jumper.,73,68
8:20,156,Creighton Deadball Team Rebound.,73,68
8:20,77,Foul on Scottie Lindsey.,73,68
8:13,156,Manny Suarez missed Jumper.,73,68
8:13,77,Barret Benson Defensive Rebound.,73,68
7:57,156,Foul on Manny Suarez.,73,68
7:57,77,Official TV Timeout,73,68
7:57,77,Barret Benson made Free Throw.,73,69
7:57,77,Barret Benson missed Free Throw.,73,69
7:57,156,Khyri Thomas Defensive Rebound.,73,69
7:35,156,Ty-Shon Alexander Turnover.,73,69
7:13,77,Vic Law made Jumper.,73,71
6:54,77,Foul on Barret Benson.,73,71
6:54,156,Martin Krampelj made Free Throw.,74,71
6:54,156,Martin Krampelj made Free Throw.,75,71
6:23,77,Bryant McIntosh made Jumper.,75,73
6:07,156,Martin Krampelj made Layup. Assisted by Khyri Thomas.,77,73
5:44,77,Anthony Gaines missed Three Point Jumper.,77,73
5:44,156,Martin Krampelj Defensive Rebound.,77,73
5:40,156,Marcus Foster missed Layup.,77,73
5:40,77,Barret Benson Defensive Rebound.,77,73
5:15,77,Bryant McIntosh made Layup.,77,75
5:01,156,Khyri Thomas made Jumper. Assisted by Martin Krampelj.,79,75
4:33,77,Vic Law made Jumper.,79,77
4:21,156,Marcus Foster made Three Point Jumper. Assisted by Khyri Thomas.,82,77
4:00,77,Barret Benson missed Layup.,82,77
4:00,77,Barret Benson Offensive Rebound.,82,77
4:00,156,Foul on Martin Krampelj.,82,77
4:00,77,Official TV Timeout,82,77
4:00,77,Barret Benson missed Free Throw.,82,77
4:00,77,Northwestern Deadball Team Rebound.,82,77
4:00,77,Barret Benson made Free Throw.,82,78
3:45,156,Marcus Foster made Three Point Jumper. Assisted by Khyri Thomas.,85,78
3:27,77,Vic Law missed Three Point Jumper.,85,78
3:27,156,Davion Mintz Defensive Rebound.,85,78
3:04,156,Khyri Thomas missed Jumper.,85,78
3:04,77,Bryant McIntosh Defensive Rebound.,85,78
2:48,77,Scottie Lindsey missed Three Point Jumper.,85,78
2:48,156,Creighton Deadball Team Rebound.,85,78
2:48,77,Foul on Vic Law.,85,78
2:48,156,Ronnie Harrell Jr. missed Free Throw.,85,78
2:48,77,Vic Law Defensive Rebound.,85,78
2:47,156,Foul on Martin Krampelj.,85,78
2:47,77,Vic Law made Free Throw.,85,79
2:47,77,Vic Law made Free Throw.,85,80
2:32,156,Martin Krampelj Turnover.,85,80
2:20,156,Foul on Marcus Foster.,85,80
2:20,77,Dererk Pardon missed Free Throw.,85,80
2:20,156,Ronnie Harrell Jr. Defensive Rebound.,85,80
1:53,156,Khyri Thomas missed Jumper.,85,80
1:53,77,Vic Law Defensive Rebound.,85,80
1:48,77,Vic Law made Jumper.,85,82
1:30,156,Martin Krampelj made Layup. Assisted by Marcus Foster.,87,82
1:10,77,Vic Law missed Jumper.,87,82
1:10,156,Davion Mintz Defensive Rebound.,87,82
1:06,77,Foul on Bryant McIntosh.,87,82
1:06,156,Ronnie Harrell Jr. missed Free Throw.,87,82
1:06,156,Creighton Deadball Team Rebound.,87,82
1:06,156,Ronnie Harrell Jr. made Free Throw.,88,82
0:57,77,Scottie Lindsey made Three Point Jumper. Assisted by Bryant McIntosh.,88,85
0:57,77,Northwestern  Timeout,88,85
0:38,156,Davion Mintz missed Layup.,88,85
0:38,77,Vic Law Block.,88,85
0:38,156,Creighton Offensive Rebound.,88,85
0:28,156,Khyri Thomas missed Three Point Jumper.,88,85
0:27,156,Martin Krampelj Offensive Rebound.,88,85
0:27,156,Martin Krampelj made Layup.,90,85
0:27,156,Creighton  Timeout,90,85
0:18,77,Gavin Skelly made Three Point Jumper. Assisted by Bryant McIntosh.,90,88
0:18,77,Northwestern  Timeout,90,88
0:16,77,Foul on Jordan Ash.,90,88
0:16,156,Khyri Thomas made Free Throw.,91,88
0:16,156,Khyri Thomas made Free Throw.,92,88
0:00,77,Vic Law missed Three Point Jumper.,92,88
0:00,156,Marcus Foster Block.,92,88
0:00,156,Davion Mintz Defensive Rebound.,92,88
0:00,77,End of Game,92,88
