Hiwassee College,Error,Western Carolina,2717
13:48,2717,Devin Peterson Defensive Rebound.,7,15
13:39,2717,Devin Peterson missed Layup.,7,15
13:39,-1,Dess Culpepper Block.,7,15
13:39,-1,Ben Snider Defensive Rebound.,7,15
13:34,-1,Ben Snider Turnover.,7,15
13:32,2717,Devin Peterson Steal.,7,15
13:26,2717,Marc Gosselin missed Jumper.,7,15
13:26,-1,Ben Snider Defensive Rebound.,7,15
13:08,-1,Aario Johnson made Jumper. Assisted by Maruis Williams.,9,15
12:51,2717,Matt Halvorsen Turnover.,9,15
12:50,-1,Tevin Henry Steal.,9,15
12:45,-1,Ben Snider missed Three Point Jumper.,9,15
12:45,2717,Devin Peterson Defensive Rebound.,9,15
12:45,-1,Foul on Dess Culpepper.,9,15
12:23,2717,Onno Steger missed Three Point Jumper.,9,15
12:23,-1,Maruis Williams Defensive Rebound.,9,15
12:09,-1,Dess Culpepper made Layup. Assisted by Maruis Williams.,11,15
11:52,2717,Maurice Smith missed Three Point Jumper.,11,15
11:52,-1,Hiwassee Defensive Rebound.,11,15
11:49,2717,Official TV Timeout,11,15
11:34,-1,Maruis Williams Turnover.,11,15
11:33,2717,Maurice Smith Steal.,11,15
11:23,2717,Haboubacar Mutombo Turnover.,11,15
11:22,-1,Jay Johnson Steal.,11,15
11:19,-1,Maruis Williams Turnover.,11,15
11:17,2717,Desmond Johnson Steal.,11,15
11:11,2717,Haboubacar Mutombo made Jumper. Assisted by Desmond Johnson.,11,17
10:53,-1,Maruis Williams missed Three Point Jumper.,11,17
10:53,-1,Tevin Henry Offensive Rebound.,11,17
10:50,2717,Foul on Charlendez Brooks.,11,17
10:50,-1,Tevin Henry missed Free Throw.,11,17
10:50,-1,Hiwassee Deadball Team Rebound.,11,17
10:50,-1,Tevin Henry missed Free Throw.,11,17
10:50,2717,Maurice Smith Defensive Rebound.,11,17
10:29,-1,Foul on Ben Snider.,11,17
10:13,2717,Onno Steger missed Three Point Jumper.,11,17
10:13,2717,Maurice Smith Offensive Rebound.,11,17
10:11,-1,Foul on Maruis Williams.,11,17
10:11,2717,Maurice Smith made Free Throw.,11,18
10:11,2717,Maurice Smith made Free Throw.,11,19
9:56,-1,Jay Johnson Turnover.,11,19
9:55,2717,Haboubacar Mutombo Steal.,11,19
9:55,-1,Foul on Jay Johnson.,11,19
9:55,2717,Haboubacar Mutombo made Free Throw.,11,20
9:55,2717,Haboubacar Mutombo missed Free Throw.,11,20
9:55,2717,Haboubacar Mutombo Offensive Rebound.,11,20
9:31,2717,Desmond Johnson missed Layup.,11,20
9:31,-1,Ben Snider Defensive Rebound.,11,20
9:19,-1,Ben Snider missed Three Point Jumper.,11,20
9:19,2717,Maurice Smith Defensive Rebound.,11,20
9:09,2717,Haboubacar Mutombo Turnover.,11,20
9:08,-1,Maruis Williams Steal.,11,20
9:05,-1,Maruis Williams made Layup.,13,20
8:47,-1,Foul on Ben Snider.,13,20
8:47,2717,Haboubacar Mutombo missed Free Throw.,13,20
8:47,2717,Western Carolina Deadball Team Rebound.,13,20
8:47,2717,Foul on Marc Gosselin.,13,20
8:29,-1,Maruis Williams missed Layup.,13,20
8:29,-1,Tevin Henry Offensive Rebound.,13,20
8:26,-1,Tevin Henry made Layup.,15,20
8:18,2717,Mike Amius Turnover.,15,20
8:15,-1,Aario Johnson Steal.,15,20
8:09,-1,Naequon Newman missed Three Point Jumper.,15,20
8:09,-1,Aario Johnson Offensive Rebound.,15,20
8:07,-1,Aario Johnson missed Jumper.,15,20
8:07,-1,Jay Johnson Offensive Rebound.,15,20
8:07,2717,Foul on Marc Gosselin.,15,20
8:07,-1,Aario Johnson made Free Throw.,16,20
8:07,-1,Aario Johnson missed Free Throw.,16,20
8:07,2717,Marc Gosselin Defensive Rebound.,16,20
7:47,-1,Foul on Aario Johnson.,16,20
7:45,2717,Official TV Timeout,16,20
7:45,2717,Mike Amius missed Free Throw.,16,20
7:45,-1,Hiwassee Defensive Rebound.,16,20
7:29,-1,Maruis Williams missed Three Point Jumper.,16,20
7:29,2717,Devin Peterson Defensive Rebound.,16,20
7:16,2717,Matt Halvorsen made Three Point Jumper. Assisted by Deriece Parks.,16,23
6:53,-1,Maruis Williams Turnover.,16,23
6:51,2717,Devin Peterson Steal.,16,23
6:41,2717,Marc Gosselin made Layup. Assisted by Devin Peterson.,16,25
6:23,-1,Dess Culpepper made Jumper.,18,25
6:05,2717,Matt Halvorsen missed Three Point Jumper.,18,25
6:05,2717,Marc Gosselin Offensive Rebound.,18,25
6:00,2717,Matt Halvorsen missed Three Point Jumper.,18,25
6:00,-1,Tevin Henry Defensive Rebound.,18,25
5:31,-1,Maruis Williams made Three Point Jumper.,21,25
5:06,2717,Deriece Parks missed Three Point Jumper.,21,25
5:06,-1,Jay Johnson Defensive Rebound.,21,25
4:41,-1,Maruis Williams Turnover.,21,25
4:28,2717,Mike Amius missed Layup.,21,25
4:28,-1,Dess Culpepper Defensive Rebound.,21,25
4:08,-1,Maruis Williams missed Three Point Jumper.,21,25
4:08,2717,Deriece Parks Defensive Rebound.,21,25
3:48,2717,Matt Halvorsen missed Three Point Jumper.,21,25
3:48,2717,Mike Amius Offensive Rebound.,21,25
3:45,2717,Mike Amius made Layup.,21,27
3:26,-1,Jay Johnson made Jumper.,23,27
3:15,2717,Devin Peterson made Jumper.,23,29
2:52,-1,Jay Johnson missed Three Point Jumper.,23,29
2:52,2717,Western Carolina Defensive Rebound.,23,29
2:48,2717,Official TV Timeout,23,29
2:25,2717,Onno Steger missed Jumper.,23,29
2:25,-1,Naequon Newman Defensive Rebound.,23,29
2:18,-1,Toure Fudge made Jumper. Assisted by Naequon Newman.,25,29
1:51,-1,Foul on Tevin Henry.,25,29
1:48,2717,Maurice Smith missed Free Throw.,25,29
1:48,2717,Western Carolina Deadball Team Rebound.,25,29
1:48,2717,Maurice Smith made Free Throw.,25,30
1:24,-1,Naequon Newman Turnover.,25,30
1:05,2717,Haboubacar Mutombo missed Layup.,25,30
1:05,2717,Adam Sledd Offensive Rebound.,25,30
1:01,2717,Adam Sledd missed Jumper.,25,30
1:01,2717,Haboubacar Mutombo Offensive Rebound.,25,30
0:55,-1,Foul on Naequon Newman.,25,30
0:55,2717,Adam Sledd missed Free Throw.,25,30
0:55,2717,Western Carolina Deadball Team Rebound.,25,30
0:55,2717,Adam Sledd missed Free Throw.,25,30
0:55,-1,Maruis Williams Defensive Rebound.,25,30
0:41,-1,Toure Fudge missed Three Point Jumper.,25,30
0:41,-1,Dess Culpepper Offensive Rebound.,25,30
0:19,-1,Dess Culpepper made Three Point Jumper. Assisted by Naequon Newman.,28,30
0:00,2717,Desmond Johnson missed Jumper.,28,30
0:00,-1,Toure Fudge Defensive Rebound.,28,30
0:00,2717,End of 1st half,28,30
19:39,-1,Naequon Newman made Layup.,30,30
19:31,2717,Deriece Parks missed Jumper.,30,30
19:31,-1,Tevin Henry Defensive Rebound.,30,30
19:24,-1,Jay Cade Turnover.,30,30
19:22,2717,Devin Peterson Steal.,30,30
19:18,2717,Matt Halvorsen missed Three Point Jumper.,30,30
19:18,2717,Mike Amius Offensive Rebound.,30,30
19:14,2717,Mike Amius missed Jumper.,30,30
19:14,-1,Dess Culpepper Defensive Rebound.,30,30
18:43,-1,Naequon Newman missed Three Point Jumper.,30,30
18:43,2717,Marc Gosselin Defensive Rebound.,30,30
18:35,2717,Deriece Parks missed Three Point Jumper.,30,30
18:35,-1,Aario Johnson Defensive Rebound.,30,30
18:04,-1,Aario Johnson made Jumper. Assisted by Naequon Newman.,32,30
17:47,2717,Matt Halvorsen missed Layup.,32,30
17:47,2717,Marc Gosselin Offensive Rebound.,32,30
17:44,2717,Marc Gosselin made Jumper.,32,32
17:29,2717,Foul on Marc Gosselin.,32,32
17:29,-1,Tevin Henry made Free Throw.,33,32
17:29,-1,Tevin Henry missed Free Throw.,33,32
17:29,2717,Maurice Smith Defensive Rebound.,33,32
17:19,-1,Foul on Dess Culpepper.,33,32
17:15,-1,Foul on Aario Johnson.,33,32
17:15,2717,Devin Peterson made Free Throw.,33,33
17:15,2717,Devin Peterson missed Free Throw.,33,33
17:15,-1,Aario Johnson Defensive Rebound.,33,33
17:07,-1,Dess Culpepper Turnover.,33,33
17:06,2717,Deriece Parks Steal.,33,33
16:57,2717,Maurice Smith missed Jumper.,33,33
16:57,2717,Maurice Smith Offensive Rebound.,33,33
16:52,-1,Foul on Dess Culpepper.,33,33
16:52,2717,Maurice Smith missed Free Throw.,33,33
16:52,2717,Western Carolina Deadball Team Rebound.,33,33
16:52,2717,Maurice Smith missed Free Throw.,33,33
16:52,2717,Devin Peterson Offensive Rebound.,33,33
16:35,2717,Mike Amius Turnover.,33,33
16:16,-1,Jay Johnson made Three Point Jumper. Assisted by Jay Cade.,36,33
16:02,2717,Devin Peterson made Jumper.,36,35
15:52,-1,Jay Cade made Jumper.,38,35
15:41,2717,Devin Peterson made Layup.,38,37
15:21,-1,Aario Johnson made Jumper.,40,37
15:14,2717,Western Carolina  Timeout,40,37
15:14,2717,Devin Peterson missed Three Point Jumper.,40,37
15:14,2717,Maurice Smith Offensive Rebound.,40,37
15:14,2717,Maurice Smith missed Jumper.,40,37
15:14,2717,Adam Sledd Offensive Rebound.,40,37
15:14,2717,Deriece Parks made Three Point Jumper. Assisted by Matt Halvorsen.,40,40
14:43,2717,Foul on Matt Halvorsen.,40,40
14:43,2717,Official TV Timeout,40,40
14:26,-1,Maruis Williams missed Three Point Jumper.,40,40
14:26,2717,Deriece Parks Defensive Rebound.,40,40
14:17,2717,Maurice Smith missed Layup.,40,40
14:17,2717,Deriece Parks Offensive Rebound.,40,40
14:13,2717,Deriece Parks missed Three Point Jumper.,40,40
14:13,2717,Maurice Smith Offensive Rebound.,40,40
14:09,2717,Devin Peterson missed Three Point Jumper.,40,40
14:09,-1,Aario Johnson Defensive Rebound.,40,40
14:00,-1,Maruis Williams missed Jumper.,40,40
14:00,2717,Maurice Smith Defensive Rebound.,40,40
13:30,2717,Adam Sledd missed Jumper.,40,40
13:30,-1,Aario Johnson Block.,40,40
13:30,-1,Jay Johnson Defensive Rebound.,40,40
13:17,-1,Aario Johnson missed Jumper.,40,40
13:17,2717,Maurice Smith Defensive Rebound.,40,40
13:09,2717,Deriece Parks missed Three Point Jumper.,40,40
13:09,2717,Adam Sledd Offensive Rebound.,40,40
13:04,2717,Adam Sledd made Layup.,40,42
12:47,-1,Maruis Williams missed Three Point Jumper.,40,42
12:47,2717,Adam Sledd Defensive Rebound.,40,42
12:38,2717,Matt Halvorsen made Layup. Assisted by Deriece Parks.,40,44
12:15,-1,Jay Johnson Turnover.,40,44
12:15,2717,Devin Peterson Steal.,40,44
12:15,-1,Foul on Jay Johnson.,40,44
12:00,2717,Maurice Smith missed Three Point Jumper.,40,44
12:00,-1,Jay Johnson Defensive Rebound.,40,44
11:38,-1,Ben Snider made Jumper.,42,44
11:15,2717,Devin Peterson made Layup.,42,46
10:44,-1,Hiwassee  Turnover.,42,46
10:44,2717,Official TV Timeout,42,46
10:23,2717,Marc Gosselin made Layup. Assisted by Devin Peterson.,42,48
10:11,-1,Jay Johnson made Three Point Jumper. Assisted by Maruis Williams.,45,48
9:52,2717,Devin Peterson missed Jumper.,45,48
9:52,2717,Desmond Johnson Offensive Rebound.,45,48
9:49,2717,Devin Peterson missed Jumper.,45,48
9:49,-1,Maruis Williams Defensive Rebound.,45,48
9:36,-1,Ben Snider missed Three Point Jumper.,45,48
9:36,2717,Desmond Johnson Defensive Rebound.,45,48
9:30,2717,Devin Peterson made Layup. Assisted by Desmond Johnson.,45,50
9:07,-1,Maruis Williams missed Three Point Jumper.,45,50
9:07,2717,Yalim Olcay Defensive Rebound.,45,50
8:50,2717,Yalim Olcay made Layup.,45,52
8:32,2717,Foul on Yalim Olcay.,45,52
8:28,-1,Toure Fudge made Three Point Jumper. Assisted by Jay Johnson.,48,52
8:05,2717,Matt Halvorsen missed Three Point Jumper.,48,52
8:05,-1,Tevin Henry Defensive Rebound.,48,52
7:59,-1,Tevin Henry made Layup.,50,52
7:43,2717,Desmond Johnson missed Jumper.,50,52
7:43,2717,Marc Gosselin Offensive Rebound.,50,52
7:39,2717,Marc Gosselin missed Jumper.,50,52
7:39,-1,Dess Culpepper Defensive Rebound.,50,52
7:20,-1,Dess Culpepper made Layup.,52,52
6:52,2717,Yalim Olcay missed Jumper.,52,52
6:52,2717,Yalim Olcay Offensive Rebound.,52,52
6:41,2717,Marc Gosselin made Layup. Assisted by Matt Halvorsen.,52,54
6:41,-1,Foul on Tevin Henry.,52,54
6:41,2717,Official TV Timeout,52,54
6:41,2717,Marc Gosselin made Free Throw.,52,55
6:19,-1,Aario Johnson Turnover.,52,55
6:11,2717,Haboubacar Mutombo made Three Point Jumper. Assisted by Devin Peterson.,52,58
5:40,-1,Aario Johnson missed Layup.,52,58
5:40,2717,Haboubacar Mutombo Defensive Rebound.,52,58
5:35,2717,Deriece Parks made Layup. Assisted by Haboubacar Mutombo.,52,60
5:27,-1,Naequon Newman Turnover.,52,60
5:25,2717,Deriece Parks Steal.,52,60
5:22,2717,Deriece Parks missed Layup.,52,60
5:22,-1,Naequon Newman Defensive Rebound.,52,60
5:17,2717,Foul on Adam Sledd.,52,60
5:17,-1,Tevin Henry missed Free Throw.,52,60
5:17,-1,Hiwassee Deadball Team Rebound.,52,60
5:17,-1,Tevin Henry missed Free Throw.,52,60
5:17,2717,Marc Gosselin Defensive Rebound.,52,60
5:03,2717,Devin Peterson missed Layup.,52,60
5:03,2717,Adam Sledd Offensive Rebound.,52,60
5:00,2717,Adam Sledd made Jumper.,52,62
4:53,-1,Hiwassee  Timeout,52,62
4:43,-1,Naequon Newman missed Jumper.,52,62
4:43,2717,Haboubacar Mutombo Defensive Rebound.,52,62
4:26,2717,Marc Gosselin missed Jumper.,52,62
4:26,2717,Adam Sledd Offensive Rebound.,52,62
4:11,2717,Deriece Parks missed Jumper.,52,62
4:11,2717,Marc Gosselin Offensive Rebound.,52,62
4:06,2717,Devin Peterson made Three Point Jumper. Assisted by Marc Gosselin.,52,65
3:53,-1,Jay Cade Turnover.,52,65
3:53,2717,Official TV Timeout,52,65
3:42,2717,Haboubacar Mutombo missed Layup.,52,65
3:42,-1,Naequon Newman Defensive Rebound.,52,65
3:36,-1,Maruis Williams made Layup. Assisted by Naequon Newman.,54,65
3:06,2717,Haboubacar Mutombo missed Layup.,54,65
3:06,-1,Tevin Henry Defensive Rebound.,54,65
2:48,-1,Jay Cade Turnover.,54,65
2:46,-1,Foul on Jay Cade.,54,65
2:46,2717,Adam Sledd missed Free Throw.,54,65
2:46,2717,Western Carolina Deadball Team Rebound.,54,65
2:46,2717,Adam Sledd made Free Throw.,54,66
2:24,2717,Foul on Adam Sledd.,54,66
2:24,-1,Tevin Henry made Free Throw.,55,66
2:24,-1,Tevin Henry missed Free Throw.,55,66
2:24,-1,Tevin Henry Offensive Rebound.,55,66
2:22,-1,Tevin Henry made Jumper.,57,66
2:13,2717,Adam Sledd missed Layup.,57,66
2:13,2717,Adam Sledd Offensive Rebound.,57,66
2:10,2717,Adam Sledd missed Jumper.,57,66
2:10,2717,Haboubacar Mutombo Offensive Rebound.,57,66
2:06,2717,Haboubacar Mutombo made Jumper.,57,68
2:00,2717,Western Carolina  Timeout,57,68
1:46,-1,Naequon Newman Turnover.,57,68
1:45,2717,Haboubacar Mutombo Steal.,57,68
1:43,-1,Foul on Jay Cade.,57,68
1:43,2717,Devin Peterson made Free Throw.,57,69
1:43,2717,Devin Peterson missed Free Throw.,57,69
1:43,-1,Maruis Williams Defensive Rebound.,57,69
1:27,-1,Toure Fudge missed Three Point Jumper.,57,69
1:27,2717,Haboubacar Mutombo Defensive Rebound.,57,69
1:19,2717,Deriece Parks made Layup. Assisted by Devin Peterson.,57,71
0:54,-1,Jay Cade Turnover.,57,71
0:46,2717,Marc Gosselin made Layup. Assisted by Adam Sledd.,57,73
0:35,-1,Jay Cade missed Three Point Jumper.,57,73
0:35,2717,Adam Sledd Defensive Rebound.,57,73
0:23,2717,Deriece Parks made Three Point Jumper. Assisted by Devin Peterson.,57,76
0:09,-1,Maruis Williams missed Layup.,57,76
0:09,-1,Tevin Henry Offensive Rebound.,57,76
0:04,-1,Tevin Henry missed Jumper.,57,76
0:04,2717,Haboubacar Mutombo Defensive Rebound.,57,76
0:00,2717,End of 2nd half,57,76
