Middle Georgia St,Error,Savannah State,2542
11:14,2542,Foul on Ty'lik Evans.,18,22
11:14,2542,Official TV Timeout,18,22
11:08,-1,Rydealous Taylor made Three Point Jumper. Assisted by Darrell White.,21,22
10:54,2542,Maricus Glenn Turnover.,21,22
10:47,-1,Brandon Sharper Turnover.,21,22
10:47,2542,Ty'lik Evans missed Three Point Jumper.,21,22
10:47,-1,Rydealous Taylor Defensive Rebound.,21,22
10:16,-1,Rydealous Taylor missed Three Point Jumper.,21,22
10:16,2542,Savannah State Defensive Rebound.,21,22
10:08,2542,Dexter McClanahan missed Three Point Jumper.,21,22
10:08,-1,Middle Georgia State College Defensive Rebound.,21,22
10:05,2542,Foul on Maricus Glenn.,21,22
9:56,-1,Kevin Ford Turnover.,21,22
9:54,2542,Austin Dasent Steal.,21,22
9:53,2542,Austin Dasent made Layup.,21,24
9:28,-1,McKinley Chambless made Three Point Jumper. Assisted by Kevin Ford.,24,24
9:17,2542,Dexter McClanahan missed Jumper.,24,24
9:17,-1,McKinley Chambless Defensive Rebound.,24,24
9:08,-1,Brandon Sharper missed Three Point Jumper.,24,24
9:08,2542,Austin Dasent Defensive Rebound.,24,24
9:02,2542,Alante Fenner made Three Point Jumper. Assisted by Austin Dasent.,24,27
8:31,2542,Foul on Maricus Glenn.,24,27
8:31,-1,Rydealous Taylor made Free Throw.,25,27
8:31,-1,Rydealous Taylor made Free Throw.,26,27
8:25,-1,Foul on Rydealous Taylor.,26,27
8:13,2542,Dexter McClanahan made Layup.,26,29
8:02,-1,Rydealous Taylor made Jumper. Assisted by McKinley Chambless.,28,29
7:52,2542,Ralueke Orizu missed Layup.,28,29
7:52,2542,Ralueke Orizu Offensive Rebound.,28,29
7:51,-1,Foul on Laramie Hubbard.,28,29
7:51,2542,Official TV Timeout,28,29
7:45,2542,Alante Fenner made Layup.,28,31
7:45,-1,Foul on Laramie Hubbard.,28,31
7:45,2542,Alante Fenner missed Free Throw.,28,31
7:45,-1,McKinley Chambless Defensive Rebound.,28,31
7:28,-1,Rydealous Taylor made Three Point Jumper. Assisted by McKinley Chambless.,31,31
7:17,2542,John Grant Jr. missed Layup.,31,31
7:17,-1,Troy Campfield Defensive Rebound.,31,31
7:03,-1,McKinley Chambless missed Layup.,31,31
7:03,2542,Ralueke Orizu Defensive Rebound.,31,31
6:59,-1,Foul on Troy Campfield.,31,31
6:59,2542,Ralueke Orizu made Free Throw.,31,32
6:59,2542,Ralueke Orizu made Free Throw.,31,33
6:34,-1,Rydealous Taylor Turnover.,31,33
6:28,2542,Zach Sellers missed Three Point Jumper.,31,33
6:28,2542,John Grant Jr. Offensive Rebound.,31,33
6:27,-1,Foul on Kinsey Burgess.,31,33
6:27,2542,John Grant Jr. missed Free Throw.,31,33
6:27,2542,Savannah State Offensive Rebound.,31,33
6:24,2542,Juwan Grant made Layup. Assisted by John Grant Jr..,31,35
6:11,-1,Brandon Sharper made Three Point Jumper. Assisted by Kevin Ford.,34,35
5:54,2542,Juwan Grant made Jumper. Assisted by Austin Dasent.,34,37
5:37,-1,Kinsey Burgess Turnover.,34,37
5:33,2542,Ty'lik Evans made Layup.,34,39
5:21,-1,Kevin Ford Turnover.,34,39
5:20,2542,Khalen Pinkett Steal.,34,39
5:20,2542,Khalen Pinkett missed Layup.,34,39
5:20,-1,Kinsey Burgess Block.,34,39
5:20,-1,Middle Georgia State College Defensive Rebound.,34,39
5:13,-1,Kevin Ford Turnover.,34,39
5:12,2542,Javaris Jenkins Steal.,34,39
5:03,2542,Jahir Cabeza Turnover.,34,39
5:02,-1,Rydealous Taylor Steal.,34,39
4:56,2542,Foul on Ty'lik Evans.,34,39
4:49,-1,Khalil Abdullah made Jumper. Assisted by Marques Hinton.,36,39
4:36,2542,Jahir Cabeza missed Three Point Jumper.,36,39
4:36,-1,Kinsey Burgess Defensive Rebound.,36,39
4:28,-1,Tyrone Young missed Jumper.,36,39
4:28,2542,Juwan Grant Defensive Rebound.,36,39
4:20,-1,Foul on Khalil Abdullah.,36,39
4:20,2542,Jahir Cabeza made Free Throw.,36,40
4:20,2542,Jahir Cabeza missed Free Throw.,36,40
4:20,-1,Tyrone Young Defensive Rebound.,36,40
4:10,-1,Khalil Abdullah made Layup.,38,40
4:10,2542,Foul on Jahir Cabeza.,38,40
4:10,-1,Khalil Abdullah made Free Throw.,39,40
4:05,2542,Foul on Juwan Grant.,39,40
4:05,-1,Marques Hinton missed Jumper.,39,40
4:05,2542,Juwan Grant Defensive Rebound.,39,40
4:04,2542,Ty'lik Evans missed Layup.,39,40
4:04,-1,Middle Georgia State College Defensive Rebound.,39,40
3:34,-1,Foul on Tyrone Young.,39,40
3:34,2542,Official TV Timeout,39,40
3:34,2542,Ty'lik Evans made Free Throw.,39,41
3:34,2542,Ty'lik Evans made Free Throw.,39,42
3:18,2542,Foul on Ralueke Orizu.,39,42
3:18,-1,Khalil Abdullah made Free Throw.,40,42
3:18,-1,Khalil Abdullah made Free Throw.,41,42
3:09,2542,Dexter McClanahan made Dunk.,41,44
3:08,-1,Foul on Khalil Abdullah.,41,44
3:08,2542,Dexter McClanahan missed Free Throw.,41,44
3:08,-1,Middle Georgia State College Defensive Rebound.,41,44
2:39,2542,Foul on Ralueke Orizu.,41,44
2:39,-1,Kinsey Burgess made Free Throw.,42,44
2:39,-1,Kinsey Burgess made Free Throw.,43,44
2:31,2542,Juwan Grant made Layup. Assisted by Javaris Jenkins.,43,46
2:16,-1,Troy Campfield missed Three Point Jumper.,43,46
2:16,-1,Darrell White Offensive Rebound.,43,46
2:02,-1,Rydealous Taylor missed Jumper.,43,46
2:02,-1,Kinsey Burgess Offensive Rebound.,43,46
2:00,-1,Kinsey Burgess made Layup.,45,46
1:49,-1,Foul on Kinsey Burgess.,45,46
1:49,2542,Javaris Jenkins made Free Throw.,45,47
1:49,2542,Javaris Jenkins made Free Throw.,45,48
1:25,2542,Foul on Zach Sellers.,45,48
1:25,-1,Marques Hinton missed Free Throw.,45,48
1:25,-1,Middle Georgia State College Deadball Team Rebound.,45,48
1:25,-1,Marques Hinton made Free Throw.,46,48
1:16,2542,Zach Sellers made Three Point Jumper. Assisted by Alante Fenner.,46,51
0:46,-1,Rydealous Taylor made Jumper.,48,51
0:38,2542,Dexter McClanahan made Three Point Jumper. Assisted by Alante Fenner.,48,54
0:04,-1,Darrell White missed Three Point Jumper.,48,54
0:04,-1,Rydealous Taylor Offensive Rebound.,48,54
0:01,-1,Rydealous Taylor missed Three Point Jumper.,48,54
0:00,2542,Savannah State Deadball Team Rebound.,48,54
0:00,2542,End of 1st half,48,54
19:39,-1,Tyrone Young made Three Point Jumper. Assisted by Troy Campfield.,51,54
19:27,2542,Dexter McClanahan missed Three Point Jumper.,51,54
19:27,2542,Austin Dasent Offensive Rebound.,51,54
19:21,2542,Austin Dasent missed Layup.,51,54
19:21,-1,Kinsey Burgess Block.,51,54
19:19,-1,Tyrone Young Defensive Rebound.,51,54
18:50,-1,Marques Hinton missed Three Point Jumper.,51,54
18:50,2542,Zach Sellers Defensive Rebound.,51,54
18:40,2542,Dexter McClanahan made Three Point Jumper. Assisted by Zach Sellers.,51,57
18:10,-1,Kinsey Burgess missed Dunk.,51,57
18:10,2542,Dexter McClanahan Block.,51,57
18:07,2542,Maricus Glenn Defensive Rebound.,51,57
18:05,-1,Foul on Darrell White.,51,57
17:50,2542,Dexter McClanahan made Layup.,51,59
17:31,-1,Darrell White missed Three Point Jumper.,51,59
17:31,2542,Austin Dasent Defensive Rebound.,51,59
17:29,-1,Foul on Kinsey Burgess.,51,59
17:08,-1,Foul on Marques Hinton.,51,59
17:08,2542,Maricus Glenn missed Free Throw.,51,59
17:08,2542,Savannah State Deadball Team Rebound.,51,59
17:08,2542,Maricus Glenn made Free Throw.,51,60
16:59,-1,Marques Hinton missed Jumper.,51,60
16:59,-1,Troy Campfield Offensive Rebound.,51,60
16:54,-1,Darrell White missed Three Point Jumper.,51,60
16:54,-1,Troy Campfield Offensive Rebound.,51,60
16:51,2542,Foul on Austin Dasent.,51,60
16:51,-1,Troy Campfield made Free Throw.,52,60
16:51,-1,Troy Campfield missed Free Throw.,52,60
16:51,2542,Dexter McClanahan Defensive Rebound.,52,60
16:44,2542,Dexter McClanahan made Three Point Jumper.,52,63
16:13,-1,Marques Hinton Turnover.,52,63
16:11,2542,Dexter McClanahan Steal.,52,63
16:08,2542,Dexter McClanahan made Layup.,52,65
16:02,2542,Official TV Timeout,52,65
15:47,-1,McKinley Chambless made Layup.,54,65
15:38,2542,Ty'lik Evans missed Three Point Jumper.,54,65
15:38,-1,Darrell White Defensive Rebound.,54,65
15:17,-1,Troy Campfield missed Layup.,54,65
15:17,-1,Troy Campfield Offensive Rebound.,54,65
15:16,2542,Foul on Ralueke Orizu.,54,65
15:16,2542,Official TV Timeout,54,65
15:16,-1,Troy Campfield made Free Throw.,55,65
15:16,-1,Troy Campfield made Free Throw.,56,65
15:11,2542,Alante Fenner missed Layup.,56,65
15:11,2542,Ty'lik Evans Offensive Rebound.,56,65
15:03,2542,Ty'lik Evans Turnover.,56,65
15:01,-1,Marques Hinton Steal.,56,65
14:51,2542,Foul on Ralueke Orizu.,56,65
14:51,-1,McKinley Chambless missed Free Throw.,56,65
14:51,-1,Middle Georgia State College Deadball Team Rebound.,56,65
14:51,-1,McKinley Chambless made Free Throw.,57,65
14:47,2542,Ty'lik Evans Turnover.,57,65
14:45,-1,McKinley Chambless Steal.,57,65
14:27,-1,Tyrone Young Turnover.,57,65
14:25,2542,Ty'lik Evans Steal.,57,65
14:22,2542,Alante Fenner missed Three Point Jumper.,57,65
14:22,-1,Marques Hinton Defensive Rebound.,57,65
14:12,-1,Troy Campfield Turnover.,57,65
14:07,2542,Ty'lik Evans Turnover.,57,65
14:07,-1,Marques Hinton Steal.,57,65
13:51,-1,Marques Hinton made Jumper.,59,65
13:42,2542,Javaris Jenkins made Three Point Jumper. Assisted by Ty'lik Evans.,59,68
13:14,-1,McKinley Chambless Turnover.,59,68
13:05,2542,Alante Fenner made Layup.,59,70
12:54,-1,Rydealous Taylor missed Jumper.,59,70
12:54,2542,Zach Sellers Defensive Rebound.,59,70
12:48,2542,Alante Fenner missed Three Point Jumper.,59,70
12:48,-1,Darrell White Defensive Rebound.,59,70
12:42,-1,Darrell White made Layup.,61,70
12:23,2542,Javaris Jenkins missed Three Point Jumper.,61,70
12:23,2542,Jahlin Smith Offensive Rebound.,61,70
12:16,2542,Javaris Jenkins missed Three Point Jumper.,61,70
12:16,2542,Zach Sellers Offensive Rebound.,61,70
12:11,2542,Jahlin Smith made Three Point Jumper. Assisted by Zach Sellers.,61,73
11:59,-1,McKinley Chambless Turnover.,61,73
11:58,2542,Jahir Cabeza Steal.,61,73
11:53,2542,Jahir Cabeza missed Three Point Jumper.,61,73
11:53,2542,Savannah State Offensive Rebound.,61,73
11:53,-1,Foul on McKinley Chambless.,61,73
11:53,2542,Official TV Timeout,61,73
11:45,2542,Javaris Jenkins missed Three Point Jumper.,61,73
11:18,2542,Jahlin Smith Offensive Rebound.,61,73
11:10,2542,Jahir Cabeza made Layup.,61,75
10:54,-1,Rydealous Taylor Turnover.,61,75
10:44,2542,Trey Christopher made Layup.,61,77
10:30,-1,Rydealous Taylor Turnover.,61,77
10:23,2542,Dexter McClanahan missed Three Point Jumper.,61,77
10:23,-1,Kinsey Burgess Defensive Rebound.,61,77
10:18,-1,Kevin Ford Turnover.,61,77
10:17,2542,Zach Sellers Steal.,61,77
10:12,2542,Dexter McClanahan made Three Point Jumper. Assisted by Zach Sellers.,61,80
9:59,-1,Brandon Sharper missed Three Point Jumper.,61,80
9:59,2542,Jahir Cabeza Defensive Rebound.,61,80
9:51,2542,Dexter McClanahan made Free Throw.,61,81
9:51,-1,Kinsey Burgess Turnover.,61,81
9:51,2542,Zach Sellers Steal.,61,81
9:49,-1,Foul on Kinsey Burgess.,61,81
9:39,2542,Maricus Glenn missed Three Point Jumper.,61,81
9:39,-1,Middle Georgia State College Defensive Rebound.,61,81
9:37,2542,Dexter McClanahan missed Free Throw.,61,81
9:37,2542,Savannah State Deadball Team Rebound.,61,81
9:23,-1,Rydealous Taylor missed Three Point Jumper.,61,81
9:23,-1,Brandon Sharper Offensive Rebound.,61,81
9:09,-1,Rydealous Taylor Turnover.,61,81
9:05,-1,Foul on Kevin Ford.,61,81
9:02,2542,Alante Fenner missed Free Throw.,61,81
9:02,-1,Foul on Laramie Hubbard.,61,81
9:02,2542,Savannah State Deadball Team Rebound.,61,81
9:02,2542,Alante Fenner made Free Throw.,61,82
8:53,-1,Kinsey Burgess Turnover.,61,82
8:48,-1,Foul on Laramie Hubbard.,61,82
8:48,2542,Maricus Glenn made Free Throw.,61,83
8:48,2542,Maricus Glenn made Free Throw.,61,84
8:41,-1,Kinsey Burgess Turnover.,61,84
8:39,2542,Jahir Cabeza Steal.,61,84
8:37,2542,Jahir Cabeza made Layup.,61,86
8:14,-1,Kinsey Burgess missed Layup.,61,86
8:14,2542,Zach Sellers Defensive Rebound.,61,86
8:09,2542,Zach Sellers made Layup.,61,88
7:58,-1,Tyrone Young made Three Point Jumper. Assisted by Darrell White.,64,88
7:45,2542,Jahir Cabeza missed Three Point Jumper.,64,88
7:45,-1,Middle Georgia State College Defensive Rebound.,64,88
7:44,2542,Official TV Timeout,64,88
7:43,-1,Tyrone Young missed Three Point Jumper.,64,88
7:43,2542,Jahlin Smith Defensive Rebound.,64,88
7:38,2542,Ty'lik Evans made Layup. Assisted by Dexter McClanahan.,64,90
7:17,2542,Foul on Austin Dasent.,64,90
6:58,2542,Foul on Austin Dasent.,64,90
6:58,-1,Darrell White made Free Throw.,65,90
6:58,-1,Darrell White made Free Throw.,66,90
6:58,-1,Darrell White made Free Throw.,67,90
6:52,2542,Austin Dasent Turnover.,67,90
6:37,-1,Darrell White missed Three Point Jumper.,67,90
6:37,2542,Austin Dasent Defensive Rebound.,67,90
6:18,2542,Ty'lik Evans made Three Point Jumper. Assisted by Austin Dasent.,67,93
5:53,-1,Tyrone Young made Jumper.,69,93
5:44,2542,Ty'lik Evans Turnover.,69,93
5:42,-1,Tyrone Young Steal.,69,93
5:39,2542,Foul on Dexter McClanahan.,69,93
5:39,-1,Tyrone Young missed Free Throw.,69,93
5:39,2542,Dexter McClanahan Defensive Rebound.,69,93
5:29,2542,Jahlin Smith missed Three Point Jumper.,69,93
5:29,2542,Ty'lik Evans Offensive Rebound.,69,93
5:23,2542,Alante Fenner made Layup.,69,95
5:13,-1,Tyrone Young missed Jumper.,69,95
5:13,2542,Ty'lik Evans Defensive Rebound.,69,95
5:05,2542,Alante Fenner missed Three Point Jumper.,69,95
5:05,2542,Austin Dasent Offensive Rebound.,69,95
5:03,-1,Foul on Marques Hinton.,69,95
5:03,2542,Austin Dasent missed Free Throw.,69,95
5:03,2542,Savannah State Deadball Team Rebound.,69,95
5:03,2542,Austin Dasent made Free Throw.,69,96
4:54,-1,Rydealous Taylor made Layup.,71,96
4:46,2542,Dexter McClanahan missed Three Point Jumper.,71,96
4:46,2542,Ty'lik Evans Offensive Rebound.,71,96
4:40,2542,Chris Dubose missed Three Point Jumper.,71,96
4:40,-1,Middle Georgia State College Defensive Rebound.,71,96
4:28,2542,Ty'lik Evans made Free Throw.,71,97
4:28,2542,Ty'lik Evans made Free Throw.,71,98
4:27,-1,Rydealous Taylor missed Three Point Jumper.,71,98
4:27,2542,Savannah State Defensive Rebound.,71,98
4:27,-1,Foul on Darrell White.,71,98
4:19,-1,Troy Campfield missed Layup.,71,98
4:19,2542,John Grant Jr. Defensive Rebound.,71,98
4:05,2542,Chris Dubose missed Three Point Jumper.,71,98
4:05,2542,Ty'lik Evans Offensive Rebound.,71,98
3:58,2542,Chris Dubose missed Three Point Jumper.,71,98
3:58,2542,Ty'lik Evans Offensive Rebound.,71,98
3:53,2542,Chris Dubose made Three Point Jumper. Assisted by Ty'lik Evans.,71,101
3:42,-1,Darrell White made Layup.,73,101
3:30,2542,Chris Dubose missed Three Point Jumper.,73,101
3:30,-1,Darrell White Defensive Rebound.,73,101
3:17,-1,Rydealous Taylor made Three Point Jumper. Assisted by McKinley Chambless.,76,101
3:08,2542,Ty'lik Evans missed Three Point Jumper.,76,101
3:08,2542,Ty'lik Evans Offensive Rebound.,76,101
3:05,2542,Ty'lik Evans made Layup.,76,103
2:54,-1,Marques Hinton made Layup.,78,103
2:42,2542,Ty'lik Evans missed Three Point Jumper.,78,103
2:42,2542,Chris Dubose Offensive Rebound.,78,103
2:36,2542,Dexter McClanahan missed Three Point Jumper.,78,103
2:36,-1,McKinley Chambless Defensive Rebound.,78,103
2:30,-1,Marques Hinton Turnover.,78,103
2:30,2542,Dexter McClanahan Steal.,78,103
2:30,-1,Foul on Marques Hinton.,78,103
2:30,2542,Official TV Timeout,78,103
2:30,2542,Dexter McClanahan made Free Throw.,78,104
2:30,2542,Dexter McClanahan made Free Throw.,78,105
2:21,-1,Rydealous Taylor made Jumper.,80,105
2:11,2542,Khalen Pinkett missed Layup.,80,105
2:11,2542,Juwan Grant Offensive Rebound.,80,105
2:08,2542,Juwan Grant missed Layup.,80,105
2:08,-1,Khalil Abdullah Block.,80,105
2:08,2542,Juwan Grant Offensive Rebound.,80,105
2:08,2542,Juwan Grant made Layup.,80,107
2:07,-1,Foul on Khalil Abdullah.,80,107
2:07,2542,Juwan Grant made Free Throw.,80,108
1:50,-1,McKinley Chambless missed Layup.,80,108
1:50,2542,Juwan Grant Defensive Rebound.,80,108
1:44,2542,Khalen Pinkett Turnover.,80,108
1:42,-1,Kevin Ford Steal.,80,108
1:39,-1,Rydealous Taylor missed Three Point Jumper.,80,108
1:39,-1,Christopher Parker Offensive Rebound.,80,108
1:34,-1,McKinley Chambless missed Three Point Jumper.,80,108
1:34,-1,Middle Georgia State College Offensive Rebound.,80,108
1:32,2542,Foul on Juwan Grant.,80,108
1:29,-1,Khalil Abdullah missed Free Throw.,80,108
1:29,2542,John Grant Jr. Defensive Rebound.,80,108
1:23,-1,Foul on Christopher Parker.,80,108
1:23,2542,Chris Dubose made Free Throw.,80,109
1:23,2542,Chris Dubose made Free Throw.,80,110
1:08,-1,Christopher Parker missed Three Point Jumper.,80,110
1:08,2542,John Grant Jr. Defensive Rebound.,80,110
0:58,2542,John Grant Jr. made Layup.,80,112
0:42,-1,Treigh Adams missed Three Point Jumper.,80,112
0:42,2542,Juwan Grant Block.,80,112
0:39,2542,John Grant Jr. Defensive Rebound.,80,112
0:37,2542,Chris Dubose made Layup. Assisted by John Grant Jr..,80,114
0:22,-1,McKinley Chambless missed Jumper.,80,114
0:22,2542,Khalen Pinkett Defensive Rebound.,80,114
