FDU-Florham,Error,Fairleigh Dickinson,161
2:29,-1,Darren Davy Block.,20,56
2:28,-1,Darren Davy Defensive Rebound.,20,56
2:28,161,Foul on Nadi Beciri.,20,56
2:28,-1,Darren Davy missed Free Throw.,20,56
2:28,161,Kaleb Bishop Defensive Rebound.,20,56
2:17,161,Jahlil Jenkins made Layup.,20,58
2:00,-1,Eric Ray missed Layup.,20,58
2:00,161,Elyjah Williams Defensive Rebound.,20,58
1:59,-1,Foul on Eric Ray.,20,58
1:59,161,Elyjah Williams made Free Throw.,20,59
1:59,161,Elyjah Williams missed Free Throw.,20,59
1:59,-1,Darren Davy Defensive Rebound.,20,59
1:41,-1,Foul on Ahmad St. Fleur.,20,59
1:41,-1,Ahmad St. Fleur Turnover.,20,59
1:26,161,Darian Anderson missed Three Point Jumper.,20,59
1:26,-1,Darren Davy Defensive Rebound.,20,59
1:11,-1,Eric Ray made Layup.,22,59
1:02,161,Foul on Kaleb Bishop.,22,59
1:02,161,Kaleb Bishop Turnover.,22,59
0:43,-1,Darren Davy Turnover.,22,59
0:27,161,Mike Holloway Jr. missed Layup.,22,59
0:27,161,Dondre Rhoden Offensive Rebound.,22,59
0:24,161,Dondre Rhoden made Layup.,22,61
0:24,-1,Foul on Eric Ray.,22,61
0:24,161,Dondre Rhoden missed Free Throw.,22,61
0:24,-1,Steve Herdman Defensive Rebound.,22,61
0:17,161,Foul on Mike Schroback.,22,61
0:17,-1,Shawn Smith made Free Throw.,23,61
0:17,-1,Shawn Smith missed Free Throw.,23,61
0:17,161,Mike Holloway Jr. Defensive Rebound.,23,61
0:03,161,Mike Holloway Jr. made Layup. Assisted by Mike Schroback.,23,63
0:00,161,End of 1st half,23,63
19:47,161,Mike Holloway Jr. missed Layup.,23,63
19:47,161,Mike Holloway Jr. Offensive Rebound.,23,63
19:44,161,Mike Holloway Jr. made Layup.,23,65
19:27,-1,Veon Lassiter missed Layup.,23,65
19:27,161,Mike Holloway Jr. Defensive Rebound.,23,65
19:20,161,Kaleb Bishop made Dunk. Assisted by Noah Morgan.,23,67
18:53,-1,Steve Herdman Turnover.,23,67
18:52,161,Jahlil Jenkins Steal.,23,67
18:35,161,Mike Holloway Jr. missed Jumper.,23,67
18:35,-1,Rajaan Dixon Defensive Rebound.,23,67
18:27,-1,Rajaan Dixon missed Layup.,23,67
18:27,161,Mike Holloway Jr. Block.,23,67
18:26,-1,Rajaan Dixon Offensive Rebound.,23,67
18:23,-1,Darren Davy missed Layup.,23,67
18:23,161,Mike Holloway Jr. Defensive Rebound.,23,67
18:18,161,Darnell Edge made Layup. Assisted by Mike Holloway Jr..,23,69
18:06,-1,Steve Herdman made Jumper.,25,69
18:05,161,Foul on Noah Morgan.,25,69
18:05,-1,Steve Herdman made Free Throw.,26,69
18:05,-1,Steve Herdman missed Free Throw.,26,69
18:05,161,Fairleigh Dickinson Deadball Team Rebound.,26,69
17:44,161,Foul on Mike Holloway Jr..,26,69
17:37,-1,Rajaan Dixon missed Three Point Jumper.,26,69
17:37,161,Kaleb Bishop Defensive Rebound.,26,69
17:35,161,Noah Morgan made Three Point Jumper. Assisted by Darnell Edge.,26,72
17:04,-1,Steve Herdman made Three Point Jumper.,29,72
16:47,161,Noah Morgan Turnover.,29,72
16:46,-1,Darren Davy Steal.,29,72
16:40,-1,Veon Lassiter missed Layup.,29,72
16:40,161,Mike Holloway Jr. Block.,29,72
16:38,161,Jahlil Jenkins Defensive Rebound.,29,72
16:34,161,Darnell Edge made Layup. Assisted by Jahlil Jenkins.,29,74
16:13,-1,Ahmad St. Fleur missed Jumper.,29,74
16:13,161,Kaleb Bishop Defensive Rebound.,29,74
16:12,-1,Foul on Veon Lassiter.,29,74
15:55,-1,Foul on Rajaan Dixon.,29,74
15:55,161,Official TV Timeout,29,74
15:39,161,Darian Anderson Turnover.,29,74
15:37,-1,Ahmad St. Fleur Steal.,29,74
15:35,-1,Ahmad St. Fleur Turnover.,29,74
15:35,161,Darian Anderson Steal.,29,74
15:19,161,Mike Holloway Jr. made Dunk.,29,76
14:57,-1,Rajaan Dixon made Jumper.,31,76
14:44,161,Darnell Edge made Layup.,31,78
14:28,-1,Derek Leohner Turnover.,31,78
14:27,161,Mike Holloway Jr. Steal.,31,78
14:24,161,Jahlil Jenkins made Layup.,31,80
14:10,-1,Steve Herdman Turnover.,31,80
13:54,161,Darian Anderson Turnover.,31,80
13:53,-1,Ahmad St. Fleur Steal.,31,80
13:50,-1,Steve Herdman made Layup. Assisted by Ahmad St. Fleur.,33,80
13:34,161,Noah Morgan missed Three Point Jumper.,33,80
13:34,-1,Steve Herdman Defensive Rebound.,33,80
13:25,-1,Ahmad St. Fleur missed Layup.,33,80
13:25,161,Mike Holloway Jr. Defensive Rebound.,33,80
13:15,161,Darian Anderson missed Jumper.,33,80
13:15,-1,Darren Davy Defensive Rebound.,33,80
13:04,-1,FDU Florham  Timeout,33,80
13:04,161,Official TV Timeout,33,80
12:56,-1,Darren Davy made Jumper.,35,80
12:33,161,Nadi Beciri Turnover.,35,80
12:19,-1,Foul on Dermot Egan.,35,80
12:19,-1,Dermot Egan Turnover.,35,80
12:07,161,Jahlil Jenkins made Layup.,35,82
11:54,161,Foul on Darnell Edge.,35,82
11:54,161,Official TV Timeout,35,82
11:51,-1,Shawn Smith missed Jumper.,35,82
11:51,161,Nadi Beciri Defensive Rebound.,35,82
11:48,-1,Foul on Shawn Smith.,35,82
11:35,161,Fairleigh Dickinson  Timeout,35,82
11:21,161,Elyjah Williams made Layup.,35,84
11:07,-1,Oliver Ortman missed Jumper.,35,84
11:07,-1,Darren Davy Offensive Rebound.,35,84
11:02,-1,Darren Davy Turnover.,35,84
11:01,161,Nadi Beciri Steal.,35,84
10:50,161,Nadi Beciri made Dunk. Assisted by Jahlil Jenkins.,35,86
10:41,161,Foul on Darnell Edge.,35,86
10:41,-1,Derek Leohner missed Free Throw.,35,86
10:41,-1,FDU Florham Deadball Team Rebound.,35,86
10:41,-1,Derek Leohner made Free Throw.,36,86
10:28,-1,Foul on Oliver Ortman.,36,86
10:27,161,Mike Holloway Jr. made Layup. Assisted by Jahlil Jenkins.,36,88
10:14,-1,Shawn Smith Turnover.,36,88
10:14,161,Mike Holloway Jr. Steal.,36,88
10:05,-1,Foul on Dermot Egan.,36,88
10:02,-1,Foul on Steve Herdman.,36,88
10:02,161,Darnell Edge made Free Throw.,36,89
10:02,161,Darnell Edge made Free Throw.,36,90
9:46,-1,Oliver Ortman made Three Point Jumper. Assisted by Eric Ray.,39,90
9:21,161,Mike Holloway Jr. made Layup.,39,92
9:21,-1,Foul on Veon Lassiter.,39,92
9:21,161,Mike Holloway Jr. made Free Throw.,39,93
9:08,-1,Shawn Smith missed Three Point Jumper.,39,93
9:08,-1,Eric Ray Offensive Rebound.,39,93
9:03,-1,Eric Ray missed Layup.,39,93
9:03,161,Noah Morgan Block.,39,93
9:02,-1,Eric Ray Offensive Rebound.,39,93
9:01,-1,Eric Ray Turnover.,39,93
8:42,161,Noah Morgan missed Layup.,39,93
8:42,161,Elyjah Williams Offensive Rebound.,39,93
8:39,161,Elyjah Williams missed Two Point Tip Shot.,39,93
8:39,-1,Oliver Ortman Defensive Rebound.,39,93
8:36,-1,Steve Herdman made Jumper. Assisted by Oliver Ortman.,41,93
8:15,161,Noah Morgan missed Three Point Jumper.,41,93
8:15,-1,FDU Florham Defensive Rebound.,41,93
8:00,-1,Oliver Ortman missed Three Point Jumper.,41,93
8:00,161,Noah Morgan Defensive Rebound.,41,93
7:52,161,Elyjah Williams made Dunk. Assisted by Noah Morgan.,41,95
7:33,-1,Edwin Lopez missed Three Point Jumper.,41,95
7:33,161,Jahlil Jenkins Defensive Rebound.,41,95
7:28,161,Kaleb Bishop made Dunk. Assisted by Jahlil Jenkins.,41,97
7:08,-1,Veon Lassiter missed Layup.,41,97
7:08,161,Elyjah Williams Block.,41,97
7:06,161,Noah Morgan Defensive Rebound.,41,97
6:47,161,Elyjah Williams made Dunk. Assisted by Pat McNamara.,41,99
6:45,-1,FDU Florham  Timeout,41,99
6:45,161,Official TV Timeout,41,99
6:44,161,Official TV Timeout,41,99
6:27,-1,Jimmy Olaniyi missed Three Point Jumper.,41,99
6:27,-1,Jimmy Olaniyi Offensive Rebound.,41,99
6:25,-1,Jimmy Olaniyi made Jumper.,43,99
6:14,161,Foul on Kaleb Bishop.,43,99
6:14,161,Kaleb Bishop Turnover.,43,99
6:10,161,Official TV Timeout,43,99
6:05,-1,Jimmy Olaniyi missed Layup.,43,99
6:05,161,Kaleb Bishop Block.,43,99
6:05,-1,FDU Florham Offensive Rebound.,43,99
6:00,-1,Anthony Mitchell missed Three Point Jumper.,43,99
6:00,161,Elyjah Williams Defensive Rebound.,43,99
5:33,161,Malik Miller missed Jumper.,43,99
5:33,161,Noah Morgan Offensive Rebound.,43,99
5:28,161,Noah Morgan made Layup.,43,101
5:10,-1,Anthony Mitchell missed Jumper.,43,101
5:10,-1,Jimmy Olaniyi Offensive Rebound.,43,101
5:01,-1,Joe Duffy missed Layup.,43,101
5:01,161,Noah Morgan Defensive Rebound.,43,101
4:42,161,Elyjah Williams made Layup. Assisted by Mike Schroback.,43,103
4:25,161,Foul on Malik Miller.,43,103
4:25,-1,Joe Duffy made Free Throw.,44,103
4:25,161,Malik Miller Turnover.,44,103
4:25,-1,Joe Duffy made Free Throw.,45,103
4:06,161,Pat McNamara missed Three Point Jumper.,45,103
4:06,161,Dondre Rhoden Offensive Rebound.,45,103
4:02,161,Dondre Rhoden made Layup.,45,105
3:51,-1,Edwin Lopez made Three Point Jumper. Assisted by Ryan Rigby.,48,105
3:42,161,Mike Schroback made Layup.,48,107
3:24,-1,Ryan Rigby missed Three Point Jumper.,48,107
3:24,161,Malik Miller Defensive Rebound.,48,107
3:06,161,Malik Miller missed Jumper.,48,107
3:06,-1,Jimmy Olaniyi Defensive Rebound.,48,107
2:48,-1,Alex Hanssen Turnover.,48,107
2:46,161,Pat McNamara Steal.,48,107
2:28,161,Dondre Rhoden made Jumper.,48,109
2:06,-1,Ryan Rigby missed Jumper.,48,109
2:06,161,Malik Miller Defensive Rebound.,48,109
1:43,161,Malik Miller missed Layup.,48,109
1:43,-1,Alex Hanssen Defensive Rebound.,48,109
1:35,161,Foul on Malik Miller.,48,109
1:35,161,Official TV Timeout,48,109
1:35,-1,Jimmy Olaniyi missed Free Throw.,48,109
1:35,-1,FDU Florham Deadball Team Rebound.,48,109
1:35,-1,Jimmy Olaniyi made Free Throw.,49,109
1:15,161,Mike Schroback missed Jumper.,49,109
1:15,-1,Jimmy Olaniyi Defensive Rebound.,49,109
1:07,-1,Jimmy Olaniyi Turnover.,49,109
0:48,161,Malik Miller missed Three Point Jumper.,49,109
0:48,-1,Alex Hanssen Defensive Rebound.,49,109
0:36,-1,Alex Hanssen missed Layup.,49,109
0:36,161,Mike Schroback Defensive Rebound.,49,109
0:17,161,Brian Fabre made Jumper.,49,111
0:11,-1,Ryan Rigby missed Three Point Jumper.,49,111
0:11,161,Dondre Rhoden Defensive Rebound.,49,111
0:00,161,End of Game,49,111
