Prairie View A&amp;M,2439,UNLV,2504
14:40,2504,Zachary Hamilton missed Layup.,0,11
14:40,2504,Zachary Hamilton Offensive Rebound.,0,11
14:38,2504,Zachary Hamilton made Two Point Tip Shot.,2,11
14:32,2504,Foul on Zachary Hamilton.,2,11
14:32,2439,Kris Clyburn missed Free Throw.,2,11
14:32,2439,UNLV Deadball Team Rebound.,2,11
14:32,2439,Kris Clyburn made Free Throw.,2,12
14:23,2504,Austin Starr Turnover.,2,12
14:20,2439,Jovan Mooring Steal.,2,12
14:18,2439,Amauri Hardy made Layup. Assisted by Jovan Mooring.,2,14
13:52,2504,Austin Starr made Three Point Jumper. Assisted by Shaquille Preston.,5,14
13:40,2439,Brandon McCoy Turnover.,5,14
13:38,2504,Zachary Hamilton Steal.,5,14
13:34,2504,Dennis Jones Turnover.,5,14
13:33,2439,Jordan Johnson Steal.,5,14
13:30,2439,Jordan Johnson Turnover.,5,14
13:20,2504,JD Wallace missed Layup.,5,14
13:20,2439,Brandon McCoy Defensive Rebound.,5,14
13:13,2439,Jordan Johnson made Layup.,5,16
13:13,2504,Foul on Austin Starr.,5,16
13:13,2439,Jordan Johnson missed Free Throw.,5,16
13:13,2504,JD Wallace Defensive Rebound.,5,16
13:03,2439,Foul on Cheikh Mbacke Diong.,5,16
13:03,2504,Shaquille Preston made Free Throw.,6,16
13:03,2504,Shaquille Preston made Free Throw.,7,16
12:49,2439,Jovan Mooring Turnover.,7,16
12:48,2504,Iwin Ellis Steal.,7,16
12:43,2504,Dennis Jones missed Layup.,7,16
12:43,2439,Cheikh Mbacke Diong Block.,7,16
12:42,2439,UNLV Defensive Rebound.,7,16
12:32,2504,Foul on Shaquille Preston.,7,16
12:32,2439,Brandon McCoy missed Free Throw.,7,16
12:32,2504,Dennis Jones Defensive Rebound.,7,16
12:18,2504,Shaquille Preston made Jumper.,9,16
12:07,2439,Jovan Mooring missed Three Point Jumper.,9,16
12:07,2439,Anthony Smith Offensive Rebound.,9,16
11:53,2439,Anthony Smith made Jumper. Assisted by Jovan Mooring.,9,18
11:33,2504,Zachary Hamilton Turnover.,9,18
11:32,2439,Anthony Smith Steal.,9,18
11:29,2439,Anthony Smith made Layup. Assisted by Jovan Mooring.,9,20
11:07,2504,Shaquille Preston missed Jumper.,9,20
11:07,2504,Prairie View A&M Offensive Rebound.,9,20
11:05,2439,Foul on Brandon McCoy.,9,20
11:05,2439,Official TV Timeout,9,20
11:01,2504,JD Wallace Turnover.,9,20
11:01,2439,Kris Clyburn Steal.,9,20
10:58,2439,Kris Clyburn missed Jumper.,9,20
10:58,2439,Anthony Smith Offensive Rebound.,9,20
10:55,2439,Anthony Smith made Two Point Tip Shot.,9,22
10:29,2504,Dennis Jones missed Layup.,9,22
10:29,2504,Keion Alexander Offensive Rebound.,9,22
10:22,2504,Keion Alexander made Two Point Tip Shot.,11,22
10:19,2439,Cheickna Dembele missed Layup.,11,22
10:19,2504,Keion Alexander Block.,11,22
10:18,2504,Austin Starr Defensive Rebound.,11,22
10:14,2504,Zachary Hamilton made Layup. Assisted by Dennis Jones.,13,22
9:51,2439,Anthony Smith made Three Point Jumper. Assisted by Shakur Juiston.,13,25
9:44,2504,Austin Starr missed Three Point Jumper.,13,25
9:44,2439,Shakur Juiston Defensive Rebound.,13,25
9:35,2504,Foul on Keion Alexander.,13,25
9:35,2439,UNLV  Timeout,13,25
9:35,2439,Cheickna Dembele missed Free Throw.,13,25
9:35,2439,UNLV Deadball Team Rebound.,13,25
9:35,2439,Cheickna Dembele missed Free Throw.,13,25
9:35,2504,Troy Thompson Defensive Rebound.,13,25
9:25,2504,Zachary Hamilton made Layup.,15,25
9:11,2439,Shakur Juiston made Layup.,15,27
9:11,2504,Foul on Zachary Hamilton.,15,27
9:11,2439,Shakur Juiston missed Free Throw.,15,27
9:11,2439,Jovan Mooring Offensive Rebound.,15,27
9:05,2439,Shakur Juiston made Layup. Assisted by Jordan Johnson.,15,29
8:42,2504,Zachary Hamilton missed Three Point Jumper.,15,29
8:42,2439,Shakur Juiston Defensive Rebound.,15,29
8:34,2439,Jordan Johnson missed Jumper.,15,29
8:34,2439,Cheickna Dembele Offensive Rebound.,15,29
8:30,2439,Cheickna Dembele made Jumper.,15,31
8:18,2504,Gary Blackston missed Jumper.,15,31
8:18,2439,Shakur Juiston Defensive Rebound.,15,31
8:12,2439,Jovan Mooring made Three Point Jumper. Assisted by Jordan Johnson.,15,34
8:07,2504,Prairie View A&M  Timeout,15,34
7:57,2504,Shay'rone Jett made Jumper.,17,34
7:42,2504,Foul on Isaih Hood.,17,34
7:42,2439,Jordan Johnson made Free Throw.,17,35
7:42,2439,Jordan Johnson made Free Throw.,17,36
7:29,2504,Troy Thompson Turnover.,17,36
7:28,2439,Jordan Johnson Steal.,17,36
7:25,2439,Shakur Juiston Turnover.,17,36
7:04,2504,Zachary Hamilton made Jumper.,19,36
6:54,2439,Jovan Mooring missed Three Point Jumper.,19,36
6:54,2504,Prairie View A&M Defensive Rebound.,19,36
6:51,2439,Foul on Brandon McCoy.,19,36
6:30,2504,Troy Thompson missed Jumper.,19,36
6:30,2504,Austin Starr Offensive Rebound.,19,36
6:22,2504,Zachary Hamilton made Jumper.,21,36
6:02,2439,Jovan Mooring missed Three Point Jumper.,21,36
6:02,2439,Shakur Juiston Offensive Rebound.,21,36
5:59,2439,Shakur Juiston made Two Point Tip Shot.,21,38
5:56,2504,Zachary Hamilton Turnover.,21,38
5:54,2439,Shakur Juiston made Layup.,21,40
5:53,2439,Foul on Amauri Hardy.,21,40
5:45,2439,Foul on Cheickna Dembele.,21,40
5:45,2504,Gary Blackston made Free Throw.,22,40
5:45,2504,Gary Blackston made Free Throw.,23,40
5:41,2439,Jordan Johnson missed Three Point Jumper.,23,40
5:41,2504,Isaih Hood Defensive Rebound.,23,40
5:16,2504,JD Wallace missed Layup.,23,40
5:16,2439,Shakur Juiston Defensive Rebound.,23,40
5:09,2439,Amauri Hardy missed Three Point Jumper.,23,40
5:09,2504,Shaquille Preston Defensive Rebound.,23,40
4:51,2439,Foul on Jordan Johnson.,23,40
4:51,2504,Dennis Jones made Free Throw.,24,40
4:51,2504,Dennis Jones made Free Throw.,25,40
4:30,2439,Jordan Johnson made Three Point Jumper.,25,43
4:12,2504,Dennis Jones missed Jumper.,25,43
4:12,2504,Isaih Hood Offensive Rebound.,25,43
4:10,2504,Isaih Hood made Two Point Tip Shot.,27,43
4:08,2439,Foul on Amauri Hardy.,27,43
4:08,2504,Isaih Hood made Free Throw.,28,43
3:52,2439,Kris Clyburn missed Three Point Jumper.,28,43
3:52,2504,Shaquille Preston Defensive Rebound.,28,43
3:45,2439,Foul on Kris Clyburn.,28,43
3:45,2439,Official TV Timeout,28,43
3:45,2504,Dennis Jones missed Free Throw.,28,43
3:45,2504,Prairie View A&M Deadball Team Rebound.,28,43
3:45,2504,Dennis Jones made Free Throw.,29,43
3:38,2439,Anthony Smith missed Three Point Jumper.,29,43
3:38,2439,Cheickna Dembele Offensive Rebound.,29,43
3:33,2439,Jordan Johnson made Three Point Jumper. Assisted by Jovan Mooring.,29,46
3:20,2504,Dennis Jones missed Jumper.,29,46
3:20,2504,JD Wallace Offensive Rebound.,29,46
3:15,2504,Isaih Hood made Layup.,31,46
2:59,2439,Cheickna Dembele missed Layup.,31,46
2:59,2504,JD Wallace Defensive Rebound.,31,46
2:36,2504,Dennis Jones made Three Point Jumper.,34,46
2:06,2439,Jordan Johnson made Three Point Jumper.,34,49
1:42,2504,Isaih Hood Turnover.,34,49
1:42,2439,Cheickna Dembele Steal.,34,49
1:38,2439,Anthony Smith missed Three Point Jumper.,34,49
1:38,2439,Shakur Juiston Offensive Rebound.,34,49
1:33,2439,Anthony Smith Turnover.,34,49
1:16,2504,Dennis Jones Turnover.,34,49
1:16,2439,Anthony Smith Steal.,34,49
1:14,2439,Anthony Smith made Dunk.,34,51
1:01,2504,Gary Blackston Turnover.,34,51
1:00,2439,Jovan Mooring Steal.,34,51
0:56,2439,Brandon McCoy made Dunk. Assisted by Jovan Mooring.,34,53
0:50,2504,Austin Starr missed Three Point Jumper.,34,53
0:50,2504,Dennis Jones Offensive Rebound.,34,53
0:45,2504,Zachary Hamilton made Three Point Jumper. Assisted by Gary Blackston.,37,53
0:43,2439,Foul on Anthony Smith.,37,53
0:43,2504,Austin Starr made Free Throw.,38,53
0:43,2504,Austin Starr made Free Throw.,39,53
0:14,2439,Brandon McCoy made Layup. Assisted by Jovan Mooring.,39,55
0:14,2504,Foul on Isaih Hood.,39,55
0:14,2439,Brandon McCoy missed Free Throw.,39,55
0:14,2504,Zachary Hamilton Defensive Rebound.,39,55
0:02,2504,Gary Blackston made Layup.,41,55
0:00,2439,Jordan Johnson missed Three Point Jumper.,41,55
0:00,2439,Jovan Mooring Offensive Rebound.,41,55
0:00,2439,End of 1st half,41,55
19:51,2504,Gary Blackston made Layup. Assisted by Shay'rone Jett.,43,55
19:42,2504,Foul on Gary Blackston.,43,55
19:21,2439,Shakur Juiston made Dunk. Assisted by Jordan Johnson.,43,57
18:55,2504,Dennis Jones missed Layup.,43,57
18:55,2439,Brandon McCoy Defensive Rebound.,43,57
18:50,2439,Brandon McCoy Turnover.,43,57
18:49,2504,Gary Blackston Steal.,43,57
18:46,2504,Dennis Jones missed Three Point Jumper.,43,57
18:46,2439,UNLV Defensive Rebound.,43,57
18:46,2504,Foul on JD Wallace.,43,57
18:36,2439,Brandon McCoy made Layup. Assisted by Jordan Johnson.,43,59
18:34,2504,Foul on JD Wallace.,43,59
18:34,2439,Brandon McCoy missed Free Throw.,43,59
18:34,2504,Gary Blackston Defensive Rebound.,43,59
18:22,2504,Gary Blackston missed Three Point Jumper.,43,59
18:22,2504,JD Wallace Offensive Rebound.,43,59
18:18,2439,Foul on Shakur Juiston.,43,59
18:18,2504,JD Wallace missed Free Throw.,43,59
18:18,2504,Prairie View A&M Deadball Team Rebound.,43,59
18:18,2504,JD Wallace made Free Throw.,44,59
17:57,2439,Kris Clyburn missed Three Point Jumper.,44,59
17:57,2504,Shay'rone Jett Defensive Rebound.,44,59
17:37,2504,Zachary Hamilton Turnover.,44,59
17:37,2504,Foul on Zachary Hamilton.,44,59
17:14,2439,Kris Clyburn made Layup. Assisted by Jordan Johnson.,44,61
16:57,2504,Gary Blackston missed Layup.,44,61
16:57,2439,Shakur Juiston Defensive Rebound.,44,61
16:52,2504,Foul on Shay'rone Jett.,44,61
16:52,2439,Jordan Johnson made Free Throw.,44,62
16:52,2439,Jordan Johnson made Free Throw.,44,63
16:42,2504,Foul on Isaih Hood.,44,63
16:42,2439,Jovan Mooring made Free Throw.,44,64
16:42,2439,Jovan Mooring made Free Throw.,44,65
16:30,2439,Foul on Jovan Mooring.,44,65
16:17,2504,Zachary Hamilton missed Three Point Jumper.,44,65
16:17,2439,Brandon McCoy Defensive Rebound.,44,65
16:08,2504,Foul on Dennis Jones.,44,65
16:08,2439,Jovan Mooring made Free Throw.,44,66
16:08,2439,Jovan Mooring made Free Throw.,44,67
15:56,2504,Zachary Hamilton missed Three Point Jumper.,44,67
15:56,2504,Shay'rone Jett Offensive Rebound.,44,67
15:42,2504,Gary Blackston Turnover.,44,67
15:42,2504,Foul on Gary Blackston.,44,67
15:42,2439,Official TV Timeout,44,67
15:32,2504,Foul on Iwin Ellis.,44,67
15:32,2439,Tervell Beck missed Free Throw.,44,67
15:32,2439,UNLV Deadball Team Rebound.,44,67
15:32,2439,Tervell Beck missed Free Throw.,44,67
15:32,2439,Anthony Smith Offensive Rebound.,44,67
15:18,2439,Jovan Mooring missed Jumper.,44,67
15:18,2439,Cheickna Dembele Offensive Rebound.,44,67
15:16,2439,Cheickna Dembele missed Layup.,44,67
15:16,2504,Zachary Hamilton Block.,44,67
15:14,2439,UNLV Offensive Rebound.,44,67
15:09,2439,Anthony Smith Turnover.,44,67
15:09,2439,Foul on Anthony Smith.,44,67
14:47,2504,Dennis Jones Turnover.,44,67
14:46,2439,Amauri Hardy Steal.,44,67
14:45,2439,Anthony Smith made Dunk. Assisted by Amauri Hardy.,44,69
14:25,2504,Zachary Hamilton made Layup.,46,69
14:21,2504,Foul on Austin Starr.,46,69
14:21,2439,Jovan Mooring made Free Throw.,46,70
14:21,2439,Jovan Mooring made Free Throw.,46,71
14:17,2439,Foul on Jovan Mooring.,46,71
14:08,2504,Shaquille Preston missed Layup.,46,71
14:08,2439,Cheickna Dembele Block.,46,71
14:05,2439,Anthony Smith Defensive Rebound.,46,71
14:02,2439,Anthony Smith made Layup.,46,73
13:54,2439,Foul on Jordan Johnson.,46,73
13:49,2504,Austin Starr missed Jumper.,46,73
13:49,2439,Cheickna Dembele Defensive Rebound.,46,73
13:32,2504,Foul on Austin Starr.,46,73
13:32,2439,Tervell Beck missed Free Throw.,46,73
13:32,2439,UNLV Deadball Team Rebound.,46,73
13:32,2439,Tervell Beck made Free Throw.,46,74
13:18,2504,Dennis Jones missed Layup.,46,74
13:18,2439,Anthony Smith Defensive Rebound.,46,74
13:11,2439,Cheickna Dembele Turnover.,46,74
13:10,2504,Shaquille Preston Steal.,46,74
13:07,2504,Shaquille Preston missed Layup.,46,74
13:07,2439,Amauri Hardy Defensive Rebound.,46,74
13:02,2439,Amauri Hardy Turnover.,46,74
13:00,2504,Dennis Jones Steal.,46,74
12:52,2504,Dennis Jones missed Jumper.,46,74
12:52,2439,Anthony Smith Defensive Rebound.,46,74
12:19,2439,Tervell Beck missed Jumper.,46,74
12:19,2439,Cheickna Dembele Offensive Rebound.,46,74
12:14,2439,Cheickna Dembele made Two Point Tip Shot.,46,76
11:54,2504,Troy Thompson missed Jumper.,46,76
11:54,2439,Anthony Smith Defensive Rebound.,46,76
11:38,2439,Amauri Hardy missed Three Point Jumper.,46,76
11:38,2504,Prairie View A&M Defensive Rebound.,46,76
11:36,2439,Official TV Timeout,46,76
11:20,2504,Shaquille Preston missed Three Point Jumper.,46,76
11:20,2439,Brandon McCoy Defensive Rebound.,46,76
10:58,2439,Brandon McCoy made Dunk. Assisted by Jordan Johnson.,46,78
10:25,2504,Zachary Hamilton Turnover.,46,78
10:24,2439,Amauri Hardy Steal.,46,78
10:21,2439,Anthony Smith made Dunk. Assisted by Jordan Johnson.,46,80
10:11,2439,Foul on Anthony Smith.,46,80
10:02,2504,Gary Blackston missed Jumper.,46,80
10:02,2439,Brandon McCoy Defensive Rebound.,46,80
9:46,2439,Brandon McCoy Turnover.,46,80
9:35,2504,Zachary Hamilton missed Jumper.,46,80
9:35,2439,UNLV Defensive Rebound.,46,80
9:18,2504,Foul on JD Wallace.,46,80
9:18,2439,Brandon McCoy missed Free Throw.,46,80
9:18,2439,UNLV Deadball Team Rebound.,46,80
9:18,2439,Brandon McCoy made Free Throw.,46,81
9:10,2439,Foul on Jordan Johnson.,46,81
9:10,2504,Gary Blackston made Free Throw.,47,81
9:10,2504,Gary Blackston made Free Throw.,48,81
9:01,2439,Jovan Mooring missed Jumper.,48,81
9:01,2504,Prairie View A&M Defensive Rebound.,48,81
8:46,2504,Gary Blackston made Jumper.,50,81
8:33,2439,Anthony Smith Turnover.,50,81
8:32,2504,JD Wallace Steal.,50,81
8:26,2504,Gary Blackston missed Three Point Jumper.,50,81
8:26,2504,Zachary Hamilton Offensive Rebound.,50,81
8:21,2504,Dennis Jones missed Jumper.,50,81
8:21,2439,Jovan Mooring Defensive Rebound.,50,81
8:11,2439,Brandon McCoy Turnover.,50,81
8:08,2504,Gary Blackston made Dunk. Assisted by JD Wallace.,52,81
7:46,2439,Brandon McCoy missed Layup.,52,81
7:46,2439,Brandon McCoy Offensive Rebound.,52,81
7:44,2439,Brandon McCoy missed Two Point Tip Shot.,52,81
7:44,2439,Brandon McCoy Offensive Rebound.,52,81
7:42,2439,Brandon McCoy missed Jumper.,52,81
7:42,2439,Shakur Juiston Offensive Rebound.,52,81
7:40,2504,Foul on Dennis Jones.,52,81
7:40,2439,Official TV Timeout,52,81
7:40,2439,Shakur Juiston made Free Throw.,52,82
7:40,2439,Shakur Juiston missed Free Throw.,52,82
7:40,2504,Zachary Hamilton Defensive Rebound.,52,82
7:24,2504,Gary Blackston missed Layup.,52,82
7:24,2439,Cheikh Mbacke Diong Block.,52,82
7:23,2439,Shakur Juiston Defensive Rebound.,52,82
7:15,2439,Shakur Juiston missed Jumper.,52,82
7:15,2439,Kris Clyburn Offensive Rebound.,52,82
7:01,2439,Jovan Mooring missed Jumper.,52,82
7:01,2504,Prairie View A&M Defensive Rebound.,52,82
6:44,2439,Foul on Jovan Mooring.,52,82
6:44,2504,Zachary Hamilton missed Free Throw.,52,82
6:44,2439,Shakur Juiston Defensive Rebound.,52,82
6:37,2439,Kris Clyburn made Layup.,52,84
6:20,2504,Zachary Hamilton missed Three Point Jumper.,52,84
6:20,2439,Kris Clyburn Defensive Rebound.,52,84
6:13,2439,Jordan Johnson missed Three Point Jumper.,52,84
6:13,2504,Zachary Hamilton Defensive Rebound.,52,84
6:06,2504,Zachary Hamilton Turnover.,52,84
6:06,2504,Foul on Zachary Hamilton.,52,84
5:42,2439,Tervell Beck missed Layup.,52,84
5:42,2504,Shaquille Preston Block.,52,84
5:40,2439,Brandon McCoy Offensive Rebound.,52,84
5:39,2439,Brandon McCoy made Two Point Tip Shot.,52,86
5:22,2504,JD Wallace missed Layup.,52,86
5:22,2439,Brandon McCoy Defensive Rebound.,52,86
5:21,2504,Foul on JD Wallace.,52,86
5:21,2439,Brandon McCoy missed Free Throw.,52,86
5:21,2439,UNLV Deadball Team Rebound.,52,86
5:21,2439,Brandon McCoy missed Free Throw.,52,86
5:21,2504,Shaquille Preston Defensive Rebound.,52,86
4:59,2504,Gary Blackston missed Layup.,52,86
4:59,2439,Brandon McCoy Defensive Rebound.,52,86
4:54,2439,Jay Green missed Layup.,52,86
4:54,2439,Brandon McCoy Offensive Rebound.,52,86
4:51,2439,Brandon McCoy missed Jumper.,52,86
4:51,2504,Iwin Ellis Defensive Rebound.,52,86
4:24,2504,Gary Blackston Turnover.,52,86
4:21,2439,Tervell Beck made Layup.,52,88
3:59,2504,Austin Starr missed Three Point Jumper.,52,88
3:59,2504,Shaquille Preston Offensive Rebound.,52,88
3:55,2504,Shaquille Preston Turnover.,52,88
3:55,2504,Foul on Shaquille Preston.,52,88
3:55,2439,Official TV Timeout,52,88
3:34,2504,Foul on Iwin Ellis.,52,88
3:34,2439,Cheikh Mbacke Diong made Free Throw.,52,89
3:34,2439,Jay Green Turnover.,52,89
3:34,2439,Foul on Jay Green.,52,89
3:34,2504,Shaquille Preston missed Free Throw.,52,89
3:34,2439,Tervell Beck Defensive Rebound.,52,89
3:14,2439,Amauri Hardy made Jumper.,52,91
2:57,2439,Foul on Amauri Hardy.,52,91
2:57,2504,Dennis Jones made Free Throw.,53,91
2:57,2504,Dennis Jones made Free Throw.,54,91
2:42,2504,Foul on Keion Alexander.,54,91
2:42,2439,Tervell Beck made Free Throw.,54,92
2:42,2439,Tervell Beck made Free Throw.,54,93
2:34,2504,Austin Starr made Three Point Jumper. Assisted by Keion Alexander.,57,93
2:24,2439,Amauri Hardy Turnover.,57,93
2:13,2504,Dennis Jones missed Layup.,57,93
2:13,2439,Cheickna Dembele Block.,57,93
2:12,2439,Amauri Hardy Defensive Rebound.,57,93
2:12,2504,Foul on Keion Alexander.,57,93
2:12,2439,Amauri Hardy missed Free Throw.,57,93
2:12,2439,UNLV Deadball Team Rebound.,57,93
2:12,2439,Amauri Hardy made Free Throw.,57,94
2:00,2504,Jordan Lumpkins missed Jumper.,57,94
2:00,2439,Amauri Hardy Defensive Rebound.,57,94
1:52,2439,Amauri Hardy Turnover.,57,94
1:35,2504,Juan Hood missed Jumper.,57,94
1:35,2439,Cheikh Mbacke Diong Defensive Rebound.,57,94
1:20,2439,Jay Green missed Jumper.,57,94
1:20,2504,Jordan Lumpkins Defensive Rebound.,57,94
1:14,2504,Jordan Lumpkins Turnover.,57,94
1:13,2439,Jay Green Steal.,57,94
1:10,2439,Tervell Beck missed Layup.,57,94
1:10,2504,Shaquille Preston Block.,57,94
1:10,2439,UNLV Offensive Rebound.,57,94
1:02,2439,Tervell Beck made Layup.,57,96
1:02,2504,Foul on Jordan Lumpkins.,57,96
1:02,2439,Tervell Beck missed Free Throw.,57,96
1:02,2504,Keion Alexander Defensive Rebound.,57,96
0:56,2504,Shaquille Preston made Layup. Assisted by Juan Hood.,59,96
0:39,2439,Jay Green Turnover.,59,96
0:28,2504,Shaquille Preston made Layup.,61,96
0:16,2439,Tervell Beck made Dunk. Assisted by Amauri Hardy.,61,98
0:16,2504,Foul on Keion Alexander.,61,98
0:16,2439,Tervell Beck missed Free Throw.,61,98
0:16,2504,Shaquille Preston Defensive Rebound.,61,98
0:11,2504,Shaquille Preston missed Layup.,61,98
0:11,2504,Shaquille Preston Offensive Rebound.,61,98
0:10,2439,Foul on Cheikh Mbacke Diong.,61,98
0:10,2504,Shaquille Preston made Free Throw.,62,98
0:10,2504,Shaquille Preston made Free Throw.,63,98
0:00,2439,End of Game,63,98
