Valparaiso,2565,SIU-Edwardsville,2674
0:07,2565,Jalen Henry made Layup. Assisted by Daniel Kinchen.,42,31
0:00,2565,End of 1st half,42,31
19:44,2674,Tevonn Walker made Jumper.,44,31
19:17,2565,Daniel Kinchen missed Three Point Jumper.,44,31
19:17,2674,Bakari Evelyn Defensive Rebound.,44,31
19:08,2674,Jaume Sorolla made Layup. Assisted by Bakari Evelyn.,46,31
18:54,2565,Keenan Simmons missed Three Point Jumper.,46,31
18:54,2674,Parker Hazen Defensive Rebound.,46,31
18:53,2565,Foul on Christian Ellis.,46,31
18:44,2674,Foul on Bakari Evelyn.,46,31
18:44,2674,Bakari Evelyn Turnover.,46,31
18:35,2565,Justin Benton missed Jumper.,46,31
18:35,2674,Jaume Sorolla Defensive Rebound.,46,31
18:27,2674,Bakari Evelyn made Jumper.,48,31
18:06,2674,Foul on Parker Hazen.,48,31
17:44,2565,David McFarland missed Jumper.,48,31
17:44,2674,Joe Burton Defensive Rebound.,48,31
17:39,2674,Jaume Sorolla Turnover.,48,31
17:27,2565,Justin Benton Turnover.,48,31
17:27,2565,SIU-Edwardsville  Timeout,48,31
17:12,2674,Bakari Evelyn missed Three Point Jumper.,48,31
17:12,2674,Valparaiso Offensive Rebound.,48,31
17:12,2565,Foul on Keenan Simmons.,48,31
16:50,2674,Tevonn Walker missed Three Point Jumper.,48,31
16:50,2565,Daniel Kinchen Defensive Rebound.,48,31
16:20,2565,Jalen Henry missed Three Point Jumper.,48,31
16:20,2674,Tevonn Walker Defensive Rebound.,48,31
16:00,2674,Tevonn Walker missed Layup.,48,31
16:00,2565,SIU-Edwardsville Defensive Rebound.,48,31
16:00,2565,Official TV Timeout,48,31
15:41,2674,Foul on John Kiser.,48,31
15:41,2565,Justin Benton Turnover.,48,31
15:27,2674,Derrik Smits made Dunk. Assisted by Tevonn Walker.,50,31
15:08,2565,David McFarland made Jumper. Assisted by Daniel Kinchen.,50,33
14:49,2565,Foul on Julian Torres.,50,33
14:49,2674,Derrik Smits made Free Throw.,51,33
14:49,2674,Derrik Smits made Free Throw.,52,33
14:38,2565,Justin Benton missed Jumper.,52,33
14:38,2674,Max Joseph Defensive Rebound.,52,33
14:29,2674,Foul on Markus Golder.,52,33
14:29,2674,Markus Golder Turnover.,52,33
14:10,2565,Jalen Henry missed Jumper.,52,33
14:10,2674,Markus Golder Defensive Rebound.,52,33
13:47,2674,Derrik Smits Turnover.,52,33
13:35,2674,Foul on John Kiser.,52,33
13:35,2565,Jalen Henry missed Free Throw.,52,33
13:35,2565,SIU-Edwardsville Deadball Team Rebound.,52,33
13:35,2565,Jalen Henry made Free Throw.,52,34
13:24,2565,Foul on Justin Benton.,52,34
13:24,2674,Markus Golder made Three Point Jumper. Assisted by John Kiser.,55,34
13:24,2565,Julian Torres Turnover.,55,34
13:24,2674,Max Joseph Steal.,55,34
13:24,2674,Max Joseph missed Jumper.,55,34
13:24,2565,Jalen Henry Block.,55,34
13:24,2565,Daniel Kinchen Defensive Rebound.,55,34
13:24,2565,Daniel Kinchen made Layup.,55,36
13:18,2565,Foul on Christian Ellis.,55,36
12:27,2674,Micah Bradford made Free Throw.,56,36
12:27,2674,Micah Bradford missed Free Throw.,56,36
12:27,2565,Jalen Henry Defensive Rebound.,56,36
12:27,2674,Foul on Max Joseph.,56,36
12:22,2565,Daniel Kinchen made Free Throw.,56,37
12:22,2565,Daniel Kinchen made Free Throw.,56,38
12:16,2674,Max Joseph made Layup.,58,38
12:02,2565,Jalen Henry missed Three Point Jumper.,58,38
12:02,2674,Max Joseph Defensive Rebound.,58,38
11:53,2565,Foul on Brandon Jackson.,58,38
11:53,2565,Official TV Timeout,58,38
11:40,2674,Jaume Sorolla missed Jumper.,58,38
11:40,2565,Jalen Henry Defensive Rebound.,58,38
11:28,2565,David McFarland missed Jumper.,58,38
11:28,2565,David McFarland Offensive Rebound.,58,38
11:27,2674,Foul on Max Joseph.,58,38
11:27,2565,David McFarland made Free Throw.,58,39
11:27,2565,David McFarland made Free Throw.,58,40
11:10,2674,Markus Golder made Jumper. Assisted by Micah Bradford.,60,40
10:55,2674,Foul on Mileek McMillan.,60,40
10:55,2565,Jalen Henry made Free Throw.,60,41
10:55,2565,Jalen Henry made Free Throw.,60,42
10:55,2674,Max Joseph made Layup. Assisted by Mileek McMillan.,62,42
10:39,2565,Daniel Kinchen missed Three Point Jumper.,62,42
10:39,2674,Markus Golder Defensive Rebound.,62,42
10:31,2565,Foul on Brandon Jackson.,62,42
10:31,2674,Micah Bradford made Free Throw.,63,42
10:31,2674,Micah Bradford made Free Throw.,64,42
10:16,2565,Daniel Kinchen Turnover.,64,42
10:14,2674,Jaume Sorolla Steal.,64,42
10:13,2565,Foul on Daniel Kinchen.,64,42
10:13,2674,Micah Bradford missed Free Throw.,64,42
10:13,2565,Brandon Jackson Defensive Rebound.,64,42
10:06,2565,Daniel Kinchen made Three Point Jumper. Assisted by Justin Benton.,64,45
9:47,2674,Max Joseph Turnover.,64,45
9:36,2565,Daniel Kinchen missed Three Point Jumper.,64,45
9:36,2565,Brandon Jackson Offensive Rebound.,64,45
9:22,2565,Brandon Jackson made Layup. Assisted by Justin Benton.,64,47
9:01,2674,Bakari Evelyn missed Jumper.,64,47
9:01,2565,Keenan Simmons Defensive Rebound.,64,47
8:59,2674,Foul on Bakari Evelyn.,64,47
8:59,2565,Justin Benton missed Free Throw.,64,47
8:59,2674,Joe Burton Defensive Rebound.,64,47
8:52,2565,Foul on Daniel Kinchen.,64,47
8:52,2674,Tevonn Walker made Free Throw.,65,47
8:52,2674,Tevonn Walker missed Free Throw.,65,47
8:52,2565,Keenan Simmons Defensive Rebound.,65,47
8:45,2565,Daniel Kinchen Turnover.,65,47
8:28,2674,Bakari Evelyn made Layup.,67,47
8:14,2565,David McFarland missed Three Point Jumper.,67,47
8:14,2674,Tevonn Walker Defensive Rebound.,67,47
8:10,2674,Derrik Smits missed Jumper.,67,47
8:10,2565,Keenan Simmons Defensive Rebound.,67,47
8:07,2565,Keenan Simmons Turnover.,67,47
8:06,2674,John Kiser Steal.,67,47
8:06,2565,Foul on Keenan Simmons.,67,47
8:06,2674,John Kiser made Free Throw.,68,47
8:06,2674,John Kiser made Free Throw.,69,47
7:52,2565,David McFarland missed Three Point Jumper.,69,47
7:52,2674,Derrik Smits Defensive Rebound.,69,47
7:37,2674,Derrik Smits Turnover.,69,47
7:37,2565,Official TV Timeout,69,47
7:29,2674,Foul on Derrik Smits.,69,47
7:29,2565,David McFarland made Free Throw.,69,48
7:29,2565,David McFarland made Free Throw.,69,49
7:06,2674,Bakari Evelyn made Three Point Jumper.,72,49
6:39,2565,Jalen Henry made Jumper.,72,51
6:31,2565,Foul on David McFarland.,72,51
6:31,2674,Derrik Smits made Free Throw.,73,51
6:31,2674,Derrik Smits missed Free Throw.,73,51
6:31,2565,Jalen Henry Defensive Rebound.,73,51
6:17,2565,David McFarland Turnover.,73,51
6:15,2674,Bakari Evelyn Steal.,73,51
6:13,2674,Joe Burton made Dunk.,75,51
5:50,2565,Jalen Henry made Jumper. Assisted by David McFarland.,75,53
5:34,2565,Foul on David McFarland.,75,53
5:34,2674,Joe Burton made Free Throw.,76,53
5:34,2674,Joe Burton made Free Throw.,77,53
5:26,2565,Justin Benton made Jumper.,77,55
5:26,2674,Foul on Derrik Smits.,77,55
5:26,2565,Justin Benton missed Free Throw.,77,55
5:26,2674,Derrik Smits Defensive Rebound.,77,55
5:01,2674,Joe Burton made Three Point Jumper. Assisted by Derrik Smits.,80,55
4:45,2565,Kevion Stewart Turnover.,80,55
4:44,2674,Bakari Evelyn Steal.,80,55
4:43,2565,Foul on Justin Benton.,80,55
4:43,2674,Tevonn Walker made Free Throw.,81,55
4:43,2674,Tevonn Walker missed Free Throw.,81,55
4:43,2565,Jalen Henry Defensive Rebound.,81,55
4:34,2565,Daniel Kinchen made Jumper. Assisted by Justin Benton.,81,57
4:06,2565,Foul on Brandon Jackson.,81,57
4:06,2674,Max Joseph missed Free Throw.,81,57
4:06,2674,Valparaiso Deadball Team Rebound.,81,57
4:06,2674,Max Joseph made Free Throw.,82,57
3:55,2565,David McFarland missed Jumper.,82,57
3:55,2674,Marten Linssen Defensive Rebound.,82,57
3:36,2674,Markus Golder missed Jumper.,82,57
3:36,2565,Jalen Henry Block.,82,57
3:35,2565,Jalen Henry Defensive Rebound.,82,57
3:23,2565,Jalen Henry made Jumper. Assisted by Justin Benton.,82,59
3:09,2565,Foul on David McFarland.,82,59
3:09,2565,Official TV Timeout,82,59
3:09,2674,Markus Golder made Free Throw.,83,59
3:09,2674,Markus Golder missed Free Throw.,83,59
3:09,2565,Jalen Henry Defensive Rebound.,83,59
3:08,2674,Foul on Marten Linssen.,83,59
3:08,2565,Jalen Henry made Free Throw.,83,60
3:08,2565,Jalen Henry made Free Throw.,83,61
2:54,2674,Marten Linssen missed Jumper.,83,61
2:54,2674,Marten Linssen Offensive Rebound.,83,61
2:53,2565,Foul on Jalen Henry.,83,61
2:53,2674,Marten Linssen missed Free Throw.,83,61
2:53,2674,Valparaiso Deadball Team Rebound.,83,61
2:53,2674,Marten Linssen made Free Throw.,84,61
2:43,2565,Brandon Jackson made Dunk. Assisted by Justin Benton.,84,63
2:31,2674,Marten Linssen missed Dunk.,84,63
2:31,2674,Max Joseph Offensive Rebound.,84,63
2:28,2674,Max Joseph missed Jumper.,84,63
2:28,2674,Marten Linssen Offensive Rebound.,84,63
2:24,2565,Foul on Kevion Stewart.,84,63
2:24,2674,Marten Linssen made Free Throw.,85,63
2:24,2674,Marten Linssen made Free Throw.,86,63
2:09,2565,Keenan Simmons missed Jumper.,86,63
2:09,2674,Mileek McMillan Block.,86,63
2:07,2565,Brandon Jackson Offensive Rebound.,86,63
2:05,2674,Foul on Marten Linssen.,86,63
2:05,2565,Brandon Jackson made Free Throw.,86,64
2:05,2565,Brandon Jackson made Free Throw.,86,65
1:53,2674,Micah Bradford made Three Point Jumper. Assisted by Max Joseph.,89,65
1:42,2565,Justin Benton made Jumper.,89,67
1:18,2674,Mileek McMillan made Three Point Jumper. Assisted by Markus Golder.,92,67
1:03,2565,D.J. Jackson Turnover.,92,67
1:01,2674,Max Joseph Steal.,92,67
0:57,2674,Markus Golder made Dunk. Assisted by Micah Bradford.,94,67
0:37,2565,Brandon Jackson missed Jumper.,94,67
0:37,2565,Keenan Simmons Offensive Rebound.,94,67
0:36,2674,Foul on Mileek McMillan.,94,67
0:36,2565,Keenan Simmons made Free Throw.,94,68
0:36,2565,Keenan Simmons made Free Throw.,94,69
0:10,2674,Marten Linssen missed Jumper.,94,69
0:10,2565,Justin Benton Defensive Rebound.,94,69
0:00,2565,Justin Benton missed Jumper.,94,69
0:00,2674,Max Joseph Defensive Rebound.,94,69
0:00,2565,End of Game,94,69
