Northwestern State,2567,SMU,2466
8:37,2567,Jarrey Foster missed Free Throw.,6,18
8:37,2466,Northwestern State Defensive Rebound.,6,18
8:28,2466,Brandon Hutton Turnover.,6,18
8:28,2466,Foul on Brandon Hutton.,6,18
8:15,2567,Jimmy Whitt Turnover.,6,18
8:12,2466,Brandon Hutton Steal.,6,18
8:07,2466,Czar Perry missed Jumper.,6,18
8:07,2567,Shake Milton Defensive Rebound.,6,18
7:53,2567,Ben Emelogu II missed Three Point Jumper.,6,18
7:53,2567,Jimmy Whitt Offensive Rebound.,6,18
7:46,2567,Shake Milton missed Three Point Jumper.,6,18
7:46,2567,Ben Emelogu II Offensive Rebound.,6,18
7:41,2567,Jarrey Foster made Three Point Jumper. Assisted by Shake Milton.,6,21
7:22,2466,Caleb Starks missed Jumper.,6,21
7:22,2567,Shake Milton Block.,6,21
7:20,2567,Jimmy Whitt Defensive Rebound.,6,21
7:15,2567,Shake Milton missed Dunk.,6,21
7:15,2466,Iziahiah Sweeney Defensive Rebound.,6,21
7:06,2567,Foul on Ethan Chargois.,6,21
7:06,2567,Official TV Timeout,6,21
7:06,2466,Ishmael Lane missed Free Throw.,6,21
7:06,2466,Northwestern State Deadball Team Rebound.,6,21
7:06,2466,Ishmael Lane missed Free Throw.,6,21
7:06,2567,Ben Emelogu II Defensive Rebound.,6,21
6:46,2567,William Douglas missed Three Point Jumper.,6,21
6:46,2466,Ishmael Lane Defensive Rebound.,6,21
6:15,2466,Darian Dixon missed Layup.,6,21
6:15,2567,Jarrey Foster Block.,6,21
6:14,2567,Jimmy Whitt Defensive Rebound.,6,21
6:10,2567,Jimmy Whitt Turnover.,6,21
5:51,2567,Foul on Jarrey Foster.,6,21
5:41,2466,C.J. Jones missed Jumper.,6,21
5:41,2466,Northwestern State Offensive Rebound.,6,21
5:37,2466,C.J. Jones Turnover.,6,21
5:36,2567,Ben Emelogu II Steal.,6,21
5:25,2466,Foul on Darian Dixon.,6,21
5:25,2567,Jimmy Whitt missed Free Throw.,6,21
5:25,2466,Darian Dixon Defensive Rebound.,6,21
5:13,2466,Vontay Ott Turnover.,6,21
4:57,2567,Shake Milton made Three Point Jumper. Assisted by Ben Emelogu II.,6,24
4:30,2466,Bailey Walker Turnover.,6,24
4:28,2567,Jimmy Whitt Steal.,6,24
4:25,2567,Jimmy Whitt made Dunk.,6,26
4:24,2466,Northwestern State  Timeout,6,26
4:24,2567,Official TV Timeout,6,26
4:02,2466,Darian Dixon Turnover.,6,26
4:02,2466,Foul on Darian Dixon.,6,26
3:47,2567,Ben Emelogu II missed Three Point Jumper.,6,26
3:47,2466,Larry Owens Defensive Rebound.,6,26
3:31,2466,Caleb Starks Turnover.,6,26
3:13,2567,Shake Milton made Layup.,6,28
3:04,2466,Jacob Guest missed Three Point Jumper.,6,28
3:04,2567,Ben Emelogu II Defensive Rebound.,6,28
2:55,2567,Jarrey Foster missed Three Point Jumper.,6,28
2:55,2466,Jacob Guest Defensive Rebound.,6,28
2:35,2466,Caleb Starks missed Jumper.,6,28
2:35,2567,Jarrey Foster Defensive Rebound.,6,28
2:28,2567,Jarrey Foster made Layup. Assisted by Elijah Landrum.,6,30
2:15,2567,Foul on Ben Emelogu II.,6,30
2:15,2466,Darian Dixon missed Free Throw.,6,30
2:15,2567,Ben Emelogu II Defensive Rebound.,6,30
2:00,2567,Elijah Landrum missed Layup.,6,30
2:00,2466,Darian Dixon Defensive Rebound.,6,30
1:39,2466,Iziahiah Sweeney missed Three Point Jumper.,6,30
1:39,2567,Jimmy Whitt Defensive Rebound.,6,30
1:11,2567,Ben Emelogu II made Three Point Jumper. Assisted by Jimmy Whitt.,6,33
0:55,2466,Iziahiah Sweeney missed Three Point Jumper.,6,33
0:55,2466,Devonte Hall Offensive Rebound.,6,33
0:50,2466,Devonte Hall missed Layup.,6,33
0:50,2466,Devonte Hall Offensive Rebound.,6,33
0:45,2567,Foul on William Douglas.,6,33
0:45,2466,Devonte Hall missed Free Throw.,6,33
0:45,2466,Iziahiah Sweeney Offensive Rebound.,6,33
0:33,2466,Iziahiah Sweeney made Layup.,8,33
0:07,2567,Shake Milton made Three Point Jumper. Assisted by Jimmy Whitt.,8,36
0:00,2567,End of 1st half,8,36
19:34,2567,Ethan Chargois made Three Point Jumper. Assisted by Jimmy Whitt.,8,39
19:24,2466,Czar Perry Turnover.,8,39
19:08,2567,Jarrey Foster made Three Point Jumper. Assisted by Jimmy Whitt.,8,42
18:36,2466,Ishmael Lane missed Three Point Jumper.,8,42
18:36,2567,SMU Defensive Rebound.,8,42
18:16,2567,Shake Milton missed Jumper.,8,42
18:16,2466,Iziahiah Sweeney Defensive Rebound.,8,42
17:53,2466,Brandon Hutton missed Layup.,8,42
17:53,2567,Ethan Chargois Defensive Rebound.,8,42
17:44,2567,Ben Emelogu II made Three Point Jumper. Assisted by Jarrey Foster.,8,45
17:27,2567,Foul on Ethan Chargois.,8,45
17:24,2466,Iziahiah Sweeney made Dunk.,10,45
17:04,2466,Foul on Brandon Hutton.,10,45
16:53,2567,Jarrey Foster made Dunk. Assisted by Jimmy Whitt.,10,47
16:27,2466,Iziahiah Sweeney made Jumper.,12,47
16:14,2466,Foul on Devonte Hall.,12,47
16:00,2567,Ben Emelogu II made Three Point Jumper. Assisted by Shake Milton.,12,50
15:36,2466,Iziahiah Sweeney made Three Point Jumper.,15,50
15:18,2466,Foul on Darian Dixon.,15,50
15:18,2567,Official TV Timeout,15,50
15:18,2567,Jimmy Whitt missed Free Throw.,15,50
15:18,2567,SMU Deadball Team Rebound.,15,50
15:18,2567,Jimmy Whitt made Free Throw.,15,51
14:59,2466,Czar Perry missed Jumper.,15,51
14:59,2567,Ben Emelogu II Defensive Rebound.,15,51
14:50,2567,Ben Emelogu II missed Layup.,15,51
14:50,2567,Everett Ray Offensive Rebound.,15,51
14:48,2567,Everett Ray missed Jumper.,15,51
14:48,2466,Darian Dixon Defensive Rebound.,15,51
14:48,2567,Foul on Jarrey Foster.,15,51
14:28,2466,Iziahiah Sweeney missed Three Point Jumper.,15,51
14:28,2567,SMU Defensive Rebound.,15,51
14:07,2567,Ben Emelogu II made Three Point Jumper. Assisted by Shake Milton.,15,54
13:54,2466,Czar Perry Turnover.,15,54
13:52,2567,Everett Ray Steal.,15,54
13:47,2567,Ben Emelogu II made Jumper.,15,56
13:37,2466,Northwestern State  Timeout,15,56
13:37,2567,Official TV Timeout,15,56
13:25,2466,Jacob Guest Turnover.,15,56
13:23,2567,Everett Ray Steal.,15,56
13:09,2567,William Douglas made Three Point Jumper. Assisted by Shake Milton.,15,59
12:52,2567,Foul on Everett Ray.,15,59
12:52,2466,Larry Owens missed Free Throw.,15,59
12:52,2466,Northwestern State Deadball Team Rebound.,15,59
12:52,2466,Larry Owens missed Free Throw.,15,59
12:50,2466,Northwestern State Offensive Rebound.,15,59
12:44,2466,C.J. Jones missed Three Point Jumper.,15,59
12:44,2567,Everett Ray Defensive Rebound.,15,59
12:19,2567,Elijah Landrum missed Three Point Jumper.,15,59
12:19,2567,Ben Emelogu II Offensive Rebound.,15,59
12:11,2466,Foul on Ishmael Lane.,15,59
12:11,2567,Everett Ray missed Free Throw.,15,59
12:11,2567,SMU Deadball Team Rebound.,15,59
12:11,2567,Everett Ray missed Free Throw.,15,59
12:11,2466,Ishmael Lane Defensive Rebound.,15,59
11:58,2466,Jacob Guest missed Three Point Jumper.,15,59
11:58,2567,William Douglas Defensive Rebound.,15,59
11:50,2567,William Douglas Turnover.,15,59
11:49,2466,Czar Perry Steal.,15,59
11:47,2466,Ishmael Lane made Dunk. Assisted by Czar Perry.,17,59
11:39,2567,Elijah Landrum missed Three Point Jumper.,17,59
11:39,2466,Czar Perry Defensive Rebound.,17,59
11:36,2567,Official TV Timeout,17,59
11:19,2567,Foul on Elijah Landrum.,17,59
11:19,2466,Jacob Guest made Free Throw.,18,59
11:19,2466,Jacob Guest made Free Throw.,19,59
11:03,2466,Foul on Jacob Guest.,19,59
11:03,2567,Ethan Chargois missed Free Throw.,19,59
11:03,2567,SMU Deadball Team Rebound.,19,59
11:03,2567,Ethan Chargois made Free Throw.,19,60
10:56,2567,Foul on Ethan Chargois.,19,60
10:53,2466,Brandon Hutton missed Layup.,19,60
10:53,2466,Brandon Hutton Offensive Rebound.,19,60
10:50,2466,Brandon Hutton missed Layup.,19,60
10:50,2567,Elijah Landrum Defensive Rebound.,19,60
10:21,2567,William Douglas missed Jumper.,19,60
10:21,2466,Ishmael Lane Defensive Rebound.,19,60
10:14,2466,Jacob Guest missed Three Point Jumper.,19,60
10:14,2466,Ishmael Lane Offensive Rebound.,19,60
10:07,2466,Czar Perry missed Three Point Jumper.,19,60
10:07,2567,William Douglas Defensive Rebound.,19,60
10:05,2466,Foul on Jacob Guest.,19,60
9:47,2567,William Douglas made Three Point Jumper. Assisted by Jarrey Foster.,19,63
9:30,2466,Czar Perry missed Jumper.,19,63
9:30,2567,Ethan Chargois Block.,19,63
9:29,2466,Northwestern State Offensive Rebound.,19,63
9:26,2466,Iziahiah Sweeney missed Layup.,19,63
9:26,2567,Jarrey Foster Block.,19,63
9:25,2466,Darian Dixon Offensive Rebound.,19,63
9:22,2466,Darian Dixon made Layup.,21,63
9:05,2567,Jarrey Foster missed Jumper.,21,63
9:05,2567,Ethan Chargois Offensive Rebound.,21,63
9:02,2567,Ethan Chargois made Jumper.,21,65
8:44,2466,Devonte Hall Turnover.,21,65
8:31,2567,Elijah Landrum missed Three Point Jumper.,21,65
8:31,2567,Ethan Chargois Offensive Rebound.,21,65
8:22,2567,Shake Milton made Jumper.,21,67
7:59,2466,Iziahiah Sweeney missed Three Point Jumper.,21,67
7:59,2567,Shake Milton Defensive Rebound.,21,67
7:49,2466,Foul on Devonte Hall.,21,67
7:49,2567,Official TV Timeout,21,67
7:49,2567,Elijah Landrum missed Free Throw.,21,67
7:49,2567,Jarrey Foster Offensive Rebound.,21,67
7:47,2567,Jarrey Foster missed Dunk.,21,67
7:47,2466,Devonte Hall Defensive Rebound.,21,67
7:41,2567,Foul on Elijah Landrum.,21,67
7:40,2466,Iziahiah Sweeney missed Layup.,21,67
7:40,2567,William Douglas Block.,21,67
7:38,2567,Ethan Chargois Defensive Rebound.,21,67
7:35,2567,Shake Milton missed Three Point Jumper.,21,67
7:35,2567,Ethan Chargois Offensive Rebound.,21,67
7:31,2567,Ethan Chargois made Layup.,21,69
7:16,2466,Darian Dixon Turnover.,21,69
6:59,2466,Foul on Ishmael Lane.,21,69
6:59,2567,Jarrey Foster made Free Throw.,21,70
6:59,2567,Jarrey Foster made Free Throw.,21,71
6:41,2466,Brandon Hutton missed Three Point Jumper.,21,71
6:41,2567,Shake Milton Defensive Rebound.,21,71
6:13,2567,Elijah Landrum missed Layup.,21,71
6:13,2466,Ishmael Lane Block.,21,71
6:11,2567,Everett Ray Offensive Rebound.,21,71
6:09,2567,Shake Milton missed Three Point Jumper.,21,71
6:09,2466,C.J. Jones Defensive Rebound.,21,71
5:48,2466,Devonte Hall Turnover.,21,71
5:47,2567,Shake Milton Steal.,21,71
5:44,2466,Foul on C.J. Jones.,21,71
5:44,2567,Shake Milton made Free Throw.,21,72
5:44,2567,Shake Milton made Free Throw.,21,73
5:35,2466,C.J. Jones made Jumper.,23,73
5:18,2567,Everett Ray missed Jumper.,23,73
5:18,2466,Larry Owens Defensive Rebound.,23,73
4:55,2567,Foul on Jimmy Whitt.,23,73
4:55,2466,Ishmael Lane made Free Throw.,24,73
4:55,2466,Ishmael Lane missed Free Throw.,24,73
4:55,2567,Everett Ray Defensive Rebound.,24,73
4:47,2567,Elijah Landrum missed Layup.,24,73
4:47,2466,Ishmael Lane Block.,24,73
4:46,2567,SMU Offensive Rebound.,24,73
4:31,2567,Ethan Chargois missed Three Point Jumper.,24,73
4:31,2567,Elijah Landrum Offensive Rebound.,24,73
4:25,2567,Everett Ray made Dunk. Assisted by William Douglas.,24,75
4:08,2466,Devonte Hall missed Jumper.,24,75
4:08,2466,Larry Owens Offensive Rebound.,24,75
4:05,2567,Foul on William Douglas.,24,75
4:05,2466,Larry Owens made Free Throw.,25,75
4:05,2466,Larry Owens missed Free Throw.,25,75
4:05,2567,Ethan Chargois Defensive Rebound.,25,75
3:38,2567,Elijah Landrum missed Three Point Jumper.,25,75
3:38,2567,Ethan Chargois Offensive Rebound.,25,75
3:30,2567,William Douglas Turnover.,25,75
3:30,2567,Official TV Timeout,25,75
3:20,2466,Iziahiah Sweeney missed Jumper.,25,75
3:20,2466,Devonte Hall Offensive Rebound.,25,75
3:02,2466,Czar Perry made Three Point Jumper. Assisted by Brandon Hutton.,28,75
2:39,2567,Ethan Chargois made Dunk. Assisted by Elijah Landrum.,28,77
2:18,2466,Brandon Hutton made Three Point Jumper.,31,77
2:06,2567,SMU  Timeout,31,77
2:00,2567,William Douglas Offensive Rebound.,31,77
1:44,2567,James Pyle missed Three Point Jumper.,31,77
1:44,2567,SMU Offensive Rebound.,31,77
1:43,2567,William Douglas missed Jumper.,31,77
1:42,2466,Brandon Hutton Defensive Rebound.,31,77
1:34,2466,Brandon Hutton made Layup.,33,77
1:17,2466,Foul on Brandon Hutton.,33,77
1:17,2567,William Douglas made Free Throw.,33,78
1:17,2567,William Douglas made Free Throw.,33,79
0:57,2466,Czar Perry missed Three Point Jumper.,33,79
0:57,2567,Everett Ray Defensive Rebound.,33,79
0:48,2567,James Pyle made Layup.,33,81
0:29,2567,Foul on Luke Wilfong.,33,81
0:29,2466,Czar Perry made Free Throw.,34,81
0:29,2466,Czar Perry made Free Throw.,35,81
0:01,2567,SMU  Turnover.,35,81
0:00,2567,End of Game,35,81
