Western Illinois,2197,Eastern Illinois,2710
8:28,2710,Chris Snyder Block.,16,23
8:26,2710,Jabari Sandifer Defensive Rebound.,16,23
8:17,2710,Jalen Morgan made Dunk. Assisted by Jabari Sandifer.,18,23
7:51,2197,Joe Kuligoski missed Three Point Jumper.,18,23
7:51,2197,Muusa Dama Offensive Rebound.,18,23
7:45,2197,Muusa Dama made Layup.,18,25
7:27,2710,Foul on Chris Snyder.,18,25
7:27,2197,Foul on Muusa Dama.,18,25
7:27,2197,Official TV Timeout,18,25
7:20,2710,Dalan Ancrum Turnover.,18,25
7:03,2197,Demetrius McReynolds missed Jumper.,18,25
7:01,2197,Ray Crossland Offensive Rebound.,18,25
7:01,2710,Foul on Chris Snyder.,18,25
7:01,2197,Ray Crossland made Free Throw.,18,26
7:01,2197,Ray Crossland made Free Throw.,18,27
6:45,2710,Dalan Ancrum made Three Point Jumper. Assisted by Jalen Morgan.,21,27
6:25,2197,Demetrius McReynolds missed Layup.,21,27
6:25,2710,Jalen Morgan Defensive Rebound.,21,27
6:17,2710,Garret Covington missed Three Point Jumper.,21,27
6:17,2197,Casey Teson Defensive Rebound.,21,27
5:52,2197,Casey Teson missed Jumper.,21,27
5:52,2710,Western Illinois Defensive Rebound.,21,27
5:30,2710,Delo Bruster made Layup.,23,27
5:03,2197,Demetrius McReynolds made Layup. Assisted by Patrick Muldoon.,23,29
4:45,2710,C.J. Duff missed Three Point Jumper.,23,29
4:45,2197,Demetrius McReynolds Defensive Rebound.,23,29
4:36,2197,Ray Crossland made Jumper. Assisted by Demetrius McReynolds.,23,31
4:18,2710,Delo Bruster Turnover.,23,31
4:17,2197,Ray Crossland Steal.,23,31
4:14,2197,Ray Crossland made Layup.,23,33
3:58,2197,Foul on Ray Crossland.,23,33
3:58,2197,Official TV Timeout,23,33
3:58,2710,Garret Covington made Free Throw.,24,33
3:58,2710,Garret Covington made Free Throw.,25,33
3:33,2197,Demetrius McReynolds missed Jumper.,25,33
3:33,2710,Garret Covington Defensive Rebound.,25,33
3:19,2710,Dalan Ancrum Turnover.,25,33
2:59,2197,Joe Kuligoski missed Layup.,25,33
2:59,2710,Jalen Morgan Defensive Rebound.,25,33
2:43,2197,Foul on Casey Teson.,25,33
2:43,2710,Garret Covington made Free Throw.,26,33
2:43,2710,Garret Covington made Free Throw.,27,33
2:43,2710,Garret Covington made Free Throw.,28,33
2:20,2197,Patrick Muldoon missed Jumper.,28,33
2:20,2710,Garret Covington Defensive Rebound.,28,33
2:08,2710,Jabari Sandifer missed Three Point Jumper.,28,33
2:08,2197,Casey Teson Defensive Rebound.,28,33
1:35,2197,Logan Koch missed Jumper.,28,33
1:35,2710,Jalen Morgan Defensive Rebound.,28,33
1:13,2710,Foul on Garret Covington.,28,33
1:13,2710,Garret Covington Turnover.,28,33
0:52,2197,Demetrius McReynolds missed Three Point Jumper.,28,33
0:52,2710,Jabari Sandifer Defensive Rebound.,28,33
0:49,2197,Foul on Patrick Muldoon.,28,33
0:49,2710,Jabari Sandifer missed Free Throw.,28,33
0:49,2197,Marshawn Blackmon Defensive Rebound.,28,33
0:25,2197,Joe Kuligoski missed Three Point Jumper.,28,33
0:25,2197,Demetrius McReynolds Offensive Rebound.,28,33
0:21,2197,Demetrius McReynolds made Layup.,28,35
0:21,2710,Foul on Jabari Sandifer.,28,35
0:21,2197,Demetrius McReynolds missed Free Throw.,28,35
0:21,2197,Marshawn Blackmon Offensive Rebound.,28,35
0:05,2197,Cornell Johnston Turnover.,28,35
0:00,2197,End of 1st half,28,35
19:52,2197,Foul on Cornell Johnston.,28,35
19:47,2197,Foul on Patrick Muldoon.,28,35
19:39,2710,Garret Covington made Three Point Jumper. Assisted by Dalan Ancrum.,31,35
19:06,2710,Foul on Brandon Gilbeck.,31,35
19:06,2197,Muusa Dama made Free Throw.,31,36
19:06,2197,Muusa Dama made Free Throw.,31,37
18:44,2710,Garret Covington missed Three Point Jumper.,31,37
18:44,2197,Muusa Dama Defensive Rebound.,31,37
18:30,2197,Ray Crossland missed Jumper.,31,37
18:30,2710,Western Illinois Defensive Rebound.,31,37
18:09,2710,C.J. Duff Turnover.,31,37
18:07,2197,Demetrius McReynolds Steal.,31,37
18:04,2197,Montell Goodwin made Layup. Assisted by Demetrius McReynolds.,31,39
17:43,2710,Dalan Ancrum Turnover.,31,39
17:41,2197,Montell Goodwin Steal.,31,39
17:36,2710,Foul on Jalen Morgan.,31,39
17:36,2197,Ray Crossland missed Free Throw.,31,39
17:36,2197,Eastern Illinois Deadball Team Rebound.,31,39
17:36,2197,Ray Crossland made Free Throw.,31,40
17:16,2710,Garret Covington missed Three Point Jumper.,31,40
17:16,2197,Montell Goodwin Defensive Rebound.,31,40
16:52,2197,Cornell Johnston made Three Point Jumper. Assisted by Casey Teson.,31,43
16:28,2197,Foul on Joe Kuligoski.,31,43
16:23,2710,Jalen Morgan made Dunk. Assisted by Garret Covington.,33,43
16:02,2710,Foul on Jeremiah Usiosefe.,33,43
15:43,2197,Aboubacar Diallo missed Jumper.,33,43
15:43,2710,Jalen Morgan Defensive Rebound.,33,43
15:26,2710,C.J. Duff missed Three Point Jumper.,33,43
15:26,2710,Chris Snyder Offensive Rebound.,33,43
15:22,2710,Chris Snyder made Jumper.,35,43
15:07,2197,Casey Teson missed Three Point Jumper.,35,43
15:07,2710,Lynrick Moxey Defensive Rebound.,35,43
15:01,2710,Lynrick Moxey Turnover.,35,43
15:01,2197,Official TV Timeout,35,43
14:53,2710,Foul on Jalen Morgan.,35,43
14:50,2197,Demetrius McReynolds missed Jumper.,35,43
14:50,2710,Jalen Morgan Defensive Rebound.,35,43
14:38,2710,C.J. Duff made Three Point Jumper. Assisted by Lynrick Moxey.,38,43
14:13,2197,Demetrius McReynolds made Three Point Jumper. Assisted by Montell Goodwin.,38,46
13:57,2197,Foul on Demetrius McReynolds.,38,46
13:47,2710,Chris Snyder made Layup. Assisted by Jalen Morgan.,40,46
13:34,2197,Cornell Johnston missed Three Point Jumper.,40,46
13:34,2197,Eastern Illinois Offensive Rebound.,40,46
13:20,2197,Ray Crossland missed Jumper.,40,46
13:20,2710,Dalan Ancrum Defensive Rebound.,40,46
12:59,2197,Official TV Timeout,40,46
12:55,2710,Garret Covington missed Three Point Jumper.,40,46
12:55,2197,Patrick Muldoon Defensive Rebound.,40,46
12:49,2197,Montell Goodwin made Three Point Jumper. Assisted by Cornell Johnston.,40,49
12:33,2197,Foul on Patrick Muldoon.,40,49
12:26,2197,Foul on Muusa Dama.,40,49
12:26,2710,Chris Snyder missed Free Throw.,40,49
12:26,2710,Western Illinois Deadball Team Rebound.,40,49
12:26,2710,Chris Snyder made Free Throw.,41,49
12:08,2197,Montell Goodwin missed Jumper.,41,49
12:08,2710,Dalan Ancrum Block.,41,49
12:06,2710,Delo Bruster Defensive Rebound.,41,49
11:55,2710,Chris Snyder Turnover.,41,49
11:54,2197,Montell Goodwin Steal.,41,49
11:52,2710,Foul on Delo Bruster.,41,49
11:52,2197,Official TV Timeout,41,49
11:48,2197,Montell Goodwin missed Jumper.,41,49
11:48,2197,Muusa Dama Offensive Rebound.,41,49
11:45,2197,Ray Crossland made Layup. Assisted by Muusa Dama.,41,51
11:35,2197,Foul on Cornell Johnston.,41,51
11:35,2710,Delo Bruster made Free Throw.,42,51
11:35,2710,Delo Bruster made Free Throw.,43,51
11:13,2197,Montell Goodwin missed Jumper.,43,51
11:13,2710,Chris Snyder Block.,43,51
11:11,2710,Garret Covington Defensive Rebound.,43,51
11:03,2710,Delo Bruster missed Layup.,43,51
11:03,2197,Muusa Dama Block.,43,51
11:00,2197,Demetrius McReynolds Defensive Rebound.,43,51
10:58,2197,Demetrius McReynolds missed Three Point Jumper.,43,51
10:58,2710,Dalan Ancrum Defensive Rebound.,43,51
10:54,2710,Dalan Ancrum Turnover.,43,51
10:47,2197,Muusa Dama Turnover.,43,51
10:31,2710,Delo Bruster Turnover.,43,51
10:29,2197,Ray Crossland Steal.,43,51
10:25,2710,Foul on Brandon Gilbeck.,43,51
10:23,2197,Demetrius McReynolds made Layup. Assisted by Cornell Johnston.,43,53
10:06,2710,C.J. Duff missed Three Point Jumper.,43,53
10:06,2197,Demetrius McReynolds Defensive Rebound.,43,53
10:03,2710,Foul on Jalen Morgan.,43,53
10:03,2197,Demetrius McReynolds missed Free Throw.,43,53
10:03,2710,Garret Covington Defensive Rebound.,43,53
10:02,2710,Garret Covington Turnover.,43,53
10:00,2197,Ray Crossland Steal.,43,53
9:56,2197,Demetrius McReynolds made Three Point Jumper. Assisted by Cornell Johnston.,43,56
9:32,2710,C.J. Duff missed Jumper.,43,56
9:32,2197,Demetrius McReynolds Defensive Rebound.,43,56
9:25,2197,Cornell Johnston missed Three Point Jumper.,43,56
9:25,2710,James Claar Defensive Rebound.,43,56
9:07,2710,James Claar made Jumper. Assisted by Jeremiah Usiosefe.,45,56
8:42,2197,Joe Kuligoski missed Layup.,45,56
8:42,2710,James Claar Block.,45,56
8:40,2710,James Claar Defensive Rebound.,45,56
8:26,2710,Foul on Garret Covington.,45,56
8:26,2710,Garret Covington Turnover.,45,56
8:14,2197,Ray Crossland missed Jumper.,45,56
8:14,2710,C.J. Duff Defensive Rebound.,45,56
8:04,2710,Jeremiah Usiosefe made Jumper. Assisted by C.J. Duff.,47,56
7:37,2710,Foul on James Claar.,47,56
7:37,2197,Official TV Timeout,47,56
7:37,2197,Casey Teson made Free Throw.,47,57
7:37,2197,Casey Teson made Free Throw.,47,58
7:22,2710,Garret Covington missed Three Point Jumper.,47,58
7:22,2710,Jalen Morgan Offensive Rebound.,47,58
7:13,2710,Garret Covington missed Jumper.,47,58
7:13,2197,Muusa Dama Defensive Rebound.,47,58
6:59,2197,Demetrius McReynolds missed Three Point Jumper.,47,58
6:59,2197,Patrick Muldoon Offensive Rebound.,47,58
6:58,2710,Foul on James Claar.,47,58
6:58,2197,Patrick Muldoon missed Free Throw.,47,58
6:58,2197,Eastern Illinois Deadball Team Rebound.,47,58
6:58,2197,Patrick Muldoon made Free Throw.,47,59
6:37,2197,Foul on Patrick Muldoon.,47,59
6:37,2710,Dalan Ancrum made Free Throw.,48,59
6:37,2710,Dalan Ancrum made Free Throw.,49,59
6:17,2710,Foul on Delo Bruster.,49,59
6:17,2197,Cornell Johnston missed Free Throw.,49,59
6:17,2197,Eastern Illinois Deadball Team Rebound.,49,59
6:17,2197,Cornell Johnston missed Free Throw.,49,59
6:17,2710,Jeremiah Usiosefe Defensive Rebound.,49,59
6:02,2710,Dalan Ancrum missed Jumper.,49,59
6:02,2197,Montell Goodwin Defensive Rebound.,49,59
5:56,2197,Montell Goodwin Turnover.,49,59
5:54,2710,Delo Bruster Steal.,49,59
5:50,2710,Dalan Ancrum missed Three Point Jumper.,49,59
5:50,2710,James Claar Offensive Rebound.,49,59
5:46,2710,James Claar missed Layup.,49,59
5:46,2197,Muusa Dama Defensive Rebound.,49,59
5:31,2197,Montell Goodwin Turnover.,49,59
5:29,2710,Jeremiah Usiosefe Steal.,49,59
5:25,2710,Delo Bruster made Layup. Assisted by Jeremiah Usiosefe.,51,59
5:17,2197,Demetrius McReynolds made Layup.,51,61
5:05,2710,C.J. Duff missed Three Point Jumper.,51,61
5:05,2710,Jeremiah Usiosefe Offensive Rebound.,51,61
4:55,2710,Jeremiah Usiosefe made Three Point Jumper. Assisted by C.J. Duff.,54,61
4:36,2197,Demetrius McReynolds Turnover.,54,61
4:18,2710,Delo Bruster made Layup.,56,61
4:08,2197,Official TV Timeout,56,61
3:45,2197,Demetrius McReynolds missed Jumper.,56,61
3:45,2710,Delo Bruster Defensive Rebound.,56,61
3:29,2710,Foul on James Claar.,56,61
3:29,2710,James Claar Turnover.,56,61
3:15,2710,Foul on Jeremiah Usiosefe.,56,61
3:15,2197,Cornell Johnston made Free Throw.,56,62
3:15,2197,Cornell Johnston made Free Throw.,56,63
3:00,2710,Delo Bruster Turnover.,56,63
2:58,2197,Muusa Dama Steal.,56,63
2:35,2197,Demetrius McReynolds made Jumper. Assisted by Cornell Johnston.,56,65
2:19,2710,Garret Covington made Jumper.,58,65
1:49,2197,Cornell Johnston missed Jumper.,58,65
1:49,2197,Ray Crossland Offensive Rebound.,58,65
1:47,2197,Ray Crossland made Layup.,58,67
1:43,2197,Eastern Illinois  Timeout,58,67
1:38,2710,Garret Covington Turnover.,58,67
1:37,2197,Ray Crossland Steal.,58,67
1:06,2197,Ray Crossland Turnover.,58,67
1:06,2710,Western Illinois  Timeout,58,67
0:56,2197,Foul on Ray Crossland.,58,67
0:56,2710,Garret Covington made Free Throw.,59,67
0:56,2710,Garret Covington made Free Throw.,60,67
0:45,2710,Foul on C.J. Duff.,60,67
0:45,2197,Cornell Johnston made Free Throw.,60,68
0:45,2197,Cornell Johnston made Free Throw.,60,69
0:37,2710,Garret Covington missed Three Point Jumper.,60,69
0:37,2197,Ray Crossland Defensive Rebound.,60,69
0:26,2710,Foul on Garret Covington.,60,69
0:26,2197,Montell Goodwin made Free Throw.,60,70
0:26,2197,Montell Goodwin made Free Throw.,60,71
0:22,2710,Garret Covington missed Three Point Jumper.,60,71
0:22,2710,Jeremiah Usiosefe Offensive Rebound.,60,71
0:16,2710,Jeremiah Usiosefe made Layup.,62,71
0:11,2710,Foul on C.J. Duff.,62,71
0:11,2197,Ray Crossland made Free Throw.,62,72
0:11,2197,Ray Crossland made Free Throw.,62,73
0:04,2710,Garret Covington made Layup.,64,73
0:00,2197,End of Game,64,73
