Fairfield,2681,Wagner,2217
5:14,2681,JoJo Cooper made Layup.,24,21
5:01,2217,Jerome Segura Turnover.,24,21
5:01,2217,Fairfield  Timeout,24,21
4:59,2217,Foul on Olivier Cadieux.,24,21
4:59,2681,JoJo Cooper made Free Throw.,24,22
4:59,2681,JoJo Cooper missed Free Throw.,24,22
4:59,2217,Curtis Cobb Defensive Rebound.,24,22
4:48,2681,Foul on Connor Ferrell.,24,22
4:41,2217,Fairfield  Timeout,24,22
4:32,2217,Tyler Nelson Turnover.,24,22
4:31,2681,JoJo Cooper Steal.,24,22
4:28,2681,Mike Aaman made Layup.,24,24
4:07,2217,Tyler Nelson missed Jumper.,24,24
4:07,2681,AJ Sumbry Defensive Rebound.,24,24
3:45,2681,Blake Francis Turnover.,24,24
3:43,2217,Jonathan Kasibabu Steal.,24,24
3:38,2217,Tyler Nelson missed Jumper.,24,24
3:38,2681,Michael Carey Defensive Rebound.,24,24
3:10,2681,Blake Francis made Three Point Jumper. Assisted by JoJo Cooper.,24,27
2:56,2217,Curtis Cobb missed Three Point Jumper.,24,27
2:56,2681,Mike Aaman Defensive Rebound.,24,27
2:23,2681,AJ Sumbry made Jumper. Assisted by JoJo Cooper.,24,29
2:07,2681,Foul on Mike Aaman.,24,29
2:07,2681,Official TV Timeout,24,29
2:05,2217,Tyler Nelson missed Three Point Jumper.,24,29
2:05,2681,AJ Sumbry Defensive Rebound.,24,29
2:01,2681,AJ Sumbry Turnover.,24,29
1:53,2217,Jerome Segura Turnover.,24,29
1:53,2681,JoJo Cooper Steal.,24,29
1:30,2681,Michael Carey made Three Point Jumper. Assisted by JoJo Cooper.,24,32
1:15,2681,Foul on Mike Aaman.,24,32
1:15,2217,Jonathan Kasibabu missed Free Throw.,24,32
1:15,2681,JoJo Cooper Defensive Rebound.,24,32
1:10,2681,Wagner  Timeout,24,32
0:59,2681,Connor Ferrell made Three Point Jumper. Assisted by Michael Carey.,24,35
0:41,2681,Foul on AJ Sumbry.,24,35
0:41,2217,Jonathan Kasibabu made Free Throw.,25,35
0:41,2217,Jonathan Kasibabu made Free Throw.,26,35
0:20,2681,AJ Sumbry made Dunk. Assisted by Michael Carey.,26,37
0:03,2217,Jerome Segura made Three Point Jumper. Assisted by Jonathan Kasibabu.,29,37
0:00,2681,End of 1st half,29,37
19:52,2681,Foul on Mike Aaman.,29,37
19:37,2217,Matija Milin made Three Point Jumper. Assisted by Jerome Segura.,32,37
19:14,2681,AJ Sumbry missed Layup.,32,37
19:14,2681,Marquis Salmon Offensive Rebound.,32,37
19:10,2681,Marquis Salmon made Two Point Tip Shot.,32,39
18:50,2217,Matija Milin missed Layup.,32,39
18:50,2217,Fairfield Offensive Rebound.,32,39
18:50,2681,Foul on Marquis Salmon.,32,39
18:43,2681,Foul on JoJo Cooper.,32,39
18:43,2217,Tyler Nelson made Free Throw.,33,39
18:43,2217,Tyler Nelson made Free Throw.,34,39
18:18,2681,Blake Francis made Three Point Jumper. Assisted by JoJo Cooper.,34,42
18:06,2217,Tyler Nelson made Jumper.,36,42
17:40,2681,Shack Scott missed Jumper.,36,42
17:40,2217,Jonathan Kasibabu Defensive Rebound.,36,42
17:33,2217,Matija Milin Turnover.,36,42
17:33,2681,JoJo Cooper Steal.,36,42
17:07,2681,Michael Carey made Jumper.,36,44
16:56,2217,Matija Milin made Three Point Jumper. Assisted by Jonathan Kasibabu.,39,44
16:45,2681,Wagner  Timeout,39,44
16:45,2681,Official TV Timeout,39,44
16:27,2681,Michael Carey Turnover.,39,44
16:10,2217,Matija Milin missed Three Point Jumper.,39,44
16:10,2681,Michael Carey Defensive Rebound.,39,44
15:57,2681,Michael Carey missed Jumper.,39,44
15:57,2681,JoJo Cooper Offensive Rebound.,39,44
15:32,2681,AJ Sumbry Turnover.,39,44
15:29,2217,Curtis Cobb Steal.,39,44
15:12,2217,Tyler Nelson missed Layup.,39,44
15:12,2681,Shack Scott Block.,39,44
15:07,2681,JoJo Cooper Defensive Rebound.,39,44
15:04,2681,JoJo Cooper missed Three Point Jumper.,39,44
15:04,2217,Fairfield Defensive Rebound.,39,44
15:04,2681,Foul on AJ Sumbry.,39,44
14:50,2217,Tyler Nelson missed Three Point Jumper.,39,44
14:50,2681,Connor Ferrell Defensive Rebound.,39,44
14:20,2681,Michael Carey made Layup. Assisted by JoJo Cooper.,39,46
14:11,2217,Tyler Nelson missed Three Point Jumper.,39,46
14:11,2681,Wagner Defensive Rebound.,39,46
13:42,2681,Michael Carey missed Layup.,39,46
13:42,2217,Matija Milin Defensive Rebound.,39,46
13:31,2217,Curtis Cobb missed Jumper.,39,46
13:31,2681,JoJo Cooper Defensive Rebound.,39,46
13:05,2217,Foul on Jonathan Kasibabu.,39,46
12:47,2681,Foul on AJ Sumbry.,39,46
12:47,2681,AJ Sumbry Turnover.,39,46
12:19,2681,Foul on AJ Sumbry.,39,46
12:09,2217,Tyler Nelson Turnover.,39,46
11:45,2681,Shack Scott missed Layup.,39,46
11:45,2217,Jonathan Kasibabu Block.,39,46
11:43,2217,Amadou Sidibe Defensive Rebound.,39,46
11:38,2217,Tyler Nelson made Layup. Assisted by Jerome Segura.,41,46
11:10,2681,Blake Francis missed Jumper.,41,46
11:10,2217,Jonathan Kasibabu Defensive Rebound.,41,46
10:58,2217,Tyler Nelson missed Jumper.,41,46
10:58,2217,Amadou Sidibe Offensive Rebound.,41,46
10:44,2217,Amadou Sidibe Turnover.,41,46
10:44,2217,Foul on Amadou Sidibe.,41,46
10:20,2217,Foul on Matija Milin.,41,46
9:54,2681,Connor Ferrell missed Layup.,41,46
9:54,2217,Jonathan Kasibabu Block.,41,46
9:54,2681,Wagner Offensive Rebound.,41,46
9:52,2681,Blake Francis made Three Point Jumper. Assisted by JoJo Cooper.,41,49
9:37,2217,Tyler Nelson missed Jumper.,41,49
9:37,2681,Mike Aaman Defensive Rebound.,41,49
9:12,2217,Foul on Matija Milin.,41,49
9:12,2681,Blake Francis made Free Throw.,41,50
9:12,2681,Blake Francis made Free Throw.,41,51
8:47,2217,Jerome Segura Turnover.,41,51
8:30,2681,Blake Francis missed Three Point Jumper.,41,51
8:30,2217,Olivier Cadieux Defensive Rebound.,41,51
8:21,2217,Curtis Cobb made Three Point Jumper. Assisted by Olivier Cadieux.,44,51
7:59,2681,Connor Ferrell missed Three Point Jumper.,44,51
7:59,2681,JoJo Cooper Offensive Rebound.,44,51
7:41,2681,Michael Carey Turnover.,44,51
7:41,2681,Official TV Timeout,44,51
7:28,2217,Olivier Cadieux made Layup. Assisted by Jerome Segura.,46,51
7:00,2217,Foul on Olivier Cadieux.,46,51
7:00,2681,Connor Ferrell made Free Throw.,46,52
7:00,2681,Connor Ferrell missed Free Throw.,46,52
7:00,2681,Wagner Deadball Team Rebound.,46,52
7:00,2681,Connor Ferrell missed Free Throw.,46,52
7:00,2217,Tyler Nelson Defensive Rebound.,46,52
6:53,2217,Foul on Jerome Segura.,46,52
6:53,2217,Jerome Segura Turnover.,46,52
6:45,2681,Wagner  Timeout,46,52
6:32,2217,Foul on Amadou Sidibe.,46,52
6:32,2681,Mike Aaman missed Free Throw.,46,52
6:32,2681,Michael Carey Offensive Rebound.,46,52
6:27,2681,Michael Carey Turnover.,46,52
6:27,2217,Jerome Segura Steal.,46,52
6:07,2217,Tyler Nelson made Jumper.,48,52
5:36,2681,Michael Carey made Jumper.,48,54
5:28,2681,Foul on Michael Carey.,48,54
5:28,2217,Curtis Cobb made Free Throw.,49,54
5:28,2217,Curtis Cobb made Free Throw.,50,54
5:05,2681,Michael Carey made Layup.,50,56
4:51,2217,Tyler Nelson missed Three Point Jumper.,50,56
4:51,2217,Jonathan Kasibabu Offensive Rebound.,50,56
4:36,2217,Jerome Segura missed Jumper.,50,56
4:36,2681,Michael Carey Defensive Rebound.,50,56
4:07,2681,JoJo Cooper missed Jumper.,50,56
4:07,2217,Curtis Cobb Defensive Rebound.,50,56
3:50,2681,Foul on Mike Aaman.,50,56
3:50,2681,Official TV Timeout,50,56
3:50,2217,Tyler Nelson made Free Throw.,51,56
3:50,2217,Tyler Nelson made Free Throw.,52,56
3:38,2681,JoJo Cooper Turnover.,52,56
3:21,2681,Foul on Connor Ferrell.,52,56
3:21,2217,Curtis Cobb made Free Throw.,53,56
3:21,2217,Curtis Cobb made Free Throw.,54,56
3:00,2681,Michael Carey missed Layup.,54,56
3:00,2217,Amadou Sidibe Defensive Rebound.,54,56
2:39,2681,Foul on JoJo Cooper.,54,56
2:39,2217,Curtis Cobb made Free Throw.,55,56
2:39,2217,Curtis Cobb made Free Throw.,56,56
2:14,2681,Michael Carey missed Three Point Jumper.,56,56
2:14,2681,Mike Aaman Offensive Rebound.,56,56
2:08,2681,Mike Aaman missed Layup.,56,56
2:08,2217,Curtis Cobb Defensive Rebound.,56,56
1:39,2217,Tyler Nelson missed Three Point Jumper.,56,56
1:39,2681,Wagner Defensive Rebound.,56,56
1:08,2681,Michael Carey made Layup.,56,58
1:08,2217,Foul on Curtis Cobb.,56,58
1:08,2681,Michael Carey made Free Throw.,56,59
0:56,2217,Tyler Nelson Turnover.,56,59
0:56,2217,Fairfield  Timeout,56,59
0:30,2681,Blake Francis missed Three Point Jumper.,56,59
0:30,2217,Amadou Sidibe Defensive Rebound.,56,59
0:16,2217,Curtis Cobb made Three Point Jumper. Assisted by Jerome Segura.,59,59
0:11,2681,Wagner  Timeout,59,59
0:02,2681,Blake Francis missed Jumper.,59,59
0:02,2217,Jonathan Kasibabu Defensive Rebound.,59,59
0:01,2217,Fairfield  Timeout,59,59
0:00,2681,End of 2nd half,59,59
4:37,2217,Matija Milin missed Three Point Jumper.,59,59
4:37,2681,Michael Carey Defensive Rebound.,59,59
4:19,2681,Michael Carey Turnover.,59,59
4:17,2217,Jerome Segura Steal.,59,59
4:15,2217,Tyler Nelson made Layup.,61,59
4:15,2681,Foul on Blake Francis.,61,59
4:15,2217,Tyler Nelson made Free Throw.,62,59
3:47,2681,Michael Carey Turnover.,62,59
3:31,2681,Foul on Mike Aaman.,62,59
3:31,2217,Matija Milin missed Free Throw.,62,59
3:31,2217,Fairfield Deadball Team Rebound.,62,59
3:31,2217,Matija Milin made Free Throw.,63,59
3:04,2681,Blake Francis missed Three Point Jumper.,63,59
3:04,2217,Jonathan Kasibabu Defensive Rebound.,63,59
3:02,2681,Foul on AJ Sumbry.,63,59
3:02,2217,Jonathan Kasibabu missed Free Throw.,63,59
3:02,2217,Fairfield Deadball Team Rebound.,63,59
3:02,2217,Jonathan Kasibabu missed Free Throw.,63,59
3:02,2681,JoJo Cooper Defensive Rebound.,63,59
2:42,2217,Foul on Jonathan Kasibabu.,63,59
2:42,2681,JoJo Cooper missed Free Throw.,63,59
2:42,2217,Curtis Cobb Defensive Rebound.,63,59
2:16,2681,Foul on Michael Carey.,63,59
2:16,2217,Matija Milin made Free Throw.,64,59
2:16,2217,Matija Milin missed Free Throw.,64,59
2:16,2681,JoJo Cooper Defensive Rebound.,64,59
2:06,2681,Michael Carey made Jumper.,64,61
1:34,2217,Foul on Jerome Segura.,64,61
1:34,2217,Jerome Segura Turnover.,64,61
1:15,2681,Michael Carey missed Layup.,64,61
1:15,2217,Amadou Sidibe Defensive Rebound.,64,61
1:13,2681,Foul on Marquis Salmon.,64,61
1:13,2217,Amadou Sidibe made Free Throw.,65,61
1:13,2217,Amadou Sidibe made Free Throw.,66,61
0:56,2681,JoJo Cooper made Three Point Jumper. Assisted by Michael Carey.,66,64
0:55,2681,Wagner  Timeout,66,64
0:28,2681,Foul on Marquis Salmon.,66,64
0:28,2217,Jonathan Kasibabu made Free Throw.,67,64
0:28,2217,Jonathan Kasibabu made Free Throw.,68,64
0:12,2681,Michael Carey missed Jumper.,68,64
0:12,2217,Jerome Segura Defensive Rebound.,68,64
0:09,2681,Foul on Blake Francis.,68,64
0:09,2217,Tyler Nelson made Free Throw.,69,64
0:09,2217,Tyler Nelson made Free Throw.,70,64
0:05,2681,JoJo Cooper missed Three Point Jumper.,70,64
0:05,2681,Michael Carey Offensive Rebound.,70,64
0:00,2681,Michael Carey missed Jumper.,70,64
0:00,2217,Fairfield Defensive Rebound.,70,64
0:00,2681,End of Game,70,64
